"plh0214","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","East Germany","Male","494","0.238337288105151","0.22048059463316","0.256193981577142"
"2 on scale 1-7 ","2009","East Germany","Female","653","0.273728474526536","0.255701466291751","0.29175548276132"
"3 on scale 1-7 ","2009","West Germany","Male","1254","0.199583834263892","0.189796256392335","0.20937141213545"
"3 on scale 1-7 ","2009","West Germany","Female","1123","0.151878968547431","0.143499955257139","0.160257981837723"
"3 on scale 1-7 ","2009","East Germany","Male","428","0.182245674313502","0.166066224880502","0.198425123746501"
"3 on scale 1-7 ","2009","East Germany","Female","423","0.169815125301298","0.154634496773589","0.184995753829007"
"4 on scale 1-7","2009","West Germany","Male","1162","0.185666394917469","0.17614452037909","0.195188269455848"
"4 on scale 1-7","2009","West Germany","Female","966","0.142196576814468","0.134042897969561","0.150350255659375"
"4 on scale 1-7","2009","East Germany","Male","388","0.167819240122307","0.152157016878212","0.183481463366401"
"4 on scale 1-7","2009","East Germany","Female","283","0.120935318040695","0.107752715707583","0.134117920373807"
"5 on scale 1-7","2009","West Germany","Male","1081","0.163575118485877","0.154517235261751","0.172633001710003"
"5 on scale 1-7","2009","West Germany","Female","789","0.110797729517793","0.103469807226459","0.118125651809126"
"5 on scale 1-7","2009","East Germany","Male","343","0.154542078446976","0.139392760770004","0.169691396123949"
"5 on scale 1-7","2009","East Germany","Female","259","0.111656191017424","0.0989227405244003","0.124389641510447"
"6 on scale 1-7","2009","West Germany","Male","458","0.0731148127640615","0.06673995820669","0.079489667321433"
"6 on scale 1-7","2009","West Germany","Female","330","0.0520758428711821","0.0468887969502559","0.0572628887921083"
"6 on scale 1-7","2009","East Germany","Male","174","0.0736270020898145","0.0626815122529764","0.0845724919266526"
"6 on scale 1-7","2009","East Germany","Female","132","0.0689190125338173","0.0586771860853241","0.0791608389823105"
"7 Strongly agree","2009","West Germany","Male","167","0.0277924730128477","0.0237671780507","0.0318177679749955"
"7 Strongly agree","2009","West Germany","Female","157","0.0237838171744967","0.0202264481138159","0.0273411862351774"
"7 Strongly agree","2009","East Germany","Male","51","0.0357928315947919","0.0280069659344229","0.043578697255161"
"7 Strongly agree","2009","East Germany","Female","36","0.0188684483488424","0.0133673947732324","0.0243695019244524"
"1 Strongly disagree","2010","West Germany","Male","","","",""
"1 Strongly disagree","2010","West Germany","Female","","","",""
"1 Strongly disagree","2010","East Germany","Male","","","",""
"1 Strongly disagree","2010","East Germany","Female","","","",""
"2 on scale 1-7 ","2010","West Germany","Male","","","",""
"2 on scale 1-7 ","2010","West Germany","Female","","","",""
"2 on scale 1-7 ","2010","East Germany","Male","","","",""
"2 on scale 1-7 ","2010","East Germany","Female","","","",""
"3 on scale 1-7 ","2010","West Germany","Male","","","",""
"3 on scale 1-7 ","2010","West Germany","Female","","","",""
"3 on scale 1-7 ","2010","East Germany","Male","","","",""
"3 on scale 1-7 ","2010","East Germany","Female","","","",""
"4 on scale 1-7","2010","West Germany","Male","","","",""
"4 on scale 1-7","2010","West Germany","Female","","","",""
"4 on scale 1-7","2010","East Germany","Male","","","",""
"4 on scale 1-7","2010","East Germany","Female","","","",""
"5 on scale 1-7","2010","West Germany","Male","","","",""
"5 on scale 1-7","2010","West Germany","Female","","","",""
"5 on scale 1-7","2010","East Germany","Male","","","",""
"5 on scale 1-7","2010","East Germany","Female","","","",""
"6 on scale 1-7","2010","West Germany","Male","","","",""
"6 on scale 1-7","2010","West Germany","Female","","","",""
"6 on scale 1-7","2010","East Germany","Male","","","",""
"6 on scale 1-7","2010","East Germany","Female","","","",""
"7 Strongly agree","2010","West Germany","Male","","","",""
"7 Strongly agree","2010","West Germany","Female","","","",""
"7 Strongly agree","2010","East Germany","Male","","","",""
"7 Strongly agree","2010","East Germany","Female","","","",""
"1 Strongly disagree","2011","West Germany","Male","","","",""
"1 Strongly disagree","2011","West Germany","Female","","","",""
"1 Strongly disagree","2011","East Germany","Male","","","",""
"1 Strongly disagree","2011","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","East Germany","Female","","","",""
"4 on scale 1-7","2011","West Germany","Male","","","",""
"4 on scale 1-7","2011","West Germany","Female","","","",""
"4 on scale 1-7","2011","East Germany","Male","","","",""
"4 on scale 1-7","2011","East Germany","Female","","","",""
"5 on scale 1-7","2011","West Germany","Male","","","",""
"5 on scale 1-7","2011","West Germany","Female","","","",""
"5 on scale 1-7","2011","East Germany","Male","","","",""
"5 on scale 1-7","2011","East Germany","Female","","","",""
"6 on scale 1-7","2011","West Germany","Male","","","",""
"6 on scale 1-7","2011","West Germany","Female","","","",""
"6 on scale 1-7","2011","East Germany","Male","","","",""
"6 on scale 1-7","2011","East Germany","Female","","","",""
"7 Strongly agree","2011","West Germany","Male","","","",""
"7 Strongly agree","2011","West Germany","Female","","","",""
"7 Strongly agree","2011","East Germany","Male","","","",""
"7 Strongly agree","2011","East Germany","Female","","","",""
"1 Strongly disagree","2012","West Germany","Male","373","0.168623215396591","0.153526799218785","0.183719631574397"
"1 Strongly disagree","2012","West Germany","Female","804","0.248992568571335","0.234506185964813","0.263478951177858"
"1 Strongly disagree","2012","East Germany","Male","89","0.179213296415242","0.146561248393315","0.211865344437169"
"1 Strongly disagree","2012","East Germany","Female","217","0.268120463099036","0.237576372914233","0.298664553283839"
"2 on scale 1-7 ","2012","West Germany","Male","522","0.22061588960499","0.203896885734827","0.237334893475154"
"2 on scale 1-7 ","2012","West Germany","Female","881","0.254009748143387","0.239427099579344","0.268592396707429"
"2 on scale 1-7 ","2012","East Germany","Male","116","0.214872685092675","0.179904684155401","0.249840686029949"
"2 on scale 1-7 ","2012","East Germany","Female","213","0.278676349212039","0.247762181911636","0.309590516512441"
"3 on scale 1-7 ","2012","West Germany","Male","376","0.151790337929243","0.137322957497353","0.166257718361133"
"3 on scale 1-7 ","2012","West Germany","Female","474","0.137908708991072","0.126357774607302","0.149459643374842"
"3 on scale 1-7 ","2012","East Germany","Male","88","0.183644598651023","0.150680677153499","0.216608520148548"
"3 on scale 1-7 ","2012","East Germany","Female","101","0.118639282172599","0.0963429456383864","0.140935618706811"
"4 on scale 1-7","2012","West Germany","Male","395","0.163867761923923","0.148943238375604","0.178792285472242"
"4 on scale 1-7","2012","West Germany","Female","498","0.137569932369727","0.126030927729899","0.149108937009554"
"4 on scale 1-7","2012","East Germany","Male","73","0.129349796372142","0.100779490899449","0.157920101844836"
"4 on scale 1-7","2012","East Germany","Female","91","0.103573222457197","0.0825633427688955","0.124583102145498"
"5 on scale 1-7","2012","West Germany","Male","392","0.16015416185904","0.145366989606836","0.174941334111244"
"5 on scale 1-7","2012","West Germany","Female","458","0.137587510885607","0.126047886654683","0.149127135116532"
"5 on scale 1-7","2012","East Germany","Male","108","0.183247192623629","0.150310943484102","0.216183441763155"
"5 on scale 1-7","2012","East Germany","Female","108","0.131423491881429","0.108127406400194","0.154719577362665"
"6 on scale 1-7","2012","West Germany","Male","197","0.08213407405123","0.0710635663900314","0.0932045817124286"
"6 on scale 1-7","2012","West Germany","Female","227","0.0604180312342468","0.0524363337585948","0.0683997287098987"
"6 on scale 1-7","2012","East Germany","Male","43","0.0848296231405947","0.0611085188976939","0.108550727383495"
"6 on scale 1-7","2012","East Germany","Female","56","0.0744297931825514","0.0563322133917238","0.0925273729733789"
"7 Strongly agree","2012","West Germany","Male","108","0.0528145592349825","0.0437965522573939","0.0618325662125711"
"7 Strongly agree","2012","West Germany","Female","81","0.0235134998046256","0.0184373269665164","0.0285896726427347"
"7 Strongly agree","2012","East Germany","Male","13","","",""
"7 Strongly agree","2012","East Germany","Female","22","","",""
"1 Strongly disagree","2013","West Germany","Male","1119","0.170106872085007","0.161121575216861","0.179092168953153"
"1 Strongly disagree","2013","West Germany","Female","2043","0.270097521559367","0.260159504048901","0.280035539069832"
"1 Strongly disagree","2013","East Germany","Male","327","0.159100742425301","0.143464232573438","0.174737252277165"
"1 Strongly disagree","2013","East Germany","Female","664","0.290709789055144","0.272369995344565","0.309049582765724"
"2 on scale 1-7 ","2013","West Germany","Male","1435","0.209706165995588","0.199970619982029","0.219441712009148"
"2 on scale 1-7 ","2013","West Germany","Female","1920","0.241650832330768","0.232069281810972","0.251232382850565"
"2 on scale 1-7 ","2013","East Germany","Male","490","0.217126746650491","0.199501543736302","0.23475194956468"
"2 on scale 1-7 ","2013","East Germany","Female","616","0.262572795420527","0.244800763819734","0.28034482702132"
"3 on scale 1-7 ","2013","West Germany","Male","1143","0.167719452629208","0.158784607952875","0.176654297305542"
"3 on scale 1-7 ","2013","West Germany","Female","1190","0.154321708557517","0.146235905828211","0.162407511286822"
"3 on scale 1-7 ","2013","East Germany","Male","360","0.179311237061727","0.162911958911775","0.195710515211679"
"3 on scale 1-7 ","2013","East Germany","Female","346","0.14339066897144","0.129235844729907","0.157545493212973"
"4 on scale 1-7","2013","West Germany","Male","1183","0.172085481154647","0.163058858630887","0.181112103678407"
"4 on scale 1-7","2013","West Germany","Female","1036","0.140822350091862","0.133036889364831","0.148607810818892"
"4 on scale 1-7","2013","East Germany","Male","360","0.171500559782471","0.155386290536408","0.187614829028535"
"4 on scale 1-7","2013","East Germany","Female","289","0.113804801373997","0.100978612697483","0.126630990050511"
"5 on scale 1-7","2013","West Germany","Male","1165","0.173807362080258","0.164745130391404","0.182869593769112"
"5 on scale 1-7","2013","West Germany","Female","913","0.120200818985814","0.112922140619955","0.127479497351674"
"5 on scale 1-7","2013","East Germany","Male","344","0.163518004125685","0.147707605391807","0.179328402859563"
"5 on scale 1-7","2013","East Germany","Female","271","0.112672981790132","0.0999025852814319","0.125443378298832"
"6 on scale 1-7","2013","West Germany","Male","486","0.0736333544069292","0.0673875387158971","0.0798791700979612"
"6 on scale 1-7","2013","West Germany","Female","408","0.0502818661199034","0.0453907260754142","0.0551730061643927"
"6 on scale 1-7","2013","East Germany","Male","173","0.0797873702272984","0.0682037874771243","0.0913709529774724"
"6 on scale 1-7","2013","East Germany","Female","119","0.0510502793225897","0.0421608619445207","0.0599396967006587"
"7 Strongly agree","2013","West Germany","Male","186","0.032941311648362","0.0286729886518708","0.0372096346448531"
"7 Strongly agree","2013","West Germany","Female","158","0.0226249023547688","0.0192965367111023","0.0259532679984352"
"7 Strongly agree","2013","East Germany","Male","48","0.0296553397270259","0.0224035333966633","0.0369071460573885"
"7 Strongly agree","2013","East Germany","Female","50","0.0257986840661693","0.0193957980841783","0.0322015700481604"
"1 Strongly disagree","2014","West Germany","Male","","","",""
"1 Strongly disagree","2014","West Germany","Female","","","",""
"1 Strongly disagree","2014","East Germany","Male","","","",""
"1 Strongly disagree","2014","East Germany","Female","","","",""
"2 on scale 1-7 ","2014","West Germany","Male","","","",""
"2 on scale 1-7 ","2014","West Germany","Female","","","",""
"2 on scale 1-7 ","2014","East Germany","Male","","","",""
"2 on scale 1-7 ","2014","East Germany","Female","","","",""
"3 on scale 1-7 ","2014","West Germany","Male","","","",""
"3 on scale 1-7 ","2014","West Germany","Female","","","",""
"3 on scale 1-7 ","2014","East Germany","Male","","","",""
"3 on scale 1-7 ","2014","East Germany","Female","","","",""
"4 on scale 1-7","2014","West Germany","Male","","","",""
"4 on scale 1-7","2014","West Germany","Female","","","",""
"4 on scale 1-7","2014","East Germany","Male","","","",""
"4 on scale 1-7","2014","East Germany","Female","","","",""
"5 on scale 1-7","2014","West Germany","Male","","","",""
"5 on scale 1-7","2014","West Germany","Female","","","",""
"5 on scale 1-7","2014","East Germany","Male","","","",""
"5 on scale 1-7","2014","East Germany","Female","","","",""
"6 on scale 1-7","2014","West Germany","Male","","","",""
"6 on scale 1-7","2014","West Germany","Female","","","",""
"6 on scale 1-7","2014","East Germany","Male","","","",""
"6 on scale 1-7","2014","East Germany","Female","","","",""
"7 Strongly agree","2014","West Germany","Male","","","",""
"7 Strongly agree","2014","West Germany","Female","","","",""
"7 Strongly agree","2014","East Germany","Male","","","",""
"7 Strongly agree","2014","East Germany","Female","","","",""
"1 Strongly disagree","2015","West Germany","Male","","","",""
"1 Strongly disagree","2015","West Germany","Female","","","",""
"1 Strongly disagree","2015","East Germany","Male","","","",""
"1 Strongly disagree","2015","East Germany","Female","","","",""
"2 on scale 1-7 ","2015","West Germany","Male","","","",""
"2 on scale 1-7 ","2015","West Germany","Female","","","",""
"2 on scale 1-7 ","2015","East Germany","Male","","","",""
"2 on scale 1-7 ","2015","East Germany","Female","","","",""
"3 on scale 1-7 ","2015","West Germany","Male","","","",""
"3 on scale 1-7 ","2015","West Germany","Female","","","",""
"3 on scale 1-7 ","2015","East Germany","Male","","","",""
"3 on scale 1-7 ","2015","East Germany","Female","","","",""
"4 on scale 1-7","2015","West Germany","Male","","","",""
"4 on scale 1-7","2015","West Germany","Female","","","",""
"4 on scale 1-7","2015","East Germany","Male","","","",""
"4 on scale 1-7","2015","East Germany","Female","","","",""
"5 on scale 1-7","2015","West Germany","Male","","","",""
"5 on scale 1-7","2015","West Germany","Female","","","",""
"5 on scale 1-7","2015","East Germany","Male","","","",""
"5 on scale 1-7","2015","East Germany","Female","","","",""
"6 on scale 1-7","2015","West Germany","Male","","","",""
"6 on scale 1-7","2015","West Germany","Female","","","",""
"6 on scale 1-7","2015","East Germany","Male","","","",""
"6 on scale 1-7","2015","East Germany","Female","","","",""
"7 Strongly agree","2015","West Germany","Male","","","",""
"7 Strongly agree","2015","West Germany","Female","","","",""
"7 Strongly agree","2015","East Germany","Male","","","",""
"7 Strongly agree","2015","East Germany","Female","","","",""
"1 Strongly disagree","2016","West Germany","Male","","","",""
"1 Strongly disagree","2016","West Germany","Female","","","",""
"1 Strongly disagree","2016","East Germany","Male","","","",""
"1 Strongly disagree","2016","East Germany","Female","","","",""
"2 on scale 1-7 ","2016","West Germany","Male","","","",""
"2 on scale 1-7 ","2016","West Germany","Female","","","",""
"2 on scale 1-7 ","2016","East Germany","Male","","","",""
"2 on scale 1-7 ","2016","East Germany","Female","","","",""
"3 on scale 1-7 ","2016","West Germany","Male","","","",""
"3 on scale 1-7 ","2016","West Germany","Female","","","",""
"3 on scale 1-7 ","2016","East Germany","Male","","","",""
"3 on scale 1-7 ","2016","East Germany","Female","","","",""
"4 on scale 1-7","2016","West Germany","Male","","","",""
"4 on scale 1-7","2016","West Germany","Female","","","",""
"4 on scale 1-7","2016","East Germany","Male","","","",""
"4 on scale 1-7","2016","East Germany","Female","","","",""
"5 on scale 1-7","2016","West Germany","Male","","","",""
"5 on scale 1-7","2016","West Germany","Female","","","",""
"5 on scale 1-7","2016","East Germany","Male","","","",""
"5 on scale 1-7","2016","East Germany","Female","","","",""
"6 on scale 1-7","2016","West Germany","Male","","","",""
"6 on scale 1-7","2016","West Germany","Female","","","",""
"6 on scale 1-7","2016","East Germany","Male","","","",""
"6 on scale 1-7","2016","East Germany","Female","","","",""
"7 Strongly agree","2016","West Germany","Male","","","",""
"7 Strongly agree","2016","West Germany","Female","","","",""
"7 Strongly agree","2016","East Germany","Male","","","",""
"7 Strongly agree","2016","East Germany","Female","","","",""
"1 Strongly disagree","2017","West Germany","Male","2503","0.160427138364026","0.153591429534354","0.167262847193698"
"1 Strongly disagree","2017","West Germany","Female","3308","0.245190127597236","0.23752552234473","0.252854732849743"
"1 Strongly disagree","2017","East Germany","Male","633","0.166901979992333","0.153302312437239","0.180501647547427"
"1 Strongly disagree","2017","East Germany","Female","872","0.244337007693591","0.22945148955554","0.259222525831643"
"2 on scale 1-7 ","2017","West Germany","Male","2347","0.21398748332806","0.206348697080053","0.221626269576067"
"2 on scale 1-7 ","2017","West Germany","Female","3056","0.268276388802678","0.260382622276392","0.276170155328963"
"2 on scale 1-7 ","2017","East Germany","Male","647","0.236995975553766","0.221486989818241","0.252504961289291"
"2 on scale 1-7 ","2017","East Germany","Female","843","0.272549669643227","0.257124506832806","0.287974832453648"
"3 on scale 1-7 ","2017","West Germany","Male","1679","0.166775067375691","0.159831828102247","0.173718306649135"
"3 on scale 1-7 ","2017","West Germany","Female","1697","0.14525565755949","0.138977905451915","0.151533409667066"
"3 on scale 1-7 ","2017","East Germany","Male","429","0.154784495358437","0.141592911216314","0.16797607950056"
"3 on scale 1-7 ","2017","East Germany","Female","461","0.148926354981954","0.13659318818534","0.161259521778568"
"4 on scale 1-7","2017","West Germany","Male","1685","0.162817561171442","0.155940923872277","0.169694198470607"
"4 on scale 1-7","2017","West Germany","Female","1626","0.134971890412473","0.128884147661551","0.141059633163394"
"4 on scale 1-7","2017","East Germany","Male","440","0.155344157629294","0.142133122299933","0.168555192958654"
"4 on scale 1-7","2017","East Germany","Female","375","0.120613462441411","0.109331281702516","0.131895643180306"
"5 on scale 1-7","2017","West Germany","Male","1690","0.171529094462341","0.164507706519067","0.178550482405615"
"5 on scale 1-7","2017","West Germany","Female","1447","0.122638791941607","0.116794624332799","0.128482959550414"
"5 on scale 1-7","2017","East Germany","Male","415","0.16627306923293","0.152693926027724","0.179852212438137"
"5 on scale 1-7","2017","East Germany","Female","368","0.129414662821096","0.117786725805992","0.141042599836199"
"6 on scale 1-7","2017","West Germany","Male","843","0.0940785671280414","0.0886409821707192","0.0995161520853636"
"6 on scale 1-7","2017","West Germany","Female","669","0.056373337342997","0.0522641447974821","0.0604825298885119"
"6 on scale 1-7","2017","East Germany","Male","245","0.0968895706915404","0.0861011358932318","0.107678005489849"
"6 on scale 1-7","2017","East Germany","Female","214","0.0665242783591125","0.0578915742885245","0.0751569824297004"
"7 Strongly agree","2017","West Germany","Male","326","0.0303850881703983","0.0271880683077908","0.0335821080330059"
"7 Strongly agree","2017","West Germany","Female","299","0.0272938063435189","0.0243908372627108","0.030196775424327"
"7 Strongly agree","2017","East Germany","Male","79","0.0228107515416991","0.017365616766807","0.0282558863165912"
"7 Strongly agree","2017","East Germany","Female","68","0.0176345640596089","0.0130749912538097","0.0221941368654082"
"1 Strongly disagree","2018","West Germany","Male","","","",""
"1 Strongly disagree","2018","West Germany","Female","","","",""
"1 Strongly disagree","2018","East Germany","Male","","","",""
"1 Strongly disagree","2018","East Germany","Female","","","",""
"2 on scale 1-7 ","2018","West Germany","Male","","","",""
"2 on scale 1-7 ","2018","West Germany","Female","","","",""
"2 on scale 1-7 ","2018","East Germany","Male","","","",""
"2 on scale 1-7 ","2018","East Germany","Female","","","",""
"3 on scale 1-7 ","2018","West Germany","Male","","","",""
"3 on scale 1-7 ","2018","West Germany","Female","","","",""
"3 on scale 1-7 ","2018","East Germany","Male","","","",""
"3 on scale 1-7 ","2018","East Germany","Female","","","",""
"4 on scale 1-7","2018","West Germany","Male","","","",""
"4 on scale 1-7","2018","West Germany","Female","","","",""
"4 on scale 1-7","2018","East Germany","Male","","","",""
"4 on scale 1-7","2018","East Germany","Female","","","",""
"5 on scale 1-7","2018","West Germany","Male","","","",""
"5 on scale 1-7","2018","West Germany","Female","","","",""
"5 on scale 1-7","2018","East Germany","Male","","","",""
"5 on scale 1-7","2018","East Germany","Female","","","",""
"6 on scale 1-7","2018","West Germany","Male","","","",""
"6 on scale 1-7","2018","West Germany","Female","","","",""
"6 on scale 1-7","2018","East Germany","Male","","","",""
"6 on scale 1-7","2018","East Germany","Female","","","",""
"7 Strongly agree","2018","West Germany","Male","","","",""
"7 Strongly agree","2018","West Germany","Female","","","",""
"7 Strongly agree","2018","East Germany","Male","","","",""
