"plh0214","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","13","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","66","0.261703315901675","0.209561417492766","0.313845214310585"
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","399","0.228664715991843","0.20944399818642","0.247885433797267"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","66","0.224484450695618","0.178407768335631","0.270561133055605"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","72","0.189220402558101","0.151307105866776","0.227133699249425"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","168","0.201994569543336","0.174730017873638","0.229259121213033"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","57","0.207444626710208","0.158899392981928","0.255989860438487"
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","17","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","104","0.254214855160103","0.213012051217703","0.295417659102504"
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","358","0.209344685454485","0.190402032637496","0.228287338271474"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","37","0.275067425813371","0.208525796834448","0.341609054792294"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","40","0.19085164811292","0.137574989112671","0.24412830711317"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","130","0.212182159285199","0.180230743525277","0.244133575045121"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","48","0.177067316571645","0.130123046459289","0.224011586684"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","61","0.252190142743066","0.197700642549911","0.30667964293622"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","139","0.252332204102327","0.219144605997563","0.285519802207091"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","22","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","23","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","66","0.230190831033226","0.181573916009411","0.278807746057042"
"2 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","97","0.23779761262057","0.197511223575626","0.278084001665515"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","342","0.220382903742388","0.199700797935589","0.241065009549187"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","48","0.276059367705371","0.210200512289331","0.341918223121412"
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","40","0.20318889768051","0.146857862684596","0.259519932676425"
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","153","0.268157119049792","0.231433474183714","0.304880763915869"
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","14","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","151","0.20319596412062","0.173172773261255","0.233219154979984"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","799","0.215842704705949","0.202490576609055","0.229194832802843"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","96","0.259385408901103","0.213532864941809","0.305237952860396"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","119","0.194547270489707","0.161702699667355","0.22739184131206"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","442","0.278738947808168","0.257143461244179","0.300334434372157"
"2 on scale 1-7 ","2005","Single parent ","in school","18","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","3","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","39","0.183664917249025","0.131043352529747","0.236286481968303"
"2 on scale 1-7 ","2005","Single parent ","middle vocational","122","0.258757061132631","0.221506980250126","0.296007142015136"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","16","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","11","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","44","0.335090105140836","0.249923509566482","0.420256700715191"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","52","0.152057347410513","0.109462828909498","0.194651865911528"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","454","0.24759916755326","0.227845504154143","0.267352830952377"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","90","0.272840592818632","0.223652258083714","0.322028927553549"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","110","0.224859852828502","0.184448607015833","0.26527109864117"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","239","0.286976298974392","0.256257757702568","0.317694840246215"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","71","0.217321200430488","0.167944333814074","0.266698067046902"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","9","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","91","0.201603374439312","0.163638873974693","0.239567874903931"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","419","0.208045076418389","0.189145799653885","0.226944353182894"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","46","0.196035806236613","0.136878131593377","0.255193480879849"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","51","0.257058709660601","0.197811437784664","0.316305981536537"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","192","0.277422839931512","0.242433480650866","0.312412199212158"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","66","0.233735669865583","0.181690187917667","0.2857811518135"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","60","0.262526236129714","0.207316862341202","0.317735609918227"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","156","0.184288832706365","0.154664207965099","0.213913457447631"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","20","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","92","0.296601979763257","0.243849917703199","0.349354041823316"
"3 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","inadequately","6","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","general elemantary","52","0.105917891394831","0.0767977948678299","0.135037987921833"
"3 on scale 1-7 ","2005","1-pers.-HH","middle vocational","213","0.139333138536162","0.122054485706542","0.156611791365783"
"3 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","23","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher vocational","37","0.209473021846208","0.152503516042919","0.266442527649497"
"3 on scale 1-7 ","2005","1-pers.-HH","higher education","92","0.16102981582057","0.13056008632741","0.19149954531373"
"3 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","10","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","99","0.136499345154334","0.110882823111127","0.162115867197541"
"3 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","550","0.143342615895616","0.13196970979108","0.154715522000153"
"3 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","59","0.196748251077486","0.155159506282134","0.238336995872838"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","79","0.16586993057043","0.135007387314434","0.196732473826425"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher education","279","0.143931421907057","0.127025065857629","0.160837777956485"
"3 on scale 1-7 ","2005","Single parent ","in school","14","","",""
"3 on scale 1-7 ","2005","Single parent ","inadequately","5","","",""
"3 on scale 1-7 ","2005","Single parent ","general elemantary","33","0.130144784416978","0.0844198286934094","0.175869740140546"
"3 on scale 1-7 ","2005","Single parent ","middle vocational","73","0.12039684727959","0.0927177592787184","0.148075935280462"
"3 on scale 1-7 ","2005","Single parent ","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Single parent ","higher vocational","7","","",""
"3 on scale 1-7 ","2005","Single parent ","higher education","20","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","59","0.242329427360163","0.191500604097531","0.293158250622794"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","273","0.145659679768852","0.129514846944665","0.161804512593039"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","54","0.178248666472142","0.135984124422181","0.220513208522103"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","56","0.170194094974825","0.133817950417717","0.206570239531933"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","158","0.185728235554988","0.159319400471353","0.212137070638623"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","44","0.142872051790258","0.100975607827009","0.184768495753508"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","8","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","63","0.153086099919454","0.119013368115253","0.187158831723656"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","310","0.180874510755178","0.16295277221468","0.198796249295675"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","29","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","35","0.163769785018621","0.113598553068458","0.213941016968784"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","96","0.112663914489536","0.087954681849209","0.137373147129862"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","48","0.210581261524234","0.160440051559049","0.260722471489419"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","45","0.164119234179911","0.117645765905416","0.210592702454406"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","111","0.165289535028238","0.136908661890904","0.193670408165571"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","21","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","52","0.178036577785931","0.133855865654663","0.222217289917198"
"4 on scale 1-7","2005","1-pers.-HH","in school","2","","",""
"4 on scale 1-7","2005","1-pers.-HH","inadequately","6","","",""
"4 on scale 1-7","2005","1-pers.-HH","general elemantary","54","0.122705314026364","0.0916580110405675","0.15375261701216"
"4 on scale 1-7","2005","1-pers.-HH","middle vocational","217","0.146493833185291","0.128850601744409","0.164137064626173"
"4 on scale 1-7","2005","1-pers.-HH","vocational + Abi","24","","",""
"4 on scale 1-7","2005","1-pers.-HH","higher vocational","33","0.181805077169397","0.127810337806941","0.235799816531852"
"4 on scale 1-7","2005","1-pers.-HH","higher education","91","0.167284044493419","0.136344216839953","0.198223872146886"
"4 on scale 1-7","2005","(Married) couple without C. ","in school","1","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","inadequately","8","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","general elemantary","72","0.112434244416639","0.0888635098428364","0.136004978990441"
"4 on scale 1-7","2005","(Married) couple without C. ","middle vocational","508","0.144569699468405","0.133156401299544","0.155982997637265"
"4 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","48","0.128255706358276","0.0932750915831761","0.163236321133376"
"4 on scale 1-7","2005","(Married) couple without C. ","higher vocational","85","0.154039565477609","0.124087818396977","0.183991312558241"
"4 on scale 1-7","2005","(Married) couple without C. ","higher education","217","0.149030466905475","0.131878557995147","0.166182375815802"
"4 on scale 1-7","2005","Single parent ","in school","19","","",""
"4 on scale 1-7","2005","Single parent ","inadequately","1","","",""
"4 on scale 1-7","2005","Single parent ","general elemantary","33","0.153166019497037","0.104222322077637","0.202109716916437"
"4 on scale 1-7","2005","Single parent ","middle vocational","93","0.169809880787998","0.13787457425544","0.201745187320556"
"4 on scale 1-7","2005","Single parent ","vocational + Abi","6","","",""
"4 on scale 1-7","2005","Single parent ","higher vocational","7","","",""
"4 on scale 1-7","2005","Single parent ","higher education","13","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","in school","1","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","3","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","44","0.147736287994316","0.105644501624707","0.189828074363925"
"4 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","306","0.163917909301951","0.146975074013735","0.180860744590167"
"4 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","31","0.110951930341937","0.0762684343139108","0.145635426369964"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","57","0.129737327591965","0.0972125890112321","0.162262066172698"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher education","118","0.153859169862426","0.129356770794972","0.17836156892988"
"4 on scale 1-7","2005","Couple + C. GT 16 ","in school","43","0.217644492061015","0.168241118443904","0.267047865678126"
"4 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","2","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","83","0.187808519751379","0.150850703274206","0.224766336228552"
"4 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","268","0.145464027016565","0.12904833443995","0.161879719593181"
"4 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","19","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","34","0.132361430221415","0.0864178221495143","0.178305038293317"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher education","89","0.162567934490629","0.133733263175263","0.191402605805996"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","in school","37","0.170568048519237","0.124311795094882","0.216824301943592"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","4","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","39","0.152780511907009","0.107638061792671","0.197922962021348"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","90","0.128540981322967","0.102968113486661","0.154113849159274"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","17","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","34","0.13555248325221","0.0960181060420446","0.175086860462376"
"5 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"5 on scale 1-7","2005","1-pers.-HH","inadequately","5","","",""
"5 on scale 1-7","2005","1-pers.-HH","general elemantary","35","0.0776638707565789","0.0523374643652433","0.102990277147914"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","164","0.107660500621501","0.0921951993678","0.123125801875202"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","24","","",""
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","24","","",""
"5 on scale 1-7","2005","1-pers.-HH","higher education","60","0.109241816057961","0.0833825286343774","0.135101103481544"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","1","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","4","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","89","0.109735967117845","0.086414414635821","0.133057519599869"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","466","0.132918977627168","0.121900957891658","0.143936997362678"
"5 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","42","0.105083214763695","0.0730018721777348","0.137164557349654"
"5 on scale 1-7","2005","(Married) couple without C. ","higher vocational","80","0.116851112251982","0.090196990326476","0.143505234177489"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","248","0.135697161407095","0.119202770763488","0.152191552050702"
"5 on scale 1-7","2005","Single parent ","in school","14","","",""
"5 on scale 1-7","2005","Single parent ","inadequately","2","","",""
"5 on scale 1-7","2005","Single parent ","general elemantary","21","","",""
"5 on scale 1-7","2005","Single parent ","middle vocational","74","0.153724634399489","0.123046537529815","0.184402731269163"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","5","","",""
"5 on scale 1-7","2005","Single parent ","higher vocational","6","","",""
"5 on scale 1-7","2005","Single parent ","higher education","10","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","in school","1","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","3","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","27","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","246","0.135358341434905","0.119701324709013","0.151015358160797"
"5 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","44","0.121254356442884","0.0852070281255383","0.157301684760229"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","79","0.203586304261777","0.16461007672993","0.242562531793624"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","109","0.127196083396188","0.104569405059286","0.14982276173309"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","33","0.144533767042116","0.102435250661763","0.186632283422469"
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","5","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","55","0.122875383300733","0.0918095836122133","0.153941182989252"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","265","0.163337694829386","0.146125567716765","0.180549821942006"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","24","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","26","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","76","0.143184964654212","0.11581242988749","0.170557499420933"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","32","0.129567352508748","0.0882676797013503","0.170867025316146"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","5","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","20","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","92","0.120930174215022","0.09601785443163","0.145842493998413"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","13","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","28","","",""
"6 on scale 1-7","2005","1-pers.-HH","in school","","","",""
"6 on scale 1-7","2005","1-pers.-HH","inadequately","","","",""
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","20","","",""
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","71","0.0438874199965895","0.0336665075144399","0.054108332478739"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","5","","",""
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","9","","",""
"6 on scale 1-7","2005","1-pers.-HH","higher education","20","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","1","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","32","0.0464017478863547","0.0307063099162846","0.0620971858564248"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","208","0.052678051932899","0.0454279541813458","0.0599281496844522"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","31","0.0907371416535292","0.0606880183636024","0.120786264943456"
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","35","0.0520306855892605","0.0336035468557299","0.0704578243227911"
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","94","0.0476300065819865","0.0373720443127049","0.057887968851268"
"6 on scale 1-7","2005","Single parent ","in school","11","","",""
"6 on scale 1-7","2005","Single parent ","inadequately","1","","",""
"6 on scale 1-7","2005","Single parent ","general elemantary","15","","",""
"6 on scale 1-7","2005","Single parent ","middle vocational","24","","",""
"6 on scale 1-7","2005","Single parent ","vocational + Abi","1","","",""
"6 on scale 1-7","2005","Single parent ","higher vocational","2","","",""
"6 on scale 1-7","2005","Single parent ","higher education","4","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","5","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","20","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","113","0.0595048308283608","0.0486779633168275","0.0703316983398941"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","24","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","26","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","38","0.0405416779282831","0.0271483190199354","0.0539350368366308"
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","13","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","3","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","27","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","121","0.0745610690565894","0.062330513688872","0.0867916244243067"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","9","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","17","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","32","0.064837532317814","0.0455942327304329","0.084080831905195"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","13","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","12","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","48","0.0943048607910466","0.0719746305064681","0.116635091075625"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","5","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","13","","",""
"7 Strongly agree","2005","1-pers.-HH","in school","","","",""
"7 Strongly agree","2005","1-pers.-HH","inadequately","1","","",""
"7 Strongly agree","2005","1-pers.-HH","general elemantary","7","","",""
"7 Strongly agree","2005","1-pers.-HH","middle vocational","26","","",""
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","1","","",""
"7 Strongly agree","2005","1-pers.-HH","higher vocational","5","","",""
"7 Strongly agree","2005","1-pers.-HH","higher education","8","","",""
"7 Strongly agree","2005","(Married) couple without C. ","in school","","","",""
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","","","",""
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","14","","",""
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","115","0.0308026773995905","0.0251950319636627","0.0364103228355183"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","7","","",""
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","9","","",""
"7 Strongly agree","2005","(Married) couple without C. ","higher education","33","0.0261845027365876","0.018493580309238","0.0338754251639372"
"7 Strongly agree","2005","Single parent ","in school","5","","",""
"7 Strongly agree","2005","Single parent ","inadequately","1","","",""
"7 Strongly agree","2005","Single parent ","general elemantary","4","","",""
"7 Strongly agree","2005","Single parent ","middle vocational","14","","",""
"7 Strongly agree","2005","Single parent ","vocational + Abi","1","","",""
"7 Strongly agree","2005","Single parent ","higher vocational","3","","",""
"7 Strongly agree","2005","Single parent ","higher education","1","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","2","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","5","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","43","0.0192953551208282","0.0129996565064741","0.0255910537351822"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","6","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","10","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","3","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","7","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","6","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","31","0.0183729364694073","0.0121200753813823","0.0246257975574323"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","9","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","6","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","14","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","10","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","1","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","7","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","22","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","3","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","3","","",""
"1 Strongly disagree","2006","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2006","1-pers.-HH","inadequately","","","",""
"1 Strongly disagree","2006","1-pers.-HH","general elemantary","","","",""
