"plh0214","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2009","Rural Area","1222","0.203165460268025","0.193161511011473","0.213169409524577"
"2 on scale 1-7 ","2009","Urban Area","2890","0.236092152921035","0.228422212059381","0.243762093782689"
"2 on scale 1-7 ","2009","Rural Area","1524","0.239903331087371","0.229286008315808","0.250520653858934"
"3 on scale 1-7 ","2009","Urban Area","2113","0.175945431389679","0.169068451783529","0.182822410995828"
"3 on scale 1-7 ","2009","Rural Area","1115","0.173803756184705","0.164381961118086","0.183225551251325"
"4 on scale 1-7","2009","Urban Area","1798","0.161335216924484","0.154691830028829","0.167978603820139"
"4 on scale 1-7","2009","Rural Area","1001","0.156381345101973","0.147350507635286","0.16541218256866"
"5 on scale 1-7","2009","Urban Area","1634","0.136194503516606","0.129999828527971","0.142389178505241"
"5 on scale 1-7","2009","Rural Area","838","0.134985913730286","0.126489839821198","0.143481987639374"
"6 on scale 1-7","2009","Urban Area","710","0.0629919717451202","0.0586041900626375","0.067379753427603"
"6 on scale 1-7","2009","Rural Area","384","0.0661181748696814","0.0599398768028132","0.0722964729365496"
"7 Strongly agree","2009","Urban Area","281","0.0261890304505107","0.0233048143625237","0.0290732465384977"
"7 Strongly agree","2009","Rural Area","130","0.0256420187579584","0.0217119708294452","0.0295720666864715"
"1 Strongly disagree","2010","Urban Area","","","",""
"1 Strongly disagree","2010","Rural Area","","","",""
"2 on scale 1-7 ","2010","Urban Area","","","",""
"2 on scale 1-7 ","2010","Rural Area","","","",""
"3 on scale 1-7 ","2010","Urban Area","","","",""
"3 on scale 1-7 ","2010","Rural Area","","","",""
"4 on scale 1-7","2010","Urban Area","","","",""
"4 on scale 1-7","2010","Rural Area","","","",""
"5 on scale 1-7","2010","Urban Area","","","",""
"5 on scale 1-7","2010","Rural Area","","","",""
"6 on scale 1-7","2010","Urban Area","","","",""
"6 on scale 1-7","2010","Rural Area","","","",""
"7 Strongly agree","2010","Urban Area","","","",""
"7 Strongly agree","2010","Rural Area","","","",""
"1 Strongly disagree","2011","Urban Area","","","",""
"1 Strongly disagree","2011","Rural Area","","","",""
"2 on scale 1-7 ","2011","Urban Area","","","",""
"2 on scale 1-7 ","2011","Rural Area","","","",""
"3 on scale 1-7 ","2011","Urban Area","","","",""
"3 on scale 1-7 ","2011","Rural Area","","","",""
"4 on scale 1-7","2011","Urban Area","","","",""
"4 on scale 1-7","2011","Rural Area","","","",""
"5 on scale 1-7","2011","Urban Area","","","",""
"5 on scale 1-7","2011","Rural Area","","","",""
"6 on scale 1-7","2011","Urban Area","","","",""
"6 on scale 1-7","2011","Rural Area","","","",""
"7 Strongly agree","2011","Urban Area","","","",""
"7 Strongly agree","2011","Rural Area","","","",""
"1 Strongly disagree","2012","Urban Area","893","0.209581288326045","0.197613475352613","0.221549101299477"
"1 Strongly disagree","2012","Rural Area","590","0.229392102383613","0.213477139038985","0.245307065728242"
"2 on scale 1-7 ","2012","Urban Area","1104","0.246468545223122","0.233796655694343","0.2591404347519"
"2 on scale 1-7 ","2012","Rural Area","628","0.230784823709725","0.214836052452135","0.246733594967315"
"3 on scale 1-7 ","2012","Urban Area","645","0.144426292026473","0.134090071176434","0.154762512876512"
"3 on scale 1-7 ","2012","Rural Area","394","0.144701564728359","0.131384910095487","0.158018219361232"
"4 on scale 1-7","2012","Urban Area","665","0.146322377799219","0.135930063854305","0.156714691744133"
"4 on scale 1-7","2012","Rural Area","392","0.137822385848847","0.124773965551245","0.150870806146448"
"5 on scale 1-7","2012","Urban Area","660","0.145192423280132","0.13483346479119","0.155551381769075"
"5 on scale 1-7","2012","Rural Area","406","0.155357121807561","0.141645089441628","0.169069154173495"
"6 on scale 1-7","2012","Urban Area","319","0.0697667498058302","0.062275916903347","0.0772575827083134"
"6 on scale 1-7","2012","Rural Area","204","0.0748099148592587","0.0648513960207847","0.0847684336977327"
"7 Strongly agree","2012","Urban Area","157","0.0382423235391788","0.0326031572572765","0.0438814898210812"
"7 Strongly agree","2012","Rural Area","67","0.0271320866626351","0.0209821842869586","0.0332819890383115"
"1 Strongly disagree","2013","Urban Area","2667","0.223527890788842","0.216136506510215","0.230919275067468"
"1 Strongly disagree","2013","Rural Area","1486","0.219568898145214","0.209610667920179","0.229527128370249"
"2 on scale 1-7 ","2013","Urban Area","2897","0.229954713779785","0.222488914955258","0.237420512604311"
"2 on scale 1-7 ","2013","Rural Area","1564","0.226370586398132","0.216303450028663","0.236437722767601"
"3 on scale 1-7 ","2013","Urban Area","1963","0.157815269142893","0.151347192114158","0.164283346171628"
"3 on scale 1-7 ","2013","Rural Area","1076","0.167256710187852","0.158278767823006","0.176234652552698"
"4 on scale 1-7","2013","Urban Area","1855","0.150092005626267","0.14375532630909","0.156428684943444"
"4 on scale 1-7","2013","Rural Area","1013","0.160254079846079","0.151429216974179","0.16907894271798"
"5 on scale 1-7","2013","Urban Area","1763","0.149404868088068","0.143080155246923","0.155729580929214"
"5 on scale 1-7","2013","Rural Area","930","0.13495007701384","0.126730743155739","0.14316941087194"
"6 on scale 1-7","2013","Urban Area","773","0.0631686755121162","0.0588527039066","0.0674846471176325"
"6 on scale 1-7","2013","Rural Area","413","0.060641723544378","0.0549001508452381","0.0663832962435179"
"7 Strongly agree","2013","Urban Area","286","0.0260365770620287","0.0232113051008796","0.0288618490231778"
"7 Strongly agree","2013","Rural Area","156","0.0309579248645058","0.0267912778969735","0.035124571832038"
"1 Strongly disagree","2014","Urban Area","","","",""
"1 Strongly disagree","2014","Rural Area","","","",""
"2 on scale 1-7 ","2014","Urban Area","","","",""
"2 on scale 1-7 ","2014","Rural Area","","","",""
"3 on scale 1-7 ","2014","Urban Area","","","",""
"3 on scale 1-7 ","2014","Rural Area","","","",""
"4 on scale 1-7","2014","Urban Area","","","",""
"4 on scale 1-7","2014","Rural Area","","","",""
"5 on scale 1-7","2014","Urban Area","","","",""
"5 on scale 1-7","2014","Rural Area","","","",""
"6 on scale 1-7","2014","Urban Area","","","",""
"6 on scale 1-7","2014","Rural Area","","","",""
"7 Strongly agree","2014","Urban Area","","","",""
"7 Strongly agree","2014","Rural Area","","","",""
"1 Strongly disagree","2015","Urban Area","","","",""
"1 Strongly disagree","2015","Rural Area","","","",""
"2 on scale 1-7 ","2015","Urban Area","","","",""
"2 on scale 1-7 ","2015","Rural Area","","","",""
"3 on scale 1-7 ","2015","Urban Area","","","",""
"3 on scale 1-7 ","2015","Rural Area","","","",""
"4 on scale 1-7","2015","Urban Area","","","",""
"4 on scale 1-7","2015","Rural Area","","","",""
"5 on scale 1-7","2015","Urban Area","","","",""
"5 on scale 1-7","2015","Rural Area","","","",""
"6 on scale 1-7","2015","Urban Area","","","",""
"6 on scale 1-7","2015","Rural Area","","","",""
"7 Strongly agree","2015","Urban Area","","","",""
"7 Strongly agree","2015","Rural Area","","","",""
"1 Strongly disagree","2016","Urban Area","","","",""
"1 Strongly disagree","2016","Rural Area","","","",""
"2 on scale 1-7 ","2016","Urban Area","","","",""
"2 on scale 1-7 ","2016","Rural Area","","","",""
"3 on scale 1-7 ","2016","Urban Area","","","",""
"3 on scale 1-7 ","2016","Rural Area","","","",""
"4 on scale 1-7","2016","Urban Area","","","",""
"4 on scale 1-7","2016","Rural Area","","","",""
"5 on scale 1-7","2016","Urban Area","","","",""
"5 on scale 1-7","2016","Rural Area","","","",""
"6 on scale 1-7","2016","Urban Area","","","",""
"6 on scale 1-7","2016","Rural Area","","","",""
"7 Strongly agree","2016","Urban Area","","","",""
"7 Strongly agree","2016","Rural Area","","","",""
"1 Strongly disagree","2017","Urban Area","4717","0.197641687276319","0.191988578879239","0.203294795673399"
"1 Strongly disagree","2017","Rural Area","2599","0.217993701685142","0.209981856847113","0.226005546523172"
"2 on scale 1-7 ","2017","Urban Area","4498","0.245910255489144","0.23979712457831","0.252023386399979"
"2 on scale 1-7 ","2017","Rural Area","2395","0.239672974029931","0.231389449210876","0.247956498848986"
"3 on scale 1-7 ","2017","Urban Area","2770","0.158463230630178","0.153279234609446","0.163647226650911"
"3 on scale 1-7 ","2017","Rural Area","1496","0.14780114075086","0.140914383123438","0.154687898378282"
"4 on scale 1-7","2017","Urban Area","2653","0.144152471683136","0.139166232519744","0.149138710846528"
"4 on scale 1-7","2017","Rural Area","1473","0.152450660803936","0.145475526378113","0.159425795229758"
"5 on scale 1-7","2017","Urban Area","2587","0.146514585931903","0.141494601836526","0.151534570027279"
"5 on scale 1-7","2017","Rural Area","1333","0.147428808383075","0.140549228213878","0.154308388552271"
"6 on scale 1-7","2017","Urban Area","1314","0.0782721030476712","0.0744590861857581","0.0820851199095843"
"6 on scale 1-7","2017","Rural Area","657","0.0711200684448554","0.0661325868686786","0.0761075500210323"
"7 Strongly agree","2017","Urban Area","523","0.029045665941649","0.0266616786837822","0.0314296531995159"
"7 Strongly agree","2017","Rural Area","249","0.0235326459022004","0.020591140329208","0.0264741514751928"
"1 Strongly disagree","2018","Urban Area","","","",""
"1 Strongly disagree","2018","Rural Area","","","",""
"2 on scale 1-7 ","2018","Urban Area","","","",""
"2 on scale 1-7 ","2018","Rural Area","","","",""
"3 on scale 1-7 ","2018","Urban Area","","","",""
"3 on scale 1-7 ","2018","Rural Area","","","",""
"4 on scale 1-7","2018","Urban Area","","","",""
"4 on scale 1-7","2018","Rural Area","","","",""
"5 on scale 1-7","2018","Urban Area","","","",""
"5 on scale 1-7","2018","Rural Area","","","",""
"6 on scale 1-7","2018","Urban Area","","","",""
"6 on scale 1-7","2018","Rural Area","","","",""
"7 Strongly agree","2018","Urban Area","","","",""
"7 Strongly agree","2018","Rural Area","","","",""
"1 Strongly disagree","2019","Urban Area","3617","0.237836863936849","0.231110970057062","0.244562757816637"
"1 Strongly disagree","2019","Rural Area","2097","0.233293129282634","0.224474808576452","0.242111449988816"
"2 on scale 1-7 ","2019","Urban Area","3889","0.249386972692095","0.242552084937552","0.256221860446639"
"2 on scale 1-7 ","2019","Rural Area","2327","0.256039955659466","0.246939798033654","0.265140113285277"
"3 on scale 1-7 ","2019","Urban Area","2293","0.153273291417631","0.147582255485335","0.158964327349926"
"3 on scale 1-7 ","2019","Rural Area","1305","0.150153760153923","0.142705436803988","0.157602083503858"
"4 on scale 1-7","2019","Urban Area","2259","0.144369037757229","0.138816816901298","0.14992125861316"
"4 on scale 1-7","2019","Rural Area","1274","0.146683769817593","0.13930699932348","0.154060540311707"
"5 on scale 1-7","2019","Urban Area","1977","0.129954168052012","0.124642234565196","0.135266101538827"
"5 on scale 1-7","2019","Rural Area","1150","0.135503915702948","0.128367540502427","0.142640290903468"
"6 on scale 1-7","2019","Urban Area","966","0.0611670995037165","0.0573814574260657","0.0649527415813672"
"6 on scale 1-7","2019","Rural Area","517","0.0609321741850535","0.0559445691416609","0.0659197792284461"
"7 Strongly agree","2019","Urban Area","392","0.0240125666404672","0.02159416816272","0.0264309651182143"
"7 Strongly agree","2019","Rural Area","166","0.0173932951983829","0.0146674509761553","0.0201191394206106"
