"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","5.4","6","470","3","5","6","7","5.26","5.54","6","6"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","5.53","6","2818","4","5","7","7","5.48","5.58","6","6"
"2017","higher education","Ostdeutschland, neue Bundeslaender","5.5","6","1522","4","5","7","7","5.43","5.57","6","6"
"2017","higher education","Westdeutschland, alte Bundeslaender","5.45","6","5496","4","5","6","7","5.42","5.48","6","6"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","5.53","6","398","4","5","7","7","5.4","5.66","6","6"
"2017","higher vocational","Westdeutschland, alte Bundeslaender","5.45","6","1145","4","5","6","7","5.38","5.52","6","6"
"2017","in school","Ostdeutschland, neue Bundeslaender","5.87","6","67","4","6","7","7","5.52","6.22","6","7"
"2017","in school","Westdeutschland, alte Bundeslaender","5.32","6","346","3","4","6","7","5.17","5.47","5","6"
"2017","inadequately","Ostdeutschland, neue Bundeslaender","5.01","5.82","234","2","4","6","7","4.81","5.21","6","7"
"2017","inadequately","Westdeutschland, alte Bundeslaender","5.66","6","1136","4","5","7","7","5.58","5.74","7","7"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","5.49","6","2945","4","5","7","7","5.44","5.54","6","6"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","5.6","6","9629","4","5","7","7","5.57","5.63","6","6"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.46","6","340","4","5","6","7","5.31","5.61","6","6"
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","5.56","6","1948","4","5","7","7","5.5","5.62","6","6"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","5.38","6","372","3","4","7","7","5.23","5.53","6","6"
"2019","general elemantary","Westdeutschland, alte Bundeslaender","5.35","6","2028","3","4","7","7","5.29","5.41","6","6"
"2019","higher education","Ostdeutschland, neue Bundeslaender","5.5","6","1589","4","5","7","7","5.44","5.56","6","6"
"2019","higher education","Westdeutschland, alte Bundeslaender","5.5","6","5384","4","5","6","7","5.47","5.53","6","6"
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","5.51","6","441","4","5","6","7","5.4","5.62","6","6"
"2019","higher vocational","Westdeutschland, alte Bundeslaender","5.29","5","1222","3","4","6","7","5.22","5.36","6","6"
"2019","in school","Ostdeutschland, neue Bundeslaender","5.39","5","53","4","4","6","7","5.05","5.73","5","6"
"2019","in school","Westdeutschland, alte Bundeslaender","5.31","5","276","3","5","7","7","5.13","5.49","5","6"
"2019","inadequately","Ostdeutschland, neue Bundeslaender","5.51","6","47","3","5","7","7","5","6.02","5","6"
"2019","inadequately","Westdeutschland, alte Bundeslaender","5.65","6","338","4","5","7","7","5.49","5.81","6","6"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","5.54","6","2603","4","5","7","7","5.49","5.59","6","6"
"2019","middle vocational","Westdeutschland, alte Bundeslaender","5.55","6","8463","4","5","7","7","5.52","5.58","6","6"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.5","6","321","4","5","6","7","5.36","5.64","6","6"
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","5.59","6","1837","4","5","7","7","5.53","5.65","6","6"
