"ple0024","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"No","2014","Employed","no migration background","","","",""
"No","2014","Employed","direct migration background","","","",""
"No","2014","Employed","indirect migration background","","","",""
"Yes","2015","Not Employed","no migration background","1405","0.184459031713451","0.175165614606139","0.193752448820763"
"Yes","2015","Not Employed","direct migration background","469","0.263435853384658","0.239672711897612","0.287198994871703"
"Yes","2015","Not Employed","indirect migration background","271","0.631941153767097","0.586980366628861","0.676901940905333"
"Yes","2015","Employed","no migration background","5663","0.447799328552899","0.439017839275788","0.456580817830011"
"Yes","2015","Employed","direct migration background","1725","0.54019439516819","0.522309613958151","0.558079176378228"
"Yes","2015","Employed","indirect migration background","688","0.585697781131606","0.557603458777503","0.61379210348571"
"No","2015","Not Employed","no migration background","5286","0.815540968286549","0.806247551179237","0.82483438539386"
"No","2015","Not Employed","direct migration background","851","0.736564146615342","0.712801005128297","0.760327288102388"
"No","2015","Not Employed","indirect migration background","171","0.368058846232903","0.323098059094667","0.413019633371139"
"No","2015","Employed","no migration background","6655","0.552200671447101","0.543419182169989","0.560982160724212"
"No","2015","Employed","direct migration background","1258","0.45980560483181","0.441920823621772","0.477690386041849"
"No","2015","Employed","indirect migration background","493","0.414302218868394","0.38620789651429","0.442396541222497"
"Yes","2016","Not Employed","no migration background","","","",""
"Yes","2016","Not Employed","direct migration background","","","",""
"Yes","2016","Not Employed","indirect migration background","","","",""
"Yes","2016","Employed","no migration background","","","",""
"Yes","2016","Employed","direct migration background","","","",""
"Yes","2016","Employed","indirect migration background","","","",""
"No","2016","Not Employed","no migration background","","","",""
"No","2016","Not Employed","direct migration background","","","",""
"No","2016","Not Employed","indirect migration background","","","",""
"No","2016","Employed","no migration background","","","",""
"No","2016","Employed","direct migration background","","","",""
"No","2016","Employed","indirect migration background","","","",""
"Yes","2017","Not Employed","no migration background","1395","0.175365478266723","0.166261812822746","0.184469143710699"
"Yes","2017","Not Employed","direct migration background","554","0.290332207383082","0.266772847617398","0.313891567148766"
"Yes","2017","Not Employed","indirect migration background","259","0.576047572827141","0.530286434144197","0.621808711510086"
"Yes","2017","Employed","no migration background","5824","0.427196535564579","0.418847133054788","0.435545938074371"
"Yes","2017","Employed","direct migration background","1846","0.53345280935787","0.516232285171596","0.550673333544143"
"Yes","2017","Employed","indirect migration background","707","0.570892760114999","0.543552954986804","0.598232565243194"
"No","2017","Not Employed","no migration background","5308","0.824634521733277","0.8155308562893","0.833738187177254"
"No","2017","Not Employed","direct migration background","872","0.709667792616918","0.686108432851234","0.733227152382602"
"No","2017","Not Employed","indirect migration background","189","0.423952427172859","0.378191288489914","0.469713565855803"
"No","2017","Employed","no migration background","7660","0.572803464435421","0.564454061925629","0.581152866945212"
"No","2017","Employed","direct migration background","1378","0.46654719064213","0.449326666455857","0.483767714828404"
"No","2017","Employed","indirect migration background","552","0.429107239885001","0.401767434756806","0.456447045013196"
"Yes","2018","Not Employed","no migration background","","","",""
"Yes","2018","Not Employed","direct migration background","","","",""
"Yes","2018","Not Employed","indirect migration background","","","",""
"Yes","2018","Employed","no migration background","","","",""
"Yes","2018","Employed","direct migration background","","","",""
"Yes","2018","Employed","indirect migration background","","","",""
"No","2018","Not Employed","no migration background","","","",""
"No","2018","Not Employed","direct migration background","","","",""
"No","2018","Not Employed","indirect migration background","","","",""
"No","2018","Employed","no migration background","","","",""
"No","2018","Employed","direct migration background","","","",""
"No","2018","Employed","indirect migration background","","","",""
"Yes","2019","Not Employed","no migration background","1199","0.15309510565891","0.144378252746816","0.161811958571004"
"Yes","2019","Not Employed","direct migration background","359","0.229749559124879","0.205167675918483","0.254331442331274"
"Yes","2019","Not Employed","indirect migration background","192","0.495284393117108","0.445663282978212","0.544905503256005"
"Yes","2019","Employed","no migration background","5178","0.380297612895042","0.372134802900844","0.38846042288924"
"Yes","2019","Employed","direct migration background","1354","0.46631321248474","0.447531052669647","0.485095372299834"
"Yes","2019","Employed","indirect migration background","633","0.513671378204317","0.486480806229059","0.540861950179574"
"No","2019","Not Employed","no migration background","5356","0.84690489434109","0.838188041428996","0.855621747253184"
"No","2019","Not Employed","direct migration background","766","0.770250440875122","0.745668557668726","0.794832324081517"
"No","2019","Not Employed","indirect migration background","198","0.504715606882892","0.455094496743995","0.554336717021788"
"No","2019","Employed","no migration background","8409","0.619702387104958","0.61153957711076","0.627865197099156"
"No","2019","Employed","direct migration background","1356","0.533686787515259","0.514904627700166","0.552468947330353"
"No","2019","Employed","indirect migration background","665","0.486328621795683","0.459138049820426","0.51351919377094"
