"ple0024","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2013","35-65 y.","1-pers.-HH","407","1","1","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","1026","1","1","1"
"Yes","2013","35-65 y.","Single parent ","245","1","1","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","1060","1","1","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","577","1","1","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","308","1","1","1"
"Yes","2013","66 and older","1-pers.-HH","161","1","1","1"
"Yes","2013","66 and older","(Married) couple without C. ","424","1","1","1"
"Yes","2013","66 and older","Single parent ","7","","",""
"Yes","2013","66 and older","Couple + C. LE 16 ","1","","",""
"Yes","2013","66 and older","Couple + C. GT 16 ","36","1","1","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2014","16-34 y.","1-pers.-HH","","","",""
"Yes","2014","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2014","16-34 y.","Single parent ","","","",""
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2014","35-65 y.","1-pers.-HH","","","",""
"Yes","2014","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2014","35-65 y.","Single parent ","","","",""
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2014","66 and older","1-pers.-HH","","","",""
"Yes","2014","66 and older","(Married) couple without C. ","","","",""
"Yes","2014","66 and older","Single parent ","","","",""
"Yes","2014","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2014","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2015","16-34 y.","1-pers.-HH","404","1","1","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","521","1","1","1"
"Yes","2015","16-34 y.","Single parent ","507","1","1","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","935","1","1","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","674","1","1","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","526","1","1","1"
"Yes","2015","35-65 y.","1-pers.-HH","427","1","1","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","1042","1","1","1"
"Yes","2015","35-65 y.","Single parent ","513","1","1","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","2459","1","1","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","668","1","1","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","640","1","1","1"
"Yes","2015","66 and older","1-pers.-HH","144","1","1","1"
"Yes","2015","66 and older","(Married) couple without C. ","398","1","1","1"
"Yes","2015","66 and older","Single parent ","9","","",""
"Yes","2015","66 and older","Couple + C. LE 16 ","1","","",""
"Yes","2015","66 and older","Couple + C. GT 16 ","46","1","1","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2016","16-34 y.","1-pers.-HH","","","",""
"Yes","2016","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2016","16-34 y.","Single parent ","","","",""
"Yes","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2016","35-65 y.","1-pers.-HH","","","",""
"Yes","2016","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2016","35-65 y.","Single parent ","","","",""
"Yes","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2016","66 and older","1-pers.-HH","","","",""
"Yes","2016","66 and older","(Married) couple without C. ","","","",""
"Yes","2016","66 and older","Single parent ","","","",""
"Yes","2016","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2016","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2017","16-34 y.","1-pers.-HH","502","1","1","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","653","1","1","1"
"Yes","2017","16-34 y.","Single parent ","497","1","1","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","863","1","1","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","776","1","1","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","504","1","1","1"
"Yes","2017","35-65 y.","1-pers.-HH","483","1","1","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","1066","1","1","1"
"Yes","2017","35-65 y.","Single parent ","478","1","1","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","2455","1","1","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","670","1","1","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","664","1","1","1"
"Yes","2017","66 and older","1-pers.-HH","154","1","1","1"
"Yes","2017","66 and older","(Married) couple without C. ","412","1","1","1"
"Yes","2017","66 and older","Single parent ","8","","",""
"Yes","2017","66 and older","Couple + C. LE 16 ","1","","",""
"Yes","2017","66 and older","Couple + C. GT 16 ","35","1","1","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","1","","",""
"Yes","2018","16-34 y.","1-pers.-HH","","","",""
"Yes","2018","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2018","16-34 y.","Single parent ","","","",""
"Yes","2018","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2018","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2018","35-65 y.","1-pers.-HH","","","",""
"Yes","2018","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2018","35-65 y.","Single parent ","","","",""
"Yes","2018","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2018","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2018","66 and older","1-pers.-HH","","","",""
"Yes","2018","66 and older","(Married) couple without C. ","","","",""
"Yes","2018","66 and older","Single parent ","","","",""
"Yes","2018","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2018","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2019","16-34 y.","1-pers.-HH","447","1","1","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","538","1","1","1"
"Yes","2019","16-34 y.","Single parent ","428","1","1","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","572","1","1","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","600","1","1","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","481","1","1","1"
"Yes","2019","35-65 y.","1-pers.-HH","455","1","1","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","1069","1","1","1"
"Yes","2019","35-65 y.","Single parent ","405","1","1","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","1969","1","1","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","564","1","1","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","590","1","1","1"
"Yes","2019","66 and older","1-pers.-HH","142","1","1","1"
"Yes","2019","66 and older","(Married) couple without C. ","375","1","1","1"
"Yes","2019","66 and older","Single parent ","11","","",""
"Yes","2019","66 and older","Couple + C. LE 16 ","4","","",""
"Yes","2019","66 and older","Couple + C. GT 16 ","28","","",""
"Yes","2019","66 and older","Couple + C. LE and GT 16","1","","",""
