"ple0024","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","5843","0.635330537597178","0.625599551997456","0.645061523196899","2"
"No","2017","no migration background","Female","7125","0.695373267617648","0.686688251602512","0.704058283632784","2"
"No","2017","direct migration background","Male","950","0.524645905239043","0.503158656862741","0.546133153615346","2"
"No","2017","direct migration background","Female","1300","0.567066649561213","0.547929068262738","0.586204230859688","2"
"No","2017","indirect migration background","Male","312","0.399305469742273","0.365045045933047","0.433565893551499","2"
"No","2017","indirect migration background","Female","429","0.458682579656264","0.426518972027403","0.490846187285125","2"
"Yes","2017","direct migration background","Male","1125","0.475354094760957","0.453866846384654","0.496841343137259","1"
"Yes","2017","direct migration background","Female","1275","0.432933350438787","0.413795769140312","0.452070931737262","1"
"Yes","2017","indirect migration background","Male","473","0.600694530257727","0.566434106448501","0.634954954066953","1"
"Yes","2017","no migration background","Male","3556","0.364669462402822","0.354938476803101","0.374400448002544","1"
"Yes","2017","no migration background","Female","3663","0.304626732382352","0.295941716367216","0.313311748397488","1"
"Yes","2017","indirect migration background","Female","493","0.541317420343736","0.509153812714875","0.573481027972597","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"No","2019","no migration background","Male","6370","0.669662998361912","0.660312780689484","0.67901321603434","2"
"No","2019","no migration background","Female","7389","0.736044210491066","0.72757862790357","0.744509793078563","2"
"No","2019","direct migration background","Male","899","0.56790061307645","0.544564552100446","0.591236674052453","2"
"No","2019","direct migration background","Female","1223","0.649229333275595","0.628838455367646","0.669620211183545","2"
"No","2019","indirect migration background","Male","371","0.434668325932062","0.400101046377757","0.469235605486366","2"
"No","2019","indirect migration background","Female","491","0.546518978766202","0.513940256182307","0.579097701350097","2"
"Yes","2019","direct migration background","Male","832","0.43209938692355","0.408763325947547","0.455435447899554","1"
"Yes","2019","direct migration background","Female","881","0.350770666724405","0.330379788816455","0.371161544632354","1"
"Yes","2019","no migration background","Male","3350","0.330337001638088","0.32098678396566","0.339687219310516","1"
"Yes","2019","indirect migration background","Male","419","0.565331674067938","0.530764394513634","0.599898953622243","1"
"Yes","2019","indirect migration background","Female","406","0.453481021233798","0.420902298649903","0.486059743817693","1"
"Yes","2019","no migration background","Female","3025","0.263955789508934","0.255490206921437","0.27242137209643","1"
