"ple0024","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","1-pers.-HH","indirect migration background","43","0.550525043702492","0.446593340506726","0.654456746898258"
"Yes","2011","(Married) couple without C. ","no migration background","1974","0.275283104616179","0.265031337478489","0.28553487175387"
"Yes","2011","(Married) couple without C. ","direct migration background","200","0.320824095380154","0.284715948441531","0.356932242318776"
"Yes","2011","(Married) couple without C. ","indirect migration background","74","0.643250320695488","0.561837261925059","0.724663379465917"
"Yes","2011","Single parent ","no migration background","453","0.475902035227607","0.44406026497858","0.507743805476634"
"Yes","2011","Single parent ","direct migration background","65","0.547328604213456","0.462091626528518","0.632565581898393"
"Yes","2011","Single parent ","indirect migration background","54","0.687314806653754","0.586975135579261","0.787654477728247"
"Yes","2011","Couple + C. LE 16 ","no migration background","1411","0.535152197854041","0.515593230506903","0.554711165201179"
"Yes","2011","Couple + C. LE 16 ","direct migration background","251","0.646066295629445","0.597341869548367","0.694790721710523"
"Yes","2011","Couple + C. LE 16 ","indirect migration background","129","0.591959008739453","0.522441341431344","0.661476676047561"
"Yes","2011","Couple + C. GT 16 ","no migration background","1285","0.48712721123819","0.468189344318671","0.506065078157709"
"Yes","2011","Couple + C. GT 16 ","direct migration background","155","0.518983921023708","0.463632003483836","0.574335838563581"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","117","0.754822690241443","0.689771378080132","0.819874002402754"
"Yes","2011","Couple + C. LE and GT 16","no migration background","511","0.578288559352594","0.54634327617668","0.610233842528509"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","117","0.507754643307614","0.439649378768447","0.575859907846781"
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","77","0.772510819948557","0.690346975979399","0.854674663917716"
"No","2011","1-pers.-HH","no migration background","2278","0.700411810203328","0.6845380415834","0.716285578823256"
"No","2011","1-pers.-HH","direct migration background","163","0.590163461440365","0.528706365605076","0.651620557275654"
"No","2011","1-pers.-HH","indirect migration background","45","0.449474956297508","0.345543253101742","0.553406659493274"
"No","2011","(Married) couple without C. ","no migration background","5318","0.724716895383821","0.71446512824613","0.734968662521511"
"No","2011","(Married) couple without C. ","direct migration background","442","0.679175904619846","0.643067757681224","0.715284051558469"
"No","2011","(Married) couple without C. ","indirect migration background","59","0.356749679304512","0.275336620534083","0.438162738074941"
"No","2011","Single parent ","no migration background","492","0.524097964772393","0.492256194523366","0.55593973502142"
"No","2011","Single parent ","direct migration background","66","0.452671395786544","0.367434418101607","0.537908373471482"
"No","2011","Single parent ","indirect migration background","28","","",""
"No","2011","Couple + C. LE 16 ","no migration background","1087","0.464847802145959","0.445288834798821","0.484406769493097"
"No","2011","Couple + C. LE 16 ","direct migration background","119","0.353933704370555","0.305209278289477","0.402658130451634"
"No","2011","Couple + C. LE 16 ","indirect migration background","63","0.408040991260548","0.338523323952439","0.477558658568656"
"No","2011","Couple + C. GT 16 ","no migration background","1391","0.51287278876181","0.493934921842291","0.531810655681329"
"No","2011","Couple + C. GT 16 ","direct migration background","158","0.481016078976292","0.425664161436419","0.536367996516164"
"No","2011","Couple + C. GT 16 ","indirect migration background","51","0.245177309758557","0.180125997597246","0.310228621919868"
"No","2011","Couple + C. LE and GT 16","no migration background","407","0.421711440647406","0.389766157471491","0.45365672382332"
"No","2011","Couple + C. LE and GT 16","direct migration background","90","0.492245356692386","0.424140092153219","0.560350621231553"
"No","2011","Couple + C. LE and GT 16","indirect migration background","23","","",""
"Yes","2012","1-pers.-HH","no migration background","","","",""
"Yes","2012","1-pers.-HH","direct migration background","","","",""
"Yes","2012","1-pers.-HH","indirect migration background","","","",""
"Yes","2012","(Married) couple without C. ","no migration background","","","",""
"Yes","2012","(Married) couple without C. ","direct migration background","","","",""
"Yes","2012","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2012","Single parent ","no migration background","","","",""
"Yes","2012","Single parent ","direct migration background","","","",""
"Yes","2012","Single parent ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2012","1-pers.-HH","no migration background","","","",""
"No","2012","1-pers.-HH","direct migration background","","","",""
"No","2012","1-pers.-HH","indirect migration background","","","",""
"No","2012","(Married) couple without C. ","no migration background","","","",""
"No","2012","(Married) couple without C. ","direct migration background","","","",""
"No","2012","(Married) couple without C. ","indirect migration background","","","",""
"No","2012","Single parent ","no migration background","","","",""
"No","2012","Single parent ","direct migration background","","","",""
"No","2012","Single parent ","indirect migration background","","","",""
"No","2012","Couple + C. LE 16 ","no migration background","","","",""
"No","2012","Couple + C. LE 16 ","direct migration background","","","",""
"No","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2012","Couple + C. GT 16 ","no migration background","","","",""
"No","2012","Couple + C. GT 16 ","direct migration background","","","",""
"No","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2012","Couple + C. LE and GT 16","no migration background","","","",""
"No","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2013","1-pers.-HH","no migration background","840","0.264461738080557","0.249032783815587","0.279890692345528"
"Yes","2013","1-pers.-HH","direct migration background","59","0.328621721410891","0.266972522765746","0.390270920056036"
"Yes","2013","1-pers.-HH","indirect migration background","44","0.50555911001297","0.399891465745855","0.611226754280084"
"Yes","2013","(Married) couple without C. ","no migration background","1677","0.256229343966323","0.245942272319859","0.266516415612786"
"Yes","2013","(Married) couple without C. ","direct migration background","153","0.300173513036521","0.262280311034763","0.33806671503828"
"Yes","2013","(Married) couple without C. ","indirect migration background","53","0.500378164591236","0.408994398750478","0.591761930431994"
"Yes","2013","Single parent ","no migration background","415","0.482496879207556","0.450172477793548","0.514821280621563"
"Yes","2013","Single parent ","direct migration background","46","0.49713075108034","0.400099672573093","0.594161829587587"
"Yes","2013","Single parent ","indirect migration background","47","0.469944919656157","0.365667389758981","0.574222449553332"
"Yes","2013","Couple + C. LE 16 ","no migration background","1169","0.507930495515259","0.487096579975398","0.528764411055121"
"Yes","2013","Couple + C. LE 16 ","direct migration background","216","0.608682615527073","0.556575964573878","0.660789266480268"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","114","0.585381219801909","0.513609611043923","0.657152828559895"
"Yes","2013","Couple + C. GT 16 ","no migration background","1027","0.482735061263923","0.462027638914383","0.503442483613463"
"Yes","2013","Couple + C. GT 16 ","direct migration background","94","0.375740305060809","0.314721043482093","0.436759566639525"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","94","0.682183452365858","0.6039274821877","0.760439422544016"
"Yes","2013","Couple + C. LE and GT 16","no migration background","386","0.571795100881751","0.535112887398643","0.60847731436486"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","83","0.576337077786453","0.497259934765777","0.655414220807129"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","55","0.636398349835781","0.535318192344174","0.737478507327388"
"No","2013","1-pers.-HH","no migration background","2299","0.735538261919443","0.720109307654473","0.750967216184413"
"No","2013","1-pers.-HH","direct migration background","164","0.671378278589109","0.609729079943964","0.733027477234254"
"No","2013","1-pers.-HH","indirect migration background","42","0.49444088998703","0.388773245719916","0.600108534254145"
"No","2013","(Married) couple without C. ","no migration background","5241","0.743770656033677","0.733483584387213","0.754057727680141"
"No","2013","(Married) couple without C. ","direct migration background","409","0.699826486963479","0.66193328496172","0.737719688965237"
"No","2013","(Married) couple without C. ","indirect migration background","62","0.499621835408764","0.408238069568006","0.591005601249522"
"No","2013","Single parent ","no migration background","503","0.517503120792444","0.485178719378437","0.549827522206452"
"No","2013","Single parent ","direct migration background","56","0.50286924891966","0.405838170412413","0.599900327426907"
"No","2013","Single parent ","indirect migration background","41","0.530055080343844","0.425777550446668","0.634332610241019"
"No","2013","Couple + C. LE 16 ","no migration background","1043","0.492069504484741","0.471235588944879","0.512903420024602"
"No","2013","Couple + C. LE 16 ","direct migration background","121","0.391317384472927","0.339210733519732","0.443424035426122"
"No","2013","Couple + C. LE 16 ","indirect migration background","67","0.414618780198091","0.342847171440105","0.486390388956077"
"No","2013","Couple + C. GT 16 ","no migration background","1210","0.517264938736077","0.496557516386537","0.537972361085617"
"No","2013","Couple + C. GT 16 ","direct migration background","148","0.624259694939191","0.563240433360474","0.685278956517907"
"No","2013","Couple + C. GT 16 ","indirect migration background","42","0.317816547634142","0.239560577455984","0.3960725178123"
"No","2013","Couple + C. LE and GT 16","no migration background","313","0.428204899118249","0.391522685635141","0.464887112601357"
"No","2013","Couple + C. LE and GT 16","direct migration background","67","0.423662922213547","0.344585779192871","0.502740065234223"
"No","2013","Couple + C. LE and GT 16","indirect migration background","32","0.363601650164219","0.262521492672612","0.464681807655826"
"Yes","2014","1-pers.-HH","no migration background","","","",""
"Yes","2014","1-pers.-HH","direct migration background","","","",""
"Yes","2014","1-pers.-HH","indirect migration background","","","",""
"Yes","2014","(Married) couple without C. ","no migration background","","","",""
"Yes","2014","(Married) couple without C. ","direct migration background","","","",""
"Yes","2014","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2014","Single parent ","no migration background","","","",""
"Yes","2014","Single parent ","direct migration background","","","",""
"Yes","2014","Single parent ","indirect migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2014","1-pers.-HH","no migration background","","","",""
"No","2014","1-pers.-HH","direct migration background","","","",""
"No","2014","1-pers.-HH","indirect migration background","","","",""
"No","2014","(Married) couple without C. ","no migration background","","","",""
"No","2014","(Married) couple without C. ","direct migration background","","","",""
"No","2014","(Married) couple without C. ","indirect migration background","","","",""
"No","2014","Single parent ","no migration background","","","",""
"No","2014","Single parent ","direct migration background","","","",""
"No","2014","Single parent ","indirect migration background","","","",""
"No","2014","Couple + C. LE 16 ","no migration background","","","",""
"No","2014","Couple + C. LE 16 ","direct migration background","","","",""
"No","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2014","Couple + C. GT 16 ","no migration background","","","",""
"No","2014","Couple + C. GT 16 ","direct migration background","","","",""
"No","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2014","Couple + C. LE and GT 16","no migration background","","","",""
"No","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2015","1-pers.-HH","no migration background","777","0.256784654397124","0.241086576734235","0.272482732060012"
"Yes","2015","1-pers.-HH","direct migration background","120","0.30514968357764","0.25758343157247","0.352715935582809"
"Yes","2015","1-pers.-HH","indirect migration background","78","0.509388821910469","0.431191534230978","0.587586109589959"
"Yes","2015","(Married) couple without C. ","no migration background","1572","0.258706802896837","0.247963579649564","0.269450026144111"
"Yes","2015","(Married) couple without C. ","direct migration background","290","0.315374501505906","0.284760769271885","0.345988233739927"
"Yes","2015","(Married) couple without C. ","indirect migration background","99","0.509710169397877","0.437867954891312","0.581552383904442"
"Yes","2015","Single parent ","no migration background","751","0.444012460611417","0.420950165364922","0.467074755857912"
"Yes","2015","Single parent ","direct migration background","148","0.5326374530897","0.476178831947274","0.589096074232126"
"Yes","2015","Single parent ","indirect migration background","130","0.597599809968818","0.533666353381458","0.661533266556178"
"Yes","2015","Couple + C. LE 16 ","no migration background","2111","0.53429997952629","0.518862817328069","0.549737141724512"
"Yes","2015","Couple + C. LE 16 ","direct migration background","1007","0.660614505508691","0.636747777357315","0.684481233660068"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","277","0.588263841516185","0.544732412266655","0.631795270765716"
"Yes","2015","Couple + C. GT 16 ","no migration background","1015","0.511134017990422","0.489989666451255","0.532278369529589"
"Yes","2015","Couple + C. GT 16 ","direct migration background","227","0.469410343123414","0.425666311575752","0.513154374671075"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","146","0.68806499193131","0.627259549984419","0.7488704338782"
"Yes","2015","Couple + C. LE and GT 16","no migration background","715","0.529242207968514","0.50289758710372","0.555586828833308"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","296","0.567626955010825","0.525087684274794","0.610166225746857"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","155","0.714565570478804","0.656072479454988","0.77305866150262"
"No","2015","1-pers.-HH","no migration background","2198","0.743215345602876","0.727517267939988","0.758913423265765"
"No","2015","1-pers.-HH","direct migration background","240","0.69485031642236","0.647284064417191","0.74241656842753"
"No","2015","1-pers.-HH","indirect migration background","79","0.490611178089531","0.412413890410041","0.568808465769022"
"No","2015","(Married) couple without C. ","no migration background","4811","0.741293197103163","0.730549973855889","0.752036420350436"
"No","2015","(Married) couple without C. ","direct migration background","595","0.684625498494094","0.654011766260073","0.715239230728115"
"No","2015","(Married) couple without C. ","indirect migration background","87","0.490289830602123","0.418447616095558","0.562132045108687"
"No","2015","Single parent ","no migration background","1032","0.555987539388583","0.532925244142089","0.579049834635078"
"No","2015","Single parent ","direct migration background","152","0.4673625469103","0.410903925767874","0.523821168052726"
"No","2015","Single parent ","indirect migration background","96","0.402400190031182","0.338466733443822","0.466333646618542"
"No","2015","Couple + C. LE 16 ","no migration background","1900","0.46570002047371","0.450262858275488","0.481137182671931"
"No","2015","Couple + C. LE 16 ","direct migration background","505","0.339385494491309","0.315518766339932","0.363252222642685"
"No","2015","Couple + C. LE 16 ","indirect migration background","214","0.411736158483815","0.368204729234284","0.455267587733345"
"No","2015","Couple + C. GT 16 ","no migration background","1132","0.488865982009578","0.467721630470411","0.510010333548744"
"No","2015","Couple + C. GT 16 ","direct migration background","273","0.530589656876586","0.486845625328925","0.574333688424248"
"No","2015","Couple + C. GT 16 ","indirect migration background","77","0.31193500806869","0.2511295661218","0.372740450015581"
"No","2015","Couple + C. LE and GT 16","no migration background","664","0.470757792031486","0.444413171166692","0.49710241289628"
"No","2015","Couple + C. LE and GT 16","direct migration background","225","0.432373044989174","0.389833774253143","0.474912315725206"
"No","2015","Couple + C. LE and GT 16","indirect migration background","74","0.285434429521196","0.22694133849738","0.343927520545012"
"Yes","2016","1-pers.-HH","no migration background","","","",""
"Yes","2016","1-pers.-HH","direct migration background","","","",""
"Yes","2016","1-pers.-HH","indirect migration background","","","",""
"Yes","2016","(Married) couple without C. ","no migration background","","","",""
"Yes","2016","(Married) couple without C. ","direct migration background","","","",""
"Yes","2016","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2016","Single parent ","no migration background","","","",""
"Yes","2016","Single parent ","direct migration background","","","",""
"Yes","2016","Single parent ","indirect migration background","","","",""
"Yes","2016","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2016","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2016","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2016","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2016","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2016","1-pers.-HH","no migration background","","","",""
"No","2016","1-pers.-HH","direct migration background","","","",""
"No","2016","1-pers.-HH","indirect migration background","","","",""
"No","2016","(Married) couple without C. ","no migration background","","","",""
"No","2016","(Married) couple without C. ","direct migration background","","","",""
"No","2016","(Married) couple without C. ","indirect migration background","","","",""
"No","2016","Single parent ","no migration background","","","",""
"No","2016","Single parent ","direct migration background","","","",""
"No","2016","Single parent ","indirect migration background","","","",""
"No","2016","Couple + C. LE 16 ","no migration background","","","",""
"No","2016","Couple + C. LE 16 ","direct migration background","","","",""
"No","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2016","Couple + C. GT 16 ","no migration background","","","",""
"No","2016","Couple + C. GT 16 ","direct migration background","","","",""
"No","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2016","Couple + C. LE and GT 16","no migration background","","","",""
"No","2016","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2017","1-pers.-HH","no migration background","868","0.262117250636189","0.247080437868656","0.277154063403722"
"Yes","2017","1-pers.-HH","direct migration background","189","0.38651773720425","0.342353028500506","0.430682445907994"
"Yes","2017","1-pers.-HH","indirect migration background","82","0.448145419808528","0.375495749923035","0.520795089694021"
"Yes","2017","(Married) couple without C. ","no migration background","1670","0.248975310484936","0.238822924818217","0.259127696151655"
"Yes","2017","(Married) couple without C. ","direct migration background","350","0.339147509395366","0.309878256188498","0.368416762602234"
"Yes","2017","(Married) couple without C. ","indirect migration background","111","0.492441125237013","0.428657021121513","0.556225229352513"
"Yes","2017","Single parent ","no migration background","729","0.425787897667692","0.402454049440711","0.449121745894673"
"Yes","2017","Single parent ","direct migration background","134","0.446766810252194","0.388325457837163","0.505208162667224"
"Yes","2017","Single parent ","indirect migration background","120","0.526743808656169","0.461065875741148","0.59242174157119"
"Yes","2017","Couple + C. LE 16 ","no migration background","1968","0.516293696219564","0.500500037983647","0.532087354455482"
"Yes","2017","Couple + C. LE 16 ","direct migration background","1071","0.710331641545739","0.688049462032429","0.732613821059049"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","280","0.637939724884925","0.594945736553157","0.680933713216694"
"Yes","2017","Couple + C. GT 16 ","no migration background","1089","0.458572787613028","0.438926255702114","0.478219319523941"
"Yes","2017","Couple + C. GT 16 ","direct migration background","237","0.371796503872243","0.330690651723433","0.412902356021052"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","155","0.67570440286403","0.61648127092454","0.734927534803519"
"Yes","2017","Couple + C. LE and GT 16","no migration background","741","0.527430460105481","0.502106381465024","0.552754538745937"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","281","0.498639261025739","0.45459250918118","0.542686012870299"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","147","0.660081988713624","0.599902895093228","0.720261082334019"
"No","2017","1-pers.-HH","no migration background","2418","0.737882749363811","0.722845936596278","0.752919562131344"
"No","2017","1-pers.-HH","direct migration background","278","0.61348226279575","0.569317554092006","0.657646971499494"
"No","2017","1-pers.-HH","indirect migration background","98","0.551854580191472","0.47920491030598","0.624504250076965"
"No","2017","(Married) couple without C. ","no migration background","5299","0.751024689515064","0.740872303848345","0.761177075181783"
"No","2017","(Married) couple without C. ","direct migration background","655","0.660852490604634","0.631583237397766","0.690121743811503"
"No","2017","(Married) couple without C. ","indirect migration background","125","0.507558874762987","0.443774770647487","0.571342978878487"
"No","2017","Single parent ","no migration background","996","0.574212102332308","0.550878254105327","0.597545950559289"
"No","2017","Single parent ","direct migration background","144","0.553233189747806","0.494791837332776","0.611674542162837"
"No","2017","Single parent ","indirect migration background","102","0.473256191343831","0.40757825842881","0.538934124258852"
"No","2017","Couple + C. LE 16 ","no migration background","1878","0.483706303780436","0.467912645544518","0.499499962016353"
"No","2017","Couple + C. LE 16 ","direct migration background","521","0.289668358454261","0.267386178940951","0.311950537967571"
"No","2017","Couple + C. LE 16 ","indirect migration background","200","0.362060275115075","0.319066286783307","0.405054263446843"
"No","2017","Couple + C. GT 16 ","no migration background","1382","0.541427212386972","0.521780680476059","0.561073744297886"
"No","2017","Couple + C. GT 16 ","direct migration background","294","0.628203496127757","0.587097643978948","0.669309348276567"
"No","2017","Couple + C. GT 16 ","indirect migration background","85","0.32429559713597","0.265072465196481","0.383518729075459"
"No","2017","Couple + C. LE and GT 16","no migration background","752","0.472569539894519","0.447245461254063","0.497893618534976"
"No","2017","Couple + C. LE and GT 16","direct migration background","214","0.501360738974261","0.457313987129701","0.54540749081882"
"No","2017","Couple + C. LE and GT 16","indirect migration background","91","0.339918011286376","0.279738917665981","0.400097104906772"
"Yes","2018","1-pers.-HH","no migration background","","","",""
"Yes","2018","1-pers.-HH","direct migration background","","","",""
"Yes","2018","1-pers.-HH","indirect migration background","","","",""
"Yes","2018","(Married) couple without C. ","no migration background","","","",""
"Yes","2018","(Married) couple without C. ","direct migration background","","","",""
"Yes","2018","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2018","Single parent ","no migration background","","","",""
"Yes","2018","Single parent ","direct migration background","","","",""
"Yes","2018","Single parent ","indirect migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2018","1-pers.-HH","no migration background","","","",""
"No","2018","1-pers.-HH","direct migration background","","","",""
"No","2018","1-pers.-HH","indirect migration background","","","",""
