"ple0024","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Other degree","higher vocational","","","",""
"Yes","2010","Other degree","higher education","","","",""
"Yes","2010","no degree/no degree yet","in school","","","",""
"Yes","2010","no degree/no degree yet","inadequately","","","",""
"Yes","2010","no degree/no degree yet","general elemantary","","","",""
"Yes","2010","no degree/no degree yet","middle vocational","","","",""
"Yes","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2010","no degree/no degree yet","higher vocational","","","",""
"Yes","2010","no degree/no degree yet","higher education","","","",""
"Yes","2011","lower secondary degree","in school","","","",""
"Yes","2011","lower secondary degree","inadequately","","","",""
"Yes","2011","lower secondary degree","general elemantary","360","1","1","1"
"Yes","2011","lower secondary degree","middle vocational","1330","1","1","1"
"Yes","2011","lower secondary degree","vocational + Abi","4","","",""
"Yes","2011","lower secondary degree","higher vocational","110","1","1","1"
"Yes","2011","lower secondary degree","higher education","23","","",""
"Yes","2011","secondary school degree","in school","","","",""
"Yes","2011","secondary school degree","inadequately","","","",""
"Yes","2011","secondary school degree","general elemantary","296","1","1","1"
"Yes","2011","secondary school degree","middle vocational","1750","1","1","1"
"Yes","2011","secondary school degree","vocational + Abi","5","","",""
"Yes","2011","secondary school degree","higher vocational","236","1","1","1"
"Yes","2011","secondary school degree","higher education","185","1","1","1"
"Yes","2011","college entrance qualification","in school","","","",""
"Yes","2011","college entrance qualification","inadequately","","","",""
"Yes","2011","college entrance qualification","general elemantary","","","",""
"Yes","2011","college entrance qualification","middle vocational","511","1","1","1"
"Yes","2011","college entrance qualification","vocational + Abi","497","1","1","1"
"Yes","2011","college entrance qualification","higher vocational","130","1","1","1"
"Yes","2011","college entrance qualification","higher education","1522","1","1","1"
"Yes","2011","Other degree","in school","","","",""
"Yes","2011","Other degree","inadequately","18","","",""
"Yes","2011","Other degree","general elemantary","104","1","1","1"
"Yes","2011","Other degree","middle vocational","156","1","1","1"
"Yes","2011","Other degree","vocational + Abi","62","1","1","1"
"Yes","2011","Other degree","higher vocational","7","","",""
"Yes","2011","Other degree","higher education","121","1","1","1"
"Yes","2011","no degree/no degree yet","in school","243","1","1","1"
"Yes","2011","no degree/no degree yet","inadequately","59","1","1","1"
"Yes","2011","no degree/no degree yet","general elemantary","","","",""
"Yes","2011","no degree/no degree yet","middle vocational","11","","",""
"Yes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2011","no degree/no degree yet","higher vocational","1","","",""
"Yes","2011","no degree/no degree yet","higher education","3","","",""
"Yes","2012","lower secondary degree","in school","","","",""
"Yes","2012","lower secondary degree","inadequately","","","",""
"Yes","2012","lower secondary degree","general elemantary","","","",""
"Yes","2012","lower secondary degree","middle vocational","","","",""
"Yes","2012","lower secondary degree","vocational + Abi","","","",""
"Yes","2012","lower secondary degree","higher vocational","","","",""
"Yes","2012","lower secondary degree","higher education","","","",""
"Yes","2012","secondary school degree","in school","","","",""
"Yes","2012","secondary school degree","inadequately","","","",""
"Yes","2012","secondary school degree","general elemantary","","","",""
"Yes","2012","secondary school degree","middle vocational","","","",""
"Yes","2012","secondary school degree","vocational + Abi","","","",""
"Yes","2012","secondary school degree","higher vocational","","","",""
"Yes","2012","secondary school degree","higher education","","","",""
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","","","",""
"Yes","2012","college entrance qualification","vocational + Abi","","","",""
"Yes","2012","college entrance qualification","higher vocational","","","",""
"Yes","2012","college entrance qualification","higher education","","","",""
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","","","",""
"Yes","2012","Other degree","general elemantary","","","",""
"Yes","2012","Other degree","middle vocational","","","",""
"Yes","2012","Other degree","vocational + Abi","","","",""
"Yes","2012","Other degree","higher vocational","","","",""
"Yes","2012","Other degree","higher education","","","",""
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","284","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","1003","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","2","","",""
"Yes","2013","lower secondary degree","higher vocational","84","1","1","1"
"Yes","2013","lower secondary degree","higher education","21","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","218","1","1","1"
"Yes","2013","secondary school degree","middle vocational","1465","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","5","","",""
"Yes","2013","secondary school degree","higher vocational","204","1","1","1"
"Yes","2013","secondary school degree","higher education","147","1","1","1"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","428","1","1","1"
"Yes","2013","college entrance qualification","vocational + Abi","430","1","1","1"
"Yes","2013","college entrance qualification","higher vocational","113","1","1","1"
"Yes","2013","college entrance qualification","higher education","1374","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","14","","",""
"Yes","2013","Other degree","general elemantary","64","1","1","1"
"Yes","2013","Other degree","middle vocational","128","1","1","1"
"Yes","2013","Other degree","vocational + Abi","43","1","1","1"
"Yes","2013","Other degree","higher vocational","6","","",""
"Yes","2013","Other degree","higher education","97","1","1","1"
"Yes","2013","no degree/no degree yet","in school","196","1","1","1"
"Yes","2013","no degree/no degree yet","inadequately","46","1","1","1"
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","15","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","1","","",""
"Yes","2013","no degree/no degree yet","higher education","","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","491","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","1198","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","3","","",""
"Yes","2015","lower secondary degree","higher vocational","96","1","1","1"
"Yes","2015","lower secondary degree","higher education","19","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","377","1","1","1"
"Yes","2015","secondary school degree","middle vocational","1934","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","3","","",""
"Yes","2015","secondary school degree","higher vocational","227","1","1","1"
"Yes","2015","secondary school degree","higher education","167","1","1","1"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","627","1","1","1"
"Yes","2015","college entrance qualification","vocational + Abi","685","1","1","1"
"Yes","2015","college entrance qualification","higher vocational","165","1","1","1"
"Yes","2015","college entrance qualification","higher education","1885","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","27","","",""
"Yes","2015","Other degree","general elemantary","215","1","1","1"
"Yes","2015","Other degree","middle vocational","432","1","1","1"
"Yes","2015","Other degree","vocational + Abi","245","1","1","1"
"Yes","2015","Other degree","higher vocational","13","","",""
"Yes","2015","Other degree","higher education","391","1","1","1"
"Yes","2015","no degree/no degree yet","in school","259","1","1","1"
"Yes","2015","no degree/no degree yet","inadequately","133","1","1","1"
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","41","1","1","1"
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","1","","",""
"Yes","2015","no degree/no degree yet","higher education","2","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","466","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","1050","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","1","","",""
"Yes","2017","lower secondary degree","higher vocational","82","1","1","1"
"Yes","2017","lower secondary degree","higher education","25","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","379","1","1","1"
"Yes","2017","secondary school degree","middle vocational","1958","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","4","","",""
"Yes","2017","secondary school degree","higher vocational","208","1","1","1"
"Yes","2017","secondary school degree","higher education","178","1","1","1"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","726","1","1","1"
"Yes","2017","college entrance qualification","vocational + Abi","779","1","1","1"
"Yes","2017","college entrance qualification","higher vocational","162","1","1","1"
"Yes","2017","college entrance qualification","higher education","1967","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","28","","",""
"Yes","2017","Other degree","general elemantary","249","1","1","1"
"Yes","2017","Other degree","middle vocational","460","1","1","1"
"Yes","2017","Other degree","vocational + Abi","250","1","1","1"
"Yes","2017","Other degree","higher vocational","14","","",""
"Yes","2017","Other degree","higher education","539","1","1","1"
"Yes","2017","no degree/no degree yet","in school","281","1","1","1"
"Yes","2017","no degree/no degree yet","inadequately","146","1","1","1"
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","42","1","1","1"
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","2","","",""
"Yes","2017","no degree/no degree yet","higher education","2","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","358","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","749","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","73","1","1","1"
"Yes","2019","lower secondary degree","higher education","18","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","351","1","1","1"
"Yes","2019","secondary school degree","middle vocational","1543","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","1","","",""
"Yes","2019","secondary school degree","higher vocational","208","1","1","1"
"Yes","2019","secondary school degree","higher education","158","1","1","1"
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","673","1","1","1"
"Yes","2019","college entrance qualification","vocational + Abi","694","1","1","1"
"Yes","2019","college entrance qualification","higher vocational","154","1","1","1"
"Yes","2019","college entrance qualification","higher education","1872","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","16","","",""
"Yes","2019","Other degree","general elemantary","171","1","1","1"
"Yes","2019","Other degree","middle vocational","295","1","1","1"
"Yes","2019","Other degree","vocational + Abi","173","1","1","1"
"Yes","2019","Other degree","higher vocational","9","","",""
"Yes","2019","Other degree","higher education","402","1","1","1"
"Yes","2019","no degree/no degree yet","in school","233","1","1","1"
"Yes","2019","no degree/no degree yet","inadequately","112","1","1","1"
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","35","1","1","1"
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","3","","",""
"Yes","2019","no degree/no degree yet","higher education","2","","",""
