"ple0024","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2017","16-34 y.","no degree/no degree yet","347","1","1","1"
"Yes","2017","35-65 y.","lower secondary degree","885","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","1697","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","2067","1","1","1"
"Yes","2017","35-65 y.","Other degree","1084","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","120","1","1","1"
"Yes","2017","66 and older","lower secondary degree","244","1","1","1"
"Yes","2017","66 and older","secondary school degree","158","1","1","1"
"Yes","2017","66 and older","college entrance qualification","165","1","1","1"
"Yes","2017","66 and older","Other degree","39","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","6","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","347","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","655","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","1233","1","1","1"
"Yes","2019","16-34 y.","Other degree","235","1","1","1"
"Yes","2019","16-34 y.","no degree/no degree yet","279","1","1","1"
"Yes","2019","35-65 y.","lower secondary degree","653","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","1453","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","2001","1","1","1"
"Yes","2019","35-65 y.","Other degree","797","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","95","1","1","1"
"Yes","2019","66 and older","lower secondary degree","198","1","1","1"
"Yes","2019","66 and older","secondary school degree","153","1","1","1"
"Yes","2019","66 and older","college entrance qualification","159","1","1","1"
"Yes","2019","66 and older","Other degree","34","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","11","","",""
