"ple0024","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","general elemantary","760","0.329490258435714","0.309700409876592","0.349280106994835","1"
"Yes","2011","middle vocational","3860","0.356705888216523","0.347513146765206","0.36589862966784","1"
"Yes","2011","in school","243","0.7801301677271","0.73410087991936","0.82615945553484","1"
"Yes","2011","inadequately","77","0.307354560943278","0.247725290821607","0.366983831064949","1"
"Yes","2011","higher education","1887","0.428924564685766","0.414534387911699","0.443314741459832","1"
"Yes","2011","vocational + Abi","568","0.445870153931135","0.417652562848054","0.474087745014217","1"
"Yes","2011","higher vocational","498","0.312022982648278","0.2880092136018","0.336036751694755","1"
"No","2012","vocational + Abi","","","","","2"
"No","2012","higher education","","","","","2"
"No","2012","higher vocational","","","","","2"
"No","2012","general elemantary","","","","","2"
"No","2012","middle vocational","","","","","2"
"No","2012","in school","","","","","2"
"No","2012","inadequately","","","","","2"
"Yes","2012","higher vocational","","","","","1"
"Yes","2012","higher education","","","","","1"
"Yes","2012","inadequately","","","","","1"
"Yes","2012","in school","","","","","1"
"Yes","2012","general elemantary","","","","","1"
"Yes","2012","middle vocational","","","","","1"
"Yes","2012","vocational + Abi","","","","","1"
"No","2013","vocational + Abi","611","0.608850083591161","0.579892486469461","0.63780768071286","2"
"No","2013","higher education","2742","0.612130414907244","0.597776903055365","0.626483926759123","2"
"No","2013","higher vocational","900","0.683299571153999","0.658204350119883","0.708394792188116","2"
"No","2013","general elemantary","1287","0.718462789189045","0.697985124696439","0.738940453681651","2"
"No","2013","middle vocational","6256","0.678625736143327","0.669178989654454","0.6880724826322","2"
"No","2013","in school","63","0.256633056938654","0.203439855423238","0.309826258454069","2"
"No","2013","inadequately","134","0.727170833230243","0.66449345094485","0.789848215515636","2"
"Yes","2013","higher vocational","420","0.316700428846001","0.291605207811884","0.341795649880117","1"
"Yes","2013","higher education","1685","0.387869585092756","0.373516073240877","0.402223096944635","1"
"Yes","2013","middle vocational","3132","0.321374263856673","0.3119275173678","0.330821010345546","1"
"Yes","2013","in school","196","0.743366943061346","0.690173741545931","0.796560144576762","1"
"Yes","2013","inadequately","60","0.272829166769757","0.210151784484364","0.33550654905515","1"
"Yes","2013","general elemantary","566","0.281537210810955","0.261059546318349","0.302014875303561","1"
"Yes","2013","vocational + Abi","480","0.391149916408839","0.36219231928714","0.420107513530539","1"
"No","2014","general elemantary","","","","","2"
"No","2014","higher education","","","","","2"
"No","2014","middle vocational","","","","","2"
"No","2014","vocational + Abi","","","","","2"
"No","2014","higher vocational","","","","","2"
"No","2014","in school","","","","","2"
"No","2014","inadequately","","","","","2"
"Yes","2014","higher vocational","","","","","1"
"Yes","2014","higher education","","","","","1"
"Yes","2014","inadequately","","","","","1"
"Yes","2014","general elemantary","","","","","1"
"Yes","2014","middle vocational","","","","","1"
"Yes","2014","in school","","","","","1"
"Yes","2014","vocational + Abi","","","","","1"
"No","2015","general elemantary","1578","0.649487804149171","0.631359268674394","0.667616339623947","2"
"No","2015","vocational + Abi","1009","0.53631433541783","0.51415229076042","0.55847638007524","2"
"No","2015","higher vocational","990","0.660544216440212","0.636692056829181","0.684396376051244","2"
"No","2015","higher education","3293","0.583923538106975","0.571266636154714","0.596580440059235","2"
"No","2015","middle vocational","7290","0.669594123681958","0.661039776380947","0.678148470982968","2"
"No","2015","in school","90","0.251841821100579","0.206301507480937","0.297382134720221","2"
"No","2015","inadequately","249","0.68247031522951","0.637355364630665","0.727585265828354","2"
"Yes","2015","higher vocational","524","0.339455783559788","0.315603623948756","0.363307943170819","1"
"Yes","2015","higher education","2533","0.416076461893025","0.403419559940765","0.428733363845286","1"
"Yes","2015","middle vocational","4324","0.330405876318042","0.321851529017032","0.338960223619053","1"
"Yes","2015","vocational + Abi","936","0.46368566458217","0.44152361992476","0.48584770923958","1"
"Yes","2015","inadequately","160","0.31752968477049","0.272414734171646","0.362644635369335","1"
"Yes","2015","in school","259","0.748158178899421","0.702617865279779","0.793698492519063","1"
"Yes","2015","general elemantary","1083","0.350512195850829","0.332383660376053","0.368640731325606","1"
"No","2016","general elemantary","","","","","2"
"No","2016","middle vocational","","","","","2"
"No","2016","vocational + Abi","","","","","2"
"No","2016","higher education","","","","","2"
"No","2016","higher vocational","","","","","2"
"No","2016","in school","","","","","2"
"No","2016","inadequately","","","","","2"
"Yes","2016","higher vocational","","","","","1"
"Yes","2016","higher education","","","","","1"
"Yes","2016","middle vocational","","","","","1"
"Yes","2016","vocational + Abi","","","","","1"
"Yes","2016","inadequately","","","","","1"
"Yes","2016","in school","","","","","1"
"Yes","2016","general elemantary","","","","","1"
"No","2017","inadequately","281","0.674596674056671","0.631546443239723","0.71764690487362","2"
"No","2017","general elemantary","1652","0.645094241568568","0.627197831181014","0.662990651956121","2"
"No","2017","in school","127","0.361051504975776","0.314446182744672","0.407656827206879","2"
"No","2017","higher vocational","1047","0.682118772753735","0.658793703751075","0.705443841756396","2"
"No","2017","higher education","3725","0.576083350737009","0.564081714738078","0.588084986735939","2"
"No","2017","middle vocational","7698","0.678595588253831","0.670259546267451","0.686931630240212","2"
"No","2017","vocational + Abi","1179","0.570640146369401","0.550017268855012","0.591263023883791","2"
"Yes","2017","higher education","2788","0.423916649262991","0.411915013264061","0.435918285261922","1"
"Yes","2017","higher vocational","484","0.317881227246265","0.294556158243604","0.341206296248925","1"
"Yes","2017","middle vocational","4359","0.321404411746169","0.313068369759788","0.329740453732549","1"
"Yes","2017","vocational + Abi","1034","0.429359853630599","0.408736976116209","0.449982731144989","1"
"Yes","2017","inadequately","174","0.325403325943329","0.28235309512638","0.368453556760277","1"
"Yes","2017","general elemantary","1094","0.354905758431432","0.337009348043879","0.372802168818986","1"
"Yes","2017","in school","281","0.638948495024225","0.592343172793121","0.685553817255328","1"
"No","2018","in school","","","","","2"
"No","2018","inadequately","","","","","2"
"No","2018","general elemantary","","","","","2"
"No","2018","middle vocational","","","","","2"
"No","2018","vocational + Abi","","","","","2"
"No","2018","higher vocational","","","","","2"
"No","2018","higher education","","","","","2"
"Yes","2018","higher vocational","","","","","1"
"Yes","2018","higher education","","","","","1"
"Yes","2018","middle vocational","","","","","1"
"Yes","2018","vocational + Abi","","","","","1"
"Yes","2018","inadequately","","","","","1"
"Yes","2018","general elemantary","","","","","1"
"Yes","2018","in school","","","","","1"
"No","2019","in school","97","0.355365141375236","0.303725237342599","0.407005045407874","2"
"No","2019","inadequately","257","0.697021634079654","0.651118042729012","0.742925225430296","2"
"No","2019","general elemantary","1525","0.687388938402065","0.668862412376855","0.705915464427275","2"
"No","2019","middle vocational","7625","0.722373096506221","0.714024005228878","0.730722187783563","2"
"No","2019","vocational + Abi","1289","0.608985515489743","0.588392358856084","0.629578672123402","2"
"No","2019","higher vocational","1196","0.712643602740939","0.690887594644011","0.734399610837868","2"
"No","2019","higher education","4415","0.625034723235825","0.613657215947048","0.636412230524602","2"
"Yes","2019","higher education","2540","0.374965276764175","0.363587769475398","0.386342784052952","1"
"Yes","2019","higher vocational","466","0.287356397259061","0.265600389162132","0.309112405355989","1"
"Yes","2019","vocational + Abi","868","0.391014484510257","0.370421327876598","0.411607641143916","1"
"Yes","2019","middle vocational","3427","0.277626903493779","0.269277812216437","0.285975994771122","1"
"Yes","2019","general elemantary","880","0.312611061597935","0.294084535572725","0.331137587623145","1"
"Yes","2019","inadequately","128","0.302978365920346","0.257074774569704","0.348881957270988","1"
"Yes","2019","in school","233","0.644634858624764","0.592994954592126","0.696274762657401","1"
