"ple0024","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","66 and older","(1a) inadequately completed","10","","",""
"Yes","2011","66 and older","(1b) general elementary school","84","1","1","1"
"Yes","2011","66 and older","(1c) basic vocational qualification","288","1","1","1"
"Yes","2011","66 and older","(2b) intermediate general qualification","12","","",""
"Yes","2011","66 and older","(2a) intermediate vocational","102","1","1","1"
"Yes","2011","66 and older","(2c_gen) general maturity certificate","9","","",""
"Yes","2011","66 and older","(2c_voc) vocational maturity certificate","34","1","1","1"
"Yes","2011","66 and older","(3a) lower tertiary education","62","1","1","1"
"Yes","2011","66 and older","(3b) higher tertiary education","125","1","1","1"
"Yes","2012","16-34 y.","(0) in school","","","",""
"Yes","2012","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2012","16-34 y.","(1b) general elementary school","","","",""
"Yes","2012","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2012","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2012","35-65 y.","(1b) general elementary school","","","",""
"Yes","2012","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2012","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","","","",""
"Yes","2012","66 and older","(1b) general elementary school","","","",""
"Yes","2012","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2012","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","","","",""
"Yes","2012","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","66 and older","(3a) lower tertiary education","","","",""
"Yes","2012","66 and older","(3b) higher tertiary education","","","",""
"Yes","2013","16-34 y.","(0) in school","199","1","1","1"
"Yes","2013","16-34 y.","(1a) inadequately completed","19","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","135","1","1","1"
"Yes","2013","16-34 y.","(1c) basic vocational qualification","194","1","1","1"
"Yes","2013","16-34 y.","(2b) intermediate general qualification","166","1","1","1"
"Yes","2013","16-34 y.","(2a) intermediate vocational","413","1","1","1"
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","379","1","1","1"
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","202","1","1","1"
"Yes","2013","16-34 y.","(3a) lower tertiary education","117","1","1","1"
"Yes","2013","16-34 y.","(3b) higher tertiary education","316","1","1","1"
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","34","1","1","1"
"Yes","2013","35-65 y.","(1b) general elementary school","153","1","1","1"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","744","1","1","1"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","45","1","1","1"
"Yes","2013","35-65 y.","(2a) intermediate vocational","1158","1","1","1"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","78","1","1","1"
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","370","1","1","1"
"Yes","2013","35-65 y.","(3a) lower tertiary education","407","1","1","1"
"Yes","2013","35-65 y.","(3b) higher tertiary education","675","1","1","1"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","6","","",""
"Yes","2013","66 and older","(1b) general elementary school","73","1","1","1"
"Yes","2013","66 and older","(1c) basic vocational qualification","240","1","1","1"
"Yes","2013","66 and older","(2b) intermediate general qualification","8","","",""
"Yes","2013","66 and older","(2a) intermediate vocational","100","1","1","1"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2013","66 and older","(3a) lower tertiary education","56","1","1","1"
"Yes","2013","66 and older","(3b) higher tertiary education","114","1","1","1"
"Yes","2014","16-34 y.","(0) in school","","","",""
"Yes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","","","",""
"Yes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2014","66 and older","(0) in school","","","",""
"Yes","2014","66 and older","(1a) inadequately completed","","","",""
"Yes","2014","66 and older","(1b) general elementary school","","","",""
"Yes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2014","66 and older","(2a) intermediate vocational","","","",""
"Yes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","66 and older","(3a) lower tertiary education","","","",""
"Yes","2014","66 and older","(3b) higher tertiary education","","","",""
"Yes","2015","16-34 y.","(0) in school","263","1","1","1"
"Yes","2015","16-34 y.","(1a) inadequately completed","56","1","1","1"
"Yes","2015","16-34 y.","(1b) general elementary school","372","1","1","1"
"Yes","2015","16-34 y.","(1c) basic vocational qualification","316","1","1","1"
"Yes","2015","16-34 y.","(2b) intermediate general qualification","299","1","1","1"
"Yes","2015","16-34 y.","(2a) intermediate vocational","536","1","1","1"
"Yes","2015","16-34 y.","(2c_gen) general maturity certificate","586","1","1","1"
"Yes","2015","16-34 y.","(2c_voc) vocational maturity certificate","332","1","1","1"
"Yes","2015","16-34 y.","(3a) lower tertiary education","151","1","1","1"
"Yes","2015","16-34 y.","(3b) higher tertiary education","403","1","1","1"
"Yes","2015","35-65 y.","(0) in school","","","",""
"Yes","2015","35-65 y.","(1a) inadequately completed","109","1","1","1"
"Yes","2015","35-65 y.","(1b) general elementary school","286","1","1","1"
"Yes","2015","35-65 y.","(1c) basic vocational qualification","1041","1","1","1"
"Yes","2015","35-65 y.","(2b) intermediate general qualification","71","1","1","1"
"Yes","2015","35-65 y.","(2a) intermediate vocational","1535","1","1","1"
"Yes","2015","35-65 y.","(2c_gen) general maturity certificate","174","1","1","1"
"Yes","2015","35-65 y.","(2c_voc) vocational maturity certificate","756","1","1","1"
"Yes","2015","35-65 y.","(3a) lower tertiary education","526","1","1","1"
"Yes","2015","35-65 y.","(3b) higher tertiary education","1288","1","1","1"
"Yes","2015","66 and older","(0) in school","","","",""
"Yes","2015","66 and older","(1a) inadequately completed","6","","",""
"Yes","2015","66 and older","(1b) general elementary school","74","1","1","1"
"Yes","2015","66 and older","(1c) basic vocational qualification","232","1","1","1"
"Yes","2015","66 and older","(2b) intermediate general qualification","8","","",""
"Yes","2015","66 and older","(2a) intermediate vocational","93","1","1","1"
"Yes","2015","66 and older","(2c_gen) general maturity certificate","6","","",""
"Yes","2015","66 and older","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2015","66 and older","(3a) lower tertiary education","44","1","1","1"
"Yes","2015","66 and older","(3b) higher tertiary education","121","1","1","1"
"Yes","2016","16-34 y.","(0) in school","","","",""
"Yes","2016","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2016","16-34 y.","(1b) general elementary school","","","",""
"Yes","2016","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2016","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2016","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2016","35-65 y.","(0) in school","","","",""
"Yes","2016","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2016","35-65 y.","(1b) general elementary school","","","",""
"Yes","2016","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2016","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2016","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2016","66 and older","(0) in school","","","",""
"Yes","2016","66 and older","(1a) inadequately completed","","","",""
"Yes","2016","66 and older","(1b) general elementary school","","","",""
"Yes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2016","66 and older","(2a) intermediate vocational","","","",""
"Yes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","66 and older","(3a) lower tertiary education","","","",""
"Yes","2016","66 and older","(3b) higher tertiary education","","","",""
"Yes","2017","16-34 y.","(0) in school","282","1","1","1"
"Yes","2017","16-34 y.","(1a) inadequately completed","64","1","1","1"
"Yes","2017","16-34 y.","(1b) general elementary school","351","1","1","1"
"Yes","2017","16-34 y.","(1c) basic vocational qualification","280","1","1","1"
"Yes","2017","16-34 y.","(2b) intermediate general qualification","293","1","1","1"
"Yes","2017","16-34 y.","(2a) intermediate vocational","554","1","1","1"
"Yes","2017","16-34 y.","(2c_gen) general maturity certificate","690","1","1","1"
"Yes","2017","16-34 y.","(2c_voc) vocational maturity certificate","382","1","1","1"
"Yes","2017","16-34 y.","(3a) lower tertiary education","166","1","1","1"
"Yes","2017","16-34 y.","(3b) higher tertiary education","530","1","1","1"
"Yes","2017","35-65 y.","(0) in school","1","","",""
"Yes","2017","35-65 y.","(1a) inadequately completed","118","1","1","1"
"Yes","2017","35-65 y.","(1b) general elementary school","334","1","1","1"
"Yes","2017","35-65 y.","(1c) basic vocational qualification","948","1","1","1"
"Yes","2017","35-65 y.","(2b) intermediate general qualification","77","1","1","1"
"Yes","2017","35-65 y.","(2a) intermediate vocational","1490","1","1","1"
"Yes","2017","35-65 y.","(2c_gen) general maturity certificate","193","1","1","1"
"Yes","2017","35-65 y.","(2c_voc) vocational maturity certificate","790","1","1","1"
"Yes","2017","35-65 y.","(3a) lower tertiary education","531","1","1","1"
"Yes","2017","35-65 y.","(3b) higher tertiary education","1389","1","1","1"
"Yes","2017","66 and older","(0) in school","","","",""
"Yes","2017","66 and older","(1a) inadequately completed","6","","",""
"Yes","2017","66 and older","(1b) general elementary school","58","1","1","1"
"Yes","2017","66 and older","(1c) basic vocational qualification","201","1","1","1"
"Yes","2017","66 and older","(2b) intermediate general qualification","9","","",""
"Yes","2017","66 and older","(2a) intermediate vocational","124","1","1","1"
"Yes","2017","66 and older","(2c_gen) general maturity certificate","10","","",""
"Yes","2017","66 and older","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2017","66 and older","(3a) lower tertiary education","58","1","1","1"
"Yes","2017","66 and older","(3b) higher tertiary education","114","1","1","1"
"Yes","2018","16-34 y.","(0) in school","","","",""
"Yes","2018","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2018","16-34 y.","(1b) general elementary school","","","",""
"Yes","2018","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2018","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2018","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2018","35-65 y.","(0) in school","","","",""
"Yes","2018","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2018","35-65 y.","(1b) general elementary school","","","",""
"Yes","2018","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2018","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2018","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2018","66 and older","(0) in school","","","",""
"Yes","2018","66 and older","(1a) inadequately completed","","","",""
"Yes","2018","66 and older","(1b) general elementary school","","","",""
"Yes","2018","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2018","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2018","66 and older","(2a) intermediate vocational","","","",""
"Yes","2018","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2018","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","66 and older","(3a) lower tertiary education","","","",""
"Yes","2018","66 and older","(3b) higher tertiary education","","","",""
"Yes","2019","16-34 y.","(0) in school","235","1","1","1"
"Yes","2019","16-34 y.","(1a) inadequately completed","43","1","1","1"
"Yes","2019","16-34 y.","(1b) general elementary school","254","1","1","1"
"Yes","2019","16-34 y.","(1c) basic vocational qualification","173","1","1","1"
"Yes","2019","16-34 y.","(2b) intermediate general qualification","252","1","1","1"
"Yes","2019","16-34 y.","(2a) intermediate vocational","382","1","1","1"
"Yes","2019","16-34 y.","(2c_gen) general maturity certificate","594","1","1","1"
"Yes","2019","16-34 y.","(2c_voc) vocational maturity certificate","292","1","1","1"
"Yes","2019","16-34 y.","(3a) lower tertiary education","140","1","1","1"
"Yes","2019","16-34 y.","(3b) higher tertiary education","448","1","1","1"
"Yes","2019","35-65 y.","(0) in school","","","",""
"Yes","2019","35-65 y.","(1a) inadequately completed","94","1","1","1"
"Yes","2019","35-65 y.","(1b) general elementary school","248","1","1","1"
"Yes","2019","35-65 y.","(1c) basic vocational qualification","675","1","1","1"
"Yes","2019","35-65 y.","(2b) intermediate general qualification","83","1","1","1"
"Yes","2019","35-65 y.","(2a) intermediate vocational","1255","1","1","1"
"Yes","2019","35-65 y.","(2c_gen) general maturity certificate","174","1","1","1"
"Yes","2019","35-65 y.","(2c_voc) vocational maturity certificate","716","1","1","1"
"Yes","2019","35-65 y.","(3a) lower tertiary education","507","1","1","1"
"Yes","2019","35-65 y.","(3b) higher tertiary education","1270","1","1","1"
"Yes","2019","66 and older","(0) in school","","","",""
"Yes","2019","66 and older","(1a) inadequately completed","11","","",""
"Yes","2019","66 and older","(1b) general elementary school","43","1","1","1"
"Yes","2019","66 and older","(1c) basic vocational qualification","162","1","1","1"
"Yes","2019","66 and older","(2b) intermediate general qualification","16","","",""
"Yes","2019","66 and older","(2a) intermediate vocational","115","1","1","1"
"Yes","2019","66 and older","(2c_gen) general maturity certificate","14","","",""
"Yes","2019","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2019","66 and older","(3a) lower tertiary education","59","1","1","1"
"Yes","2019","66 and older","(3b) higher tertiary education","116","1","1","1"
