"ple0024","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","college entrance qualification","Female","1890","1","1","1"
"Yes","2017","Other degree","Male","717","1","1","1"
"Yes","2017","Other degree","Female","823","1","1","1"
"Yes","2017","no degree/no degree yet","Male","232","1","1","1"
"Yes","2017","no degree/no degree yet","Female","241","1","1","1"
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","699","1","1","1"
"Yes","2019","lower secondary degree","Female","499","1","1","1"
"Yes","2019","secondary school degree","Male","1104","1","1","1"
"Yes","2019","secondary school degree","Female","1157","1","1","1"
"Yes","2019","college entrance qualification","Male","1742","1","1","1"
"Yes","2019","college entrance qualification","Female","1649","1","1","1"
"Yes","2019","Other degree","Male","516","1","1","1"
"Yes","2019","Other degree","Female","550","1","1","1"
"Yes","2019","no degree/no degree yet","Male","198","1","1","1"
"Yes","2019","no degree/no degree yet","Female","187","1","1","1"
