"ple0024","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","1334","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","266","1","1","1"
"Yes","2015","lower secondary degree","indirect migration background","207","1","1","1"
"Yes","2015","secondary school degree","no migration background","2261","1","1","1"
"Yes","2015","secondary school degree","direct migration background","221","1","1","1"
"Yes","2015","secondary school degree","indirect migration background","226","1","1","1"
"Yes","2015","college entrance qualification","no migration background","2808","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","250","1","1","1"
"Yes","2015","college entrance qualification","indirect migration background","304","1","1","1"
"Yes","2015","Other degree","no migration background","52","1","1","1"
"Yes","2015","Other degree","direct migration background","1238","1","1","1"
"Yes","2015","Other degree","indirect migration background","33","1","1","1"
"Yes","2015","no degree/no degree yet","no migration background","207","1","1","1"
"Yes","2015","no degree/no degree yet","direct migration background","139","1","1","1"
"Yes","2015","no degree/no degree yet","indirect migration background","90","1","1","1"
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","1224","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","218","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","182","1","1","1"
"Yes","2017","secondary school degree","no migration background","2299","1","1","1"
"Yes","2017","secondary school degree","direct migration background","213","1","1","1"
"Yes","2017","secondary school degree","indirect migration background","215","1","1","1"
"Yes","2017","college entrance qualification","no migration background","3012","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","247","1","1","1"
"Yes","2017","college entrance qualification","indirect migration background","375","1","1","1"
"Yes","2017","Other degree","no migration background","48","1","1","1"
"Yes","2017","Other degree","direct migration background","1464","1","1","1"
"Yes","2017","Other degree","indirect migration background","28","","",""
"Yes","2017","no degree/no degree yet","no migration background","243","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","160","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","70","1","1","1"
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","922","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","147","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","129","1","1","1"
"Yes","2019","secondary school degree","no migration background","1925","1","1","1"
"Yes","2019","secondary school degree","direct migration background","147","1","1","1"
"Yes","2019","secondary school degree","indirect migration background","189","1","1","1"
"Yes","2019","college entrance qualification","no migration background","2886","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","188","1","1","1"
"Yes","2019","college entrance qualification","indirect migration background","319","1","1","1"
"Yes","2019","Other degree","no migration background","37","1","1","1"
"Yes","2019","Other degree","direct migration background","1008","1","1","1"
"Yes","2019","Other degree","indirect migration background","21","","",""
"Yes","2019","no degree/no degree yet","no migration background","186","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","126","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","73","1","1","1"
