"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","direct migration background","in school","","","","","","","","","","",""
"2007","direct migration background","inadequately","","","","","","","","","","",""
"2007","direct migration background","middle vocational","","","","","","","","","","",""
"2007","direct migration background","vocational + Abi","","","","","","","","","","",""
"2007","indirect migration background","general elemantary","","","","","","","","","","",""
"2007","indirect migration background","higher education","","","","","","","","","","",""
"2007","indirect migration background","higher vocational","","","","","","","","","","",""
"2007","indirect migration background","in school","","","","","","","","","","",""
"2007","indirect migration background","inadequately","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","","","","","","","","","","",""
"2007","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2007","no migration background","general elemantary","","","","","","","","","","",""
"2007","no migration background","higher education","","","","","","","","","","",""
"2007","no migration background","higher vocational","","","","","","","","","","",""
"2007","no migration background","in school","","","","","","","","","","",""
"2007","no migration background","inadequately","","","","","","","","","","",""
"2007","no migration background","middle vocational","","","","","","","","","","",""
"2007","no migration background","vocational + Abi","","","","","","","","","","",""
"2008","direct migration background","general elemantary","","","","","","","","","","",""
"2008","direct migration background","higher education","","","","","","","","","","",""
"2008","direct migration background","higher vocational","","","","","","","","","","",""
"2008","direct migration background","in school","","","","","","","","","","",""
"2008","direct migration background","inadequately","","","","","","","","","","",""
"2008","direct migration background","middle vocational","","","","","","","","","","",""
"2008","direct migration background","vocational + Abi","","","","","","","","","","",""
"2008","indirect migration background","general elemantary","","","","","","","","","","",""
"2008","indirect migration background","higher education","","","","","","","","","","",""
"2008","indirect migration background","higher vocational","","","","","","","","","","",""
"2008","indirect migration background","in school","","","","","","","","","","",""
"2008","indirect migration background","inadequately","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","","","","","","","","","","",""
"2008","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2008","no migration background","general elemantary","","","","","","","","","","",""
"2008","no migration background","higher education","","","","","","","","","","",""
"2008","no migration background","higher vocational","","","","","","","","","","",""
"2008","no migration background","in school","","","","","","","","","","",""
"2008","no migration background","inadequately","","","","","","","","","","",""
"2008","no migration background","middle vocational","","","","","","","","","","",""
"2008","no migration background","vocational + Abi","","","","","","","","","","",""
"2009","direct migration background","general elemantary","5.34","6","359","3","4","7","7","5.2","5.48","5","6"
"2009","direct migration background","higher education","5.07","5","293","3","4","6","7","4.91","5.23","5","6"
"2009","direct migration background","higher vocational","5.13","5","95","2","4","7","7","4.81","5.45","5","6"
"2009","direct migration background","in school","","","","","","","","","","",""
"2009","direct migration background","inadequately","5.53","6","90","4","4","7","7","5.23","5.83","5","6"
"2009","direct migration background","middle vocational","5.34","6","610","3","4","6","7","5.24","5.44","6","6"
"2009","direct migration background","vocational + Abi","5.44","6","168","3","5","7","7","5.23","5.65","5","6"
"2009","indirect migration background","general elemantary","5.29","6","144","3","5","6","7","5.04","5.54","5","6"
"2009","indirect migration background","higher education","5.03","6","88","3","3","6","6","4.77","5.29","5","6"
"2009","indirect migration background","higher vocational","5.46","6","30","2","5","7","7","4.85","6.07","5","6"
"2009","indirect migration background","in school","5.41","6","49","4","5","6","7","5.02","5.8","5","6"
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","5.13","5","287","3","4","6","7","4.97","5.29","5","6"
"2009","indirect migration background","vocational + Abi","5.28","5","36","4","4","6","6","4.92","5.64","5","6"
"2009","no migration background","general elemantary","5.4","6","1289","4","5","6","7","5.33","5.47","5","6"
"2009","no migration background","higher education","5.32","6","3649","4","5","6","7","5.28","5.36","6","6"
"2009","no migration background","higher vocational","5.35","6","1201","3","5","6","7","5.27","5.43","6","6"
"2009","no migration background","in school","5.41","6","251","4","5","6","7","5.27","5.55","6","6"
"2009","no migration background","inadequately","5.45","6","66","3","4","7","7","5.07","5.83","5","6"
"2009","no migration background","middle vocational","5.32","6","8152","3","4","6","7","5.29","5.35","6","6"
"2009","no migration background","vocational + Abi","5.28","6","792","3","4","6","7","5.19","5.37","5","6"
"2010","direct migration background","general elemantary","","","","","","","","","","",""
"2010","direct migration background","higher education","","","","","","","","","","",""
"2010","direct migration background","higher vocational","","","","","","","","","","",""
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","","","","","","","","","","",""
"2010","direct migration background","middle vocational","","","","","","","","","","",""
"2010","direct migration background","vocational + Abi","","","","","","","","","","",""
"2010","indirect migration background","general elemantary","","","","","","","","","","",""
"2010","indirect migration background","higher education","","","","","","","","","","",""
"2010","indirect migration background","higher vocational","","","","","","","","","","",""
"2010","indirect migration background","in school","","","","","","","","","","",""
"2010","indirect migration background","inadequately","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","","","","","","","","","","",""
"2010","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2010","no migration background","general elemantary","","","","","","","","","","",""
"2010","no migration background","higher education","","","","","","","","","","",""
"2010","no migration background","higher vocational","","","","","","","","","","",""
"2010","no migration background","in school","","","","","","","","","","",""
"2010","no migration background","inadequately","","","","","","","","","","",""
"2010","no migration background","middle vocational","","","","","","","","","","",""
"2010","no migration background","vocational + Abi","","","","","","","","","","",""
"2011","direct migration background","general elemantary","","","","","","","","","","",""
"2011","direct migration background","higher education","","","","","","","","","","",""
"2011","direct migration background","higher vocational","","","","","","","","","","",""
"2011","direct migration background","in school","","","","","","","","","","",""
"2011","direct migration background","inadequately","","","","","","","","","","",""
"2011","direct migration background","middle vocational","","","","","","","","","","",""
"2011","direct migration background","vocational + Abi","","","","","","","","","","",""
"2011","indirect migration background","general elemantary","","","","","","","","","","",""
"2011","indirect migration background","higher education","","","","","","","","","","",""
"2011","indirect migration background","higher vocational","","","","","","","","","","",""
"2011","indirect migration background","in school","","","","","","","","","","",""
"2011","indirect migration background","inadequately","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","","","","","","","","","","",""
"2011","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","5.51","6","214","4","5","7","7","5.34","5.68","6","6"
"2012","direct migration background","higher education","5.61","6","228","4","5","7","7","5.44","5.78","6","6"
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","4.98","5","67","3","4","6","7","4.55","5.41","5","6"
"2012","direct migration background","middle vocational","5.72","6","384","4","5","7","7","5.59","5.85","6","6"
"2012","direct migration background","vocational + Abi","5.39","6","144","4","5","6","7","5.16","5.62","5","6"
"2012","indirect migration background","general elemantary","5.64","6","87","4","5","7","7","5.34","5.94","5","6"
"2012","indirect migration background","higher education","5.78","6","75","4","5","7","7","5.53","6.03","6","6"
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","5.36","5.97","35","3","5","6","7","4.78","5.94","5","6"
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","5.56","6","180","4","5","7","7","5.36","5.76","6","6"
"2012","indirect migration background","vocational + Abi","5.88","6","47","4","5","7","7","5.48","6.28","5","6"
"2012","no migration background","general elemantary","5.54","6","479","3","5","7","7","5.42","5.66","6","6"
"2012","no migration background","higher education","5.54","6","1192","4","5","6","7","5.47","5.61","6","6"
"2012","no migration background","higher vocational","5.41","6","318","4","5","6","7","5.27","5.55","6","6"
"2012","no migration background","in school","5.45","6","148","4","5","6","7","5.26","5.64","6","6"
"2012","no migration background","inadequately","5.65","6","74","3","5","7","7","5.31","5.99","5","6"
"2012","no migration background","middle vocational","5.52","6","2687","4","5","6","7","5.47","5.57","6","6"
"2012","no migration background","vocational + Abi","5.57","6","566","4","5","6","7","5.47","5.67","6","6"
"2013","direct migration background","general elemantary","5.46","6","333","4","5","7","7","5.31","5.61","6","6"
"2013","direct migration background","higher education","5.45","6","354","4","5","6","7","5.31","5.59","6","6"
"2013","direct migration background","higher vocational","5.16","5","72","3","4","6","7","4.81","5.51","5","6"
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","5.64","6","66","4","5","7","7","5.31","5.97","5","6"
"2013","direct migration background","middle vocational","5.42","6","632","4","5","6","7","5.31","5.53","6","6"
"2013","direct migration background","vocational + Abi","5.38","6","187","3","4","7","7","5.18","5.58","6","6"
"2013","indirect migration background","general elemantary","5.38","6","116","3","4","7","7","5.14","5.62","5","6"
"2013","indirect migration background","higher education","5.5","6","114","3","5","7","7","5.26","5.74","5","6"
"2013","indirect migration background","higher vocational","5.44","6","30","4","5","6","7","4.94","5.94","5","6"
"2013","indirect migration background","in school","5.45","6","53","4","4","6","7","5.06","5.84","5","6"
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","5.34","6","307","4","4","6","7","5.19","5.49","5","6"
"2013","indirect migration background","vocational + Abi","6.08","6","37","5","6","7","7","5.76","6.4","6","7"
"2013","no migration background","general elemantary","5.49","6","1393","4","5","7","7","5.42","5.56","6","6"
"2013","no migration background","higher education","5.44","6","3996","4","5","6","7","5.4","5.48","6","6"
"2013","no migration background","higher vocational","5.4","6","1226","4","5","6","7","5.32","5.48","5","6"
"2013","no migration background","in school","5.27","6","195","3","5","6","7","5.09","5.45","5","6"
"2013","no migration background","inadequately","5.22","6","113","2","4","7","7","4.92","5.52","5","6"
"2013","no migration background","middle vocational","5.4","6","8471","4","5","6","7","5.37","5.43","6","6"
"2013","no migration background","vocational + Abi","5.43","6","871","4","5","6","7","5.35","5.51","6","6"
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","5.55","6","1291","3","5","7","7","5.47","5.63","6","7"
"2017","direct migration background","higher education","5.44","6","1664","3","5","6","7","5.37","5.51","6","6"
"2017","direct migration background","higher vocational","5.17","6","91","2","4","7","7","4.89","5.45","5","6"
"2017","direct migration background","in school","5.49","6","35","4","5","7","7","4.97","6.01","5","7"
"2017","direct migration background","inadequately","5.81","6","1162","4","5","7","7","5.74","5.88","7","7"
"2017","direct migration background","middle vocational","5.49","6","1997","4","5","7","7","5.43","5.55","6","6"
"2017","direct migration background","vocational + Abi","5.32","6","716","3","5","6","7","5.22","5.42","6","6"
"2017","indirect migration background","general elemantary","5.52","6","280","4","5","7","7","5.33","5.71","6","6"
"2017","indirect migration background","higher education","5.31","6","284","3","5","6","7","5.15","5.47","5","6"
"2017","indirect migration background","higher vocational","5.61","6","59","4","5","7","7","5.25","5.97","5","6"
"2017","indirect migration background","in school","5.48","6","88","4","5","6","7","5.17","5.79","5","6"
"2017","indirect migration background","inadequately","5.48","6","39","4","4","7","7","4.98","5.98","5","7"
"2017","indirect migration background","middle vocational","5.43","6","721","3","5","6","7","5.33","5.53","6","6"
"2017","indirect migration background","vocational + Abi","5.52","6","130","4","5","6","7","5.28","5.76","6","6"
"2017","no migration background","general elemantary","5.45","6","1714","3","5","7","7","5.38","5.52","6","6"
"2017","no migration background","higher education","5.43","6","5066","4","5","6","7","5.4","5.46","6","6"
"2017","no migration background","higher vocational","5.4","6","1392","4","5","6","7","5.33","5.47","6","6"
"2017","no migration background","in school","5.58","6","290","4","5","7","7","5.45","5.71","6","6"
"2017","no migration background","inadequately","5.52","6","169","3","4","7","7","5.28","5.76","6","6"
"2017","no migration background","middle vocational","5.45","6","9844","4","5","6","7","5.42","5.48","6","6"
"2017","no migration background","vocational + Abi","5.51","6","1440","4","5","6","7","5.45","5.57","6","6"
"2018","direct migration background","general elemantary","","","","","","","","","","",""
"2018","direct migration background","higher education","","","","","","","","","","",""
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","","","","","","","","","","",""
"2018","direct migration background","middle vocational","","","","","","","","","","",""
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","5.39","6","587","3","5","7","7","5.27","5.51","6","6"
"2019","direct migration background","higher education","5.42","6","1064","4","5","6","7","5.34","5.5","6","6"
"2019","direct migration background","higher vocational","5.32","6","74","2","5","6","7","4.98","5.66","6","6"
"2019","direct migration background","in school","5.92","7","44","4","5","7","7","5.46","6.38","4","6"
"2019","direct migration background","inadequately","5.72","6","202","4","5","7","7","5.49","5.95","6","6"
"2019","direct migration background","middle vocational","5.29","6","1224","3","4","7","7","5.21","5.37","6","6"
"2019","direct migration background","vocational + Abi","5.43","6","517","3","5","7","7","5.3","5.56","6","6"
"2019","indirect migration background","general elemantary","5.5","6","236","3","5","7","7","5.3","5.7","5","6"
"2019","indirect migration background","higher education","5.45","6","336","3","5","6","7","5.29","5.61","5","6"
"2019","indirect migration background","higher vocational","5.33","5","74","3","5","6","7","4.99","5.67","5","6"
"2019","indirect migration background","in school","5.41","6","81","3","5","6","7","5.12","5.7","5","6"
"2019","indirect migration background","inadequately","5.43","6","38","4","4","7","7","4.9","5.96","4","7"
"2019","indirect migration background","middle vocational","5.36","6","663","3","4","6","7","5.25","5.47","6","6"
"2019","indirect migration background","vocational + Abi","5.83","6","141","4","5","7","7","5.61","6.05","6","6"
"2019","no migration background","general elemantary","5.34","6","1576","3","5","7","7","5.27","5.41","6","6"
"2019","no migration background","higher education","5.37","6","5595","4","5","6","7","5.34","5.4","6","6"
"2019","no migration background","higher vocational","5.32","6","1518","4","5","6","7","5.25","5.39","6","6"
"2019","no migration background","in school","5.58","6","203","3","5","6","7","5.4","5.76","6","6"
"2019","no migration background","inadequately","5.09","5","147","2","4","7","7","4.8","5.38","5","6"
"2019","no migration background","middle vocational","5.33","6","9197","3","5","6","7","5.3","5.36","6","6"
"2019","no migration background","vocational + Abi","5.4","6","1504","4","5","6","7","5.33","5.47","6","6"
