"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.27","6","1083","3","4","6","7","5.19","5.35","6","6"
"2009","college entrance qualification","Westdeutschland, alte Bundeslaender","5.32","6","3804","3","5","6","7","5.28","5.36","6","6"
"2009","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.32","6","1199","4","4","6","7","5.25","5.39","5","6"
"2009","lower secondary degree","Westdeutschland, alte Bundeslaender","5.34","6","4719","3","4","6","7","5.3","5.38","6","6"
"2009","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.77","6","74","5","5","6","7","5.55","5.99","6","6"
"2009","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.31","6","410","3","4","6","7","5.18","5.44","6","6"
"2009","Other degree","Ostdeutschland, neue Bundeslaender","5.21","6","46","3","4","6","7","4.76","5.66","5","7"
"2009","Other degree","Westdeutschland, alte Bundeslaender","5.32","6","753","3","4","7","7","5.22","5.42","6","6"
"2009","secondary school degree","Ostdeutschland, neue Bundeslaender","5.27","6","2003","3","4","6","7","5.21","5.33","5","6"
"2009","secondary school degree","Westdeutschland, alte Bundeslaender","5.31","6","3400","3","4","6","7","5.26","5.36","6","6"
"2010","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.54","6","364","4","5","6","7","5.42","5.66","6","6"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","5.58","6","1783","4","5","6","7","5.52","5.64","6","6"
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.76","6","154","4","5","7","7","5.55","5.97","6","6"
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","5.51","6","1254","4","5","7","7","5.44","5.58","6","6"
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.66","6","39","4","5","6","7","5.27","6.05","5","6"
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.34","6","313","3","5","6","7","5.18","5.5","6","6"
"2012","Other degree","Ostdeutschland, neue Bundeslaender","5.7","6","56","4","6","6","7","5.32","6.08","5","6"
"2012","Other degree","Westdeutschland, alte Bundeslaender","5.62","6","621","4","5","7","7","5.52","5.72","6","6"
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","5.48","6","697","4","5","6","7","5.39","5.57","6","6"
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","5.5","6","1691","4","5","7","7","5.44","5.56","6","6"
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.37","6","1083","4","5","6","7","5.3","5.44","6","6"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","5.46","6","4304","4","5","6","7","5.42","5.5","6","6"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.54","6","1127","4","5","7","7","5.46","5.62","6","6"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","5.41","6","4696","3","5","7","7","5.37","5.45","6","6"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.51","6","68","4","5","6","7","5.2","5.82","5","6"
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.24","6","417","3","4","6","7","5.1","5.38","6","6"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","5.67","6","75","4","5","7","7","5.35","5.99","6","6"
"2013","Other degree","Westdeutschland, alte Bundeslaender","5.43","6","941","4","5","6","7","5.34","5.52","6","6"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","5.35","6","2016","3","4","6","7","5.29","5.41","6","6"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","5.39","6","3618","4","5","6","7","5.35","5.43","6","6"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.48","6","1464","4","5","6","7","5.42","5.54","6","6"
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","5.44","6","6479","4","5","6","7","5.41","5.47","6","6"
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.56","6","1021","4","5","7","7","5.47","5.65","6","6"
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","5.44","6","5075","3","5","7","7","5.4","5.48","6","6"
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.69","6","315","4","5","7","7","5.55","5.83","6","7"
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.6","6","1545","4","5","7","7","5.53","5.67","6","7"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","5.55","6","569","4","5","7","7","5.43","5.67","6","6"
"2017","Other degree","Westdeutschland, alte Bundeslaender","5.48","6","3996","3","5","7","7","5.44","5.52","6","6"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","5.36","6","2536","4","5","6","7","5.31","5.41","6","6"
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","5.44","6","5076","4","5","6","7","5.4","5.48","6","6"
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.35","6","1623","4","5","6","7","5.29","5.41","6","6"
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","5.39","6","6868","4","5","6","7","5.36","5.42","6","6"
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.35","6","852","3","5","6","7","5.25","5.45","6","6"
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","5.31","6","4432","3","4","6","7","5.27","5.35","6","6"
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.39","6","105","3","4","6","7","5.11","5.67","5","6"
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.47","6","671","3","5","7","7","5.35","5.59","6","6"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","5.4","6","262","3","5","7","7","5.22","5.58","5","6"
"2019","Other degree","Westdeutschland, alte Bundeslaender","5.39","6","2278","3","5","7","7","5.33","5.45","6","6"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","5.37","6","2499","4","5","6","7","5.32","5.42","6","6"
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","5.34","6","4900","3","5","6","7","5.3","5.38","6","6"
