"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1989","66 and older","no migration background","8.27","9","953","5","7","10","10","8.16","8.38","8","9"
"1990","16-34 y.","direct migration background","6.61","7","924","3","5","9","10","6.44","6.78","7","7"
"1990","16-34 y.","indirect migration background","6.79","7","263","3","5","9","10","6.5","7.08","7","8"
"1990","16-34 y.","no migration background","7.02","8","4122","3","5","9","10","6.94","7.1","7","8"
"1990","35-65 y.","direct migration background","7.2","8","1652","4","6","9","10","7.08","7.32","7","8"
"1990","35-65 y.","indirect migration background","","","","","","","","","","",""
"1990","35-65 y.","no migration background","7.72","8","5413","5","7","9","10","7.66","7.78","8","8"
"1990","66 and older","direct migration background","8","8","105","5","7","10","10","7.57","8.43","8","9"
"1990","66 and older","indirect migration background","","","","","","","","","","",""
"1990","66 and older","no migration background","8.11","8","1379","5","7","10","10","8","8.22","8","9"
"1991","16-34 y.","direct migration background","6.53","7","885","2","5","9","10","6.35","6.71","6","7"
"1991","16-34 y.","indirect migration background","6.95","7","316","3","6","9","10","6.67","7.23","7","8"
"1991","16-34 y.","no migration background","7.01","8","3941","3","6","9","10","6.93","7.09","7","8"
"1991","35-65 y.","direct migration background","7.29","8","1627","4","6","9","10","7.18","7.4","7","8"
"1991","35-65 y.","indirect migration background","","","","","","","","","","",""
"1991","35-65 y.","no migration background","7.73","8","5344","5","7","9","10","7.67","7.79","8","8"
"1991","66 and older","direct migration background","8.11","8","123","5","7","10","10","7.73","8.49","8","9"
"1991","66 and older","indirect migration background","","","","","","","","","","",""
"1991","66 and older","no migration background","8.26","9","1354","6","7","10","10","8.16","8.36","8","9"
"1992","16-34 y.","direct migration background","6.46","7","840","3","5","8","10","6.27","6.65","7","7"
"1992","16-34 y.","indirect migration background","6.89","7","371","4","5","9","10","6.64","7.14","7","7"
"1992","16-34 y.","no migration background","6.94","7","3736","4","5","9","10","6.86","7.02","7","7"
"1992","35-65 y.","direct migration background","7.13","8","1576","4","6","9","10","7.01","7.25","7","7"
"1992","35-65 y.","indirect migration background","","","","","","","","","","",""
"1992","35-65 y.","no migration background","7.59","8","5284","5","7","9","10","7.53","7.65","8","8"
"1992","66 and older","direct migration background","7.81","8","137","5","7","10","10","7.48","8.14","8","8"
"1992","66 and older","indirect migration background","","","","","","","","","","",""
"1992","66 and older","no migration background","8.25","8","1326","6","8","10","10","8.15","8.35","8","9"
"1993","16-34 y.","direct migration background","6.6","7","811","3","5","9","10","6.41","6.79","7","7"
"1993","16-34 y.","indirect migration background","6.85","7","437","3","5","9","10","6.61","7.09","7","8"
"1993","16-34 y.","no migration background","7.07","8","3619","4","6","9","10","6.99","7.15","7","8"
"1993","35-65 y.","direct migration background","7.24","8","1515","4","6","9","10","7.11","7.37","7","8"
"1993","35-65 y.","indirect migration background","","","","","","","","","","",""
"1993","35-65 y.","no migration background","7.61","8","5194","5","7","9","10","7.55","7.67","8","8"
"1993","66 and older","direct migration background","8.31","9","158","5","8","10","10","8.01","8.61","8","8"
"1993","66 and older","indirect migration background","","","","","","","","","","",""
"1993","66 and older","no migration background","8.16","8","1328","5","7","10","10","8.05","8.27","8","8"
"1994","16-34 y.","direct migration background","6.69","7","752","3","5","8","10","6.5","6.88","7","7"
"1994","16-34 y.","indirect migration background","6.76","7","457","3","5","9","10","6.53","6.99","7","8"
"1994","16-34 y.","no migration background","7.1","8","3555","4","6","9","10","7.02","7.18","7","8"
"1994","35-65 y.","direct migration background","7.22","8","1433","4","6","9","10","7.1","7.34","7","8"
"1994","35-65 y.","indirect migration background","","","","","","","","","","",""
"1994","35-65 y.","no migration background","7.6","8","5121","5","7","9","10","7.54","7.66","8","8"
"1994","66 and older","direct migration background","8.05","8","173","5","7","10","10","7.76","8.34","8","8"
"1994","66 and older","indirect migration background","","","","","","","","","","",""
"1994","66 and older","no migration background","8.3","9","1338","6","8","10","10","8.2","8.4","8","9"
"1995","16-34 y.","direct migration background","6.74","7","930","3","5","9","10","6.57","6.91","7","8"
"1995","16-34 y.","indirect migration background","7.06","8","470","4","6","9","10","6.83","7.29","7","8"
"1995","16-34 y.","no migration background","7.06","8","3474","4","6","9","10","6.98","7.14","7","8"
"1995","35-65 y.","direct migration background","7.23","8","1641","4","6","9","10","7.12","7.34","7","8"
"1995","35-65 y.","indirect migration background","","","","","","","","","","",""
"1995","35-65 y.","no migration background","7.57","8","5143","5","7","9","10","7.51","7.63","8","8"
"1995","66 and older","direct migration background","7.9","8","212","5","7","10","10","7.62","8.18","8","8"
"1995","66 and older","indirect migration background","","","","","","","","","","",""
"1995","66 and older","no migration background","8.07","8","1329","5","7","10","10","7.97","8.17","8","8"
"1996","16-34 y.","direct migration background","6.61","7","841","3","5","8","10","6.44","6.78","7","7"
"1996","16-34 y.","indirect migration background","7","8","505","3","5","9","10","6.79","7.21","7","8"
"1996","16-34 y.","no migration background","7.2","8","3376","4","6","9","10","7.12","7.28","8","8"
"1996","35-65 y.","direct migration background","7.3","8","1540","4","6","9","10","7.19","7.41","7","8"
"1996","35-65 y.","indirect migration background","6.63","8","31","3","5","8","9","5.7","7.56","5","8"
"1996","35-65 y.","no migration background","7.61","8","5176","5","7","9","10","7.55","7.67","8","8"
"1996","66 and older","direct migration background","7.68","8","231","4","7","10","10","7.39","7.97","8","8"
"1996","66 and older","indirect migration background","","","","","","","","","","",""
"1996","66 and older","no migration background","8.07","8","1335","5","7","10","10","7.97","8.17","8","8"
"1997","16-34 y.","direct migration background","6.85","7","775","3","5","9","10","6.68","7.02","7","8"
"1997","16-34 y.","indirect migration background","7.03","7","516","4","5","9","10","6.83","7.23","7","8"
"1997","16-34 y.","no migration background","7.16","8","3271","4","6","9","10","7.09","7.23","8","8"
"1997","35-65 y.","direct migration background","7.11","8","1464","4","6","9","10","7","7.22","7","8"
"1997","35-65 y.","indirect migration background","7.07","7","33","4","6","9","10","6.27","7.87","6","8"
"1997","35-65 y.","no migration background","7.58","8","5141","5","7","9","10","7.52","7.64","8","8"
"1997","66 and older","direct migration background","7.76","8","236","5","7","10","10","7.5","8.02","8","8"
"1997","66 and older","indirect migration background","","","","","","","","","","",""
"1997","66 and older","no migration background","7.99","8","1360","5","7","10","10","7.89","8.09","8","8"
"1998","16-34 y.","direct migration background","6.54","7","717","3","5","9","10","6.36","6.72","7","7"
"1998","16-34 y.","indirect migration background","7.22","8","542","4","6","9","10","7.03","7.41","7","8"
"1998","16-34 y.","no migration background","7.35","8","3534","5","6","9","10","7.28","7.42","8","8"
"1998","35-65 y.","direct migration background","7.26","8","1438","4","6","9","10","7.15","7.37","7","8"
"1998","35-65 y.","indirect migration background","7.02","7","44","4","5","8","10","6.37","7.67","6","8"
"1998","35-65 y.","no migration background","7.68","8","6038","5","7","9","10","7.63","7.73","8","8"
"1998","66 and older","direct migration background","7.76","8","253","5","6","10","10","7.5","8.02","8","8"
"1998","66 and older","indirect migration background","","","","","","","","","","",""
"1998","66 and older","no migration background","7.99","8","1616","5","7","9","10","7.9","8.08","8","8"
"1999","16-34 y.","direct migration background","6.88","7","635","3","5","8","10","6.7","7.06","7","8"
"1999","16-34 y.","indirect migration background","7.06","8","543","4","5","9","10","6.87","7.25","7","8"
"1999","16-34 y.","no migration background","7.34","8","3362","4","6","9","10","7.27","7.41","8","8"
"1999","35-65 y.","direct migration background","7.31","8","1323","5","6","9","10","7.2","7.42","7","8"
"1999","35-65 y.","indirect migration background","7.51","8","51","5","6","9","10","6.84","8.18","7","9"
"1999","35-65 y.","no migration background","7.7","8","5915","5","7","9","10","7.65","7.75","8","8"
"1999","66 and older","direct migration background","7.95","8","251","5","7","10","10","7.68","8.22","8","8"
"1999","66 and older","indirect migration background","","","","","","","","","","",""
"1999","66 and older","no migration background","8.06","8","1563","6","7","10","10","7.97","8.15","8","8"
"2000","16-34 y.","direct migration background","7.15","8","989","4","6","9","10","7.01","7.29","7","8"
"2000","16-34 y.","indirect migration background","7.08","8","706","4","5","9","10","6.91","7.25","7","8"
"2000","16-34 y.","no migration background","7.43","8","5341","4","6","9","10","7.37","7.49","8","8"
"2000","35-65 y.","direct migration background","7.25","8","1981","4","6","9","10","7.15","7.35","7","8"
"2000","35-65 y.","indirect migration background","7.32","8","96","4","6","9","10","6.83","7.81","7","8"
"2000","35-65 y.","no migration background","7.85","8","11354","5","7","9","10","7.81","7.89","8","8"
"2000","66 and older","direct migration background","7.86","8","358","5","7","9","10","7.67","8.05","8","8"
"2000","66 and older","indirect migration background","","","","","","","","","","",""
"2000","66 and older","no migration background","8.19","8","3251","6","7","10","10","8.13","8.25","8","8"
"2001","16-34 y.","direct migration background","6.98","7","828","4","5","9","10","6.82","7.14","7","8"
"2001","16-34 y.","indirect migration background","7.17","8","650","4","6","9","10","7","7.34","7","8"
"2001","16-34 y.","no migration background","7.47","8","4736","5","6","9","10","7.41","7.53","8","8"
"2001","35-65 y.","direct migration background","7.26","8","1766","4","6","9","10","7.16","7.36","8","8"
"2001","35-65 y.","indirect migration background","7.49","8","104","5","6","9","10","7.11","7.87","7","8"
"2001","35-65 y.","no migration background","7.81","8","10399","5","7","9","10","7.77","7.85","8","8"
"2001","66 and older","direct migration background","7.99","8","338","5","7","9","10","7.81","8.17","8","8"
"2001","66 and older","indirect migration background","","","","","","","","","","",""
"2001","66 and older","no migration background","8.29","8","3069","6","8","10","10","8.23","8.35","8","9"
"2002","16-34 y.","direct migration background","6.95","7","739","4","6","8","10","6.79","7.11","7","8"
"2002","16-34 y.","indirect migration background","7.01","7","629","4","5","9","10","6.83","7.19","7","8"
"2002","16-34 y.","no migration background","7.38","8","4712","5","6","9","10","7.32","7.44","8","8"
"2002","35-65 y.","direct migration background","7.12","8","1716","4","6","9","10","7.02","7.22","8","8"
"2002","35-65 y.","indirect migration background","7.16","8","128","4","6","9","10","6.81","7.51","7","8"
"2002","35-65 y.","no migration background","7.76","8","11444","5","7","9","10","7.73","7.79","8","8"
"2002","66 and older","direct migration background","7.67","8","351","5","7","9","10","7.45","7.89","8","8"
"2002","66 and older","indirect migration background","","","","","","","","","","",""
"2002","66 and older","no migration background","8.14","8","3261","6","7","10","10","8.08","8.2","8","8"
"2003","16-34 y.","direct migration background","6.97","7","676","4","5","9","10","6.8","7.14","7","8"
"2003","16-34 y.","indirect migration background","7.28","8","635","4","6","9","10","7.11","7.45","8","8"
"2003","16-34 y.","no migration background","7.34","8","4490","4","6","9","10","7.28","7.4","8","8"
"2003","35-65 y.","direct migration background","7.26","8","1603","4","6","9","10","7.16","7.36","8","8"
"2003","35-65 y.","indirect migration background","7.22","8","138","4","5","9","10","6.87","7.57","8","8"
"2003","35-65 y.","no migration background","7.71","8","10946","5","7","9","10","7.68","7.74","8","8"
"2003","66 and older","direct migration background","7.85","8","358","5","7","9","10","7.65","8.05","8","8"
"2003","66 and older","indirect migration background","","","","","","","","","","",""
"2003","66 and older","no migration background","8.19","8","3322","6","7","10","10","8.14","8.24","8","8"
"2004","16-34 y.","direct migration background","7.1","8","626","4","6","9","10","6.92","7.28","8","8"
"2004","16-34 y.","indirect migration background","7.21","8","637","4","6","9","10","7.04","7.38","7","8"
"2004","16-34 y.","no migration background","7.5","8","4295","5","6","9","10","7.44","7.56","8","8"
"2004","35-65 y.","direct migration background","7.3","8","1547","5","6","9","10","7.2","7.4","8","8"
"2004","35-65 y.","indirect migration background","7.59","8","151","5","6","9","10","7.3","7.88","8","8"
"2004","35-65 y.","no migration background","7.78","8","10519","5","7","9","10","7.75","7.81","8","8"
"2004","66 and older","direct migration background","7.82","8","364","5","7","9","10","7.61","8.03","8","8"
"2004","66 and older","indirect migration background","","","","","","","","","","",""
"2004","66 and older","no migration background","8.2","8","3423","6","7","10","10","8.15","8.25","8","8"
"2005","16-34 y.","direct migration background","7.16","8","532","4","6","9","10","6.97","7.35","8","8"
"2005","16-34 y.","indirect migration background","7.09","7","652","4","6","9","10","6.92","7.26","7","8"
"2005","16-34 y.","no migration background","7.4","8","4078","5","6","9","10","7.34","7.46","8","8"
"2005","35-65 y.","direct migration background","7.19","8","1473","4","6","9","10","7.08","7.3","8","8"
"2005","35-65 y.","indirect migration background","7.44","8","155","5","7","9","10","7.1","7.78","8","8"
"2005","35-65 y.","no migration background","7.73","8","9982","5","7","9","10","7.69","7.77","8","8"
"2005","66 and older","direct migration background","7.75","8","371","5","7","9","10","7.54","7.96","8","8"
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","8.22","8","3421","6","8","10","10","8.17","8.27","8","9"
"2006","16-34 y.","direct migration background","7.1","8","537","4","5","9","10","6.91","7.29","8","8"
"2006","16-34 y.","indirect migration background","6.87","7","622","4","5","9","10","6.69","7.05","7","8"
"2006","16-34 y.","no migration background","7.35","8","3923","4","6","9","10","7.29","7.41","8","8"
"2006","35-65 y.","direct migration background","7.11","8","1448","4","6","9","10","7","7.22","8","8"
"2006","35-65 y.","indirect migration background","7.12","8","182","4","6","9","9","6.83","7.41","8","8"
"2006","35-65 y.","no migration background","7.76","8","10769","5","7","9","10","7.73","7.79","8","8"
"2006","66 and older","direct migration background","7.55","8","396","5","6","9","10","7.35","7.75","8","8"
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","8.13","8","4063","6","7","10","10","8.08","8.18","8","8"
"2007","16-34 y.","direct migration background","7.09","8","445","4","6","9","10","6.9","7.28","8","8"
"2007","16-34 y.","indirect migration background","7.04","7","579","4","6","9","10","6.86","7.22","7","8"
"2007","16-34 y.","no migration background","7.44","8","3638","5","6","9","10","7.38","7.5","8","8"
"2007","35-65 y.","direct migration background","7.13","7","1304","4","6","9","10","7.02","7.24","8","8"
"2007","35-65 y.","indirect migration background","7.42","8","186","5","6","9","10","7.13","7.71","8","8"
"2007","35-65 y.","no migration background","7.72","8","9967","5","7","9","10","7.69","7.75","8","8"
"2007","66 and older","direct migration background","7.66","8","382","5","7","9","10","7.46","7.86","8","8"
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","8.17","8","3990","6","7","10","10","8.12","8.22","8","8"
"2008","16-34 y.","direct migration background","7.4","8","369","5","6","9","10","7.2","7.6","8","8"
"2008","16-34 y.","indirect migration background","7.3","8","567","5","6","9","10","7.13","7.47","8","8"
"2008","16-34 y.","no migration background","7.58","8","3391","5","7","9","10","7.51","7.65","8","8"
"2008","35-65 y.","direct migration background","7.24","8","1169","4","6","9","10","7.13","7.35","8","8"
"2008","35-65 y.","indirect migration background","6.99","8","193","3","5","9","10","6.68","7.3","8","8"
"2008","35-65 y.","no migration background","7.88","8","9312","5","7","9","10","7.85","7.91","8","8"
"2008","66 and older","direct migration background","7.61","8","375","5","7","9","10","7.42","7.8","8","8"
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","8.24","8","3960","6","8","10","10","8.19","8.29","8","8"
"2009","16-34 y.","direct migration background","7.27","8","298","5","6","9","10","7.04","7.5","8","8"
"2009","16-34 y.","indirect migration background","7.12","8","511","4","6","9","10","6.93","7.31","8","8"
"2009","16-34 y.","no migration background","7.46","8","3137","5","6","9","10","7.39","7.53","8","8"
"2009","35-65 y.","direct migration background","7.36","8","1028","5","6","9","10","7.24","7.48","8","8"
"2009","35-65 y.","indirect migration background","7.33","8","191","4","6","9","10","7.04","7.62","8","8"
"2009","35-65 y.","no migration background","7.76","8","8668","5","7","9","10","7.72","7.8","8","8"
"2009","66 and older","direct migration background","7.61","8","341","5","6","9","10","7.41","7.81","8","8"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","8.16","8","3856","6","7","10","10","8.11","8.21","8","8"
"2010","16-34 y.","direct migration background","7.38","8","928","5","6","9","10","7.22","7.54","8","8"
"2010","16-34 y.","indirect migration background","7.15","8","753","3","6","9","10","6.98","7.32","8","8"
"2010","16-34 y.","no migration background","7.52","8","4860","5","7","9","10","7.46","7.58","8","8"
"2010","35-65 y.","direct migration background","7.28","8","1656","4","6","9","10","7.17","7.39","8","8"
"2010","35-65 y.","indirect migration background","7.44","8","381","5","7","9","10","7.22","7.66","8","8"
"2010","35-65 y.","no migration background","7.68","8","11340","5","7","9","10","7.65","7.71","8","8"
"2010","66 and older","direct migration background","7.59","8","320","5","6","9","10","7.4","7.78","8","8"
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","8.21","8","3733","6","8","9","10","8.16","8.26","8","8"
"2011","16-34 y.","direct migration background","7.39","8","801","4","6","9","10","7.22","7.56","8","8"
"2011","16-34 y.","indirect migration background","7.5","8","730","5","6","9","10","7.34","7.66","8","8"
"2011","16-34 y.","no migration background","7.64","8","4749","5","7","9","10","7.58","7.7","8","8"
"2011","35-65 y.","direct migration background","7.31","8","1745","4","6","9","10","7.2","7.42","8","8"
"2011","35-65 y.","indirect migration background","7.33","8","472","4","6","9","10","7.13","7.53","8","8"
"2011","35-65 y.","no migration background","7.73","8","12818","5","7","9","10","7.7","7.76","8","8"
"2011","66 and older","direct migration background","7.6","8","362","5","7","9","10","7.41","7.79","8","8"
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","8.18","8","4150","6","8","9","10","8.13","8.23","8","8"
"2012","16-34 y.","direct migration background","7.34","8","718","5","6","9","10","7.17","7.51","8","8"
"2012","16-34 y.","indirect migration background","7.49","8","705","5","6","9","10","7.33","7.65","8","8"
"2012","16-34 y.","no migration background","7.61","8","4633","5","7","9","10","7.55","7.67","8","8"
"2012","35-65 y.","direct migration background","7.46","8","1788","5","6","9","10","7.36","7.56","8","8"
"2012","35-65 y.","indirect migration background","7.39","8","511","3","6","9","10","7.2","7.58","8","8"
"2012","35-65 y.","no migration background","7.79","8","13148","5","7","9","10","7.76","7.82","8","8"
"2012","66 and older","direct migration background","7.85","8","400","5","7","9","10","7.69","8.01","8","8"
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","8.2","8","4549","6","8","10","10","8.15","8.25","8","8"
"2013","16-34 y.","direct migration background","7.2","8","1932","4","6","9","10","7.09","7.31","8","8"
"2013","16-34 y.","indirect migration background","7.46","8","1390","5","6","9","10","7.34","7.58","8","8"
"2013","16-34 y.","no migration background","7.65","8","4527","5","7","9","10","7.59","7.71","8","8"
"2013","35-65 y.","direct migration background","7.42","8","4021","4","6","9","10","7.35","7.49","8","8"
"2013","35-65 y.","indirect migration background","7.54","8","736","5","7","9","10","7.39","7.69","8","8"
"2013","35-65 y.","no migration background","7.82","8","12984","5","7","9","10","7.79","7.85","8","8"
"2013","66 and older","direct migration background","7.89","8","448","5","7","9","10","7.73","8.05","8","8"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","8.23","8","4639","6","8","10","10","8.18","8.28","8","9"
"2014","16-34 y.","direct migration background","7.4","8","1414","4","6","9","10","7.28","7.52","8","8"
"2014","16-34 y.","indirect migration background","7.42","8","1097","4","6","9","10","7.29","7.55","8","8"
"2014","16-34 y.","no migration background","7.62","8","4008","5","7","9","10","7.56","7.68","8","8"
"2014","35-65 y.","direct migration background","7.4","8","3270","4","6","9","10","7.32","7.48","8","8"
"2014","35-65 y.","indirect migration background","7.57","8","681","4","6","9","10","7.41","7.73","8","8"
"2014","35-65 y.","no migration background","7.87","8","11644","5","7","9","10","7.84","7.9","8","8"
"2014","66 and older","direct migration background","7.91","8","441","5","7","9","10","7.75","8.07","8","8"
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","8.26","8","4555","6","8","9","10","8.22","8.3","8","9"
"2015","16-34 y.","direct migration background","7.47","8","1077","4","7","9","10","7.33","7.61","8","8"
"2015","16-34 y.","indirect migration background","7.76","8","945","5","7","9","10","7.62","7.9","8","8"
"2015","16-34 y.","no migration background","7.71","8","3668","5","7","9","10","7.64","7.78","8","8"
"2015","35-65 y.","direct migration background","7.56","8","2811","4","7","9","10","7.48","7.64","8","8"
"2015","35-65 y.","indirect migration background","7.52","8","670","4","6","9","10","7.36","7.68","8","8"
"2015","35-65 y.","no migration background","7.84","8","10942","5","7","9","10","7.81","7.87","8","8"
"2015","66 and older","direct migration background","7.85","8","427","5","7","9","10","7.69","8.01","8","8"
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","8.22","8","4513","6","8","9","10","8.17","8.27","8","9"
"2016","16-34 y.","direct migration background","7.43","8","1334","4","6","9","10","7.31","7.55","8","8"
"2016","16-34 y.","indirect migration background","7.65","8","889","4","7","9","10","7.5","7.8","8","8"
"2016","16-34 y.","no migration background","7.74","8","3317","5","7","9","10","7.67","7.81","8","8"
"2016","35-65 y.","direct migration background","7.54","8","3059","5","7","9","10","7.46","7.62","8","8"
"2016","35-65 y.","indirect migration background","7.61","8","652","4","7","9","10","7.45","7.77","8","8"
"2016","35-65 y.","no migration background","7.87","8","10186","5","7","9","10","7.83","7.91","8","8"
"2016","66 and older","direct migration background","7.66","8","401","5","7","9","10","7.49","7.83","8","8"
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","8.28","8","4361","6","8","10","10","8.24","8.32","8","9"
"2017","16-34 y.","direct migration background","7.2","8","1128","4","6","9","10","7.06","7.34","8","8"
"2017","16-34 y.","indirect migration background","7.54","8","946","5","7","9","10","7.39","7.69","8","8"
"2017","16-34 y.","no migration background","7.72","8","4024","5","7","9","10","7.66","7.78","8","8"
"2017","35-65 y.","direct migration background","7.6","8","3020","5","7","9","10","7.52","7.68","8","8"
"2017","35-65 y.","indirect migration background","7.56","8","722","4","6","9","10","7.4","7.72","8","8"
"2017","35-65 y.","no migration background","7.83","8","11638","5","7","9","10","7.8","7.86","8","8"
"2017","66 and older","direct migration background","7.7","8","429","5","7","9","10","7.53","7.87","8","8"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","8.26","8","4573","6","8","10","10","8.22","8.3","8","9"
"2018","16-34 y.","direct migration background","7.06","8","1035","4","6","9","10","6.92","7.2","8","8"
"2018","16-34 y.","indirect migration background","7.6","8","961","5","7","9","10","7.46","7.74","8","8"
"2018","16-34 y.","no migration background","7.65","8","3938","5","7","9","10","7.59","7.71","8","8"
"2018","35-65 y.","direct migration background","7.59","8","2910","5","7","9","10","7.51","7.67","8","8"
"2018","35-65 y.","indirect migration background","7.68","8","708","5","7","9","10","7.52","7.84","8","8"
"2018","35-65 y.","no migration background","7.8","8","11033","5","7","9","10","7.77","7.83","8","8"
"2018","66 and older","direct migration background","7.76","8","444","5","7","9","10","7.6","7.92","8","8"
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","8.26","8","4579","6","8","10","10","8.21","8.31","8","9"
"2019","16-34 y.","direct migration background","6.87","7","813","3","5","9","10","6.71","7.03","8","8"
"2019","16-34 y.","indirect migration background","7.64","8","878","5","7","9","10","7.49","7.79","8","8"
"2019","16-34 y.","no migration background","7.81","8","3700","5","7","9","10","7.75","7.87","8","8"
"2019","35-65 y.","direct migration background","7.62","8","2612","5","7","9","10","7.54","7.7","8","8"
"2019","35-65 y.","indirect migration background","7.78","8","790","5","7","9","10","7.64","7.92","8","8"
