"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","5.92","6","4129","5","5","7","7","5.89","5.95","6","6"
"2017","college entrance qualification","Male","5.65","6","3819","4","5","6","7","5.62","5.68","6","6"
"2017","lower secondary degree","Female","6","6","3034","5","6","7","7","5.96","6.04","6","6"
"2017","lower secondary degree","Male","5.67","6","3063","4","5","6","7","5.63","5.71","6","6"
"2017","no degree/no degree yet","Female","6.1","6","883","5","6","7","7","6.03","6.17","7","7"
"2017","no degree/no degree yet","Male","5.68","6","975","4","5","7","7","5.61","5.75","6","7"
"2017","Other degree","Female","6.1","6","2212","5","6","7","7","6.06","6.14","6","6"
"2017","Other degree","Male","5.83","6","2346","4","5","7","7","5.79","5.87","6","6"
"2017","secondary school degree","Female","6.01","6","4474","5","6","7","7","5.98","6.04","6","6"
"2017","secondary school degree","Male","5.65","6","3138","4","5","6","7","5.61","5.69","6","6"
"2018","college entrance qualification","Female","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","","","",""
"2019","college entrance qualification","Female","5.92","6","4269","5","5","7","7","5.89","5.95","6","6"
"2019","college entrance qualification","Male","5.64","6","4270","4","5","6","7","5.61","5.67","6","6"
"2019","lower secondary degree","Female","5.93","6","2566","4","5","7","7","5.89","5.97","6","6"
"2019","lower secondary degree","Male","5.64","6","2738","4","5","7","7","5.6","5.68","6","6"
"2019","no degree/no degree yet","Female","6.22","6","404","5","6","7","7","6.12","6.32","6","6"
"2019","no degree/no degree yet","Male","5.79","6","373","4","5","7","7","5.67","5.91","6","6"
"2019","Other degree","Female","6.03","6","1398","5","6","7","7","5.98","6.08","6","6"
"2019","Other degree","Male","5.8","6","1153","4","5","7","7","5.73","5.87","6","6"
"2019","secondary school degree","Female","5.98","6","4237","5","6","7","7","5.95","6.01","6","6"
"2019","secondary school degree","Male","5.63","6","3186","4","5","6","7","5.59","5.67","6","6"
