"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2013","no migration background","Male","5.59","6","7752","4","5","6","7","5.57","5.61","6","6"
"2014","direct migration background","Female","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","",""
"2017","direct migration background","Female","6.07","6","3527","5","6","7","7","6.04","6.1","6","7"
"2017","direct migration background","Male","5.85","6","3739","4","5","7","7","5.82","5.88","6","7"
"2017","indirect migration background","Female","6.11","6","926","5","6","7","7","6.05","6.17","6","6"
"2017","indirect migration background","Male","5.73","6","788","4","5","7","7","5.65","5.81","6","6"
"2017","no migration background","Female","5.98","6","10851","5","6","7","7","5.96","6","6","6"
"2017","no migration background","Male","5.64","6","9448","4","5","6","7","5.62","5.66","6","6"
"2018","direct migration background","Female","","","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","","","",""
"2019","direct migration background","Female","6.04","6","2096","5","6","7","7","6","6.08","6","6"
"2019","direct migration background","Male","5.83","6","1735","4","5","7","7","5.78","5.88","6","6"
"2019","indirect migration background","Female","6.09","6","902","5","6","7","7","6.03","6.15","6","6"
"2019","indirect migration background","Male","5.72","6","798","4","5","7","7","5.64","5.8","6","6"
"2019","no migration background","Female","5.94","6","10471","5","5","7","7","5.92","5.96","6","6"
"2019","no migration background","Male","5.62","6","9769","4","5","6","7","5.6","5.64","6","6"
