"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","5.84","6","55","4","5","7","7","5.55","6.13","6","6"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","5.85","6","1035","4","5","7","7","5.78","5.92","6","6"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","6.13","6","32","5","6","7","7","5.82","6.44","6","7"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","5.9","6","451","4","5","7","7","5.8","6","6","6"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","5.82","6","1251","5","5","6","7","5.76","5.88","6","6"
"2012","no migration background","Westdeutschland, alte Bundeslaender","5.77","6","4296","4","5","6","7","5.74","5.8","6","6"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","5.98","6","81","5","5","7","7","5.73","6.23","6","6"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","5.84","6","1602","4","5","7","7","5.79","5.89","6","6"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","5.79","5.53","45","5","5","6","7","5.52","6.06","5","6"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","5.79","6","670","4","5","7","7","5.71","5.87","6","6"
"2013","no migration background","Ostdeutschland, neue Bundeslaender","5.82","6","4334","4","5","7","7","5.79","5.85","6","6"
"2013","no migration background","Westdeutschland, alte Bundeslaender","5.75","6","12125","4","5","7","7","5.73","5.77","6","6"
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","6.06","6","836","5","6","7","7","5.99","6.13","7","7"
"2017","direct migration background","Westdeutschland, alte Bundeslaender","5.96","6","6430","5","5","7","7","5.93","5.99","6","7"
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","5.99","6","107","5","5","7","7","5.8","6.18","6","6"
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","5.91","6","1607","5","5","7","7","5.86","5.96","6","6"
"2017","no migration background","Ostdeutschland, neue Bundeslaender","5.85","6","5148","4","5","7","7","5.82","5.88","6","6"
"2017","no migration background","Westdeutschland, alte Bundeslaender","5.8","6","15151","4","5","7","7","5.78","5.82","6","6"
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","direct migration background","Ostdeutschland, neue Bundeslaender","5.89","6","290","5","5","7","7","5.76","6.02","6","6"
"2019","direct migration background","Westdeutschland, alte Bundeslaender","5.94","6","3538","5","5","7","7","5.9","5.98","6","6"
"2019","indirect migration background","Ostdeutschland, neue Bundeslaender","5.6","6","133","4","5","6","7","5.43","5.77","6","6"
"2019","indirect migration background","Westdeutschland, alte Bundeslaender","5.92","6","1562","4","5","7","7","5.87","5.97","6","6"
"2019","no migration background","Ostdeutschland, neue Bundeslaender","5.83","6","5142","4","5","7","7","5.8","5.86","6","6"
"2019","no migration background","Westdeutschland, alte Bundeslaender","5.77","6","15036","4","5","7","7","5.75","5.79","6","6"
