"hgowner","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1992","Not Employed","(Married) couple without C. ","701","0.464130472549696","0.437751225537919","0.490509719561473","2"
"Main tenant","1992","Not Employed","1-pers.-HH","489","0.723849605218623","0.690319513274273","0.757379697162973","2"
"Main tenant","1992","Not Employed","Single parent ","110","0.563814689332398","0.492160284888206","0.63546909377659","2"
"Main tenant","1992","Not Employed","Couple + C. LE 16 ","369","0.561266491500095","0.521088868155551","0.601444114844638","2"
"Main tenant","1992","Not Employed","Couple + C. GT 16 ","343","0.320671626304291","0.2883493471117","0.352993905496881","2"
"Main tenant","1992","Not Employed","Couple + C. LE and GT 16","187","0.518123472495481","0.461954585404247","0.574292359586714","2"
"Main tenant","1992","Employed","1-pers.-HH","511","0.766252793602166","0.734159143769879","0.798346443434452","2"
"Main tenant","1992","Employed","(Married) couple without C. ","1293","0.60945627470213","0.587588214758199","0.631324334646062","2"
"Main tenant","1992","Employed","Single parent ","311","0.598675221415345","0.553784252299549","0.643566190531141","2"
"Main tenant","1992","Employed","Couple + C. LE and GT 16","508","0.510417046773362","0.476987750200205","0.543846343346518","2"
"Main tenant","1992","Employed","Couple + C. LE 16 ","1675","0.545884372831332","0.527145787404769","0.564622958257895","2"
"Main tenant","1992","Employed","Couple + C. GT 16 ","892","0.349475525289376","0.328247411438667","0.370703639140086","2"
"Owner","1992","Not Employed","1-pers.-HH","169","0.238231601401325","0.20628321706024","0.270179985742411","1"
"Owner","1992","Not Employed","(Married) couple without C. ","653","0.518467821549946","0.492038477582431","0.544897165517461","1"
"Owner","1992","Not Employed","Single parent ","68","0.388943790946503","0.318503169035086","0.459384412857919","1"
"Owner","1992","Not Employed","Couple + C. LE 16 ","202","0.414375640029432","0.374490974165185","0.454260305893679","1"
"Owner","1992","Not Employed","Couple + C. LE and GT 16","117","0.48187652750452","0.425707640413286","0.538045414595753","1"
"Owner","1992","Not Employed","Couple + C. GT 16 ","444","0.664547693749448","0.631850513490292","0.697244874008604","1"
"Owner","1992","Employed","1-pers.-HH","95","0.152755027146785","0.125473912168193","0.180036142125377","1"
"Owner","1992","Employed","Couple + C. LE and GT 16","345","0.486652036315233","0.453227399008742","0.520076673621725","1"
"Owner","1992","Employed","(Married) couple without C. ","561","0.355679396914504","0.334221630619035","0.377137163209973","1"
"Owner","1992","Employed","Single parent ","134","0.370778946295268","0.326543082945111","0.415014809645425","1"
"Owner","1992","Employed","Couple + C. LE 16 ","959","0.424299715090798","0.405698648792169","0.442900781389427","1"
"Owner","1992","Employed","Couple + C. GT 16 ","1020","0.638033506467048","0.61663777526257","0.659429237671527","1"
"Resident or shared accommodation","1992","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1992","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1992","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1992","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1992","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1992","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1992","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1992","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1992","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1992","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1992","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1992","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1992","Not Employed","1-pers.-HH","23","","","","3"
"Subtenant","1992","Not Employed","(Married) couple without C. ","17","","","","3"
"Subtenant","1992","Not Employed","Single parent ","6","","","","3"
"Subtenant","1992","Not Employed","Couple + C. LE 16 ","15","","","","3"
"Subtenant","1992","Not Employed","Couple + C. GT 16 ","14","","","","3"
"Subtenant","1992","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Subtenant","1992","Employed","(Married) couple without C. ","56","0.0333416760005725","0.025294669391228","0.0413886826099169","3"
"Subtenant","1992","Employed","1-pers.-HH","62","0.0809921792510492","0.0603031075019239","0.101681251000175","3"
"Subtenant","1992","Employed","Single parent ","13","","","","3"
"Subtenant","1992","Employed","Couple + C. LE 16 ","76","0.0283782551284156","0.0221287632831329","0.0346277469736984","3"
"Subtenant","1992","Employed","Couple + C. GT 16 ","26","","","","3"
"Subtenant","1992","Employed","Couple + C. LE and GT 16","6","","","","3"
"Tenant","1992","Not Employed","1-pers.-HH","2","","","","4"
"Tenant","1992","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1992","Not Employed","(Married) couple without C. ","2","","","","4"
"Tenant","1992","Not Employed","Single parent ","","","","","4"
"Tenant","1992","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1992","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1992","Employed","1-pers.-HH","","","","","4"
"Tenant","1992","Employed","(Married) couple without C. ","2","","","","4"
"Tenant","1992","Employed","Single parent ","","","","","4"
"Tenant","1992","Employed","Couple + C. LE 16 ","2","","","","4"
"Tenant","1992","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1992","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1993","Not Employed","Single parent ","126","0.607386444323621","0.539367374495929","0.675405514151313","2"
"Main tenant","1993","Not Employed","(Married) couple without C. ","762","0.461360669002252","0.435842446435595","0.486878891568909","2"
"Main tenant","1993","Not Employed","1-pers.-HH","507","0.694647773988665","0.660842364929886","0.728453183047444","2"
"Main tenant","1993","Not Employed","Couple + C. LE 16 ","400","0.587369828276994","0.547977760978802","0.626761895575186","2"
"Main tenant","1993","Not Employed","Couple + C. GT 16 ","367","0.346312573524834","0.312640519879456","0.379984627170212","2"
"Main tenant","1993","Not Employed","Couple + C. LE and GT 16","189","0.471889730962664","0.417616087168201","0.526163374757128","2"
"Main tenant","1993","Employed","(Married) couple without C. ","1220","0.587195340954165","0.564880649644963","0.609510032263367","2"
"Main tenant","1993","Employed","1-pers.-HH","542","0.777232127237596","0.746473136635079","0.807991117840112","2"
"Main tenant","1993","Employed","Single parent ","281","0.615579269439975","0.56849221155972","0.662666327320229","2"
"Main tenant","1993","Employed","Couple + C. LE 16 ","1522","0.520977270967597","0.501480486151831","0.540474055783363","2"
"Main tenant","1993","Employed","Couple + C. LE and GT 16","526","0.520708767751401","0.48743619889803","0.553981336604771","2"
"Main tenant","1993","Employed","Couple + C. GT 16 ","842","0.345016975664003","0.323231026176249","0.366802925151757","2"
"Owner","1993","Not Employed","1-pers.-HH","173","0.248922839602918","0.217184954965013","0.280660724240823","1"
"Owner","1993","Not Employed","(Married) couple without C. ","682","0.524872034656449","0.499308958171209","0.550435111141689","1"
"Owner","1993","Not Employed","Single parent ","66","0.352321129013952","0.285783900816465","0.418858357211439","1"
"Owner","1993","Not Employed","Couple + C. LE 16 ","188","0.385375419272214","0.346433313372959","0.424317525171468","1"
"Owner","1993","Not Employed","Couple + C. LE and GT 16","136","0.528110269037336","0.473836625242872","0.582383912831799","1"
"Owner","1993","Not Employed","Couple + C. GT 16 ","384","0.638136308464096","0.604128422041272","0.672144194886919","1"
"Owner","1993","Employed","1-pers.-HH","106","0.153100607915408","0.126482646165219","0.179718569665597","1"
"Owner","1993","Employed","(Married) couple without C. ","579","0.38271974340672","0.360690026595292","0.404749460218147","1"
"Owner","1993","Employed","Couple + C. GT 16 ","965","0.64164526031468","0.619669429140081","0.663621091489278","1"
"Owner","1993","Employed","Couple + C. LE and GT 16","336","0.477099140117069","0.443832944275721","0.510365335958417","1"
"Owner","1993","Employed","Single parent ","116","0.351266846730777","0.305059844874794","0.39747384858676","1"
"Owner","1993","Employed","Couple + C. LE 16 ","925","0.445970015762111","0.426570315722617","0.465369715801604","1"
"Resident or shared accommodation","1993","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1993","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1993","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1993","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1993","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1993","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1993","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1993","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1993","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1993","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1993","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1993","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1993","Not Employed","1-pers.-HH","33","0.056429386408417","0.0394921248817538","0.0733666479350802","3"
"Subtenant","1993","Not Employed","(Married) couple without C. ","22","","","","3"
"Subtenant","1993","Not Employed","Couple + C. LE 16 ","12","","","","3"
"Subtenant","1993","Not Employed","Single parent ","6","","","","3"
"Subtenant","1993","Not Employed","Couple + C. GT 16 ","16","","","","3"
"Subtenant","1993","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Subtenant","1993","Employed","1-pers.-HH","55","0.0696672648469966","0.0508479434178399","0.0884865862761532","3"
"Subtenant","1993","Employed","(Married) couple without C. ","71","0.030084915639115","0.0223426415215076","0.0378271897567223","3"
"Subtenant","1993","Employed","Single parent ","13","","","","3"
"Subtenant","1993","Employed","Couple + C. LE 16 ","75","0.0330527132702924","0.026075523947225","0.0400299025933599","3"
"Subtenant","1993","Employed","Couple + C. GT 16 ","22","","","","3"
"Subtenant","1993","Employed","Couple + C. LE and GT 16","4","","","","3"
"Tenant","1993","Not Employed","1-pers.-HH","","","","","4"
"Tenant","1993","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1993","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1993","Not Employed","Single parent ","","","","","4"
"Tenant","1993","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1993","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1993","Employed","1-pers.-HH","","","","","4"
"Tenant","1993","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1993","Employed","Single parent ","","","","","4"
"Tenant","1993","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1993","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1993","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1994","Not Employed","(Married) couple without C. ","798","0.461850469456715","0.436812430147362","0.486888508766068","2"
"Main tenant","1994","Not Employed","1-pers.-HH","509","0.68008078125278","0.646244153212954","0.713917409292605","2"
"Main tenant","1994","Not Employed","Couple + C. LE 16 ","415","0.551182152467478","0.512975390800437","0.58938891413452","2"
"Main tenant","1994","Not Employed","Single parent ","125","0.570799858647041","0.502373737979205","0.639225979314878","2"
"Main tenant","1994","Not Employed","Couple + C. GT 16 ","386","0.353160470702798","0.32008201495068","0.386238926454917","2"
"Main tenant","1994","Not Employed","Couple + C. LE and GT 16","183","0.454959912316132","0.401151406719587","0.508768417912678","2"
"Main tenant","1994","Employed","1-pers.-HH","518","0.763553546609645","0.731664461829228","0.795442631390062","2"
"Main tenant","1994","Employed","(Married) couple without C. ","1229","0.585728164907442","0.563473091076423","0.60798323873846","2"
"Main tenant","1994","Employed","Single parent ","264","0.645700959316226","0.597547311727274","0.693854606905177","2"
"Main tenant","1994","Employed","Couple + C. LE and GT 16","480","0.477561711210847","0.444041571164837","0.511081851256857","2"
"Main tenant","1994","Employed","Couple + C. GT 16 ","777","0.350461262281314","0.327537073883349","0.373385450679279","2"
"Main tenant","1994","Employed","Couple + C. LE 16 ","1414","0.522289178714067","0.502196132310882","0.542382225117252","2"
"Owner","1994","Not Employed","1-pers.-HH","184","0.256473131110211","0.224795264078259","0.288150998142163","1"
"Owner","1994","Not Employed","(Married) couple without C. ","702","0.523990364385167","0.498908046839169","0.549072681931164","1"
"Owner","1994","Not Employed","Single parent ","72","0.381417572867392","0.314267080629515","0.448568065105269","1"
"Owner","1994","Not Employed","Couple + C. LE 16 ","216","0.425551304339264","0.387570935012445","0.463531673666083","1"
"Owner","1994","Not Employed","Couple + C. LE and GT 16","144","0.542592834818027","0.488761065905023","0.59642460373103","1"
"Owner","1994","Not Employed","Couple + C. GT 16 ","409","0.640277902646918","0.607063325934289","0.673492479359548","1"
"Owner","1994","Employed","1-pers.-HH","104","0.163952387731512","0.136166115770794","0.19173865969223","1"
"Owner","1994","Employed","(Married) couple without C. ","577","0.380832724844049","0.358894099640004","0.402771350048094","1"
"Owner","1994","Employed","Couple + C. LE 16 ","911","0.461543134968344","0.441489673831353","0.481596596105334","1"
"Owner","1994","Employed","Couple + C. LE and GT 16","364","0.516661931907224","0.483126623233097","0.550197240581351","1"
"Owner","1994","Employed","Single parent ","106","0.332895604986115","0.285451810311846","0.380339399660383","1"
"Owner","1994","Employed","Couple + C. GT 16 ","872","0.637512816395552","0.614415463061355","0.660610169729749","1"
"Resident or shared accommodation","1994","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1994","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1994","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1994","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1994","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1994","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1994","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1994","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1994","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1994","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1994","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1994","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1994","Not Employed","1-pers.-HH","37","0.0634460876370094","0.045763106829815","0.0811290684442038","3"
"Subtenant","1994","Not Employed","(Married) couple without C. ","23","","","","3"
"Subtenant","1994","Not Employed","Single parent ","4","","","","3"
"Subtenant","1994","Not Employed","Couple + C. LE 16 ","20","","","","3"
"Subtenant","1994","Not Employed","Couple + C. GT 16 ","7","","","","3"
"Subtenant","1994","Not Employed","Couple + C. LE and GT 16","2","","","","3"
"Subtenant","1994","Employed","1-pers.-HH","60","0.0724940656588429","0.0530330509634667","0.091955080354219","3"
"Subtenant","1994","Employed","(Married) couple without C. ","76","0.0334391102485093","0.0253167874153758","0.0415614330816428","3"
"Subtenant","1994","Employed","Single parent ","9","","","","3"
"Subtenant","1994","Employed","Couple + C. LE 16 ","49","0.0161676863175895","0.0110943668317462","0.0212410058034328","3"
"Subtenant","1994","Employed","Couple + C. GT 16 ","15","","","","3"
"Subtenant","1994","Employed","Couple + C. LE and GT 16","9","","","","3"
"Tenant","1994","Not Employed","1-pers.-HH","","","","","4"
"Tenant","1994","Not Employed","Single parent ","","","","","4"
"Tenant","1994","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1994","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1994","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1994","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1994","Employed","1-pers.-HH","","","","","4"
"Tenant","1994","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1994","Employed","Single parent ","","","","","4"
"Tenant","1994","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1994","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1994","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1995","Not Employed","(Married) couple without C. ","850","0.472237008543223","0.447423831728593","0.497050185357852","2"
"Main tenant","1995","Not Employed","Single parent ","149","0.569731738737312","0.505181369005498","0.634282108469125","2"
"Main tenant","1995","Not Employed","1-pers.-HH","510","0.657768096541423","0.623698530354551","0.691837662728295","2"
"Main tenant","1995","Not Employed","Couple + C. LE 16 ","481","0.543066316388993","0.50697974920704","0.579152883570946","2"
"Main tenant","1995","Not Employed","Couple + C. GT 16 ","405","0.344082687166305","0.311704592093606","0.376460782239003","2"
"Main tenant","1995","Not Employed","Couple + C. LE and GT 16","237","0.503509917413152","0.454512025105324","0.55250780972098","2"
"Main tenant","1995","Employed","1-pers.-HH","553","0.771184537737645","0.740394025701344","0.801975049773945","2"
"Main tenant","1995","Employed","(Married) couple without C. ","1262","0.558954086261919","0.537039937534883","0.580868234988955","2"
"Main tenant","1995","Employed","Couple + C. LE 16 ","1431","0.493488807140084","0.47359417700111","0.513383437279058","2"
"Main tenant","1995","Employed","Single parent ","265","0.600619199062393","0.55201106112965","0.649227336995136","2"
"Main tenant","1995","Employed","Couple + C. GT 16 ","795","0.34869367784299","0.325905576944338","0.371481778741641","2"
"Main tenant","1995","Employed","Couple + C. LE and GT 16","472","0.467861849117728","0.434318251268588","0.501405446966869","2"
"Owner","1995","Not Employed","1-pers.-HH","196","0.286319858159342","0.253859934350307","0.318779781968378","1"
"Owner","1995","Not Employed","(Married) couple without C. ","671","0.504576420346047","0.479725944652585","0.529426896039508","1"
"Owner","1995","Not Employed","Single parent ","72","0.382521319885062","0.319158765375549","0.445883874394576","1"
"Owner","1995","Not Employed","Couple + C. LE 16 ","226","0.419221501674372","0.383476148705613","0.45496685464313","1"
"Owner","1995","Not Employed","Couple + C. GT 16 ","408","0.645015270736296","0.612402689788779","0.677627851683814","1"
"Owner","1995","Not Employed","Couple + C. LE and GT 16","160","0.493522511403561","0.444527523757174","0.542517499049947","1"
"Owner","1995","Employed","1-pers.-HH","96","0.146014752213257","0.120131513228693","0.17189799119782","1"
"Owner","1995","Employed","(Married) couple without C. ","637","0.400287273665274","0.37866247067356","0.421912076656988","1"
"Owner","1995","Employed","Single parent ","116","0.376866137661039","0.328771127362762","0.424961147959316","1"
"Owner","1995","Employed","Couple + C. GT 16 ","864","0.636721344133625","0.613723448678384","0.659719239588866","1"
"Owner","1995","Employed","Couple + C. LE 16 ","942","0.488458307921269","0.468567292186118","0.508349323656421","1"
"Owner","1995","Employed","Couple + C. LE and GT 16","366","0.525469479561282","0.491900012124505","0.559038946998059","1"
"Resident or shared accommodation","1995","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1995","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1995","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1995","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1995","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1995","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1995","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1995","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1995","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1995","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1995","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1995","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1995","Not Employed","1-pers.-HH","39","0.0559120452992346","0.0394141374820345","0.0724099531164347","3"
"Subtenant","1995","Not Employed","(Married) couple without C. ","34","0.0231865711107309","0.0157064785927182","0.0306666636287435","3"
"Subtenant","1995","Not Employed","Single parent ","5","","","","3"
"Subtenant","1995","Not Employed","Couple + C. LE 16 ","25","","","","3"
"Subtenant","1995","Not Employed","Couple + C. GT 16 ","14","","","","3"
"Subtenant","1995","Not Employed","Couple + C. LE and GT 16","3","","","","3"
"Subtenant","1995","Employed","1-pers.-HH","66","0.0828007100490988","0.0626010548820619","0.103000365216136","3"
"Subtenant","1995","Employed","Single parent ","9","","","","3"
"Subtenant","1995","Employed","(Married) couple without C. ","73","0.0407586400728077","0.0320315707379755","0.04948570940764","3"
"Subtenant","1995","Employed","Couple + C. LE 16 ","53","0.0180528849386467","0.0127547861844226","0.0233509836928708","3"
"Subtenant","1995","Employed","Couple + C. GT 16 ","21","","","","3"
"Subtenant","1995","Employed","Couple + C. LE and GT 16","12","","","","3"
"Tenant","1995","Not Employed","1-pers.-HH","","","","","4"
"Tenant","1995","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1995","Not Employed","Single parent ","","","","","4"
"Tenant","1995","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1995","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1995","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1995","Employed","1-pers.-HH","","","","","4"
"Tenant","1995","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1995","Employed","Single parent ","","","","","4"
"Tenant","1995","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1995","Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1995","Employed","Couple + C. GT 16 ","","","","","4"
"Main tenant","1996","Not Employed","1-pers.-HH","526","0.67242691508141","0.638725618921987","0.706128211240834","2"
"Main tenant","1996","Not Employed","(Married) couple without C. ","852","0.463093670693623","0.43840502442505","0.487782316962195","2"
"Main tenant","1996","Not Employed","Single parent ","151","0.626711592209483","0.563929355623269","0.689493828795697","2"
"Main tenant","1996","Not Employed","Couple + C. LE 16 ","422","0.550419572657171","0.512808641401247","0.588030503913095","2"
"Main tenant","1996","Not Employed","Couple + C. LE and GT 16","201","0.446564417073067","0.394703960608993","0.498424873537141","2"
"Main tenant","1996","Not Employed","Couple + C. GT 16 ","386","0.342458639226718","0.309555275168092","0.375362003285345","2"
"Main tenant","1996","Employed","1-pers.-HH","570","0.763074217416119","0.73254191843081","0.793606516401428","2"
"Main tenant","1996","Employed","(Married) couple without C. ","1269","0.556348556356778","0.534596833324799","0.578100279388757","2"
"Main tenant","1996","Employed","Single parent ","286","0.610504369954492","0.564198187922453","0.656810551986531","2"
"Main tenant","1996","Employed","Couple + C. GT 16 ","721","0.368605869852335","0.34480318289176","0.392408556812909","2"
"Main tenant","1996","Employed","Couple + C. LE and GT 16","475","0.438623023169754","0.406222001382454","0.471024044957053","2"
"Main tenant","1996","Employed","Couple + C. LE 16 ","1323","0.488175896725767","0.467909932659112","0.508441860792423","2"
"Owner","1996","Not Employed","1-pers.-HH","188","0.276289724098783","0.24418013924435","0.308399308953216","1"
"Owner","1996","Not Employed","(Married) couple without C. ","689","0.522655502326821","0.497924750653425","0.547386254000218","1"
"Owner","1996","Not Employed","Single parent ","71","0.338891092166513","0.277451652150464","0.400330532182563","1"
"Owner","1996","Not Employed","Couple + C. LE 16 ","227","0.426611157956537","0.389216963827293","0.46400535208578","1"
"Owner","1996","Not Employed","Couple + C. LE and GT 16","149","0.547930509403639","0.496011538098027","0.599849480709251","1"
"Owner","1996","Not Employed","Couple + C. GT 16 ","401","0.652202579095641","0.619178620137306","0.685226538053976","1"
"Owner","1996","Employed","1-pers.-HH","105","0.149952824605289","0.124315730688428","0.175589918522151","1"
"Owner","1996","Employed","(Married) couple without C. ","661","0.41414633561337","0.392580280075414","0.435712391151326","1"
"Owner","1996","Employed","Single parent ","125","0.357482619016905","0.311971952365927","0.402993285667884","1"
"Owner","1996","Employed","Couple + C. LE 16 ","960","0.489932967072658","0.469665443162799","0.510200490982518","1"
"Owner","1996","Employed","Couple + C. GT 16 ","829","0.616392320065351","0.592400298245761","0.640384341884941","1"
"Owner","1996","Employed","Couple + C. LE and GT 16","413","0.549250687960516","0.5167615239444","0.581739851976631","1"
"Resident or shared accommodation","1996","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1996","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1996","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1996","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1996","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1996","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1996","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1996","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1996","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1996","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1996","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1996","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1996","Not Employed","1-pers.-HH","31","0.0512833608198064","0.0354444084524977","0.0671223131871151","3"
"Subtenant","1996","Not Employed","(Married) couple without C. ","26","","","","3"
"Subtenant","1996","Not Employed","Single parent ","6","","","","3"
"Subtenant","1996","Not Employed","Couple + C. GT 16 ","12","","","","3"
"Subtenant","1996","Not Employed","Couple + C. LE 16 ","23","","","","3"
"Subtenant","1996","Not Employed","Couple + C. LE and GT 16","3","","","","3"
"Subtenant","1996","Employed","1-pers.-HH","70","0.0869729579785917","0.0667379259853443","0.107207989971839","3"
"Subtenant","1996","Employed","(Married) couple without C. ","74","0.0295051080298521","0.0220963661556086","0.0369138499040956","3"
"Subtenant","1996","Employed","Couple + C. LE 16 ","54","0.0218911362015745","0.0159585168555599","0.027823755547589","3"
"Subtenant","1996","Employed","Single parent ","15","","","","3"
"Subtenant","1996","Employed","Couple + C. GT 16 ","28","","","","3"
"Subtenant","1996","Employed","Couple + C. LE and GT 16","13","","","","3"
"Tenant","1996","Not Employed","1-pers.-HH","","","","","4"
"Tenant","1996","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1996","Not Employed","Single parent ","","","","","4"
"Tenant","1996","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1996","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1996","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1996","Employed","1-pers.-HH","","","","","4"
"Tenant","1996","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1996","Employed","Single parent ","","","","","4"
"Tenant","1996","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1996","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1996","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1997","Not Employed","1-pers.-HH","507","0.655588475216579","0.621352183036237","0.689824767396922","2"
"Main tenant","1997","Not Employed","(Married) couple without C. ","890","0.456115502741531","0.432068539245587","0.480162466237475","2"
"Main tenant","1997","Not Employed","Single parent ","155","0.711392149582471","0.651104711578251","0.771679587586691","2"
"Main tenant","1997","Not Employed","Couple + C. LE 16 ","419","0.582559092475095","0.544965411055604","0.620152773894587","2"
"Main tenant","1997","Not Employed","Couple + C. GT 16 ","388","0.336113800135107","0.303482066790158","0.368745533480057","2"
"Main tenant","1997","Not Employed","Couple + C. LE and GT 16","176","0.357488021320649","0.308117789415826","0.406858253225472","2"
"Main tenant","1997","Employed","1-pers.-HH","574","0.791831454238882","0.762237508633304","0.821425399844461","2"
"Main tenant","1997","Employed","(Married) couple without C. ","1217","0.548361346466228","0.526380004533953","0.570342688398504","2"
"Main tenant","1997","Employed","Single parent ","290","0.62192781510671","0.575608258125246","0.668247372088174","2"
"Main tenant","1997","Employed","Couple + C. LE 16 ","1222","0.473351606335155","0.452426098379391","0.494277114290918","2"
"Main tenant","1997","Employed","Couple + C. LE and GT 16","376","0.337972930837832","0.306192327076312","0.369753534599352","2"
"Main tenant","1997","Employed","Couple + C. GT 16 ","690","0.354978033187458","0.331346287521409","0.378609778853507","2"
"Owner","1997","Not Employed","1-pers.-HH","195","0.281212097754217","0.248819214133801","0.313604981374634","1"
