"hgowner","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2005","Rural Area","East Germany","1377","0.494759917692218","0.47768602897399","0.511833806410446"
"3","2005","Urban Area","West Germany","216","0.0270019407918402","0.024121233918778","0.0298826476649025"
"3","2005","Urban Area","East Germany","32","0.0163810613605559","0.010465872244104","0.0222962504770077"
"3","2005","Rural Area","West Germany","71","0.0188602745295516","0.0144079954047531","0.0233125536543501"
"3","2005","Rural Area","East Germany","72","0.0298507912750667","0.0240393549405799","0.0356622276095534"
"4","2005","Urban Area","West Germany","","","",""
"4","2005","Urban Area","East Germany","","","",""
"4","2005","Rural Area","West Germany","","","",""
"4","2005","Rural Area","East Germany","2","","",""
"5","2005","Urban Area","West Germany","15","","",""
"5","2005","Urban Area","East Germany","3","","",""
"5","2005","Rural Area","West Germany","12","","",""
"5","2005","Rural Area","East Germany","7","","",""
"1","2006","Urban Area","West Germany","6872","0.434754121932334","0.426228668094592","0.443279575770076"
"1","2006","Urban Area","East Germany","628","0.225086949622388","0.206066129209745","0.24410777003503"
"1","2006","Rural Area","West Germany","2688","0.610784983910423","0.595673352286018","0.625896615534828"
"1","2006","Rural Area","East Germany","1968","0.463506654727452","0.447079716780987","0.479933592673917"
"2","2006","Urban Area","West Germany","5917","0.542681130440633","0.534113536555753","0.551248724325512"
"2","2006","Urban Area","East Germany","1178","0.750259199534003","0.730545051460924","0.769973347607081"
"2","2006","Rural Area","West Germany","1234","0.361885966131851","0.346992101312072","0.37677983095163"
"2","2006","Rural Area","East Germany","1477","0.501099509027766","0.484628681699755","0.517570336355776"
"3","2006","Urban Area","West Germany","178","0.0202890721550684","0.0178643776932634","0.0227137666168733"
"3","2006","Urban Area","East Germany","42","0.0213451000788962","0.0147625907242328","0.0279276094335596"
"3","2006","Rural Area","West Germany","65","0.0220955039608541","0.0175396209215372","0.026651387000171"
"3","2006","Rural Area","East Germany","84","0.0305484940444176","0.0248795207955869","0.0362174672932482"
"4","2006","Urban Area","West Germany","","","",""
"4","2006","Urban Area","East Germany","","","",""
"4","2006","Rural Area","West Germany","","","",""
"4","2006","Rural Area","East Germany","2","","",""
"5","2006","Urban Area","West Germany","21","","",""
"5","2006","Urban Area","East Germany","4","","",""
"5","2006","Rural Area","West Germany","12","","",""
"5","2006","Rural Area","East Germany","9","","",""
"1","2007","Urban Area","West Germany","6448","0.445084685968711","0.436228923038093","0.453940448899329"
"1","2007","Urban Area","East Germany","591","0.235093594682183","0.215299005992151","0.254888183372214"
"1","2007","Rural Area","West Germany","2502","0.606301531132002","0.590670594437267","0.621932467826737"
"1","2007","Rural Area","East Germany","1866","0.4626655294007","0.445783805233093","0.479547253568307"
"2","2007","Urban Area","West Germany","5444","0.530693263147258","0.52180040259081","0.539586123703705"
"2","2007","Urban Area","East Germany","1132","0.736474406701007","0.715910190347775","0.757038623054239"
"2","2007","Rural Area","West Germany","1176","0.362857925963641","0.347474776552565","0.378241075374717"
"2","2007","Rural Area","East Germany","1405","0.500623273728066","0.483694303391094","0.517552244065039"
"3","2007","Urban Area","West Germany","184","0.0216122466970329","0.0190210715889859","0.02420342180508"
"3","2007","Urban Area","East Germany","36","0.0240550664067996","0.0169028956949925","0.0312072371186067"
"3","2007","Rural Area","West Germany","60","0.0233475324564447","0.0185163957313365","0.0281786691815528"
"3","2007","Rural Area","East Germany","69","0.0318540783219324","0.0259082302348075","0.0377999264090573"
"4","2007","Urban Area","West Germany","","","",""
"4","2007","Urban Area","East Germany","","","",""
"4","2007","Rural Area","West Germany","","","",""
"4","2007","Rural Area","East Germany","2","","",""
"5","2007","Urban Area","West Germany","22","","",""
"5","2007","Urban Area","East Germany","4","","",""
"5","2007","Rural Area","West Germany","15","","",""
"5","2007","Rural Area","East Germany","9","","",""
"1","2008","Urban Area","West Germany","6124","0.4548258450961","0.445658434485336","0.463993255706864"
"1","2008","Urban Area","East Germany","554","0.231825744706121","0.211724159006998","0.251927330405245"
"1","2008","Rural Area","West Germany","2396","0.6094105122459","0.593290932925921","0.62553009156588"
"1","2008","Rural Area","East Germany","1769","0.483158406655345","0.465679801748368","0.500637011562322"
"2","2008","Urban Area","West Germany","5020","0.522081253110503","0.51288517673432","0.531277329486685"
"2","2008","Urban Area","East Germany","1106","0.732628097757357","0.711545735075476","0.753710460439238"
"2","2008","Rural Area","West Germany","1044","0.358969753369333","0.343120578874209","0.374818927864456"
"2","2008","Rural Area","East Germany","1290","0.476082121520531","0.458613613537917","0.493550629503145"
"3","2008","Urban Area","West Germany","166","0.0197566742882392","0.0171946670412392","0.0223186815352391"
"3","2008","Urban Area","East Germany","30","0.0322268819240322","0.0238145667956078","0.0406391970524565"
"3","2008","Rural Area","West Germany","67","0.0255367205786599","0.0203247283559184","0.0307487128014014"
"3","2008","Rural Area","East Germany","71","0.0356754803954923","0.029187944307037","0.0421630164839477"
"4","2008","Urban Area","West Germany","","","",""
"4","2008","Urban Area","East Germany","","","",""
"4","2008","Rural Area","West Germany","","","",""
"4","2008","Rural Area","East Germany","2","","",""
"5","2008","Urban Area","West Germany","24","","",""
"5","2008","Urban Area","East Germany","3","","",""
"5","2008","Rural Area","West Germany","12","","",""
"5","2008","Rural Area","East Germany","8","","",""
"1","2009","Urban Area","West Germany","5676","0.462586645983531","0.453021072289554","0.472152219677507"
"1","2009","Urban Area","East Germany","544","0.243400107578354","0.222392584449343","0.264407630707364"
"1","2009","Rural Area","West Germany","2222","0.599207798176104","0.582573148730821","0.615842447621388"
"1","2009","Rural Area","East Germany","1699","0.495146747375148","0.477222757988772","0.513070736761523"
"2","2009","Urban Area","West Germany","4578","0.512960516117061","0.503371273576439","0.522549758657683"
"2","2009","Urban Area","East Germany","1013","0.718928631451949","0.696923066442389","0.740934196461508"
"2","2009","Rural Area","West Germany","1038","0.368788602865235","0.352411334910687","0.385165870819783"
"2","2009","Rural Area","East Germany","1204","0.47245071470982","0.454553110155596","0.490348319264045"
"3","2009","Urban Area","West Germany","160","0.0211582857818295","0.0183973473433763","0.0239192242202827"
"3","2009","Urban Area","East Germany","45","0.0361718604512069","0.027031431988471","0.0453122889139428"
"3","2009","Rural Area","West Germany","63","0.0264480689364577","0.0210012637960821","0.0318948740768333"
"3","2009","Rural Area","East Germany","79","0.029659551795012","0.0235777887831266","0.0357413148068974"
"4","2009","Urban Area","West Germany","","","",""
"4","2009","Urban Area","East Germany","","","",""
"4","2009","Rural Area","West Germany","","","",""
"4","2009","Rural Area","East Germany","2","","",""
"5","2009","Urban Area","West Germany","23","","",""
"5","2009","Urban Area","East Germany","1","","",""
"5","2009","Rural Area","West Germany","11","","",""
"5","2009","Rural Area","East Germany","5","","",""
"1","2010","Urban Area","West Germany","6954","0.473081320971356","0.46483742900094","0.481325212941771"
"1","2010","Urban Area","East Germany","591","0.255299401599613","0.236035187609976","0.274563615589251"
"1","2010","Rural Area","West Germany","2971","0.593813308982162","0.57992692393932","0.607699694025005"
"1","2010","Rural Area","East Germany","1885","0.50901880761431","0.492617662929237","0.525419952299382"
"2","2010","Urban Area","West Germany","6933","0.502455838488856","0.494200072768977","0.510711604208734"
"2","2010","Urban Area","East Germany","1334","0.711611523315932","0.691596966333442","0.731626080298422"
"2","2010","Rural Area","West Germany","1754","0.379736080676072","0.366013664506066","0.393458496846077"
"2","2010","Rural Area","East Germany","1587","0.462801110276542","0.44644275762875","0.479159462924334"
"3","2010","Urban Area","West Germany","178","0.020824578607262","0.018466756924035","0.023182400290489"
"3","2010","Urban Area","East Germany","40","0.030872483683971","0.0232303999633125","0.0385145674046295"
"3","2010","Rural Area","West Germany","68","0.0205863745682218","0.0165714776341677","0.024601271502276"
"3","2010","Rural Area","East Germany","89","0.02540270460331","0.0202405929126538","0.0305648162939663"
"4","2010","Urban Area","West Germany","","","",""
"4","2010","Urban Area","East Germany","","","",""
"4","2010","Rural Area","West Germany","3","","",""
"4","2010","Rural Area","East Germany","4","","",""
"5","2010","Urban Area","West Germany","25","","",""
"5","2010","Urban Area","East Germany","3","","",""
"5","2010","Rural Area","West Germany","9","","",""
"5","2010","Rural Area","East Germany","4","","",""
"1","2011","Urban Area","West Germany","8367","0.484901253634268","0.47726539549123","0.492537111777307"
"1","2011","Urban Area","East Germany","644","0.247227163767459","0.229600511191501","0.264853816343417"
"1","2011","Rural Area","West Germany","3829","0.606107013014114","0.593891390833651","0.618322635194576"
"1","2011","Rural Area","East Germany","2148","0.49463421048309","0.479352691235667","0.509915729730514"
"2","2011","Urban Area","West Germany","7872","0.494332103421318","0.48669325221381","0.501970954628827"
"2","2011","Urban Area","East Germany","1621","0.727800351411656","0.709614246493908","0.745986456329403"
"2","2011","Rural Area","West Germany","2227","0.368048652085322","0.355991458020696","0.380105846149948"
"2","2011","Rural Area","East Germany","1880","0.480764686843762","0.465493600638032","0.496035773049493"
"3","2011","Urban Area","West Germany","189","0.0175090686852742","0.015505142362304","0.0195129950082444"
"3","2011","Urban Area","East Germany","31","0.0216035576075547","0.0156632374558178","0.0275438777592915"
"3","2011","Rural Area","West Germany","75","0.021239473275823","0.0176348331965369","0.0248441133551091"
"3","2011","Rural Area","East Germany","73","0.0218167167644561","0.0173516664915614","0.0262817670373507"
"4","2011","Urban Area","West Germany","","","",""
"4","2011","Urban Area","East Germany","","","",""
"4","2011","Rural Area","West Germany","3","","",""
"4","2011","Rural Area","East Germany","4","","",""
"5","2011","Urban Area","West Germany","28","","",""
"5","2011","Urban Area","East Germany","5","","",""
"5","2011","Rural Area","West Germany","12","","",""
"5","2011","Rural Area","East Germany","7","","",""
"1","2012","Urban Area","West Germany","8165","0.487849065570547","0.480074217419421","0.495623913721673"
"1","2012","Urban Area","East Germany","600","0.24922497683912","0.231307711122554","0.267142242555686"
"1","2012","Rural Area","West Germany","3782","0.592218116345744","0.579904144314761","0.604532088376726"
"1","2012","Rural Area","East Germany","2087","0.48632984886828","0.470919541765954","0.501740155970606"
"2","2012","Urban Area","West Germany","7547","0.494275184302968","0.486498549081757","0.502051819524179"
"2","2012","Urban Area","East Germany","1588","0.718576866022615","0.699950095788835","0.737203636256394"
"2","2012","Rural Area","West Germany","2245","0.384313719050114","0.372124776307877","0.396502661792352"
"2","2012","Rural Area","East Germany","1862","0.484555330626502","0.469146617137982","0.499964044115021"
"3","2012","Urban Area","West Germany","148","0.0158205233588159","0.0138796474582232","0.0177613992594085"
"3","2012","Urban Area","East Germany","46","0.0290414474551357","0.0220859127947301","0.0359969821155413"
"3","2012","Rural Area","West Germany","81","0.0203097359707695","0.0167751390925965","0.0238443328489425"
"3","2012","Rural Area","East Germany","82","0.0264999774750825","0.0215478205170236","0.0314521344331413"
"4","2012","Urban Area","West Germany","","","",""
"4","2012","Urban Area","East Germany","","","",""
"4","2012","Rural Area","West Germany","3","","",""
"4","2012","Rural Area","East Germany","3","","",""
"5","2012","Urban Area","West Germany","18","","",""
"5","2012","Urban Area","East Germany","5","","",""
"5","2012","Rural Area","West Germany","7","","",""
"5","2012","Rural Area","East Germany","7","","",""
"1","2013","Urban Area","West Germany","8487","0.488669330162458","0.481465041148259","0.495873619176658"
"1","2013","Urban Area","East Germany","586","0.263900764314679","0.24573765075984","0.282063877869519"
"1","2013","Rural Area","West Germany","3788","0.598301211309583","0.586457730677861","0.610144691941304"
"1","2013","Rural Area","East Germany","2012","0.506079120771101","0.490542605928691","0.521615635613511"
"2","2013","Urban Area","West Germany","9801","0.494897593035949","0.487691828704027","0.502103357367871"
"2","2013","Urban Area","East Germany","1636","0.70121497894351","0.682352151420023","0.720077806466996"
"2","2013","Rural Area","West Germany","2694","0.382990311434192","0.371246500856007","0.394734122012378"
"2","2013","Rural Area","East Germany","1875","0.465978480664642","0.450476827662933","0.481480133666351"
"3","2013","Urban Area","West Germany","180","0.0138094097570894","0.0121275079014421","0.0154913116127366"
"3","2013","Urban Area","East Germany","36","0.0320414615938759","0.0247839735750958","0.039298949612656"
"3","2013","Rural Area","West Germany","95","0.0167238461602959","0.013625891999148","0.0198218003214438"
"3","2013","Rural Area","East Germany","78","0.023805670471573","0.0190684450548685","0.0285428958882776"
"4","2013","Urban Area","West Germany","","","",""
"4","2013","Urban Area","East Germany","","","",""
"4","2013","Rural Area","West Germany","","","",""
"4","2013","Rural Area","East Germany","3","","",""
"5","2013","Urban Area","West Germany","26","","",""
"5","2013","Urban Area","East Germany","4","","",""
"5","2013","Rural Area","West Germany","5","","",""
"5","2013","Rural Area","East Germany","10","","",""
"1","2014","Urban Area","West Germany","7697","0.488194111857854","0.480499167370301","0.495889056345407"
"1","2014","Urban Area","East Germany","538","0.254796338589941","0.236015849191942","0.27357682798794"
"1","2014","Rural Area","West Germany","3463","0.589207773989335","0.576624304227861","0.601791243750808"
"1","2014","Rural Area","East Germany","1836","0.484912285134001","0.46866771052313","0.501156859744872"
"2","2014","Urban Area","West Germany","8318","0.495291197283388","0.487594448211262","0.502987946355513"
"2","2014","Urban Area","East Germany","1482","0.7011801769485","0.681451755327669","0.72090859856933"
"2","2014","Rural Area","West Germany","2329","0.393286740319748","0.380792741429677","0.405780739209818"
"2","2014","Rural Area","East Germany","1726","0.483874110103275","0.467630589303002","0.500117630903547"
"3","2014","Urban Area","West Germany","173","0.0144780918376073","0.0126392457134874","0.0163169379617273"
"3","2014","Urban Area","East Germany","41","0.0393145197813815","0.0309384569812886","0.0476905825814744"
"3","2014","Rural Area","West Germany","71","0.0141523172822297","0.0111311570751807","0.0171734774892787"
"3","2014","Rural Area","East Germany","67","0.0283501029447334","0.0229553895311277","0.033744816358339"
"4","2014","Urban Area","West Germany","","","",""
"4","2014","Urban Area","East Germany","2","","",""
"4","2014","Rural Area","West Germany","","","",""
"4","2014","Rural Area","East Germany","1","","",""
"5","2014","Urban Area","West Germany","22","","",""
"5","2014","Urban Area","East Germany","5","","",""
"5","2014","Rural Area","West Germany","9","","",""
"5","2014","Rural Area","East Germany","6","","",""
"1","2015","Urban Area","West Germany","7315","0.491030578103564","0.483302238040809","0.498758918166319"
"1","2015","Urban Area","East Germany","511","0.268099535998866","0.248956756907525","0.287242315090206"
"1","2015","Rural Area","West Germany","3359","0.582678924675661","0.570093080773178","0.595264768578143"
"1","2015","Rural Area","East Germany","1756","0.480996312588592","0.464405597202242","0.497587027974942"
"2","2015","Urban Area","West Germany","8514","0.489946826444952","0.482218805142699","0.497674847747205"
"2","2015","Urban Area","East Germany","1506","0.699161254188754","0.679342036572462","0.718980471805046"
"2","2015","Rural Area","West Germany","2451","0.396766681457752","0.384280122124482","0.409253240791022"
"2","2015","Rural Area","East Germany","1659","0.498582818845586","0.481980174004392","0.51518546368678"
"3","2015","Urban Area","West Germany","213","0.0161954424427643","0.0142440845355288","0.0181468003499998"
"3","2015","Urban Area","East Germany","34","0.0282970586364664","0.0211311981060033","0.0354629191669294"
"3","2015","Rural Area","West Germany","83","0.0185754610945743","0.0151293380107673","0.0220215841783813"
"3","2015","Rural Area","East Germany","63","0.0171807725813969","0.0128659078580498","0.021495637304744"
"4","2015","Urban Area","West Germany","","","",""
"4","2015","Urban Area","East Germany","","","",""
"4","2015","Rural Area","West Germany","","","",""
"4","2015","Rural Area","East Germany","","","",""
"5","2015","Urban Area","West Germany","32","0.00282715300871946","0.00200633667899876","0.00364796933844015"
"5","2015","Urban Area","East Germany","6","","",""
"5","2015","Rural Area","West Germany","4","","",""
"5","2015","Rural Area","East Germany","6","","",""
"1","2016","Urban Area","West Germany","6774","0.485837888669711","0.477693291929138","0.493982485410284"
"1","2016","Urban Area","East Germany","492","0.276042825461908","0.255899452441148","0.296186198482667"
"1","2016","Rural Area","West Germany","3112","0.595126568832756","0.581938689502409","0.608314448163104"
"1","2016","Rural Area","East Germany","1693","0.48502993296018","0.467915937667285","0.502143928253075"
"2","2016","Urban Area","West Germany","7484","0.49311418253748","0.484967089471567","0.501261275603393"
"2","2016","Urban Area","East Germany","1363","0.69054978600127","0.669720210649001","0.71137936135354"
"2","2016","Rural Area","West Germany","2128","0.382254231122698","0.369198785618594","0.395309676626802"
"2","2016","Rural Area","East Germany","1507","0.479049835893834","0.461943201174276","0.496156470613391"
"3","2016","Urban Area","West Germany","178","0.0175717657881558","0.0154306902915264","0.0197128412847852"
"3","2016","Urban Area","East Germany","33","0.0300740782596853","0.0223782924674969","0.0377698640518737"
"3","2016","Rural Area","West Germany","77","0.0199275132154952","0.0161728904628161","0.0236821359681742"
"3","2016","Rural Area","East Germany","69","0.032292766427829","0.026239347033298","0.03834618582236"
"4","2016","Urban Area","West Germany","","","",""
"4","2016","Urban Area","East Germany","","","",""
"4","2016","Rural Area","West Germany","","","",""
"4","2016","Rural Area","East Germany","","","",""
"5","2016","Urban Area","West Germany","30","0.00347616300465332","0.00251705443147307","0.00443527157783357"
"5","2016","Urban Area","East Germany","4","","",""
"5","2016","Rural Area","West Germany","5","","",""
"5","2016","Rural Area","East Germany","7","","",""
"1","2017","Urban Area","West Germany","7482","0.485010138534918","0.477654722490252","0.492365554579584"
"1","2017","Urban Area","East Germany","547","0.264333094600905","0.246046918976913","0.282619270224896"
"1","2017","Rural Area","West Germany","3457","0.58295470443824","0.571056433121038","0.594852975755442"
"1","2017","Rural Area","East Germany","1921","0.484260168351806","0.468940570715001","0.499579765988611"
"2","2017","Urban Area","West Germany","9541","0.489705606289932","0.482348442391154","0.497062770188711"
"2","2017","Urban Area","East Germany","1588","0.693604453837922","0.674488161330931","0.712720746344913"
"2","2017","Rural Area","West Germany","2872","0.388757869056732","0.37699478809921","0.400520950014254"
"2","2017","Rural Area","East Germany","1983","0.47437027710547","0.459063232779248","0.489677321431692"
"3","2017","Urban Area","West Germany","319","0.0196456104160993","0.0176031351443416","0.021688085687857"
"3","2017","Urban Area","East Germany","57","0.036145104275464","0.0284051735002134","0.0438850350507147"
"3","2017","Rural Area","West Germany","115","0.0217726560522826","0.0182509714855336","0.0252943406190316"
"3","2017","Rural Area","East Germany","102","0.0333932251473419","0.0278858235317503","0.0389006267629335"
"4","2017","Urban Area","West Germany","","","",""
"4","2017","Urban Area","East Germany","","","",""
"4","2017","Rural Area","West Germany","","","",""
"4","2017","Rural Area","East Germany","","","",""
"5","2017","Urban Area","West Germany","393","0.00563864475905071","0.00453661840454408","0.00674067111355733"
"5","2017","Urban Area","East Germany","42","0.00591734728570933","0.00273695066389053","0.00909774390752813"
"5","2017","Rural Area","West Germany","153","0.00651477045274489","0.00457341475211638","0.0084561261533734"
"5","2017","Rural Area","East Germany","82","0.00797632939538228","0.00524951734098727","0.0107031414497773"
"1","2018","Urban Area","West Germany","7028","0.485697800949322","0.478390546537573","0.493005055361071"
"1","2018","Urban Area","East Germany","519","0.268947622664537","0.250722898554855","0.287172346774219"
"1","2018","Rural Area","West Germany","3299","0.587541172439767","0.5755376785772","0.599544666302335"
"1","2018","Rural Area","East Germany","1830","0.494551623826494","0.479007065794662","0.510096181858326"
"2","2018","Urban Area","West Germany","10103","0.49131861306355","0.484009469353941","0.498627756773158"
"2","2018","Urban Area","East Germany","1668","0.692676676170105","0.673713289358022","0.711640062982188"
"2","2018","Rural Area","West Germany","2921","0.387392321740366","0.375513730367904","0.399270913112829"
"2","2018","Rural Area","East Germany","2008","0.474772534947412","0.459246853633397","0.490298216261427"
"3","2018","Urban Area","West Germany","267","0.0159270590885889","0.0140966700359837","0.0177574481411941"
"3","2018","Urban Area","East Germany","41","0.0266284235187025","0.0200113658623437","0.0332454811750614"
"3","2018","Rural Area","West Germany","109","0.0195080140315182","0.0161357095916805","0.0228803184713558"
"3","2018","Rural Area","East Germany","80","0.0236439440512043","0.0189200708325367","0.0283678172698719"
"4","2018","Urban Area","West Germany","1","","",""
"4","2018","Urban Area","East Germany","","","",""
"4","2018","Rural Area","West Germany","","","",""
"4","2018","Rural Area","East Germany","","","",""
"5","2018","Urban Area","West Germany","572","0.00687397086880517","0.00566596791874233","0.008081973818868"
"5","2018","Urban Area","East Germany","46","0.011747277646655","0.00731878949326129","0.0161757658000487"
"5","2018","Rural Area","West Germany","132","0.00555849178834808","0.00374562318960637","0.00737136038708979"
"5","2018","Rural Area","East Germany","56","0.00703189717488973","0.00443390364989076","0.0096298906998887"
"1","2019","Urban Area","West Germany","7373","0.500153773087404","0.492568628096372","0.507738918078435"
"1","2019","Urban Area","East Germany","540","0.310691976043595","0.288997505154675","0.332386446932515"
"1","2019","Rural Area","West Germany","3338","0.589219329934829","0.576955472787762","0.601483187081897"
"1","2019","Rural Area","East Germany","2010","0.519276471154575","0.503633924058863","0.534919018250286"
"2","2019","Urban Area","West Germany","8638","0.475128977582976","0.467553221897643","0.48270473326831"
"2","2019","Urban Area","East Germany","1172","0.662985531390675","0.640826351897113","0.685144710884236"
"2","2019","Rural Area","West Germany","2637","0.389411836379493","0.377256629489546","0.401567043269441"
"2","2019","Rural Area","East Germany","1794","0.447380373191244","0.431813116894537","0.462947629487951"
"3","2019","Urban Area","West Germany","335","0.017887601662826","0.0158768864795842","0.0198983168460678"
"3","2019","Urban Area","East Germany","20","","",""
"3","2019","Rural Area","West Germany","106","0.0172029345075619","0.0139616527558065","0.0204442162593172"
"3","2019","Rural Area","East Germany","74","0.0272523232855846","0.0221547635178112","0.0323498830533579"
"4","2019","Urban Area","West Germany","","","",""
"4","2019","Urban Area","East Germany","","","",""
"4","2019","Rural Area","West Germany","","","",""
"4","2019","Rural Area","East Germany","","","",""
"5","2019","Urban Area","West Germany","346","0.00682964766679406","0.00558023781493626","0.00807905751865186"
"5","2019","Urban Area","East Germany","16","","",""
"5","2019","Rural Area","West Germany","101","0.00416589917811571","0.00256032096942913","0.00577147738680228"
"5","2019","Rural Area","East Germany","41","0.00609083236859654","0.00365486127165737","0.00852680346553571"
