"hgowner","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"3","1985","35-65 y.","Not Working","17","","",""
"3","1985","66 and older","Full Time","","","",""
"3","1985","66 and older","Part Time","","","",""
"3","1985","66 and older","Not Working","15","","",""
"4","1985","16-34 y.","Full Time","","","",""
"4","1985","16-34 y.","Part Time","","","",""
"4","1985","16-34 y.","Not Working","","","",""
"4","1985","35-65 y.","Full Time","","","",""
"4","1985","35-65 y.","Part Time","","","",""
"4","1985","35-65 y.","Not Working","","","",""
"4","1985","66 and older","Full Time","","","",""
"4","1985","66 and older","Part Time","","","",""
"4","1985","66 and older","Not Working","","","",""
"5","1985","16-34 y.","Full Time","","","",""
"5","1985","16-34 y.","Part Time","","","",""
"5","1985","16-34 y.","Not Working","","","",""
"5","1985","35-65 y.","Full Time","","","",""
"5","1985","35-65 y.","Part Time","","","",""
"5","1985","35-65 y.","Not Working","","","",""
"5","1985","66 and older","Full Time","","","",""
"5","1985","66 and older","Part Time","","","",""
"5","1985","66 and older","Not Working","","","",""
"1","1986","16-34 y.","Full Time","599","0.356846032414286","0.335642549385634","0.378049515442938"
"1","1986","16-34 y.","Part Time","297","0.393412254509328","0.361245889330872","0.425578619687784"
"1","1986","16-34 y.","Not Working","476","0.463573737657423","0.43587386047727","0.491273614837575"
"1","1986","35-65 y.","Full Time","1259","0.53846472201928","0.520276886980829","0.556652557057732"
"1","1986","35-65 y.","Part Time","407","0.507660815783542","0.475302758038262","0.540018873528822"
"1","1986","35-65 y.","Not Working","832","0.54472800346205","0.521006351376679","0.568449655547421"
"1","1986","66 and older","Full Time","9","","",""
"1","1986","66 and older","Part Time","14","","",""
"1","1986","66 and older","Not Working","481","0.414421448791898","0.383965035802101","0.444877861781695"
"2","1986","16-34 y.","Full Time","1310","0.617186825839238","0.595673326604845","0.638700325073632"
"2","1986","16-34 y.","Part Time","573","0.588449904593956","0.556046000970296","0.620853808217617"
"2","1986","16-34 y.","Not Working","740","0.507485352982333","0.479714785998818","0.535255919965848"
"2","1986","35-65 y.","Full Time","1578","0.450749964723752","0.432596780079205","0.468903149368299"
"2","1986","35-65 y.","Part Time","493","0.477893624903373","0.445563413845001","0.510223835961745"
"2","1986","35-65 y.","Not Working","845","0.448789766225706","0.425097875516444","0.472481656934969"
"2","1986","66 and older","Full Time","5","","",""
"2","1986","66 and older","Part Time","14","","",""
"2","1986","66 and older","Not Working","504","0.561311028484663","0.530631745454132","0.591990311515194"
"3","1986","16-34 y.","Full Time","52","0.0259671417464756","0.018928187012471","0.0330060964804802"
"3","1986","16-34 y.","Part Time","16","","",""
"3","1986","16-34 y.","Not Working","29","","",""
"3","1986","35-65 y.","Full Time","49","0.0107853132569674","0.00701687341040519","0.0145537531035296"
"3","1986","35-65 y.","Part Time","17","","",""
"3","1986","35-65 y.","Not Working","16","","",""
"3","1986","66 and older","Full Time","","","",""
"3","1986","66 and older","Part Time","","","",""
"3","1986","66 and older","Not Working","19","","",""
"4","1986","16-34 y.","Full Time","","","",""
"4","1986","16-34 y.","Part Time","","","",""
"4","1986","16-34 y.","Not Working","","","",""
"4","1986","35-65 y.","Full Time","","","",""
"4","1986","35-65 y.","Part Time","","","",""
"4","1986","35-65 y.","Not Working","","","",""
"4","1986","66 and older","Full Time","","","",""
"4","1986","66 and older","Part Time","","","",""
"4","1986","66 and older","Not Working","1","","",""
"5","1986","16-34 y.","Full Time","","","",""
"5","1986","16-34 y.","Part Time","","","",""
"5","1986","16-34 y.","Not Working","","","",""
"5","1986","35-65 y.","Full Time","","","",""
"5","1986","35-65 y.","Part Time","","","",""
"5","1986","35-65 y.","Not Working","","","",""
"5","1986","66 and older","Full Time","","","",""
"5","1986","66 and older","Part Time","","","",""
"5","1986","66 and older","Not Working","","","",""
"1","1987","16-34 y.","Full Time","645","0.375112278539592","0.353829832709452","0.396394724369732"
"1","1987","16-34 y.","Part Time","313","0.383893606475838","0.35241636102167","0.415370851930006"
"1","1987","16-34 y.","Not Working","410","0.440759851277295","0.411889031844125","0.469630670710465"
"1","1987","35-65 y.","Full Time","1257","0.537682151681026","0.519511015339772","0.55585328802228"
"1","1987","35-65 y.","Part Time","400","0.503883556750952","0.47069818000705","0.537068933494855"
"1","1987","35-65 y.","Not Working","783","0.542037461940671","0.517760828507556","0.566314095373786"
"1","1987","66 and older","Full Time","14","","",""
"1","1987","66 and older","Part Time","18","","",""
"1","1987","66 and older","Not Working","495","0.406670120267896","0.376830590963301","0.436509649572491"
"2","1987","16-34 y.","Full Time","1286","0.588395329022356","0.5667624333175","0.610028224727211"
"2","1987","16-34 y.","Part Time","575","0.578869521249288","0.546912808272661","0.610826234225914"
"2","1987","16-34 y.","Not Working","699","0.531454357855311","0.502436332016355","0.560472383694266"
"2","1987","35-65 y.","Full Time","1590","0.450909611298645","0.432774692558316","0.469044530038973"
"2","1987","35-65 y.","Part Time","455","0.48031836769651","0.447157710461885","0.513479024931135"
"2","1987","35-65 y.","Not Working","816","0.446903736186973","0.422678602214785","0.471128870159162"
"2","1987","66 and older","Full Time","4","","",""
"2","1987","66 and older","Part Time","8","","",""
"2","1987","66 and older","Not Working","528","0.569792860012148","0.539716862885538","0.599868857138759"
"3","1987","16-34 y.","Full Time","56","0.0358996462835111","0.0277216651020767","0.0440776274649455"
"3","1987","16-34 y.","Part Time","29","","",""
"3","1987","16-34 y.","Not Working","26","","",""
"3","1987","35-65 y.","Full Time","44","0.0109732540805506","0.00717642818920614","0.0147700799718951"
"3","1987","35-65 y.","Part Time","17","","",""
"3","1987","35-65 y.","Not Working","18","","",""
"3","1987","66 and older","Full Time","","","",""
"3","1987","66 and older","Part Time","","","",""
"3","1987","66 and older","Not Working","17","","",""
"4","1987","16-34 y.","Full Time","1","","",""
"4","1987","16-34 y.","Part Time","","","",""
"4","1987","16-34 y.","Not Working","1","","",""
"4","1987","35-65 y.","Full Time","1","","",""
"4","1987","35-65 y.","Part Time","","","",""
"4","1987","35-65 y.","Not Working","1","","",""
"4","1987","66 and older","Full Time","","","",""
"4","1987","66 and older","Part Time","","","",""
"4","1987","66 and older","Not Working","1","","",""
"5","1987","16-34 y.","Full Time","","","",""
"5","1987","16-34 y.","Part Time","","","",""
"5","1987","16-34 y.","Not Working","","","",""
"5","1987","35-65 y.","Full Time","","","",""
"5","1987","35-65 y.","Part Time","","","",""
"5","1987","35-65 y.","Not Working","","","",""
"5","1987","66 and older","Full Time","","","",""
"5","1987","66 and older","Part Time","","","",""
"5","1987","66 and older","Not Working","","","",""
"1","1988","16-34 y.","Full Time","627","0.383787243524659","0.362096843372083","0.405477643677235"
"1","1988","16-34 y.","Part Time","279","0.37200799852734","0.33979781255596","0.404218184498721"
"1","1988","16-34 y.","Not Working","389","0.460732943148263","0.430683448293251","0.490782438003276"
"1","1988","35-65 y.","Full Time","1163","0.535092780943194","0.516117189434128","0.55406837245226"
"1","1988","35-65 y.","Part Time","444","0.532382100436641","0.500654036322535","0.564110164550747"
"1","1988","35-65 y.","Not Working","702","0.523250762886854","0.498042242313594","0.548459283460115"
"1","1988","66 and older","Full Time","14","","",""
"1","1988","66 and older","Part Time","18","","",""
"1","1988","66 and older","Not Working","466","0.401351250465856","0.371076420979412","0.431626079952301"
"2","1988","16-34 y.","Full Time","1246","0.572592425011587","0.550527581039074","0.5946572689841"
"2","1988","16-34 y.","Part Time","563","0.594110028867528","0.561385180760974","0.626834876974083"
"2","1988","16-34 y.","Not Working","646","0.51480429453518","0.48467491750683","0.54493367156353"
"2","1988","35-65 y.","Full Time","1446","0.449509556196814","0.430584290371285","0.468434822022342"
"2","1988","35-65 y.","Part Time","497","0.456868579940365","0.425192283558983","0.488544876321747"
"2","1988","35-65 y.","Not Working","782","0.452775021334307","0.42765201507176","0.477898027596854"
"2","1988","66 and older","Full Time","1","","",""
"2","1988","66 and older","Part Time","13","","",""
"2","1988","66 and older","Not Working","526","0.57922547630624","0.548733757789023","0.609717194823456"
"3","1988","16-34 y.","Full Time","56","0.0428745409482471","0.0338392710557025","0.0519098108407916"
"3","1988","16-34 y.","Part Time","23","","",""
"3","1988","16-34 y.","Not Working","22","","",""
"3","1988","35-65 y.","Full Time","45","0.0153976628599923","0.0107132467479835","0.0200820789720011"
"3","1988","35-65 y.","Part Time","9","","",""
"3","1988","35-65 y.","Not Working","24","","",""
"3","1988","66 and older","Full Time","1","","",""
"3","1988","66 and older","Part Time","1","","",""
"3","1988","66 and older","Not Working","14","","",""
"4","1988","16-34 y.","Full Time","2","","",""
"4","1988","16-34 y.","Part Time","","","",""
"4","1988","16-34 y.","Not Working","","","",""
"4","1988","35-65 y.","Full Time","","","",""
"4","1988","35-65 y.","Part Time","","","",""
"4","1988","35-65 y.","Not Working","","","",""
"4","1988","66 and older","Full Time","","","",""
"4","1988","66 and older","Part Time","","","",""
"4","1988","66 and older","Not Working","1","","",""
"5","1988","16-34 y.","Full Time","","","",""
"5","1988","16-34 y.","Part Time","","","",""
"5","1988","16-34 y.","Not Working","","","",""
"5","1988","35-65 y.","Full Time","","","",""
"5","1988","35-65 y.","Part Time","","","",""
"5","1988","35-65 y.","Not Working","","","",""
"5","1988","66 and older","Full Time","","","",""
"5","1988","66 and older","Part Time","","","",""
"5","1988","66 and older","Not Working","","","",""
"1","1989","16-34 y.","Full Time","622","0.380826534694484","0.359262829618979","0.402390239769988"
"1","1989","16-34 y.","Part Time","284","0.411924872175262","0.378092828573081","0.445756915777444"
"1","1989","16-34 y.","Not Working","371","0.454896263090616","0.424155574659407","0.485636951521825"
"1","1989","35-65 y.","Full Time","1122","0.522126922630705","0.50289340543285","0.54136043982856"
"1","1989","35-65 y.","Part Time","426","0.537771420396827","0.504641856353157","0.570900984440497"
"1","1989","35-65 y.","Not Working","674","0.536233808466241","0.510521515597234","0.561946101335247"
"1","1989","66 and older","Full Time","16","","",""
"1","1989","66 and older","Part Time","20","","",""
"1","1989","66 and older","Not Working","474","0.421769802221731","0.390882464798166","0.452657139645296"
"2","1989","16-34 y.","Full Time","1276","0.58252563348985","0.560626544805238","0.604424722174462"
"2","1989","16-34 y.","Part Time","496","0.541330654794459","0.507078808492268","0.575582501096651"
"2","1989","16-34 y.","Not Working","612","0.512723090236807","0.481866553580662","0.543579626892952"
"2","1989","35-65 y.","Full Time","1427","0.461839284655903","0.442643060330789","0.481035508981017"
"2","1989","35-65 y.","Part Time","436","0.446955401642422","0.413918399059746","0.479992404225099"
"2","1989","35-65 y.","Not Working","749","0.439055934843431","0.41346808036089","0.464643789325972"
"2","1989","66 and older","Full Time","1","","",""
"2","1989","66 and older","Part Time","10","","",""
"2","1989","66 and older","Not Working","494","0.562036476051268","0.531005633413213","0.593067318689324"
"3","1989","16-34 y.","Full Time","45","0.0330540139137492","0.025114995212064","0.0409930326154344"
"3","1989","16-34 y.","Part Time","31","0.0448621010605476","0.0306330590436984","0.0590911430773968"
"3","1989","16-34 y.","Not Working","23","","",""
"3","1989","35-65 y.","Full Time","41","0.0155334232252906","0.0107718720070936","0.0202949744434877"
"3","1989","35-65 y.","Part Time","8","","",""
"3","1989","35-65 y.","Not Working","21","","",""
"3","1989","66 and older","Full Time","","","",""
"3","1989","66 and older","Part Time","","","",""
"3","1989","66 and older","Not Working","11","","",""
"4","1989","16-34 y.","Full Time","5","","",""
"4","1989","16-34 y.","Part Time","2","","",""
"4","1989","16-34 y.","Not Working","2","","",""
"4","1989","35-65 y.","Full Time","1","","",""
"4","1989","35-65 y.","Part Time","","","",""
"4","1989","35-65 y.","Not Working","1","","",""
"4","1989","66 and older","Full Time","","","",""
"4","1989","66 and older","Part Time","","","",""
"4","1989","66 and older","Not Working","3","","",""
"5","1989","16-34 y.","Full Time","","","",""
"5","1989","16-34 y.","Part Time","","","",""
"5","1989","16-34 y.","Not Working","","","",""
"5","1989","35-65 y.","Full Time","","","",""
"5","1989","35-65 y.","Part Time","","","",""
"5","1989","35-65 y.","Not Working","","","",""
"5","1989","66 and older","Full Time","","","",""
"5","1989","66 and older","Part Time","","","",""
"5","1989","66 and older","Not Working","","","",""
"1","1990","16-34 y.","Full Time","605","0.361016893892802","0.339460247627003","0.382573540158602"
"1","1990","16-34 y.","Part Time","287","0.378082849083036","0.345133549790013","0.411032148376059"
"1","1990","16-34 y.","Not Working","337","0.456562628743441","0.424340689022822","0.488784568464061"
"1","1990","35-65 y.","Full Time","1137","0.530733258610124","0.511236854289787","0.550229662930461"
"1","1990","35-65 y.","Part Time","417","0.519365994253769","0.486185487378375","0.552546501129162"
"1","1990","35-65 y.","Not Working","658","0.530039705515512","0.503988770212166","0.556090640818859"
"1","1990","66 and older","Full Time","11","","",""
"1","1990","66 and older","Part Time","24","","",""
"1","1990","66 and older","Not Working","495","0.418409189127801","0.38809143758337","0.448726940672231"
"2","1990","16-34 y.","Full Time","1229","0.592154034995515","0.570097454867792","0.614210615123238"
"2","1990","16-34 y.","Part Time","519","0.573966159256221","0.540365204314182","0.60756711419826"
"2","1990","16-34 y.","Not Working","554","0.499944001839752","0.467599776649016","0.532288227030487"
"2","1990","35-65 y.","Full Time","1343","0.454183377740886","0.434732218921113","0.473634536560658"
"2","1990","35-65 y.","Part Time","440","0.46336485310022","0.430248682241261","0.496481023959179"
"2","1990","35-65 y.","Not Working","729","0.447383137658944","0.421429967953507","0.473336307364381"
"2","1990","66 and older","Full Time","3","","",""
"2","1990","66 and older","Part Time","6","","",""
"2","1990","66 and older","Not Working","510","0.56558532987423","0.535121189763357","0.596049469985103"
"3","1990","16-34 y.","Full Time","73","0.0468290711116831","0.0373467226649586","0.0563114195584075"
"3","1990","16-34 y.","Part Time","25","","",""
"3","1990","16-34 y.","Not Working","27","","",""
"3","1990","35-65 y.","Full Time","36","0.0150083635175062","0.010258409287674","0.0197583177473384"
"3","1990","35-65 y.","Part Time","14","","",""
"3","1990","35-65 y.","Not Working","21","","",""
"3","1990","66 and older","Full Time","","","",""
"3","1990","66 and older","Part Time","","","",""
"3","1990","66 and older","Not Working","11","","",""
"4","1990","16-34 y.","Full Time","","","",""
"4","1990","16-34 y.","Part Time","1","","",""
"4","1990","16-34 y.","Not Working","","","",""
"4","1990","35-65 y.","Full Time","1","","",""
"4","1990","35-65 y.","Part Time","","","",""
"4","1990","35-65 y.","Not Working","2","","",""
"4","1990","66 and older","Full Time","","","",""
"4","1990","66 and older","Part Time","","","",""
"4","1990","66 and older","Not Working","1","","",""
"5","1990","16-34 y.","Full Time","","","",""
"5","1990","16-34 y.","Part Time","","","",""
"5","1990","16-34 y.","Not Working","","","",""
"5","1990","35-65 y.","Full Time","","","",""
"5","1990","35-65 y.","Part Time","","","",""
"5","1990","35-65 y.","Not Working","","","",""
"5","1990","66 and older","Full Time","","","",""
"5","1990","66 and older","Part Time","","","",""
"5","1990","66 and older","Not Working","","","",""
"1","1991","16-34 y.","Full Time","537","0.321260889037791","0.300191957739159","0.342329820336424"
"1","1991","16-34 y.","Part Time","292","0.39352158345854","0.360385833324961","0.426657333592118"
"1","1991","16-34 y.","Not Working","325","0.449701796024739","0.417219474995376","0.482184117054103"
"1","1991","35-65 y.","Full Time","1144","0.518318435012959","0.498879134992962","0.537757735032956"
"1","1991","35-65 y.","Part Time","449","0.554938722378521","0.522361672577585","0.587515772179457"
"1","1991","35-65 y.","Not Working","639","0.536843396999109","0.510075099262227","0.563611694735992"
"1","1991","66 and older","Full Time","6","","",""
"1","1991","66 and older","Part Time","18","","",""
"1","1991","66 and older","Not Working","526","0.446276886736248","0.415991966127729","0.476561807344768"
"2","1991","16-34 y.","Full Time","1283","0.629082287176519","0.607287398450827","0.650877175902212"
"2","1991","16-34 y.","Part Time","507","0.557792100999589","0.52410572582641","0.591478476172767"
"2","1991","16-34 y.","Not Working","550","0.503064048743155","0.470416728068767","0.535711369417542"
"2","1991","35-65 y.","Full Time","1354","0.465163995881724","0.44575890655997","0.484569085203478"
"2","1991","35-65 y.","Part Time","438","0.436973623847333","0.404459555548969","0.469487692145697"
"2","1991","35-65 y.","Not Working","667","0.44114900424646","0.414494311389471","0.46780369710345"
"2","1991","66 and older","Full Time","3","","",""
"2","1991","66 and older","Part Time","14","","",""
"2","1991","66 and older","Not Working","494","0.532216007022497","0.501818038522343","0.562613975522652"
"3","1991","16-34 y.","Full Time","64","0.0481639559048649","0.038503351702528","0.0578245601072019"
"3","1991","16-34 y.","Part Time","34","0.0454695116915336","0.0313389345371567","0.0596000888459105"
"3","1991","16-34 y.","Not Working","25","","",""
"3","1991","35-65 y.","Full Time","35","0.0152335506583708","0.0104684785764182","0.0199986227403234"
"3","1991","35-65 y.","Part Time","6","","",""
"3","1991","35-65 y.","Not Working","26","","",""
"3","1991","66 and older","Full Time","","","",""
"3","1991","66 and older","Part Time","","","",""
"3","1991","66 and older","Not Working","11","","",""
"4","1991","16-34 y.","Full Time","3","","",""
"4","1991","16-34 y.","Part Time","2","","",""
"4","1991","16-34 y.","Not Working","1","","",""
"4","1991","35-65 y.","Full Time","5","","",""
"4","1991","35-65 y.","Part Time","1","","",""
"4","1991","35-65 y.","Not Working","1","","",""
"4","1991","66 and older","Full Time","","","",""
"4","1991","66 and older","Part Time","","","",""
"4","1991","66 and older","Not Working","4","","",""
"5","1991","16-34 y.","Full Time","","","",""
"5","1991","16-34 y.","Part Time","","","",""
"5","1991","16-34 y.","Not Working","","","",""
"5","1991","35-65 y.","Full Time","","","",""
"5","1991","35-65 y.","Part Time","","","",""
"5","1991","35-65 y.","Not Working","","","",""
"5","1991","66 and older","Full Time","","","",""
"5","1991","66 and older","Part Time","","","",""
"5","1991","66 and older","Not Working","","","",""
"1","1992","16-34 y.","Full Time","771","0.31096527876093","0.293459896838914","0.328470660682946"
"1","1992","16-34 y.","Part Time","360","0.347256136933667","0.319928934163649","0.374583339703686"
"1","1992","16-34 y.","Not Working","406","0.407981906050451","0.379552676613855","0.436411135487047"
"1","1992","35-65 y.","Full Time","1589","0.470024621381142","0.454374614370483","0.485674628391802"
"1","1992","35-65 y.","Part Time","620","0.52104973774271","0.494080095567215","0.548019379918205"
"1","1992","35-65 y.","Not Working","753","0.496513354907716","0.472647403569161","0.520379306246271"
"1","1992","66 and older","Full Time","8","","",""
"1","1992","66 and older","Part Time","14","","",""
"1","1992","66 and older","Not Working","673","0.424750081202317","0.399237142880469","0.450263019524165"
"2","1992","16-34 y.","Full Time","1820","0.640333541357806","0.622184730195135","0.658482352520477"
"2","1992","16-34 y.","Part Time","753","0.597775762172033","0.569630708224156","0.625920816119911"
"2","1992","16-34 y.","Not Working","708","0.55307306716939","0.524313213922567","0.581832920416212"
"2","1992","35-65 y.","Full Time","2232","0.510759907232547","0.495085331119966","0.526434483345128"
"2","1992","35-65 y.","Part Time","674","0.453616583345262","0.426739409386003","0.48049375730452"
"2","1992","35-65 y.","Not Working","909","0.486223032837603","0.462365562901706","0.5100805027735"
"2","1992","66 and older","Full Time","4","","",""
"2","1992","66 and older","Part Time","12","","",""
"2","1992","66 and older","Not Working","744","0.551619691714129","0.52595071198217","0.577288671446087"
"3","1992","16-34 y.","Full Time","94","0.0481620458266602","0.0400649540985758","0.0562591375547445"
"3","1992","16-34 y.","Part Time","53","0.0549681008942999","0.0418860023503777","0.0680501994382221"
"3","1992","16-34 y.","Not Working","34","0.0389450267801597","0.0277538111014592","0.0501362424588603"
"3","1992","35-65 y.","Full Time","85","0.0188239500460998","0.0145625212562317","0.023085378835968"
"3","1992","35-65 y.","Part Time","22","","",""
"3","1992","35-65 y.","Not Working","21","","",""
"3","1992","66 and older","Full Time","","","",""
"3","1992","66 and older","Part Time","","","",""
"3","1992","66 and older","Not Working","24","","",""
"4","1992","16-34 y.","Full Time","1","","",""
"4","1992","16-34 y.","Part Time","","","",""
"4","1992","16-34 y.","Not Working","","","",""
"4","1992","35-65 y.","Full Time","1","","",""
"4","1992","35-65 y.","Part Time","2","","",""
"4","1992","35-65 y.","Not Working","3","","",""
"4","1992","66 and older","Full Time","","","",""
"4","1992","66 and older","Part Time","","","",""
"4","1992","66 and older","Not Working","1","","",""
"5","1992","16-34 y.","Full Time","","","",""
"5","1992","16-34 y.","Part Time","","","",""
"5","1992","16-34 y.","Not Working","","","",""
"5","1992","35-65 y.","Full Time","","","",""
"5","1992","35-65 y.","Part Time","","","",""
"5","1992","35-65 y.","Not Working","","","",""
"5","1992","66 and older","Full Time","","","",""
"5","1992","66 and older","Part Time","","","",""
"5","1992","66 and older","Not Working","","","",""
"1","1993","16-34 y.","Full Time","729","0.300771250919031","0.28314042122355","0.318402080614511"
"1","1993","16-34 y.","Part Time","368","0.358530563786367","0.330752854781447","0.386308272791286"
"1","1993","16-34 y.","Not Working","387","0.385353344699821","0.357526018083776","0.413180671315867"
"1","1993","35-65 y.","Full Time","1565","0.494454122403601","0.47825651620563","0.510651728601571"
"1","1993","35-65 y.","Part Time","611","0.519779680404897","0.492537193595551","0.547022167214242"
"1","1993","35-65 y.","Not Working","770","0.487722951289831","0.464669908095491","0.510775994484171"
"1","1993","66 and older","Full Time","7","","",""
"1","1993","66 and older","Part Time","16","","",""
"1","1993","66 and older","Not Working","676","0.434418274923836","0.409009944291268","0.459826605556404"
"2","1993","16-34 y.","Full Time","1759","0.651531446681629","0.633212755618878","0.66985013774438"
"2","1993","16-34 y.","Part Time","719","0.577538750192595","0.548927992993608","0.606149507391582"
"2","1993","16-34 y.","Not Working","750","0.574429413465047","0.546158926164474","0.602699900765619"
"2","1993","35-65 y.","Full Time","2028","0.486564851591475","0.470372097785415","0.502757605397536"
"2","1993","35-65 y.","Part Time","662","0.464874983769476","0.437678513055215","0.492071454483738"
"2","1993","35-65 y.","Not Working","1003","0.482094642249093","0.459049437425748","0.505139847072438"
"2","1993","66 and older","Full Time","3","","",""
"2","1993","66 and older","Part Time","11","","",""
"2","1993","66 and older","Not Working","758","0.541776847905924","0.516236715759192","0.567316980052655"
"3","1993","16-34 y.","Full Time","111","0.0476973023993401","0.0395036154470695","0.0558909893516107"
"3","1993","16-34 y.","Part Time","58","0.0639306860210381","0.0497612020479494","0.0781001699941268"
"3","1993","16-34 y.","Not Working","38","0.040217241835132","0.0289835690138828","0.0514509146563813"
"3","1993","35-65 y.","Full Time","67","0.018981026004924","0.0145601728032551","0.0234018792065929"
"3","1993","35-65 y.","Part Time","19","","",""
"3","1993","35-65 y.","Not Working","33","0.0301824064610762","0.0222917855527818","0.0380730273693706"
"3","1993","66 and older","Full Time","","","",""
"3","1993","66 and older","Part Time","","","",""
"3","1993","66 and older","Not Working","28","","",""
"4","1993","16-34 y.","Full Time","","","",""
"4","1993","16-34 y.","Part Time","","","",""
"4","1993","16-34 y.","Not Working","","","",""
"4","1993","35-65 y.","Full Time","","","",""
"4","1993","35-65 y.","Part Time","","","",""
"4","1993","35-65 y.","Not Working","","","",""
"4","1993","66 and older","Full Time","","","",""
"4","1993","66 and older","Part Time","","","",""
"4","1993","66 and older","Not Working","","","",""
"5","1993","16-34 y.","Full Time","","","",""
"5","1993","16-34 y.","Part Time","","","",""
"5","1993","16-34 y.","Not Working","","","",""
"5","1993","35-65 y.","Full Time","","","",""
"5","1993","35-65 y.","Part Time","","","",""
"5","1993","35-65 y.","Not Working","","","",""
"5","1993","66 and older","Full Time","","","",""
