"ple0097","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","2002","Urban Area","Male","5926","0.842491549522975","0.834212991247731","0.85077010779822","1"
"Public health insurance","2002","Urban Area","Female","7002","0.907777867010681","0.901451775015231","0.914103959006131","1"
"Public health insurance","2002","Rural Area","Male","3177","0.879465175389437","0.869019347468881","0.889911003309994","1"
"Public health insurance","2002","Rural Area","Female","3624","0.944615105345733","0.937470331383268","0.951759879308198","1"
"Neither","2003","Urban Area","Male","59","0.00783945761388215","0.00579580249699176","0.00988311273077253","3"
"Neither","2003","Urban Area","Female","24","","","","3"
"Neither","2003","Rural Area","Male","40","0.0123071566832667","0.00868443527573338","0.0159298780908001","3"
"Neither","2003","Rural Area","Female","6","","","","3"
"Private health insurance","2003","Urban Area","Male","1371","0.151422780035282","0.143116340362714","0.15972921970785","2"
"Private health insurance","2003","Urban Area","Female","977","0.0888608724321591","0.0825324270987379","0.0951893177655803","2"
"Private health insurance","2003","Rural Area","Male","484","0.108105568398659","0.0979026155961553","0.118308521201162","2"
"Private health insurance","2003","Rural Area","Female","291","0.0555967368331819","0.0483006636937549","0.0628928099726088","2"
"Public health insurance","2003","Urban Area","Male","5724","0.840737762350836","0.832258456375868","0.849217068325804","1"
"Public health insurance","2003","Urban Area","Female","6765","0.908113215721345","0.901688618250613","0.914537813192077","1"
"Public health insurance","2003","Rural Area","Male","3034","0.879587274918075","0.868893752590111","0.890280797246038","1"
"Public health insurance","2003","Rural Area","Female","3492","0.942750500210678","0.935353254880428","0.950147745540929","1"
"Neither","2004","Urban Area","Male","","","","","3"
"Neither","2004","Urban Area","Female","","","","","3"
"Neither","2004","Rural Area","Male","","","","","3"
"Neither","2004","Rural Area","Female","","","","","3"
"Private health insurance","2004","Urban Area","Male","1338","0.14866868821423","0.140258564482177","0.157078811946284","2"
"Private health insurance","2004","Urban Area","Female","955","0.0881206957136863","0.0817223153153005","0.0945190761120721","2"
"Private health insurance","2004","Rural Area","Male","478","0.117758233473049","0.106979340285047","0.12853712666105","2"
"Private health insurance","2004","Rural Area","Female","283","0.0535600102254184","0.0463063799534557","0.0608136404973811","2"
"Public health insurance","2004","Urban Area","Male","5536","0.85133131178577","0.842921188053716","0.859741435517823","1"
"Public health insurance","2004","Urban Area","Female","6585","0.911879304286314","0.905480923887928","0.918277684684699","1"
"Public health insurance","2004","Rural Area","Male","2957","0.882241766526951","0.87146287333895","0.893020659714953","1"
"Public health insurance","2004","Rural Area","Female","3418","0.946439989774582","0.939186359502619","0.953693620046544","1"
"Neither","2005","Urban Area","Male","","","","","3"
"Neither","2005","Urban Area","Female","","","","","3"
"Neither","2005","Rural Area","Male","","","","","3"
"Neither","2005","Rural Area","Female","","","","","3"
"Private health insurance","2005","Urban Area","Male","1282","0.148968537517336","0.14034443638318","0.157592638651492","2"
"Private health insurance","2005","Urban Area","Female","924","0.0896699753480072","0.083084731384469","0.0962552193115454","2"
"Private health insurance","2005","Rural Area","Male","439","0.118471768394044","0.107352754095042","0.129590782693046","2"
"Private health insurance","2005","Rural Area","Female","272","0.0596405074195268","0.0518392594713067","0.067441755367747","2"
"Public health insurance","2005","Urban Area","Male","5266","0.851031462482664","0.842407361348508","0.85965556361682","1"
"Public health insurance","2005","Urban Area","Female","6307","0.910330024651993","0.903744780688455","0.916915268615531","1"
"Public health insurance","2005","Rural Area","Male","2806","0.881528231605956","0.870409217306954","0.892647245904958","1"
"Public health insurance","2005","Rural Area","Female","3268","0.940359492580473","0.932558244632253","0.948160740528693","1"
"Neither","2006","Urban Area","Male","","","","","3"
"Neither","2006","Urban Area","Female","","","","","3"
"Neither","2006","Rural Area","Male","","","","","3"
"Neither","2006","Rural Area","Female","","","","","3"
"Private health insurance","2006","Urban Area","Male","1380","0.155765870852724","0.14721070920587","0.164321032499578","2"
"Private health insurance","2006","Urban Area","Female","965","0.0908238073183732","0.0843810992426016","0.0972665153941449","2"
"Private health insurance","2006","Rural Area","Male","505","0.131066616383607","0.119905436114181","0.142227796653033","2"
"Private health insurance","2006","Rural Area","Female","306","0.0597696921354997","0.0522795822022478","0.0672598020687516","2"
"Public health insurance","2006","Urban Area","Male","5522","0.844234129147276","0.835678967500422","0.85278929079413","1"
"Public health insurance","2006","Urban Area","Female","6677","0.909176192681627","0.902733484605855","0.915618900757398","1"
"Public health insurance","2006","Rural Area","Male","3007","0.868933383616393","0.857772203346967","0.880094563885819","1"
"Public health insurance","2006","Rural Area","Female","3542","0.9402303078645","0.932740197931248","0.947720417797752","1"
"Neither","2007","Urban Area","Male","","","","","3"
"Neither","2007","Urban Area","Female","","","","","3"
"Neither","2007","Rural Area","Male","","","","","3"
"Neither","2007","Rural Area","Female","","","","","3"
"Private health insurance","2007","Urban Area","Male","1259","0.155553201690149","0.14664802064285","0.164458382737447","2"
"Private health insurance","2007","Urban Area","Female","901","0.0900730508779864","0.0834297757507418","0.0967163260052309","2"
"Private health insurance","2007","Rural Area","Male","471","0.13525228096127","0.12361039512319","0.146894166799351","2"
"Private health insurance","2007","Rural Area","Female","304","0.0640075674188619","0.056001998173321","0.0720131366644029","2"
"Public health insurance","2007","Urban Area","Male","5104","0.844446798309851","0.835541617262552","0.85335197935715","1"
"Public health insurance","2007","Urban Area","Female","6233","0.909926949122014","0.903283673994769","0.916570224249258","1"
"Public health insurance","2007","Rural Area","Male","2844","0.864747719038729","0.853105833200649","0.87638960487681","1"
"Public health insurance","2007","Rural Area","Female","3287","0.935992432581138","0.927986863335597","0.943998001826679","1"
"Neither","2008","Urban Area","Male","","","","","3"
"Neither","2008","Urban Area","Female","","","","","3"
"Neither","2008","Rural Area","Male","","","","","3"
"Neither","2008","Rural Area","Female","","","","","3"
"Private health insurance","2008","Urban Area","Male","1203","0.155601748121765","0.146481509452106","0.164721986791425","2"
"Private health insurance","2008","Urban Area","Female","840","0.0877394625864244","0.0809937464664265","0.0944851787064222","2"
"Private health insurance","2008","Rural Area","Male","452","0.137800094699941","0.125789663575892","0.14981052582399","2"
"Private health insurance","2008","Rural Area","Female","278","0.0562979970310988","0.0485468811829823","0.0640491128792154","2"
"Public health insurance","2008","Urban Area","Male","4865","0.844398251878235","0.835278013208575","0.853518490547894","1"
"Public health insurance","2008","Urban Area","Female","5917","0.912260537413576","0.905514821293578","0.919006253533573","1"
"Public health insurance","2008","Rural Area","Male","2712","0.862199905300059","0.85018947417601","0.874210336424108","1"
"Public health insurance","2008","Rural Area","Female","3119","0.943702002968901","0.935950887120784","0.951453118817018","1"
"Neither","2009","Urban Area","Male","","","","","3"
"Neither","2009","Urban Area","Female","","","","","3"
"Neither","2009","Rural Area","Male","","","","","3"
"Neither","2009","Rural Area","Female","","","","","3"
"Private health insurance","2009","Urban Area","Male","1124","0.15645210623342","0.14694155121399","0.165962661252851","2"
"Private health insurance","2009","Urban Area","Female","782","0.0933464243560435","0.0861311740410595","0.100561674671028","2"
"Private health insurance","2009","Rural Area","Male","446","0.147952633727236","0.135295882707376","0.160609384747097","2"
"Private health insurance","2009","Rural Area","Female","270","0.0641293324106647","0.055680764348132","0.0725779004731975","2"
"Public health insurance","2009","Urban Area","Male","4481","0.84354789376658","0.834037338747149","0.85305844878601","1"
"Public health insurance","2009","Urban Area","Female","5463","0.906653575643956","0.899438325328972","0.91386882595894","1"
"Public health insurance","2009","Rural Area","Male","2577","0.852047366272764","0.839390615252903","0.864704117292624","1"
"Public health insurance","2009","Rural Area","Female","2960","0.935870667589335","0.927422099526803","0.944319235651868","1"
"Neither","2010","Urban Area","Male","","","","","3"
"Neither","2010","Urban Area","Female","","","","","3"
"Neither","2010","Rural Area","Male","","","","","3"
"Neither","2010","Rural Area","Female","","","","","3"
"Private health insurance","2010","Urban Area","Male","1390","0.155869793616501","0.147457317021429","0.164282270211573","2"
"Private health insurance","2010","Urban Area","Female","983","0.0971457262935055","0.0909049931284012","0.10338645945861","2"
"Private health insurance","2010","Rural Area","Male","543","0.151572015667423","0.140161206741856","0.16298282459299","2"
"Private health insurance","2010","Rural Area","Female","316","0.0621656822304749","0.055069837331426","0.0692615271295237","2"
"Public health insurance","2010","Urban Area","Male","5752","0.844130206383499","0.835717729788427","0.852542682978571","1"
"Public health insurance","2010","Urban Area","Female","7668","0.902854273706495","0.89661354054139","0.909095006871599","1"
"Public health insurance","2010","Rural Area","Male","3251","0.848427984332577","0.83701717540701","0.859838793258144","1"
"Public health insurance","2010","Rural Area","Female","4132","0.937834317769525","0.930738472870476","0.944930162668574","1"
"Neither","2011","Urban Area","Male","","","","","3"
"Neither","2011","Urban Area","Female","","","","","3"
"Neither","2011","Rural Area","Male","","","","","3"
"Neither","2011","Rural Area","Female","","","","","3"
"Private health insurance","2011","Urban Area","Male","1589","0.166411575196747","0.1583775932345","0.174445557158993","2"
"Private health insurance","2011","Urban Area","Female","1159","0.0999534783488154","0.0941120684857211","0.10579488821191","2"
"Private health insurance","2011","Rural Area","Male","659","0.149450847386433","0.139154456459294","0.159747238313571","2"
"Private health insurance","2011","Rural Area","Female","379","0.0612988628050781","0.0549191949226601","0.067678530687496","2"
"Public health insurance","2011","Urban Area","Male","6667","0.833588424803253","0.825554442841007","0.8416224067655","1"
"Public health insurance","2011","Urban Area","Female","8969","0.900046521651185","0.89420511178809","0.905887931514279","1"
"Public health insurance","2011","Rural Area","Male","3947","0.850549152613567","0.840252761686429","0.860845543540706","1"
"Public health insurance","2011","Rural Area","Female","5052","0.938701137194922","0.932321469312504","0.94508080507734","1"
"Neither","2012","Urban Area","Male","","","","","3"
"Neither","2012","Urban Area","Female","","","","","3"
"Neither","2012","Rural Area","Male","","","","","3"
"Neither","2012","Rural Area","Female","","","","","3"
"Private health insurance","2012","Urban Area","Male","1524","0.166987278624038","0.15881039411349","0.175164163134587","2"
"Private health insurance","2012","Urban Area","Female","1102","0.102454016069053","0.096432656152673","0.108475375985433","2"
"Private health insurance","2012","Rural Area","Male","647","0.139043189708441","0.129023979485883","0.149062399931","2"
"Private health insurance","2012","Rural Area","Female","399","0.0650399597086758","0.0584524304408256","0.0716274889765259","2"
"Public health insurance","2012","Urban Area","Male","6468","0.833012721375962","0.824835836865413","0.84118960588651","1"
"Public health insurance","2012","Urban Area","Female","8641","0.897545983930947","0.891524624014567","0.903567343847327","1"
"Public health insurance","2012","Rural Area","Male","3934","0.860956810291559","0.850937600069","0.870976020514117","1"
"Public health insurance","2012","Rural Area","Female","4984","0.934960040291324","0.928372511023474","0.941547569559174","1"
"Neither","2013","Urban Area","Male","","","","","3"
"Neither","2013","Urban Area","Female","","","","","3"
"Neither","2013","Rural Area","Male","","","","","3"
"Neither","2013","Rural Area","Female","","","","","3"
"Private health insurance","2013","Urban Area","Male","1515","0.16790016852005","0.160280169814785","0.175520167225315","2"
"Private health insurance","2013","Urban Area","Female","1077","0.10146348356315","0.0958577712634677","0.107069195862832","2"
"Private health insurance","2013","Rural Area","Male","611","0.135580578001979","0.125856241050342","0.145304914953616","2"
"Private health insurance","2013","Rural Area","Female","381","0.0669311786581436","0.0603630338548661","0.0734993234614211","2"
"Public health insurance","2013","Urban Area","Male","7728","0.83209983147995","0.824479832774685","0.839719830185215","1"
"Public health insurance","2013","Urban Area","Female","10068","0.89853651643685","0.892930804137168","0.904142228736532","1"
"Public health insurance","2013","Rural Area","Male","4150","0.864419421998021","0.854695085046384","0.874143758949658","1"
"Public health insurance","2013","Rural Area","Female","5180","0.933068821341856","0.926500676538579","0.939636966145134","1"
"Neither","2014","Urban Area","Male","","","","","3"
"Neither","2014","Urban Area","Female","","","","","3"
"Neither","2014","Rural Area","Male","","","","","3"
"Neither","2014","Rural Area","Female","","","","","3"
"Private health insurance","2014","Urban Area","Male","1322","0.159144860504815","0.151201953437197","0.167087767572433","2"
"Private health insurance","2014","Urban Area","Female","980","0.102915122819323","0.0968684204822473","0.108961825156399","2"
"Private health insurance","2014","Rural Area","Male","566","0.137749302312293","0.127462741542939","0.148035863081647","2"
"Private health insurance","2014","Rural Area","Female","361","0.0698150803810223","0.0627409220131392","0.0768892387489054","2"
"Public health insurance","2014","Urban Area","Male","6826","0.840855139495185","0.832912232427567","0.848798046562803","1"
"Public health insurance","2014","Urban Area","Female","8720","0.897084877180677","0.891038174843601","0.903131579517753","1"
"Public health insurance","2014","Rural Area","Male","3746","0.862250697687707","0.851964136918353","0.872537258457061","1"
"Public health insurance","2014","Rural Area","Female","4624","0.930184919618978","0.923110761251095","0.937259077986861","1"
"Neither","2015","Urban Area","Male","","","","","3"
"Neither","2015","Urban Area","Female","","","","","3"
"Neither","2015","Rural Area","Male","","","","","3"
"Neither","2015","Rural Area","Female","","","","","3"
"Private health insurance","2015","Urban Area","Male","1269","0.162960057118347","0.154916041961333","0.171004072275361","2"
"Private health insurance","2015","Urban Area","Female","951","0.103622999923487","0.0975333987882552","0.109712601058718","2"
"Private health insurance","2015","Rural Area","Male","553","0.137096468467403","0.126766748979608","0.147426187955198","2"
"Private health insurance","2015","Rural Area","Female","360","0.0741391160535715","0.0668130424275509","0.081465189679592","2"
"Public health insurance","2015","Urban Area","Male","6829","0.837039942881653","0.828995927724639","0.845083958038667","1"
"Public health insurance","2015","Urban Area","Female","8671","0.896377000076513","0.890287398941282","0.902466601211745","1"
"Public health insurance","2015","Rural Area","Male","3706","0.862903531532597","0.852573812044802","0.873233251020392","1"
"Public health insurance","2015","Rural Area","Female","4553","0.925860883946429","0.918534810320408","0.933186957572449","1"
"Neither","2016","Urban Area","Male","","","","","3"
"Neither","2016","Urban Area","Female","","","","","3"
"Neither","2016","Rural Area","Male","","","","","3"
"Neither","2016","Rural Area","Female","","","","","3"
"Private health insurance","2016","Urban Area","Male","1154","0.156951581865984","0.148596288888276","0.165306874843692","2"
"Private health insurance","2016","Urban Area","Female","883","0.103379857828818","0.0969885935095024","0.109771122148133","2"
"Private health insurance","2016","Rural Area","Male","515","0.13647952323947","0.125688688746287","0.147270357732653","2"
"Private health insurance","2016","Rural Area","Female","334","0.06917863161637","0.061768603612225","0.0765886596205149","2"
"Public health insurance","2016","Urban Area","Male","6127","0.843048418134016","0.834693125156308","0.851403711111724","1"
"Public health insurance","2016","Urban Area","Female","7834","0.896620142171182","0.890228877851867","0.903011406490498","1"
"Public health insurance","2016","Rural Area","Male","3373","0.86352047676053","0.852729642267347","0.874311311253713","1"
"Public health insurance","2016","Rural Area","Female","4171","0.93082136838363","0.923411340379485","0.938231396387775","1"
"Neither","2017","Urban Area","Male","","","","","3"
"Neither","2017","Urban Area","Female","","","","","3"
"Neither","2017","Rural Area","Male","","","","","3"
"Neither","2017","Rural Area","Female","","","","","3"
"Private health insurance","2017","Urban Area","Male","1302","0.16055106627163","0.152457203477018","0.168644929066243","2"
"Private health insurance","2017","Urban Area","Female","984","0.101691132780446","0.0955569774180269","0.107825288142864","2"
"Private health insurance","2017","Rural Area","Male","563","0.130278746504359","0.120335003324657","0.140222489684061","2"
"Private health insurance","2017","Rural Area","Female","378","0.0724522559402785","0.0652882128143265","0.0796162990662305","2"
"Public health insurance","2017","Urban Area","Male","6601","0.839448933728369","0.831355070933757","0.847542796522982","1"
"Public health insurance","2017","Urban Area","Female","8342","0.898308867219554","0.892174711857136","0.904443022581973","1"
"Public health insurance","2017","Rural Area","Male","3839","0.869721253495641","0.859777510315939","0.879664996675343","1"
"Public health insurance","2017","Rural Area","Female","4652","0.927547744059722","0.92038370093377","0.934711787185674","1"
"Neither","2018","Urban Area","Male","","","","","3"
"Neither","2018","Urban Area","Female","","","","","3"
"Neither","2018","Rural Area","Male","","","","","3"
"Neither","2018","Rural Area","Female","","","","","3"
"Private health insurance","2018","Urban Area","Male","1195","0.154360156552894","0.146265609384721","0.162454703721066","2"
"Private health insurance","2018","Urban Area","Female","930","0.102994410134314","0.0967363394499697","0.109252480818659","2"
"Private health insurance","2018","Rural Area","Male","524","0.131278596288132","0.121067854586947","0.141489337989316","2"
"Private health insurance","2018","Rural Area","Female","349","0.0718139468477036","0.064538878526493","0.0790890151689143","2"
"Public health insurance","2018","Urban Area","Male","6458","0.845639843447106","0.837545296278934","0.853734390615279","1"
"Public health insurance","2018","Urban Area","Female","8132","0.897005589865686","0.890747519181341","0.90326366055003","1"
"Public health insurance","2018","Rural Area","Male","3678","0.868721403711868","0.858510662010684","0.878932145413052","1"
"Public health insurance","2018","Rural Area","Female","4489","0.928186053152296","0.920910984831086","0.935461121473507","1"
"Neither","2019","Urban Area","Male","","","","","3"
"Neither","2019","Urban Area","Female","","","","","3"
"Neither","2019","Rural Area","Male","","","","","3"
"Neither","2019","Rural Area","Female","","","","","3"
"Private health insurance","2019","Urban Area","Male","1615","0.159908380793479","0.151491866759577","0.16832489482738","2"
"Private health insurance","2019","Urban Area","Female","1014","0.103250804434175","0.0966470380327893","0.109854570835561","2"
"Private health insurance","2019","Rural Area","Male","738","0.134713582558274","0.124445423280565","0.144981741835984","2"
"Private health insurance","2019","Rural Area","Female","400","0.0759441580365755","0.0682979374260198","0.0835903786471312","2"
"Public health insurance","2019","Urban Area","Male","5670","0.840091619206521","0.83167510517262","0.848508133240423","1"
"Public health insurance","2019","Urban Area","Female","7142","0.896749195565825","0.890145429164439","0.903352961967211","1"
"Public health insurance","2019","Rural Area","Male","3509","0.865286417441726","0.855018258164016","0.875554576719435","1"
"Public health insurance","2019","Rural Area","Female","4211","0.924055841963424","0.916409621352869","0.93170206257398","1"
