"ple0097","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","2012","indirect migration background","1174","0.928045039707258","0.913882937816945","0.942207141597571","1"
"Public health insurance","2012","direct migration background","2905","0.947592196659091","0.939684760334259","0.955499632983923","1"
"Public health insurance","2012","no migration background","19948","0.862240195852243","0.857821405292457","0.866658986412029","1"
"Neither","2013","no migration background","","","","","3"
"Neither","2013","direct migration background","","","","","3"
"Neither","2013","indirect migration background","","","","","3"
"Private health insurance","2013","no migration background","3234","0.139968532987723","0.13540269899899","0.144534366976455","2"
"Private health insurance","2013","indirect migration background","136","0.0635328660149174","0.0531790609414974","0.0738866710883374","2"
"Private health insurance","2013","direct migration background","214","0.0454411725517633","0.0403370631180944","0.0505452819854322","2"
"Public health insurance","2013","indirect migration background","1996","0.936467133985083","0.926113328911663","0.946820939058503","1"
"Public health insurance","2013","direct migration background","6182","0.954558827448237","0.949454718014568","0.959662936881906","1"
"Public health insurance","2013","no migration background","18948","0.860031467012277","0.855465633023545","0.86459730100101","1"
"Neither","2014","no migration background","","","","","3"
"Neither","2014","direct migration background","","","","","3"
"Neither","2014","indirect migration background","","","","","3"
"Private health insurance","2014","indirect migration background","108","0.0567127326315801","0.0460069056784546","0.0674185595847057","2"
"Private health insurance","2014","no migration background","2946","0.138931121049332","0.134164487052514","0.143697755046151","2"
"Private health insurance","2014","direct migration background","175","0.0469562621043515","0.0411651500916007","0.0527473741171022","2"
"Public health insurance","2014","indirect migration background","1685","0.94328726736842","0.932581440415294","0.953993094321545","1"
"Public health insurance","2014","direct migration background","4951","0.953043737895648","0.947252625882898","0.958834849908399","1"
"Public health insurance","2014","no migration background","17280","0.861068878950668","0.856302244953849","0.865835512947486","1"
"Neither","2015","no migration background","","","","","3"
"Neither","2015","direct migration background","","","","","3"
"Neither","2015","indirect migration background","","","","","3"
"Private health insurance","2015","indirect migration background","104","0.0631094868899649","0.0514923855390059","0.0747265882409239","2"
"Private health insurance","2015","no migration background","2844","0.143172353727203","0.138228696287638","0.148116011166768","2"
"Private health insurance","2015","direct migration background","185","0.0409140255058567","0.0358709496210349","0.0459571013906784","2"
"Public health insurance","2015","indirect migration background","1579","0.936890513110035","0.925273411759076","0.948507614460994","1"
"Public health insurance","2015","direct migration background","5742","0.959085974494143","0.954042898609322","0.964129050378965","1"
"Public health insurance","2015","no migration background","16438","0.856827646272797","0.851883988833232","0.861771303712362","1"
"Neither","2016","no migration background","","","","","3"
"Neither","2016","direct migration background","","","","","3"
"Neither","2016","indirect migration background","","","","","3"
"Private health insurance","2016","indirect migration background","99","0.0754883138671048","0.0624082562263047","0.0885683715079049","2"
"Private health insurance","2016","no migration background","2641","0.139943490469632","0.134865572506375","0.145021408432889","2"
"Private health insurance","2016","direct migration background","146","0.0373750089600114","0.0320602973685458","0.0426897205514771","2"
"Public health insurance","2016","indirect migration background","1468","0.924511686132895","0.911431628492095","0.937591743773695","1"
"Public health insurance","2016","direct migration background","4747","0.962624991039989","0.957310279448523","0.967939702631454","1"
"Public health insurance","2016","no migration background","15290","0.860056509530368","0.854978591567111","0.865134427493625","1"
"Neither","2017","no migration background","","","","","3"
"Neither","2017","direct migration background","","","","","3"
"Neither","2017","indirect migration background","","","","","3"
"Private health insurance","2017","indirect migration background","124","0.0800927728716684","0.0672350254253805","0.0929505203179563","2"
"Private health insurance","2017","direct migration background","144","0.0353656821270693","0.0300603328743072","0.0406710313798315","2"
"Private health insurance","2017","no migration background","2959","0.140464025503964","0.135683346902443","0.145244704105485","2"
"Public health insurance","2017","indirect migration background","1588","0.919907227128332","0.907049479682044","0.93276497457462","1"
"Public health insurance","2017","direct migration background","4512","0.964634317872931","0.959328968620168","0.969939667125693","1"
"Public health insurance","2017","no migration background","17334","0.859535974496036","0.854755295894515","0.864316653097557","1"
"Neither","2018","no migration background","","","","","3"
"Neither","2018","direct migration background","","","","","3"
"Neither","2018","indirect migration background","","","","","3"
"Private health insurance","2018","indirect migration background","110","0.0664389477106585","0.0546383006540569","0.0782395947672602","2"
"Private health insurance","2018","direct migration background","131","0.0397527144668236","0.0340051949161968","0.0455002340174503","2"
"Private health insurance","2018","no migration background","2757","0.139161864568823","0.134316956550419","0.144006772587227","2"
"Public health insurance","2018","indirect migration background","1601","0.933561052289341","0.92176040523274","0.945361699345943","1"
"Public health insurance","2018","direct migration background","4308","0.960247285533176","0.95449976598255","0.965994805083803","1"
"Public health insurance","2018","no migration background","16848","0.860838135431177","0.855993227412773","0.865683043449581","1"
"Neither","2019","no migration background","","","","","3"
"Neither","2019","direct migration background","","","","","3"
"Neither","2019","indirect migration background","","","","","3"
"Private health insurance","2019","indirect migration background","174","0.0703271788804105","0.0581830202203247","0.0824713375404962","2"
"Private health insurance","2019","direct migration background","204","0.0455680631861553","0.0389805652413844","0.0521555611309262","2"
"Private health insurance","2019","no migration background","3630","0.140190766569955","0.135410564449399","0.144970968690511","2"
"Public health insurance","2019","indirect migration background","1529","0.929672821119589","0.917528662459504","0.941816979779675","1"
"Public health insurance","2019","direct migration background","3646","0.954431936813845","0.947844438869074","0.961019434758616","1"
"Public health insurance","2019","no migration background","16634","0.859809233430045","0.855029031309489","0.864589435550601","1"
