"ple0097","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","in school","3","","","","2"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"Private health insurance","1999","Baden-Württemberg","higher vocational","17","","","","2"
"Private health insurance","1999","Baden-Württemberg","higher education","54","0.300155071987215","0.227767921075749","0.372542222898681","2"
"Private health insurance","1999","Bavaria","in school","4","","","","2"
"Private health insurance","1999","Bavaria","inadequately","","","","","2"
"Private health insurance","1999","Bavaria","general elemantary","20","","","","2"
"Private health insurance","1999","Bavaria","middle vocational","93","0.127053672632697","0.105638202307711","0.148469142957683","2"
"Private health insurance","1999","Brandenburg","in school","1","","","","2"
"Private health insurance","1999","Brandenburg","inadequately","","","","","2"
"Private health insurance","1999","Brandenburg","general elemantary","","","","","2"
"Private health insurance","1999","Brandenburg","middle vocational","6","","","","2"
"Private health insurance","1999","Brandenburg","vocational + Abi","","","","","2"
"Private health insurance","1999","Brandenburg","higher vocational","2","","","","2"
"Private health insurance","1999","Brandenburg","higher education","12","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","in school","2","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","inadequately","1","","","","2"
"Private health insurance","1999","Baden-Württemberg","vocational + Abi","5","","","","2"
"Private health insurance","1999","North Rhine-Westphalia","vocational + Abi","12","","","","2"
"Private health insurance","1999","North Rhine-Westphalia","higher vocational","34","0.216966907526093","0.153883815127111","0.280049999925075","2"
"Private health insurance","1999","Bavaria","vocational + Abi","5","","","","2"
"Private health insurance","1999","Bavaria","higher vocational","15","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","general elemantary","1","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","middle vocational","7","","","","2"
"Private health insurance","1999","Schleswig-Holstein","general elemantary","2","","","","2"
"Private health insurance","1999","Schleswig-Holstein","middle vocational","16","","","","2"
"Private health insurance","1999","Schleswig-Holstein","vocational + Abi","2","","","","2"
"Private health insurance","1999","Schleswig-Holstein","higher vocational","3","","","","2"
"Private health insurance","1999","Schleswig-Holstein","higher education","13","","","","2"
"Private health insurance","1999","Hamburg","in school","","","","","2"
"Private health insurance","1999","Hamburg","inadequately","","","","","2"
"Private health insurance","1999","Hamburg","general elemantary","","","","","2"
"Private health insurance","1999","Hamburg","middle vocational","5","","","","2"
"Private health insurance","1999","Hamburg","vocational + Abi","","","","","2"
"Private health insurance","1999","Hamburg","higher vocational","1","","","","2"
"Private health insurance","1999","Hamburg","higher education","5","","","","2"
"Private health insurance","1999","Lower Saxony","in school","1","","","","2"
"Private health insurance","1999","Lower Saxony","inadequately","","","","","2"
"Private health insurance","1999","Lower Saxony","general elemantary","10","","","","2"
"Private health insurance","1999","Lower Saxony","middle vocational","40","0.0587681851318904","0.0397905748439896","0.0777457954197912","2"
"Private health insurance","1999","Lower Saxony","vocational + Abi","5","","","","2"
"Private health insurance","1999","Bavaria","higher education","69","0.37296908562683","0.306769990205804","0.439168181047856","2"
"Private health insurance","1999","Berlin","in school","2","","","","2"
"Private health insurance","1999","Berlin","inadequately","","","","","2"
"Private health insurance","1999","Berlin","general elemantary","1","","","","2"
"Private health insurance","1999","Berlin","middle vocational","26","","","","2"
"Private health insurance","1999","Berlin","vocational + Abi","1","","","","2"
"Private health insurance","1999","Berlin","higher vocational","5","","","","2"
"Private health insurance","1999","Berlin","higher education","25","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","higher vocational","1","","","","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","higher education","16","","","","2"
"Private health insurance","1999","Saxony","in school","3","","","","2"
"Private health insurance","1999","Saxony","inadequately","","","","","2"
"Private health insurance","1999","Saxony","general elemantary","","","","","2"
"Private health insurance","1999","Saxony","middle vocational","16","","","","2"
"Private health insurance","1999","Saxony","vocational + Abi","5","","","","2"
"Private health insurance","1999","Saxony","higher vocational","1","","","","2"
"Private health insurance","1999","Saxony","higher education","16","","","","2"
"Private health insurance","1999","Saxony-Anhalt","in school","1","","","","2"
"Private health insurance","1999","Saxony-Anhalt","inadequately","","","","","2"
"Private health insurance","1999","Saxony-Anhalt","general elemantary","","","","","2"
"Private health insurance","1999","Saxony-Anhalt","middle vocational","8","","","","2"
"Private health insurance","1999","Saxony-Anhalt","vocational + Abi","1","","","","2"
"Private health insurance","1999","Saxony-Anhalt","higher vocational","4","","","","2"
"Private health insurance","1999","Saxony-Anhalt","higher education","11","","","","2"
"Private health insurance","1999","Thuringia","in school","","","","","2"
"Private health insurance","1999","Thuringia","inadequately","","","","","2"
"Private health insurance","1999","Thuringia","general elemantary","1","","","","2"
"Private health insurance","1999","Thuringia","middle vocational","10","","","","2"
"Private health insurance","1999","Thuringia","vocational + Abi","","","","","2"
"Private health insurance","1999","Thuringia","higher vocational","3","","","","2"
"Private health insurance","1999","Thuringia","higher education","12","","","","2"
"Public health insurance","1999","Schleswig-Holstein","in school","8","","","","1"
"Public health insurance","1999","Schleswig-Holstein","inadequately","5","","","","1"
"Public health insurance","1999","Schleswig-Holstein","general elemantary","39","0.947296864162193","0.879722071178019","1.01487165714637","1"
"Public health insurance","1999","Schleswig-Holstein","middle vocational","169","0.900563713464467","0.858125110599818","0.943002316329115","1"
"Public health insurance","1999","Schleswig-Holstein","vocational + Abi","18","","","","1"
"Public health insurance","1999","Schleswig-Holstein","higher vocational","18","","","","1"
"Public health insurance","1999","Schleswig-Holstein","higher education","22","","","","1"
"Public health insurance","1999","Hamburg","in school","2","","","","1"
"Public health insurance","1999","Hamburg","inadequately","6","","","","1"
"Public health insurance","1999","Hamburg","general elemantary","30","1","1","1","1"
"Public health insurance","1999","Hamburg","middle vocational","71","0.908155785778646","0.843648494337454","0.972663077219837","1"
"Public health insurance","1999","Hamburg","vocational + Abi","7","","","","1"
"Public health insurance","1999","Hamburg","higher vocational","2","","","","1"
"Public health insurance","1999","Hamburg","higher education","9","","","","1"
"Public health insurance","1999","Lower Saxony","in school","23","","","","1"
"Public health insurance","1999","Lower Saxony","inadequately","35","1","1","1","1"
"Public health insurance","1999","Lower Saxony","general elemantary","230","0.960260970583568","0.935649153731535","0.984872787435602","1"
"Public health insurance","1999","Lower Saxony","middle vocational","539","0.914212217093243","0.891614825189306","0.936809608997179","1"
"Public health insurance","1999","Lower Saxony","vocational + Abi","59","0.889633357424641","0.812864946848981","0.966401768000302","1"
"Public health insurance","1999","Lower Saxony","higher vocational","60","0.892245089067776","0.819607789465761","0.964882388669792","1"
"Public health insurance","1999","Lower Saxony","higher education","79","0.587012288986831","0.501714992326362","0.672309585647299","1"
"Public health insurance","1999","Bremen","in school","3","","","","1"
"Public health insurance","1999","Bremen","inadequately","2","","","","1"
"Public health insurance","1999","Bremen","general elemantary","16","","","","1"
"Public health insurance","1999","Bremen","middle vocational","46","0.954509077608432","0.895559611621475","1.01345854359539","1"
"Public health insurance","1999","Bremen","vocational + Abi","3","","","","1"
"Public health insurance","1999","Bremen","higher vocational","4","","","","1"
"Public health insurance","1999","Bremen","higher education","8","","","","1"
"Public health insurance","1999","North Rhine-Westphalia","in school","55","0.696942379126758","0.593618111314309","0.800266646939206","1"
"Public health insurance","1999","North Rhine-Westphalia","inadequately","118","0.997479272424159","0.988470004417403","1.00648854043092","1"
"Public health insurance","1999","North Rhine-Westphalia","general elemantary","486","0.957599985458625","0.940025708345139","0.97517426257211","1"
"Public health insurance","1999","North Rhine-Westphalia","middle vocational","1193","0.903217335032492","0.887327580401965","0.919107089663019","1"
"Public health insurance","1999","North Rhine-Westphalia","vocational + Abi","123","0.89416759319038","0.84246677260127","0.945868413779489","1"
"Public health insurance","1999","North Rhine-Westphalia","higher vocational","129","0.778872268454083","0.715356597094639","0.842387939813526","1"
"Public health insurance","1999","North Rhine-Westphalia","higher education","220","0.666096652275991","0.613766764165899","0.718426540386084","1"
"Public health insurance","1999","Hesse","in school","18","","","","1"
"Public health insurance","1999","Hesse","inadequately","44","1","1","1","1"
"Public health insurance","1999","Hesse","general elemantary","187","0.966894007393336","0.941652680710504","0.992135334076169","1"
"Public health insurance","1999","Hesse","middle vocational","389","0.898369976564429","0.86974370189091","0.926996251237948","1"
"Public health insurance","1999","Hesse","vocational + Abi","37","0.887123618567414","0.791422490717771","0.982824746417057","1"
"Public health insurance","1999","Hesse","higher vocational","24","","","","1"
"Public health insurance","1999","Hesse","higher education","89","0.708075460835268","0.627066981586759","0.789083940083777","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","in school","13","","","","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","inadequately","23","","","","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","general elemantary","188","0.928401958952604","0.892670422826016","0.964133495079193","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","middle vocational","343","0.863804138638501","0.829586972830709","0.898021304446293","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","vocational + Abi","21","","","","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","higher vocational","40","0.856609564980319","0.755330256807681","0.957888873152957","1"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","higher education","37","0.564278482157446","0.440853380121563","0.687703584193329","1"
"Public health insurance","1999","Baden-Württemberg","in school","30","0.837426461488327","0.716896474458763","0.957956448517891","1"
"Public health insurance","1999","Baden-Württemberg","inadequately","126","0.997644312489596","0.989213043683307","1.00607558129589","1"
"Public health insurance","1999","Baden-Württemberg","general elemantary","424","0.970443528362311","0.95449151256832","0.986395544156302","1"
"Public health insurance","1999","Baden-Württemberg","middle vocational","717","0.924588395942669","0.90604570880332","0.943131083082019","1"
"Public health insurance","1999","Baden-Württemberg","vocational + Abi","61","0.919136357538453","0.85433855808169","0.983934156995217","1"
"Public health insurance","1999","Baden-Württemberg","higher vocational","77","0.76105829372428","0.675754682600067","0.846361904848493","1"
"Public health insurance","1999","Baden-Württemberg","higher education","98","0.690373676074335","0.617352507195908","0.763394844952762","1"
"Public health insurance","1999","Bavaria","in school","15","","","","1"
"Public health insurance","1999","Bavaria","inadequately","46","0.988025024249926","0.956927883771829","1.01912216472802","1"
"Public health insurance","1999","Bavaria","general elemantary","357","0.933390923282723","0.908287845046657","0.958494001518788","1"
"Public health insurance","1999","Bavaria","middle vocational","828","0.864524733965627","0.842517829824311","0.886531638106942","1"
"Public health insurance","1999","Bavaria","vocational + Abi","56","0.86615866818877","0.781407420790559","0.950909915586981","1"
"Public health insurance","1999","Bavaria","higher vocational","102","0.847593834495725","0.783287666505254","0.911900002486195","1"
"Public health insurance","1999","Bavaria","higher education","134","0.615283023290516","0.548682245318498","0.681883801262533","1"
"Public health insurance","1999","Berlin","in school","19","","","","1"
"Public health insurance","1999","Berlin","inadequately","4","","","","1"
"Public health insurance","1999","Berlin","general elemantary","57","0.984720068076024","0.953420439118023","1.01601969703403","1"
"Public health insurance","1999","Berlin","middle vocational","191","0.873194426365528","0.828921026576762","0.917467826154294","1"
"Public health insurance","1999","Berlin","vocational + Abi","16","","","","1"
"Public health insurance","1999","Berlin","higher vocational","28","","","","1"
"Public health insurance","1999","Berlin","higher education","128","0.795847088852011","0.732185080505618","0.859509097198403","1"
"Public health insurance","1999","Brandenburg","in school","16","","","","1"
"Public health insurance","1999","Brandenburg","inadequately","2","","","","1"
"Public health insurance","1999","Brandenburg","general elemantary","54","1","1","1","1"
"Public health insurance","1999","Brandenburg","middle vocational","307","0.956830619286033","0.934386722868233","0.979274515703833","1"
"Public health insurance","1999","Brandenburg","vocational + Abi","8","","","","1"
"Public health insurance","1999","Brandenburg","higher vocational","41","0.972372156667838","0.923382588324474","1.0213617250112","1"
"Public health insurance","1999","Brandenburg","higher education","138","0.923438605443405","0.881028578487386","0.965848632399425","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","in school","9","","","","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","inadequately","2","","","","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","general elemantary","35","0.976706893427829","0.927435746262515","1.02597804059314","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","middle vocational","215","0.953996413678962","0.926623183602383","0.981369643755541","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","vocational + Abi","3","","","","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","higher vocational","21","","","","1"
"Public health insurance","1999","Mecklenburg-Western Pomerania","higher education","82","0.865422156748812","0.797854969490921","0.932989344006702","1"
"Public health insurance","1999","Saxony","in school","29","","","","1"
"Public health insurance","1999","Saxony","inadequately","5","","","","1"
"Public health insurance","1999","Saxony","general elemantary","119","1","1","1","1"
"Public health insurance","1999","Saxony","middle vocational","622","0.971230992052283","0.958330925734343","0.984131058370224","1"
"Public health insurance","1999","Saxony","vocational + Abi","25","","","","1"
"Public health insurance","1999","Saxony","higher vocational","70","0.989285028377592","0.965336703141225","1.01323335361396","1"
"Public health insurance","1999","Saxony","higher education","225","0.907552743824877","0.871133753255213","0.943971734394542","1"
"Public health insurance","1999","Saxony-Anhalt","in school","18","","","","1"
"Public health insurance","1999","Saxony-Anhalt","inadequately","4","","","","1"
"Public health insurance","1999","Saxony-Anhalt","general elemantary","80","1","1","1","1"
"Public health insurance","1999","Saxony-Anhalt","middle vocational","354","0.981857225484161","0.968108266147938","0.995606184820384","1"
"Public health insurance","1999","Saxony-Anhalt","vocational + Abi","13","","","","1"
"Public health insurance","1999","Saxony-Anhalt","higher vocational","51","0.952953223273395","0.896994541509779","1.00891190503701","1"
"Public health insurance","1999","Saxony-Anhalt","higher education","138","0.928179197445322","0.886722376189734","0.969636018700911","1"
"Public health insurance","1999","Thuringia","in school","13","","","","1"
"Public health insurance","1999","Thuringia","inadequately","2","","","","1"
"Public health insurance","1999","Thuringia","general elemantary","69","0.976993754728977","0.942120885340239","1.01186662411771","1"
"Public health insurance","1999","Thuringia","middle vocational","432","0.978787635111164","0.96538483971868","0.992190430503647","1"
"Public health insurance","1999","Thuringia","vocational + Abi","12","","","","1"
"Public health insurance","1999","Thuringia","higher vocational","37","0.923014039621425","0.840404916020361","1.00562316322249","1"
"Public health insurance","1999","Thuringia","higher education","122","0.91739312587072","0.870782865716156","0.964003386025284","1"
"Neither","2000","Baden-Württemberg","general elemantary","1","","","","3"
"Neither","2000","Baden-Württemberg","middle vocational","10","","","","3"
"Neither","2000","Berlin","higher education","1","","","","3"
"Neither","2000","Brandenburg","inadequately","","","","","3"
"Neither","2000","Brandenburg","general elemantary","1","","","","3"
"Neither","2000","Brandenburg","middle vocational","3","","","","3"
"Neither","2000","Baden-Württemberg","vocational + Abi","1","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","middle vocational","1","","","","3"
"Neither","2000","Baden-Württemberg","higher vocational","4","","","","3"
"Neither","2000","Baden-Württemberg","higher education","3","","","","3"
"Neither","2000","Brandenburg","in school","","","","","3"
"Neither","2000","Brandenburg","vocational + Abi","","","","","3"
"Neither","2000","Brandenburg","higher vocational","","","","","3"
"Neither","2000","Hesse","middle vocational","7","","","","3"
"Neither","2000","Hesse","vocational + Abi","","","","","3"
"Neither","2000","Hesse","higher vocational","1","","","","3"
"Neither","2000","Hesse","higher education","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","general elemantary","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","higher education","","","","","3"
"Neither","2000","Baden-Württemberg","in school","1","","","","3"
"Neither","2000","Baden-Württemberg","inadequately","","","","","3"
"Neither","2000","Berlin","middle vocational","1","","","","3"
"Neither","2000","Berlin","vocational + Abi","","","","","3"
"Neither","2000","Berlin","higher vocational","","","","","3"
"Neither","2000","Saxony","in school","","","","","3"
"Neither","2000","Saxony","inadequately","","","","","3"
"Neither","2000","Saxony","general elemantary","","","","","3"
"Neither","2000","Saxony","middle vocational","4","","","","3"
"Neither","2000","Saxony","vocational + Abi","","","","","3"
"Neither","2000","Saxony","higher vocational","","","","","3"
"Neither","2000","Saxony","higher education","1","","","","3"
"Neither","2000","Saxony-Anhalt","in school","","","","","3"
"Neither","2000","Saxony-Anhalt","inadequately","","","","","3"
"Neither","2000","Saxony-Anhalt","general elemantary","","","","","3"
"Neither","2000","Saxony-Anhalt","middle vocational","2","","","","3"
"Neither","2000","Saxony-Anhalt","vocational + Abi","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"Neither","2000","Rhineland-Palatinate,Saarland","higher vocational","1","","","","3"
"Neither","2000","Bavaria","in school","","","","","3"
"Neither","2000","Bavaria","inadequately","2","","","","3"
"Neither","2000","Bavaria","general elemantary","3","","","","3"
"Neither","2000","Bavaria","middle vocational","8","","","","3"
"Neither","2000","Bavaria","vocational + Abi","1","","","","3"
"Neither","2000","Bavaria","higher vocational","4","","","","3"
"Neither","2000","Bavaria","higher education","4","","","","3"
"Neither","2000","Berlin","in school","","","","","3"
"Neither","2000","Berlin","inadequately","","","","","3"
"Neither","2000","Berlin","general elemantary","","","","","3"
"Neither","2000","Brandenburg","higher education","1","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","in school","1","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","middle vocational","1","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Neither","2000","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Neither","2000","Lower Saxony","higher vocational","1","","","","3"
"Neither","2000","Lower Saxony","higher education","1","","","","3"
"Neither","2000","Bremen","in school","","","","","3"
"Neither","2000","Bremen","inadequately","","","","","3"
"Neither","2000","Bremen","general elemantary","","","","","3"
"Neither","2000","Bremen","middle vocational","1","","","","3"
"Neither","2000","Bremen","vocational + Abi","","","","","3"
"Neither","2000","Bremen","higher vocational","1","","","","3"
"Neither","2000","Bremen","higher education","1","","","","3"
"Neither","2000","North Rhine-Westphalia","in school","","","","","3"
"Neither","2000","North Rhine-Westphalia","inadequately","","","","","3"
"Neither","2000","North Rhine-Westphalia","general elemantary","4","","","","3"
"Neither","2000","North Rhine-Westphalia","middle vocational","18","","","","3"
"Neither","2000","North Rhine-Westphalia","higher education","8","","","","3"
"Neither","2000","Hesse","in school","","","","","3"
"Neither","2000","Hesse","inadequately","","","","","3"
"Neither","2000","Hesse","general elemantary","1","","","","3"
"Neither","2000","Saxony-Anhalt","higher vocational","","","","","3"
"Neither","2000","Saxony-Anhalt","higher education","","","","","3"
"Neither","2000","Thuringia","in school","","","","","3"
"Neither","2000","Thuringia","inadequately","","","","","3"
"Neither","2000","Thuringia","general elemantary","3","","","","3"
"Neither","2000","Thuringia","middle vocational","2","","","","3"
"Neither","2000","Thuringia","vocational + Abi","","","","","3"
