"ple0097","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","1999","Full Time","higher education","858","0.682384428537817","0.655719827470911","0.709049029604722","1"
"Public health insurance","1999","Part Time","in school","30","0.688963355027642","0.550601076881031","0.827325633174253","1"
"Public health insurance","1999","Part Time","inadequately","84","0.991376060123538","0.971719355944667","1.01103276430241","1"
"Public health insurance","1999","Part Time","general elemantary","490","0.972678804300064","0.958418433782783","0.986939174817345","1"
"Public health insurance","1999","Part Time","middle vocational","1497","0.930256112390076","0.917716393528163","0.94279583125199","1"
"Public health insurance","1999","Part Time","vocational + Abi","120","0.920331028130187","0.873603815611841","0.967058240648533","1"
"Public health insurance","1999","Part Time","higher vocational","130","0.796536196153766","0.73336310479356","0.859709287513973","1"
"Public health insurance","1999","Part Time","higher education","303","0.774565183318023","0.732215343611051","0.816915023024995","1"
"Public health insurance","1999","Not Working","in school","239","0.815944297828832","0.770225116592089","0.861663479065574","1"
"Public health insurance","1999","Not Working","inadequately","226","0.996764679174285","0.989377303939664","1.00415205440891","1"
"Public health insurance","1999","Not Working","general elemantary","1229","0.963018936068962","0.95265629415438","0.973381577983544","1"
"Public health insurance","1999","Not Working","middle vocational","2187","0.922125253225511","0.911290788960821","0.932959717490201","1"
"Public health insurance","1999","Not Working","vocational + Abi","98","0.901310932836996","0.844800576782124","0.957821288891868","1"
"Public health insurance","1999","Not Working","higher vocational","179","0.883642700224911","0.838521318505805","0.928764081944016","1"
"Public health insurance","1999","Not Working","higher education","368","0.815596004452072","0.778769033466198","0.852422975437945","1"
"Neither","2000","Not Working","in school","2","","","","3"
"Neither","2000","Not Working","inadequately","3","","","","3"
"Neither","2000","Not Working","general elemantary","10","","","","3"
"Neither","2000","Not Working","middle vocational","23","","","","3"
"Neither","2000","Not Working","vocational + Abi","2","","","","3"
"Neither","2000","Not Working","higher vocational","5","","","","3"
"Neither","2000","Not Working","higher education","6","","","","3"
"Neither","2000","Full Time","in school","","","","","3"
"Neither","2000","Full Time","inadequately","","","","","3"
"Neither","2000","Full Time","general elemantary","3","","","","3"
"Neither","2000","Full Time","middle vocational","37","0.00681245906365812","0.00460398239696769","0.00902093573034855","3"
"Neither","2000","Full Time","vocational + Abi","2","","","","3"
"Neither","2000","Full Time","higher vocational","11","","","","3"
"Neither","2000","Full Time","higher education","10","","","","3"
"Neither","2000","Part Time","in school","","","","","3"
"Neither","2000","Part Time","inadequately","1","","","","3"
"Neither","2000","Part Time","general elemantary","4","","","","3"
"Neither","2000","Part Time","middle vocational","15","","","","3"
"Neither","2000","Part Time","vocational + Abi","2","","","","3"
"Neither","2000","Part Time","higher vocational","","","","","3"
"Neither","2000","Part Time","higher education","4","","","","3"
"Private health insurance","2000","Full Time","in school","","","","","2"
"Private health insurance","2000","Full Time","inadequately","1","","","","2"
"Private health insurance","2000","Full Time","general elemantary","22","","","","2"
"Private health insurance","2000","Full Time","higher vocational","150","0.15199221485244","0.129851175918656","0.174133253786224","2"
"Private health insurance","2000","Full Time","higher education","696","0.331297036628222","0.311774819937586","0.350819253318859","2"
"Private health insurance","2000","Not Working","in school","70","0.189553639895361","0.151798496620728","0.227308783169994","2"
"Private health insurance","2000","Not Working","inadequately","","","","","2"
"Private health insurance","2000","Not Working","general elemantary","65","0.0339758687095727","0.0260300558722108","0.0419216815469346","2"
"Private health insurance","2000","Not Working","higher vocational","38","0.0810685967924682","0.0575413724316184","0.104595821153318","2"
"Private health insurance","2000","Not Working","higher education","158","0.21163656138662","0.184415903133957","0.238857219639282","2"
"Private health insurance","2000","Full Time","middle vocational","527","0.104898256896057","0.0966711797810802","0.113125334011034","2"
"Private health insurance","2000","Full Time","vocational + Abi","56","0.108001538453439","0.0823403387276822","0.133662738179196","2"
"Private health insurance","2000","Not Working","middle vocational","322","0.0695334187135234","0.0622684971974885","0.0767983402295583","2"
"Private health insurance","2000","Not Working","vocational + Abi","30","0.124923777079624","0.0869357191447768","0.162911835014471","2"
"Private health insurance","2000","Part Time","inadequately","1","","","","2"
"Private health insurance","2000","Part Time","general elemantary","13","","","","2"
"Private health insurance","2000","Part Time","higher vocational","31","0.0883521886879125","0.0592765173306391","0.117427860045186","2"
"Private health insurance","2000","Part Time","higher education","181","0.248204244669062","0.216996403953045","0.279412085385079","2"
"Private health insurance","2000","Part Time","in school","12","","","","2"
"Private health insurance","2000","Part Time","middle vocational","142","0.050676845151588","0.0425915289525125","0.0587621613506636","2"
"Private health insurance","2000","Part Time","vocational + Abi","14","","","","2"
"Public health insurance","2000","Full Time","in school","3","","","","1"
"Public health insurance","2000","Full Time","inadequately","87","0.99835444783611","0.989885977697061","1.00682291797516","1"
"Public health insurance","2000","Full Time","general elemantary","826","0.96511171171357","0.952783163580967","0.977440259846174","1"
"Public health insurance","2000","Full Time","middle vocational","4765","0.888289284040285","0.879831631097927","0.896746936982643","1"
"Public health insurance","2000","Full Time","vocational + Abi","504","0.890514630921058","0.864699251872316","0.916330009969801","1"
"Public health insurance","2000","Full Time","higher vocational","849","0.838775350650681","0.816096243428425","0.861454457872937","1"
"Public health insurance","2000","Full Time","higher education","1527","0.664218833333454","0.644630950883524","0.683806715783385","1"
"Public health insurance","2000","Part Time","in school","69","0.852196295205172","0.774907228593583","0.929485361816762","1"
"Public health insurance","2000","Part Time","inadequately","75","0.977223458374071","0.943900499188856","1.01054641755929","1"
"Public health insurance","2000","Part Time","general elemantary","713","0.969807559705142","0.957394508365431","0.982220611044853","1"
"Public health insurance","2000","Part Time","middle vocational","2670","0.943301270858936","0.934776218424515","0.951826323293357","1"
"Public health insurance","2000","Part Time","vocational + Abi","257","0.921581858565684","0.889692777942484","0.953470939188883","1"
"Public health insurance","2000","Part Time","higher vocational","335","0.911647811312087","0.882572139954814","0.940723482669361","1"
"Public health insurance","2000","Part Time","higher education","551","0.743151368064467","0.711587773727021","0.774714962401912","1"
"Public health insurance","2000","Not Working","in school","342","0.80611140380951","0.768029242693575","0.844193564925444","1"
"Public health insurance","2000","Not Working","inadequately","238","0.980699560562884","0.963329906913685","0.998069214212083","1"
"Public health insurance","2000","Not Working","general elemantary","1922","0.962401694396376","0.954058710893295","0.970744677899457","1"
"Public health insurance","2000","Not Working","middle vocational","4364","0.92610481619504","0.918633073906225","0.933576558483855","1"
"Public health insurance","2000","Not Working","vocational + Abi","259","0.860457721377878","0.820645237868862","0.900270204886894","1"
"Public health insurance","2000","Not Working","higher vocational","474","0.911847162712897","0.887408243679857","0.936286081745937","1"
"Public health insurance","2000","Not Working","higher education","701","0.780494870778194","0.752911495990055","0.808078245566334","1"
"Neither","2001","Not Working","in school","2","","","","3"
"Neither","2001","Not Working","inadequately","1","","","","3"
"Neither","2001","Not Working","general elemantary","7","","","","3"
"Neither","2001","Not Working","middle vocational","18","","","","3"
"Neither","2001","Not Working","vocational + Abi","1","","","","3"
"Neither","2001","Not Working","higher vocational","1","","","","3"
"Neither","2001","Not Working","higher education","5","","","","3"
"Neither","2001","Full Time","in school","1","","","","3"
"Neither","2001","Full Time","inadequately","","","","","3"
"Neither","2001","Full Time","general elemantary","1","","","","3"
"Neither","2001","Full Time","middle vocational","41","0.00960687100468034","0.00684049810817466","0.012373243901186","3"
"Neither","2001","Full Time","vocational + Abi","2","","","","3"
"Neither","2001","Full Time","higher vocational","8","","","","3"
"Neither","2001","Full Time","higher education","10","","","","3"
"Neither","2001","Part Time","in school","","","","","3"
"Neither","2001","Part Time","inadequately","1","","","","3"
"Neither","2001","Part Time","general elemantary","4","","","","3"
"Neither","2001","Part Time","middle vocational","20","","","","3"
"Neither","2001","Part Time","vocational + Abi","1","","","","3"
"Neither","2001","Part Time","higher vocational","1","","","","3"
"Neither","2001","Part Time","higher education","4","","","","3"
"Private health insurance","2001","Full Time","higher vocational","132","0.162423087987963","0.13780067063758","0.187045505338345","2"
"Private health insurance","2001","Full Time","higher education","651","0.336084873518504","0.315626840284312","0.356542906752696","2"
"Private health insurance","2001","Not Working","higher vocational","38","0.0932244896539423","0.0669391217175417","0.119509857590343","2"
"Private health insurance","2001","Not Working","higher education","163","0.227584356885962","0.198817014281151","0.256351699490772","2"
"Private health insurance","2001","Full Time","in school","","","","","2"
"Private health insurance","2001","Full Time","inadequately","1","","","","2"
"Private health insurance","2001","Full Time","general elemantary","21","","","","2"
"Private health insurance","2001","Full Time","middle vocational","466","0.10413811672865","0.0954756551551187","0.112800578302182","2"
"Private health insurance","2001","Full Time","vocational + Abi","46","0.0948828589116155","0.0694491744640064","0.120316543359225","2"
"Private health insurance","2001","Not Working","in school","66","0.162432862298558","0.127488833887869","0.197376890709246","2"
"Private health insurance","2001","Not Working","inadequately","","","","","2"
"Private health insurance","2001","Not Working","general elemantary","51","0.0312198846266048","0.0228462290854213","0.0395935401677884","2"
"Private health insurance","2001","Not Working","middle vocational","289","0.0685292006745877","0.0609413858013192","0.0761170155478563","2"
"Private health insurance","2001","Not Working","vocational + Abi","33","0.147712990430333","0.106301027497066","0.1891249533636","2"
"Private health insurance","2001","Part Time","higher vocational","28","","","","2"
"Private health insurance","2001","Part Time","higher education","158","0.241732320803918","0.210106602764507","0.273358038843329","2"
"Private health insurance","2001","Part Time","inadequately","","","","","2"
"Private health insurance","2001","Part Time","general elemantary","10","","","","2"
"Private health insurance","2001","Part Time","in school","28","","","","2"
"Private health insurance","2001","Part Time","vocational + Abi","20","","","","2"
"Private health insurance","2001","Part Time","middle vocational","132","0.0522293953378548","0.0437019025487263","0.0607568881269833","2"
"Public health insurance","2001","Full Time","in school","5","","","","1"
"Public health insurance","2001","Full Time","inadequately","69","0.997648245882642","0.986301175486826","1.00899531627846","1"
"Public health insurance","2001","Full Time","general elemantary","774","0.958560019178788","0.944714444529628","0.972405593827949","1"
"Public health insurance","2001","Full Time","middle vocational","4269","0.88625501226667","0.877250474617662","0.895259549915677","1"
"Public health insurance","2001","Full Time","vocational + Abi","462","0.902661261729064","0.876935498889699","0.928387024568428","1"
"Public health insurance","2001","Full Time","higher vocational","722","0.826538175855405","0.801261039489197","0.851815312221613","1"
"Public health insurance","2001","Full Time","higher education","1387","0.659355178430153","0.638829679570178","0.679880677290127","1"
"Public health insurance","2001","Part Time","in school","88","0.738662849760887","0.658708370237234","0.81861732928454","1"
"Public health insurance","2001","Part Time","inadequately","62","0.979948284853263","0.945334016358916","1.01456255334761","1"
"Public health insurance","2001","Part Time","general elemantary","654","0.982382615082241","0.972406282575736","0.992358947588747","1"
"Public health insurance","2001","Part Time","middle vocational","2463","0.940306593885354","0.931226085465113","0.949387102305595","1"
"Public health insurance","2001","Part Time","vocational + Abi","266","0.903173390808052","0.868960476365207","0.937386305250896","1"
"Public health insurance","2001","Part Time","higher vocational","321","0.898248781755216","0.866576292600998","0.929921270909433","1"
"Public health insurance","2001","Part Time","higher education","542","0.751946393706762","0.72004365443827","0.783849132975254","1"
"Public health insurance","2001","Not Working","in school","360","0.829415801304109","0.79378039139006","0.865051211218158","1"
"Public health insurance","2001","Not Working","inadequately","178","0.987944905587462","0.971957674718269","1.00393213645666","1"
"Public health insurance","2001","Not Working","general elemantary","1599","0.964254668700972","0.95531559793738","0.973193739464563","1"
"Public health insurance","2001","Not Working","middle vocational","3952","0.926394980258437","0.918552632721954","0.934237327794921","1"
"Public health insurance","2001","Not Working","vocational + Abi","248","0.841622828415488","0.799011155800407","0.884234501030569","1"
"Public health insurance","2001","Not Working","higher vocational","431","0.906148191009464","0.879783656979072","0.932512725039856","1"
"Public health insurance","2001","Not Working","higher education","648","0.764037706156151","0.734904940703213","0.793170471609088","1"
"Neither","2002","Not Working","general elemantary","3","","","","3"
"Neither","2002","Not Working","higher vocational","2","","","","3"
"Neither","2002","Not Working","in school","1","","","","3"
"Neither","2002","Not Working","inadequately","3","","","","3"
"Neither","2002","Not Working","higher education","7","","","","3"
"Neither","2002","Not Working","middle vocational","15","","","","3"
"Neither","2002","Not Working","vocational + Abi","2","","","","3"
"Neither","2002","Full Time","higher vocational","9","","","","3"
"Neither","2002","Full Time","higher education","16","","","","3"
"Neither","2002","Part Time","in school","","","","","3"
"Neither","2002","Part Time","inadequately","","","","","3"
"Neither","2002","Part Time","general elemantary","1","","","","3"
"Neither","2002","Part Time","middle vocational","11","","","","3"
"Neither","2002","Part Time","vocational + Abi","","","","","3"
"Neither","2002","Part Time","higher vocational","1","","","","3"
"Neither","2002","Part Time","higher education","4","","","","3"
"Neither","2002","Full Time","in school","","","","","3"
"Neither","2002","Full Time","inadequately","","","","","3"
"Neither","2002","Full Time","general elemantary","2","","","","3"
"Neither","2002","Full Time","middle vocational","35","0.00638604503659972","0.00408585448812069","0.00868623558507875","3"
"Neither","2002","Full Time","vocational + Abi","5","","","","3"
"Private health insurance","2002","Full Time","higher vocational","161","0.154969492016441","0.131248184119839","0.178690799913042","2"
"Private health insurance","2002","Full Time","higher education","1131","0.357221022325207","0.339186585483655","0.375255459166759","2"
"Private health insurance","2002","Not Working","higher vocational","45","0.0845176202060236","0.0597106828141831","0.109324557597864","2"
"Private health insurance","2002","Not Working","higher education","234","0.216528286519368","0.190337094257998","0.242719478780739","2"
"Private health insurance","2002","Full Time","in school","1","","","","2"
"Private health insurance","2002","Full Time","inadequately","1","","","","2"
"Private health insurance","2002","Full Time","general elemantary","16","","","","2"
"Private health insurance","2002","Full Time","middle vocational","528","0.102586944760394","0.0938253890971638","0.111348500423624","2"
"Private health insurance","2002","Full Time","vocational + Abi","65","0.0930009043563499","0.068988981129769","0.117012827582931","2"
"Private health insurance","2002","Not Working","in school","85","0.122751226779312","0.09357667034957","0.151925783209054","2"
"Private health insurance","2002","Not Working","inadequately","2","","","","2"
"Private health insurance","2002","Not Working","general elemantary","60","0.0341999013259075","0.0252185894206597","0.0431812132311553","2"
"Private health insurance","2002","Not Working","middle vocational","312","0.0657256969598902","0.0582905155107477","0.0731608784090327","2"
"Private health insurance","2002","Not Working","vocational + Abi","38","0.10472108448511","0.0707454920823231","0.138696676887896","2"
"Private health insurance","2002","Part Time","vocational + Abi","24","","","","2"
"Private health insurance","2002","Part Time","higher vocational","42","0.0716438812634236","0.0454365091088575","0.0978512534179897","2"
"Private health insurance","2002","Part Time","in school","29","","","","2"
"Private health insurance","2002","Part Time","inadequately","","","","","2"
"Private health insurance","2002","Part Time","middle vocational","205","0.0575418243809436","0.0488789659570295","0.0662046828048578","2"
"Private health insurance","2002","Part Time","general elemantary","26","","","","2"
"Private health insurance","2002","Part Time","higher education","284","0.22881802055033","0.201464858357777","0.256171182742884","2"
"Public health insurance","2002","Full Time","in school","3","","","","1"
"Public health insurance","2002","Full Time","inadequately","62","0.997472104916231","0.985072503686437","1.00987170614603","1"
"Public health insurance","2002","Full Time","general elemantary","685","0.971262768347023","0.958912930268083","0.983612606425964","1"
"Public health insurance","2002","Full Time","middle vocational","4044","0.891027010203006","0.882029054460051","0.900024965945961","1"
"Public health insurance","2002","Full Time","vocational + Abi","492","0.895978978927948","0.870738976069146","0.921218981786751","1"
"Public health insurance","2002","Full Time","higher vocational","724","0.8353766944388","0.811067746245003","0.859685642632597","1"
"Public health insurance","2002","Full Time","higher education","1565","0.638978990988774","0.620902556321262","0.657055425656286","1"
"Public health insurance","2002","Part Time","in school","95","0.785099101476098","0.712802379836533","0.857395823115664","1"
"Public health insurance","2002","Part Time","inadequately","58","1","1","1","1"
"Public health insurance","2002","Part Time","general elemantary","621","0.971666415908529","0.958891150203251","0.984441681613807","1"
"Public health insurance","2002","Part Time","middle vocational","2560","0.938962858687121","0.930057330971219","0.947868386403023","1"
"Public health insurance","2002","Part Time","vocational + Abi","282","0.948823941691425","0.924134366848187","0.973513516534663","1"
"Public health insurance","2002","Part Time","higher vocational","329","0.927298932461689","0.900913944825011","0.953683920098368","1"
"Public health insurance","2002","Part Time","higher education","618","0.768925225982581","0.741477756230335","0.796372695734826","1"
"Public health insurance","2002","Not Working","in school","400","0.876876161841737","0.847663565278887","0.906088758404586","1"
"Public health insurance","2002","Not Working","inadequately","159","0.948402025753855","0.914545785401435","0.982258266106274","1"
"Public health insurance","2002","Not Working","general elemantary","1510","0.965012986928216","0.955932612805723","0.974093361050709","1"
"Public health insurance","2002","Not Working","middle vocational","3940","0.931184999069353","0.923589674885238","0.938780323253468","1"
"Public health insurance","2002","Not Working","vocational + Abi","272","0.884283451475849","0.848788688649805","0.919778214301892","1"
"Public health insurance","2002","Not Working","higher vocational","436","0.911547230424382","0.886223957744063","0.936870503104701","1"
"Public health insurance","2002","Not Working","higher education","709","0.776873115606767","0.750398035351366","0.803348195862167","1"
"Neither","2003","Not Working","in school","4","","","","3"
"Neither","2003","Not Working","inadequately","3","","","","3"
"Neither","2003","Not Working","general elemantary","8","","","","3"
"Neither","2003","Not Working","higher vocational","2","","","","3"
"Neither","2003","Not Working","higher education","5","","","","3"
"Neither","2003","Not Working","middle vocational","21","","","","3"
"Neither","2003","Not Working","vocational + Abi","2","","","","3"
"Neither","2003","Full Time","in school","","","","","3"
"Neither","2003","Full Time","inadequately","1","","","","3"
"Neither","2003","Full Time","general elemantary","2","","","","3"
"Neither","2003","Full Time","middle vocational","35","0.00951231904074283","0.00659887127467958","0.0124257668068061","3"
"Neither","2003","Full Time","vocational + Abi","2","","","","3"
"Neither","2003","Full Time","higher vocational","8","","","","3"
"Neither","2003","Full Time","higher education","16","","","","3"
"Neither","2003","Part Time","in school","","","","","3"
"Neither","2003","Part Time","inadequately","1","","","","3"
"Neither","2003","Part Time","general elemantary","2","","","","3"
"Neither","2003","Part Time","middle vocational","9","","","","3"
"Neither","2003","Part Time","vocational + Abi","","","","","3"
"Neither","2003","Part Time","higher vocational","","","","","3"
"Neither","2003","Part Time","higher education","3","","","","3"
"Private health insurance","2003","Full Time","in school","","","","","2"
"Private health insurance","2003","Full Time","inadequately","2","","","","2"
"Private health insurance","2003","Full Time","general elemantary","11","","","","2"
"Private health insurance","2003","Full Time","middle vocational","497","0.100435613085097","0.0914136823745244","0.10945754379567","2"
"Private health insurance","2003","Full Time","vocational + Abi","64","0.097408554042718","0.0725601452733928","0.122256962812043","2"
"Private health insurance","2003","Full Time","higher vocational","156","0.173225019662847","0.147369864650829","0.199080174674866","2"
"Private health insurance","2003","Full Time","higher education","1032","0.353915915155391","0.335186444782985","0.372645385527798","2"
"Private health insurance","2003","Not Working","in school","84","0.133768621763651","0.103901601252353","0.163635642274948","2"
"Private health insurance","2003","Not Working","inadequately","2","","","","2"
"Private health insurance","2003","Not Working","general elemantary","46","0.0240886626723206","0.0163321006136323","0.0318452247310088","2"
"Private health insurance","2003","Not Working","middle vocational","314","0.066426202690737","0.058895841796869","0.073956563584605","2"
"Private health insurance","2003","Not Working","vocational + Abi","39","0.115151156934038","0.0785389960716073","0.151763317796468","2"
"Private health insurance","2003","Not Working","higher vocational","46","0.0830830554780448","0.0585443761337998","0.10762173482229","2"
"Private health insurance","2003","Not Working","higher education","236","0.210305107942735","0.184659275594771","0.235950940290698","2"
"Private health insurance","2003","Part Time","vocational + Abi","22","","","","2"
"Private health insurance","2003","Part Time","in school","29","","","","2"
"Private health insurance","2003","Part Time","inadequately","","","","","2"
"Private health insurance","2003","Part Time","general elemantary","14","","","","2"
"Private health insurance","2003","Part Time","middle vocational","194","0.0579877467994913","0.0491751923858094","0.0668003012131732","2"
"Private health insurance","2003","Part Time","higher vocational","39","0.0810282992406257","0.0537352593881547","0.108321339093097","2"
"Private health insurance","2003","Part Time","higher education","277","0.233221560694683","0.205344867620127","0.261098253769238","2"
"Public health insurance","2003","Full Time","in school","1","","","","1"
"Public health insurance","2003","Full Time","inadequately","63","0.973336284321404","0.934470457177113","1.01220211146569","1"
"Public health insurance","2003","Full Time","general elemantary","634","0.981835654563896","0.971545421139628","0.992125887988163","1"
"Public health insurance","2003","Full Time","middle vocational","3732","0.89005206787416","0.880662605356203","0.899441530392118","1"
"Public health insurance","2003","Full Time","vocational + Abi","481","0.901339122389792","0.876348847924725","0.926329396854859","1"
"Public health insurance","2003","Full Time","higher vocational","659","0.818213578580285","0.791864694013428","0.844562463147142","1"
"Public health insurance","2003","Full Time","higher education","1456","0.64130291960868","0.622517259592872","0.660088579624489","1"
"Public health insurance","2003","Part Time","in school","86","0.723566871127176","0.64182707452628","0.805306667728072","1"
"Public health insurance","2003","Part Time","inadequately","42","0.970447655141845","0.919830714323233","1.02106459596046","1"
"Public health insurance","2003","Part Time","general elemantary","600","0.981941754340388","0.971426049754762","0.992457458926013","1"
"Public health insurance","2003","Part Time","middle vocational","2499","0.939407950081977","0.930412138364244","0.94840376179971","1"
"Public health insurance","2003","Part Time","vocational + Abi","302","0.953323520769331","0.930354378111528","0.976292663427134","1"
"Public health insurance","2003","Part Time","higher vocational","345","0.918971700759374","0.891678660906903","0.946264740611845","1"
"Public health insurance","2003","Part Time","higher education","604","0.76527742628601","0.73733855613467","0.793216296437349","1"
"Public health insurance","2003","Not Working","in school","411","0.857132402654029","0.826428848898984","0.887835956409074","1"
"Public health insurance","2003","Not Working","inadequately","157","0.951048668716129","0.917822963437289","0.984274373994968","1"
"Public health insurance","2003","Not Working","general elemantary","1447","0.972057881872247","0.963720427501906","0.980395336242587","1"
"Public health insurance","2003","Not Working","middle vocational","3866","0.92802371623725","0.920208410047047","0.935839022427453","1"
"Public health insurance","2003","Not Working","vocational + Abi","251","0.873146297663944","0.834973697159943","0.911318898167945","1"
"Public health insurance","2003","Not Working","higher vocational","438","0.913184008023906","0.888151234453322","0.93821678159449","1"
"Public health insurance","2003","Not Working","higher education","729","0.784590070279078","0.758718875415167","0.81046126514299","1"
"Neither","2004","Not Working","higher vocational","","","","","3"
"Neither","2004","Not Working","higher education","","","","","3"
"Neither","2004","Not Working","in school","","","","","3"
"Neither","2004","Not Working","inadequately","","","","","3"
"Neither","2004","Not Working","general elemantary","","","","","3"
"Neither","2004","Not Working","middle vocational","","","","","3"
"Neither","2004","Not Working","vocational + Abi","","","","","3"
"Neither","2004","Full Time","in school","","","","","3"
"Neither","2004","Full Time","inadequately","","","","","3"
"Neither","2004","Full Time","general elemantary","","","","","3"
"Neither","2004","Full Time","middle vocational","","","","","3"
"Neither","2004","Full Time","vocational + Abi","","","","","3"
"Neither","2004","Full Time","higher vocational","","","","","3"
"Neither","2004","Full Time","higher education","","","","","3"
"Neither","2004","Part Time","in school","","","","","3"
"Neither","2004","Part Time","inadequately","","","","","3"
"Neither","2004","Part Time","general elemantary","","","","","3"
"Neither","2004","Part Time","middle vocational","","","","","3"
"Neither","2004","Part Time","vocational + Abi","","","","","3"
"Neither","2004","Part Time","higher vocational","","","","","3"
"Neither","2004","Part Time","higher education","","","","","3"
"Private health insurance","2004","Full Time","in school","","","","","2"
"Private health insurance","2004","Full Time","inadequately","1","","","","2"
"Private health insurance","2004","Full Time","general elemantary","9","","","","2"
"Private health insurance","2004","Full Time","middle vocational","455","0.103837707864653","0.094336662810053","0.113338752919252","2"
"Private health insurance","2004","Full Time","vocational + Abi","65","0.114562861129635","0.0874987936521064","0.141626928607163","2"
"Private health insurance","2004","Full Time","higher vocational","147","0.16716864885463","0.141312785353123","0.193024512356137","2"
"Private health insurance","2004","Full Time","higher education","995","0.368185956569434","0.348763962917981","0.387607950220888","2"
"Private health insurance","2004","Not Working","in school","109","0.12459236097697","0.0965813788546723","0.152603343099268","2"
"Private health insurance","2004","Not Working","inadequately","2","","","","2"
"Private health insurance","2004","Not Working","general elemantary","44","0.0250680848215417","0.0169625869105832","0.0331735827325002","2"
"Private health insurance","2004","Not Working","middle vocational","307","0.0613103988270678","0.0540203657354813","0.0686004319186544","2"
"Private health insurance","2004","Not Working","vocational + Abi","41","0.13549183844911","0.0956172705454831","0.175366406352737","2"
"Private health insurance","2004","Not Working","higher vocational","39","0.0719616431782033","0.0491035055146417","0.0948197808417648","2"
"Private health insurance","2004","Not Working","higher education","244","0.206321847550935","0.181140029779052","0.231503665322818","2"
"Private health insurance","2004","Part Time","middle vocational","178","0.0602181413917789","0.05113846796599","0.0692978148175678","2"
"Private health insurance","2004","Part Time","vocational + Abi","21","","","","2"
"Private health insurance","2004","Part Time","general elemantary","16","","","","2"
"Private health insurance","2004","Part Time","higher education","304","0.235348590107117","0.207936526894587","0.262760653319647","2"
"Private health insurance","2004","Part Time","higher vocational","37","0.0721514129680111","0.0446490754174104","0.0996537505186118","2"
"Private health insurance","2004","Part Time","in school","19","","","","2"
