"ple0097","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Private health insurance","2007","Employed","Female","747","0.0907843727845633","0.0835310585994276","0.098037686969699"
"Neither","2007","Not Employed","Male","","","",""
"Neither","2007","Not Employed","Female","","","",""
"Neither","2007","Employed","Male","","","",""
"Neither","2007","Employed","Female","","","",""
"Public health insurance","2008","Not Employed","Male","2672","0.900108084345962","0.889501112762727","0.910715055929196"
"Public health insurance","2008","Not Employed","Female","3971","0.926918461482025","0.919246393536091","0.934590529427958"
"Public health insurance","2008","Employed","Male","4905","0.826119526782393","0.816656412290263","0.835582641274522"
"Public health insurance","2008","Employed","Female","5065","0.918146976425265","0.911050698969187","0.925243253881344"
"Private health insurance","2008","Not Employed","Male","398","0.0998919156540383","0.089284944070804","0.110498887237272"
"Private health insurance","2008","Not Employed","Female","450","0.0730815385179756","0.0654094705720418","0.0807536064639093"
"Private health insurance","2008","Employed","Male","1257","0.173880473217607","0.164417358725478","0.183343587709737"
"Private health insurance","2008","Employed","Female","668","0.0818530235747346","0.0747567461186558","0.0889493010308133"
"Neither","2008","Not Employed","Male","","","",""
"Neither","2008","Not Employed","Female","","","",""
"Neither","2008","Employed","Male","","","",""
"Neither","2008","Employed","Female","","","",""
"Public health insurance","2009","Not Employed","Male","2476","0.89292720058054","0.88162464187044","0.90422975929064"
"Public health insurance","2009","Not Employed","Female","3588","0.922217810770253","0.913917871220292","0.930517750320214"
"Public health insurance","2009","Employed","Male","4582","0.823983539442093","0.814142594232457","0.833824484651728"
"Public health insurance","2009","Employed","Female","4835","0.911154912737249","0.903618427566203","0.918691397908295"
"Private health insurance","2009","Not Employed","Male","399","0.10707279941946","0.0957702407093597","0.11837535812956"
"Private health insurance","2009","Not Employed","Female","412","0.0777821892297472","0.069482249679786","0.0860821287797084"
"Private health insurance","2009","Employed","Male","1171","0.176016460557907","0.166175515348272","0.185857405767543"
"Private health insurance","2009","Employed","Female","640","0.0888450872627508","0.081308602091705","0.0963815724337965"
"Neither","2009","Not Employed","Male","","","",""
"Neither","2009","Not Employed","Female","","","",""
"Neither","2009","Employed","Male","","","",""
"Neither","2009","Employed","Female","","","",""
"Public health insurance","2010","Not Employed","Male","2642","0.886900538981542","0.875656862610357","0.898144215352727"
"Public health insurance","2010","Not Employed","Female","4930","0.92344056214334","0.916348128703618","0.930532995583062"
"Public health insurance","2010","Employed","Male","6361","0.825551529052195","0.817176808648506","0.833926249455884"
"Public health insurance","2010","Employed","Female","6870","0.906191242458373","0.899678943178757","0.912703541737989"
"Private health insurance","2010","Not Employed","Male","406","0.113099461018458","0.101855784647273","0.124343137389643"
"Private health insurance","2010","Not Employed","Female","469","0.07655943785666","0.0694670044169384","0.0836518712963816"
"Private health insurance","2010","Employed","Male","1527","0.174448470947805","0.166073750544116","0.182823191351494"
"Private health insurance","2010","Employed","Female","830","0.0938087575416275","0.0872964582620117","0.100321056821243"
"Neither","2010","Not Employed","Male","","","",""
"Neither","2010","Not Employed","Female","","","",""
"Neither","2010","Employed","Male","","","",""
"Neither","2010","Employed","Female","","","",""
"Public health insurance","2011","Not Employed","Male","3239","0.876569805098708","0.866050446507502","0.887089163689914"
"Public health insurance","2011","Not Employed","Female","5818","0.917217585764623","0.91045926400755","0.923975907521696"
"Public health insurance","2011","Employed","Male","7375","0.821714585704873","0.813853135402822","0.829576036006924"
"Public health insurance","2011","Employed","Female","8203","0.908424688095326","0.902522323106692","0.91432705308396"
"Private health insurance","2011","Not Employed","Male","517","0.123430194901292","0.112910836310086","0.133949553492498"
"Private health insurance","2011","Not Employed","Female","568","0.082782414235377","0.0760240924783037","0.0895407359924502"
"Private health insurance","2011","Employed","Male","1731","0.178285414295127","0.170423963993076","0.186146864597178"
"Private health insurance","2011","Employed","Female","970","0.091575311904674","0.0856729469160396","0.0974776768933084"
"Neither","2011","Not Employed","Male","","","",""
"Neither","2011","Not Employed","Female","","","",""
"Neither","2011","Employed","Male","","","",""
"Neither","2011","Employed","Female","","","",""
"Public health insurance","2012","Not Employed","Male","3283","0.872681476792698","0.862135925679173","0.883227027906224"
"Public health insurance","2012","Not Employed","Female","5432","0.917947465397585","0.910989834637889","0.924905096157281"
"Public health insurance","2012","Employed","Male","7119","0.827557852321533","0.819635803220302","0.835479901422765"
"Public health insurance","2012","Employed","Female","8193","0.9030804487423","0.897018249658075","0.909142647826524"
"Private health insurance","2012","Not Employed","Male","555","0.127318523207302","0.116772972093776","0.137864074320827"
"Private health insurance","2012","Not Employed","Female","545","0.0820525346024153","0.0750949038427192","0.0890101653621114"
"Private health insurance","2012","Employed","Male","1616","0.172442147678467","0.164520098577235","0.180364196779698"
"Private health insurance","2012","Employed","Female","956","0.0969195512577001","0.0908573521734755","0.102981750341925"
"Neither","2012","Not Employed","Male","","","",""
"Neither","2012","Not Employed","Female","","","",""
"Neither","2012","Employed","Male","","","",""
"Neither","2012","Employed","Female","","","",""
"Public health insurance","2013","Not Employed","Male","5243","0.876382440777836","0.867977387018579","0.884787494537093"
"Public health insurance","2013","Not Employed","Female","7361","0.918551969725951","0.91253224994262","0.924571689509283"
"Public health insurance","2013","Employed","Male","6635","0.820776757587149","0.812430975459661","0.829122539714637"
"Public health insurance","2013","Employed","Female","7887","0.90116559004138","0.894921330939535","0.907409849143225"
"Private health insurance","2013","Not Employed","Male","648","0.123617559222164","0.115212505462907","0.132022612981421"
"Private health insurance","2013","Not Employed","Female","570","0.0814480302740486","0.0754283104907168","0.0874677500573804"
"Private health insurance","2013","Employed","Male","1478","0.179223242412851","0.170877460285363","0.187569024540339"
"Private health insurance","2013","Employed","Female","888","0.0988344099586201","0.0925901508567746","0.105078669060465"
"Neither","2013","Not Employed","Male","","","",""
"Neither","2013","Not Employed","Female","","","",""
"Neither","2013","Employed","Male","","","",""
"Neither","2013","Employed","Female","","","",""
"Public health insurance","2014","Not Employed","Male","3288","0.870243263407572","0.859567498752597","0.880919028062546"
"Public health insurance","2014","Not Employed","Female","5084","0.913222470855948","0.905826291377581","0.920618650334316"
"Public health insurance","2014","Employed","Male","7284","0.83686091374941","0.829076152451356","0.844645675047465"
"Public health insurance","2014","Employed","Female","8260","0.903136364125982","0.897066098161621","0.909206630090343"
"Private health insurance","2014","Not Employed","Male","518","0.129756736592428","0.119080971937454","0.140432501247403"
"Private health insurance","2014","Not Employed","Female","481","0.0867775291440517","0.0793813496656844","0.0941737086224191"
"Private health insurance","2014","Employed","Male","1370","0.16313908625059","0.155354324952535","0.170923847548644"
"Private health insurance","2014","Employed","Female","860","0.0968636358740179","0.0907933699096567","0.102933901838379"
"Neither","2014","Not Employed","Male","","","",""
"Neither","2014","Not Employed","Female","","","",""
"Neither","2014","Employed","Male","","","",""
"Neither","2014","Employed","Female","","","",""
"Public health insurance","2015","Not Employed","Male","3752","0.863995611654887","0.853752188420295","0.874239034889479"
"Public health insurance","2015","Not Employed","Female","5464","0.908475678156135","0.901155638357112","0.915795717955158"
"Public health insurance","2015","Employed","Male","6783","0.835525206710092","0.827429686309597","0.843620727110587"
"Public health insurance","2015","Employed","Female","7760","0.903410118956375","0.897157461423469","0.909662776489281"
"Private health insurance","2015","Not Employed","Male","550","0.136004388345113","0.125760965110522","0.146247811579705"
"Private health insurance","2015","Not Employed","Female","497","0.0915243218438649","0.0842042820448416","0.0988443616428882"
"Private health insurance","2015","Employed","Male","1272","0.164474793289908","0.156379272889413","0.172570313690403"
"Private health insurance","2015","Employed","Female","814","0.0965898810436249","0.0903372235107188","0.102842538576531"
"Neither","2015","Not Employed","Male","","","",""
"Neither","2015","Not Employed","Female","","","",""
"Neither","2015","Employed","Male","","","",""
"Neither","2015","Employed","Female","","","",""
"Public health insurance","2016","Not Employed","Male","2880","0.854625551752894","0.842765457577886","0.866485645927902"
"Public health insurance","2016","Not Employed","Female","4418","0.909861078902256","0.901804662098703","0.917917495705809"
"Public health insurance","2016","Employed","Male","6620","0.847094085309883","0.839094859948834","0.855093310670932"
"Public health insurance","2016","Employed","Female","7587","0.905428377756588","0.899158707135649","0.911698048377526"
"Private health insurance","2016","Not Employed","Male","513","0.145374448247106","0.133514354072098","0.157234542422114"
"Private health insurance","2016","Not Employed","Female","436","0.0901389210977441","0.0820825042941909","0.0981953379012973"
"Private health insurance","2016","Employed","Male","1156","0.152905914690117","0.144906689329068","0.160905140051166"
"Private health insurance","2016","Employed","Female","781","0.0945716222434124","0.0883019516224741","0.100841292864351"
"Neither","2016","Not Employed","Male","","","",""
"Neither","2016","Not Employed","Female","","","",""
"Neither","2016","Employed","Male","","","",""
"Neither","2016","Employed","Female","","","",""
"Public health insurance","2017","Not Employed","Male","3019","0.846099571066413","0.834274077571827","0.857925064560999"
"Public health insurance","2017","Not Employed","Female","4537","0.907146315544762","0.899132964786225","0.915159666303299"
"Public health insurance","2017","Employed","Male","7421","0.850374928865985","0.842891543143773","0.857858314588197"
"Public health insurance","2017","Employed","Female","8457","0.907567925589369","0.901686793107138","0.913449058071601"
"Private health insurance","2017","Not Employed","Male","558","0.153900428933587","0.142074935439001","0.165725922428173"
"Private health insurance","2017","Not Employed","Female","502","0.0928536844552379","0.084840333696701","0.100867035213775"
"Private health insurance","2017","Employed","Male","1307","0.149625071134015","0.142141685411803","0.157108456856227"
"Private health insurance","2017","Employed","Female","860","0.0924320744106308","0.0865509419283994","0.0983132068928621"
"Neither","2017","Not Employed","Male","","","",""
"Neither","2017","Not Employed","Female","","","",""
"Neither","2017","Employed","Male","","","",""
"Neither","2017","Employed","Female","","","",""
"Public health insurance","2018","Not Employed","Male","2926","0.840840122472936","0.828687511630207","0.852992733315665"
"Public health insurance","2018","Not Employed","Female","4356","0.903925472105367","0.895598236462019","0.912252707748716"
"Public health insurance","2018","Employed","Male","7210","0.858167691726848","0.850695374889986","0.865640008563711"
"Public health insurance","2018","Employed","Female","8265","0.90850999706978","0.902582904428943","0.914437089710616"
"Private health insurance","2018","Not Employed","Male","555","0.159159877527064","0.147007266684335","0.171312488369793"
"Private health insurance","2018","Not Employed","Female","455","0.0960745278946325","0.0877472922512837","0.104401763537981"
"Private health insurance","2018","Employed","Male","1164","0.141832308273152","0.134359991436289","0.149304625110014"
"Private health insurance","2018","Employed","Female","824","0.0914900029302205","0.0855629102893844","0.0974170955710567"
"Neither","2018","Not Employed","Male","","","",""
"Neither","2018","Not Employed","Female","","","",""
"Neither","2018","Employed","Male","","","",""
"Neither","2018","Employed","Female","","","",""
"Public health insurance","2019","Not Employed","Male","2872","0.835985725398511","0.823730523716784","0.848240927080238"
"Public health insurance","2019","Not Employed","Female","4054","0.898462446646453","0.889719824011693","0.907205069281213"
"Public health insurance","2019","Employed","Male","6942","0.856270929623154","0.848945000808866","0.863596858437442"
"Public health insurance","2019","Employed","Female","7933","0.911082769935364","0.905171861331822","0.916993678538907"
"Private health insurance","2019","Not Employed","Male","635","0.164014274601489","0.151759072919762","0.176269476283216"
"Private health insurance","2019","Not Employed","Female","531","0.101537553353547","0.0927949307187875","0.110280175988307"
"Private health insurance","2019","Employed","Male","1867","0.143729070376846","0.136403141562558","0.151054999191134"
"Private health insurance","2019","Employed","Female","974","0.0889172300646356","0.0830063214610934","0.0948281386681778"
"Neither","2019","Not Employed","Male","","","",""
"Neither","2019","Not Employed","Female","","","",""
"Neither","2019","Employed","Male","","","",""
"Neither","2019","Employed","Female","","","",""
