"ple0097","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","2006","Part Time","580","0.0877173400730988","0.0798740034748116","0.0955606766713859","2"
"Private health insurance","2006","Full Time","1686","0.164963719451258","0.157018694772707","0.172908744129808","2"
"Private health insurance","2006","Not Working","890","0.0805174871418311","0.0747412739530962","0.086293700330566","2"
"Public health insurance","2006","Full Time","6697","0.835036280548742","0.827091255870191","0.842981305227293","1"
"Public health insurance","2006","Part Time","4417","0.912282659926901","0.904439323328614","0.920125996525188","1"
"Public health insurance","2006","Not Working","7634","0.919482512858169","0.913706299669434","0.925258726046904","1"
"Neither","2007","Not Working","","","","","3"
"Neither","2007","Part Time","","","","","3"
"Neither","2007","Full Time","","","","","3"
"Private health insurance","2007","Part Time","521","0.0837789731410793","0.0758446973628526","0.0917132489193059","2"
"Private health insurance","2007","Full Time","1557","0.168101726096561","0.159792672097307","0.176410780095816","2"
"Private health insurance","2007","Not Working","857","0.0814901749744696","0.0754716915054823","0.0875086584434568","2"
"Public health insurance","2007","Full Time","6224","0.831898273903439","0.823589219904184","0.840207327902693","1"
"Public health insurance","2007","Part Time","4163","0.916221026858921","0.908286751080694","0.924155302637147","1"
"Public health insurance","2007","Not Working","7081","0.91850982502553","0.912491341556543","0.924528308494518","1"
"Neither","2008","Not Working","","","","","3"
"Neither","2008","Part Time","","","","","3"
"Neither","2008","Full Time","","","","","3"
"Private health insurance","2008","Full Time","1421","0.15971016194327","0.151406584672084","0.168013739214457","2"
"Private health insurance","2008","Part Time","504","0.083889863230796","0.0757153138295187","0.0920644126320733","2"
"Private health insurance","2008","Not Working","848","0.0837152389310491","0.0774433886151494","0.0899870892469487","2"
"Public health insurance","2008","Not Working","6643","0.916284761068951","0.910012910753051","0.922556611384851","1"
"Public health insurance","2008","Full Time","6056","0.84028983805673","0.831986260785543","0.848593415327916","1"
"Public health insurance","2008","Part Time","3914","0.916110136769204","0.907935587367927","0.924284686170481","1"
"Neither","2009","Not Working","","","","","3"
"Neither","2009","Part Time","","","","","3"
"Neither","2009","Full Time","","","","","3"
"Private health insurance","2009","Full Time","1325","0.160145563861472","0.151556111120181","0.168735016602764","2"
"Private health insurance","2009","Part Time","486","0.0947026313791946","0.0858736340271517","0.103531628731238","2"
"Private health insurance","2009","Not Working","811","0.0897830048594992","0.0830255791779938","0.0965404305410046","2"
"Public health insurance","2009","Not Working","6064","0.910216995140501","0.903459569458995","0.916974420822006","1"
"Public health insurance","2009","Part Time","3739","0.905297368620805","0.896468371268763","0.914126365972848","1"
"Public health insurance","2009","Full Time","5678","0.839854436138528","0.831264983397236","0.848443888879819","1"
"Neither","2010","Part Time","","","","","3"
"Neither","2010","Not Working","","","","","3"
"Neither","2010","Full Time","","","","","3"
"Private health insurance","2010","Full Time","1724","0.16830204313114","0.160673534941411","0.175930551320869","2"
"Private health insurance","2010","Part Time","633","0.0837852680962935","0.0769695424711869","0.0906009937214","2"
"Private health insurance","2010","Not Working","875","0.0916814284509445","0.0855274407139399","0.0978354161879492","2"
"Public health insurance","2010","Not Working","7572","0.908318571549055","0.902164583812051","0.91447255928606","1"
"Public health insurance","2010","Part Time","5715","0.916214731903707","0.9093990062786","0.923030457528813","1"
"Public health insurance","2010","Full Time","7516","0.83169795686886","0.824069448679131","0.839326465058589","1"
"Neither","2011","Full Time","","","","","3"
"Neither","2011","Part Time","","","","","3"
"Neither","2011","Not Working","","","","","3"
"Private health insurance","2011","Full Time","1932","0.164586397629384","0.157532059209359","0.171640736049408","2"
"Private health insurance","2011","Not Working","1085","0.0991664608892559","0.0933495693171544","0.104983352461357","2"
"Private health insurance","2011","Part Time","769","0.0919609571114136","0.0854918250957215","0.0984300891271057","2"
"Public health insurance","2011","Not Working","9057","0.900833539110744","0.895016647538643","0.906650430682846","1"
"Public health insurance","2011","Part Time","6896","0.908039042888586","0.901569910872894","0.914508174904278","1"
"Public health insurance","2011","Full Time","8682","0.835413602370617","0.828359263950592","0.842467940790641","1"
"Neither","2012","Full Time","","","","","3"
"Neither","2012","Part Time","","","","","3"
"Neither","2012","Not Working","","","","","3"
"Private health insurance","2012","Full Time","1858","0.161186325716164","0.154126899470689","0.168245751961639","2"
"Private health insurance","2012","Not Working","1100","0.100766340633216","0.094811132288106","0.106721548978326","2"
"Private health insurance","2012","Part Time","714","0.0955836386284661","0.0889125539499353","0.102254723306997","2"
"Public health insurance","2012","Not Working","8715","0.899233659366784","0.893278451021674","0.905188867711894","1"
"Public health insurance","2012","Part Time","6748","0.904416361371534","0.897745276693003","0.911087446050065","1"
"Public health insurance","2012","Full Time","8564","0.838813674283836","0.831754248038361","0.845873100529311","1"
"Neither","2013","Full Time","","","","","3"
"Neither","2013","Part Time","","","","","3"
"Neither","2013","Not Working","","","","","3"
"Private health insurance","2013","Full Time","1699","0.167793625603644","0.160362157044298","0.17522509416299","2"
"Private health insurance","2013","Not Working","1218","0.0999521579043978","0.09495191005699","0.104952405751806","2"
"Private health insurance","2013","Part Time","667","0.0953803410156605","0.0885836177989217","0.102177064232399","2"
"Public health insurance","2013","Not Working","12604","0.900047842095602","0.895047594248194","0.90504808994301","1"
"Public health insurance","2013","Part Time","6508","0.904619658984339","0.897822935767601","0.911416382201078","1"
"Public health insurance","2013","Full Time","8014","0.832206374396356","0.82477490583701","0.839637842955702","1"
"Neither","2014","Full Time","","","","","3"
"Neither","2014","Part Time","","","","","3"
"Neither","2014","Not Working","","","","","3"
"Private health insurance","2014","Not Working","999","0.10501512257458","0.0988080204270074","0.111222224722153","2"
"Private health insurance","2014","Full Time","1607","0.161001047625557","0.153873416354965","0.16812867889615","2"
"Private health insurance","2014","Part Time","623","0.0856599626075358","0.0793514060332105","0.0919685191818612","2"
"Public health insurance","2014","Not Working","8372","0.89498487742542","0.888777775277847","0.901191979572993","1"
"Public health insurance","2014","Part Time","6937","0.914340037392464","0.908031480818139","0.92064859396679","1"
"Public health insurance","2014","Full Time","8607","0.838998952374443","0.83187132110385","0.846126583645035","1"
"Neither","2015","Full Time","","","","","3"
"Neither","2015","Part Time","","","","","3"
"Neither","2015","Not Working","","","","","3"
"Private health insurance","2015","Not Working","1047","0.110774889407584","0.104702809919111","0.116846968896058","2"
"Private health insurance","2015","Full Time","1487","0.163893068704435","0.156450395817334","0.171335741591536","2"
"Private health insurance","2015","Part Time","599","0.0821411080954206","0.0757659138702128","0.0885163023206283","2"
"Public health insurance","2015","Not Working","9216","0.889225110592416","0.883153031103942","0.895297190080889","1"
"Public health insurance","2015","Part Time","6527","0.917858891904579","0.911483697679372","0.924234086129787","1"
"Public health insurance","2015","Full Time","8016","0.836106931295565","0.828664258408464","0.843549604182666","1"
"Neither","2016","Full Time","","","","","3"
"Neither","2016","Part Time","","","","","3"
"Neither","2016","Not Working","","","","","3"
"Private health insurance","2016","Not Working","949","0.113759614933446","0.106906785558814","0.120612444308078","2"
"Private health insurance","2016","Full Time","1344","0.150977851853983","0.143653544899693","0.158302158808273","2"
"Private health insurance","2016","Part Time","593","0.0847700691570879","0.0782286209583256","0.0913115173558502","2"
"Public health insurance","2016","Not Working","7298","0.886240385066554","0.879387555691922","0.893093214441186","1"
"Public health insurance","2016","Part Time","6372","0.915229930842912","0.90868848264415","0.921771379041674","1"
"Public health insurance","2016","Full Time","7835","0.849022148146017","0.841697841191727","0.856346455100307","1"
"Neither","2017","Full Time","","","","","3"
"Neither","2017","Part Time","","","","","3"
"Neither","2017","Not Working","","","","","3"
"Private health insurance","2017","Not Working","1060","0.118755260205144","0.111924485799218","0.125586034611071","2"
"Private health insurance","2017","Part Time","650","0.0826105789514794","0.0764452429067208","0.0887759149962381","2"
"Private health insurance","2017","Full Time","1517","0.148055994346932","0.141225652257451","0.154886336436414","2"
"Public health insurance","2017","Not Working","7556","0.881244739794855","0.874413965388929","0.888075514200782","1"
"Public health insurance","2017","Part Time","7009","0.917389421048521","0.911224085003762","0.923554757093279","1"
"Public health insurance","2017","Full Time","8869","0.851944005653068","0.845113663563586","0.858774347742549","1"
"Neither","2018","Full Time","","","","","3"
"Neither","2018","Part Time","","","","","3"
"Neither","2018","Not Working","","","","","3"
"Private health insurance","2018","Not Working","1010","0.122933890561141","0.115866315618406","0.130001465503876","2"
"Private health insurance","2018","Part Time","605","0.0828799722493086","0.0766586150309798","0.0891013294676374","2"
"Private health insurance","2018","Full Time","1383","0.140896750316602","0.134049955470763","0.147743545162442","2"
"Public health insurance","2018","Not Working","7282","0.877066109438859","0.869998534496124","0.884133684381593","1"
"Public health insurance","2018","Part Time","6939","0.917120027750691","0.910898670532363","0.92334138496902","1"
"Public health insurance","2018","Full Time","8536","0.859103249683398","0.852256454837558","0.865950044529237","1"
"Neither","2019","Full Time","","","","","3"
"Neither","2019","Part Time","","","","","3"
"Neither","2019","Not Working","","","","","3"
"Private health insurance","2019","Not Working","1167","0.128508998233231","0.121219724758858","0.135798271707603","2"
"Private health insurance","2019","Part Time","722","0.0825990784574355","0.0762534277100604","0.0889447292048105","2"
"Private health insurance","2019","Full Time","2119","0.139951464318402","0.133312660252228","0.146590268384577","2"
"Public health insurance","2019","Not Working","6930","0.871491001766769","0.864201728292397","0.878780275241141","1"
"Public health insurance","2019","Part Time","6507","0.917400921542565","0.91105527079519","0.92374657228994","1"
"Public health insurance","2019","Full Time","8372","0.860048535681598","0.853409731615423","0.866687339747772","1"
