"ple0097","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Private health insurance","1999","(2c_voc) vocational maturity certificate","East Germany","10","","",""
"Private health insurance","1999","(3a) lower tertiary education","West Germany","107","0.2692873065513","0.226085506108907","0.312489106993693"
"Private health insurance","1999","(3a) lower tertiary education","East Germany","33","0.0557663314042122","0.036571349922604","0.0749613128858204"
"Private health insurance","1999","(3b) higher tertiary education","West Germany","249","0.374070852942812","0.33835236587117","0.409789340014454"
"Private health insurance","1999","(3b) higher tertiary education","East Germany","39","0.131229451963238","0.0937633081019277","0.168695595824548"
"Neither","1999","(0) in school","West Germany","","","",""
"Neither","1999","(0) in school","East Germany","1","","",""
"Neither","1999","(1a) inadequately completed","West Germany","2","","",""
"Neither","1999","(1a) inadequately completed","East Germany","","","",""
"Neither","1999","(1b) general elementary school","West Germany","10","","",""
"Neither","1999","(1b) general elementary school","East Germany","","","",""
"Neither","1999","(1c) basic vocational qualification","West Germany","22","","",""
"Neither","1999","(1c) basic vocational qualification","East Germany","2","","",""
"Neither","1999","(2b) intermediate general qualification","West Germany","2","","",""
"Neither","1999","(2b) intermediate general qualification","East Germany","1","","",""
"Neither","1999","(2a) intermediate vocational","West Germany","24","","",""
"Neither","1999","(2a) intermediate vocational","East Germany","9","","",""
"Neither","1999","(2c_gen) general maturity certificate","West Germany","6","","",""
"Neither","1999","(2c_gen) general maturity certificate","East Germany","3","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","West Germany","11","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"Neither","1999","(3a) lower tertiary education","West Germany","5","","",""
"Neither","1999","(3a) lower tertiary education","East Germany","1","","",""
"Neither","1999","(3b) higher tertiary education","West Germany","6","","",""
"Neither","1999","(3b) higher tertiary education","East Germany","2","","",""
"Public health insurance","2000","(0) in school","West Germany","280","0.774841900629603","0.731392453930222","0.818291347328983"
"Public health insurance","2000","(0) in school","East Germany","135","0.943816864086513","0.906205966368179","0.981427761804848"
"Public health insurance","2000","(1a) inadequately completed","West Germany","399","0.980207156110575","0.966658441082972","0.993755871138177"
"Public health insurance","2000","(1a) inadequately completed","East Germany","19","","",""
"Public health insurance","2000","(1b) general elementary school","West Germany","2488","0.967216079124885","0.960315428797279","0.974116729452491"
"Public health insurance","2000","(1b) general elementary school","East Germany","330","0.994583138872008","0.986699615285382","1.00246666245863"
"Public health insurance","2000","(1c) basic vocational qualification","West Germany","5908","0.927467453557831","0.921105105067103","0.933829802048559"
"Public health insurance","2000","(1c) basic vocational qualification","East Germany","1451","0.996315779836151","0.993206987325212","0.999424572347089"
"Public health insurance","2000","(2b) intermediate general qualification","West Germany","503","0.933629722281015","0.912673036596065","0.954586407965966"
"Public health insurance","2000","(2b) intermediate general qualification","East Germany","186","0.969787528184137","0.945575626422291","0.993999429945984"
"Public health insurance","2000","(2a) intermediate vocational","West Germany","3030","0.86705109671147","0.855799791289676","0.878302402133264"
"Public health insurance","2000","(2a) intermediate vocational","East Germany","1953","0.943070828342443","0.933091584619632","0.953050072065254"
"Public health insurance","2000","(2c_gen) general maturity certificate","West Germany","540","0.826704610098201","0.797584405156769","0.855824815039634"
"Public health insurance","2000","(2c_gen) general maturity certificate","East Germany","168","0.924606505158823","0.886142525742086","0.96307048457556"
"Public health insurance","2000","(2c_voc) vocational maturity certificate","West Germany","1190","0.844355812747474","0.825270658353241","0.863440967141706"
"Public health insurance","2000","(2c_voc) vocational maturity certificate","East Germany","161","0.87486104861391","0.826116365208887","0.923605732018934"
"Public health insurance","2000","(3a) lower tertiary education","West Germany","682","0.707143062255535","0.678416015916262","0.735870108594809"
"Public health insurance","2000","(3a) lower tertiary education","East Germany","687","0.935500300846105","0.917813886415049","0.95318671527716"
"Public health insurance","2000","(3b) higher tertiary education","West Germany","948","0.604126582399422","0.580005367989304","0.628247796809541"
"Public health insurance","2000","(3b) higher tertiary education","East Germany","463","0.847463535528221","0.817470121646636","0.877456949409805"
"Private health insurance","2000","(0) in school","West Germany","74","0.22283055323719","0.179541394791777","0.266119711682603"
"Private health insurance","2000","(0) in school","East Germany","8","","",""
"Private health insurance","2000","(1a) inadequately completed","West Germany","2","","",""
"Private health insurance","2000","(1a) inadequately completed","East Germany","","","",""
"Private health insurance","2000","(1b) general elementary school","West Germany","57","0.0283056284803378","0.0218787651352574","0.0347324918254181"
"Private health insurance","2000","(1b) general elementary school","East Germany","1","","",""
"Private health insurance","2000","(1c) basic vocational qualification","West Germany","442","0.0672667339510952","0.0611223187382433","0.073411149163947"
"Private health insurance","2000","(1c) basic vocational qualification","East Germany","8","","",""
"Private health insurance","2000","(2b) intermediate general qualification","West Germany","39","0.0663702777189848","0.0454135920340342","0.0873269634039353"
"Private health insurance","2000","(2b) intermediate general qualification","East Germany","4","","",""
"Private health insurance","2000","(2a) intermediate vocational","West Germany","440","0.125738265386252","0.114750923055527","0.136725607716977"
"Private health insurance","2000","(2a) intermediate vocational","East Germany","108","0.0529586914080547","0.0433134938931185","0.062603888922991"
"Private health insurance","2000","(2c_gen) general maturity certificate","West Germany","101","0.161414713098636","0.133109207217975","0.189720218979296"
"Private health insurance","2000","(2c_gen) general maturity certificate","East Germany","10","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","West Germany","183","0.146566348437636","0.127946827981711","0.165185868893562"
"Private health insurance","2000","(2c_voc) vocational maturity certificate","East Germany","16","","",""
"Private health insurance","2000","(3a) lower tertiary education","West Germany","271","0.279441955812833","0.251115654816649","0.307768256809017"
"Private health insurance","2000","(3a) lower tertiary education","East Germany","53","0.0636922615760804","0.046109316138313","0.0812752070138478"
"Private health insurance","2000","(3b) higher tertiary education","West Germany","624","0.39142541510902","0.367351959116935","0.415498871101105"
"Private health insurance","2000","(3b) higher tertiary education","East Germany","88","0.15115565156326","0.12127398758705","0.181037315539469"
"Neither","2000","(0) in school","West Germany","1","","",""
"Neither","2000","(0) in school","East Germany","1","","",""
"Neither","2000","(1a) inadequately completed","West Germany","5","","",""
"Neither","2000","(1a) inadequately completed","East Germany","","","",""
"Neither","2000","(1b) general elementary school","West Germany","13","","",""
"Neither","2000","(1b) general elementary school","East Germany","2","","",""
"Neither","2000","(1c) basic vocational qualification","West Germany","34","0.005265812491074","0.00349044661086961","0.0070411783712784"
"Neither","2000","(1c) basic vocational qualification","East Germany","","","",""
"Neither","2000","(2b) intermediate general qualification","West Germany","","","",""
"Neither","2000","(2b) intermediate general qualification","East Germany","2","","",""
"Neither","2000","(2a) intermediate vocational","West Germany","28","","",""
"Neither","2000","(2a) intermediate vocational","East Germany","10","","",""
"Neither","2000","(2c_gen) general maturity certificate","West Germany","8","","",""
"Neither","2000","(2c_gen) general maturity certificate","East Germany","3","","",""
"Neither","2000","(2c_voc) vocational maturity certificate","West Germany","13","","",""
"Neither","2000","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Neither","2000","(3a) lower tertiary education","West Germany","11","","",""
"Neither","2000","(3a) lower tertiary education","East Germany","1","","",""
"Neither","2000","(3b) higher tertiary education","West Germany","7","","",""
"Neither","2000","(3b) higher tertiary education","East Germany","1","","",""
"Public health insurance","2001","(0) in school","West Germany","306","0.779897631436598","0.738883245260833","0.820912017612362"
"Public health insurance","2001","(0) in school","East Germany","147","0.915987059411665","0.872731960481271","0.95924215834206"
"Public health insurance","2001","(1a) inadequately completed","West Germany","301","0.980511675316687","0.965023472904215","0.99599987772916"
"Public health insurance","2001","(1a) inadequately completed","East Germany","18","","",""
"Public health insurance","2001","(1b) general elementary school","West Germany","2151","0.971330067022696","0.964360012285723","0.978300121759669"
"Public health insurance","2001","(1b) general elementary school","East Germany","295","1","1","1"
"Public health insurance","2001","(1c) basic vocational qualification","West Germany","5220","0.929019438192147","0.9223111056453","0.935727770738994"
"Public health insurance","2001","(1c) basic vocational qualification","East Germany","1315","0.993719306382339","0.9894606947955","0.997977917969178"
"Public health insurance","2001","(2b) intermediate general qualification","West Germany","456","0.927900066659032","0.905021680845434","0.950778452472631"
"Public health insurance","2001","(2b) intermediate general qualification","East Germany","162","0.95744698503166","0.92710484793157","0.987789122131751"
"Public health insurance","2001","(2a) intermediate vocational","West Germany","2806","0.867406165823641","0.855719681910982","0.879092649736301"
"Public health insurance","2001","(2a) intermediate vocational","East Germany","1790","0.935531384004112","0.92449160482309","0.946571163185134"
"Public health insurance","2001","(2c_gen) general maturity certificate","West Germany","510","0.814583425969391","0.783843277105979","0.845323574832804"
"Public health insurance","2001","(2c_gen) general maturity certificate","East Germany","170","0.941403329836468","0.907281152889756","0.975525506783181"
"Public health insurance","2001","(2c_voc) vocational maturity certificate","West Germany","1110","0.835072446268314","0.814867659288718","0.855277233247911"
"Public health insurance","2001","(2c_voc) vocational maturity certificate","East Germany","153","0.883114620086197","0.834531871239315","0.931697368933079"
"Public health insurance","2001","(3a) lower tertiary education","West Germany","641","0.717158743310541","0.687685298576524","0.746632188044558"
"Public health insurance","2001","(3a) lower tertiary education","East Germany","644","0.918639714046034","0.898430507155414","0.938848920936654"
"Public health insurance","2001","(3b) higher tertiary education","West Germany","846","0.593288301002471","0.567943367840006","0.618633234164937"
"Public health insurance","2001","(3b) higher tertiary education","East Germany","446","0.849567739150393","0.818987707058424","0.880147771242361"
"Private health insurance","2001","(0) in school","West Germany","85","0.2174000956164","0.176567703983661","0.258232487249138"
"Private health insurance","2001","(0) in school","East Germany","9","","",""
"Private health insurance","2001","(1a) inadequately completed","West Germany","3","","",""
"Private health insurance","2001","(1a) inadequately completed","East Germany","","","",""
"Private health insurance","2001","(1b) general elementary school","West Germany","43","0.0233499842325313","0.017042557560978","0.0296574109040846"
"Private health insurance","2001","(1b) general elementary school","East Germany","","","",""
"Private health insurance","2001","(1c) basic vocational qualification","West Germany","379","0.0651141602453393","0.058668766109945","0.0715595543807337"
"Private health insurance","2001","(1c) basic vocational qualification","East Germany","3","","",""
"Private health insurance","2001","(2b) intermediate general qualification","West Germany","33","0.0647711682385274","0.0430012321732021","0.0865411043038528"
"Private health insurance","2001","(2b) intermediate general qualification","East Germany","6","","",""
"Private health insurance","2001","(2a) intermediate vocational","West Germany","401","0.12577967559979","0.114352822791635","0.137206528407946"
"Private health insurance","2001","(2a) intermediate vocational","East Germany","101","0.0569621910274799","0.0465434575580017","0.0673809244969582"
"Private health insurance","2001","(2c_gen) general maturity certificate","West Germany","95","0.16428748549813","0.134978917500054","0.193596053496205"
"Private health insurance","2001","(2c_gen) general maturity certificate","East Germany","10","","",""
"Private health insurance","2001","(2c_voc) vocational maturity certificate","West Germany","176","0.155860034940496","0.136112167382069","0.175607902498923"
"Private health insurance","2001","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Private health insurance","2001","(3a) lower tertiary education","West Germany","248","0.273556188206336","0.244383519801978","0.302728856610694"
"Private health insurance","2001","(3a) lower tertiary education","East Germany","56","0.0778573386958423","0.058050313089999","0.0976643643016856"
"Private health insurance","2001","(3b) higher tertiary education","West Germany","590","0.401321434061703","0.376030902469941","0.426611965653465"
"Private health insurance","2001","(3b) higher tertiary education","East Germany","78","0.148267451716689","0.117869594347916","0.178665309085462"
"Neither","2001","(0) in school","West Germany","1","","",""
"Neither","2001","(0) in school","East Germany","2","","",""
"Neither","2001","(1a) inadequately completed","West Germany","2","","",""
"Neither","2001","(1a) inadequately completed","East Germany","","","",""
"Neither","2001","(1b) general elementary school","West Germany","8","","",""
"Neither","2001","(1b) general elementary school","East Germany","","","",""
"Neither","2001","(1c) basic vocational qualification","West Germany","30","0.00586640156251382","0.00387141150141046","0.00786139162361718"
"Neither","2001","(1c) basic vocational qualification","East Germany","4","","",""
"Neither","2001","(2b) intermediate general qualification","West Germany","2","","",""
"Neither","2001","(2b) intermediate general qualification","East Germany","2","","",""
"Neither","2001","(2a) intermediate vocational","West Germany","28","","",""
"Neither","2001","(2a) intermediate vocational","East Germany","10","","",""
"Neither","2001","(2c_gen) general maturity certificate","West Germany","9","","",""
"Neither","2001","(2c_gen) general maturity certificate","East Germany","2","","",""
"Neither","2001","(2c_voc) vocational maturity certificate","West Germany","10","","",""
"Neither","2001","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Neither","2001","(3a) lower tertiary education","West Germany","8","","",""
"Neither","2001","(3a) lower tertiary education","East Germany","3","","",""
"Neither","2001","(3b) higher tertiary education","West Germany","7","","",""
"Neither","2001","(3b) higher tertiary education","East Germany","1","","",""
"Public health insurance","2002","(0) in school","West Germany","358","0.838646195273232","0.805066509788987","0.872225880757477"
"Public health insurance","2002","(0) in school","East Germany","141","0.948621809571249","0.913754078696056","0.983489540446442"
"Public health insurance","2002","(1a) inadequately completed","West Germany","270","0.967543912237071","0.946637621924953","0.988450202549189"
"Public health insurance","2002","(1a) inadequately completed","East Germany","18","","",""
"Public health insurance","2002","(1b) general elementary school","West Germany","1975","0.971693046679562","0.964485561988865","0.978900531370259"
"Public health insurance","2002","(1b) general elementary school","East Germany","266","1","1","1"
"Public health insurance","2002","(1c) basic vocational qualification","West Germany","5002","0.933228812404154","0.926580714862074","0.939876909946234"
"Public health insurance","2002","(1c) basic vocational qualification","East Germany","1240","0.99067025520627","0.985351308094712","0.995989202317827"
"Public health insurance","2002","(2b) intermediate general qualification","West Germany","448","0.930139864197115","0.90763826041905","0.952641467975179"
"Public health insurance","2002","(2b) intermediate general qualification","East Germany","164","0.982162519325568","0.962147690215707","1.00217734843543"
"Public health insurance","2002","(2a) intermediate vocational","West Germany","2958","0.873260224029496","0.862216572189615","0.884303875869377"
"Public health insurance","2002","(2a) intermediate vocational","East Germany","1752","0.94405376660391","0.933612367516773","0.954495165691048"
"Public health insurance","2002","(2c_gen) general maturity certificate","West Germany","560","0.821534471087241","0.793468172753733","0.84960076942075"
"Public health insurance","2002","(2c_gen) general maturity certificate","East Germany","166","0.943092189039068","0.909059120847782","0.977125257230354"
"Public health insurance","2002","(2c_voc) vocational maturity certificate","West Germany","1172","0.858951782419991","0.840835120938807","0.877068443901176"
"Public health insurance","2002","(2c_voc) vocational maturity certificate","East Germany","163","0.893045319791009","0.847896283507763","0.938194356074254"
"Public health insurance","2002","(3a) lower tertiary education","West Germany","733","0.700973424662438","0.673991296694104","0.727955552630772"
"Public health insurance","2002","(3a) lower tertiary education","East Germany","634","0.937764168106573","0.919842127936232","0.955686208276915"
"Public health insurance","2002","(3b) higher tertiary education","West Germany","1047","0.596086130528155","0.575267614220591","0.616904646835719"
"Public health insurance","2002","(3b) higher tertiary education","East Germany","478","0.815447064312417","0.785154489994476","0.845739638630358"
"Private health insurance","2002","(0) in school","West Germany","103","0.161353804726768","0.127774119242523","0.194933490211013"
"Private health insurance","2002","(0) in school","East Germany","12","","",""
"Private health insurance","2002","(1a) inadequately completed","West Germany","4","","",""
"Private health insurance","2002","(1a) inadequately completed","East Germany","1","","",""
"Private health insurance","2002","(1b) general elementary school","West Germany","55","0.0275963403933228","0.0204772967457944","0.0347153840408512"
"Private health insurance","2002","(1b) general elementary school","East Germany","","","",""
"Private health insurance","2002","(1c) basic vocational qualification","West Germany","394","0.0633188642372654","0.0568329499029141","0.0698047785716166"
"Private health insurance","2002","(1c) basic vocational qualification","East Germany","11","","",""
"Private health insurance","2002","(2b) intermediate general qualification","West Germany","43","0.0637994164885039","0.042226073986783","0.0853727589902248"
"Private health insurance","2002","(2b) intermediate general qualification","East Germany","4","","",""
"Private health insurance","2002","(2a) intermediate vocational","West Germany","500","0.121376474218524","0.110535880399423","0.132217068037625"
"Private health insurance","2002","(2a) intermediate vocational","East Germany","101","0.0496702141234355","0.0397992382304747","0.0595411900163963"
"Private health insurance","2002","(2c_gen) general maturity certificate","West Germany","153","0.177666919168252","0.149649880043814","0.20568395829269"
"Private health insurance","2002","(2c_gen) general maturity certificate","East Germany","9","","",""
"Private health insurance","2002","(2c_voc) vocational maturity certificate","West Germany","231","0.129717121270428","0.112229173543702","0.147205068997155"
"Private health insurance","2002","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"Private health insurance","2002","(3a) lower tertiary education","West Germany","364","0.295543561996562","0.268652475451269","0.322434648541854"
"Private health insurance","2002","(3a) lower tertiary education","East Germany","63","0.0618699230990881","0.0439971600468141","0.0797426861513621"
"Private health insurance","2002","(3b) higher tertiary education","West Germany","1072","0.397725234255873","0.376959858686164","0.418490609825582"
"Private health insurance","2002","(3b) higher tertiary education","East Germany","150","0.181264401600303","0.151182456521509","0.211346346679097"
"Neither","2002","(0) in school","West Germany","","","",""
"Neither","2002","(0) in school","East Germany","1","","",""
"Neither","2002","(1a) inadequately completed","West Germany","2","","",""
"Neither","2002","(1a) inadequately completed","East Germany","1","","",""
"Neither","2002","(1b) general elementary school","West Germany","4","","",""
"Neither","2002","(1b) general elementary school","East Germany","","","",""
"Neither","2002","(1c) basic vocational qualification","West Germany","20","","",""
"Neither","2002","(1c) basic vocational qualification","East Germany","4","","",""
"Neither","2002","(2b) intermediate general qualification","West Germany","2","","",""
"Neither","2002","(2b) intermediate general qualification","East Germany","","","",""
"Neither","2002","(2a) intermediate vocational","West Germany","28","","",""
"Neither","2002","(2a) intermediate vocational","East Germany","8","","",""
"Neither","2002","(2c_gen) general maturity certificate","West Germany","2","","",""
"Neither","2002","(2c_gen) general maturity certificate","East Germany","3","","",""
"Neither","2002","(2c_voc) vocational maturity certificate","West Germany","15","","",""
"Neither","2002","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Neither","2002","(3a) lower tertiary education","West Germany","9","","",""
"Neither","2002","(3a) lower tertiary education","East Germany","1","","",""
"Neither","2002","(3b) higher tertiary education","West Germany","15","","",""
"Neither","2002","(3b) higher tertiary education","East Germany","2","","",""
"Public health insurance","2003","(0) in school","West Germany","348","0.802499285978569","0.76583817240935","0.839160399547787"
"Public health insurance","2003","(0) in school","East Germany","150","0.964263114985868","0.935677554738377","0.992848675233358"
"Public health insurance","2003","(1a) inadequately completed","West Germany","251","0.96179470039886","0.938449306625169","0.985140094172551"
"Public health insurance","2003","(1a) inadequately completed","East Germany","20","","",""
"Public health insurance","2003","(1b) general elementary school","West Germany","1865","0.977168553650566","0.970473476275516","0.983863631025616"
"Public health insurance","2003","(1b) general elementary school","East Germany","254","0.997774667622081","0.991991155090144","1.00355818015402"
"Public health insurance","2003","(1c) basic vocational qualification","West Germany","4735","0.929813678450032","0.922831253746005","0.936796103154059"
"Public health insurance","2003","(1c) basic vocational qualification","East Germany","1195","0.995080727864554","0.991125464205275","0.999035991523832"
"Public health insurance","2003","(2b) intermediate general qualification","West Germany","433","0.959176473159313","0.941210131575195","0.977142814743432"
"Public health insurance","2003","(2b) intermediate general qualification","East Germany","165","0.971387764589056","0.946252876960306","0.996522652217805"
"Public health insurance","2003","(2a) intermediate vocational","West Germany","2841","0.88002996412943","0.86899066360387","0.89106926465499"
"Public health insurance","2003","(2a) intermediate vocational","East Germany","1712","0.931653503171542","0.920101635673286","0.943205370669797"
"Public health insurance","2003","(2c_gen) general maturity certificate","West Germany","531","0.80176228682764","0.771885355298932","0.831639218356347"
"Public health insurance","2003","(2c_gen) general maturity certificate","East Germany","162","0.919927270675089","0.880388071738075","0.959466469612102"
"Public health insurance","2003","(2c_voc) vocational maturity certificate","West Germany","1151","0.864837660890228","0.846825111186282","0.882850210594174"
"Public health insurance","2003","(2c_voc) vocational maturity certificate","East Germany","175","0.888233240381565","0.843549322169569","0.932917158593562"
"Public health insurance","2003","(3a) lower tertiary education","West Germany","695","0.715175827850864","0.687706151131994","0.742645504569734"
"Public health insurance","2003","(3a) lower tertiary education","East Germany","624","0.944063513726255","0.926867244697492","0.961259782755017"
"Public health insurance","2003","(3b) higher tertiary education","West Germany","1013","0.598747924208681","0.577404749127779","0.620091099289584"
"Public health insurance","2003","(3b) higher tertiary education","East Germany","457","0.820433375580031","0.789949237951152","0.850917513208911"
"Private health insurance","2003","(0) in school","West Germany","101","0.187693437807245","0.151736432405144","0.223650443209347"
"Private health insurance","2003","(0) in school","East Germany","12","","",""
"Private health insurance","2003","(1a) inadequately completed","West Germany","4","","",""
"Private health insurance","2003","(1a) inadequately completed","East Germany","1","","",""
"Private health insurance","2003","(1b) general elementary school","West Germany","39","0.0198291996220549","0.0135802414199318","0.0260781578241779"
"Private health insurance","2003","(1b) general elementary school","East Germany","1","","",""
"Private health insurance","2003","(1c) basic vocational qualification","West Germany","379","0.0633015504316338","0.0566459210671216","0.069957179796146"
"Private health insurance","2003","(1c) basic vocational qualification","East Germany","6","","",""
"Private health insurance","2003","(2b) intermediate general qualification","West Germany","30","0.035615587656218","0.0187888361570522","0.0524423391553837"
"Private health insurance","2003","(2b) intermediate general qualification","East Germany","3","","",""
"Private health insurance","2003","(2a) intermediate vocational","West Germany","464","0.11450276719979","0.103684491935369","0.12532104246421"
"Private health insurance","2003","(2a) intermediate vocational","East Germany","109","0.0606772373805485","0.0497480673757812","0.0716064073853158"
"Private health insurance","2003","(2c_gen) general maturity certificate","West Germany","149","0.194073024580669","0.164434916767716","0.223711132393622"
"Private health insurance","2003","(2c_gen) general maturity certificate","East Germany","17","","",""
"Private health insurance","2003","(2c_voc) vocational maturity certificate","West Germany","224","0.129296266963689","0.111619279975264","0.146973253952114"
"Private health insurance","2003","(2c_voc) vocational maturity certificate","East Germany","16","","",""
"Private health insurance","2003","(3a) lower tertiary education","West Germany","333","0.279652350838438","0.252334972241922","0.306969729434954"
"Private health insurance","2003","(3a) lower tertiary education","East Germany","61","0.0555297363123905","0.0383924132763289","0.0726670593484521"
"Private health insurance","2003","(3b) higher tertiary education","West Germany","1002","0.395874470710254","0.374579810594316","0.417169130826193"
"Private health insurance","2003","(3b) higher tertiary education","East Germany","149","0.177894625299599","0.147521841274741","0.208267409324458"
"Neither","2003","(0) in school","West Germany","4","","",""
"Neither","2003","(0) in school","East Germany","","","",""
"Neither","2003","(1a) inadequately completed","West Germany","4","","",""
"Neither","2003","(1a) inadequately completed","East Germany","1","","",""
"Neither","2003","(1b) general elementary school","West Germany","8","","",""
"Neither","2003","(1b) general elementary school","East Germany","","","",""
"Neither","2003","(1c) basic vocational qualification","West Germany","28","","",""
"Neither","2003","(1c) basic vocational qualification","East Germany","1","","",""
"Neither","2003","(2b) intermediate general qualification","West Germany","3","","",""
"Neither","2003","(2b) intermediate general qualification","East Germany","1","","",""
"Neither","2003","(2a) intermediate vocational","West Germany","23","","",""
"Neither","2003","(2a) intermediate vocational","East Germany","12","","",""
"Neither","2003","(2c_gen) general maturity certificate","West Germany","4","","",""
"Neither","2003","(2c_gen) general maturity certificate","East Germany","2","","",""
"Neither","2003","(2c_voc) vocational maturity certificate","West Germany","9","","",""
"Neither","2003","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Neither","2003","(3a) lower tertiary education","West Germany","9","","",""
"Neither","2003","(3a) lower tertiary education","East Germany","1","","",""
"Neither","2003","(3b) higher tertiary education","West Germany","11","","",""
"Neither","2003","(3b) higher tertiary education","East Germany","3","","",""
"Public health insurance","2004","(0) in school","West Germany","354","0.853488294512904","0.821416401296755","0.885560187729052"
"Public health insurance","2004","(0) in school","East Germany","146","0.959580684634979","0.929253938974689","0.98990743029527"
"Public health insurance","2004","(1a) inadequately completed","West Germany","241","0.99028921687416","0.977984791676825","1.00259364207149"
"Public health insurance","2004","(1a) inadequately completed","East Germany","18","","",""
"Public health insurance","2004","(1b) general elementary school","West Germany","1756","0.979875726510241","0.973377685068234","0.986373767952247"
"Public health insurance","2004","(1b) general elementary school","East Germany","223","1","1","1"
"Public health insurance","2004","(1c) basic vocational qualification","West Germany","4554","0.937641119006487","0.930869286940489","0.944412951072485"
"Public health insurance","2004","(1c) basic vocational qualification","East Germany","1153","0.996885420392447","0.993678845139778","1.00009199564512"
"Public health insurance","2004","(2b) intermediate general qualification","West Germany","418","0.963243126803519","0.945819188546526","0.980667065060513"
"Public health insurance","2004","(2b) intermediate general qualification","East Germany","157","0.989800809937381","0.974183498400427","1.00541812147433"
"Public health insurance","2004","(2a) intermediate vocational","West Germany","2787","0.883334198810647","0.8722496089297","0.894418788691594"
"Public health insurance","2004","(2a) intermediate vocational","East Germany","1650","0.937011900794013","0.925665183933698","0.948358617654328"
"Public health insurance","2004","(2c_gen) general maturity certificate","West Germany","518","0.817063863223505","0.787365306100767","0.846762420346244"
