"ple0097","year","education","n","percent","lower_confidence","upper_confidence"
"Public health insurance","2001","lower secondary degree","8316","0.94528859710807","0.940532802803035","0.950044391413105"
"Public health insurance","2001","secondary school degree","5780","0.887983054223707","0.880285021034012","0.895681087413402"
"Public health insurance","2001","college entrance qualification","3297","0.723646989748901","0.710522689981256","0.736771289516545"
"Public health insurance","2001","Other degree","1320","0.942569561877383","0.930276313840394","0.954862809914372"
"Public health insurance","2001","no degree/no degree yet","772","0.880359045972811","0.858855310260023","0.9018627816856"
"Private health insurance","2001","lower secondary degree","432","0.0497741628394543","0.0452261956060057","0.0543221300729028"
"Private health insurance","2001","secondary school degree","623","0.105297284009128","0.0978055294788291","0.112789038539426"
"Private health insurance","2001","college entrance qualification","1128","0.266698713386794","0.253719978974113","0.279677447799474"
"Private health insurance","2001","Other degree","48","0.0489463062511613","0.0375463980541977","0.0603462144481248"
"Private health insurance","2001","no degree/no degree yet","98","0.110711757450081","0.0899213877487803","0.131502127151383"
"Neither","2001","lower secondary degree","36","0.00493724005247532","0.0034714583846491","0.00640302172030155"
"Neither","2001","secondary school degree","45","0.00671966176716516","0.00472556971397536","0.00871375382035496"
"Neither","2001","college entrance qualification","35","0.00965429686430548","0.00678461074543863","0.0125239829831723"
"Neither","2001","Other degree","8","","",""
"Neither","2001","no degree/no degree yet","5","","",""
"Public health insurance","2002","lower secondary degree","7889","0.946951861769824","0.942152572386707","0.951751151152941"
"Public health insurance","2002","secondary school degree","5898","0.892793417594724","0.885391009117391","0.900195826072056"
"Public health insurance","2002","college entrance qualification","3723","0.729664403616099","0.718043466418393","0.741285340813804"
"Public health insurance","2002","Other degree","1243","0.954037891018574","0.942779705874505","0.965296076162642"
"Public health insurance","2002","no degree/no degree yet","787","0.902246587654176","0.882982817419635","0.921510357888718"
"Private health insurance","2002","lower secondary degree","466","0.0507046981995616","0.0460068099720734","0.0554025864270498"
"Private health insurance","2002","secondary school degree","774","0.102125073404011","0.0948796971441657","0.109370449663856"
"Private health insurance","2002","college entrance qualification","1843","0.263412505977765","0.251887044534794","0.274937967420736"
"Private health insurance","2002","Other degree","79","0.0396407033890396","0.0291507598900058","0.0501306468880734"
"Private health insurance","2002","no degree/no degree yet","122","0.0881354204915846","0.0697466320733905","0.106524208909779"
"Neither","2002","lower secondary degree","23","","",""
"Neither","2002","secondary school degree","38","0.00508150900126568","0.00338022455406847","0.0067827934484629"
"Neither","2002","college entrance qualification","45","0.00692309040613661","0.00475354172132008","0.00909263909095314"
"Neither","2002","Other degree","7","","",""
"Neither","2002","no degree/no degree yet","4","","",""
"Public health insurance","2003","lower secondary degree","7484","0.947201951352639","0.942285217360734","0.952118685344544"
"Public health insurance","2003","secondary school degree","5702","0.896666743296119","0.889245097834215","0.904088388758023"
"Public health insurance","2003","college entrance qualification","3638","0.731923202305324","0.720147935997742","0.743698468612906"
"Public health insurance","2003","Other degree","1178","0.949597108449974","0.93746907175478","0.961725145145169"
"Public health insurance","2003","no degree/no degree yet","770","0.888084211975966","0.867464496139882","0.90870392781205"
"Private health insurance","2003","lower secondary degree","431","0.0479356942664828","0.0432388178097679","0.0526325707231976"
"Private health insurance","2003","secondary school degree","721","0.097851815484341","0.0906076560869699","0.105095974881712"
"Private health insurance","2003","college entrance qualification","1761","0.262692680131881","0.250993467737646","0.274391892526115"
"Private health insurance","2003","Other degree","65","0.0429844458793343","0.0317407717812045","0.0542281199774641"
"Private health insurance","2003","no degree/no degree yet","119","0.0960648786876671","0.0767913660752647","0.115338391300069"
"Neither","2003","lower secondary degree","32","0.00486235438087807","0.00333298860808693","0.0063917201536692"
"Neither","2003","secondary school degree","39","0.00548144121953991","0.00368125082196223","0.0072816316171176"
"Neither","2003","college entrance qualification","37","0.00538411756279517","0.00343878736248364","0.00732944776310671"
"Neither","2003","Other degree","7","","",""
"Neither","2003","no degree/no degree yet","9","","",""
"Public health insurance","2004","lower secondary degree","7147","0.952440794446569","0.947636523311654","0.957245065581484"
"Public health insurance","2004","secondary school degree","5556","0.898648805811468","0.891169202100118","0.906128409522818"
"Public health insurance","2004","college entrance qualification","3607","0.737372809613141","0.725575373353263","0.749170245873018"
"Public health insurance","2004","Other degree","1131","0.9621491491395","0.951320185573318","0.972978112705682"
"Public health insurance","2004","no degree/no degree yet","760","0.919671647522522","0.901854828835262","0.937488466209782"
"Private health insurance","2004","lower secondary degree","392","0.047559205553431","0.0427549344185158","0.0523634766883461"
"Private health insurance","2004","secondary school degree","698","0.101351194188532","0.0938715904771822","0.108830797899882"
"Private health insurance","2004","college entrance qualification","1738","0.262627190386859","0.250829754126982","0.274424626646737"
"Private health insurance","2004","Other degree","62","0.0378508508605002","0.0270218872943181","0.0486798144266823"
"Private health insurance","2004","no degree/no degree yet","134","0.0803283524774782","0.0625115337902181","0.0981451711647383"
"Neither","2004","lower secondary degree","","","",""
"Neither","2004","secondary school degree","","","",""
"Neither","2004","college entrance qualification","","","",""
"Neither","2004","Other degree","","","",""
"Neither","2004","no degree/no degree yet","","","",""
"Public health insurance","2005","lower secondary degree","6685","0.950068355283378","0.94498528035713","0.955151430209625"
"Public health insurance","2005","secondary school degree","5298","0.898626168730134","0.890964189136431","0.906288148323837"
"Public health insurance","2005","college entrance qualification","3503","0.743032063153594","0.731094539280979","0.754969587026209"
"Public health insurance","2005","Other degree","1058","0.962588319155753","0.951484418525686","0.973692219785819"
"Public health insurance","2005","no degree/no degree yet","755","0.90347986319224","0.884165600861219","0.92279412552326"
"Private health insurance","2005","lower secondary degree","368","0.0499316447166223","0.044848569790375","0.0550147196428697"
"Private health insurance","2005","secondary school degree","663","0.101373831269866","0.0937118516761635","0.109035810863569"
"Private health insurance","2005","college entrance qualification","1644","0.256967936846406","0.245030412973791","0.268905460719021"
"Private health insurance","2005","Other degree","64","0.0374116808442474","0.0263077802141806","0.0485155814743142"
"Private health insurance","2005","no degree/no degree yet","143","0.0965201368077604","0.0772058744767396","0.115834399138781"
"Neither","2005","lower secondary degree","","","",""
"Neither","2005","secondary school degree","","","",""
"Neither","2005","college entrance qualification","","","",""
"Neither","2005","Other degree","","","",""
"Neither","2005","no degree/no degree yet","","","",""
"Public health insurance","2006","lower secondary degree","7168","0.948529035190505","0.943559132786878","0.953498937594133"
"Public health insurance","2006","secondary school degree","5685","0.897481744424343","0.890068262179026","0.90489522666966"
"Public health insurance","2006","college entrance qualification","3818","0.735324380568043","0.723753355401189","0.746895405734897"
"Public health insurance","2006","Other degree","1129","0.955187561356748","0.943481761715762","0.966893360997734"
"Public health insurance","2006","no degree/no degree yet","535","0.904499482596949","0.88188780595239","0.927111159241508"
"Private health insurance","2006","lower secondary degree","425","0.0514709648094948","0.0465010624058674","0.0564408672131222"
"Private health insurance","2006","secondary school degree","746","0.102518255575657","0.09510477333034","0.109931737820974"
"Private health insurance","2006","college entrance qualification","1766","0.264675619431957","0.253104594265103","0.276246644598811"
"Private health insurance","2006","Other degree","71","0.0448124386432518","0.0331066390022659","0.0565182382842377"
"Private health insurance","2006","no degree/no degree yet","114","0.0955005174030512","0.0728888407584924","0.11811219404761"
"Neither","2006","lower secondary degree","","","",""
"Neither","2006","secondary school degree","","","",""
"Neither","2006","college entrance qualification","","","",""
"Neither","2006","Other degree","","","",""
"Neither","2006","no degree/no degree yet","","","",""
"Public health insurance","2007","lower secondary degree","6527","0.9510309847166","0.945937218901526","0.956124750531673"
"Public health insurance","2007","secondary school degree","5335","0.900723004429112","0.893161589521401","0.908284419336824"
"Public health insurance","2007","college entrance qualification","3665","0.730306066265994","0.718458156131404","0.742153976400583"
"Public health insurance","2007","Other degree","1018","0.956499240375623","0.944271394008006","0.96872708674324"
"Public health insurance","2007","no degree/no degree yet","476","0.914990261185744","0.891787259253682","0.938193263117806"
"Private health insurance","2007","lower secondary degree","368","0.0489690152834004","0.043875249468327","0.0540627810984738"
"Private health insurance","2007","secondary school degree","673","0.0992769955708875","0.0917155806631758","0.106838410478599"
"Private health insurance","2007","college entrance qualification","1725","0.269693933734007","0.257846023599417","0.281541843868596"
"Private health insurance","2007","Other degree","51","0.043500759624377","0.0312729132567599","0.0557286059919942"
"Private health insurance","2007","no degree/no degree yet","79","0.085009738814256","0.0618067368821937","0.108212740746318"
"Neither","2007","lower secondary degree","","","",""
"Neither","2007","secondary school degree","","","",""
"Neither","2007","college entrance qualification","","","",""
"Neither","2007","Other degree","","","",""
"Neither","2007","no degree/no degree yet","","","",""
"Public health insurance","2008","lower secondary degree","6136","0.952036903516443","0.946837264802756","0.95723654223013"
"Public health insurance","2008","secondary school degree","5117","0.89801101167538","0.890194198473825","0.905827824876936"
"Public health insurance","2008","college entrance qualification","3509","0.740480402572539","0.728489219796004","0.752471585349074"
"Public health insurance","2008","Other degree","910","0.964248559430994","0.952448094872001","0.976049023989987"
"Public health insurance","2008","no degree/no degree yet","473","0.907258913869389","0.883060869819069","0.931456957919709"
"Private health insurance","2008","lower secondary degree","352","0.0479630964835567","0.0427634577698697","0.0531627351972437"
"Private health insurance","2008","secondary school degree","641","0.10198898832462","0.0941721751230643","0.109805801526175"
"Private health insurance","2008","college entrance qualification","1625","0.259519597427461","0.247528414650926","0.271510780203996"
"Private health insurance","2008","Other degree","41","0.0357514405690059","0.0239509760100132","0.0475519051279986"
"Private health insurance","2008","no degree/no degree yet","79","0.0927410861306109","0.0685430420802909","0.116939130180931"
"Neither","2008","lower secondary degree","","","",""
"Neither","2008","secondary school degree","","","",""
"Neither","2008","college entrance qualification","","","",""
"Neither","2008","Other degree","","","",""
"Neither","2008","no degree/no degree yet","","","",""
"Public health insurance","2009","lower secondary degree","5639","0.950755061902414","0.945263518824718","0.956246604980109"
"Public health insurance","2009","secondary school degree","4826","0.892244241437731","0.883996210309707","0.900492272565755"
"Public health insurance","2009","college entrance qualification","3368","0.74134224400194","0.729086350255221","0.753598137748659"
"Public health insurance","2009","Other degree","770","0.958412265317179","0.944671957006029","0.97215257362833"
"Public health insurance","2009","no degree/no degree yet","411","0.900265449204974","0.873679860023838","0.92685103838611"
"Private health insurance","2009","lower secondary degree","325","0.0492449380975861","0.0437533950198906","0.0547364811752816"
"Private health insurance","2009","secondary school degree","603","0.107755758562269","0.099507727434245","0.116003789690293"
"Private health insurance","2009","college entrance qualification","1536","0.25865775599806","0.246401862251341","0.270913649744779"
"Private health insurance","2009","Other degree","41","0.0415877346828206","0.0278474263716704","0.0553280429939707"
"Private health insurance","2009","no degree/no degree yet","77","0.0997345507950256","0.0731489616138898","0.126320139976161"
"Neither","2009","lower secondary degree","","","",""
"Neither","2009","secondary school degree","","","",""
"Neither","2009","college entrance qualification","","","",""
"Neither","2009","Other degree","","","",""
"Neither","2009","no degree/no degree yet","","","",""
"Public health insurance","2010","lower secondary degree","6540","0.954705245359085","0.949792572823358","0.959617917894812"
"Public health insurance","2010","secondary school degree","6739","0.892231033570505","0.885196297682846","0.899265769458164"
"Public health insurance","2010","college entrance qualification","4845","0.735933367579297","0.72545480814152","0.746411927017074"
"Public health insurance","2010","Other degree","1505","0.956952825879237","0.946976580630633","0.966929071127842"
"Public health insurance","2010","no degree/no degree yet","689","0.891103736787103","0.869214585972242","0.912992887601964"
"Private health insurance","2010","lower secondary degree","343","0.0452947546409152","0.040382082105188","0.0502074271766423"
"Private health insurance","2010","secondary school degree","725","0.107768966429495","0.100734230541836","0.114803702317154"
"Private health insurance","2010","college entrance qualification","1954","0.264066632420703","0.253588072982926","0.27454519185848"
"Private health insurance","2010","Other degree","85","0.0430471741207631","0.0330709288721585","0.0530234193693676"
"Private health insurance","2010","no degree/no degree yet","89","0.108896263212897","0.0870071123980362","0.130785414027758"
"Neither","2010","lower secondary degree","","","",""
"Neither","2010","secondary school degree","","","",""
"Neither","2010","college entrance qualification","","","",""
"Neither","2010","Other degree","","","",""
"Neither","2010","no degree/no degree yet","","","",""
"Public health insurance","2011","lower secondary degree","7752","0.946802671810472","0.941935930179766","0.951669413441178"
"Public health insurance","2011","secondary school degree","7827","0.89619395757319","0.889777422815188","0.902610492331192"
"Public health insurance","2011","college entrance qualification","5705","0.740283099604806","0.73064329602748","0.749922903182131"
"Public health insurance","2011","Other degree","1780","0.943285507550626","0.932832956455116","0.953738058646137"
"Public health insurance","2011","no degree/no degree yet","811","0.889374133594226","0.868938204313651","0.909810062874802"
"Private health insurance","2011","lower secondary degree","417","0.0531973281895282","0.0483305865588224","0.0580640698202341"
"Private health insurance","2011","secondary school degree","853","0.10380604242681","0.0973895076688081","0.110222577184812"
"Private health insurance","2011","college entrance qualification","2243","0.259716900395194","0.250077096817869","0.26935670397252"
"Private health insurance","2011","Other degree","101","0.0567144924493737","0.0462619413538627","0.0671670435448846"
"Private health insurance","2011","no degree/no degree yet","94","0.110625866405774","0.0901899371251983","0.131061795686349"
"Neither","2011","lower secondary degree","","","",""
"Neither","2011","secondary school degree","","","",""
"Neither","2011","college entrance qualification","","","",""
"Neither","2011","Other degree","","","",""
"Neither","2011","no degree/no degree yet","","","",""
"Public health insurance","2012","lower secondary degree","7530","0.949608896586944","0.944798231407546","0.954419561766342"
"Public health insurance","2012","secondary school degree","7626","0.896585336816253","0.890099054673938","0.903071618958568"
"Public health insurance","2012","college entrance qualification","5653","0.733592773088944","0.723800855874601","0.743384690303286"
"Public health insurance","2012","Other degree","1760","0.946859010967999","0.936667645421648","0.957050376514349"
"Public health insurance","2012","no degree/no degree yet","816","0.906356275458395","0.887354550468537","0.925358000448253"
"Private health insurance","2012","lower secondary degree","413","0.050391103413056","0.0455804382336577","0.0552017685924542"
"Private health insurance","2012","secondary school degree","840","0.103414663183747","0.0969283810414324","0.109900945326062"
"Private health insurance","2012","college entrance qualification","2177","0.266407226911057","0.256615309696714","0.276199144125399"
"Private health insurance","2012","Other degree","101","0.0531409890320014","0.0429496234856507","0.063332354578352"
"Private health insurance","2012","no degree/no degree yet","87","0.0936437245416048","0.0746419995517469","0.112645449531463"
"Neither","2012","lower secondary degree","","","",""
"Neither","2012","secondary school degree","","","",""
"Neither","2012","college entrance qualification","","","",""
"Neither","2012","Other degree","","","",""
"Neither","2012","no degree/no degree yet","","","",""
"Public health insurance","2013","lower secondary degree","7435","0.950076391607732","0.945241971106332","0.954910812109132"
"Public health insurance","2013","secondary school degree","7713","0.89642166732789","0.889940791078315","0.902902543577465"
"Public health insurance","2013","college entrance qualification","5955","0.735089389847168","0.72547519157176","0.744703588122576"
"Public health insurance","2013","Other degree","3974","0.951561110045551","0.945019746579621","0.95810247351148"
"Public health insurance","2013","no degree/no degree yet","1245","0.911650369797518","0.896369197371155","0.926931542223882"
"Private health insurance","2013","lower secondary degree","361","0.049923608392268","0.0450891878908681","0.054758028893668"
"Private health insurance","2013","secondary school degree","779","0.10357833267211","0.0970974564225348","0.110059208921685"
"Private health insurance","2013","college entrance qualification","2138","0.264910610152832","0.255296411877424","0.27452480842824"
"Private health insurance","2013","Other degree","164","0.0484388899544493","0.04189752648852","0.0549802534203786"
"Private health insurance","2013","no degree/no degree yet","80","0.0883496302024819","0.0730684577761182","0.103630802628846"
"Neither","2013","lower secondary degree","","","",""
"Neither","2013","secondary school degree","","","",""
"Neither","2013","college entrance qualification","","","",""
"Neither","2013","Other degree","","","",""
"Neither","2013","no degree/no degree yet","","","",""
"Public health insurance","2014","lower secondary degree","6575","0.946769896545023","0.941479859812834","0.952059933277212"
"Public health insurance","2014","secondary school degree","6861","0.902800148802098","0.896119968080089","0.909480329524107"
"Public health insurance","2014","college entrance qualification","5477","0.740680052568665","0.730716171677027","0.750643933460303"
"Public health insurance","2014","Other degree","3186","0.95734190933838","0.950455392991889","0.964228425684872"
"Public health insurance","2014","no degree/no degree yet","950","0.922136837092136","0.90557041331949","0.938703260864783"
"Private health insurance","2014","lower secondary degree","343","0.053230103454977","0.0479400667227881","0.0585201401871659"
"Private health insurance","2014","secondary school degree","693","0.0971998511979023","0.0905196704758932","0.103880031919911"
"Private health insurance","2014","college entrance qualification","1955","0.259319947431335","0.249356066539697","0.269283828322973"
"Private health insurance","2014","Other degree","122","0.0426580906616197","0.0357715743151283","0.049544607008111"
"Private health insurance","2014","no degree/no degree yet","55","0.0778631629078636","0.0612967391352167","0.0944295866805106"
"Neither","2014","lower secondary degree","","","",""
"Neither","2014","secondary school degree","","","",""
"Neither","2014","college entrance qualification","","","",""
"Neither","2014","Other degree","","","",""
"Neither","2014","no degree/no degree yet","","","",""
"Public health insurance","2015","lower secondary degree","6086","0.948497566975985","0.943085207826796","0.953909926125174"
"Public health insurance","2015","secondary school degree","6533","0.896053235066248","0.889007714338774","0.903098755793722"
"Public health insurance","2015","college entrance qualification","5325","0.73481707179364","0.724627806770747","0.745006336816534"
"Public health insurance","2015","Other degree","3982","0.962929202347335","0.957157239165112","0.968701165529559"
"Public health insurance","2015","no degree/no degree yet","925","0.932594652433283","0.916881175213842","0.948308129652724"
"Private health insurance","2015","lower secondary degree","320","0.0515024330240149","0.0460900738748259","0.056914792173204"
"Private health insurance","2015","secondary school degree","675","0.103946764933752","0.0969012442062786","0.110992285661226"
"Private health insurance","2015","college entrance qualification","1885","0.26518292820636","0.254993663183466","0.275372193229253"
"Private health insurance","2015","Other degree","134","0.0370707976526647","0.031298834470441","0.0428427608348884"
"Private health insurance","2015","no degree/no degree yet","53","0.0674053475667172","0.0516918703472762","0.0831188247861582"
"Neither","2015","lower secondary degree","","","",""
"Neither","2015","secondary school degree","","","",""
"Neither","2015","college entrance qualification","","","",""
"Neither","2015","Other degree","","","",""
"Neither","2015","no degree/no degree yet","","","",""
"Public health insurance","2016","lower secondary degree","5580","0.949538987642118","0.943938350725825","0.955139624558412"
"Public health insurance","2016","secondary school degree","6023","0.90256124474044","0.895428309917293","0.909694179563587"
"Public health insurance","2016","college entrance qualification","5058","0.7476102995933","0.737294186302537","0.757926412884063"
"Public health insurance","2016","Other degree","3212","0.964035083793253","0.957698410718781","0.970371756867726"
"Public health insurance","2016","no degree/no degree yet","782","0.92332816170754","0.90527051946028","0.9413858039548"
"Private health insurance","2016","lower secondary degree","288","0.0504610123578816","0.0448603754415881","0.0560616492741751"
"Private health insurance","2016","secondary school degree","617","0.09743875525956","0.0903058204364128","0.104571690082707"
"Private health insurance","2016","college entrance qualification","1753","0.252389700406701","0.242073587115938","0.262705813697463"
"Private health insurance","2016","Other degree","105","0.0359649162067468","0.0296282431322743","0.0423015892812193"
"Private health insurance","2016","no degree/no degree yet","52","0.07667183829246","0.0586141960451998","0.0947294805397202"
"Neither","2016","lower secondary degree","","","",""
"Neither","2016","secondary school degree","","","",""
"Neither","2016","college entrance qualification","","","",""
"Neither","2016","Other degree","","","",""
"Neither","2016","no degree/no degree yet","","","",""
"Public health insurance","2017","lower secondary degree","5776","0.944700674787195","0.938958331580357","0.950443017994032"
"Public health insurance","2017","secondary school degree","6909","0.903749584474669","0.897118773360561","0.910380395588778"
"Public health insurance","2017","college entrance qualification","5933","0.747792093940183","0.738231368646734","0.757352819233632"
"Public health insurance","2017","Other degree","3040","0.967173858810765","0.960935637379452","0.973412080242078"
"Public health insurance","2017","no degree/no degree yet","874","0.925100041032308","0.908290425530712","0.941909656533905"
"Private health insurance","2017","lower secondary degree","310","0.0552993252128054","0.0495569820059677","0.0610416684196432"
"Private health insurance","2017","secondary school degree","691","0.0962504155253309","0.0896196044112223","0.102881226639439"
"Private health insurance","2017","college entrance qualification","1993","0.252207906059817","0.242647180766368","0.261768631353266"
"Private health insurance","2017","Other degree","94","0.0328261411892352","0.0265879197579224","0.0390643626205481"
"Private health insurance","2017","no degree/no degree yet","68","0.0748999589676916","0.0580903434660952","0.0917095744692879"
"Neither","2017","lower secondary degree","","","",""
"Neither","2017","secondary school degree","","","",""
"Neither","2017","college entrance qualification","","","",""
"Neither","2017","Other degree","","","",""
"Neither","2017","no degree/no degree yet","","","",""
"Public health insurance","2018","lower secondary degree","5458","0.947953259283167","0.942203029081952","0.953703489484382"
"Public health insurance","2018","secondary school degree","6621","0.90754951186259","0.900883301408466","0.914215722316714"
"Public health insurance","2018","college entrance qualification","5793","0.748194364561759","0.738478003997607","0.757910725125911"
"Public health insurance","2018","Other degree","2860","0.96082537581988","0.95382672113176","0.967824030508"
"Public health insurance","2018","no degree/no degree yet","849","0.94052089130042","0.925034132461291","0.956007650139549"
"Private health insurance","2018","lower secondary degree","274","0.0520467407168332","0.0462965105156183","0.0577969709180481"
"Private health insurance","2018","secondary school degree","632","0.09245048813741","0.0857842776832857","0.0991166985915343"
"Private health insurance","2018","college entrance qualification","1873","0.251805635438241","0.242089274874089","0.261521996002393"
"Private health insurance","2018","Other degree","92","0.03917462418012","0.0321759694920003","0.0461732788682398"
"Private health insurance","2018","no degree/no degree yet","47","0.05947910869958","0.0439923498604512","0.0749658675387088"
"Neither","2018","lower secondary degree","","","",""
"Neither","2018","secondary school degree","","","",""
"Neither","2018","college entrance qualification","","","",""
"Neither","2018","Other degree","","","",""
"Neither","2018","no degree/no degree yet","","","",""
"Public health insurance","2019","lower secondary degree","4970","0.948604193766945","0.942670304227403","0.954538083306488"
"Public health insurance","2019","secondary school degree","6531","0.906946562963954","0.900343207691817","0.913549918236092"
"Public health insurance","2019","college entrance qualification","6088","0.753682227909922","0.744545621870284","0.762818833949561"
"Public health insurance","2019","Other degree","2431","0.952781899218296","0.944571957257361","0.960991841179231"
"Public health insurance","2019","no degree/no degree yet","724","0.937037337555886","0.919969508564841","0.954105166546931"
"Private health insurance","2019","lower secondary degree","349","0.0513958062330545","0.0454619166935121","0.0573296957725969"
"Private health insurance","2019","secondary school degree","904","0.0930534370360455","0.0864500817639082","0.0996567923081828"
"Private health insurance","2019","college entrance qualification","2455","0.246317772090078","0.237181166050439","0.255454378129716"
"Private health insurance","2019","Other degree","133","0.047218100781704","0.0390081588207691","0.055428042742639"
"Private health insurance","2019","no degree/no degree yet","54","0.0629626624441138","0.0458948334530692","0.0800304914351585"
"Neither","2019","lower secondary degree","","","",""
"Neither","2019","secondary school degree","","","",""
"Neither","2019","college entrance qualification","","","",""
"Neither","2019","Other degree","","","",""
"Neither","2019","no degree/no degree yet","","","",""
