"ple0097","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","2005","Rural Area","6074","0.911949167526395","0.905206601409258","0.918691733643532","1"
"Neither","2006","Urban Area","","","","","3"
"Neither","2006","Rural Area","","","","","3"
"Private health insurance","2006","Urban Area","2345","0.122374484025258","0.117048422050931","0.127700545999584","2"
"Private health insurance","2006","Rural Area","811","0.0942052749170949","0.0875316516273232","0.100878898206867","2"
"Public health insurance","2006","Urban Area","12199","0.877625515974742","0.872299454000416","0.882951577949069","1"
"Public health insurance","2006","Rural Area","6549","0.905794725082905","0.899121101793133","0.912468348372677","1"
"Neither","2007","Urban Area","","","","","3"
"Neither","2007","Rural Area","","","","","3"
"Private health insurance","2007","Urban Area","2160","0.121709254911548","0.116193430632219","0.127225079190876","2"
"Private health insurance","2007","Rural Area","775","0.0985052962433198","0.091477062697308","0.105533529789332","2"
"Public health insurance","2007","Urban Area","11337","0.878290745088453","0.872774920809124","0.883806569367781","1"
"Public health insurance","2007","Rural Area","6131","0.90149470375668","0.894466470210668","0.908522937302692","1"
"Neither","2008","Urban Area","","","","","3"
"Neither","2008","Rural Area","","","","","3"
"Private health insurance","2008","Urban Area","2043","0.120759712560255","0.115120295299851","0.126399129820658","2"
"Private health insurance","2008","Rural Area","730","0.0957611068260066","0.0886407912504915","0.102881422401522","2"
"Public health insurance","2008","Urban Area","10782","0.879240287439745","0.873600870179342","0.884879704700149","1"
"Public health insurance","2008","Rural Area","5831","0.904238893173994","0.897118577598478","0.911359208749509","1"
"Neither","2009","Urban Area","","","","","3"
"Neither","2009","Rural Area","","","","","3"
"Private health insurance","2009","Urban Area","1906","0.124105419687859","0.118169196661716","0.130041642714002","2"
"Private health insurance","2009","Rural Area","716","0.104655162577286","0.0970680003192313","0.11224232483534","2"
"Public health insurance","2009","Urban Area","9944","0.875894580312141","0.869958357285998","0.881830803338284","1"
"Public health insurance","2009","Rural Area","5537","0.895344837422714","0.88775767516466","0.902931999680769","1"
"Neither","2010","Urban Area","","","","","3"
"Neither","2010","Rural Area","","","","","3"
"Private health insurance","2010","Urban Area","2373","0.125735293846226","0.120564397322514","0.130906190369938","2"
"Private health insurance","2010","Rural Area","859","0.105807967030369","0.0991673815882231","0.112448552472514","2"
"Public health insurance","2010","Urban Area","13420","0.874264706153774","0.869093809630062","0.879435602677486","1"
"Public health insurance","2010","Rural Area","7383","0.894192032969631","0.887551447527486","0.900832618411777","1"
"Neither","2011","Urban Area","","","","","3"
"Neither","2011","Rural Area","","","","","3"
"Private health insurance","2011","Urban Area","2748","0.131974855812231","0.12708225440095","0.136867457223512","2"
"Private health insurance","2011","Rural Area","1038","0.104167118783674","0.0981909211059656","0.110143316461383","2"
"Public health insurance","2011","Urban Area","15636","0.868025144187769","0.863132542776488","0.87291774559905","1"
"Public health insurance","2011","Rural Area","8999","0.895832881216326","0.889856683538617","0.901809078894034","1"
"Neither","2012","Urban Area","","","","","3"
"Neither","2012","Rural Area","","","","","3"
"Private health insurance","2012","Urban Area","2626","0.133701011202631","0.128692210585292","0.13870981181997","2"
"Private health insurance","2012","Rural Area","1046","0.101194847920256","0.0952731914511787","0.107116504389334","2"
"Public health insurance","2012","Urban Area","15109","0.866298988797369","0.86129018818003","0.871307789414708","1"
"Public health insurance","2012","Rural Area","8918","0.898805152079744","0.892883495610666","0.904726808548821","1"
"Neither","2013","Urban Area","","","","","3"
"Neither","2013","Rural Area","","","","","3"
"Private health insurance","2013","Urban Area","2592","0.133460125189001","0.128792125498922","0.138128124879079","2"
"Private health insurance","2013","Rural Area","992","0.100807546384704","0.0949993804870969","0.106615712282311","2"
"Public health insurance","2013","Urban Area","17796","0.866539874810999","0.861871875120921","0.871207874501078","1"
"Public health insurance","2013","Rural Area","9330","0.899192453615296","0.893384287717689","0.905000619512903","1"
"Neither","2014","Urban Area","","","","","3"
"Neither","2014","Rural Area","","","","","3"
"Private health insurance","2014","Urban Area","2302","0.130108595820466","0.125173008646187","0.135044182994745","2"
"Private health insurance","2014","Rural Area","927","0.103607853174853","0.0974131281339696","0.109802578215737","2"
"Public health insurance","2014","Urban Area","15546","0.869891404179534","0.864955817005255","0.874826991353813","1"
"Public health insurance","2014","Rural Area","8370","0.896392146825147","0.890197421784263","0.90258687186603","1"
"Neither","2015","Urban Area","","","","","3"
"Neither","2015","Rural Area","","","","","3"
"Private health insurance","2015","Urban Area","2220","0.132531484265786","0.12753916186766","0.137523806663912","2"
"Private health insurance","2015","Rural Area","913","0.105120481170977","0.0988436272398241","0.11139733510213","2"
"Public health insurance","2015","Urban Area","15500","0.867468515734214","0.862476193336088","0.872460838132341","1"
"Public health insurance","2015","Rural Area","8259","0.894879518829023","0.88860266489787","0.901156372760176","1"
"Neither","2016","Urban Area","","","","","3"
"Neither","2016","Rural Area","","","","","3"
"Private health insurance","2016","Urban Area","2037","0.129469871226933","0.124267617786704","0.134672124667162","2"
"Private health insurance","2016","Rural Area","849","0.102294222516623","0.0958111326379604","0.108777312395285","2"
"Public health insurance","2016","Urban Area","13961","0.870530128773067","0.865327875332838","0.875732382213296","1"
"Public health insurance","2016","Rural Area","7544","0.897705777483377","0.891222687604715","0.90418886736204","1"
"Neither","2017","Urban Area","","","","","3"
"Neither","2017","Rural Area","","","","","3"
"Private health insurance","2017","Urban Area","2286","0.130377755519661","0.125349872950413","0.135405638088909","2"
"Private health insurance","2017","Rural Area","941","0.101053638602901","0.09497104133928","0.107136235866523","2"
"Public health insurance","2017","Urban Area","14943","0.869622244480339","0.864594361911091","0.874650127049587","1"
"Public health insurance","2017","Rural Area","8491","0.898946361397099","0.892863764133477","0.90502895866072","1"
"Neither","2018","Urban Area","","","","","3"
"Neither","2018","Rural Area","","","","","3"
"Private health insurance","2018","Urban Area","2125","0.128043947801615","0.122978454719119","0.133109440884111","2"
"Private health insurance","2018","Rural Area","873","0.101084436400044","0.0948705190476356","0.107298353752453","2"
"Public health insurance","2018","Urban Area","14590","0.871956052198385","0.866890559115889","0.877021545280881","1"
"Public health insurance","2018","Rural Area","8167","0.898915563599956","0.892701646247547","0.905129480952364","1"
"Neither","2019","Urban Area","","","","","3"
"Neither","2019","Rural Area","","","","","3"
"Private health insurance","2019","Urban Area","2629","0.130562105869428","0.125247901708485","0.135876310030371","2"
"Private health insurance","2019","Rural Area","1138","0.105055631492072","0.09867023393663","0.111441029047515","2"
"Public health insurance","2019","Urban Area","12812","0.869437894130572","0.864123689969629","0.874752098291515","1"
"Public health insurance","2019","Rural Area","7720","0.894944368507928","0.888558970952485","0.90132976606337","1"
