"ple0097","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","1999","35-65 y.","higher education","1042","0.719021638775486","0.695080424329306","0.742962853221665","1"
"Public health insurance","1999","66 and older","in school","","","","","1"
"Public health insurance","1999","66 and older","inadequately","58","1","1","1","1"
"Public health insurance","1999","66 and older","general elemantary","541","0.9597371309564","0.943513911352902","0.975960350559897","1"
"Public health insurance","1999","66 and older","middle vocational","834","0.929222916961026","0.912326962058625","0.946118871863427","1"
"Public health insurance","1999","66 and older","vocational + Abi","27","","","","1"
"Public health insurance","1999","66 and older","higher vocational","78","0.895047357759188","0.829890771257882","0.960203944260493","1"
"Public health insurance","1999","66 and older","higher education","156","0.732014120015729","0.670631025567598","0.79339721446386","1"
"Neither","2000","66 and older","in school","","","","","3"
"Neither","2000","66 and older","inadequately","2","","","","3"
"Neither","2000","66 and older","general elemantary","1","","","","3"
"Neither","2000","66 and older","middle vocational","2","","","","3"
"Neither","2000","66 and older","vocational + Abi","1","","","","3"
"Neither","2000","66 and older","higher vocational","1","","","","3"
"Neither","2000","66 and older","higher education","1","","","","3"
"Neither","2000","16-34 y.","in school","1","","","","3"
"Neither","2000","16-34 y.","inadequately","2","","","","3"
"Neither","2000","16-34 y.","general elemantary","5","","","","3"
"Neither","2000","16-34 y.","middle vocational","35","0.00976064551593146","0.00653614443181451","0.0129851466000484","3"
"Neither","2000","16-34 y.","vocational + Abi","5","","","","3"
"Neither","2000","16-34 y.","higher vocational","8","","","","3"
"Neither","2000","16-34 y.","higher education","5","","","","3"
"Neither","2000","35-65 y.","in school","1","","","","3"
"Neither","2000","35-65 y.","inadequately","","","","","3"
"Neither","2000","35-65 y.","general elemantary","11","","","","3"
"Neither","2000","35-65 y.","middle vocational","38","0.00545104437039538","0.00377538054965663","0.00712670819113413","3"
"Neither","2000","35-65 y.","vocational + Abi","","","","","3"
"Neither","2000","35-65 y.","higher vocational","7","","","","3"
"Neither","2000","35-65 y.","higher education","14","","","","3"
"Private health insurance","2000","16-34 y.","in school","82","0.18426044350534","0.149897886069956","0.218623000940725","2"
"Private health insurance","2000","16-34 y.","inadequately","1","","","","2"
"Private health insurance","2000","16-34 y.","general elemantary","31","0.0249629001781208","0.0163656231985652","0.0335601771576764","2"
"Private health insurance","2000","16-34 y.","higher vocational","47","0.133883647421879","0.101394093212829","0.166373201630929","2"
"Private health insurance","2000","16-34 y.","higher education","170","0.223638657733067","0.194033924485726","0.253243390980407","2"
"Private health insurance","2000","66 and older","in school","","","","","2"
"Private health insurance","2000","66 and older","inadequately","","","","","2"
"Private health insurance","2000","66 and older","general elemantary","31","0.035732122022455","0.0237765364659166","0.0476877075789933","2"
"Private health insurance","2000","66 and older","higher vocational","18","","","","2"
"Private health insurance","2000","66 and older","higher education","117","0.303097029703076","0.259142823244627","0.347051236161525","2"
"Private health insurance","2000","16-34 y.","middle vocational","246","0.0740634250477879","0.0654743641576102","0.0826524859379657","2"
"Private health insurance","2000","16-34 y.","vocational + Abi","26","","","","2"
"Private health insurance","2000","66 and older","middle vocational","103","0.0564962578835802","0.0460515184627533","0.0669409973044071","2"
"Private health insurance","2000","66 and older","vocational + Abi","17","","","","2"
"Private health insurance","2000","35-65 y.","inadequately","1","","","","2"
"Private health insurance","2000","35-65 y.","general elemantary","38","0.0333407909561195","0.0238929079639268","0.0427886739483122","2"
"Private health insurance","2000","35-65 y.","higher vocational","154","0.125282047181867","0.106759348989421","0.143804745374313","2"
"Private health insurance","2000","35-65 y.","higher education","748","0.299404433433497","0.28197664529287","0.316832221574124","2"
"Private health insurance","2000","35-65 y.","in school","","","","","2"
"Private health insurance","2000","35-65 y.","middle vocational","642","0.090068625522693","0.0835534662212728","0.0965837848241131","2"
"Private health insurance","2000","35-65 y.","vocational + Abi","57","0.110410883006054","0.0831308567776773","0.137690909234431","2"
"Public health insurance","2000","16-34 y.","in school","406","0.81385812049837","0.779360426992063","0.848355814004678","1"
"Public health insurance","2000","16-34 y.","inadequately","98","0.970041978004819","0.93679599059821","1.00328796541143","1"
"Public health insurance","2000","16-34 y.","general elemantary","1229","0.971790975652388","0.962667017346877","0.980914933957899","1"
"Public health insurance","2000","16-34 y.","middle vocational","3290","0.916175929436281","0.907086701848418","0.925265157024143","1"
"Public health insurance","2000","16-34 y.","vocational + Abi","488","0.916151361373618","0.892306432264398","0.939996290482839","1"
"Public health insurance","2000","16-34 y.","higher vocational","367","0.851028583007494","0.81705702904594","0.885000136969048","1"
"Public health insurance","2000","16-34 y.","higher education","586","0.769449531227406","0.739524897933034","0.799374164521778","1"
"Public health insurance","2000","35-65 y.","in school","6","","","","1"
"Public health insurance","2000","35-65 y.","inadequately","241","0.999274028918751","0.995880571775819","1.00266748606168","1"
"Public health insurance","2000","35-65 y.","general elemantary","1338","0.959335018173976","0.94894047755795","0.969729558790002","1"
"Public health insurance","2000","35-65 y.","middle vocational","6737","0.904480330106912","0.89779104169339","0.911169618520433","1"
"Public health insurance","2000","35-65 y.","vocational + Abi","450","0.889589116993946","0.862309090765569","0.916869143222323","1"
"Public health insurance","2000","35-65 y.","higher vocational","1066","0.869682704758729","0.850845899187114","0.888519510330343","1"
"Public health insurance","2000","35-65 y.","higher education","1891","0.694037662259724","0.676502694551507","0.71157262996794","1"
"Public health insurance","2000","66 and older","in school","2","","","","1"
"Public health insurance","2000","66 and older","inadequately","61","0.959461128612612","0.91076131092652","1.0081609462987","1"
"Public health insurance","2000","66 and older","general elemantary","894","0.963353556139447","0.951251717196142","0.975455395082752","1"
"Public health insurance","2000","66 and older","middle vocational","1772","0.942457200809835","0.931922013404976","0.952992388214693","1"
"Public health insurance","2000","66 and older","vocational + Abi","82","0.79018621976549","0.710381271365369","0.86999116816561","1"
"Public health insurance","2000","66 and older","higher vocational","225","0.922354529365062","0.888776115039163","0.955932943690961","1"
"Public health insurance","2000","66 and older","higher education","302","0.693768474629183","0.649687044557494","0.737849904700872","1"
"Neither","2001","66 and older","in school","","","","","3"
"Neither","2001","66 and older","inadequately","","","","","3"
"Neither","2001","66 and older","general elemantary","","","","","3"
"Neither","2001","66 and older","middle vocational","3","","","","3"
"Neither","2001","66 and older","vocational + Abi","1","","","","3"
"Neither","2001","66 and older","higher vocational","","","","","3"
"Neither","2001","66 and older","higher education","","","","","3"
"Neither","2001","16-34 y.","in school","3","","","","3"
"Neither","2001","16-34 y.","inadequately","2","","","","3"
"Neither","2001","16-34 y.","general elemantary","8","","","","3"
"Neither","2001","16-34 y.","middle vocational","40","0.0139115966796135","0.00975629804573544","0.0180668953134916","3"
"Neither","2001","16-34 y.","vocational + Abi","3","","","","3"
"Neither","2001","16-34 y.","higher vocational","4","","","","3"
"Neither","2001","16-34 y.","higher education","4","","","","3"
"Neither","2001","35-65 y.","in school","","","","","3"
"Neither","2001","35-65 y.","inadequately","","","","","3"
"Neither","2001","35-65 y.","general elemantary","4","","","","3"
"Neither","2001","35-65 y.","middle vocational","36","0.00660444517867849","0.00467925822203998","0.00852963213531699","3"
"Neither","2001","35-65 y.","vocational + Abi","","","","","3"
"Neither","2001","35-65 y.","higher vocational","6","","","","3"
"Neither","2001","35-65 y.","higher education","15","","","","3"
"Private health insurance","2001","16-34 y.","higher vocational","41","0.167446606463885","0.126915961580319","0.20797725134745","2"
"Private health insurance","2001","16-34 y.","higher education","134","0.203689279769337","0.172339908908738","0.235038650629935","2"
"Private health insurance","2001","66 and older","higher vocational","14","","","","2"
"Private health insurance","2001","66 and older","higher education","119","0.309462301228684","0.265513078576585","0.353411523880783","2"
"Private health insurance","2001","16-34 y.","in school","94","0.181907406546549","0.149638196029761","0.214176617063336","2"
"Private health insurance","2001","16-34 y.","inadequately","","","","","2"
"Private health insurance","2001","16-34 y.","general elemantary","30","0.0275418409224007","0.0180417533128629","0.0370419285319385","2"
"Private health insurance","2001","16-34 y.","middle vocational","216","0.0725882328205454","0.0633832021656968","0.081793263475394","2"
"Private health insurance","2001","16-34 y.","vocational + Abi","21","","","","2"
"Private health insurance","2001","66 and older","in school","","","","","2"
"Private health insurance","2001","66 and older","inadequately","","","","","2"
"Private health insurance","2001","66 and older","general elemantary","27","","","","2"
"Private health insurance","2001","66 and older","middle vocational","107","0.0607653875520252","0.0497228616221821","0.0718079134818684","2"
"Private health insurance","2001","66 and older","vocational + Abi","19","","","","2"
"Private health insurance","2001","35-65 y.","higher vocational","143","0.132580980513776","0.112746844075177","0.152415116952375","2"
"Private health insurance","2001","35-65 y.","higher education","719","0.30886758881587","0.290788998664188","0.326946178967551","2"
"Private health insurance","2001","35-65 y.","inadequately","1","","","","2"
"Private health insurance","2001","35-65 y.","general elemantary","25","","","","2"
"Private health insurance","2001","35-65 y.","in school","","","","","2"
"Private health insurance","2001","35-65 y.","vocational + Abi","59","0.120732340262211","0.0927821223049174","0.148682558219505","2"
"Private health insurance","2001","35-65 y.","middle vocational","564","0.0884275837544764","0.0816794590238423","0.0951757084851104","2"
"Public health insurance","2001","16-34 y.","in school","452","0.80976298759459","0.776931664247153","0.842594310942028","1"
"Public health insurance","2001","16-34 y.","inadequately","71","0.953664545658447","0.90544299271033","1.00188609860656","1"
"Public health insurance","2001","16-34 y.","general elemantary","1102","0.960120772625353","0.948761985352959","0.971479559897747","1"
"Public health insurance","2001","16-34 y.","middle vocational","2796","0.913500170499841","0.903527355368944","0.923472985630738","1"
"Public health insurance","2001","16-34 y.","vocational + Abi","430","0.927825756437341","0.904022054846441","0.951629458028242","1"
"Public health insurance","2001","16-34 y.","higher vocational","281","0.816372627026065","0.774343321038173","0.858401933013957","1"
"Public health insurance","2001","16-34 y.","higher education","496","0.793231836609355","0.761707542882824","0.824756130335885","1"
"Public health insurance","2001","35-65 y.","in school","1","","","","1"
"Public health insurance","2001","35-65 y.","inadequately","182","0.999019498234825","0.994484953211168","1.00355404325848","1"
"Public health insurance","2001","35-65 y.","general elemantary","1132","0.970595045266836","0.960877394804181","0.980312695729491","1"
"Public health insurance","2001","35-65 y.","middle vocational","6200","0.904967971066845","0.897997771065401","0.91193817106829","1"
"Public health insurance","2001","35-65 y.","vocational + Abi","463","0.879267659737789","0.851317441780495","0.907217877695083","1"
"Public health insurance","2001","35-65 y.","higher vocational","974","0.861452953586535","0.841247312656429","0.88165859451664","1"
"Public health insurance","2001","35-65 y.","higher education","1775","0.683178340097952","0.664974113312229","0.701382566883675","1"
"Public health insurance","2001","66 and older","in school","","","","","1"
"Public health insurance","2001","66 and older","inadequately","56","1","1","1","1"
"Public health insurance","2001","66 and older","general elemantary","793","0.967424757212258","0.955274272760361","0.979575241664154","1"
"Public health insurance","2001","66 and older","middle vocational","1688","0.937330736902376","0.926127926895548","0.948533546909203","1"
"Public health insurance","2001","66 and older","vocational + Abi","83","0.783260206001368","0.703689751624282","0.862830660378454","1"
"Public health insurance","2001","66 and older","higher vocational","219","0.927558880102188","0.894275038073523","0.960842722130853","1"
"Public health insurance","2001","66 and older","higher education","306","0.690537698771316","0.646588476119217","0.734486921423415","1"
"Neither","2002","66 and older","general elemantary","1","","","","3"
"Neither","2002","66 and older","higher vocational","","","","","3"
"Neither","2002","66 and older","in school","","","","","3"
"Neither","2002","66 and older","inadequately","1","","","","3"
"Neither","2002","66 and older","higher education","3","","","","3"
"Neither","2002","66 and older","middle vocational","5","","","","3"
"Neither","2002","66 and older","vocational + Abi","1","","","","3"
"Neither","2002","16-34 y.","higher vocational","6","","","","3"
"Neither","2002","16-34 y.","higher education","4","","","","3"
"Neither","2002","35-65 y.","in school","","","","","3"
"Neither","2002","35-65 y.","inadequately","1","","","","3"
"Neither","2002","35-65 y.","general elemantary","2","","","","3"
"Neither","2002","35-65 y.","middle vocational","30","0.00382335054141185","0.00236272265371408","0.00528397842910962","3"
"Neither","2002","35-65 y.","vocational + Abi","3","","","","3"
"Neither","2002","35-65 y.","higher vocational","6","","","","3"
"Neither","2002","35-65 y.","higher education","20","","","","3"
"Neither","2002","16-34 y.","in school","1","","","","3"
"Neither","2002","16-34 y.","inadequately","1","","","","3"
"Neither","2002","16-34 y.","general elemantary","3","","","","3"
"Neither","2002","16-34 y.","middle vocational","26","","","","3"
"Neither","2002","16-34 y.","vocational + Abi","3","","","","3"
"Private health insurance","2002","16-34 y.","higher vocational","38","0.133838572367285","0.0958757127623917","0.171801431972178","2"
"Private health insurance","2002","16-34 y.","higher education","157","0.231658652137529","0.198688258410995","0.264629045864064","2"
"Private health insurance","2002","66 and older","higher vocational","16","","","","2"
"Private health insurance","2002","66 and older","higher education","163","0.262489553514261","0.225617737498386","0.299361369530136","2"
"Private health insurance","2002","16-34 y.","in school","115","0.138331062730735","0.111022805771466","0.165639319690004","2"
"Private health insurance","2002","16-34 y.","inadequately","1","","","","2"
"Private health insurance","2002","16-34 y.","general elemantary","45","0.0352061357038702","0.0240319369569794","0.0463803344507609","2"
"Private health insurance","2002","16-34 y.","middle vocational","260","0.0767642481987348","0.0670967598761053","0.0864317365213643","2"
"Private health insurance","2002","16-34 y.","vocational + Abi","24","","","","2"
"Private health insurance","2002","66 and older","in school","","","","","2"
"Private health insurance","2002","66 and older","inadequately","","","","","2"
"Private health insurance","2002","66 and older","general elemantary","27","","","","2"
"Private health insurance","2002","66 and older","middle vocational","105","0.0543482865399547","0.0440978293519107","0.0645987437279987","2"
"Private health insurance","2002","66 and older","vocational + Abi","16","","","","2"
"Private health insurance","2002","35-65 y.","vocational + Abi","87","0.107933954065826","0.0834697324718075","0.132398175659844","2"
"Private health insurance","2002","35-65 y.","higher vocational","194","0.125646786130581","0.106862199229745","0.144431373031417","2"
"Private health insurance","2002","35-65 y.","in school","","","","","2"
"Private health insurance","2002","35-65 y.","inadequately","2","","","","2"
"Private health insurance","2002","35-65 y.","middle vocational","680","0.0867434566507005","0.0800820781796738","0.0934048351217272","2"
"Private health insurance","2002","35-65 y.","general elemantary","30","0.0268685125928316","0.0172024092491048","0.0365346159365585","2"
"Private health insurance","2002","35-65 y.","higher education","1329","0.319904397684127","0.304207448306645","0.33560134706161","2"
"Public health insurance","2002","16-34 y.","in school","498","0.861368727043505","0.834035616292686","0.888701837794324","1"
"Public health insurance","2002","16-34 y.","inadequately","62","0.960745833591961","0.913167936950168","1.00832373023375","1"
"Public health insurance","2002","16-34 y.","general elemantary","997","0.961483050775291","0.949815311854008","0.973150789696574","1"
"Public health insurance","2002","16-34 y.","middle vocational","2627","0.915245210536934","0.905131076475301","0.925359344598568","1"
"Public health insurance","2002","16-34 y.","vocational + Abi","434","0.946341771797665","0.925771511013517","0.966912032581812","1"
"Public health insurance","2002","16-34 y.","higher vocational","265","0.846019874837649","0.805776771088424","0.886262978586873","1"
"Public health insurance","2002","16-34 y.","higher education","468","0.764210475845173","0.73103695903305","0.797383992657295","1"
"Public health insurance","2002","35-65 y.","in school","","","","","1"
"Public health insurance","2002","35-65 y.","inadequately","161","0.983119028391937","0.963402613986012","1.00283544279786","1"
"Public health insurance","2002","35-65 y.","general elemantary","1043","0.972141812990067","0.962304305066946","0.981979320913189","1"
"Public health insurance","2002","35-65 y.","middle vocational","6148","0.909433192807888","0.902640854950368","0.916225530665407","1"
"Public health insurance","2002","35-65 y.","vocational + Abi","528","0.885775356631968","0.860697203171988","0.910853510091948","1"
"Public health insurance","2002","35-65 y.","higher vocational","996","0.869925360906167","0.850861107066814","0.88898961474552","1"
"Public health insurance","2002","35-65 y.","higher education","2043","0.67579098261748","0.660038866287068","0.691543098947891","1"
"Public health insurance","2002","66 and older","in school","","","","","1"
"Public health insurance","2002","66 and older","inadequately","56","0.948552426043839","0.89120369894557","1.00590115314211","1"
"Public health insurance","2002","66 and older","general elemantary","776","0.968899385490237","0.956900417576498","0.980898353403977","1"
"Public health insurance","2002","66 and older","middle vocational","1769","0.943390477557843","0.932941466454222","0.953839488661463","1"
"Public health insurance","2002","66 and older","vocational + Abi","84","0.847488073740983","0.777373854070325","0.917602293411641","1"
"Public health insurance","2002","66 and older","higher vocational","228","0.929917975287849","0.897886361504751","0.961949589070947","1"
"Public health insurance","2002","66 and older","higher education","381","0.733436139892373","0.696382044502568","0.770490235282179","1"
"Neither","2003","66 and older","in school","","","","","3"
"Neither","2003","66 and older","inadequately","1","","","","3"
"Neither","2003","66 and older","general elemantary","1","","","","3"
"Neither","2003","66 and older","higher vocational","","","","","3"
"Neither","2003","66 and older","higher education","4","","","","3"
"Neither","2003","66 and older","middle vocational","10","","","","3"
"Neither","2003","66 and older","vocational + Abi","1","","","","3"
"Neither","2003","16-34 y.","in school","4","","","","3"
"Neither","2003","16-34 y.","inadequately","3","","","","3"
"Neither","2003","16-34 y.","general elemantary","7","","","","3"
"Neither","2003","16-34 y.","middle vocational","30","0.0129126608417775","0.00866989267372547","0.0171554290098295","3"
"Neither","2003","16-34 y.","vocational + Abi","1","","","","3"
"Neither","2003","16-34 y.","higher vocational","3","","","","3"
"Neither","2003","16-34 y.","higher education","3","","","","3"
"Neither","2003","35-65 y.","in school","","","","","3"
"Neither","2003","35-65 y.","inadequately","1","","","","3"
"Neither","2003","35-65 y.","general elemantary","4","","","","3"
"Neither","2003","35-65 y.","middle vocational","25","","","","3"
"Neither","2003","35-65 y.","vocational + Abi","2","","","","3"
"Neither","2003","35-65 y.","higher vocational","7","","","","3"
"Neither","2003","35-65 y.","higher education","17","","","","3"
"Private health insurance","2003","16-34 y.","in school","113","0.155057185328994","0.126450328674993","0.183664041982996","2"
"Private health insurance","2003","16-34 y.","inadequately","3","","","","2"
"Private health insurance","2003","16-34 y.","general elemantary","25","","","","2"
"Private health insurance","2003","16-34 y.","middle vocational","247","0.0779003233098759","0.0678281728682602","0.0879724737514916","2"
"Private health insurance","2003","16-34 y.","vocational + Abi","25","","","","2"
"Private health insurance","2003","16-34 y.","higher vocational","32","0.113409904650817","0.0758642449227687","0.150955564378866","2"
"Private health insurance","2003","16-34 y.","higher education","136","0.203977919580755","0.170751923967923","0.237203915193587","2"
"Private health insurance","2003","66 and older","in school","","","","","2"
"Private health insurance","2003","66 and older","inadequately","","","","","2"
"Private health insurance","2003","66 and older","general elemantary","26","","","","2"
"Private health insurance","2003","66 and older","middle vocational","112","0.057906360440605","0.0474508026918636","0.0683619181893465","2"
"Private health insurance","2003","66 and older","vocational + Abi","15","","","","2"
"Private health insurance","2003","66 and older","higher vocational","20","","","","2"
"Private health insurance","2003","66 and older","higher education","175","0.264637676900792","0.22867428075705","0.300601073044535","2"
"Private health insurance","2003","35-65 y.","vocational + Abi","85","0.110963264829479","0.0861399371883936","0.135786592470564","2"
"Private health insurance","2003","35-65 y.","in school","","","","","2"
"Private health insurance","2003","35-65 y.","inadequately","1","","","","2"
"Private health insurance","2003","35-65 y.","general elemantary","20","","","","2"
"Private health insurance","2003","35-65 y.","middle vocational","646","0.0839023294226546","0.0771779935305122","0.0906266653147969","2"
"Private health insurance","2003","35-65 y.","higher vocational","189","0.13877552026886","0.118957719847616","0.158593320690104","2"
"Private health insurance","2003","35-65 y.","higher education","1234","0.319442592777438","0.303325511497829","0.335559674057048","2"
"Public health insurance","2003","16-34 y.","in school","498","0.837241882255536","0.808067119361418","0.866416645149655","1"
"Public health insurance","2003","16-34 y.","inadequately","58","0.900941625667912","0.82775157822969","0.974131673106134","1"
"Public health insurance","2003","16-34 y.","general elemantary","951","0.983548883159611","0.975597054743554","0.991500711575668","1"
"Public health insurance","2003","16-34 y.","middle vocational","2443","0.909187015848347","0.89838849614717","0.919985535549523","1"
"Public health insurance","2003","16-34 y.","vocational + Abi","421","0.946591730322948","0.925747784464573","0.967435676181323","1"
"Public health insurance","2003","16-34 y.","higher vocational","239","0.874389634884982","0.835148817151284","0.913630452618679","1"
"Public health insurance","2003","16-34 y.","higher education","426","0.794599409422359","0.761287553453904","0.827911265390813","1"
"Public health insurance","2003","35-65 y.","in school","","","","","1"
"Public health insurance","2003","35-65 y.","inadequately","151","0.989874599414146","0.974011115493855","1.00573808333444","1"
"Public health insurance","2003","35-65 y.","general elemantary","959","0.975182367006117","0.965457259050944","0.984907474961291","1"
"Public health insurance","2003","35-65 y.","middle vocational","5859","0.911947138766373","0.905074111461219","0.918820166071527","1"
"Public health insurance","2003","35-65 y.","vocational + Abi","528","0.887331069520211","0.86234169055353","0.912320448486891","1"
"Public health insurance","2003","35-65 y.","higher vocational","973","0.855956105166614","0.835827484738184","0.876084725595044","1"
"Public health insurance","2003","35-65 y.","higher education","1964","0.675745691705029","0.659565184815153","0.691926198594906","1"
"Public health insurance","2003","66 and older","in school","","","","","1"
"Public health insurance","2003","66 and older","inadequately","53","0.952400680038949","0.895612044556299","1.0091893155216","1"
"Public health insurance","2003","66 and older","general elemantary","771","0.97095981800558","0.959309254245367","0.982610381765793","1"
"Public health insurance","2003","66 and older","middle vocational","1795","0.936558875559887","0.925647235979317","0.947470515140458","1"
"Public health insurance","2003","66 and older","vocational + Abi","85","0.869811819491344","0.804184323332007","0.935439315650682","1"
"Public health insurance","2003","66 and older","higher vocational","230","0.916314855492879","0.881988741875928","0.95064096910983","1"
"Public health insurance","2003","66 and older","higher education","399","0.730693809328418","0.694529926439308","0.766857692217528","1"
"Neither","2004","66 and older","higher vocational","","","","","3"
"Neither","2004","66 and older","higher education","","","","","3"
"Neither","2004","66 and older","in school","","","","","3"
"Neither","2004","66 and older","inadequately","","","","","3"
"Neither","2004","66 and older","general elemantary","","","","","3"
"Neither","2004","66 and older","middle vocational","","","","","3"
"Neither","2004","66 and older","vocational + Abi","","","","","3"
"Neither","2004","16-34 y.","in school","","","","","3"
"Neither","2004","16-34 y.","inadequately","","","","","3"
"Neither","2004","16-34 y.","general elemantary","","","","","3"
"Neither","2004","16-34 y.","middle vocational","","","","","3"
"Neither","2004","16-34 y.","vocational + Abi","","","","","3"
"Neither","2004","16-34 y.","higher vocational","","","","","3"
"Neither","2004","16-34 y.","higher education","","","","","3"
"Neither","2004","35-65 y.","in school","","","","","3"
"Neither","2004","35-65 y.","inadequately","","","","","3"
"Neither","2004","35-65 y.","general elemantary","","","","","3"
"Neither","2004","35-65 y.","middle vocational","","","","","3"
"Neither","2004","35-65 y.","vocational + Abi","","","","","3"
"Neither","2004","35-65 y.","higher vocational","","","","","3"
"Neither","2004","35-65 y.","higher education","","","","","3"
"Private health insurance","2004","16-34 y.","in school","128","0.125793312070089","0.0998365713540772","0.151750052786101","2"
"Private health insurance","2004","16-34 y.","inadequately","1","","","","2"
"Private health insurance","2004","16-34 y.","general elemantary","24","","","","2"
"Private health insurance","2004","16-34 y.","middle vocational","211","0.0728373712346645","0.0626790826817408","0.0829956597875882","2"
"Private health insurance","2004","16-34 y.","vocational + Abi","27","","","","2"
"Private health insurance","2004","16-34 y.","higher vocational","30","0.105892472320326","0.0679019521210183","0.143882992519634","2"
"Private health insurance","2004","16-34 y.","higher education","144","0.239503451796444","0.203540612647394","0.275466290945495","2"
"Private health insurance","2004","66 and older","in school","","","","","2"
"Private health insurance","2004","66 and older","inadequately","1","","","","2"
"Private health insurance","2004","66 and older","general elemantary","22","","","","2"
"Private health insurance","2004","66 and older","middle vocational","109","0.0522691791380781","0.0424507986319247","0.0620875596442316","2"
"Private health insurance","2004","66 and older","vocational + Abi","14","","","","2"
"Private health insurance","2004","66 and older","higher vocational","16","","","","2"
"Private health insurance","2004","66 and older","higher education","184","0.237159469555373","0.203733038178695","0.270585900932051","2"
"Private health insurance","2004","35-65 y.","middle vocational","620","0.08706082560314","0.0800820173127657","0.0940396338935144","2"
