"ple0097","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Private health insurance","1999","1-pers.-HH","inadequately","","","",""
"Private health insurance","1999","1-pers.-HH","general elemantary","11","","",""
"Private health insurance","1999","1-pers.-HH","middle vocational","57","0.0667300775270037","0.0500899875893618","0.0833701674646455"
"Private health insurance","1999","1-pers.-HH","vocational + Abi","6","","",""
"Private health insurance","1999","1-pers.-HH","higher vocational","11","","",""
"Private health insurance","1999","1-pers.-HH","higher education","65","0.276304775739492","0.219253660480304","0.33335589099868"
"Private health insurance","1999","(Married) couple without C. ","in school","","","",""
"Private health insurance","1999","(Married) couple without C. ","inadequately","","","",""
"Private health insurance","1999","(Married) couple without C. ","general elemantary","33","0.0517069962127227","0.0349022831282852","0.0685117092971602"
"Private health insurance","1999","(Married) couple without C. ","middle vocational","160","0.0783951391050313","0.0672985863794644","0.0894916918305982"
"Private health insurance","1999","(Married) couple without C. ","vocational + Abi","18","","",""
"Private health insurance","1999","(Married) couple without C. ","higher vocational","33","0.149852808648181","0.107357307876982","0.192348309419379"
"Private health insurance","1999","(Married) couple without C. ","higher education","142","0.233391316788529","0.201120843313947","0.265661790263111"
"Private health insurance","1999","Single parent ","in school","4","","",""
"Private health insurance","1999","Single parent ","inadequately","2","","",""
"Private health insurance","1999","Single parent ","general elemantary","7","","",""
"Private health insurance","1999","Single parent ","middle vocational","17","","",""
"Private health insurance","1999","Single parent ","vocational + Abi","1","","",""
"Private health insurance","1999","Single parent ","higher vocational","5","","",""
"Private health insurance","1999","Single parent ","higher education","12","","",""
"Private health insurance","1999","Couple + C. LE 16 ","in school","1","","",""
"Private health insurance","1999","Couple + C. LE 16 ","inadequately","","","",""
"Private health insurance","1999","Couple + C. LE 16 ","general elemantary","7","","",""
"Private health insurance","1999","Couple + C. LE 16 ","middle vocational","118","0.0859140558132531","0.0722635013241715","0.0995646103023347"
"Private health insurance","1999","Couple + C. LE 16 ","vocational + Abi","13","","",""
"Private health insurance","1999","Couple + C. LE 16 ","higher vocational","39","0.236313034037889","0.183441272767829","0.289184795307949"
"Private health insurance","1999","Couple + C. LE 16 ","higher education","102","0.285408688914201","0.245863678982395","0.324953698846007"
"Private health insurance","1999","Couple + C. GT 16 ","in school","23","","",""
"Private health insurance","1999","Couple + C. GT 16 ","inadequately","1","","",""
"Private health insurance","1999","Couple + C. GT 16 ","general elemantary","13","","",""
"Private health insurance","1999","Couple + C. GT 16 ","middle vocational","88","0.0962198467934471","0.0794013617710014","0.113038331815893"
"Private health insurance","1999","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Private health insurance","1999","Couple + C. GT 16 ","higher vocational","12","","",""
"Private health insurance","1999","Couple + C. GT 16 ","higher education","59","0.237639979048487","0.190027728243263","0.285252229853711"
"Private health insurance","1999","Couple + C. LE and GT 16","in school","21","","",""
"Private health insurance","1999","Couple + C. LE and GT 16","inadequately","","","",""
"Private health insurance","1999","Couple + C. LE and GT 16","general elemantary","5","","",""
"Private health insurance","1999","Couple + C. LE and GT 16","middle vocational","33","0.0785374902948419","0.0542683475317166","0.102806633057967"
"Private health insurance","1999","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Private health insurance","1999","Couple + C. LE and GT 16","higher vocational","9","","",""
"Private health insurance","1999","Couple + C. LE and GT 16","higher education","33","0.315197276591048","0.237114975337232","0.393279577844865"
"Neither","1999","1-pers.-HH","in school","","","",""
"Neither","1999","1-pers.-HH","inadequately","","","",""
"Neither","1999","1-pers.-HH","general elemantary","1","","",""
"Neither","1999","1-pers.-HH","middle vocational","8","","",""
"Neither","1999","1-pers.-HH","vocational + Abi","2","","",""
"Neither","1999","1-pers.-HH","higher vocational","1","","",""
"Neither","1999","1-pers.-HH","higher education","2","","",""
"Neither","1999","(Married) couple without C. ","in school","","","",""
"Neither","1999","(Married) couple without C. ","inadequately","","","",""
"Neither","1999","(Married) couple without C. ","general elemantary","3","","",""
"Neither","1999","(Married) couple without C. ","middle vocational","15","","",""
"Neither","1999","(Married) couple without C. ","vocational + Abi","2","","",""
"Neither","1999","(Married) couple without C. ","higher vocational","3","","",""
"Neither","1999","(Married) couple without C. ","higher education","4","","",""
"Neither","1999","Single parent ","in school","","","",""
"Neither","1999","Single parent ","inadequately","","","",""
"Neither","1999","Single parent ","general elemantary","2","","",""
"Neither","1999","Single parent ","middle vocational","5","","",""
"Neither","1999","Single parent ","vocational + Abi","","","",""
"Neither","1999","Single parent ","higher vocational","","","",""
"Neither","1999","Single parent ","higher education","","","",""
"Neither","1999","Couple + C. LE 16 ","in school","","","",""
"Neither","1999","Couple + C. LE 16 ","inadequately","","","",""
"Neither","1999","Couple + C. LE 16 ","general elemantary","2","","",""
"Neither","1999","Couple + C. LE 16 ","middle vocational","15","","",""
"Neither","1999","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Neither","1999","Couple + C. LE 16 ","higher vocational","3","","",""
"Neither","1999","Couple + C. LE 16 ","higher education","4","","",""
"Neither","1999","Couple + C. GT 16 ","in school","","","",""
"Neither","1999","Couple + C. GT 16 ","inadequately","","","",""
"Neither","1999","Couple + C. GT 16 ","general elemantary","3","","",""
"Neither","1999","Couple + C. GT 16 ","middle vocational","12","","",""
"Neither","1999","Couple + C. GT 16 ","vocational + Abi","","","",""
"Neither","1999","Couple + C. GT 16 ","higher vocational","3","","",""
"Neither","1999","Couple + C. GT 16 ","higher education","3","","",""
"Neither","1999","Couple + C. LE and GT 16","in school","1","","",""
"Neither","1999","Couple + C. LE and GT 16","inadequately","1","","",""
"Neither","1999","Couple + C. LE and GT 16","general elemantary","","","",""
"Neither","1999","Couple + C. LE and GT 16","middle vocational","7","","",""
"Neither","1999","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Neither","1999","Couple + C. LE and GT 16","higher vocational","","","",""
"Neither","1999","Couple + C. LE and GT 16","higher education","","","",""
"Public health insurance","2000","1-pers.-HH","in school","4","","",""
"Public health insurance","2000","1-pers.-HH","inadequately","36","0.965432194306491","0.906568973226504","1.02429541538648"
"Public health insurance","2000","1-pers.-HH","general elemantary","549","0.975251357654626","0.962395512526341","0.988107202782912"
"Public health insurance","2000","1-pers.-HH","middle vocational","1627","0.917305865671697","0.904496693941389","0.930115037402005"
"Public health insurance","2000","1-pers.-HH","vocational + Abi","173","0.868747647358534","0.821352797214146","0.916142497502923"
"Public health insurance","2000","1-pers.-HH","higher vocational","215","0.87643168345211","0.835474050452104","0.917389316452116"
"Public health insurance","2000","1-pers.-HH","higher education","373","0.691954093255244","0.653157373860368","0.73075081265012"
"Public health insurance","2000","(Married) couple without C. ","in school","4","","",""
"Public health insurance","2000","(Married) couple without C. ","inadequately","92","0.977398806479088","0.947352869404538","1.00744474355364"
"Public health insurance","2000","(Married) couple without C. ","general elemantary","931","0.950183002018823","0.936533538340908","0.963832465696738"
"Public health insurance","2000","(Married) couple without C. ","middle vocational","3924","0.914497611328113","0.906131006721752","0.922864215934475"
"Public health insurance","2000","(Married) couple without C. ","vocational + Abi","279","0.892457874390178","0.85808198327863","0.926833765501726"
"Public health insurance","2000","(Married) couple without C. ","higher vocational","539","0.890649140040321","0.865760907863732","0.91553737221691"
"Public health insurance","2000","(Married) couple without C. ","higher education","926","0.706764015863618","0.68194053497382","0.731587496753417"
"Public health insurance","2000","Single parent ","in school","57","0.858265366823922","0.772816385424188","0.943714348223655"
"Public health insurance","2000","Single parent ","inadequately","26","","",""
"Public health insurance","2000","Single parent ","general elemantary","245","0.955651742199583","0.930433418322802","0.980870066076363"
"Public health insurance","2000","Single parent ","middle vocational","582","0.943211333370623","0.924905089374969","0.961517577366277"
"Public health insurance","2000","Single parent ","vocational + Abi","47","0.947293188738396","0.885357828583613","1.00922854889318"
"Public health insurance","2000","Single parent ","higher vocational","43","0.894522063534254","0.810219778999665","0.978824348068844"
"Public health insurance","2000","Single parent ","higher education","114","0.783088644314542","0.714818522047731","0.851358766581353"
"Public health insurance","2000","Couple + C. LE 16 ","in school","3","","",""
"Public health insurance","2000","Couple + C. LE 16 ","inadequately","61","1","1","1"
"Public health insurance","2000","Couple + C. LE 16 ","general elemantary","424","0.967153929017557","0.95038548597523","0.983922372059884"
"Public health insurance","2000","Couple + C. LE 16 ","middle vocational","2626","0.909387665531606","0.898876425170355","0.919898905892858"
"Public health insurance","2000","Couple + C. LE 16 ","vocational + Abi","314","0.896589932822633","0.864365938659268","0.928813926985997"
"Public health insurance","2000","Couple + C. LE 16 ","higher vocational","469","0.849035976647468","0.819006238370376","0.87906571492456"
"Public health insurance","2000","Couple + C. LE 16 ","higher education","738","0.715749170797202","0.687750861377472","0.743747480216933"
"Public health insurance","2000","Couple + C. GT 16 ","in school","169","0.789667777022254","0.734282856375993","0.845052697668515"
"Public health insurance","2000","Couple + C. GT 16 ","inadequately","98","0.995834609077039","0.983147812256783","1.0085214058973"
"Public health insurance","2000","Couple + C. GT 16 ","general elemantary","680","0.971721231741427","0.959449943073635","0.98399252040922"
"Public health insurance","2000","Couple + C. GT 16 ","middle vocational","1833","0.902696002804645","0.889784436279302","0.915607569329987"
"Public health insurance","2000","Couple + C. GT 16 ","vocational + Abi","133","0.855798581232122","0.799202314972974","0.912394847491269"
"Public health insurance","2000","Couple + C. GT 16 ","higher vocational","233","0.885306338671752","0.8466478979748","0.923964779368704"
"Public health insurance","2000","Couple + C. GT 16 ","higher education","375","0.693094257059146","0.653183674576571","0.733004839541722"
"Public health insurance","2000","Couple + C. LE and GT 16","in school","164","0.822921041932526","0.76988341118103","0.875958672684022"
"Public health insurance","2000","Couple + C. LE and GT 16","inadequately","45","1","1","1"
"Public health insurance","2000","Couple + C. LE and GT 16","general elemantary","416","0.966224536680388","0.949129929185827","0.98331914417495"
"Public health insurance","2000","Couple + C. LE and GT 16","middle vocational","774","0.916964421558291","0.898270788552413","0.93565805456417"
"Public health insurance","2000","Couple + C. LE and GT 16","vocational + Abi","51","0.986098161065829","0.954275051072605","1.01792127105905"
"Public health insurance","2000","Couple + C. LE and GT 16","higher vocational","113","0.828447928390399","0.764854564512037","0.89204129226876"
"Public health insurance","2000","Couple + C. LE and GT 16","higher education","176","0.745945852825499","0.690984632624758","0.80090707302624"
"Private health insurance","2000","1-pers.-HH","in school","1","","",""
"Private health insurance","2000","1-pers.-HH","inadequately","","","",""
"Private health insurance","2000","1-pers.-HH","general elemantary","11","","",""
"Private health insurance","2000","1-pers.-HH","middle vocational","138","0.0768231111533502","0.0644375691163059","0.0892086531903944"
"Private health insurance","2000","1-pers.-HH","vocational + Abi","21","","",""
"Private health insurance","2000","1-pers.-HH","higher vocational","30","0.115266184289003","0.075521456904797","0.155010911673208"
"Private health insurance","2000","1-pers.-HH","higher education","168","0.303930815302677","0.26527968377423","0.342581946831124"
"Private health insurance","2000","(Married) couple without C. ","in school","","","",""
"Private health insurance","2000","(Married) couple without C. ","inadequately","","","",""
"Private health insurance","2000","(Married) couple without C. ","general elemantary","39","0.0452634285934214","0.0322215940763838","0.0583052631104589"
"Private health insurance","2000","(Married) couple without C. ","middle vocational","345","0.0810791091469026","0.0729121124422744","0.0892461058515308"
"Private health insurance","2000","(Married) couple without C. ","vocational + Abi","32","0.106189591324679","0.0720046788233593","0.140374503825998"
"Private health insurance","2000","(Married) couple without C. ","higher vocational","61","0.10350761968882","0.0792141759057371","0.127801063471902"
"Private health insurance","2000","(Married) couple without C. ","higher education","354","0.28009797824293","0.255612504121316","0.304583452364543"
"Private health insurance","2000","Single parent ","in school","6","","",""
"Private health insurance","2000","Single parent ","inadequately","1","","",""
"Private health insurance","2000","Single parent ","general elemantary","5","","",""
"Private health insurance","2000","Single parent ","middle vocational","29","","",""
"Private health insurance","2000","Single parent ","vocational + Abi","3","","",""
"Private health insurance","2000","Single parent ","higher vocational","7","","",""
"Private health insurance","2000","Single parent ","higher education","26","","",""
"Private health insurance","2000","Couple + C. LE 16 ","in school","","","",""
"Private health insurance","2000","Couple + C. LE 16 ","inadequately","","","",""
"Private health insurance","2000","Couple + C. LE 16 ","general elemantary","9","","",""
"Private health insurance","2000","Couple + C. LE 16 ","middle vocational","224","0.0841188529888693","0.0739551489855282","0.0942825569922104"
"Private health insurance","2000","Couple + C. LE 16 ","vocational + Abi","28","","",""
"Private health insurance","2000","Couple + C. LE 16 ","higher vocational","74","0.14591311543233","0.116302327685158","0.175523903179503"
"Private health insurance","2000","Couple + C. LE 16 ","higher education","257","0.282974802175524","0.255014516565374","0.310935087785675"
"Private health insurance","2000","Couple + C. GT 16 ","in school","39","0.210332222977746","0.154947302331485","0.265717143624007"
"Private health insurance","2000","Couple + C. GT 16 ","inadequately","1","","",""
"Private health insurance","2000","Couple + C. GT 16 ","general elemantary","18","","",""
"Private health insurance","2000","Couple + C. GT 16 ","middle vocational","176","0.0908332398409033","0.0783137389910894","0.103352740690717"
"Private health insurance","2000","Couple + C. GT 16 ","vocational + Abi","13","","",""
"Private health insurance","2000","Couple + C. GT 16 ","higher vocational","25","","",""
"Private health insurance","2000","Couple + C. GT 16 ","higher education","137","0.305354903532602","0.265500772450049","0.345209034615154"
"Private health insurance","2000","Couple + C. LE and GT 16","in school","34","0.172313832479486","0.119843420718551","0.224784244240422"
"Private health insurance","2000","Couple + C. LE and GT 16","inadequately","","","",""
"Private health insurance","2000","Couple + C. LE and GT 16","general elemantary","13","","",""
"Private health insurance","2000","Couple + C. LE and GT 16","middle vocational","58","0.0766787524076957","0.0586527553456728","0.0947047494697187"
"Private health insurance","2000","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Private health insurance","2000","Couple + C. LE and GT 16","higher vocational","20","","",""
"Private health insurance","2000","Couple + C. LE and GT 16","higher education","64","0.251582022081085","0.196798307368823","0.306365736793346"
"Neither","2000","1-pers.-HH","in school","","","",""
"Neither","2000","1-pers.-HH","inadequately","1","","",""
"Neither","2000","1-pers.-HH","general elemantary","1","","",""
"Neither","2000","1-pers.-HH","middle vocational","11","","",""
"Neither","2000","1-pers.-HH","vocational + Abi","1","","",""
"Neither","2000","1-pers.-HH","higher vocational","3","","",""
"Neither","2000","1-pers.-HH","higher education","3","","",""
"Neither","2000","(Married) couple without C. ","in school","","","",""
"Neither","2000","(Married) couple without C. ","inadequately","2","","",""
"Neither","2000","(Married) couple without C. ","general elemantary","6","","",""
"Neither","2000","(Married) couple without C. ","middle vocational","22","","",""
"Neither","2000","(Married) couple without C. ","vocational + Abi","1","","",""
"Neither","2000","(Married) couple without C. ","higher vocational","4","","",""
"Neither","2000","(Married) couple without C. ","higher education","12","","",""
"Neither","2000","Single parent ","in school","1","","",""
"Neither","2000","Single parent ","inadequately","1","","",""
"Neither","2000","Single parent ","general elemantary","6","","",""
"Neither","2000","Single parent ","middle vocational","3","","",""
"Neither","2000","Single parent ","vocational + Abi","","","",""
"Neither","2000","Single parent ","higher vocational","1","","",""
"Neither","2000","Single parent ","higher education","","","",""
"Neither","2000","Couple + C. LE 16 ","in school","","","",""
"Neither","2000","Couple + C. LE 16 ","inadequately","","","",""
"Neither","2000","Couple + C. LE 16 ","general elemantary","1","","",""
"Neither","2000","Couple + C. LE 16 ","middle vocational","15","","",""
"Neither","2000","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Neither","2000","Couple + C. LE 16 ","higher vocational","3","","",""
"Neither","2000","Couple + C. LE 16 ","higher education","2","","",""
"Neither","2000","Couple + C. GT 16 ","in school","","","",""
"Neither","2000","Couple + C. GT 16 ","inadequately","","","",""
"Neither","2000","Couple + C. GT 16 ","general elemantary","3","","",""
"Neither","2000","Couple + C. GT 16 ","middle vocational","15","","",""
"Neither","2000","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Neither","2000","Couple + C. GT 16 ","higher vocational","3","","",""
"Neither","2000","Couple + C. GT 16 ","higher education","1","","",""
"Neither","2000","Couple + C. LE and GT 16","in school","1","","",""
"Neither","2000","Couple + C. LE and GT 16","inadequately","","","",""
"Neither","2000","Couple + C. LE and GT 16","general elemantary","","","",""
"Neither","2000","Couple + C. LE and GT 16","middle vocational","5","","",""
"Neither","2000","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Neither","2000","Couple + C. LE and GT 16","higher vocational","2","","",""
"Neither","2000","Couple + C. LE and GT 16","higher education","1","","",""
"Public health insurance","2001","1-pers.-HH","in school","4","","",""
"Public health insurance","2001","1-pers.-HH","inadequately","24","","",""
"Public health insurance","2001","1-pers.-HH","general elemantary","460","0.975411634932877","0.961395751988952","0.989427517876802"
"Public health insurance","2001","1-pers.-HH","middle vocational","1492","0.912111947794311","0.89835855384933","0.925865341739293"
"Public health insurance","2001","1-pers.-HH","vocational + Abi","147","0.833249109153692","0.777380025763752","0.889118192543633"
"Public health insurance","2001","1-pers.-HH","higher vocational","194","0.849907456826902","0.803342495195525","0.896472418458279"
"Public health insurance","2001","1-pers.-HH","higher education","341","0.69616851695656","0.655571118173593","0.736765915739528"
"Public health insurance","2001","(Married) couple without C. ","in school","6","","",""
"Public health insurance","2001","(Married) couple without C. ","inadequately","77","0.985837104352337","0.959614284148505","1.01205992455617"
"Public health insurance","2001","(Married) couple without C. ","general elemantary","814","0.955107105899174","0.941170243733748","0.9690439680646"
"Public health insurance","2001","(Married) couple without C. ","middle vocational","3538","0.91525544904485","0.906478735757724","0.924032162331976"
"Public health insurance","2001","(Married) couple without C. ","vocational + Abi","280","0.896011954664722","0.862249666177465","0.929774243151979"
"Public health insurance","2001","(Married) couple without C. ","higher vocational","488","0.886232243837179","0.859573897268693","0.912890590405664"
"Public health insurance","2001","(Married) couple without C. ","higher education","895","0.7061143418965","0.680789937542196","0.731438746250804"
"Public health insurance","2001","Single parent ","in school","60","0.766319107566172","0.669245070889433","0.863393144242911"
"Public health insurance","2001","Single parent ","inadequately","22","","",""
"Public health insurance","2001","Single parent ","general elemantary","229","0.971818916250218","0.950705252104597","0.99293258039584"
"Public health insurance","2001","Single parent ","middle vocational","531","0.937980017079582","0.917985781661412","0.957974252497751"
"Public health insurance","2001","Single parent ","vocational + Abi","40","0.947774797990003","0.880490133953768","1.01505946202624"
"Public health insurance","2001","Single parent ","higher vocational","45","0.945081240578701","0.881933470456342","1.00822901070106"
"Public health insurance","2001","Single parent ","higher education","99","0.719702807066573","0.642494791993249","0.796910822139898"
"Public health insurance","2001","Couple + C. LE 16 ","in school","","","",""
"Public health insurance","2001","Couple + C. LE 16 ","inadequately","46","1","1","1"
"Public health insurance","2001","Couple + C. LE 16 ","general elemantary","381","0.962748298226746","0.944025047443446","0.981471549010046"
"Public health insurance","2001","Couple + C. LE 16 ","middle vocational","2366","0.904221219120388","0.892887558376756","0.91555487986402"
"Public health insurance","2001","Couple + C. LE 16 ","vocational + Abi","306","0.924974220260981","0.896594757655299","0.953353682866664"
"Public health insurance","2001","Couple + C. LE 16 ","higher vocational","427","0.84176423663256","0.809515470852064","0.874013002413057"
"Public health insurance","2001","Couple + C. LE 16 ","higher education","664","0.708441235202965","0.678863874743576","0.738018595662354"
"Public health insurance","2001","Couple + C. GT 16 ","in school","192","0.789098741220633","0.737700806405691","0.840496676035575"
"Public health insurance","2001","Couple + C. GT 16 ","inadequately","74","1","1","1"
"Public health insurance","2001","Couple + C. GT 16 ","general elemantary","589","0.967064524613896","0.952866973538605","0.981262075689188"
"Public health insurance","2001","Couple + C. GT 16 ","middle vocational","1673","0.902262736753615","0.88873083535448","0.91579463815275"
"Public health insurance","2001","Couple + C. GT 16 ","vocational + Abi","130","0.818250706014178","0.755264361314794","0.881237050713562"
"Public health insurance","2001","Couple + C. GT 16 ","higher vocational","185","0.865684972186809","0.819998939436206","0.911371004937412"
"Public health insurance","2001","Couple + C. GT 16 ","higher education","357","0.696176689358431","0.655538362021243","0.736815016695619"
"Public health insurance","2001","Couple + C. LE and GT 16","in school","176","0.843659851773795","0.793822844129766","0.893496859417823"
"Public health insurance","2001","Couple + C. LE and GT 16","inadequately","33","1","1","1"
"Public health insurance","2001","Couple + C. LE and GT 16","general elemantary","348","0.965176942901445","0.946212600694422","0.984141285108467"
"Public health insurance","2001","Couple + C. LE and GT 16","middle vocational","714","0.936247464627331","0.918900852683606","0.953594076571056"
"Public health insurance","2001","Couple + C. LE and GT 16","vocational + Abi","50","0.981549253818846","0.944615281544365","1.01848322609333"
"Public health insurance","2001","Couple + C. LE and GT 16","higher vocational","98","0.82478160371764","0.755301812584858","0.894261394850422"
"Public health insurance","2001","Couple + C. LE and GT 16","higher education","155","0.738945005263032","0.679112804048649","0.798777206477416"
"Private health insurance","2001","1-pers.-HH","in school","","","",""
"Private health insurance","2001","1-pers.-HH","inadequately","","","",""
"Private health insurance","2001","1-pers.-HH","general elemantary","7","","",""
"Private health insurance","2001","1-pers.-HH","middle vocational","121","0.078507071932034","0.0654417148416462","0.0915724290224217"
"Private health insurance","2001","1-pers.-HH","vocational + Abi","23","","",""
"Private health insurance","2001","1-pers.-HH","higher vocational","30","0.140682187555038","0.0953517057632015","0.186012669346874"
"Private health insurance","2001","1-pers.-HH","higher education","148","0.297393981484662","0.257043692279524","0.3377442706898"
"Private health insurance","2001","(Married) couple without C. ","in school","1","","",""
"Private health insurance","2001","(Married) couple without C. ","inadequately","","","",""
"Private health insurance","2001","(Married) couple without C. ","general elemantary","31","0.0420065278292342","0.0285047849771817","0.0555082706812866"
"Private health insurance","2001","(Married) couple without C. ","middle vocational","307","0.0785868816055399","0.0701066623346283","0.0870671008764515"
"Private health insurance","2001","(Married) couple without C. ","vocational + Abi","33","0.102727633756071","0.0691469870480878","0.136308280464055"
"Private health insurance","2001","(Married) couple without C. ","higher vocational","55","0.10944161532107","0.0832312975950092","0.135651933047132"
"Private health insurance","2001","(Married) couple without C. ","higher education","338","0.283948764857839","0.258881637487806","0.309015892227871"
"Private health insurance","2001","Single parent ","in school","13","","",""
"Private health insurance","2001","Single parent ","inadequately","1","","",""
"Private health insurance","2001","Single parent ","general elemantary","7","","",""
"Private health insurance","2001","Single parent ","middle vocational","26","","",""
"Private health insurance","2001","Single parent ","vocational + Abi","2","","",""
"Private health insurance","2001","Single parent ","higher vocational","4","","",""
"Private health insurance","2001","Single parent ","higher education","31","0.280297192933426","0.203089177860102","0.357505208006751"
"Private health insurance","2001","Couple + C. LE 16 ","in school","1","","",""
"Private health insurance","2001","Couple + C. LE 16 ","inadequately","","","",""
"Private health insurance","2001","Couple + C. LE 16 ","general elemantary","9","","",""
"Private health insurance","2001","Couple + C. LE 16 ","middle vocational","211","0.0901685656089192","0.079137784714483","0.101199346503355"
"Private health insurance","2001","Couple + C. LE 16 ","vocational + Abi","25","","",""
"Private health insurance","2001","Couple + C. LE 16 ","higher vocational","62","0.15037641607457","0.118792303116582","0.181960529032559"
"Private health insurance","2001","Couple + C. LE 16 ","higher education","240","0.288745273396295","0.259252577543124","0.318237969249467"
"Private health insurance","2001","Couple + C. GT 16 ","in school","50","0.210901258779367","0.159503323964425","0.262299193594309"
"Private health insurance","2001","Couple + C. GT 16 ","inadequately","","","",""
"Private health insurance","2001","Couple + C. GT 16 ","general elemantary","16","","",""
"Private health insurance","2001","Couple + C. GT 16 ","middle vocational","163","0.0887119482882214","0.0757556444672365","0.101668252109206"
"Private health insurance","2001","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Private health insurance","2001","Couple + C. GT 16 ","higher vocational","28","","",""
"Private health insurance","2001","Couple + C. GT 16 ","higher education","134","0.302408524940707","0.261823750476126","0.342993299405287"
"Private health insurance","2001","Couple + C. LE and GT 16","in school","25","","",""
