"ple0097","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Private health insurance","2001","indirect migration background","West Germany","39","0.0545438737217236","0.0383133381775895","0.0707744092658577"
"Private health insurance","2001","indirect migration background","East Germany","3","","",""
"Neither","2001","no migration background","West Germany","85","0.00674625376219961","0.005340139154461","0.00815236836993823"
"Neither","2001","no migration background","East Germany","24","","",""
"Neither","2001","direct migration background","West Germany","16","","",""
"Neither","2001","direct migration background","East Germany","","","",""
"Neither","2001","indirect migration background","West Germany","6","","",""
"Neither","2001","indirect migration background","East Germany","","","",""
"Public health insurance","2002","no migration background","West Germany","11439","0.858210979780768","0.852477925049091","0.863944034512445"
"Public health insurance","2002","no migration background","East Germany","4931","0.946198451519508","0.94013383611028","0.952263066928735"
"Public health insurance","2002","direct migration background","West Germany","2523","0.94455163626342","0.93592578496343","0.95317748756341"
"Public health insurance","2002","direct migration background","East Germany","115","0.976558483916005","0.949025005995002","1.00409196183701"
"Public health insurance","2002","indirect migration background","West Germany","699","0.934672072587129","0.917104151656422","0.952239993517836"
"Public health insurance","2002","indirect migration background","East Germany","22","","",""
"Private health insurance","2002","no migration background","West Germany","2699","0.137300117192745","0.131643808834462","0.142956425551028"
"Private health insurance","2002","no migration background","East Germany","366","0.0492004052952564","0.0433868260732464","0.0550139845172665"
"Private health insurance","2002","direct migration background","West Germany","173","0.0522257132325222","0.0438400117475763","0.0606114147174681"
"Private health insurance","2002","direct migration background","East Germany","1","","",""
"Private health insurance","2002","indirect migration background","West Germany","56","0.0556491928398869","0.0393510767255129","0.0719473089542608"
"Private health insurance","2002","indirect migration background","East Germany","2","","",""
"Neither","2002","no migration background","West Germany","84","0.00448890302648676","0.00339024908442424","0.00558755696854928"
"Neither","2002","no migration background","East Germany","20","","",""
"Neither","2002","direct migration background","West Germany","8","","",""
"Neither","2002","direct migration background","East Germany","","","",""
"Neither","2002","indirect migration background","West Germany","5","","",""
"Neither","2002","indirect migration background","East Germany","","","",""
"Public health insurance","2003","no migration background","West Germany","10971","0.856924659779813","0.851040932531173","0.862808387028453"
"Public health insurance","2003","no migration background","East Germany","4834","0.942824192283793","0.936532358454633","0.949116026112952"
"Public health insurance","2003","direct migration background","West Germany","2382","0.948405438549496","0.939797744185966","0.957013132913025"
"Public health insurance","2003","direct migration background","East Germany","104","0.963175149536706","0.927322744935651","0.99902755413776"
"Public health insurance","2003","indirect migration background","West Germany","693","0.933762560123519","0.916034664309625","0.951490455937412"
"Public health insurance","2003","indirect migration background","East Germany","31","0.934264163753013","0.848400573628757","1.02012775387727"
"Private health insurance","2003","no migration background","West Germany","2545","0.137139536362022","0.131359235532268","0.142919837191775"
"Private health insurance","2003","no migration background","East Germany","376","0.0527599775170404","0.0467018550063435","0.0588181000277374"
"Private health insurance","2003","direct migration background","West Germany","142","0.0460781798727094","0.0379200257293375","0.0542363340160813"
"Private health insurance","2003","direct migration background","East Germany","2","","",""
"Private health insurance","2003","indirect migration background","West Germany","57","0.052032760561381","0.0362012523114544","0.0678642688113075"
"Private health insurance","2003","indirect migration background","East Germany","1","","",""
"Neither","2003","no migration background","West Germany","89","0.0059358038581653","0.00464504294761767","0.00722656476871294"
"Neither","2003","no migration background","East Germany","21","","",""
"Neither","2003","direct migration background","West Germany","13","","",""
"Neither","2003","direct migration background","East Germany","","","",""
"Neither","2003","indirect migration background","West Germany","6","","",""
"Neither","2003","indirect migration background","East Germany","","","",""
"Public health insurance","2004","no migration background","West Germany","10646","0.86279689611503","0.856909354631357","0.868684437598703"
"Public health insurance","2004","no migration background","East Germany","4712","0.946391845481793","0.940203382623807","0.952580308339778"
"Public health insurance","2004","direct migration background","West Germany","2294","0.952460023230248","0.944013380964992","0.960906665495504"
"Public health insurance","2004","direct migration background","East Germany","102","0.975997969191955","0.946439772818319","1.00555616556559"
"Public health insurance","2004","indirect migration background","West Germany","707","0.948495495053634","0.932843346863026","0.964147643244242"
"Public health insurance","2004","indirect migration background","East Germany","35","1","1","1"
"Private health insurance","2004","no migration background","West Germany","2473","0.13720310388497","0.131315562401297","0.143090645368643"
"Private health insurance","2004","no migration background","East Germany","377","0.0536081545182072","0.0474196916602218","0.0597966173761926"
"Private health insurance","2004","direct migration background","West Germany","144","0.0475399767697519","0.0390933345044962","0.0559866190350076"
"Private health insurance","2004","direct migration background","East Germany","1","","",""
"Private health insurance","2004","indirect migration background","West Germany","59","0.0515045049463662","0.035852356755758","0.0671566531369745"
"Private health insurance","2004","indirect migration background","East Germany","","","",""
"Neither","2004","no migration background","West Germany","","","",""
"Neither","2004","no migration background","East Germany","","","",""
"Neither","2004","direct migration background","West Germany","","","",""
"Neither","2004","direct migration background","East Germany","","","",""
"Neither","2004","indirect migration background","West Germany","","","",""
"Neither","2004","indirect migration background","East Germany","","","",""
"Public health insurance","2005","no migration background","West Germany","10152","0.860019839938205","0.85394125077124","0.86609842910517"
"Public health insurance","2005","no migration background","East Germany","4515","0.947052826248436","0.940760443054423","0.95334520944245"
"Public health insurance","2005","direct migration background","West Germany","2119","0.950494816581465","0.941549613825264","0.959440019337665"
"Public health insurance","2005","direct migration background","East Germany","100","0.975460132476345","0.945286452963205","1.00563381198948"
"Public health insurance","2005","indirect migration background","West Germany","727","0.95321996526453","0.938476084253373","0.967963846275687"
"Public health insurance","2005","indirect migration background","East Germany","34","0.988214362665573","0.952461058293255","1.02396766703789"
"Private health insurance","2005","no migration background","West Germany","2364","0.139980160061795","0.13390157089483","0.14605874922876"
"Private health insurance","2005","no migration background","East Germany","350","0.0529471737515637","0.0466547905575504","0.059239556945577"
"Private health insurance","2005","direct migration background","West Germany","140","0.0495051834185352","0.0405599806623348","0.0584503861747356"
"Private health insurance","2005","direct migration background","East Germany","1","","",""
"Private health insurance","2005","indirect migration background","West Germany","61","0.0467800347354697","0.0320361537243128","0.0615239157466265"
"Private health insurance","2005","indirect migration background","East Germany","1","","",""
"Neither","2005","no migration background","West Germany","","","",""
"Neither","2005","no migration background","East Germany","","","",""
"Neither","2005","direct migration background","West Germany","","","",""
"Neither","2005","direct migration background","East Germany","","","",""
"Neither","2005","indirect migration background","West Germany","","","",""
"Neither","2005","indirect migration background","East Germany","","","",""
"Public health insurance","2006","no migration background","West Germany","11032","0.854391494101922","0.848464035403221","0.860318952800623"
"Public health insurance","2006","no migration background","East Germany","4742","0.943002129843824","0.93664430883103","0.949359950856619"
"Public health insurance","2006","direct migration background","West Germany","2119","0.946915310686594","0.937686142926949","0.95614447844624"
"Public health insurance","2006","direct migration background","East Germany","109","0.973858125077806","0.944175465327008","1.00354078482861"
"Public health insurance","2006","indirect migration background","West Germany","709","0.945776082560742","0.929842741994062","0.961709423127422"
"Public health insurance","2006","indirect migration background","East Germany","37","0.963252647538644","0.904948261228615","1.02155703384867"
"Private health insurance","2006","no migration background","West Germany","2570","0.145608505898078","0.139681047199377","0.151535964596779"
"Private health insurance","2006","no migration background","East Germany","366","0.0569978701561755","0.0506400491433807","0.0633556911689703"
"Private health insurance","2006","direct migration background","West Germany","148","0.0530846893134061","0.0438555215537606","0.0623138570730515"
"Private health insurance","2006","direct migration background","East Germany","2","","",""
"Private health insurance","2006","indirect migration background","West Germany","67","0.0542239174392578","0.038290576872578","0.0701572580059376"
"Private health insurance","2006","indirect migration background","East Germany","3","","",""
"Neither","2006","no migration background","West Germany","","","",""
"Neither","2006","no migration background","East Germany","","","",""
"Neither","2006","direct migration background","West Germany","","","",""
"Neither","2006","direct migration background","East Germany","","","",""
"Neither","2006","indirect migration background","West Germany","","","",""
"Neither","2006","indirect migration background","East Germany","","","",""
"Public health insurance","2007","no migration background","West Germany","10271","0.854073579511849","0.847923993975555","0.860223165048142"
"Public health insurance","2007","no migration background","East Germany","4489","0.937216310822766","0.930389457743691","0.944043163901841"
"Public health insurance","2007","direct migration background","West Germany","1904","0.950269089406776","0.940796108615546","0.959742070198006"
"Public health insurance","2007","direct migration background","East Germany","92","0.984349043859026","0.959257397191396","1.00944069052666"
"Public health insurance","2007","indirect migration background","West Germany","675","0.942469086117447","0.925646476099891","0.959291696135004"
"Public health insurance","2007","indirect migration background","East Germany","37","0.973614186342706","0.923943885834178","1.02328448685123"
"Private health insurance","2007","no migration background","West Germany","2389","0.145926420488151","0.139776834951858","0.152076006024445"
"Private health insurance","2007","no migration background","East Germany","361","0.0627836891772341","0.0559568360981594","0.0696105422563088"
"Private health insurance","2007","direct migration background","West Germany","119","0.049730910593224","0.0402579298019937","0.0592038913844542"
"Private health insurance","2007","direct migration background","East Germany","2","","",""
"Private health insurance","2007","indirect migration background","West Germany","61","0.0575309138825525","0.0407083038649957","0.0743535239001093"
"Private health insurance","2007","indirect migration background","East Germany","3","","",""
"Neither","2007","no migration background","West Germany","","","",""
"Neither","2007","no migration background","East Germany","","","",""
"Neither","2007","direct migration background","West Germany","","","",""
"Neither","2007","direct migration background","East Germany","","","",""
"Neither","2007","indirect migration background","West Germany","","","",""
"Neither","2007","indirect migration background","East Germany","","","",""
"Public health insurance","2008","no migration background","West Germany","9774","0.856105965829018","0.84983691243442","0.862375019223615"
"Public health insurance","2008","no migration background","East Germany","4319","0.939819798326612","0.932991629556719","0.946647967096504"
"Public health insurance","2008","direct migration background","West Germany","1729","0.949297714714473","0.939254289651524","0.959341139777422"
"Public health insurance","2008","direct migration background","East Germany","80","0.991916402389785","0.972415915234276","1.01141688954529"
"Public health insurance","2008","indirect migration background","West Germany","672","0.939946499856482","0.922699837673364","0.9571931620396"
"Public health insurance","2008","indirect migration background","East Germany","39","0.964501154958601","0.908540610198759","1.02046169971844"
"Private health insurance","2008","no migration background","West Germany","2267","0.143894034170982","0.137624980776385","0.15016308756558"
"Private health insurance","2008","no migration background","East Germany","341","0.0601802016733884","0.0533520329034957","0.067008370443281"
"Private health insurance","2008","direct migration background","West Germany","104","0.0507022852855269","0.0406588602225775","0.0607457103484763"
"Private health insurance","2008","direct migration background","East Germany","1","","",""
"Private health insurance","2008","indirect migration background","West Germany","57","0.0600535001435183","0.0428068379604003","0.0773001623266362"
"Private health insurance","2008","indirect migration background","East Germany","3","","",""
"Neither","2008","no migration background","West Germany","","","",""
"Neither","2008","no migration background","East Germany","","","",""
"Neither","2008","direct migration background","West Germany","","","",""
"Neither","2008","direct migration background","East Germany","","","",""
"Neither","2008","indirect migration background","West Germany","","","",""
"Neither","2008","indirect migration background","East Germany","","","",""
"Public health insurance","2009","no migration background","West Germany","9128","0.850195499025186","0.843609303423963","0.856781694626409"
"Public health insurance","2009","no migration background","East Germany","4114","0.93286788724526","0.925511112856193","0.940224661634327"
"Public health insurance","2009","direct migration background","West Germany","1501","0.945152090453263","0.933960793532925","0.956343387373601"
"Public health insurance","2009","direct migration background","East Germany","75","0.990977170005097","0.969718088015172","1.01223625199502"
"Public health insurance","2009","indirect migration background","West Germany","627","0.955296216275312","0.93967177036292","0.970920662187705"
"Public health insurance","2009","indirect migration background","East Germany","36","0.893333185741622","0.798844989453292","0.987821382029952"
"Private health insurance","2009","no migration background","West Germany","2151","0.149804500974814","0.143218305373591","0.156390696576037"
"Private health insurance","2009","no migration background","East Germany","331","0.0671321127547398","0.0597753383656727","0.0744888871438069"
"Private health insurance","2009","direct migration background","West Germany","89","0.0548479095467369","0.0436566126263989","0.0660392064670749"
"Private health insurance","2009","direct migration background","East Germany","1","","",""
"Private health insurance","2009","indirect migration background","West Germany","45","0.0447037837246875","0.0290793378122953","0.0603282296370796"
"Private health insurance","2009","indirect migration background","East Germany","5","","",""
"Neither","2009","no migration background","West Germany","","","",""
"Neither","2009","no migration background","East Germany","","","",""
"Neither","2009","direct migration background","West Germany","","","",""
"Neither","2009","direct migration background","East Germany","","","",""
"Neither","2009","indirect migration background","West Germany","","","",""
"Neither","2009","indirect migration background","East Germany","","","",""
"Public health insurance","2010","no migration background","West Germany","12125","0.849267906522493","0.843483891425386","0.855051921619599"
"Public health insurance","2010","no migration background","East Germany","4882","0.930388067245518","0.923526876280845","0.937249258210192"
"Public health insurance","2010","direct migration background","West Germany","2617","0.943627504470281","0.935046255089749","0.952208753850812"
"Public health insurance","2010","direct migration background","East Germany","123","0.983564109523625","0.961537834280478","1.00559038476677"
"Public health insurance","2010","indirect migration background","West Germany","988","0.943267942827669","0.929426542378072","0.957109343277265"
"Public health insurance","2010","indirect migration background","East Germany","68","0.955881245210079","0.909404998025082","1.00235749239508"
"Private health insurance","2010","no migration background","West Germany","2574","0.150732093477507","0.144948078380401","0.156516108574614"
"Private health insurance","2010","no migration background","East Germany","403","0.0696119327544818","0.0627507417898085","0.0764731237191551"
"Private health insurance","2010","direct migration background","West Germany","158","0.0563724955297194","0.047791246149188","0.0649537449102508"
"Private health insurance","2010","direct migration background","East Germany","5","","",""
"Private health insurance","2010","indirect migration background","West Germany","85","0.0567320571723315","0.0428906567227351","0.0705734576219278"
"Private health insurance","2010","indirect migration background","East Germany","7","","",""
"Neither","2010","no migration background","West Germany","","","",""
"Neither","2010","no migration background","East Germany","","","",""
"Neither","2010","direct migration background","West Germany","","","",""
"Neither","2010","direct migration background","East Germany","","","",""
"Neither","2010","indirect migration background","West Germany","","","",""
"Neither","2010","indirect migration background","East Germany","","","",""
"Public health insurance","2011","no migration background","West Germany","14746","0.846418511911516","0.841119941002684","0.851717082820348"
"Public health insurance","2011","no migration background","East Germany","5627","0.931111740038577","0.924751444441788","0.937472035635366"
"Public health insurance","2011","direct migration background","West Germany","2920","0.936874280359701","0.928296927541762","0.945451633177639"
"Public health insurance","2011","direct migration background","East Germany","148","0.976950746094353","0.953327095400564","1.00057439678814"
"Public health insurance","2011","indirect migration background","West Germany","1119","0.934622271588007","0.92071724819248","0.948527294983533"
"Public health insurance","2011","indirect migration background","East Germany","75","0.880412263216118","0.811834197657157","0.948990328775079"
"Private health insurance","2011","no migration background","West Germany","3041","0.153581488088484","0.148282917179652","0.158880058997316"
"Private health insurance","2011","no migration background","East Germany","464","0.0688882599614229","0.0625279643646336","0.0752485555582122"
"Private health insurance","2011","direct migration background","West Germany","168","0.0631257196402995","0.0545483668223606","0.0717030724582383"
"Private health insurance","2011","direct migration background","East Germany","7","","",""
"Private health insurance","2011","indirect migration background","West Germany","95","0.0653777284119932","0.0514727050164665","0.07928275180752"
"Private health insurance","2011","indirect migration background","East Germany","11","","",""
"Neither","2011","no migration background","West Germany","","","",""
"Neither","2011","no migration background","East Germany","","","",""
"Neither","2011","direct migration background","West Germany","","","",""
"Neither","2011","direct migration background","East Germany","","","",""
"Neither","2011","indirect migration background","West Germany","","","",""
"Neither","2011","indirect migration background","East Germany","","","",""
"Public health insurance","2012","no migration background","West Germany","14438","0.843970620679433","0.838579668787819","0.849361572571048"
"Public health insurance","2012","no migration background","East Germany","5510","0.930904454951596","0.924467310362787","0.937341599540406"
"Public health insurance","2012","direct migration background","West Germany","2757","0.947143797460031","0.938996195908929","0.955291399011133"
"Public health insurance","2012","direct migration background","East Germany","148","0.961591256153103","0.93123850681946","0.991944005486746"
"Public health insurance","2012","indirect migration background","West Germany","1103","0.929884044886245","0.915430934332212","0.944337155440277"
"Public health insurance","2012","indirect migration background","East Germany","71","0.889801641687022","0.821183767200225","0.958419516173818"
"Private health insurance","2012","no migration background","West Germany","2968","0.156029379320567","0.150638427428952","0.161420331212181"
"Private health insurance","2012","no migration background","East Germany","453","0.0690955450484037","0.0626584004595946","0.0755326896372129"
"Private health insurance","2012","direct migration background","West Germany","140","0.0528562025399686","0.0447086009888664","0.0610038040910708"
"Private health insurance","2012","direct migration background","East Germany","6","","",""
"Private health insurance","2012","indirect migration background","West Germany","96","0.0701159551137552","0.0556628445597226","0.0845690656677877"
"Private health insurance","2012","indirect migration background","East Germany","9","","",""
"Neither","2012","no migration background","West Germany","","","",""
"Neither","2012","no migration background","East Germany","","","",""
"Neither","2012","direct migration background","West Germany","","","",""
"Neither","2012","direct migration background","East Germany","","","",""
"Neither","2012","indirect migration background","West Germany","","","",""
"Neither","2012","indirect migration background","East Germany","","","",""
"Public health insurance","2013","no migration background","West Germany","13772","0.839741176321682","0.834158093723904","0.84532425891946"
"Public health insurance","2013","no migration background","East Germany","5176","0.935596552061981","0.929165688388082","0.94202741573588"
"Public health insurance","2013","direct migration background","West Germany","5754","0.953458022575988","0.948109490526135","0.95880655462584"
"Public health insurance","2013","direct migration background","East Germany","428","0.977438816771425","0.963515807899547","0.991361825643303"
"Public health insurance","2013","indirect migration background","West Germany","1902","0.937547496890389","0.927013509822963","0.948081483957816"
"Public health insurance","2013","indirect migration background","East Germany","94","0.912258433941111","0.858143756277614","0.966373111604608"
"Private health insurance","2013","no migration background","West Germany","2813","0.160258823678318","0.15467574108054","0.165841906276096"
"Private health insurance","2013","no migration background","East Germany","421","0.0644034479380189","0.0579725842641201","0.0708343116119177"
"Private health insurance","2013","direct migration background","West Germany","205","0.0465419774240123","0.04119344537416","0.0518905094738647"
"Private health insurance","2013","direct migration background","East Germany","9","","",""
"Private health insurance","2013","indirect migration background","West Germany","125","0.0624525031096105","0.0519185160421839","0.0729864901770372"
"Private health insurance","2013","indirect migration background","East Germany","11","","",""
"Neither","2013","no migration background","West Germany","","","",""
"Neither","2013","no migration background","East Germany","","","",""
"Neither","2013","direct migration background","West Germany","","","",""
"Neither","2013","direct migration background","East Germany","","","",""
"Neither","2013","indirect migration background","West Germany","","","",""
"Neither","2013","indirect migration background","East Germany","","","",""
"Public health insurance","2014","no migration background","West Germany","12496","0.839938563302736","0.834084290037937","0.845792836567535"
"Public health insurance","2014","no migration background","East Germany","4784","0.940381875265799","0.933919520350119","0.94684423018148"
"Public health insurance","2014","direct migration background","West Germany","4611","0.951425461845603","0.945331133240524","0.957519790450682"
"Public health insurance","2014","direct migration background","East Germany","340","0.986594435302611","0.97447668696202","0.998712183643201"
"Public health insurance","2014","indirect migration background","West Germany","1593","0.945143100857056","0.934283904705236","0.956002297008877"
"Public health insurance","2014","indirect migration background","East Germany","92","0.901933619708026","0.844775388362049","0.959091851054003"
"Private health insurance","2014","no migration background","West Germany","2573","0.160061436697264","0.154207163432465","0.165915709962063"
"Private health insurance","2014","no migration background","East Germany","373","0.0596181247342007","0.0531557698185205","0.0660804796498809"
"Private health insurance","2014","direct migration background","West Germany","169","0.0485745381543968","0.0424802095493177","0.0546688667594759"
"Private health insurance","2014","direct migration background","East Germany","6","","",""
"Private health insurance","2014","indirect migration background","West Germany","96","0.0548568991429437","0.0439977029911233","0.0657160952947641"
"Private health insurance","2014","indirect migration background","East Germany","12","","",""
"Neither","2014","no migration background","West Germany","","","",""
"Neither","2014","no migration background","East Germany","","","",""
"Neither","2014","direct migration background","West Germany","","","",""
"Neither","2014","direct migration background","East Germany","","","",""
"Neither","2014","indirect migration background","West Germany","","","",""
"Neither","2014","indirect migration background","East Germany","","","",""
"Public health insurance","2015","no migration background","West Germany","11894","0.83555600829287","0.829496660965821","0.841615355619919"
"Public health insurance","2015","no migration background","East Germany","4544","0.937053076131569","0.930257071436708","0.943849080826429"
"Public health insurance","2015","direct migration background","West Germany","5321","0.957966313953981","0.952661635311388","0.963270992596575"
"Public health insurance","2015","direct migration background","East Germany","421","0.979646814141417","0.966300392909091","0.992993235373743"
"Public health insurance","2015","indirect migration background","West Germany","1482","0.937651891975889","0.925722259938503","0.949581524013275"
"Public health insurance","2015","indirect migration background","East Germany","97","0.920138837546412","0.868288935986776","0.971988739106048"
"Private health insurance","2015","no migration background","West Germany","2482","0.16444399170713","0.158384644380081","0.170503339034179"
"Private health insurance","2015","no migration background","East Germany","362","0.0629469238684314","0.0561509191735712","0.0697429285632916"
"Private health insurance","2015","direct migration background","West Germany","176","0.0420336860460187","0.0367290074034249","0.0473383646886124"
"Private health insurance","2015","direct migration background","East Germany","9","","",""
"Private health insurance","2015","indirect migration background","West Germany","96","0.0623481080241113","0.0504184759867253","0.0742777400614973"
"Private health insurance","2015","indirect migration background","East Germany","8","","",""
"Neither","2015","no migration background","West Germany","","","",""
"Neither","2015","no migration background","East Germany","","","",""
"Neither","2015","direct migration background","West Germany","","","",""
"Neither","2015","direct migration background","East Germany","","","",""
"Neither","2015","indirect migration background","West Germany","","","",""
"Neither","2015","indirect migration background","East Germany","","","",""
"Public health insurance","2016","no migration background","West Germany","11040","0.840277835371223","0.834059208685653","0.846496462056793"
"Public health insurance","2016","no migration background","East Germany","4250","0.935041394891806","0.927918604726595","0.942164185057017"
"Public health insurance","2016","direct migration background","West Germany","4396","0.962071995564201","0.956513012496307","0.967630978632096"
"Public health insurance","2016","direct migration background","East Germany","351","0.972678660761317","0.955768424750921","0.989588896771712"
"Public health insurance","2016","indirect migration background","West Germany","1367","0.922962843163285","0.909285117305248","0.936640569021322"
"Public health insurance","2016","indirect migration background","East Germany","101","0.952627147065555","0.912375611880299","0.992878682250811"
"Private health insurance","2016","no migration background","West Germany","2292","0.159722164628777","0.153503537943207","0.165940791314347"
"Private health insurance","2016","no migration background","East Germany","349","0.0649586051081938","0.057835814942983","0.0720813952734047"
"Private health insurance","2016","direct migration background","West Germany","140","0.0379280044357985","0.0323690213679037","0.0434869875036933"
"Private health insurance","2016","direct migration background","East Germany","6","","",""
"Private health insurance","2016","indirect migration background","West Germany","93","0.0770371568367149","0.0633594309786781","0.0907148826947518"
"Private health insurance","2016","indirect migration background","East Germany","6","","",""
"Neither","2016","no migration background","West Germany","","","",""
"Neither","2016","no migration background","East Germany","","","",""
"Neither","2016","direct migration background","West Germany","","","",""
"Neither","2016","direct migration background","East Germany","","","",""
"Neither","2016","indirect migration background","West Germany","","","",""
"Neither","2016","indirect migration background","East Germany","","","",""
"Public health insurance","2017","no migration background","West Germany","12558","0.839508052174282","0.83366078554639","0.845355318802175"
"Public health insurance","2017","no migration background","East Germany","4776","0.937122953463937","0.93049654640758","0.943749360520295"
"Public health insurance","2017","direct migration background","West Germany","4147","0.963455686795668","0.957838781212508","0.969072592378828"
"Public health insurance","2017","direct migration background","East Germany","365","0.985901089739681","0.973871678987945","0.997930500491416"
"Public health insurance","2017","indirect migration background","West Germany","1489","0.918774920103246","0.905410189403846","0.932139650802647"
"Public health insurance","2017","indirect migration background","East Germany","99","0.941841783086812","0.897496164204202","0.986187401969422"
"Private health insurance","2017","no migration background","West Germany","2580","0.160491947825718","0.154644681197825","0.16633921445361"
"Private health insurance","2017","no migration background","East Germany","379","0.0628770465360625","0.0562506394797049","0.0695034535924202"
"Private health insurance","2017","direct migration background","West Germany","140","0.0365443132043317","0.0309274076211719","0.0421612187874915"
"Private health insurance","2017","direct migration background","East Germany","4","","",""
"Private health insurance","2017","indirect migration background","West Germany","116","0.0812250798967538","0.0678603491973533","0.0945898105961543"
"Private health insurance","2017","indirect migration background","East Germany","8","","",""
"Neither","2017","no migration background","West Germany","","","",""
"Neither","2017","no migration background","East Germany","","","",""
"Neither","2017","direct migration background","West Germany","","","",""
"Neither","2017","direct migration background","East Germany","","","",""
"Neither","2017","indirect migration background","West Germany","","","",""
"Neither","2017","indirect migration background","East Germany","","","",""
"Public health insurance","2018","no migration background","West Germany","12143","0.8413304525521","0.835395158419585","0.847265746684615"
"Public health insurance","2018","no migration background","East Germany","4705","0.936728417746632","0.930012588996624","0.943444246496641"
"Public health insurance","2018","direct migration background","West Germany","3967","0.961255332264548","0.955341640250506","0.96716902427859"
"Public health insurance","2018","direct migration background","East Germany","341","0.941159327840266","0.916434751587273","0.965883904093259"
"Public health insurance","2018","indirect migration background","West Germany","1490","0.937600094476465","0.925707217410404","0.949492971542526"
"Public health insurance","2018","indirect migration background","East Germany","111","0.863083565312418","0.802084611022869","0.924082519601966"
"Private health insurance","2018","no migration background","West Germany","2414","0.1586695474479","0.152734253315386","0.164604841580415"
"Private health insurance","2018","no migration background","East Germany","343","0.0632715822533679","0.0565557535033594","0.0699874110033765"
"Private health insurance","2018","direct migration background","West Germany","124","0.0387446677354519","0.0328309757214101","0.0446583597494937"
"Private health insurance","2018","direct migration background","East Germany","7","","",""
"Private health insurance","2018","indirect migration background","West Germany","99","0.0623999055235349","0.050507028457474","0.0742927825895959"
"Private health insurance","2018","indirect migration background","East Germany","11","","",""
