"ple0097","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","2000","35-65 y.","Not Working","255","0.0731876045753545","0.0648373209811806","0.0815378881695285","2"
"Private health insurance","2000","35-65 y.","Part Time","260","0.0878749019185479","0.0778421983128717","0.097907605524224","2"
"Private health insurance","2000","35-65 y.","Full Time","1126","0.174378004368923","0.165270764520232","0.183485244217613","2"
"Private health insurance","2000","16-34 y.","Not Working","167","0.102660545908708","0.0887431178965775","0.116577973920839","2"
"Private health insurance","2000","16-34 y.","Part Time","120","0.0628837301797035","0.0520507521096554","0.0737167082497516","2"
"Private health insurance","2000","16-34 y.","Full Time","316","0.104031531699046","0.0937375627362721","0.11432550066182","2"
"Private health insurance","2000","66 and older","Full Time","11","","","","2"
"Private health insurance","2000","66 and older","Part Time","14","","","","2"
"Private health insurance","2000","66 and older","Not Working","262","0.0786707919295232","0.0697464426407023","0.0875951412183441","2"
"Public health insurance","2000","16-34 y.","Full Time","3032","0.887584913146123","0.876934382383008","0.898235443909238","1"
"Public health insurance","2000","16-34 y.","Part Time","1793","0.927928727912189","0.916388340691743","0.939469115132634","1"
"Public health insurance","2000","16-34 y.","Not Working","1645","0.889641670037641","0.875273914316723","0.904009425758559","1"
"Public health insurance","2000","35-65 y.","Full Time","5510","0.821050157303518","0.811849882484379","0.830250432122657","1"
"Public health insurance","2000","35-65 y.","Part Time","2789","0.907184516698173","0.896901598465545","0.917467434930801","1"
"Public health insurance","2000","35-65 y.","Not Working","3453","0.91896462843141","0.910215329526559","0.927713927336261","1"
"Public health insurance","2000","66 and older","Full Time","28","","","","1"
"Public health insurance","2000","66 and older","Part Time","90","0.849892228578248","0.781246275516942","0.918538181639554","1"
"Public health insurance","2000","66 and older","Not Working","3226","0.918518202696431","0.909449679615279","0.927586725777583","1"
"Neither","2001","66 and older","Not Working","3","","","","3"
"Neither","2001","66 and older","Part Time","1","","","","3"
"Neither","2001","66 and older","Full Time","","","","","3"
"Neither","2001","35-65 y.","Not Working","15","","","","3"
"Neither","2001","35-65 y.","Part Time","15","","","","3"
"Neither","2001","35-65 y.","Full Time","32","0.00614754648612413","0.00419145990853687","0.00810363306371139","3"
"Neither","2001","16-34 y.","Not Working","18","","","","3"
"Neither","2001","16-34 y.","Part Time","16","","","","3"
"Neither","2001","16-34 y.","Full Time","31","0.0124792085828042","0.00845412752076092","0.0165042896448475","3"
"Private health insurance","2001","35-65 y.","Part Time","243","0.0896785340624598","0.079348780989313","0.100008287135607","2"
"Private health insurance","2001","35-65 y.","Not Working","230","0.0755855097751173","0.066485094285945","0.0846859252642897","2"
"Private health insurance","2001","35-65 y.","Full Time","1038","0.177375534605152","0.167816283395166","0.186934785815138","2"
"Private health insurance","2001","16-34 y.","Part Time","119","0.0766825226952578","0.064296911368162","0.0890681340223536","2"
"Private health insurance","2001","16-34 y.","Not Working","152","0.104379465361158","0.0894119095890503","0.119347021133266","2"
"Private health insurance","2001","16-34 y.","Full Time","269","0.0955616054593216","0.0849020474068281","0.106221163511815","2"
"Private health insurance","2001","66 and older","Part Time","14","","","","2"
"Private health insurance","2001","66 and older","Full Time","12","","","","2"
"Private health insurance","2001","66 and older","Not Working","260","0.0821735263022221","0.0727921959369319","0.0915548566675124","2"
"Public health insurance","2001","16-34 y.","Full Time","2622","0.891959185957874","0.880703436946113","0.903214934969635","1"
"Public health insurance","2001","16-34 y.","Part Time","1638","0.914599797246661","0.901590952684705","0.927608641808617","1"
"Public health insurance","2001","16-34 y.","Not Working","1433","0.880765176079827","0.864901166819119","0.896629185340535","1"
"Public health insurance","2001","35-65 y.","Full Time","5064","0.816476918908724","0.806789825061123","0.826164012756325","1"
"Public health insurance","2001","35-65 y.","Part Time","2681","0.904693349669209","0.894077357245448","0.915309342092971","1"
"Public health insurance","2001","35-65 y.","Not Working","2996","0.91717596752949","0.907687128168817","0.926664806890164","1"
"Public health insurance","2001","66 and older","Full Time","16","","","","1"
"Public health insurance","2001","66 and older","Part Time","110","0.874326517536743","0.816216402584415","0.932436632489071","1"
"Public health insurance","2001","66 and older","Not Working","3029","0.916172133919674","0.906705383614487","0.925638884224862","1"
"Neither","2002","66 and older","Not Working","9","","","","3"
"Neither","2002","66 and older","Part Time","1","","","","3"
"Neither","2002","66 and older","Full Time","1","","","","3"
"Neither","2002","35-65 y.","Not Working","16","","","","3"
"Neither","2002","35-65 y.","Part Time","9","","","","3"
"Neither","2002","35-65 y.","Full Time","37","0.00436685613167929","0.00279998972182149","0.0059337225415371","3"
"Neither","2002","16-34 y.","Not Working","8","","","","3"
"Neither","2002","16-34 y.","Part Time","7","","","","3"
"Neither","2002","16-34 y.","Full Time","29","","","","3"
"Private health insurance","2002","35-65 y.","Part Time","411","0.0793758049168104","0.0701624827639428","0.088589127069678","2"
"Private health insurance","2002","35-65 y.","Full Time","1615","0.180176100769515","0.171043242145842","0.189308959393189","2"
"Private health insurance","2002","35-65 y.","Not Working","296","0.0796199743749169","0.0702568121619295","0.0889831365879043","2"
"Private health insurance","2002","16-34 y.","Not Working","203","0.0989699322814619","0.0845829280805973","0.113356936482326","2"
"Private health insurance","2002","16-34 y.","Full Time","272","0.0933720492017511","0.0824857808772748","0.104258317526227","2"
"Private health insurance","2002","16-34 y.","Part Time","173","0.0765684665680442","0.0642226003556959","0.0889143327803925","2"
"Private health insurance","2002","66 and older","Full Time","19","","","","2"
"Private health insurance","2002","66 and older","Not Working","281","0.0714947359144696","0.0628810795234876","0.0801083923054516","2"
"Private health insurance","2002","66 and older","Part Time","27","","","","2"
"Public health insurance","2002","66 and older","Not Working","3147","0.925440829079127","0.916659036238766","0.934222621919488","1"
"Public health insurance","2002","16-34 y.","Full Time","2443","0.896566154582953","0.885172093506783","0.907960215659123","1"
"Public health insurance","2002","16-34 y.","Part Time","1602","0.919818274143552","0.907209206985006","0.932427341302099","1"
"Public health insurance","2002","16-34 y.","Not Working","1444","0.897149549910337","0.882514823360458","0.911784276460217","1"
"Public health insurance","2002","35-65 y.","Full Time","5151","0.815457043098805","0.806238821647592","0.824675264550018","1"
"Public health insurance","2002","35-65 y.","Part Time","2887","0.919071158357443","0.909775990765976","0.92836632594891","1"
"Public health insurance","2002","35-65 y.","Not Working","2899","0.915096239339132","0.905455179308818","0.924737299369445","1"
"Public health insurance","2002","66 and older","Full Time","23","","","","1"
"Public health insurance","2002","66 and older","Part Time","133","0.896907728288542","0.849937562732365","0.94387789384472","1"
"Neither","2003","66 and older","Full Time","1","","","","3"
"Neither","2003","66 and older","Not Working","14","","","","3"
"Neither","2003","35-65 y.","Not Working","18","","","","3"
"Neither","2003","66 and older","Part Time","2","","","","3"
"Neither","2003","35-65 y.","Part Time","5","","","","3"
"Neither","2003","35-65 y.","Full Time","33","0.00460668023359888","0.00294376631097903","0.00626959415621874","3"
"Neither","2003","16-34 y.","Not Working","16","","","","3"
"Neither","2003","16-34 y.","Part Time","9","","","","3"
"Neither","2003","16-34 y.","Full Time","31","0.0130614769788184","0.00861353758155119","0.0175094163760856","3"
"Private health insurance","2003","35-65 y.","Part Time","379","0.0812536924039686","0.0718645610350875","0.0906428237728498","2"
"Private health insurance","2003","35-65 y.","Full Time","1515","0.184037817717205","0.174521543945366","0.193554091489045","2"
"Private health insurance","2003","16-34 y.","Not Working","194","0.0941597992529705","0.0800595092621119","0.108260089243829","2"
"Private health insurance","2003","35-65 y.","Not Working","285","0.0738392290504847","0.0645857045094289","0.0830927535915406","2"
"Private health insurance","2003","16-34 y.","Full Time","235","0.0841051598851872","0.0732320996801799","0.0949782200901945","2"
"Private health insurance","2003","16-34 y.","Part Time","166","0.0767256087091442","0.0641546880993109","0.0892965293189774","2"
"Private health insurance","2003","66 and older","Not Working","298","0.075115578730941","0.0663759017446276","0.0838552557172544","2"
"Private health insurance","2003","66 and older","Part Time","35","0.107652342074481","0.0599247670298053","0.155379917119157","2"
"Private health insurance","2003","66 and older","Full Time","16","","","","2"
"Public health insurance","2003","66 and older","Not Working","3182","0.91988959601199","0.9108884261972","0.92889076582678","1"
"Public health insurance","2003","66 and older","Part Time","125","0.884853707084735","0.835700563151263","0.934006851018206","1"
"Public health insurance","2003","16-34 y.","Full Time","2237","0.902833363135994","0.891230102394158","0.914436623877831","1"
"Public health insurance","2003","16-34 y.","Part Time","1547","0.918843663235269","0.905945925325172","0.931741401145367","1"
"Public health insurance","2003","16-34 y.","Not Working","1438","0.896417472265185","0.881705601668945","0.911129342861425","1"
"Public health insurance","2003","35-65 y.","Full Time","4822","0.811355502049196","0.801748098368151","0.820962905730241","1"
"Public health insurance","2003","35-65 y.","Part Time","2869","0.917507195446246","0.908053125019284","0.926961265873209","1"
"Public health insurance","2003","35-65 y.","Not Working","2765","0.919198642290793","0.909555147957066","0.928842136624521","1"
"Public health insurance","2003","66 and older","Full Time","30","0.650681477815623","0.51438200020946","0.786980955421786","1"
"Neither","2004","66 and older","Full Time","","","","","3"
"Neither","2004","66 and older","Part Time","","","","","3"
"Neither","2004","35-65 y.","Not Working","","","","","3"
"Neither","2004","66 and older","Not Working","","","","","3"
"Neither","2004","35-65 y.","Part Time","","","","","3"
"Neither","2004","35-65 y.","Full Time","","","","","3"
"Neither","2004","16-34 y.","Not Working","","","","","3"
"Neither","2004","16-34 y.","Part Time","","","","","3"
"Neither","2004","16-34 y.","Full Time","","","","","3"
"Private health insurance","2004","35-65 y.","Part Time","396","0.0843200398393641","0.0746850798362975","0.0939549998424308","2"
"Private health insurance","2004","35-65 y.","Full Time","1445","0.187382520568196","0.177566723013138","0.197198318123253","2"
"Private health insurance","2004","16-34 y.","Not Working","219","0.0897164055976813","0.0760143994900875","0.103418411705275","2"
"Private health insurance","2004","35-65 y.","Not Working","284","0.0765373594951348","0.0668962122588801","0.0861785067313895","2"
"Private health insurance","2004","16-34 y.","Part Time","146","0.0672333117814886","0.0550723950465089","0.0793942285164683","2"
"Private health insurance","2004","16-34 y.","Full Time","217","0.0904305970022287","0.0786455040885181","0.102215689915939","2"
"Private health insurance","2004","66 and older","Not Working","293","0.0692205348717055","0.0608860060666685","0.0775550636767425","2"
"Private health insurance","2004","66 and older","Part Time","37","0.127968912584273","0.0793027584649979","0.176635066703548","2"
"Private health insurance","2004","66 and older","Full Time","17","","","","2"
"Public health insurance","2004","16-34 y.","Full Time","2058","0.909569402997771","0.897784310084061","0.921354495911482","1"
"Public health insurance","2004","16-34 y.","Part Time","1483","0.932766688218511","0.920605771483532","0.944927604953491","1"
"Public health insurance","2004","16-34 y.","Not Working","1452","0.910283594402319","0.896581588294725","0.923985600509913","1"
"Public health insurance","2004","35-65 y.","Full Time","4626","0.812617479431804","0.802801681876747","0.822433276986862","1"
"Public health insurance","2004","35-65 y.","Part Time","2799","0.915679960160636","0.906045000157569","0.925314920163703","1"
"Public health insurance","2004","35-65 y.","Not Working","2637","0.923462640504865","0.913821493268611","0.93310378774112","1"
"Public health insurance","2004","66 and older","Full Time","27","","","","1"
"Public health insurance","2004","66 and older","Part Time","144","0.872031087415727","0.823364933296452","0.920697241535002","1"
"Public health insurance","2004","66 and older","Not Working","3270","0.930779465128294","0.922444936323257","0.939113993933332","1"
"Neither","2005","35-65 y.","Part Time","","","","","3"
"Neither","2005","66 and older","Part Time","","","","","3"
"Neither","2005","66 and older","Not Working","","","","","3"
"Neither","2005","35-65 y.","Not Working","","","","","3"
"Neither","2005","66 and older","Full Time","","","","","3"
"Neither","2005","35-65 y.","Full Time","","","","","3"
"Neither","2005","16-34 y.","Not Working","","","","","3"
"Neither","2005","16-34 y.","Part Time","","","","","3"
"Neither","2005","16-34 y.","Full Time","","","","","3"
"Private health insurance","2005","35-65 y.","Part Time","363","0.0865982384188952","0.0765308290629682","0.0966656477748222","2"
"Private health insurance","2005","35-65 y.","Full Time","1380","0.186143827171668","0.176146754564861","0.196140899778476","2"
"Private health insurance","2005","16-34 y.","Not Working","206","0.0840494301794605","0.0704710077889977","0.0976278525699233","2"
"Private health insurance","2005","16-34 y.","Part Time","135","0.0542259946913745","0.0431295066384096","0.0653224827443395","2"
"Private health insurance","2005","16-34 y.","Full Time","196","0.0985889549301383","0.0857156501947523","0.111462259665524","2"
"Private health insurance","2005","35-65 y.","Not Working","275","0.0838708749977111","0.0733938827648653","0.0943478672305569","2"
"Private health insurance","2005","66 and older","Not Working","303","0.070423652100679","0.0620236180304967","0.0788236861708613","2"
"Private health insurance","2005","66 and older","Part Time","42","0.157590004827306","0.105507093026607","0.209672916628004","2"
"Private health insurance","2005","66 and older","Full Time","17","","","","2"
"Public health insurance","2005","16-34 y.","Full Time","1864","0.901411045069862","0.888537740334476","0.914284349805248","1"
"Public health insurance","2005","16-34 y.","Part Time","1465","0.945774005308626","0.934677517255661","0.95687049336159","1"
"Public health insurance","2005","16-34 y.","Not Working","1398","0.915950569820539","0.902372147430077","0.929528992211002","1"
"Public health insurance","2005","35-65 y.","Full Time","4443","0.813856172828332","0.803859100221524","0.823853245435139","1"
"Public health insurance","2005","35-65 y.","Part Time","2635","0.913401761581105","0.903334352225178","0.923469170937032","1"
"Public health insurance","2005","35-65 y.","Not Working","2414","0.916129125002289","0.905652132769443","0.926606117235135","1"
"Public health insurance","2005","66 and older","Full Time","21","","","","1"
"Public health insurance","2005","66 and older","Part Time","146","0.842409995172695","0.790327083371996","0.894492906973393","1"
"Public health insurance","2005","66 and older","Not Working","3261","0.929576347899321","0.921176313829139","0.937976381969503","1"
"Neither","2006","66 and older","Not Working","","","","","3"
"Neither","2006","66 and older","Part Time","","","","","3"
"Neither","2006","66 and older","Full Time","","","","","3"
"Neither","2006","35-65 y.","Not Working","","","","","3"
"Neither","2006","35-65 y.","Part Time","","","","","3"
"Neither","2006","35-65 y.","Full Time","","","","","3"
"Neither","2006","16-34 y.","Not Working","","","","","3"
"Neither","2006","16-34 y.","Part Time","","","","","3"
"Neither","2006","16-34 y.","Full Time","","","","","3"
"Private health insurance","2006","35-65 y.","Full Time","1473","0.191329469640242","0.181551035155289","0.201107904125194","2"
"Private health insurance","2006","35-65 y.","Part Time","413","0.0994152053108844","0.0891501397391845","0.109680270882584","2"
"Private health insurance","2006","16-34 y.","Not Working","202","0.0917530883838166","0.0770409326099951","0.106465244157638","2"
"Private health insurance","2006","16-34 y.","Full Time","191","0.0934292995930228","0.0810025310543849","0.105856068131661","2"
"Private health insurance","2006","16-34 y.","Part Time","120","0.056176202319446","0.0445313288338071","0.067821075805085","2"
"Private health insurance","2006","35-65 y.","Not Working","315","0.0829086003262064","0.0728274332785412","0.0929897673738715","2"
"Private health insurance","2006","66 and older","Full Time","22","","","","2"
"Private health insurance","2006","66 and older","Part Time","47","0.149434867893874","0.10345985489036","0.195409880897389","2"
"Private health insurance","2006","66 and older","Not Working","373","0.0758131426800651","0.0677800987847005","0.0838461865754297","2"
"Public health insurance","2006","66 and older","Not Working","3798","0.924186857319935","0.91615381342457","0.9322199012153","1"
"Public health insurance","2006","16-34 y.","Full Time","1916","0.906570700406977","0.894143931868339","0.918997468945615","1"
"Public health insurance","2006","16-34 y.","Part Time","1382","0.943823797680554","0.932178924194915","0.955468671166193","1"
"Public health insurance","2006","16-34 y.","Not Working","1277","0.908246911616183","0.893534755842362","0.922959067390005","1"
"Public health insurance","2006","35-65 y.","Full Time","4743","0.808670530359758","0.798892095874806","0.818448964844711","1"
"Public health insurance","2006","35-65 y.","Part Time","2851","0.900584794689116","0.890319729117416","0.910849860260815","1"
"Public health insurance","2006","35-65 y.","Not Working","2559","0.917091399673794","0.907010232626129","0.927172566721459","1"
"Public health insurance","2006","66 and older","Full Time","38","0.669144682488461","0.55008861294231","0.788200752034612","1"
"Public health insurance","2006","66 and older","Part Time","184","0.850565132106125","0.804590119102611","0.89654014510964","1"
"Neither","2007","66 and older","Full Time","","","","","3"
"Neither","2007","35-65 y.","Not Working","","","","","3"
"Neither","2007","66 and older","Part Time","","","","","3"
"Neither","2007","66 and older","Not Working","","","","","3"
"Neither","2007","35-65 y.","Part Time","","","","","3"
"Neither","2007","35-65 y.","Full Time","","","","","3"
"Neither","2007","16-34 y.","Not Working","","","","","3"
"Neither","2007","16-34 y.","Part Time","","","","","3"
"Neither","2007","16-34 y.","Full Time","","","","","3"
"Private health insurance","2007","35-65 y.","Full Time","1358","0.191534259706611","0.181408834431443","0.201659684981779","2"
"Private health insurance","2007","16-34 y.","Not Working","179","0.0916680330044963","0.0760837631751104","0.107252302833882","2"
"Private health insurance","2007","35-65 y.","Part Time","348","0.0866371669955475","0.0766604566499769","0.0966138773411182","2"
"Private health insurance","2007","16-34 y.","Full Time","175","0.101387936693188","0.087904146422554","0.114871726963822","2"
"Private health insurance","2007","16-34 y.","Part Time","132","0.0625239420955059","0.0499004277252208","0.0751474564657911","2"
"Private health insurance","2007","66 and older","Not Working","389","0.07568926654159","0.0675811721869308","0.0837973608962492","2"
"Private health insurance","2007","66 and older","Full Time","24","","","","2"
"Private health insurance","2007","35-65 y.","Not Working","289","0.0868232948073749","0.0758578553964987","0.0977887342182511","2"
"Private health insurance","2007","66 and older","Part Time","41","0.178843186822274","0.127855245846619","0.229831127797928","2"
"Public health insurance","2007","66 and older","Not Working","3699","0.92431073345841","0.916202639103751","0.932418827813069","1"
"Public health insurance","2007","66 and older","Part Time","176","0.821156813177726","0.770168872202072","0.872144754153381","1"
"Public health insurance","2007","16-34 y.","Full Time","1750","0.898612063306812","0.885128273036178","0.912095853577446","1"
"Public health insurance","2007","16-34 y.","Part Time","1281","0.937476057904494","0.924852543534209","0.950099572274779","1"
"Public health insurance","2007","16-34 y.","Not Working","1138","0.908331966995504","0.892747697166118","0.92391623682489","1"
"Public health insurance","2007","35-65 y.","Full Time","4444","0.808465740293389","0.798340315018221","0.818591165568557","1"
"Public health insurance","2007","35-65 y.","Part Time","2706","0.913362833004452","0.903386122658882","0.923339543350023","1"
"Public health insurance","2007","35-65 y.","Not Working","2244","0.913176705192625","0.902211265781749","0.924142144603501","1"
"Public health insurance","2007","66 and older","Full Time","30","0.553491831271993","0.420898548451675","0.686085114092311","1"
"Neither","2008","66 and older","Part Time","","","","","3"
"Neither","2008","66 and older","Not Working","","","","","3"
"Neither","2008","66 and older","Full Time","","","","","3"
"Neither","2008","35-65 y.","Not Working","","","","","3"
"Neither","2008","35-65 y.","Part Time","","","","","3"
"Neither","2008","35-65 y.","Full Time","","","","","3"
"Neither","2008","16-34 y.","Not Working","","","","","3"
"Neither","2008","16-34 y.","Part Time","","","","","3"
"Neither","2008","16-34 y.","Full Time","","","","","3"
"Private health insurance","2008","35-65 y.","Full Time","1253","0.186530614390646","0.176298081546392","0.1967631472349","2"
"Private health insurance","2008","16-34 y.","Not Working","159","0.0739430576518807","0.059137491585432","0.0887486237183294","2"
"Private health insurance","2008","16-34 y.","Part Time","119","0.0650524415387947","0.0517078095989141","0.0783970734786753","2"
"Private health insurance","2008","16-34 y.","Full Time","146","0.0851413994335796","0.0724305381390853","0.0978522607280738","2"
"Private health insurance","2008","35-65 y.","Part Time","331","0.0841320307157747","0.0739870606164259","0.0942770008151236","2"
"Private health insurance","2008","66 and older","Not Working","414","0.080844330049006","0.0724634319567982","0.0892252281412137","2"
"Private health insurance","2008","66 and older","Part Time","54","0.183771993981379","0.133719055049853","0.233824932912906","2"
"Private health insurance","2008","35-65 y.","Not Working","275","0.0945180105557561","0.0823677615995401","0.106668259511972","2"
"Private health insurance","2008","66 and older","Full Time","22","","","","2"
"Public health insurance","2008","66 and older","Not Working","3650","0.919155669950994","0.910774771858786","0.927536568043202","1"
"Public health insurance","2008","66 and older","Part Time","176","0.816228006018621","0.766175067087094","0.866280944950147","1"
"Public health insurance","2008","66 and older","Full Time","36","0.648959778100668","0.526124977636791","0.771794578564546","1"
"Public health insurance","2008","16-34 y.","Full Time","1706","0.91485860056642","0.902147739271926","0.927569461860915","1"
"Public health insurance","2008","16-34 y.","Part Time","1193","0.934947558461205","0.921602926521325","0.948292190401086","1"
"Public health insurance","2008","16-34 y.","Not Working","1041","0.926056942348119","0.911251376281671","0.940862508414568","1"
"Public health insurance","2008","35-65 y.","Full Time","4314","0.813469385609354","0.8032368527651","0.823701918453608","1"
"Public health insurance","2008","35-65 y.","Part Time","2545","0.915867969284225","0.905722999184876","0.926012939383574","1"
"Public health insurance","2008","35-65 y.","Not Working","1952","0.905481989444244","0.893331740488028","0.91763223840046","1"
"Neither","2009","35-65 y.","Part Time","","","","","3"
"Neither","2009","66 and older","Not Working","","","","","3"
"Neither","2009","35-65 y.","Not Working","","","","","3"
"Neither","2009","66 and older","Full Time","","","","","3"
"Neither","2009","66 and older","Part Time","","","","","3"
"Neither","2009","35-65 y.","Full Time","","","","","3"
"Neither","2009","16-34 y.","Not Working","","","","","3"
"Neither","2009","16-34 y.","Part Time","","","","","3"
"Neither","2009","16-34 y.","Full Time","","","","","3"
"Private health insurance","2009","35-65 y.","Full Time","1160","0.189521663036533","0.17887542569061","0.200167900382456","2"
"Private health insurance","2009","16-34 y.","Not Working","142","0.104982621611326","0.0863349825234501","0.123630260699203","2"
"Private health insurance","2009","16-34 y.","Part Time","114","0.0704246803453067","0.0561200419407926","0.0847293187498209","2"
"Private health insurance","2009","16-34 y.","Full Time","140","0.0822974743041625","0.0693512307190097","0.0952437178893153","2"
"Private health insurance","2009","35-65 y.","Part Time","319","0.0974896142788208","0.0863972520966269","0.108581976461015","2"
"Private health insurance","2009","66 and older","Not Working","432","0.0837180399335922","0.0750278643284076","0.0924082155387768","2"
"Private health insurance","2009","66 and older","Part Time","53","0.189684012550888","0.140988270828028","0.238379754273749","2"
"Private health insurance","2009","66 and older","Full Time","25","","","","2"
"Private health insurance","2009","35-65 y.","Not Working","237","0.0942981847908842","0.0812769583377208","0.107319411244048","2"
"Public health insurance","2009","66 and older","Not Working","3470","0.916281960066408","0.907591784461223","0.924972135671592","1"
"Public health insurance","2009","66 and older","Part Time","196","0.810315987449112","0.761620245726251","0.859011729171972","1"
"Public health insurance","2009","66 and older","Full Time","41","0.720589780279526","0.612336437500514","0.828843123058539","1"
"Public health insurance","2009","35-65 y.","Not Working","1698","0.905701815209116","0.892680588755952","0.918723041662279","1"
"Public health insurance","2009","16-34 y.","Part Time","1115","0.929575319654693","0.915270681250179","0.943879958059207","1"
"Public health insurance","2009","16-34 y.","Not Working","896","0.895017378388674","0.876369739300797","0.91366501747655","1"
"Public health insurance","2009","35-65 y.","Full Time","4046","0.810478336963467","0.799832099617544","0.82112457430939","1"
"Public health insurance","2009","16-34 y.","Full Time","1591","0.917702525695838","0.904756282110685","0.93064876928099","1"
"Public health insurance","2009","35-65 y.","Part Time","2428","0.902510385721179","0.891418023538985","0.913602747903373","1"
"Neither","2010","35-65 y.","Full Time","","","","","3"
"Neither","2010","35-65 y.","Part Time","","","","","3"
"Neither","2010","35-65 y.","Not Working","","","","","3"
"Neither","2010","66 and older","Full Time","","","","","3"
"Neither","2010","66 and older","Part Time","","","","","3"
"Neither","2010","66 and older","Not Working","","","","","3"
"Neither","2010","16-34 y.","Not Working","","","","","3"
"Neither","2010","16-34 y.","Part Time","","","","","3"
"Neither","2010","16-34 y.","Full Time","","","","","3"
"Private health insurance","2010","16-34 y.","Not Working","158","0.0996561077320952","0.0867272566730543","0.112584958791136","2"
"Private health insurance","2010","35-65 y.","Full Time","1471","0.197468291059955","0.187921176067089","0.207015406052822","2"
"Private health insurance","2010","16-34 y.","Part Time","146","0.0665165215277253","0.0556338269540133","0.0773992161014374","2"
"Private health insurance","2010","16-34 y.","Full Time","224","0.0904984890462232","0.0792434196495128","0.101753558442934","2"
"Private health insurance","2010","35-65 y.","Part Time","430","0.0833839207772997","0.0749133013444507","0.0918545402101487","2"
"Private health insurance","2010","66 and older","Not Working","447","0.0861682966443238","0.0772072828607025","0.0951293104279451","2"
"Private health insurance","2010","66 and older","Part Time","57","0.178128686618715","0.129921781359414","0.226335591878016","2"
"Private health insurance","2010","66 and older","Full Time","29","","","","2"
"Private health insurance","2010","35-65 y.","Not Working","270","0.0994057311908835","0.0879444393434895","0.110867023038277","2"
"Public health insurance","2010","66 and older","Not Working","3320","0.913831703355676","0.904870689572055","0.922792717139297","1"
"Public health insurance","2010","66 and older","Part Time","185","0.821871313381285","0.773664408121984","0.870078218640586","1"
"Public health insurance","2010","66 and older","Full Time","36","0.786345857175336","0.686701233019588","0.885990481331084","1"
"Public health insurance","2010","35-65 y.","Not Working","2348","0.900594268809117","0.889132976961723","0.91205556065651","1"
"Public health insurance","2010","35-65 y.","Part Time","3662","0.9166160792227","0.908145459789851","0.925086698655549","1"
"Public health insurance","2010","35-65 y.","Full Time","5208","0.802531708940045","0.792984593947178","0.812078823932911","1"
"Public health insurance","2010","16-34 y.","Not Working","1904","0.900343892267905","0.887415041208864","0.913272743326946","1"
