"ple0097","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Private health insurance","2000","indirect migration background","Male","21","","",""
"Private health insurance","2000","indirect migration background","Female","16","","",""
"Neither","2000","no migration background","Male","82","0.00808250440392219","0.00629055024413208","0.0098744585637123"
"Neither","2000","no migration background","Female","29","","",""
"Neither","2000","direct migration background","Male","12","","",""
"Neither","2000","direct migration background","Female","10","","",""
"Neither","2000","indirect migration background","Male","6","","",""
"Neither","2000","indirect migration background","Female","2","","",""
"Public health insurance","2001","no migration background","Male","7345","0.830867365752188","0.823015913870996","0.83871881763338"
"Public health insurance","2001","no migration background","Female","8717","0.910765083398462","0.905055804327757","0.916474362469166"
"Public health insurance","2001","direct migration background","Male","1355","0.919283815673585","0.905229165369651","0.933338465977519"
"Public health insurance","2001","direct migration background","Female","1443","0.949056827182839","0.937936892698151","0.960176761667527"
"Public health insurance","2001","indirect migration background","Male","348","0.911293470748976","0.882706823957724","0.939880117540227"
"Public health insurance","2001","indirect migration background","Female","381","0.939292062847556","0.915802447676424","0.962781678018688"
"Private health insurance","2001","no migration background","Male","1321","0.157259191817484","0.149634444636591","0.164883938998377"
"Private health insurance","2001","no migration background","Female","843","0.087644078244227","0.0819809797999558","0.0933071766884982"
"Private health insurance","2001","direct migration background","Male","78","0.0710896195302136","0.0578307978893144","0.0843484411711128"
"Private health insurance","2001","direct migration background","Female","53","0.0472465601865683","0.0365168378151463","0.0579762825579902"
"Private health insurance","2001","indirect migration background","Male","27","","",""
"Private health insurance","2001","indirect migration background","Female","15","","",""
"Neither","2001","no migration background","Male","91","0.0118734424303279","0.00960480534331866","0.0141420795173372"
"Neither","2001","no migration background","Female","18","","",""
"Neither","2001","direct migration background","Male","10","","",""
"Neither","2001","direct migration background","Female","6","","",""
"Neither","2001","indirect migration background","Male","5","","",""
"Neither","2001","indirect migration background","Female","1","","",""
"Public health insurance","2002","no migration background","Male","7506","0.839543486088239","0.832134844614359","0.846952127562119"
"Public health insurance","2002","no migration background","Female","8864","0.912556634400747","0.907050530762301","0.918062738039193"
"Public health insurance","2002","direct migration background","Male","1263","0.93373987521913","0.920563818839177","0.946915931599082"
"Public health insurance","2002","direct migration background","Female","1375","0.957419259410448","0.947030299512162","0.967808219308735"
"Public health insurance","2002","indirect migration background","Male","334","0.923018719743716","0.895967210853975","0.950070228633456"
"Public health insurance","2002","indirect migration background","Female","387","0.943713749367389","0.921432041218795","0.965995457515983"
"Private health insurance","2002","no migration background","Male","1840","0.153032042334674","0.145764911460655","0.160299173208694"
"Private health insurance","2002","no migration background","Female","1225","0.085657932298097","0.0802030023224525","0.0911128622737415"
"Private health insurance","2002","direct migration background","Male","102","0.0622247041858379","0.0494286172743436","0.0750207910973321"
"Private health insurance","2002","direct migration background","Female","72","0.0403929322604222","0.0302628308174755","0.0505230337033689"
"Private health insurance","2002","indirect migration background","Male","35","0.0684258704222295","0.0428038985477962","0.0940478422966629"
"Private health insurance","2002","indirect migration background","Female","23","","",""
"Neither","2002","no migration background","Male","82","0.00742447157708635","0.00569165393708191","0.00915728921709079"
"Neither","2002","no migration background","Female","22","","",""
"Neither","2002","direct migration background","Male","4","","",""
"Neither","2002","direct migration background","Female","4","","",""
"Neither","2002","indirect migration background","Male","4","","",""
"Neither","2002","indirect migration background","Female","1","","",""
"Public health insurance","2003","no migration background","Male","7245","0.837232277080184","0.829633436049652","0.844831118110716"
"Public health insurance","2003","no migration background","Female","8560","0.911522008203557","0.905890794396666","0.917153222010448"
"Public health insurance","2003","direct migration background","Male","1181","0.938347654374945","0.92512979205282","0.95156551669707"
"Public health insurance","2003","direct migration background","Female","1305","0.958950379814842","0.948448138260807","0.969452621368877"
"Public health insurance","2003","indirect migration background","Male","332","0.918230947225645","0.890460508800704","0.946001385650586"
"Public health insurance","2003","indirect migration background","Female","392","0.948492307334013","0.927201071289035","0.969783543378991"
"Private health insurance","2003","no migration background","Male","1734","0.1534452385096","0.146026253896966","0.160864223122235"
"Private health insurance","2003","no migration background","Female","1187","0.0863669855730784","0.0807969164795639","0.091937054666593"
"Private health insurance","2003","direct migration background","Male","84","0.0550820483954765","0.0425446730937314","0.0676194236972215"
"Private health insurance","2003","direct migration background","Female","60","0.03692173207252","0.0269401084848272","0.0469033556602129"
"Private health insurance","2003","indirect migration background","Male","37","0.0637583558542413","0.0389969771755442","0.0885197345329384"
"Private health insurance","2003","indirect migration background","Female","21","","",""
"Neither","2003","no migration background","Male","87","0.00932248441021559","0.00734427519913363","0.0113006936212975"
"Neither","2003","no migration background","Female","23","","",""
"Neither","2003","direct migration background","Male","7","","",""
"Neither","2003","direct migration background","Female","6","","",""
"Neither","2003","indirect migration background","Male","5","","",""
"Neither","2003","indirect migration background","Female","1","","",""
"Public health insurance","2004","no migration background","Male","7012","0.844984669364841","0.837382273152672","0.852587065577009"
"Public health insurance","2004","no migration background","Female","8346","0.914559301562501","0.908938750360972","0.920179852764029"
"Public health insurance","2004","direct migration background","Male","1131","0.940861954347767","0.927614852215852","0.954109056479683"
"Public health insurance","2004","direct migration background","Female","1265","0.964840745592425","0.954916081535315","0.974765409649534"
"Public health insurance","2004","indirect migration background","Male","350","0.943590448420275","0.920544965248497","0.966635931592053"
"Public health insurance","2004","indirect migration background","Female","392","0.95787805657957","0.938575682049384","0.977180431109755"
"Private health insurance","2004","no migration background","Male","1694","0.155015330635159","0.147412934422991","0.162617726847328"
"Private health insurance","2004","no migration background","Female","1156","0.0854406984374993","0.0798201472359711","0.0910612496390276"
"Private health insurance","2004","direct migration background","Male","87","0.0591380456522328","0.0458909435203174","0.0723851477841482"
"Private health insurance","2004","direct migration background","Female","58","0.0351592544075754","0.0252345903504657","0.0450839184646851"
"Private health insurance","2004","indirect migration background","Male","35","0.0564095515797252","0.0333640684079471","0.0794550347515033"
"Private health insurance","2004","indirect migration background","Female","24","","",""
"Neither","2004","no migration background","Male","","","",""
"Neither","2004","no migration background","Female","","","",""
"Neither","2004","direct migration background","Male","","","",""
"Neither","2004","direct migration background","Female","","","",""
"Neither","2004","indirect migration background","Male","","","",""
"Neither","2004","indirect migration background","Female","","","",""
"Public health insurance","2005","no migration background","Male","6688","0.845484621830078","0.837700328569407","0.853268915090748"
"Public health insurance","2005","no migration background","Female","7979","0.909879547872513","0.903995788664054","0.915763307080973"
"Public health insurance","2005","direct migration background","Male","1024","0.932871847637565","0.918157046338624","0.947586648936507"
"Public health insurance","2005","direct migration background","Female","1195","0.968063688540944","0.958312417802679","0.977814959279209"
"Public health insurance","2005","indirect migration background","Male","360","0.945059643666329","0.922729401117956","0.967389886214703"
"Public health insurance","2005","indirect migration background","Female","401","0.963253838906981","0.94532491314704","0.981182764666922"
"Private health insurance","2005","no migration background","Male","1594","0.154515378169922","0.146731084909251","0.162299671430593"
"Private health insurance","2005","no migration background","Female","1120","0.0901204521274865","0.0842366929190273","0.0960042113359458"
"Private health insurance","2005","direct migration background","Male","87","0.0671281523624346","0.0524133510634932","0.081842953661376"
"Private health insurance","2005","direct migration background","Female","54","0.0319363114590557","0.0221850407207909","0.0416875821973206"
"Private health insurance","2005","indirect migration background","Male","40","0.0549403563336709","0.0326101137852975","0.0772705988820442"
"Private health insurance","2005","indirect migration background","Female","22","","",""
"Neither","2005","no migration background","Male","","","",""
"Neither","2005","no migration background","Female","","","",""
"Neither","2005","direct migration background","Male","","","",""
"Neither","2005","direct migration background","Female","","","",""
"Neither","2005","indirect migration background","Male","","","",""
"Neither","2005","indirect migration background","Female","","","",""
"Public health insurance","2006","no migration background","Male","7173","0.836105307091152","0.828424092167244","0.84378652201506"
"Public health insurance","2006","no migration background","Female","8601","0.909254851807986","0.903564283624546","0.914945419991426"
"Public health insurance","2006","direct migration background","Male","1011","0.927880504789932","0.912607318184055","0.943153691395808"
"Public health insurance","2006","direct migration background","Female","1217","0.966045752753891","0.956108446944852","0.97598305856293"
"Public health insurance","2006","indirect migration background","Male","345","0.931967353555145","0.906976860781186","0.956957846329104"
"Public health insurance","2006","indirect migration background","Female","401","0.960972373681227","0.942582243150685","0.979362504211768"
"Private health insurance","2006","no migration background","Male","1749","0.163894692908848","0.15621347798494","0.171575907832756"
"Private health insurance","2006","no migration background","Female","1187","0.090745148192014","0.085054580008574","0.096435716375454"
"Private health insurance","2006","direct migration background","Male","91","0.0721194952100681","0.0568463086041917","0.0873926818159446"
"Private health insurance","2006","direct migration background","Female","59","0.0339542472461086","0.0240169414370696","0.0438915530551475"
"Private health insurance","2006","indirect migration background","Male","45","0.0680326464448551","0.0430421536708959","0.0930231392188144"
"Private health insurance","2006","indirect migration background","Female","25","","",""
"Neither","2006","no migration background","Male","","","",""
"Neither","2006","no migration background","Female","","","",""
"Neither","2006","direct migration background","Male","","","",""
"Neither","2006","direct migration background","Female","","","",""
"Neither","2006","indirect migration background","Male","","","",""
"Neither","2006","indirect migration background","Female","","","",""
"Public health insurance","2007","no migration background","Male","6722","0.835676720848313","0.827722716130459","0.843630725566168"
"Public health insurance","2007","no migration background","Female","8038","0.906867807374499","0.900920259117297","0.912815355631701"
"Public health insurance","2007","direct migration background","Male","900","0.925406996630804","0.908915456369527","0.941898536892081"
"Public health insurance","2007","direct migration background","Female","1096","0.974944214290771","0.965879399497726","0.984009029083815"
"Public health insurance","2007","indirect migration background","Male","326","0.925315074063941","0.898346191340558","0.952283956787323"
"Public health insurance","2007","indirect migration background","Female","386","0.961526143643254","0.942931383177616","0.980120904108892"
"Private health insurance","2007","no migration background","Male","1616","0.164323279151687","0.156369274433832","0.172277283869541"
"Private health insurance","2007","no migration background","Female","1134","0.0931321926255008","0.0871846443682985","0.099079740882703"
"Private health insurance","2007","direct migration background","Male","75","0.0745930033691957","0.0581014631079185","0.0910845436304728"
"Private health insurance","2007","direct migration background","Female","46","0.0250557857092291","0.0159909709161845","0.0341206005022737"
"Private health insurance","2007","indirect migration background","Male","39","0.0746849259360595","0.0477160432126771","0.101653808659442"
"Private health insurance","2007","indirect migration background","Female","25","","",""
"Neither","2007","no migration background","Male","","","",""
"Neither","2007","no migration background","Female","","","",""
"Neither","2007","direct migration background","Male","","","",""
"Neither","2007","direct migration background","Female","","","",""
"Neither","2007","indirect migration background","Male","","","",""
"Neither","2007","indirect migration background","Female","","","",""
"Public health insurance","2008","no migration background","Male","6424","0.834036882295742","0.825871924602113","0.842201839989371"
"Public health insurance","2008","no migration background","Female","7669","0.912254172578605","0.906317589644913","0.918190755512297"
"Public health insurance","2008","direct migration background","Male","820","0.927115674477201","0.909989495154879","0.944241853799524"
"Public health insurance","2008","direct migration background","Female","989","0.972020285797813","0.96194401791325","0.982096553682376"
"Public health insurance","2008","indirect migration background","Male","333","0.920778426604209","0.893295660883134","0.948261192325283"
"Public health insurance","2008","indirect migration background","Female","378","0.962349443906691","0.943695520348914","0.981003367464468"
"Private health insurance","2008","no migration background","Male","1552","0.165963117704258","0.157798160010629","0.174128075397887"
"Private health insurance","2008","no migration background","Female","1056","0.0877458274213946","0.0818092444877025","0.0936824103550867"
"Private health insurance","2008","direct migration background","Male","65","0.0728843255227988","0.0557581462004763","0.0900105048451213"
"Private health insurance","2008","direct migration background","Female","40","0.0279797142021869","0.0179034463176237","0.0380559820867502"
"Private health insurance","2008","indirect migration background","Male","38","0.0792215733957913","0.0517388076747169","0.106704339116866"
"Private health insurance","2008","indirect migration background","Female","22","","",""
"Neither","2008","no migration background","Male","","","",""
"Neither","2008","no migration background","Female","","","",""
"Neither","2008","direct migration background","Male","","","",""
"Neither","2008","direct migration background","Female","","","",""
"Neither","2008","indirect migration background","Male","","","",""
"Neither","2008","indirect migration background","Female","","","",""
"Public health insurance","2009","no migration background","Male","6037","0.828964249027153","0.820456100799341","0.837472397254965"
"Public health insurance","2009","no migration background","Female","7205","0.905825947376556","0.899504315922152","0.91214757883096"
"Public health insurance","2009","direct migration background","Male","707","0.923775743772629","0.904922519337265","0.942628968207993"
"Public health insurance","2009","direct migration background","Female","869","0.966466804199934","0.954737972767016","0.978195635632852"
"Public health insurance","2009","indirect migration background","Male","314","0.948449089788529","0.925048531873844","0.971849647703214"
"Public health insurance","2009","indirect migration background","Female","349","0.958150785517388","0.937747137905822","0.978554433128954"
"Private health insurance","2009","no migration background","Male","1487","0.171035750972847","0.162527602745035","0.179543899200659"
"Private health insurance","2009","no migration background","Female","995","0.0941740526234445","0.0878524211690406","0.100495684077848"
"Private health insurance","2009","direct migration background","Male","54","0.0762242562273711","0.057371031792007","0.0950774806627351"
"Private health insurance","2009","direct migration background","Female","36","0.0335331958000657","0.0218043643671478","0.0452620272329837"
"Private health insurance","2009","indirect migration background","Male","29","","",""
"Private health insurance","2009","indirect migration background","Female","21","","",""
"Neither","2009","no migration background","Male","","","",""
"Neither","2009","no migration background","Female","","","",""
"Neither","2009","direct migration background","Male","","","",""
"Neither","2009","direct migration background","Female","","","",""
"Neither","2009","indirect migration background","Male","","","",""
"Neither","2009","indirect migration background","Female","","","",""
"Public health insurance","2010","no migration background","Male","7339","0.827687240118113","0.819938635452907","0.835435844783319"
"Public health insurance","2010","no migration background","Female","9668","0.904034236123889","0.898494312522712","0.909574159725065"
"Public health insurance","2010","direct migration background","Male","1210","0.927552092855457","0.913449699580561","0.941654486130352"
"Public health insurance","2010","direct migration background","Female","1530","0.959669171483843","0.950044411317122","0.969293931650564"
"Public health insurance","2010","indirect migration background","Male","454","0.937888359489959","0.917002541867995","0.958774177111924"
"Public health insurance","2010","indirect migration background","Female","602","0.950447918054721","0.93356854377149","0.967327292337952"
"Private health insurance","2010","no migration background","Male","1786","0.172312759881887","0.164564155216681","0.180061364547093"
"Private health insurance","2010","no migration background","Female","1191","0.0959657638761114","0.0904258402749348","0.101505687477288"
"Private health insurance","2010","direct migration background","Male","88","0.0724479071445433","0.0583455138696481","0.0865503004194386"
"Private health insurance","2010","direct migration background","Female","75","0.0403308285161569","0.030706068349436","0.0499555886828777"
"Private health insurance","2010","indirect migration background","Male","59","0.0621116405100408","0.0412258228880762","0.0829974581320055"
"Private health insurance","2010","indirect migration background","Female","33","0.0495520819452789","0.0326727076620477","0.0664314562285102"
"Neither","2010","no migration background","Male","","","",""
"Neither","2010","no migration background","Female","","","",""
"Neither","2010","direct migration background","Male","","","",""
"Neither","2010","direct migration background","Female","","","",""
"Neither","2010","indirect migration background","Male","","","",""
"Neither","2010","indirect migration background","Female","","","",""
"Public health insurance","2011","no migration background","Male","8766","0.822274205566681","0.815083082201909","0.829465328931453"
"Public health insurance","2011","no migration background","Female","11607","0.90419711167888","0.89914200756638","0.909252215791379"
"Public health insurance","2011","direct migration background","Male","1330","0.921396615090548","0.907428678373414","0.935364551807681"
"Public health insurance","2011","direct migration background","Female","1738","0.952168214613277","0.942355576937911","0.961980852288643"
"Public health insurance","2011","indirect migration background","Male","518","0.921966117590485","0.900137150700117","0.943795084480853"
"Public health insurance","2011","indirect migration background","Female","676","0.94398855437316","0.927192642085541","0.960784466660779"
"Private health insurance","2011","no migration background","Male","2090","0.177725794433319","0.170534671068547","0.184916917798091"
"Private health insurance","2011","no migration background","Female","1415","0.0958028883211205","0.0907477842086208","0.10085799243362"
"Private health insurance","2011","direct migration background","Male","96","0.0786033849094524","0.0646354481923193","0.0925713216265856"
"Private health insurance","2011","direct migration background","Female","79","0.0478317853867231","0.0380191477113573","0.057644423062089"
"Private health insurance","2011","indirect migration background","Male","62","0.0780338824095151","0.0562049155191471","0.0998628492998831"
"Private health insurance","2011","indirect migration background","Female","44","0.05601144562684","0.0392155333392207","0.0728073579144593"
"Neither","2011","no migration background","Male","","","",""
"Neither","2011","no migration background","Female","","","",""
"Neither","2011","direct migration background","Male","","","",""
"Neither","2011","direct migration background","Female","","","",""
"Neither","2011","indirect migration background","Male","","","",""
"Neither","2011","indirect migration background","Female","","","",""
"Public health insurance","2012","no migration background","Male","8624","0.824054009204825","0.816819924563087","0.831288093846563"
"Public health insurance","2012","no migration background","Female","11324","0.898437393436521","0.893189162217192","0.903685624655851"
"Public health insurance","2012","direct migration background","Male","1266","0.929580972913915","0.915958151398532","0.943203794429297"
"Public health insurance","2012","direct migration background","Female","1639","0.963510766358662","0.95458704863575","0.972434484081573"
"Public health insurance","2012","indirect migration background","Male","512","0.912511308177833","0.889416771300542","0.935605845055123"
"Public health insurance","2012","indirect migration background","Female","662","0.944732854285257","0.927853734750366","0.961611973820147"
"Private health insurance","2012","no migration background","Male","2019","0.175945990795175","0.168711906153437","0.183180075436913"
"Private health insurance","2012","no migration background","Female","1402","0.101562606563479","0.0963143753441493","0.106810837782808"
"Private health insurance","2012","direct migration background","Male","89","0.0704190270860854","0.0567962055707029","0.0840418486014679"
"Private health insurance","2012","direct migration background","Female","57","0.0364892336413385","0.0275655159184272","0.0454129513642498"
"Private health insurance","2012","indirect migration background","Male","63","0.0874886918221673","0.0643941549448771","0.110583228699458"
"Private health insurance","2012","indirect migration background","Female","42","0.0552671457147434","0.0383880261798526","0.0721462652496342"
"Neither","2012","no migration background","Male","","","",""
"Neither","2012","no migration background","Female","","","",""
"Neither","2012","direct migration background","Male","","","",""
"Neither","2012","direct migration background","Female","","","",""
"Neither","2012","indirect migration background","Male","","","",""
"Neither","2012","indirect migration background","Female","","","",""
"Public health insurance","2013","no migration background","Male","8195","0.820489260749733","0.813009094871683","0.827969426627784"
"Public health insurance","2013","no migration background","Female","10753","0.897077224238613","0.891656402618557","0.90249804585867"
"Public health insurance","2013","direct migration background","Male","2751","0.940560948821852","0.931916563547195","0.949205334096509"
"Public health insurance","2013","direct migration background","Female","3431","0.967502269067662","0.961646203500807","0.973358334634517"
"Public health insurance","2013","indirect migration background","Male","932","0.924370384692557","0.908128248074413","0.940612521310701"
"Public health insurance","2013","indirect migration background","Female","1064","0.950097629764513","0.937311173428328","0.962884086100697"
"Private health insurance","2013","no migration background","Male","1917","0.179510739250266","0.172030573372216","0.186990905128317"
"Private health insurance","2013","no migration background","Female","1317","0.102922775761387","0.0975019541413304","0.108343597381443"
"Private health insurance","2013","direct migration background","Male","123","0.0594390511781481","0.050794665903491","0.0680834364528052"
"Private health insurance","2013","direct migration background","Female","91","0.0324977309323383","0.0266416653654831","0.0383537964991935"
"Private health insurance","2013","indirect migration background","Male","86","0.0756296153074431","0.0593874786892996","0.0918717519255866"
"Private health insurance","2013","indirect migration background","Female","50","0.0499023702354874","0.0371159138993029","0.062688826571672"
"Neither","2013","no migration background","Male","","","",""
"Neither","2013","no migration background","Female","","","",""
"Neither","2013","direct migration background","Male","","","",""
"Neither","2013","direct migration background","Female","","","",""
"Neither","2013","indirect migration background","Male","","","",""
"Neither","2013","indirect migration background","Female","","","",""
"Public health insurance","2014","no migration background","Male","7567","0.824888659308565","0.817160994190649","0.832616324426481"
"Public health insurance","2014","no migration background","Female","9713","0.895176605409348","0.889434885170242","0.900918325648455"
"Public health insurance","2014","direct migration background","Male","2233","0.942691635193045","0.933256007651007","0.952127262735082"
"Public health insurance","2014","direct migration background","Female","2718","0.962801297221457","0.955785299879376","0.969817294563537"
"Public health insurance","2014","indirect migration background","Male","772","0.936481962712663","0.919959164254324","0.953004761171002"
"Public health insurance","2014","indirect migration background","Female","913","0.951300923877179","0.937657025838249","0.964944821916108"
"Private health insurance","2014","no migration background","Male","1725","0.175111340691435","0.167383675573519","0.182839005809351"
"Private health insurance","2014","no migration background","Female","1221","0.104823394590652","0.0990816743515455","0.110565114829758"
"Private health insurance","2014","direct migration background","Male","98","0.0573083648069554","0.0478727372649178","0.066743992348993"
"Private health insurance","2014","direct migration background","Female","77","0.0371987027785434","0.0301827054364631","0.0442147001206237"
"Private health insurance","2014","indirect migration background","Male","65","0.0635180372873368","0.046995238828998","0.0800408357456757"
"Private health insurance","2014","indirect migration background","Female","43","0.0486990761228215","0.0350551780838917","0.0623429741617512"
"Neither","2014","no migration background","Male","","","",""
"Neither","2014","no migration background","Female","","","",""
"Neither","2014","direct migration background","Male","","","",""
"Neither","2014","direct migration background","Female","","","",""
"Neither","2014","indirect migration background","Male","","","",""
"Neither","2014","indirect migration background","Female","","","",""
"Public health insurance","2015","no migration background","Male","7206","0.820664792830469","0.812677531415069","0.82865205424587"
"Public health insurance","2015","no migration background","Female","9232","0.891143874941309","0.885163690481126","0.897124059401492"
"Public health insurance","2015","direct migration background","Male","2614","0.945346220624279","0.936811871923405","0.953880569325153"
"Public health insurance","2015","direct migration background","Female","3128","0.972163023481501","0.966465081693393","0.977860965269609"
"Public health insurance","2015","indirect migration background","Male","715","0.93360378255815","0.916018242952843","0.951189322163457"
"Public health insurance","2015","indirect migration background","Female","864","0.940480937633528","0.925134211559305","0.955827663707751"
"Private health insurance","2015","no migration background","Male","1656","0.179335207169531","0.171347945754131","0.187322468584931"
"Private health insurance","2015","no migration background","Female","1188","0.108856125058691","0.102875940598508","0.114836309518874"
"Private health insurance","2015","direct migration background","Male","111","0.0546537793757206","0.0461194306748468","0.0631881280765945"
"Private health insurance","2015","direct migration background","Female","74","0.0278369765184987","0.0221390347303905","0.033534918306607"
"Private health insurance","2015","indirect migration background","Male","55","0.0663962174418503","0.0488106778365432","0.0839817570471573"
"Private health insurance","2015","indirect migration background","Female","49","0.059519062366472","0.044172336292249","0.0748657884406949"
"Neither","2015","no migration background","Male","","","",""
"Neither","2015","no migration background","Female","","","",""
"Neither","2015","direct migration background","Male","","","",""
"Neither","2015","direct migration background","Female","","","",""
"Neither","2015","indirect migration background","Male","","","",""
"Neither","2015","indirect migration background","Female","","","",""
"Public health insurance","2016","no migration background","Male","6707","0.826397962079974","0.81821680581568","0.834579118344268"
"Public health insurance","2016","no migration background","Female","8583","0.892089629104666","0.885914227147291","0.898265031062041"
"Public health insurance","2016","direct migration background","Male","2135","0.94504656941335","0.93556684715281","0.95452629167389"
"Public health insurance","2016","direct migration background","Female","2612","0.979249461813299","0.973845528699958","0.984653394926641"
"Public health insurance","2016","indirect migration background","Male","658","0.920303626243404","0.900452739236886","0.940154513249922"
"Public health insurance","2016","indirect migration background","Female","810","0.928893438907889","0.911636407916686","0.946150469899092"
"Private health insurance","2016","no migration background","Male","1527","0.173602037920026","0.165420881655732","0.18178319418432"
"Private health insurance","2016","no migration background","Female","1114","0.107910370895334","0.101734968937959","0.114085772852709"
"Private health insurance","2016","direct migration background","Male","85","0.0549534305866498","0.04547370832611","0.0644331528471896"
"Private health insurance","2016","direct migration background","Female","61","0.0207505381867006","0.0153466050733592","0.026154471300042"
"Private health insurance","2016","indirect migration background","Male","57","0.079696373756596","0.0598454867500778","0.0995472607631141"
"Private health insurance","2016","indirect migration background","Female","42","0.0711065610921108","0.0538495301009079","0.0883635920833138"
"Neither","2016","no migration background","Male","","","",""
"Neither","2016","no migration background","Female","","","",""
"Neither","2016","direct migration background","Male","","","",""
"Neither","2016","direct migration background","Female","","","",""
"Neither","2016","indirect migration background","Male","","","",""
"Neither","2016","indirect migration background","Female","","","",""
"Public health insurance","2017","no migration background","Male","7732","0.827450331854278","0.819827556355301","0.835073107353254"
"Public health insurance","2017","no migration background","Female","9602","0.890580249904418","0.884707553210081","0.896452946598756"
"Public health insurance","2017","direct migration background","Male","1995","0.946396051755445","0.936714260922014","0.956077842588876"
"Public health insurance","2017","direct migration background","Female","2517","0.980608319575524","0.97528421728107","0.985932421869978"
"Public health insurance","2017","indirect migration background","Male","713","0.901739795520733","0.880943299141623","0.922536291899843"
"Public health insurance","2017","indirect migration background","Female","875","0.93970134149967","0.924361319826909","0.955041363172432"
"Private health insurance","2017","no migration background","Male","1707","0.172549668145722","0.164926892646746","0.180172443644699"
"Private health insurance","2017","no migration background","Female","1252","0.109419750095582","0.103547053401244","0.115292446789919"
"Private health insurance","2017","direct migration background","Male","84","0.0536039482445551","0.0439221574111238","0.0632857390779864"
"Private health insurance","2017","direct migration background","Female","60","0.019391680424476","0.0140675781300221","0.0247157827189299"
"Private health insurance","2017","indirect migration background","Male","74","0.0982602044792672","0.0774637081001573","0.119056700858377"
"Private health insurance","2017","indirect migration background","Female","50","0.0602986585003296","0.0449586368275678","0.0756386801730914"
"Neither","2017","no migration background","Male","","","",""
"Neither","2017","no migration background","Female","","","",""
"Neither","2017","direct migration background","Male","","","",""
"Neither","2017","direct migration background","Female","","","",""
"Neither","2017","indirect migration background","Male","","","",""
"Neither","2017","indirect migration background","Female","","","",""
"Public health insurance","2018","no migration background","Male","7503","0.83050448426865","0.822791610090833","0.838217358446468"
"Public health insurance","2018","no migration background","Female","9345","0.890086730754531","0.884108334754302","0.896065126754761"
"Public health insurance","2018","direct migration background","Male","1918","0.943228303899067","0.933061231886108","0.953395375912026"
"Public health insurance","2018","direct migration background","Female","2390","0.975491987163639","0.969368206865216","0.981615767462063"
"Public health insurance","2018","indirect migration background","Male","715","0.923220858570322","0.904476453128708","0.941965264011937"
"Public health insurance","2018","indirect migration background","Female","886","0.944264363803703","0.929567541339939","0.958961186267467"
"Private health insurance","2018","no migration background","Male","1587","0.16949551573135","0.161782641553532","0.177208389909167"
"Private health insurance","2018","no migration background","Female","1170","0.109913269245468","0.103934873245239","0.115891665245698"
"Private health insurance","2018","direct migration background","Male","72","0.0567716961009328","0.0466046240879736","0.0669387681138921"
"Private health insurance","2018","direct migration background","Female","59","0.0245080128363608","0.0183842325379371","0.0306317931347844"
"Private health insurance","2018","indirect migration background","Male","60","0.0767791414296776","0.0580347359880633","0.095523546871292"
"Private health insurance","2018","indirect migration background","Female","50","0.055735636196297","0.0410388137325328","0.0704324586600612"
"Neither","2018","no migration background","Male","","","",""
