"ple0097","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Public health insurance","2003","16-34 y.","5222","0.905700501584343","0.898226295195148","0.913174707973538"
"Public health insurance","2003","35-65 y.","10456","0.866674477326433","0.860760429667138","0.872588524985728"
"Public health insurance","2003","66 and older","3337","0.915473474061832","0.906513832670808","0.924433115452856"
"Private health insurance","2003","16-34 y.","595","0.0846801394175637","0.0775598882174912","0.0918003906176363"
"Private health insurance","2003","35-65 y.","2179","0.128961474652274","0.123130396714368","0.13479255259018"
"Private health insurance","2003","66 and older","349","0.0794190598342154","0.0707101339364334","0.0881279857319974"
"Neither","2003","16-34 y.","56","0.0096193589980932","0.0071230851413233","0.0121156328548631"
"Neither","2003","35-65 y.","56","0.00436404802129295","0.00321722813652918","0.00551086790605671"
"Neither","2003","66 and older","17","","",""
"Public health insurance","2004","16-34 y.","4993","0.91640919597192","0.90914396165337","0.92367443029047"
"Public health insurance","2004","35-65 y.","10062","0.868200752396255","0.862195016502363","0.874206488290148"
"Public health insurance","2004","66 and older","3441","0.925611251506455","0.917255008818905","0.933967494194005"
"Private health insurance","2004","16-34 y.","582","0.0835908040280803","0.0763255697095303","0.0908560383466303"
"Private health insurance","2004","35-65 y.","2125","0.131799247603745","0.125793511709852","0.137804983497637"
"Private health insurance","2004","66 and older","347","0.0743887484935451","0.0660325058059949","0.0827449911810954"
"Neither","2004","16-34 y.","","","",""
"Neither","2004","35-65 y.","","","",""
"Neither","2004","66 and older","","","",""
"Public health insurance","2005","16-34 y.","4727","0.919404341855373","0.912050754617736","0.92675792909301"
"Public health insurance","2005","35-65 y.","9492","0.864350466362669","0.858094930517153","0.870606002208184"
"Public health insurance","2005","66 and older","3428","0.922351762009447","0.913831703455616","0.930871820563278"
"Private health insurance","2005","16-34 y.","537","0.0805956581446271","0.0732420709069899","0.0879492453822644"
"Private health insurance","2005","35-65 y.","2018","0.135649533637331","0.129393997791816","0.141905069482847"
"Private health insurance","2005","66 and older","362","0.0776482379905533","0.0691281794367222","0.0861682965443844"
"Neither","2005","16-34 y.","","","",""
"Neither","2005","35-65 y.","","","",""
"Neither","2005","66 and older","","","",""
"Public health insurance","2006","16-34 y.","4575","0.918129555725694","0.910596171865001","0.925662939586386"
"Public health insurance","2006","35-65 y.","10153","0.858713253607284","0.852571122427834","0.864855384786734"
"Public health insurance","2006","66 and older","4020","0.917776293452914","0.909716011183461","0.925836575722367"
"Private health insurance","2006","16-34 y.","513","0.0818704442743063","0.0743370604136141","0.0894038281349985"
"Private health insurance","2006","35-65 y.","2201","0.141286746392716","0.135144615213266","0.147428877572166"
"Private health insurance","2006","66 and older","442","0.0822237065470864","0.0741634242776334","0.0902839888165393"
"Neither","2006","16-34 y.","","","",""
"Neither","2006","35-65 y.","","","",""
"Neither","2006","66 and older","","","",""
"Public health insurance","2007","16-34 y.","4169","0.912756272016148","0.904649783555948","0.920862760476348"
"Public health insurance","2007","35-65 y.","9394","0.860524038176594","0.854161410938767","0.86688666541442"
"Public health insurance","2007","66 and older","3905","0.915455932373812","0.907197170434014","0.92371469431361"
"Private health insurance","2007","16-34 y.","486","0.0872437279838517","0.0791372395236516","0.0953502164440519"
"Private health insurance","2007","35-65 y.","1995","0.139475961823406","0.13311333458558","0.145838589061233"
"Private health insurance","2007","66 and older","454","0.0845440676261879","0.0762853056863898","0.0928028295659859"
"Neither","2007","16-34 y.","","","",""
"Neither","2007","35-65 y.","","","",""
"Neither","2007","66 and older","","","",""
"Public health insurance","2008","16-34 y.","3940","0.923656545064858","0.915777984441727","0.931535105687989"
"Public health insurance","2008","35-65 y.","8811","0.860268138087352","0.853689582883842","0.866846693290862"
"Public health insurance","2008","66 and older","3862","0.910479376805795","0.901997338047078","0.918961415564512"
"Private health insurance","2008","16-34 y.","424","0.076343454935142","0.0684648943120114","0.0842220155582726"
"Private health insurance","2008","35-65 y.","1859","0.139731861912648","0.133153306709138","0.146310417116158"
"Private health insurance","2008","66 and older","490","0.0895206231942048","0.0810385844354881","0.0980026619529216"
"Neither","2008","16-34 y.","","","",""
"Neither","2008","35-65 y.","","","",""
"Neither","2008","66 and older","","","",""
"Public health insurance","2009","16-34 y.","3602","0.916034955175535","0.907438251018813","0.924631659332257"
"Public health insurance","2009","35-65 y.","8172","0.854744618868764","0.847799524280947","0.861689713456581"
"Public health insurance","2009","66 and older","3707","0.907334330666079","0.898582691649372","0.916085969682785"
"Private health insurance","2009","16-34 y.","396","0.0839650448244648","0.0753683406677429","0.0925617489811867"
"Private health insurance","2009","35-65 y.","1716","0.145255381131236","0.138310286543419","0.152200475719053"
"Private health insurance","2009","66 and older","510","0.0926656693339212","0.0839140303172146","0.101417308350628"
"Neither","2009","16-34 y.","","","",""
"Neither","2009","35-65 y.","","","",""
"Neither","2009","66 and older","","","",""
"Public health insurance","2010","16-34 y.","6044","0.914644969191807","0.907889739036125","0.921400199347488"
"Public health insurance","2010","35-65 y.","11218","0.85256125875717","0.846555849287549","0.858566668226792"
"Public health insurance","2010","66 and older","3541","0.906693123507375","0.897761620159048","0.915624626855703"
"Private health insurance","2010","16-34 y.","528","0.0853550308081935","0.0785998006525124","0.0921102609638746"
"Private health insurance","2010","35-65 y.","2171","0.147438741242829","0.141433331773208","0.153444150712451"
"Private health insurance","2010","66 and older","533","0.0933068764926246","0.0843753731442971","0.102238379840952"
"Neither","2010","16-34 y.","","","",""
"Neither","2010","35-65 y.","","","",""
"Neither","2010","66 and older","","","",""
"Public health insurance","2011","16-34 y.","6257","0.914714465698825","0.90807639055259","0.921352540845059"
"Public health insurance","2011","35-65 y.","13883","0.85317393576087","0.847759234825497","0.858588636696243"
"Public health insurance","2011","66 and older","4495","0.890751808129695","0.882278757774869","0.899224858484522"
"Private health insurance","2011","16-34 y.","544","0.0852855343011753","0.0786474591549405","0.0919236094474101"
"Private health insurance","2011","35-65 y.","2530","0.14682606423913","0.141411363303757","0.152240765174503"
"Private health insurance","2011","66 and older","712","0.109248191870305","0.100775141515478","0.117721242225131"
"Neither","2011","16-34 y.","","","",""
"Neither","2011","35-65 y.","","","",""
"Neither","2011","66 and older","","","",""
"Public health insurance","2012","16-34 y.","5862","0.916060388388365","0.909236274517807","0.922884502258923"
"Public health insurance","2012","35-65 y.","13679","0.857228928023592","0.851824737534214","0.86263311851297"
"Public health insurance","2012","66 and older","4486","0.880471615019745","0.871702999947384","0.889240230092106"
"Private health insurance","2012","16-34 y.","481","0.0839396116116353","0.077115497741077","0.0907637254821936"
"Private health insurance","2012","35-65 y.","2419","0.142771071976408","0.13736688148703","0.148175262465786"
"Private health insurance","2012","66 and older","772","0.119528384980255","0.110759769907894","0.128297000052616"
"Neither","2012","16-34 y.","","","",""
"Neither","2012","35-65 y.","","","",""
"Neither","2012","66 and older","","","",""
"Public health insurance","2013","16-34 y.","7377","0.918359407491989","0.912307590977032","0.924411224006945"
"Public health insurance","2013","35-65 y.","15402","0.860596883109585","0.855499393168249","0.865694373050922"
"Public health insurance","2013","66 and older","4347","0.872142065557511","0.862986290799086","0.881297840315937"
"Private health insurance","2013","16-34 y.","487","0.0816405925080115","0.0755887759930553","0.0876924090229677"
"Private health insurance","2013","35-65 y.","2334","0.139403116890415","0.134305626949079","0.144500606831751"
"Private health insurance","2013","66 and older","763","0.127857934442489","0.118702159684063","0.137013709200914"
"Neither","2013","16-34 y.","","","",""
"Neither","2013","35-65 y.","","","",""
"Neither","2013","66 and older","","","",""
"Public health insurance","2014","16-34 y.","6149","0.925522883584213","0.919170525297116","0.931875241871309"
"Public health insurance","2014","35-65 y.","13519","0.862415200516779","0.857005967749587","0.867824433283972"
"Public health insurance","2014","66 and older","4248","0.86654391154828","0.857122618047239","0.87596520504932"
"Private health insurance","2014","16-34 y.","413","0.0744771164157873","0.068124758128691","0.0808294747028835"
"Private health insurance","2014","35-65 y.","2059","0.13758479948322","0.132175566716028","0.142994032250413"
"Private health insurance","2014","66 and older","757","0.13345608845172","0.12403479495068","0.142877381952761"
"Neither","2014","16-34 y.","","","",""
"Neither","2014","35-65 y.","","","",""
"Neither","2014","66 and older","","","",""
"Public health insurance","2015","16-34 y.","6277","0.920105099645362","0.913611489818954","0.926598709471771"
"Public health insurance","2015","35-65 y.","13303","0.865425826436244","0.860005893337797","0.87084575953469"
"Public health insurance","2015","66 and older","4179","0.857007544244052","0.847270271172064","0.866744817316041"
"Private health insurance","2015","16-34 y.","420","0.0798949003546377","0.0734012905282289","0.0863885101810465"
"Private health insurance","2015","35-65 y.","1927","0.134574173563756","0.12915424046531","0.139994106662203"
"Private health insurance","2015","66 and older","786","0.142992455755948","0.133255182683959","0.152729728827936"
"Neither","2015","16-34 y.","","","",""
"Neither","2015","35-65 y.","","","",""
"Neither","2015","66 and older","","","",""
"Public health insurance","2016","16-34 y.","5305","0.921179037806337","0.914163444999942","0.928194630612732"
"Public health insurance","2016","35-65 y.","12214","0.870364402016025","0.864789516435998","0.875939287596052"
"Public health insurance","2016","66 and older","3986","0.856716408879753","0.846782005511979","0.866650812247527"
"Private health insurance","2016","16-34 y.","362","0.0788209621936628","0.0718053693872681","0.0858365550000576"
"Private health insurance","2016","35-65 y.","1732","0.129635597983975","0.124060712403948","0.135210483564002"
"Private health insurance","2016","66 and older","792","0.143283591120247","0.133349187752473","0.153217994488021"
"Neither","2016","16-34 y.","","","",""
"Neither","2016","35-65 y.","","","",""
"Neither","2016","66 and older","","","",""
"Public health insurance","2017","16-34 y.","5791","0.924176086984113","0.917595901778889","0.930756272189336"
"Public health insurance","2017","35-65 y.","13488","0.873018802019801","0.86776294249983","0.878274661539773"
"Public health insurance","2017","66 and older","4155","0.847799431674343","0.837870439826438","0.857728423522248"
"Private health insurance","2017","16-34 y.","426","0.0758239130158872","0.0692437278106636","0.0824040982211107"
"Private health insurance","2017","35-65 y.","1928","0.126981197980199","0.121725338460227","0.13223705750017"
"Private health insurance","2017","66 and older","873","0.152200568325657","0.142271576477752","0.162129560173562"
"Neither","2017","16-34 y.","","","",""
"Neither","2017","35-65 y.","","","",""
"Neither","2017","66 and older","","","",""
"Public health insurance","2018","16-34 y.","5630","0.921926171140302","0.915152902415332","0.928699439865272"
"Public health insurance","2018","35-65 y.","12939","0.878719463467741","0.87343643053216","0.884002496403323"
"Public health insurance","2018","66 and older","4188","0.845884983538416","0.835936635539321","0.85583333153751"
"Private health insurance","2018","16-34 y.","397","0.0780738288596981","0.0713005601347279","0.0848470975846683"
"Private health insurance","2018","35-65 y.","1729","0.121280536532259","0.115997503596677","0.12656356946784"
"Private health insurance","2018","66 and older","872","0.154115016461584","0.14416666846249","0.164063364460679"
"Neither","2018","16-34 y.","","","",""
"Neither","2018","35-65 y.","","","",""
"Neither","2018","66 and older","","","",""
"Public health insurance","2019","16-34 y.","5003","0.919201330064515","0.911952037986106","0.926450622142925"
"Public health insurance","2019","35-65 y.","12616","0.877673349744285","0.872455429457875","0.882891270030694"
"Public health insurance","2019","66 and older","4190","0.843504311892277","0.833666980789253","0.8533416429953"
"Private health insurance","2019","16-34 y.","426","0.0807986699354849","0.0735493778570753","0.0880479620138945"
"Private health insurance","2019","35-65 y.","2532","0.122326650255715","0.117108729969306","0.127544570542125"
"Private health insurance","2019","66 and older","1050","0.156495688107723","0.1466583570047","0.166333019210747"
"Neither","2019","16-34 y.","","","",""
"Neither","2019","35-65 y.","","","",""
"Neither","2019","66 and older","","","",""
