"ple0097","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Private health insurance","2006","(1c) basic vocational qualification","385","0.05762873272138","0.051808252718757","0.0634492127240029"
"Private health insurance","2006","(2b) intermediate general qualification","33","0.0349559712477277","0.0199955762671138","0.0499163662283416"
"Private health insurance","2006","(2a) intermediate vocational","577","0.101835626309186","0.093564524528623","0.110106728089749"
"Private health insurance","2006","(2c_gen) general maturity certificate","135","0.144784032293285","0.120670009141573","0.168898055444997"
"Private health insurance","2006","(2c_voc) vocational maturity certificate","232","0.114749893459363","0.0992677876908181","0.130231999227909"
"Private health insurance","2006","(3a) lower tertiary education","412","0.207240548173006","0.188494790206636","0.225986306139376"
"Private health insurance","2006","(3b) higher tertiary education","1200","0.372912217393102","0.354884258983998","0.390940175802205"
"Neither","2006","(0) in school","","","",""
"Neither","2006","(1a) inadequately completed","","","",""
"Neither","2006","(1b) general elementary school","","","",""
"Neither","2006","(1c) basic vocational qualification","","","",""
"Neither","2006","(2b) intermediate general qualification","","","",""
"Neither","2006","(2a) intermediate vocational","","","",""
"Neither","2006","(2c_gen) general maturity certificate","","","",""
"Neither","2006","(2c_voc) vocational maturity certificate","","","",""
"Neither","2006","(3a) lower tertiary education","","","",""
"Neither","2006","(3b) higher tertiary education","","","",""
"Public health insurance","2007","(0) in school","264","0.864357001925344","0.827744979500626","0.900969024350062"
"Public health insurance","2007","(1a) inadequately completed","209","0.960735307739661","0.934833850995793","0.986636764483528"
"Public health insurance","2007","(1b) general elementary school","1691","0.978946245738217","0.972179267314233","0.985713224162201"
"Public health insurance","2007","(1c) basic vocational qualification","5268","0.945706222621776","0.939766632214907","0.951645813028645"
"Public health insurance","2007","(2b) intermediate general qualification","477","0.948594361326469","0.929522629755996","0.967666092896941"
"Public health insurance","2007","(2a) intermediate vocational","4330","0.902945032227381","0.894608497471575","0.911281566983188"
"Public health insurance","2007","(2c_gen) general maturity certificate","651","0.845094399115501","0.820069260574074","0.870119537656928"
"Public health insurance","2007","(2c_voc) vocational maturity certificate","1318","0.879433063556573","0.863191046931808","0.895675080181338"
"Public health insurance","2007","(3a) lower tertiary education","1308","0.787496685187013","0.768033478637845","0.80695989173618"
"Public health insurance","2007","(3b) higher tertiary education","1522","0.63170084984256","0.613391450064084","0.650010249621037"
"Private health insurance","2007","(0) in school","72","0.135642998074656","0.0990309756499377","0.172255020499374"
"Private health insurance","2007","(1a) inadequately completed","7","","",""
"Private health insurance","2007","(1b) general elementary school","38","0.0210537542617831","0.0142867758377989","0.0278207326857672"
"Private health insurance","2007","(1c) basic vocational qualification","323","0.0542937773782237","0.0483541869713546","0.0602333677850928"
"Private health insurance","2007","(2b) intermediate general qualification","38","0.0514056386735315","0.0323339071030587","0.0704773702440042"
"Private health insurance","2007","(2a) intermediate vocational","514","0.0970549677726186","0.0887184330168123","0.105391502528425"
"Private health insurance","2007","(2c_gen) general maturity certificate","152","0.154905600884499","0.129880462343072","0.179930739425926"
"Private health insurance","2007","(2c_voc) vocational maturity certificate","226","0.120566936443427","0.104324919818662","0.136808953068192"
"Private health insurance","2007","(3a) lower tertiary education","389","0.212503314812987","0.19304010826382","0.231966521362155"
"Private health insurance","2007","(3b) higher tertiary education","1144","0.36829915015744","0.349989750378963","0.386608549935916"
"Neither","2007","(0) in school","","","",""
"Neither","2007","(1a) inadequately completed","","","",""
"Neither","2007","(1b) general elementary school","","","",""
"Neither","2007","(1c) basic vocational qualification","","","",""
"Neither","2007","(2b) intermediate general qualification","","","",""
"Neither","2007","(2a) intermediate vocational","","","",""
"Neither","2007","(2c_gen) general maturity certificate","","","",""
"Neither","2007","(2c_voc) vocational maturity certificate","","","",""
"Neither","2007","(3a) lower tertiary education","","","",""
"Neither","2007","(3b) higher tertiary education","","","",""
"Public health insurance","2008","(0) in school","287","0.865118711625721","0.829733623360868","0.900503799890575"
"Public health insurance","2008","(1a) inadequately completed","182","0.951048386062309","0.920368333131725","0.981728438992894"
"Public health insurance","2008","(1b) general elementary school","1556","0.983290092210932","0.976989557810839","0.989590626611026"
"Public health insurance","2008","(1c) basic vocational qualification","4956","0.94698450578217","0.940932187664046","0.953036823900293"
"Public health insurance","2008","(2b) intermediate general qualification","451","0.953320744532153","0.934468761734036","0.97217272733027"
"Public health insurance","2008","(2a) intermediate vocational","4140","0.896505074016344","0.887747220843592","0.905262927189097"
"Public health insurance","2008","(2c_gen) general maturity certificate","601","0.869955659965295","0.845688765769739","0.894222554160851"
"Public health insurance","2008","(2c_voc) vocational maturity certificate","1241","0.886923960367534","0.870606885209512","0.903241035525555"
"Public health insurance","2008","(3a) lower tertiary education","1282","0.798547501120355","0.779147657838944","0.817947344401767"
"Public health insurance","2008","(3b) higher tertiary education","1469","0.63703077480747","0.618367274005132","0.655694275609807"
"Private health insurance","2008","(0) in school","71","0.134881288374279","0.0994962001094249","0.170266376639133"
"Private health insurance","2008","(1a) inadequately completed","8","","",""
"Private health insurance","2008","(1b) general elementary school","34","0.0167099077890677","0.010409373388974","0.0230104421891613"
"Private health insurance","2008","(1c) basic vocational qualification","309","0.0530154942178304","0.0469631760997069","0.0590678123359539"
"Private health insurance","2008","(2b) intermediate general qualification","30","0.0466792554678469","0.0278272726697299","0.065531238265964"
"Private health insurance","2008","(2a) intermediate vocational","507","0.103494925983656","0.0947370728109031","0.112252779156408"
"Private health insurance","2008","(2c_gen) general maturity certificate","137","0.130044340034705","0.105777445839149","0.154311234230261"
"Private health insurance","2008","(2c_voc) vocational maturity certificate","206","0.113076039632466","0.0967589644744446","0.129393114790488"
"Private health insurance","2008","(3a) lower tertiary education","360","0.201452498879645","0.182052655598233","0.220852342161056"
"Private health insurance","2008","(3b) higher tertiary education","1081","0.362969225192531","0.344305724390193","0.381632725994868"
"Neither","2008","(0) in school","","","",""
"Neither","2008","(1a) inadequately completed","","","",""
"Neither","2008","(1b) general elementary school","","","",""
"Neither","2008","(1c) basic vocational qualification","","","",""
"Neither","2008","(2b) intermediate general qualification","","","",""
"Neither","2008","(2a) intermediate vocational","","","",""
"Neither","2008","(2c_gen) general maturity certificate","","","",""
"Neither","2008","(2c_voc) vocational maturity certificate","","","",""
"Neither","2008","(3a) lower tertiary education","","","",""
"Neither","2008","(3b) higher tertiary education","","","",""
"Public health insurance","2009","(0) in school","239","0.849812381946361","0.810107264174387","0.889517499718335"
"Public health insurance","2009","(1a) inadequately completed","169","0.957473121014048","0.927490574367581","0.987455667660515"
"Public health insurance","2009","(1b) general elementary school","1383","0.984350018128961","0.977873877358415","0.990826158899507"
"Public health insurance","2009","(1c) basic vocational qualification","4554","0.945502298762717","0.939109202513092","0.951895395012342"
"Public health insurance","2009","(2b) intermediate general qualification","411","0.943054727203213","0.921252517460744","0.964856936945682"
"Public health insurance","2009","(2a) intermediate vocational","3917","0.892853719253176","0.883704278754605","0.902003159751748"
"Public health insurance","2009","(2c_gen) general maturity certificate","582","0.874233063038978","0.849581041172526","0.898885084905429"
"Public health insurance","2009","(2c_voc) vocational maturity certificate","1130","0.877559579065178","0.859923040914552","0.895196117215804"
"Public health insurance","2009","(3a) lower tertiary education","1235","0.805455499312902","0.785955352166309","0.824955646459495"
"Public health insurance","2009","(3b) higher tertiary education","1421","0.631930032060191","0.612879647099536","0.650980417020846"
"Private health insurance","2009","(0) in school","72","0.150187618053639","0.110482500281665","0.189892735825613"
"Private health insurance","2009","(1a) inadequately completed","5","","",""
"Private health insurance","2009","(1b) general elementary school","28","","",""
"Private health insurance","2009","(1c) basic vocational qualification","289","0.0544977012372833","0.0481046049876584","0.0608907974869083"
"Private health insurance","2009","(2b) intermediate general qualification","23","","",""
"Private health insurance","2009","(2a) intermediate vocational","473","0.107146280746823","0.0979968402482516","0.116295721245395"
"Private health insurance","2009","(2c_gen) general maturity certificate","113","0.125766936961022","0.101114915094571","0.150418958827474"
"Private health insurance","2009","(2c_voc) vocational maturity certificate","197","0.122440420934822","0.104803882784196","0.140076959085448"
"Private health insurance","2009","(3a) lower tertiary education","348","0.194544500687098","0.175044353540505","0.214044647833691"
"Private health insurance","2009","(3b) higher tertiary education","1041","0.368069967939809","0.349019582979154","0.387120352900463"
"Neither","2009","(0) in school","","","",""
"Neither","2009","(1a) inadequately completed","","","",""
"Neither","2009","(1b) general elementary school","","","",""
"Neither","2009","(1c) basic vocational qualification","","","",""
"Neither","2009","(2b) intermediate general qualification","","","",""
"Neither","2009","(2a) intermediate vocational","","","",""
"Neither","2009","(2c_gen) general maturity certificate","","","",""
"Neither","2009","(2c_voc) vocational maturity certificate","","","",""
"Neither","2009","(3a) lower tertiary education","","","",""
"Neither","2009","(3b) higher tertiary education","","","",""
"Public health insurance","2010","(0) in school","336","0.829395499638813","0.793291431313717","0.865499567963908"
