"ple0097","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Private health insurance","1999","(1a) inadequately completed","inadequately","3","","",""
"Private health insurance","1999","(1a) inadequately completed","general elemantary","","","",""
"Private health insurance","1999","(1a) inadequately completed","middle vocational","2","","",""
"Private health insurance","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Private health insurance","1999","(1a) inadequately completed","higher vocational","","","",""
"Private health insurance","1999","(1a) inadequately completed","higher education","","","",""
"Private health insurance","1999","(1b) general elementary school","in school","","","",""
"Private health insurance","1999","(1b) general elementary school","inadequately","","","",""
"Private health insurance","1999","(1b) general elementary school","general elemantary","49","0.0306989039261061","0.0229909990928875","0.0384068087593248"
"Private health insurance","1999","(1b) general elementary school","middle vocational","","","",""
"Private health insurance","1999","(1b) general elementary school","vocational + Abi","","","",""
"Private health insurance","1999","(1b) general elementary school","higher vocational","","","",""
"Private health insurance","1999","(1b) general elementary school","higher education","","","",""
"Private health insurance","1999","(1c) basic vocational qualification","in school","","","",""
"Private health insurance","1999","(1c) basic vocational qualification","inadequately","","","",""
"Private health insurance","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Private health insurance","1999","(1c) basic vocational qualification","middle vocational","203","0.0596189986289211","0.0521201779922339","0.0671178192656083"
"Private health insurance","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Private health insurance","1999","(1c) basic vocational qualification","higher vocational","22","","",""
"Private health insurance","1999","(1c) basic vocational qualification","higher education","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","in school","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","inadequately","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","general elemantary","27","","",""
"Private health insurance","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Private health insurance","1999","(2b) intermediate general qualification","higher education","","","",""
"Private health insurance","1999","(2a) intermediate vocational","in school","","","",""
"Private health insurance","1999","(2a) intermediate vocational","inadequately","","","",""
"Private health insurance","1999","(2a) intermediate vocational","general elemantary","","","",""
"Private health insurance","1999","(2a) intermediate vocational","middle vocational","212","0.105366518274976","0.0933096333516459","0.117423403198306"
"Private health insurance","1999","(2a) intermediate vocational","vocational + Abi","","","",""
"Private health insurance","1999","(2a) intermediate vocational","higher vocational","37","0.0939319644864888","0.0640441158098323","0.123819813163145"
"Private health insurance","1999","(2a) intermediate vocational","higher education","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","in school","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","inadequately","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","general elemantary","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","middle vocational","64","0.144317357283059","0.112847412612593","0.175787301953524"
"Private health insurance","1999","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","higher vocational","","","",""
"Private health insurance","1999","(2c_gen) general maturity certificate","higher education","","","",""
"Private health insurance","1999","(2c_voc) vocational maturity certificate","in school","","","",""
"Private health insurance","1999","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Private health insurance","1999","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Private health insurance","1999","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Private health insurance","1999","(2c_voc) vocational maturity certificate","vocational + Abi","43","0.0909465934589198","0.065991975781514","0.115901211136326"
"Private health insurance","1999","(2c_voc) vocational maturity certificate","higher vocational","49","0.374463527187851","0.300164116495589","0.448762937880113"
"Private health insurance","1999","(2c_voc) vocational maturity certificate","higher education","","","",""
"Private health insurance","1999","(3a) lower tertiary education","in school","","","",""
"Private health insurance","1999","(3a) lower tertiary education","inadequately","","","",""
"Private health insurance","1999","(3a) lower tertiary education","general elemantary","","","",""
"Private health insurance","1999","(3a) lower tertiary education","middle vocational","","","",""
"Private health insurance","1999","(3a) lower tertiary education","vocational + Abi","","","",""
"Private health insurance","1999","(3a) lower tertiary education","higher vocational","","","",""
"Private health insurance","1999","(3a) lower tertiary education","higher education","140","0.17982177883781","0.155452135961567","0.204191421714052"
"Private health insurance","1999","(3b) higher tertiary education","in school","","","",""
"Private health insurance","1999","(3b) higher tertiary education","inadequately","","","",""
"Private health insurance","1999","(3b) higher tertiary education","general elemantary","","","",""
"Private health insurance","1999","(3b) higher tertiary education","middle vocational","","","",""
"Private health insurance","1999","(3b) higher tertiary education","vocational + Abi","","","",""
"Private health insurance","1999","(3b) higher tertiary education","higher vocational","","","",""
"Private health insurance","1999","(3b) higher tertiary education","higher education","288","0.328669969504241","0.299800708680152","0.357539230328329"
"Neither","1999","(0) in school","in school","1","","",""
"Neither","1999","(0) in school","inadequately","","","",""
"Neither","1999","(0) in school","general elemantary","","","",""
"Neither","1999","(0) in school","middle vocational","","","",""
"Neither","1999","(0) in school","vocational + Abi","","","",""
"Neither","1999","(0) in school","higher vocational","","","",""
"Neither","1999","(0) in school","higher education","","","",""
"Neither","1999","(1a) inadequately completed","in school","","","",""
"Neither","1999","(1a) inadequately completed","inadequately","1","","",""
"Neither","1999","(1a) inadequately completed","general elemantary","","","",""
"Neither","1999","(1a) inadequately completed","middle vocational","1","","",""
"Neither","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Neither","1999","(1a) inadequately completed","higher vocational","","","",""
"Neither","1999","(1a) inadequately completed","higher education","","","",""
"Neither","1999","(1b) general elementary school","in school","","","",""
"Neither","1999","(1b) general elementary school","inadequately","","","",""
"Neither","1999","(1b) general elementary school","general elemantary","10","","",""
"Neither","1999","(1b) general elementary school","middle vocational","","","",""
"Neither","1999","(1b) general elementary school","vocational + Abi","","","",""
"Neither","1999","(1b) general elementary school","higher vocational","","","",""
"Neither","1999","(1b) general elementary school","higher education","","","",""
"Neither","1999","(1c) basic vocational qualification","in school","","","",""
"Neither","1999","(1c) basic vocational qualification","inadequately","","","",""
"Neither","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Neither","1999","(1c) basic vocational qualification","middle vocational","21","","",""
"Neither","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Neither","1999","(1c) basic vocational qualification","higher vocational","3","","",""
"Neither","1999","(1c) basic vocational qualification","higher education","","","",""
"Neither","1999","(2b) intermediate general qualification","in school","","","",""
"Neither","1999","(2b) intermediate general qualification","inadequately","","","",""
"Neither","1999","(2b) intermediate general qualification","general elemantary","3","","",""
"Neither","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Neither","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Neither","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Neither","1999","(2b) intermediate general qualification","higher education","","","",""
"Neither","1999","(2a) intermediate vocational","in school","","","",""
"Neither","1999","(2a) intermediate vocational","inadequately","","","",""
"Neither","1999","(2a) intermediate vocational","general elemantary","","","",""
"Neither","1999","(2a) intermediate vocational","middle vocational","33","0.0136095812395016","0.00905961650060722","0.0181595459783959"
"Neither","1999","(2a) intermediate vocational","vocational + Abi","","","",""
"Neither","1999","(2a) intermediate vocational","higher vocational","","","",""
"Neither","1999","(2a) intermediate vocational","higher education","","","",""
"Neither","1999","(2c_gen) general maturity certificate","in school","","","",""
"Neither","1999","(2c_gen) general maturity certificate","inadequately","","","",""
"Neither","1999","(2c_gen) general maturity certificate","general elemantary","","","",""
"Neither","1999","(2c_gen) general maturity certificate","middle vocational","9","","",""
"Neither","1999","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Neither","1999","(2c_gen) general maturity certificate","higher vocational","","","",""
"Neither","1999","(2c_gen) general maturity certificate","higher education","","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","in school","","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","vocational + Abi","5","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","higher vocational","7","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","higher education","","","",""
"Neither","1999","(3a) lower tertiary education","in school","","","",""
"Neither","1999","(3a) lower tertiary education","inadequately","","","",""
"Neither","1999","(3a) lower tertiary education","general elemantary","","","",""
"Neither","1999","(3a) lower tertiary education","middle vocational","","","",""
"Neither","1999","(3a) lower tertiary education","vocational + Abi","","","",""
"Neither","1999","(3a) lower tertiary education","higher vocational","","","",""
"Neither","1999","(3a) lower tertiary education","higher education","6","","",""
"Neither","1999","(3b) higher tertiary education","in school","","","",""
"Neither","1999","(3b) higher tertiary education","inadequately","","","",""
"Neither","1999","(3b) higher tertiary education","general elemantary","","","",""
"Neither","1999","(3b) higher tertiary education","middle vocational","","","",""
"Neither","1999","(3b) higher tertiary education","vocational + Abi","","","",""
"Neither","1999","(3b) higher tertiary education","higher vocational","","","",""
"Neither","1999","(3b) higher tertiary education","higher education","8","","",""
"Public health insurance","2000","(0) in school","in school","414","0.814559446054331","0.780424661210063","0.848694230898599"
"Public health insurance","2000","(0) in school","inadequately","","","",""
"Public health insurance","2000","(0) in school","general elemantary","","","",""
"Public health insurance","2000","(0) in school","middle vocational","1","","",""
"Public health insurance","2000","(0) in school","vocational + Abi","","","",""
"Public health insurance","2000","(0) in school","higher vocational","","","",""
"Public health insurance","2000","(0) in school","higher education","","","",""
"Public health insurance","2000","(1a) inadequately completed","in school","","","",""
"Public health insurance","2000","(1a) inadequately completed","inadequately","354","0.983769647549824","0.970698565173044","0.996840729926604"
"Public health insurance","2000","(1a) inadequately completed","general elemantary","","","",""
"Public health insurance","2000","(1a) inadequately completed","middle vocational","57","0.98111791117544","0.946089558432531","1.01614626391835"
"Public health insurance","2000","(1a) inadequately completed","vocational + Abi","","","",""
"Public health insurance","2000","(1a) inadequately completed","higher vocational","7","","",""
"Public health insurance","2000","(1a) inadequately completed","higher education","","","",""
"Public health insurance","2000","(1b) general elementary school","in school","","","",""
"Public health insurance","2000","(1b) general elementary school","inadequately","46","0.991528615187121","0.965326943940802","1.01773028643344"
"Public health insurance","2000","(1b) general elementary school","general elemantary","2772","0.969710592814615","0.963411909816154","0.976009275813076"
"Public health insurance","2000","(1b) general elementary school","middle vocational","","","",""
"Public health insurance","2000","(1b) general elementary school","vocational + Abi","","","",""
"Public health insurance","2000","(1b) general elementary school","higher vocational","","","",""
"Public health insurance","2000","(1b) general elementary school","higher education","","","",""
"Public health insurance","2000","(1c) basic vocational qualification","in school","","","",""
"Public health insurance","2000","(1c) basic vocational qualification","inadequately","","","",""
"Public health insurance","2000","(1c) basic vocational qualification","general elemantary","","","",""
"Public health insurance","2000","(1c) basic vocational qualification","middle vocational","6784","0.938944969814342","0.933421392374619","0.944468547254065"
"Public health insurance","2000","(1c) basic vocational qualification","vocational + Abi","","","",""
"Public health insurance","2000","(1c) basic vocational qualification","higher vocational","575","0.929159817707638","0.909046064021154","0.949273571394121"
"Public health insurance","2000","(1c) basic vocational qualification","higher education","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","in school","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","inadequately","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","general elemantary","689","0.940175794141972","0.923018726440539","0.957332861843405"
"Public health insurance","2000","(2b) intermediate general qualification","middle vocational","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","vocational + Abi","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","higher vocational","","","",""
"Public health insurance","2000","(2b) intermediate general qualification","higher education","","","",""
"Public health insurance","2000","(2a) intermediate vocational","in school","","","",""
"Public health insurance","2000","(2a) intermediate vocational","inadequately","","","",""
"Public health insurance","2000","(2a) intermediate vocational","general elemantary","","","",""
"Public health insurance","2000","(2a) intermediate vocational","middle vocational","4240","0.885667428765009","0.876616085034439","0.894718772495579"
"Public health insurance","2000","(2a) intermediate vocational","vocational + Abi","","","",""
"Public health insurance","2000","(2a) intermediate vocational","higher vocational","743","0.912521695208368","0.89319541415606","0.931847976260676"
"Public health insurance","2000","(2a) intermediate vocational","higher education","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","in school","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","inadequately","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","general elemantary","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","middle vocational","708","0.84044943904813","0.815537128536844","0.865361749559416"
"Public health insurance","2000","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","higher vocational","","","",""
"Public health insurance","2000","(2c_gen) general maturity certificate","higher education","","","",""
"Public health insurance","2000","(2c_voc) vocational maturity certificate","in school","","","",""
"Public health insurance","2000","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Public health insurance","2000","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Public health insurance","2000","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Public health insurance","2000","(2c_voc) vocational maturity certificate","vocational + Abi","1020","0.890015244095789","0.871740812987835","0.908289675203743"
"Public health insurance","2000","(2c_voc) vocational maturity certificate","higher vocational","331","0.738935226371042","0.697755382536256","0.780115070205829"
"Public health insurance","2000","(2c_voc) vocational maturity certificate","higher education","","","",""
"Public health insurance","2000","(3a) lower tertiary education","in school","","","",""
"Public health insurance","2000","(3a) lower tertiary education","inadequately","","","",""
"Public health insurance","2000","(3a) lower tertiary education","general elemantary","","","",""
"Public health insurance","2000","(3a) lower tertiary education","middle vocational","","","",""
"Public health insurance","2000","(3a) lower tertiary education","vocational + Abi","","","",""
"Public health insurance","2000","(3a) lower tertiary education","higher vocational","","","",""
"Public health insurance","2000","(3a) lower tertiary education","higher education","1369","0.784430148490626","0.764911171637513","0.803949125343738"
"Public health insurance","2000","(3b) higher tertiary education","in school","","","",""
"Public health insurance","2000","(3b) higher tertiary education","inadequately","","","",""
"Public health insurance","2000","(3b) higher tertiary education","general elemantary","","","",""
"Public health insurance","2000","(3b) higher tertiary education","middle vocational","","","",""
"Public health insurance","2000","(3b) higher tertiary education","vocational + Abi","","","",""
"Public health insurance","2000","(3b) higher tertiary education","higher vocational","","","",""
"Public health insurance","2000","(3b) higher tertiary education","higher education","1411","0.651105627083265","0.630869421956525","0.671341832210005"
"Private health insurance","2000","(0) in school","in school","82","0.181805498214654","0.14793159794315","0.215679398486158"
"Private health insurance","2000","(0) in school","inadequately","","","",""
"Private health insurance","2000","(0) in school","general elemantary","","","",""
"Private health insurance","2000","(0) in school","middle vocational","","","",""
"Private health insurance","2000","(0) in school","vocational + Abi","","","",""
"Private health insurance","2000","(0) in school","higher vocational","","","",""
"Private health insurance","2000","(0) in school","higher education","","","",""
"Private health insurance","2000","(1a) inadequately completed","in school","","","",""
"Private health insurance","2000","(1a) inadequately completed","inadequately","1","","",""
"Private health insurance","2000","(1a) inadequately completed","general elemantary","","","",""
"Private health insurance","2000","(1a) inadequately completed","middle vocational","","","",""
"Private health insurance","2000","(1a) inadequately completed","vocational + Abi","","","",""
"Private health insurance","2000","(1a) inadequately completed","higher vocational","1","","",""
"Private health insurance","2000","(1a) inadequately completed","higher education","","","",""
"Private health insurance","2000","(1b) general elementary school","in school","","","",""
"Private health insurance","2000","(1b) general elementary school","inadequately","1","","",""
"Private health insurance","2000","(1b) general elementary school","general elemantary","57","0.025763060623851","0.0199404959799915","0.0315856252677106"
"Private health insurance","2000","(1b) general elementary school","middle vocational","","","",""
"Private health insurance","2000","(1b) general elementary school","vocational + Abi","","","",""
"Private health insurance","2000","(1b) general elementary school","higher vocational","","","",""
"Private health insurance","2000","(1b) general elementary school","higher education","","","",""
"Private health insurance","2000","(1c) basic vocational qualification","in school","","","",""
"Private health insurance","2000","(1c) basic vocational qualification","inadequately","","","",""
"Private health insurance","2000","(1c) basic vocational qualification","general elemantary","","","",""
"Private health insurance","2000","(1c) basic vocational qualification","middle vocational","407","0.0570078815506399","0.0516590227326486","0.0623567403686313"
"Private health insurance","2000","(1c) basic vocational qualification","vocational + Abi","","","",""
"Private health insurance","2000","(1c) basic vocational qualification","higher vocational","43","0.0616964184149553","0.0428334626632608","0.0805593741666498"
"Private health insurance","2000","(1c) basic vocational qualification","higher education","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","in school","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","inadequately","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","general elemantary","43","0.0586566676654929","0.0416572994984306","0.0756560358325552"
"Private health insurance","2000","(2b) intermediate general qualification","middle vocational","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","vocational + Abi","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","higher vocational","","","",""
"Private health insurance","2000","(2b) intermediate general qualification","higher education","","","",""
"Private health insurance","2000","(2a) intermediate vocational","in school","","","",""
"Private health insurance","2000","(2a) intermediate vocational","inadequately","","","",""
"Private health insurance","2000","(2a) intermediate vocational","general elemantary","","","",""
"Private health insurance","2000","(2a) intermediate vocational","middle vocational","472","0.107303178603949","0.0984997666789355","0.116106590528963"
"Private health insurance","2000","(2a) intermediate vocational","vocational + Abi","","","",""
"Private health insurance","2000","(2a) intermediate vocational","higher vocational","76","0.0857307541498804","0.0665801759815358","0.104881332318225"
"Private health insurance","2000","(2a) intermediate vocational","higher education","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","in school","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","inadequately","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","general elemantary","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","middle vocational","111","0.146670248635838","0.122602331768846","0.170738165502831"
"Private health insurance","2000","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","higher vocational","","","",""
"Private health insurance","2000","(2c_gen) general maturity certificate","higher education","","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","in school","","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Private health insurance","2000","(2c_voc) vocational maturity certificate","vocational + Abi","100","0.103285334083974","0.0855096893651688","0.121060978802778"
"Private health insurance","2000","(2c_voc) vocational maturity certificate","higher vocational","99","0.248717779868994","0.20818911060087","0.289246449137118"
"Private health insurance","2000","(2c_voc) vocational maturity certificate","higher education","","","",""
"Private health insurance","2000","(3a) lower tertiary education","in school","","","",""
"Private health insurance","2000","(3a) lower tertiary education","inadequately","","","",""
"Private health insurance","2000","(3a) lower tertiary education","general elemantary","","","",""
"Private health insurance","2000","(3a) lower tertiary education","middle vocational","","","",""
"Private health insurance","2000","(3a) lower tertiary education","vocational + Abi","","","",""
"Private health insurance","2000","(3a) lower tertiary education","higher vocational","","","",""
"Private health insurance","2000","(3a) lower tertiary education","higher education","324","0.206421869711832","0.187210488114585","0.225633251309079"
"Private health insurance","2000","(3b) higher tertiary education","in school","","","",""
"Private health insurance","2000","(3b) higher tertiary education","inadequately","","","",""
"Private health insurance","2000","(3b) higher tertiary education","general elemantary","","","",""
"Private health insurance","2000","(3b) higher tertiary education","middle vocational","","","",""
"Private health insurance","2000","(3b) higher tertiary education","vocational + Abi","","","",""
"Private health insurance","2000","(3b) higher tertiary education","higher vocational","","","",""
"Private health insurance","2000","(3b) higher tertiary education","higher education","712","0.345038527245679","0.324854954752836","0.365222099738522"
"Neither","2000","(0) in school","in school","2","","",""
"Neither","2000","(0) in school","inadequately","","","",""
"Neither","2000","(0) in school","general elemantary","","","",""
"Neither","2000","(0) in school","middle vocational","","","",""
"Neither","2000","(0) in school","vocational + Abi","","","",""
"Neither","2000","(0) in school","higher vocational","","","",""
"Neither","2000","(0) in school","higher education","","","",""
"Neither","2000","(1a) inadequately completed","in school","","","",""
"Neither","2000","(1a) inadequately completed","inadequately","4","","",""
"Neither","2000","(1a) inadequately completed","general elemantary","","","",""
"Neither","2000","(1a) inadequately completed","middle vocational","1","","",""
"Neither","2000","(1a) inadequately completed","vocational + Abi","","","",""
"Neither","2000","(1a) inadequately completed","higher vocational","","","",""
"Neither","2000","(1a) inadequately completed","higher education","","","",""
"Neither","2000","(1b) general elementary school","in school","","","",""
"Neither","2000","(1b) general elementary school","inadequately","","","",""
"Neither","2000","(1b) general elementary school","general elemantary","15","","",""
"Neither","2000","(1b) general elementary school","middle vocational","","","",""
"Neither","2000","(1b) general elementary school","vocational + Abi","","","",""
"Neither","2000","(1b) general elementary school","higher vocational","","","",""
"Neither","2000","(1b) general elementary school","higher education","","","",""
"Neither","2000","(1c) basic vocational qualification","in school","","","",""
"Neither","2000","(1c) basic vocational qualification","inadequately","","","",""
"Neither","2000","(1c) basic vocational qualification","general elemantary","","","",""
"Neither","2000","(1c) basic vocational qualification","middle vocational","27","","",""
"Neither","2000","(1c) basic vocational qualification","vocational + Abi","","","",""
"Neither","2000","(1c) basic vocational qualification","higher vocational","7","","",""
"Neither","2000","(1c) basic vocational qualification","higher education","","","",""
"Neither","2000","(2b) intermediate general qualification","in school","","","",""
"Neither","2000","(2b) intermediate general qualification","inadequately","","","",""
"Neither","2000","(2b) intermediate general qualification","general elemantary","2","","",""
"Neither","2000","(2b) intermediate general qualification","middle vocational","","","",""
"Neither","2000","(2b) intermediate general qualification","vocational + Abi","","","",""
"Neither","2000","(2b) intermediate general qualification","higher vocational","","","",""
"Neither","2000","(2b) intermediate general qualification","higher education","","","",""
"Neither","2000","(2a) intermediate vocational","in school","","","",""
"Neither","2000","(2a) intermediate vocational","inadequately","","","",""
"Neither","2000","(2a) intermediate vocational","general elemantary","","","",""
"Neither","2000","(2a) intermediate vocational","middle vocational","36","0.00702939263104221","0.00465299104587059","0.00940579421621382"
