"ple0097","year","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","2006","Female","10219","0.918962798134164","0.913973042694155","0.923952553574174"
"Private health insurance","2006","Male","1885","0.14804246309206","0.141221567055981","0.154863359128138"
"Private health insurance","2006","Female","1271","0.0810372018658355","0.0760474464258256","0.0860269573058454"
"Neither","2006","Male","","","",""
"Neither","2006","Female","","","",""
"Public health insurance","2007","Male","7948","0.850874413053052","0.843777588036157","0.857971238069948"
"Public health insurance","2007","Female","9520","0.918155516263034","0.912967488741394","0.923343543784675"
"Private health insurance","2007","Male","1730","0.149125586946947","0.142028761930052","0.156222411963843"
"Private health insurance","2007","Female","1205","0.0818444837369655","0.0766564562153249","0.0870325112586062"
"Neither","2007","Male","","","",""
"Neither","2007","Female","","","",""
"Public health insurance","2008","Male","7577","0.849998270092293","0.842714481236937","0.857282058947649"
"Public health insurance","2008","Female","9036","0.922216052827074","0.917006615240399","0.927425490413749"
"Private health insurance","2008","Male","1655","0.150001729907707","0.142717941052351","0.157285518763063"
"Private health insurance","2008","Female","1118","0.0777839471729258","0.0725745095862507","0.082993384759601"
"Neither","2008","Male","","","",""
"Neither","2008","Female","","","",""
"Public health insurance","2009","Male","7058","0.846244606958027","0.838633353950098","0.853855859965956"
"Public health insurance","2009","Female","8423","0.916024021932172","0.910439455667671","0.921608588196674"
"Private health insurance","2009","Male","1570","0.153755393041973","0.146144140034044","0.161366646049902"
"Private health insurance","2009","Female","1052","0.0839759780678276","0.0783914118033257","0.0895605443323295"
"Neither","2009","Male","","","",""
"Neither","2009","Female","","","",""
"Public health insurance","2010","Male","9003","0.845471097565878","0.838696662518808","0.852245532612947"
"Public health insurance","2010","Female","11800","0.913729240305591","0.908921183471206","0.918537297139976"
"Private health insurance","2010","Male","1933","0.154528902434122","0.147754467387053","0.161303337481192"
"Private health insurance","2010","Female","1299","0.0862707596944089","0.081462702860024","0.0910788165287939"
"Neither","2010","Male","","","",""
"Neither","2010","Female","","","",""
"Public health insurance","2011","Male","10614","0.83901564964108","0.832664231592163","0.845367067689998"
"Public health insurance","2011","Female","14021","0.91226542440978","0.907820102173726","0.916710746645834"
"Private health insurance","2011","Male","2248","0.16098435035892","0.154632932310002","0.167335768407837"
"Private health insurance","2011","Female","1538","0.08773457559022","0.0832892533541659","0.0921798978262742"
"Neither","2011","Male","","","",""
"Neither","2011","Female","","","",""
"Public health insurance","2012","Male","10402","0.842018784321936","0.835643607292084","0.848393961351787"
"Public health insurance","2012","Female","13625","0.909461981091631","0.904889058909868","0.914034903273393"
"Private health insurance","2012","Male","2171","0.157981215678064","0.151606038648213","0.164356392707916"
"Private health insurance","2012","Female","1501","0.0905380189083693","0.0859650967266073","0.0951109410901314"
"Neither","2012","Male","","","",""
"Neither","2012","Female","","","",""
"Public health insurance","2013","Male","11878","0.842597162721053","0.836565482420113","0.848628843021993"
"Public health insurance","2013","Female","15248","0.909396110787261","0.905043379882831","0.913748841691691"
"Private health insurance","2013","Male","2126","0.157402837278947","0.151371156978007","0.163434517579887"
"Private health insurance","2013","Female","1458","0.0906038892127392","0.0862511583083091","0.0949566201171694"
"Neither","2013","Male","","","",""
"Neither","2013","Female","","","",""
"Public health insurance","2014","Male","10572","0.847780870026929","0.841473250429552","0.854088489624305"
"Public health insurance","2014","Female","13344","0.9074025733108","0.902714325303483","0.912090821318117"
"Private health insurance","2014","Male","1888","0.152219129973072","0.145911510375695","0.158526749570448"
"Private health insurance","2014","Female","1341","0.0925974266892003","0.0879091786818833","0.0972856746965172"
"Neither","2014","Male","","","",""
"Neither","2014","Female","","","",""
"Public health insurance","2015","Male","10535","0.845213269783818","0.838835900228958","0.851590639338678"
"Public health insurance","2015","Female","13224","0.905569642694356","0.900815663058026","0.910323622330685"
"Private health insurance","2015","Male","1822","0.154786730216182","0.148409360661322","0.161164099771042"
"Private health insurance","2015","Female","1311","0.0944303573056443","0.0896763776693147","0.0991843369419739"
"Neither","2015","Male","","","",""
"Neither","2015","Female","","","",""
"Public health insurance","2016","Male","9500","0.849487918697019","0.842856518626387","0.85611931876765"
"Public health insurance","2016","Female","12005","0.907229938338693","0.902284985842084","0.912174890835303"
"Private health insurance","2016","Male","1669","0.150512081302981","0.14388068123235","0.157143481373613"
"Private health insurance","2016","Female","1217","0.0927700616613066","0.0878251091646973","0.0977150141579159"
"Neither","2016","Male","","","",""
"Neither","2016","Female","","","",""
"Public health insurance","2017","Male","10440","0.849047618318098","0.842722141174104","0.855373095462093"
"Public health insurance","2017","Female","12994","0.90739753141844","0.902655750933117","0.912139311903764"
"Private health insurance","2017","Male","1865","0.150952381681902","0.144626904537907","0.157277858825896"
"Private health insurance","2017","Female","1362","0.0926024685815599","0.0878606880962366","0.0973442490668833"
"Neither","2017","Male","","","",""
"Neither","2017","Female","","","",""
"Public health insurance","2018","Male","10136","0.85291958782003","0.846543874586128","0.859295301053931"
"Public health insurance","2018","Female","12621","0.906717139858145","0.901882350802629","0.911551928913661"
"Private health insurance","2018","Male","1719","0.14708041217997","0.140704698946069","0.153456125413872"
"Private health insurance","2018","Female","1279","0.0932828601418552","0.0884480710863394","0.0981176491973711"
"Neither","2018","Male","","","",""
"Neither","2018","Female","","","",""
"Public health insurance","2019","Male","9814","0.849973645482237","0.843666980531427","0.856280310433047"
"Public health insurance","2019","Female","11987","0.906157258577569","0.901236726643261","0.911077790511877"
"Private health insurance","2019","Male","2502","0.150026354517763","0.143719689566953","0.156333019468573"
"Private health insurance","2019","Female","1505","0.093842741422431","0.0889222094881234","0.0987632733567386"
"Neither","2019","Male","","","",""
"Neither","2019","Female","","","",""
