"ple0097","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","2003","35-65 y.","East Germany","274","0.0685276169207441","0.0594611251735619","0.0775941086679263","2"
"Private health insurance","2003","66 and older","East Germany","4","","","","2"
"Private health insurance","2003","16-34 y.","West Germany","494","0.090043006619679","0.0815928895525475","0.0984931236868105","2"
"Private health insurance","2003","66 and older","West Germany","345","0.0976907800632461","0.0866582780729752","0.108723282053517","2"
"Public health insurance","2003","35-65 y.","West Germany","7754","0.852939206345717","0.845894048971911","0.859984363719522","1"
"Public health insurance","2003","35-65 y.","East Germany","2702","0.928099001175332","0.918828865749403","0.937369136601261","1"
"Public health insurance","2003","16-34 y.","West Germany","3871","0.90041008608379","0.891570027315901","0.909250144851679","1"
"Public health insurance","2003","16-34 y.","East Germany","1351","0.928689122721882","0.915511339841699","0.941866905602064","1"
"Public health insurance","2003","66 and older","West Germany","2421","0.896004029372827","0.884660903121729","0.907347155623925","1"
"Public health insurance","2003","66 and older","East Germany","916","0.993460343571284","0.988254740977353","0.998665946165215","1"
"Neither","2004","66 and older","East Germany","","","","","3"
"Neither","2004","16-34 y.","West Germany","","","","","3"
"Neither","2004","16-34 y.","East Germany","","","","","3"
"Neither","2004","35-65 y.","West Germany","","","","","3"
"Neither","2004","35-65 y.","East Germany","","","","","3"
"Neither","2004","66 and older","West Germany","","","","","3"
"Private health insurance","2004","16-34 y.","East Germany","101","0.0578423422718164","0.0456789532288044","0.0700057313148285","2"
"Private health insurance","2004","35-65 y.","West Germany","1850","0.144437931117991","0.137308727095652","0.15156713514033","2"
"Private health insurance","2004","16-34 y.","West Germany","481","0.0896901293861833","0.0810071578590233","0.0983731009133433","2"
"Private health insurance","2004","35-65 y.","East Germany","275","0.0734754787153333","0.0638913193069745","0.0830596381236921","2"
"Private health insurance","2004","66 and older","East Germany","2","","","","2"
"Private health insurance","2004","66 and older","West Germany","345","0.0925421568799076","0.0818522064851489","0.103232107274666","2"
"Public health insurance","2004","35-65 y.","West Germany","7490","0.855562068882009","0.84843286485967","0.862691272904348","1"
"Public health insurance","2004","35-65 y.","East Germany","2572","0.926524521284667","0.916940361876308","0.936108680693025","1"
"Public health insurance","2004","16-34 y.","West Germany","3679","0.910309870613817","0.901626899086657","0.918992842140977","1"
"Public health insurance","2004","16-34 y.","East Germany","1314","0.942157657728184","0.929994268685172","0.954321046771196","1"
"Public health insurance","2004","66 and older","West Germany","2478","0.907457843120092","0.896767892725334","0.918147793514851","1"
"Public health insurance","2004","66 and older","East Germany","963","0.99715589954462","0.993795906086606","1.00051589300264","1"
"Neither","2005","66 and older","East Germany","","","","","3"
"Neither","2005","16-34 y.","West Germany","","","","","3"
"Neither","2005","16-34 y.","East Germany","","","","","3"
"Neither","2005","35-65 y.","West Germany","","","","","3"
"Neither","2005","35-65 y.","East Germany","","","","","3"
"Neither","2005","66 and older","West Germany","","","","","3"
"Private health insurance","2005","16-34 y.","East Germany","82","0.0456117912413309","0.0343987513535442","0.0568248311291176","2"
"Private health insurance","2005","35-65 y.","West Germany","1751","0.147991337973255","0.140574418493409","0.155408257453101","2"
"Private health insurance","2005","66 and older","East Germany","3","","","","2"
"Private health insurance","2005","16-34 y.","West Germany","455","0.0887028373175859","0.0798184051036751","0.0975872695314966","2"
"Private health insurance","2005","35-65 y.","East Germany","267","0.0781696458562822","0.0680536409625356","0.0882856507500288","2"
"Private health insurance","2005","66 and older","West Germany","359","0.0962197562382227","0.0853435034549167","0.107096009021529","2"
"Public health insurance","2005","35-65 y.","West Germany","7054","0.852008662026745","0.844591742546899","0.859425581506591","1"
"Public health insurance","2005","35-65 y.","East Germany","2438","0.921830354143718","0.911714349249971","0.931946359037464","1"
"Public health insurance","2005","16-34 y.","West Germany","3479","0.911297162682414","0.902412730468503","0.920181594896325","1"
"Public health insurance","2005","16-34 y.","East Germany","1248","0.954388208758669","0.943175168870882","0.965601248646456","1"
"Public health insurance","2005","66 and older","West Germany","2465","0.903780243761777","0.892903990978471","0.914656496545083","1"
"Public health insurance","2005","66 and older","East Germany","963","0.996582698659961","0.992902613761086","1.00026278355884","1"
"Neither","2006","16-34 y.","East Germany","","","","","3"
"Neither","2006","35-65 y.","West Germany","","","","","3"
"Neither","2006","16-34 y.","West Germany","","","","","3"
"Neither","2006","66 and older","East Germany","","","","","3"
"Neither","2006","35-65 y.","East Germany","","","","","3"
"Neither","2006","66 and older","West Germany","","","","","3"
"Private health insurance","2006","35-65 y.","West Germany","1915","0.153556542108893","0.146309521734131","0.160803562483655","2"
"Private health insurance","2006","35-65 y.","East Germany","286","0.0846272149869266","0.0744035083308379","0.0948509216430152","2"
"Private health insurance","2006","16-34 y.","East Germany","83","0.0517685084861275","0.0396166513261313","0.0639203656461238","2"
"Private health insurance","2006","66 and older","East Germany","2","","","","2"
"Private health insurance","2006","66 and older","West Germany","440","0.102818302014862","0.0924978883020555","0.113138715727669","2"
"Private health insurance","2006","16-34 y.","West Germany","430","0.0889259870219835","0.0798890804286131","0.0979628936153539","2"
"Public health insurance","2006","16-34 y.","East Germany","1194","0.948231491513872","0.936079634353876","0.960383348673869","1"
"Public health insurance","2006","35-65 y.","West Germany","7592","0.846443457891107","0.839196437516345","0.853690478265869","1"
"Public health insurance","2006","35-65 y.","East Germany","2561","0.915372785013073","0.905149078356985","0.925596491669162","1"
"Public health insurance","2006","66 and older","West Germany","2887","0.897181697985137","0.886861284272331","0.907502111697944","1"
"Public health insurance","2006","66 and older","East Germany","1133","0.997610076569335","0.994769394909418","1.00045075822925","1"
"Public health insurance","2006","16-34 y.","West Germany","3381","0.911074012978017","0.902037106384646","0.920110919571387","1"
"Neither","2007","16-34 y.","West Germany","","","","","3"
"Neither","2007","16-34 y.","East Germany","","","","","3"
"Neither","2007","35-65 y.","West Germany","","","","","3"
"Neither","2007","66 and older","East Germany","","","","","3"
"Neither","2007","35-65 y.","East Germany","","","","","3"
"Neither","2007","66 and older","West Germany","","","","","3"
"Private health insurance","2007","16-34 y.","East Germany","84","0.0608585376924867","0.0473881011700635","0.0743289742149099","2"
"Private health insurance","2007","35-65 y.","West Germany","1718","0.150035980170355","0.142550994084248","0.157520966256463","2"
"Private health insurance","2007","35-65 y.","East Germany","277","0.0905561185421541","0.0796195241605169","0.101492712923791","2"
"Private health insurance","2007","66 and older","East Germany","5","","","","2"
"Private health insurance","2007","66 and older","West Germany","449","0.105269133901687","0.0946852866200364","0.115852981183337","2"
"Private health insurance","2007","16-34 y.","West Germany","402","0.0938362729429904","0.0840988913495225","0.103573654536458","2"
"Public health insurance","2007","16-34 y.","East Germany","1126","0.939141462307513","0.92567102578509","0.952611898829937","1"
"Public health insurance","2007","35-65 y.","West Germany","7026","0.849964019829645","0.842479033743537","0.857449005915752","1"
"Public health insurance","2007","35-65 y.","East Germany","2368","0.909443881457846","0.898507287076209","0.920380475839483","1"
"Public health insurance","2007","66 and older","West Germany","2781","0.894730866098313","0.884147018816663","0.905314713379964","1"
"Public health insurance","2007","66 and older","East Germany","1124","0.996773710901482","0.993465820986171","1.00008160081679","1"
"Public health insurance","2007","16-34 y.","West Germany","3043","0.90616372705701","0.896426345463542","0.915901108650477","1"
"Neither","2008","66 and older","East Germany","","","","","3"
"Neither","2008","16-34 y.","West Germany","","","","","3"
"Neither","2008","16-34 y.","East Germany","","","","","3"
"Neither","2008","35-65 y.","West Germany","","","","","3"
"Neither","2008","35-65 y.","East Germany","","","","","3"
"Neither","2008","66 and older","West Germany","","","","","3"
"Private health insurance","2008","66 and older","East Germany","8","","","","2"
"Private health insurance","2008","16-34 y.","East Germany","71","0.0478818507604938","0.0354765343407138","0.0602871671802739","2"
"Private health insurance","2008","35-65 y.","West Germany","1593","0.14992150134407","0.142175258613991","0.157667744074149","2"
"Private health insurance","2008","35-65 y.","East Germany","266","0.0918536070778073","0.0805569284581505","0.103150285697464","2"
"Private health insurance","2008","66 and older","West Germany","482","0.110493890803118","0.0996621397002697","0.121325641905966","2"
"Private health insurance","2008","16-34 y.","West Germany","353","0.0831496210356978","0.0736217629244504","0.0926774791469452","2"
"Public health insurance","2008","16-34 y.","East Germany","1067","0.952118149239506","0.939712832819726","0.964523465659286","1"
"Public health insurance","2008","35-65 y.","West Germany","6566","0.85007849865593","0.842332255925851","0.857824741386009","1"
"Public health insurance","2008","35-65 y.","East Germany","2245","0.908146392922193","0.896849714302536","0.919443071541849","1"
"Public health insurance","2008","66 and older","West Germany","2736","0.889506109196882","0.878674358094034","0.90033786029973","1"
"Public health insurance","2008","66 and older","East Germany","1126","0.99538981093547","0.99144707648794","0.999332545383001","1"
"Public health insurance","2008","16-34 y.","West Germany","2873","0.916850378964302","0.907322520853055","0.92637823707555","1"
"Neither","2009","66 and older","East Germany","","","","","3"
"Neither","2009","16-34 y.","West Germany","","","","","3"
"Neither","2009","16-34 y.","East Germany","","","","","3"
"Neither","2009","35-65 y.","West Germany","","","","","3"
"Neither","2009","35-65 y.","East Germany","","","","","3"
"Neither","2009","66 and older","West Germany","","","","","3"
"Private health insurance","2009","66 and older","East Germany","12","","","","2"
"Private health insurance","2009","16-34 y.","East Germany","72","0.0710483643453928","0.0554421948197548","0.0866545338710308","2"
"Private health insurance","2009","35-65 y.","West Germany","1463","0.155850811248923","0.147639237271322","0.164062385226524","2"
"Private health insurance","2009","35-65 y.","East Germany","253","0.096165462931363","0.0843532634872904","0.107977662375436","2"
"Private health insurance","2009","66 and older","West Germany","498","0.114799390627729","0.103557747859496","0.126041033395963","2"
"Private health insurance","2009","16-34 y.","West Germany","324","0.0870830683010714","0.0769204662192298","0.0972456703829129","2"
"Public health insurance","2009","16-34 y.","East Germany","969","0.928951635654607","0.913345466128969","0.944557805180245","1"
"Public health insurance","2009","35-65 y.","West Germany","6032","0.844149188751077","0.835937614773476","0.852360762728678","1"
"Public health insurance","2009","35-65 y.","East Germany","2140","0.903834537068637","0.892022337624564","0.91564673651271","1"
"Public health insurance","2009","66 and older","West Germany","2591","0.885200609372271","0.873958966604037","0.896442252140504","1"
"Public health insurance","2009","66 and older","East Germany","1116","0.995823610704343","0.99206016861433","0.999587052794356","1"
"Public health insurance","2009","16-34 y.","West Germany","2633","0.912916931698929","0.902754329617087","0.92307953378077","1"
"Neither","2010","66 and older","East Germany","","","","","3"
"Neither","2010","16-34 y.","West Germany","","","","","3"
"Neither","2010","16-34 y.","East Germany","","","","","3"
"Neither","2010","35-65 y.","West Germany","","","","","3"
"Neither","2010","35-65 y.","East Germany","","","","","3"
"Neither","2010","66 and older","West Germany","","","","","3"
"Private health insurance","2010","66 and older","East Germany","16","","","","2"
"Private health insurance","2010","16-34 y.","East Germany","96","0.0559347215512792","0.044472568694761","0.0673968744077974","2"
"Private health insurance","2010","35-65 y.","West Germany","1868","0.15677528809769","0.149826112772612","0.163724463422769","2"
"Private health insurance","2010","35-65 y.","East Germany","303","0.103972192117936","0.0928112816994785","0.115133102536393","2"
"Private health insurance","2010","66 and older","West Germany","517","0.113327509275265","0.10198994625413","0.1246650722964","2"
"Private health insurance","2010","16-34 y.","West Germany","432","0.092056605462706","0.0840654915516452","0.100047719373767","2"
"Public health insurance","2010","16-34 y.","East Germany","1448","0.944065278448721","0.932603125592203","0.955527431305239","1"
"Public health insurance","2010","35-65 y.","West Germany","8648","0.84322471190231","0.836275536577231","0.850173887227388","1"
"Public health insurance","2010","35-65 y.","East Germany","2570","0.896027807882064","0.884866897463607","0.907188718300522","1"
"Public health insurance","2010","66 and older","West Germany","2486","0.886672490724735","0.8753349277036","0.89801005374587","1"
"Public health insurance","2010","66 and older","East Germany","1055","0.991092554369546","0.985465423022844","0.996719685716248","1"
"Public health insurance","2010","16-34 y.","West Germany","4596","0.907943394537294","0.899952280626233","0.915934508448355","1"
"Neither","2011","66 and older","East Germany","","","","","3"
"Neither","2011","16-34 y.","West Germany","","","","","3"
"Neither","2011","16-34 y.","East Germany","","","","","3"
"Neither","2011","35-65 y.","West Germany","","","","","3"
"Neither","2011","35-65 y.","East Germany","","","","","3"
"Neither","2011","66 and older","West Germany","","","","","3"
"Private health insurance","2011","66 and older","East Germany","24","","","","2"
"Private health insurance","2011","16-34 y.","East Germany","93","0.0572969297367185","0.0458117745983246","0.0687820848751124","2"
"Private health insurance","2011","16-34 y.","West Germany","451","0.09150340289248","0.0836878343419931","0.0993189714429668","2"
"Private health insurance","2011","35-65 y.","West Germany","2165","0.156923845872432","0.1506580688161","0.163189622928765","2"
"Private health insurance","2011","35-65 y.","East Germany","365","0.100642725251445","0.0906296871961839","0.110655763306707","2"
"Private health insurance","2011","66 and older","West Germany","688","0.131455672292043","0.120872584254222","0.142038760329865","2"
"Public health insurance","2011","16-34 y.","East Germany","1480","0.942703070263281","0.931217915124888","0.954188225401675","1"
"Public health insurance","2011","35-65 y.","West Germany","10780","0.843076154127568","0.836810377071235","0.8493419311839","1"
"Public health insurance","2011","16-34 y.","West Germany","4777","0.90849659710752","0.900681028557033","0.916312165658007","1"
"Public health insurance","2011","35-65 y.","East Germany","3103","0.899357274748555","0.889344236693293","0.909370312803816","1"
"Public health insurance","2011","66 and older","West Germany","3228","0.868544327707957","0.857961239670135","0.879127415745778","1"
"Public health insurance","2011","66 and older","East Germany","1267","0.986877073221816","0.980669357041626","0.993084789402005","1"
"Neither","2012","66 and older","East Germany","","","","","3"
"Neither","2012","16-34 y.","West Germany","","","","","3"
"Neither","2012","16-34 y.","East Germany","","","","","3"
"Neither","2012","35-65 y.","West Germany","","","","","3"
"Neither","2012","35-65 y.","East Germany","","","","","3"
"Neither","2012","66 and older","West Germany","","","","","3"
"Private health insurance","2012","66 and older","East Germany","32","0.0166183487832666","0.00967986974747245","0.0235568278190607","2"
"Private health insurance","2012","16-34 y.","East Germany","75","0.0559221094107761","0.0439712371398464","0.0678729816817059","2"
"Private health insurance","2012","16-34 y.","West Germany","406","0.089853269324762","0.0818649425574842","0.0978415960920399","2"
"Private health insurance","2012","66 and older","West Germany","740","0.143082827851042","0.132168601939457","0.153997053762626","2"
"Private health insurance","2012","35-65 y.","West Germany","2058","0.151941846555031","0.145680266829056","0.158203426281007","2"
"Private health insurance","2012","35-65 y.","East Germany","361","0.100154383458414","0.0901701510222057","0.110138615894623","2"
"Public health insurance","2012","16-34 y.","East Germany","1345","0.944077890589224","0.932127018318294","0.956028762860154","1"
"Public health insurance","2012","35-65 y.","West Germany","10567","0.848058153444969","0.841796573718993","0.854319733170944","1"
"Public health insurance","2012","16-34 y.","West Germany","4517","0.910146730675238","0.90215840390796","0.918135057442516","1"
"Public health insurance","2012","66 and older","East Germany","1272","0.983381651216733","0.976443172180939","0.990320130252528","1"
"Public health insurance","2012","35-65 y.","East Germany","3112","0.899845616541586","0.889861384105377","0.909829848977794","1"
"Public health insurance","2012","66 and older","West Germany","3214","0.856917172148958","0.846002946237374","0.867831398060543","1"
"Neither","2013","16-34 y.","West Germany","","","","","3"
"Neither","2013","16-34 y.","East Germany","","","","","3"
"Neither","2013","66 and older","West Germany","","","","","3"
"Neither","2013","66 and older","East Germany","","","","","3"
"Neither","2013","35-65 y.","West Germany","","","","","3"
"Neither","2013","35-65 y.","East Germany","","","","","3"
"Private health insurance","2013","16-34 y.","East Germany","57","0.0479394453840647","0.0365600929710135","0.0593187977971158","2"
"Private health insurance","2013","35-65 y.","West Germany","1982","0.150279552419123","0.144403510547298","0.156155594290948","2"
"Private health insurance","2013","66 and older","East Germany","32","0.0157779154082374","0.00888624283278802","0.0226695879836867","2"
"Private health insurance","2013","16-34 y.","West Germany","430","0.0883326936289678","0.0814392453078055","0.0952261419501301","2"
"Private health insurance","2013","35-65 y.","East Germany","352","0.0914971198980482","0.0819847412820391","0.101009498514057","2"
"Private health insurance","2013","66 and older","West Germany","731","0.153196404534526","0.141825163406791","0.164567645662262","2"
"Public health insurance","2013","16-34 y.","East Germany","1297","0.952060554615935","0.940681202202884","0.963439907028987","1"
"Public health insurance","2013","35-65 y.","West Germany","12225","0.849720447580877","0.843844405709052","0.855596489452702","1"
"Public health insurance","2013","35-65 y.","East Germany","3177","0.908502880101952","0.898990501485943","0.918015258717961","1"
"Public health insurance","2013","66 and older","West Germany","3123","0.846803595465473","0.835432354337738","0.858174836593209","1"
"Public health insurance","2013","66 and older","East Germany","1224","0.984222084591763","0.977330412016313","0.991113757167212","1"
"Public health insurance","2013","16-34 y.","West Germany","6080","0.911667306371032","0.90477385804987","0.918560754692194","1"
"Neither","2014","16-34 y.","West Germany","","","","","3"
"Neither","2014","16-34 y.","East Germany","","","","","3"
"Neither","2014","66 and older","West Germany","","","","","3"
"Neither","2014","66 and older","East Germany","","","","","3"
"Neither","2014","35-65 y.","West Germany","","","","","3"
"Neither","2014","35-65 y.","East Germany","","","","","3"
"Private health insurance","2014","16-34 y.","East Germany","49","0.0332658169505666","0.0230381688604391","0.0434934650406941","2"
"Private health insurance","2014","16-34 y.","West Germany","364","0.0826349759940844","0.0752785031422025","0.0899914488459663","2"
"Private health insurance","2014","35-65 y.","West Germany","1746","0.148474215985001","0.142213061978737","0.154735369991265","2"
"Private health insurance","2014","66 and older","East Germany","29","","","","2"
"Private health insurance","2014","35-65 y.","East Germany","313","0.0890982095362463","0.0792106047820243","0.0989858142904683","2"
"Private health insurance","2014","66 and older","West Germany","728","0.159657133001635","0.147961733373019","0.171352532630251","2"
"Public health insurance","2014","16-34 y.","East Germany","1132","0.966734183049433","0.956506534959306","0.976961831139561","1"
"Public health insurance","2014","35-65 y.","West Germany","10643","0.851525784014999","0.845264630008735","0.857786938021263","1"
"Public health insurance","2014","35-65 y.","East Germany","2876","0.910901790463754","0.901014185709532","0.920789395217976","1"
"Public health insurance","2014","66 and older","West Germany","3040","0.840342866998365","0.828647467369749","0.852038266626981","1"
"Public health insurance","2014","66 and older","East Germany","1208","0.985023860044924","0.978255451556947","0.991792268532901","1"
"Public health insurance","2014","16-34 y.","West Germany","5017","0.917365024005916","0.910008551154034","0.924721496857797","1"
"Neither","2015","16-34 y.","West Germany","","","","","3"
"Neither","2015","16-34 y.","East Germany","","","","","3"
"Neither","2015","66 and older","West Germany","","","","","3"
"Neither","2015","66 and older","East Germany","","","","","3"
"Neither","2015","35-65 y.","West Germany","","","","","3"
"Neither","2015","35-65 y.","East Germany","","","","","3"
"Private health insurance","2015","16-34 y.","East Germany","47","0.045727007570628","0.0335849981408978","0.0578690170003582","2"
"Private health insurance","2015","66 and older","East Germany","37","0.0195043121920158","0.0118041370797875","0.027204487304244","2"
"Private health insurance","2015","16-34 y.","West Germany","373","0.0864972646503471","0.0791085854963187","0.0938859438043755","2"
"Private health insurance","2015","35-65 y.","West Germany","1632","0.1452192881735","0.138958463485909","0.151480112861092","2"
"Private health insurance","2015","66 and older","West Germany","749","0.170224743730429","0.158157217532768","0.18229226992809","2"
"Private health insurance","2015","35-65 y.","East Germany","295","0.0872105884937414","0.0772220313867091","0.0971991456007736","2"
"Public health insurance","2015","16-34 y.","East Germany","1090","0.954272992429372","0.942130982999642","0.966415001859102","1"
"Public health insurance","2015","35-65 y.","West Germany","10533","0.8547807118265","0.848519887138908","0.861041536514091","1"
"Public health insurance","2015","35-65 y.","East Germany","2770","0.912789411506259","0.902800854399227","0.922777968613291","1"
"Public health insurance","2015","66 and older","West Germany","2977","0.829775256269571","0.817707730071911","0.841842782467232","1"
"Public health insurance","2015","66 and older","East Germany","1202","0.980495687807984","0.972795512695756","0.988195862920213","1"
"Public health insurance","2015","16-34 y.","West Germany","5187","0.913502735349653","0.906114056195624","0.920891414503681","1"
"Neither","2016","16-34 y.","West Germany","","","","","3"
"Neither","2016","16-34 y.","East Germany","","","","","3"
"Neither","2016","66 and older","West Germany","","","","","3"
"Neither","2016","66 and older","East Germany","","","","","3"
"Neither","2016","35-65 y.","West Germany","","","","","3"
"Neither","2016","35-65 y.","East Germany","","","","","3"
"Private health insurance","2016","16-34 y.","East Germany","35","0.048454922696001","0.0349974874254089","0.0619123579665932","2"
"Private health insurance","2016","66 and older","East Germany","44","0.0232526157593934","0.0146828903466665","0.0318223411721202","2"
"Private health insurance","2016","16-34 y.","West Germany","327","0.0848489546266061","0.0768730929644044","0.0928248162888078","2"
"Private health insurance","2016","35-65 y.","West Germany","1450","0.139320912010715","0.13286414100495","0.145777683016481","2"
"Private health insurance","2016","66 and older","West Germany","748","0.168359488644124","0.156119317672162","0.180599659616085","2"
"Private health insurance","2016","35-65 y.","East Germany","282","0.0865430056228573","0.0763045634140816","0.096781447831633","2"
"Public health insurance","2016","16-34 y.","East Germany","943","0.951545077303999","0.938087642033407","0.965002512574591","1"
