"ple0097","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","2000","Couple + C. LE 16 ","direct migration background","32","0.0429480044529496","0.0300012204977694","0.0558947884081299","2"
"Private health insurance","2000","Couple + C. GT 16 ","no migration background","380","0.122855028751514","0.111407666244972","0.134302391258056","2"
"Public health insurance","2000","1-pers.-HH","no migration background","2623","0.88283101759957","0.871291336628463","0.894370698570676","1"
"Public health insurance","2000","1-pers.-HH","direct migration background","275","0.929476493765276","0.900210681700132","0.958742305830421","1"
"Public health insurance","2000","1-pers.-HH","indirect migration background","81","0.893792143213884","0.830138476594842","0.957445809832925","1"
"Public health insurance","2000","(Married) couple without C. ","no migration background","5841","0.879736294398534","0.87191679776349","0.887555791033579","1"
"Public health insurance","2000","(Married) couple without C. ","direct migration background","757","0.908346911799226","0.888586064436886","0.928107759161566","1"
"Public health insurance","2000","(Married) couple without C. ","indirect migration background","107","0.902194895790605","0.848598198294087","0.955791593287123","1"
"Public health insurance","2000","Single parent ","no migration background","896","0.910037386935395","0.892114110905717","0.927960662965073","1"
"Public health insurance","2000","Single parent ","direct migration background","149","0.959886411834319","0.928994988463441","0.990777835205196","1"
"Public health insurance","2000","Single parent ","indirect migration background","70","1","1","1","1"
"Public health insurance","2000","Couple + C. LE 16 ","no migration background","3595","0.850043354969656","0.839201793056762","0.86088491688255","1"
"Public health insurance","2000","Couple + C. LE 16 ","direct migration background","906","0.950850284634814","0.937045195547315","0.964655373722314","1"
"Public health insurance","2000","Couple + C. LE 16 ","indirect migration background","139","0.942601598311844","0.905000250778502","0.980202945845186","1"
"Public health insurance","2000","Couple + C. GT 16 ","no migration background","2759","0.872099238012116","0.860452808634865","0.883745667389366","1"
"Public health insurance","2000","Couple + C. GT 16 ","direct migration background","540","0.942313866403975","0.922986365878625","0.961641366929325","1"
"Public health insurance","2000","Couple + C. GT 16 ","indirect migration background","229","0.922497188651684","0.888878078966116","0.956116298337252","1"
"Public health insurance","2000","Couple + C. LE and GT 16","no migration background","1248","0.86029770403175","0.842379486622475","0.878215921441025","1"
"Public health insurance","2000","Couple + C. LE and GT 16","direct migration background","372","0.979205883674442","0.964839888117748","0.993571879231135","1"
"Public health insurance","2000","Couple + C. LE and GT 16","indirect migration background","127","0.980555794502834","0.956819786964389","1.00429180204128","1"
"Neither","2001","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"Neither","2001","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Neither","2001","Couple + C. LE and GT 16","no migration background","11","","","","3"
"Neither","2001","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Neither","2001","1-pers.-HH","no migration background","18","","","","3"
"Neither","2001","1-pers.-HH","direct migration background","3","","","","3"
"Neither","2001","1-pers.-HH","indirect migration background","3","","","","3"
"Neither","2001","(Married) couple without C. ","no migration background","37","0.00627490972073665","0.00428446148254689","0.00826535795892641","3"
"Neither","2001","(Married) couple without C. ","direct migration background","4","","","","3"
"Neither","2001","(Married) couple without C. ","indirect migration background","","","","","3"
"Neither","2001","Single parent ","no migration background","3","","","","3"
"Neither","2001","Single parent ","direct migration background","1","","","","3"
"Neither","2001","Single parent ","indirect migration background","","","","","3"
"Neither","2001","Couple + C. LE 16 ","no migration background","18","","","","3"
"Neither","2001","Couple + C. LE 16 ","direct migration background","4","","","","3"
"Neither","2001","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Neither","2001","Couple + C. GT 16 ","no migration background","17","","","","3"
"Neither","2001","Couple + C. GT 16 ","direct migration background","1","","","","3"
"Private health insurance","2001","1-pers.-HH","direct migration background","13","","","","2"
"Private health insurance","2001","1-pers.-HH","indirect migration background","8","","","","2"
"Private health insurance","2001","(Married) couple without C. ","no migration background","720","0.118556153007447","0.11040773323146","0.126704572783433","2"
"Private health insurance","2001","(Married) couple without C. ","direct migration background","37","0.0648006067256421","0.047321781103651","0.0822794323476333","2"
"Private health insurance","2001","(Married) couple without C. ","indirect migration background","9","","","","2"
"Private health insurance","2001","Single parent ","no migration background","75","0.0948590604238043","0.0759246541747392","0.113793466672869","2"
"Private health insurance","2001","Single parent ","direct migration background","8","","","","2"
"Private health insurance","2001","Single parent ","indirect migration background","2","","","","2"
"Private health insurance","2001","Couple + C. LE 16 ","no migration background","495","0.146041637844781","0.1347717668634","0.157311508826162","2"
"Private health insurance","2001","Couple + C. GT 16 ","indirect migration background","13","","","","2"
"Private health insurance","2001","Couple + C. LE and GT 16","no migration background","137","0.108437569785928","0.0917646895871825","0.125110449984673","2"
"Private health insurance","2001","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"Private health insurance","2001","Couple + C. LE and GT 16","indirect migration background","3","","","","2"
"Private health insurance","2001","1-pers.-HH","no migration background","308","0.116595331948036","0.10444236936672","0.128748294529351","2"
"Private health insurance","2001","Couple + C. GT 16 ","direct migration background","18","","","","2"
"Private health insurance","2001","Couple + C. GT 16 ","no migration background","372","0.124945381326139","0.113027471012636","0.136863291639642","2"
"Private health insurance","2001","Couple + C. LE 16 ","indirect migration background","6","","","","2"
"Private health insurance","2001","Couple + C. LE 16 ","direct migration background","48","0.0696539333151586","0.0523772587953162","0.0869306078350009","2"
"Public health insurance","2001","1-pers.-HH","no migration background","2353","0.875699133997622","0.863205859808478","0.888192408186766","1"
"Public health insurance","2001","1-pers.-HH","direct migration background","227","0.927678998440121","0.895112127536498","0.960245869343744","1"
"Public health insurance","2001","1-pers.-HH","indirect migration background","87","0.87508712029568","0.809628882512098","0.940545358079262","1"
"Public health insurance","2001","(Married) couple without C. ","no migration background","5289","0.875168937271817","0.866837473679287","0.883500400864347","1"
"Public health insurance","2001","(Married) couple without C. ","direct migration background","721","0.928571740413734","0.910285965451474","0.946857515375995","1"
"Public health insurance","2001","(Married) couple without C. ","indirect migration background","100","0.912588249371784","0.859566117280217","0.965610381463351","1"
"Public health insurance","2001","Single parent ","no migration background","842","0.901976976684478","0.882763057925652","0.921190895443304","1"
"Public health insurance","2001","Single parent ","direct migration background","141","0.932527991567871","0.892386341666441","0.9726696414693","1"
"Public health insurance","2001","Single parent ","indirect migration background","56","0.972220017258465","0.929925666825572","1.01451436769136","1"
"Public health insurance","2001","Couple + C. LE 16 ","no migration background","3259","0.848674246128219","0.837237850161254","0.860110642095184","1"
"Public health insurance","2001","Couple + C. LE 16 ","direct migration background","782","0.927253066279792","0.909626344443567","0.944879788116016","1"
"Public health insurance","2001","Couple + C. LE 16 ","indirect migration background","157","0.959703292981226","0.929513678984574","0.989892906977877","1"
"Public health insurance","2001","Couple + C. GT 16 ","no migration background","2568","0.868395509410522","0.856210760967957","0.880580257853087","1"
"Public health insurance","2001","Couple + C. GT 16 ","direct migration background","460","0.931763449619645","0.909182526028011","0.954344373211279","1"
"Public health insurance","2001","Couple + C. GT 16 ","indirect migration background","198","0.90377313028748","0.864169392071332","0.943376868503629","1"
"Public health insurance","2001","Couple + C. LE and GT 16","no migration background","1188","0.881161833103817","0.863809787801035","0.898513878406599","1"
"Public health insurance","2001","Couple + C. LE and GT 16","direct migration background","302","0.972434064096097","0.954149307409653","0.990718820782541","1"
"Public health insurance","2001","Couple + C. LE and GT 16","indirect migration background","103","0.953637551203067","0.913796475347468","0.993478627058667","1"
"Neither","2002","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Neither","2002","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"Neither","2002","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Neither","2002","Couple + C. LE and GT 16","no migration background","7","","","","3"
"Neither","2002","1-pers.-HH","no migration background","19","","","","3"
"Neither","2002","1-pers.-HH","direct migration background","2","","","","3"
"Neither","2002","1-pers.-HH","indirect migration background","3","","","","3"
"Neither","2002","(Married) couple without C. ","no migration background","40","0.00423395516373978","0.00266722675185847","0.00580068357562108","3"
"Neither","2002","(Married) couple without C. ","direct migration background","3","","","","3"
"Neither","2002","(Married) couple without C. ","indirect migration background","","","","","3"
"Neither","2002","Single parent ","no migration background","4","","","","3"
"Neither","2002","Single parent ","direct migration background","1","","","","3"
"Neither","2002","Single parent ","indirect migration background","1","","","","3"
"Neither","2002","Couple + C. LE 16 ","no migration background","13","","","","3"
"Neither","2002","Couple + C. LE 16 ","direct migration background","","","","","3"
"Neither","2002","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Neither","2002","Couple + C. GT 16 ","no migration background","20","","","","3"
"Neither","2002","Couple + C. GT 16 ","direct migration background","","","","","3"
"Private health insurance","2002","Single parent ","no migration background","85","0.0774495588826431","0.0603616586819844","0.0945374590833018","2"
"Private health insurance","2002","Single parent ","indirect migration background","3","","","","2"
"Private health insurance","2002","(Married) couple without C. ","indirect migration background","12","","","","2"
"Private health insurance","2002","Single parent ","direct migration background","8","","","","2"
"Private health insurance","2002","1-pers.-HH","direct migration background","13","","","","2"
"Private health insurance","2002","1-pers.-HH","indirect migration background","4","","","","2"
"Private health insurance","2002","(Married) couple without C. ","no migration background","1079","0.118511570133245","0.110712719196046","0.126310421070444","2"
"Private health insurance","2002","(Married) couple without C. ","direct migration background","61","0.0671828166441615","0.0496594546617015","0.0847061786266215","2"
"Private health insurance","2002","Couple + C. LE 16 ","no migration background","698","0.137791527178485","0.126892523210702","0.148690531146267","2"
"Private health insurance","2002","Couple + C. GT 16 ","indirect migration background","17","","","","2"
"Private health insurance","2002","Couple + C. LE and GT 16","no migration background","252","0.123591672443589","0.107046391370832","0.140136953516346","2"
"Private health insurance","2002","Couple + C. LE and GT 16","direct migration background","21","","","","2"
"Private health insurance","2002","Couple + C. LE and GT 16","indirect migration background","10","","","","2"
"Private health insurance","2002","1-pers.-HH","no migration background","328","0.113682532995754","0.101682706027698","0.125682359963809","2"
"Private health insurance","2002","Couple + C. GT 16 ","direct migration background","20","","","","2"
"Private health insurance","2002","Couple + C. LE 16 ","direct migration background","46","0.0457185384537666","0.0307698919538043","0.0606671849537289","2"
"Private health insurance","2002","Couple + C. GT 16 ","no migration background","556","0.121997381705809","0.110934394835251","0.133060368576367","2"
"Private health insurance","2002","Couple + C. LE 16 ","indirect migration background","12","","","","2"
"Public health insurance","2002","(Married) couple without C. ","indirect migration background","89","0.897363175698866","0.838176611597646","0.956549739800086","1"
"Public health insurance","2002","Single parent ","no migration background","851","0.917734076001682","0.900168896874433","0.93529925512893","1"
"Public health insurance","2002","Single parent ","direct migration background","133","0.952963148323683","0.918140556298164","0.987785740349202","1"
"Public health insurance","2002","Single parent ","indirect migration background","51","0.964363148880587","0.915369846854474","1.0133564509067","1"
"Public health insurance","2002","Couple + C. LE 16 ","no migration background","3131","0.859032425562107","0.848028850688277","0.870036000435936","1"
"Public health insurance","2002","Couple + C. LE 16 ","direct migration background","704","0.954281461546233","0.939332815046271","0.969230108046196","1"
"Public health insurance","2002","Couple + C. LE 16 ","indirect migration background","157","0.936628405104365","0.899897154127498","0.973359656081231","1"
"Public health insurance","2002","Couple + C. GT 16 ","no migration background","2786","0.874129551755749","0.862917140280167","0.885341963231332","1"
"Public health insurance","2002","1-pers.-HH","no migration background","2341","0.880210695409525","0.867935291208125","0.892486099610924","1"
"Public health insurance","2002","1-pers.-HH","direct migration background","226","0.957056498894699","0.931461384055617","0.982651613733782","1"
"Public health insurance","2002","1-pers.-HH","indirect migration background","87","0.916825139346408","0.861000816754777","0.972649461938039","1"
"Public health insurance","2002","(Married) couple without C. ","no migration background","5479","0.877254474703015","0.869336619308052","0.885172330097979","1"
"Public health insurance","2002","(Married) couple without C. ","direct migration background","720","0.92793027125195","0.909828370695523","0.946032171808378","1"
"Public health insurance","2002","Couple + C. GT 16 ","direct migration background","428","0.955112498119771","0.935939101055757","0.974285895183784","1"
"Public health insurance","2002","Couple + C. GT 16 ","indirect migration background","186","0.943332158070928","0.911526767812062","0.975137548329794","1"
"Public health insurance","2002","Couple + C. LE and GT 16","no migration background","1261","0.870690715387743","0.853822345785538","0.887559084989948","1"
"Public health insurance","2002","Couple + C. LE and GT 16","direct migration background","280","0.944854584903187","0.919110241963193","0.970598927843181","1"
"Public health insurance","2002","Couple + C. LE and GT 16","indirect migration background","118","0.926272953523425","0.881177148343285","0.971368758703565","1"
"Neither","2003","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Neither","2003","Couple + C. LE and GT 16","direct migration background","4","","","","3"
"Neither","2003","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Neither","2003","Couple + C. LE and GT 16","no migration background","4","","","","3"
"Neither","2003","1-pers.-HH","no migration background","21","","","","3"
"Neither","2003","1-pers.-HH","direct migration background","2","","","","3"
"Neither","2003","1-pers.-HH","indirect migration background","2","","","","3"
"Neither","2003","(Married) couple without C. ","no migration background","39","0.00448624583350318","0.00285709016636877","0.00611540150063759","3"
"Neither","2003","(Married) couple without C. ","direct migration background","3","","","","3"
"Neither","2003","(Married) couple without C. ","indirect migration background","","","","","3"
"Neither","2003","Single parent ","no migration background","5","","","","3"
"Neither","2003","Single parent ","direct migration background","","","","","3"
"Neither","2003","Single parent ","indirect migration background","","","","","3"
"Neither","2003","Couple + C. LE 16 ","no migration background","19","","","","3"
"Neither","2003","Couple + C. LE 16 ","direct migration background","2","","","","3"
"Neither","2003","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Neither","2003","Couple + C. GT 16 ","no migration background","20","","","","3"
"Neither","2003","Couple + C. GT 16 ","direct migration background","2","","","","3"
"Private health insurance","2003","(Married) couple without C. ","indirect migration background","9","","","","2"
"Private health insurance","2003","Single parent ","no migration background","81","0.0933867153982836","0.0745229414825315","0.112250489314036","2"
"Private health insurance","2003","Single parent ","direct migration background","7","","","","2"
"Private health insurance","2003","Single parent ","indirect migration background","4","","","","2"
"Private health insurance","2003","1-pers.-HH","direct migration background","11","","","","2"
"Private health insurance","2003","1-pers.-HH","indirect migration background","8","","","","2"
"Private health insurance","2003","(Married) couple without C. ","no migration background","1015","0.115152065767026","0.107370489031068","0.122933642502983","2"
"Private health insurance","2003","(Married) couple without C. ","direct migration background","50","0.0568537848562997","0.0402034532177602","0.0735041164948392","2"
"Private health insurance","2003","Couple + C. LE 16 ","no migration background","640","0.139924230076497","0.128491620291605","0.15135683986139","2"
"Private health insurance","2003","Couple + C. GT 16 ","indirect migration background","11","","","","2"
"Private health insurance","2003","Couple + C. LE and GT 16","no migration background","224","0.11070058895825","0.0943639717129967","0.127037206203503","2"
"Private health insurance","2003","Couple + C. LE and GT 16","direct migration background","16","","","","2"
"Private health insurance","2003","Couple + C. LE and GT 16","indirect migration background","11","","","","2"
"Private health insurance","2003","1-pers.-HH","no migration background","350","0.118904799090235","0.106627479249775","0.131182118930694","2"
"Private health insurance","2003","Couple + C. GT 16 ","direct migration background","18","","","","2"
"Private health insurance","2003","Couple + C. GT 16 ","no migration background","555","0.122603946659471","0.111470865968311","0.133737027350631","2"
"Private health insurance","2003","Couple + C. LE 16 ","direct migration background","39","0.0511305774369912","0.0345017465242822","0.0677594083497002","2"
"Private health insurance","2003","Couple + C. LE 16 ","indirect migration background","14","","","","2"
"Public health insurance","2003","(Married) couple without C. ","indirect migration background","113","0.960104204449498","0.925375312562368","0.994833096336628","1"
"Public health insurance","2003","Single parent ","no migration background","828","0.900186721474535","0.880753918170541","0.919619524778529","1"
"Public health insurance","2003","Single parent ","direct migration background","136","0.957052295569187","0.92382324866691","0.990281342471463","1"
"Public health insurance","2003","Single parent ","indirect migration background","60","0.966300379029694","0.922089750712297","1.01051100734709","1"
"Public health insurance","2003","Couple + C. LE 16 ","no migration background","2878","0.854022377025687","0.84238625331154","0.865658500739833","1"
"Public health insurance","2003","Couple + C. LE 16 ","direct migration background","633","0.947158396680544","0.930268871401327","0.964047921959761","1"
"Public health insurance","2003","Couple + C. LE 16 ","indirect migration background","162","0.934439276088432","0.89787228975687","0.971006262419994","1"
"Public health insurance","2003","Couple + C. GT 16 ","no migration background","2759","0.873655135748696","0.862377602739197","0.884932668758196","1"
"Public health insurance","2003","1-pers.-HH","no migration background","2299","0.872840226954601","0.860203496871863","0.88547695703734","1"
"Public health insurance","2003","1-pers.-HH","direct migration background","223","0.954704312045271","0.928173230059275","0.981235394031266","1"
"Public health insurance","2003","1-pers.-HH","indirect migration background","74","0.871576179738305","0.800030417222992","0.943121942253617","1"
"Public health insurance","2003","(Married) couple without C. ","no migration background","5410","0.880361688399471","0.872450110253131","0.888273266545811","1"
"Public health insurance","2003","(Married) couple without C. ","direct migration background","690","0.937725627282011","0.920349769332232","0.95510148523179","1"
"Public health insurance","2003","Couple + C. GT 16 ","direct migration background","412","0.954079038101698","0.934341004545408","0.973817071657989","1"
"Public health insurance","2003","Couple + C. GT 16 ","indirect migration background","175","0.945159348850145","0.912615194952959","0.977703502747331","1"
"Public health insurance","2003","Couple + C. LE and GT 16","no migration background","1189","0.88600221950937","0.869454857477867","0.902549581540872","1"
"Public health insurance","2003","Couple + C. LE and GT 16","direct migration background","276","0.950404563838427","0.925671532428187","0.975137595248667","1"
"Public health insurance","2003","Couple + C. LE and GT 16","indirect migration background","114","0.908497927113576","0.858353385315539","0.958642468911613","1"
"Neither","2004","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Neither","2004","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Neither","2004","Couple + C. LE and GT 16","no migration background","","","","","3"
"Neither","2004","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Neither","2004","1-pers.-HH","no migration background","","","","","3"
"Neither","2004","1-pers.-HH","direct migration background","","","","","3"
"Neither","2004","1-pers.-HH","indirect migration background","","","","","3"
"Neither","2004","(Married) couple without C. ","no migration background","","","","","3"
"Neither","2004","(Married) couple without C. ","direct migration background","","","","","3"
"Neither","2004","(Married) couple without C. ","indirect migration background","","","","","3"
"Neither","2004","Single parent ","no migration background","","","","","3"
"Neither","2004","Single parent ","direct migration background","","","","","3"
"Neither","2004","Single parent ","indirect migration background","","","","","3"
"Neither","2004","Couple + C. LE 16 ","no migration background","","","","","3"
"Neither","2004","Couple + C. LE 16 ","direct migration background","","","","","3"
"Neither","2004","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Neither","2004","Couple + C. GT 16 ","no migration background","","","","","3"
"Neither","2004","Couple + C. GT 16 ","direct migration background","","","","","3"
"Private health insurance","2004","(Married) couple without C. ","indirect migration background","11","","","","2"
"Private health insurance","2004","Single parent ","direct migration background","5","","","","2"
"Private health insurance","2004","Single parent ","no migration background","86","0.0739251245577628","0.0566672692832129","0.0911829798323128","2"
"Private health insurance","2004","(Married) couple without C. ","direct migration background","51","0.0626337529802647","0.0451285134774685","0.0801389924830609","2"
"Private health insurance","2004","Single parent ","indirect migration background","2","","","","2"
"Private health insurance","2004","1-pers.-HH","no migration background","335","0.11519651891571","0.102915374565615","0.127477663265806","2"
"Private health insurance","2004","1-pers.-HH","direct migration background","12","","","","2"
"Private health insurance","2004","1-pers.-HH","indirect migration background","8","","","","2"
"Private health insurance","2004","(Married) couple without C. ","no migration background","1034","0.119816085155276","0.111858080438557","0.127774089871996","2"
"Private health insurance","2004","Couple + C. LE 16 ","no migration background","587","0.144262416307282","0.132212420242123","0.156312412372441","2"
"Private health insurance","2004","Couple + C. GT 16 ","indirect migration background","16","","","","2"
"Private health insurance","2004","Couple + C. LE and GT 16","no migration background","217","0.104591399799375","0.0881569716507134","0.121025827948036","2"
"Private health insurance","2004","Couple + C. LE and GT 16","direct migration background","15","","","","2"
"Private health insurance","2004","Couple + C. LE and GT 16","indirect migration background","11","","","","2"
"Private health insurance","2004","Couple + C. GT 16 ","direct migration background","25","","","","2"
"Private health insurance","2004","Couple + C. LE 16 ","indirect migration background","10","","","","2"
"Private health insurance","2004","Couple + C. LE 16 ","direct migration background","35","0.05079392680283","0.0332390816286246","0.0683487719770353","2"
"Private health insurance","2004","Couple + C. GT 16 ","no migration background","538","0.120841015697042","0.109676249155895","0.132005782238188","2"
"Public health insurance","2004","(Married) couple without C. ","indirect migration background","100","0.945196137196535","0.902855912749848","0.987536361643222","1"
"Public health insurance","2004","Single parent ","no migration background","797","0.926074875442237","0.908817020167687","0.943332730716787","1"
"Public health insurance","2004","Single parent ","direct migration background","128","0.977213252666862","0.951852735074965","1.00257377025876","1"
"Public health insurance","2004","Single parent ","indirect migration background","73","0.984149241300692","0.955882680717718","1.01241580188367","1"
"Public health insurance","2004","Couple + C. LE 16 ","no migration background","2679","0.855737583692718","0.843687587627559","0.867787579757877","1"
