"ple0097","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","1999","no migration background","in school","186","0.740559212795461","0.684156093873376","0.796962331717546","1"
"Public health insurance","1999","no migration background","inadequately","69","0.993977391377493","0.975852323364101","1.01210245939088","1"
"Public health insurance","1999","no migration background","general elemantary","1575","0.95277572537303","0.94254081347319","0.96301063727287","1"
"Public health insurance","1999","no migration background","middle vocational","5442","0.905513460674212","0.898084925686958","0.912941995661466","1"
"Public health insurance","1999","no migration background","vocational + Abi","319","0.889241997274379","0.856732959268245","0.921751035280513","1"
"Public health insurance","1999","no migration background","higher vocational","639","0.815471572422821","0.787764754136137","0.843178390709504","1"
"Public health insurance","1999","no migration background","higher education","1349","0.717086355942049","0.696067383704423","0.738105328179675","1"
"Public health insurance","1999","direct migration background","in school","24","","","","1"
"Public health insurance","1999","direct migration background","inadequately","338","0.996191029373094","0.989653012656998","1.00272904608919","1"
"Public health insurance","1999","direct migration background","general elemantary","605","0.980390510079838","0.969432208937454","0.991348811222222","1"
"Public health insurance","1999","direct migration background","middle vocational","769","0.952457674382702","0.937637662425165","0.967277686340239","1"
"Public health insurance","1999","direct migration background","vocational + Abi","122","0.91815031751047","0.870844055835741","0.965456579185199","1"
"Public health insurance","1999","direct migration background","higher vocational","49","0.82438227383978","0.721944848703166","0.926819698976394","1"
"Public health insurance","1999","direct migration background","higher education","159","0.825511934747719","0.770221074707831","0.880802794787607","1"
"Public health insurance","1999","indirect migration background","in school","61","0.969450862511976","0.927288932670923","1.01161279235303","1"
"Public health insurance","1999","indirect migration background","inadequately","17","","","","1"
"Public health insurance","1999","indirect migration background","general elemantary","191","0.976651250998711","0.955456303313409","0.997846198684012","1"
"Public health insurance","1999","indirect migration background","middle vocational","205","0.924991978588862","0.890026241934602","0.959957715243123","1"
"Public health insurance","1999","indirect migration background","vocational + Abi","21","","","","1"
"Public health insurance","1999","indirect migration background","higher vocational","16","","","","1"
"Public health insurance","1999","indirect migration background","higher education","21","","","","1"
"Neither","2000","indirect migration background","in school","","","","","3"
"Neither","2000","indirect migration background","inadequately","","","","","3"
"Neither","2000","indirect migration background","general elemantary","2","","","","3"
"Neither","2000","indirect migration background","middle vocational","3","","","","3"
"Neither","2000","indirect migration background","vocational + Abi","2","","","","3"
"Neither","2000","indirect migration background","higher vocational","1","","","","3"
"Neither","2000","indirect migration background","higher education","","","","","3"
"Neither","2000","no migration background","in school","1","","","","3"
"Neither","2000","no migration background","inadequately","4","","","","3"
"Neither","2000","no migration background","general elemantary","12","","","","3"
"Neither","2000","no migration background","middle vocational","64","0.00529244000557161","0.00395341565815039","0.00663146435299284","3"
"Neither","2000","no migration background","vocational + Abi","2","","","","3"
"Neither","2000","no migration background","higher vocational","12","","","","3"
"Neither","2000","no migration background","higher education","16","","","","3"
"Neither","2000","direct migration background","in school","1","","","","3"
"Neither","2000","direct migration background","inadequately","","","","","3"
"Neither","2000","direct migration background","general elemantary","3","","","","3"
"Neither","2000","direct migration background","middle vocational","8","","","","3"
"Neither","2000","direct migration background","vocational + Abi","2","","","","3"
"Neither","2000","direct migration background","higher vocational","3","","","","3"
"Neither","2000","direct migration background","higher education","4","","","","3"
"Private health insurance","2000","no migration background","in school","77","0.232849052787352","0.189899932605612","0.275798172969091","2"
"Private health insurance","2000","no migration background","inadequately","1","","","","2"
"Private health insurance","2000","no migration background","general elemantary","85","0.0353733345493804","0.0280692945129313","0.0426773745858295","2"
"Private health insurance","2000","no migration background","higher vocational","205","0.126023193583462","0.110043736081922","0.142002651085001","2"
"Private health insurance","2000","no migration background","higher education","965","0.30666479920976","0.29110819539907","0.322221403020449","2"
"Private health insurance","2000","indirect migration background","in school","5","","","","2"
"Private health insurance","2000","indirect migration background","inadequately","","","","","2"
"Private health insurance","2000","indirect migration background","general elemantary","4","","","","2"
"Private health insurance","2000","indirect migration background","higher vocational","4","","","","2"
"Private health insurance","2000","indirect migration background","higher education","10","","","","2"
"Private health insurance","2000","no migration background","middle vocational","938","0.0842152948335947","0.0790901638122774","0.0893404258549119","2"
"Private health insurance","2000","no migration background","vocational + Abi","84","0.111835389040814","0.0900774914212343","0.133593286660393","2"
"Private health insurance","2000","indirect migration background","middle vocational","11","","","","2"
"Private health insurance","2000","indirect migration background","vocational + Abi","3","","","","2"
"Private health insurance","2000","direct migration background","inadequately","1","","","","2"
"Private health insurance","2000","direct migration background","general elemantary","11","","","","2"
"Private health insurance","2000","direct migration background","higher vocational","10","","","","2"
"Private health insurance","2000","direct migration background","higher education","61","0.150455158884812","0.115721736180071","0.185188581589553","2"
"Private health insurance","2000","direct migration background","in school","","","","","2"
"Private health insurance","2000","direct migration background","middle vocational","42","0.0453190498464001","0.0337324156772066","0.0569056840155937","2"
"Private health insurance","2000","direct migration background","vocational + Abi","13","","","","2"
"Public health insurance","2000","no migration background","in school","294","0.764673636352503","0.721566420744031","0.807780851960974","1"
"Public health insurance","2000","no migration background","inadequately","99","0.948292860301501","0.905735182822816","0.990850537780187","1"
"Public health insurance","2000","no migration background","general elemantary","2360","0.960641807904232","0.952953268843499","0.968330346964966","1"
"Public health insurance","2000","no migration background","middle vocational","10277","0.910492265160834","0.905223835254521","0.915760695067147","1"
"Public health insurance","2000","no migration background","vocational + Abi","720","0.887172796263431","0.865330837101501","0.909014755425361","1"
"Public health insurance","2000","no migration background","higher vocational","1440","0.8687862698523","0.852529548862494","0.885042990842107","1"
"Public health insurance","2000","no migration background","higher education","2394","0.687829653596987","0.672196468385348","0.703462838808625","1"
"Public health insurance","2000","direct migration background","in school","58","0.985471677934748","0.954939914533878","1.01600344133562","1"
"Public health insurance","2000","direct migration background","inadequately","285","0.999389315823201","0.996526187855898","1.00225244379051","1"
"Public health insurance","2000","direct migration background","general elemantary","845","0.974495207391003","0.963952497375515","0.98503791740649","1"
"Public health insurance","2000","direct migration background","middle vocational","1188","0.945812690815756","0.9332019926828","0.958423388948711","1"
"Public health insurance","2000","direct migration background","vocational + Abi","262","0.916458053280157","0.88387312285852","0.949042983701794","1"
"Public health insurance","2000","direct migration background","higher vocational","182","0.923859290652391","0.886633651783155","0.961084929521627","1"
"Public health insurance","2000","direct migration background","higher education","342","0.838538291411833","0.802790673448592","0.874285909375074","1"
"Public health insurance","2000","indirect migration background","in school","62","0.942908584625942","0.887352594827438","0.998464574424446","1"
"Public health insurance","2000","indirect migration background","inadequately","16","","","","1"
"Public health insurance","2000","indirect migration background","general elemantary","256","0.977496019160344","0.959536917090147","0.995455121230541","1"
"Public health insurance","2000","indirect migration background","middle vocational","334","0.961633055549981","0.941452098066236","0.981814013033726","1"
"Public health insurance","2000","indirect migration background","vocational + Abi","38","0.760139248611482","0.6325129903644","0.887765506858564","1"
"Public health insurance","2000","indirect migration background","higher vocational","36","0.89077316238987","0.795294922442402","0.986251402337339","1"
"Public health insurance","2000","indirect migration background","higher education","44","0.809612174217173","0.704897073859676","0.91432727457467","1"
"Neither","2001","indirect migration background","in school","","","","","3"
"Neither","2001","indirect migration background","inadequately","","","","","3"
"Neither","2001","indirect migration background","general elemantary","2","","","","3"
"Neither","2001","indirect migration background","middle vocational","1","","","","3"
"Neither","2001","indirect migration background","vocational + Abi","2","","","","3"
"Neither","2001","indirect migration background","higher vocational","1","","","","3"
"Neither","2001","indirect migration background","higher education","","","","","3"
"Neither","2001","no migration background","in school","3","","","","3"
"Neither","2001","no migration background","inadequately","2","","","","3"
"Neither","2001","no migration background","general elemantary","7","","","","3"
"Neither","2001","no migration background","middle vocational","71","0.00754648468574987","0.00587020394917673","0.009222765422323","3"
"Neither","2001","no migration background","vocational + Abi","2","","","","3"
"Neither","2001","no migration background","higher vocational","8","","","","3"
"Neither","2001","no migration background","higher education","16","","","","3"
"Neither","2001","direct migration background","in school","","","","","3"
"Neither","2001","direct migration background","inadequately","","","","","3"
"Neither","2001","direct migration background","general elemantary","3","","","","3"
"Neither","2001","direct migration background","middle vocational","7","","","","3"
"Neither","2001","direct migration background","vocational + Abi","","","","","3"
"Neither","2001","direct migration background","higher vocational","1","","","","3"
"Neither","2001","direct migration background","higher education","3","","","","3"
"Private health insurance","2001","no migration background","higher vocational","187","0.136628587676813","0.119124735953178","0.154132439400447","2"
"Private health insurance","2001","no migration background","higher education","897","0.309193901652767","0.293046849025329","0.325340954280204","2"
"Private health insurance","2001","indirect migration background","higher vocational","3","","","","2"
"Private health insurance","2001","indirect migration background","higher education","11","","","","2"
"Private health insurance","2001","no migration background","in school","83","0.209265976487883","0.171083035920078","0.247448917055687","2"
"Private health insurance","2001","no migration background","inadequately","","","","","2"
"Private health insurance","2001","no migration background","general elemantary","72","0.0334844158817144","0.0257975196673568","0.0411713120960721","2"
"Private health insurance","2001","no migration background","middle vocational","837","0.0832328774670763","0.0778823538045065","0.088583401129646","2"
"Private health insurance","2001","no migration background","vocational + Abi","85","0.116486504043807","0.0939873093516795","0.138985698735935","2"
"Private health insurance","2001","indirect migration background","in school","9","","","","2"
"Private health insurance","2001","indirect migration background","inadequately","","","","","2"
"Private health insurance","2001","indirect migration background","general elemantary","3","","","","2"
"Private health insurance","2001","indirect migration background","middle vocational","14","","","","2"
"Private health insurance","2001","indirect migration background","vocational + Abi","2","","","","2"
"Private health insurance","2001","direct migration background","higher vocational","8","","","","2"
"Private health insurance","2001","direct migration background","higher education","64","0.165476752477165","0.127353550228402","0.203599954725929","2"
"Private health insurance","2001","direct migration background","inadequately","1","","","","2"
"Private health insurance","2001","direct migration background","general elemantary","7","","","","2"
"Private health insurance","2001","direct migration background","in school","2","","","","2"
"Private health insurance","2001","direct migration background","vocational + Abi","12","","","","2"
"Private health insurance","2001","direct migration background","middle vocational","36","0.0462735109858349","0.0338306806233939","0.0587163413482758","2"
"Public health insurance","2001","no migration background","in school","350","0.779839990644284","0.740946509606509","0.818733471682058","1"
"Public health insurance","2001","no migration background","inadequately","86","0.96689815282569","0.929519535282231","1.00427677036915","1"
"Public health insurance","2001","no migration background","general elemantary","2025","0.961656011337095","0.953450913905945","0.969861108768244","1"
"Public health insurance","2001","no migration background","middle vocational","9331","0.909220637847174","0.903655863920751","0.914785411773597","1"
"Public health insurance","2001","no migration background","vocational + Abi","694","0.882062920018785","0.859442662629213","0.904683177408358","1"
"Public health insurance","2001","no migration background","higher vocational","1284","0.857890296822957","0.840095552676805","0.875685040969108","1"
"Public health insurance","2001","no migration background","higher education","2234","0.685535902148049","0.669314053077122","0.701757751218976","1"
"Public health insurance","2001","direct migration background","in school","45","0.953761771871563","0.893724671424625","1.0137988723185","1"
"Public health insurance","2001","direct migration background","inadequately","209","0.999175375774752","0.995293091351401","1.0030576601981","1"
"Public health insurance","2001","direct migration background","general elemantary","771","0.98179789155158","0.972422390855083","0.991173392248077","1"
"Public health insurance","2001","direct migration background","middle vocational","1052","0.946461830958057","0.933128939581248","0.959794722334865","1"
"Public health insurance","2001","direct migration background","vocational + Abi","245","0.914330790734517","0.880113503054343","0.948548078414691","1"
"Public health insurance","2001","direct migration background","higher vocational","156","0.926693681139957","0.886924657802134","0.96646270447778","1"
"Public health insurance","2001","direct migration background","higher education","298","0.823820127643178","0.784736397722585","0.862903857563771","1"
"Public health insurance","2001","indirect migration background","in school","58","0.865652334370192","0.78399456649073","0.947310102249655","1"
"Public health insurance","2001","indirect migration background","inadequately","14","","","","1"
"Public health insurance","2001","indirect migration background","general elemantary","231","0.968549812989507","0.946282660336746","0.990816965642268","1"
"Public health insurance","2001","indirect migration background","middle vocational","301","0.956432473609158","0.93392570438881","0.978939242829505","1"
"Public health insurance","2001","indirect migration background","vocational + Abi","37","0.739619387378868","0.605291981361092","0.873946793396644","1"
"Public health insurance","2001","indirect migration background","higher vocational","34","0.899100220725901","0.80333552062714","0.994864920824661","1"
"Public health insurance","2001","indirect migration background","higher education","45","0.801179660989701","0.696647617537177","0.905711704442225","1"
"Neither","2002","indirect migration background","general elemantary","","","","","3"
"Neither","2002","indirect migration background","higher vocational","1","","","","3"
"Neither","2002","indirect migration background","in school","","","","","3"
"Neither","2002","indirect migration background","inadequately","","","","","3"
"Neither","2002","indirect migration background","higher education","","","","","3"
"Neither","2002","indirect migration background","middle vocational","3","","","","3"
"Neither","2002","indirect migration background","vocational + Abi","1","","","","3"
"Neither","2002","no migration background","higher vocational","10","","","","3"
"Neither","2002","no migration background","higher education","26","","","","3"
"Neither","2002","direct migration background","in school","","","","","3"
"Neither","2002","direct migration background","inadequately","","","","","3"
"Neither","2002","direct migration background","general elemantary","4","","","","3"
"Neither","2002","direct migration background","middle vocational","2","","","","3"
"Neither","2002","direct migration background","vocational + Abi","","","","","3"
"Neither","2002","direct migration background","higher vocational","1","","","","3"
"Neither","2002","direct migration background","higher education","1","","","","3"
"Neither","2002","no migration background","in school","1","","","","3"
"Neither","2002","no migration background","inadequately","3","","","","3"
"Neither","2002","no migration background","general elemantary","2","","","","3"
"Neither","2002","no migration background","middle vocational","56","0.00452498751116394","0.00322871735830001","0.00582125766402788","3"
"Neither","2002","no migration background","vocational + Abi","6","","","","3"
"Private health insurance","2002","no migration background","higher vocational","233","0.123636756381632","0.107239224223214","0.14003428854005","2"
"Private health insurance","2002","no migration background","higher education","1548","0.320854273639355","0.306574316283385","0.335134230995325","2"
"Private health insurance","2002","indirect migration background","higher vocational","6","","","","2"
"Private health insurance","2002","indirect migration background","higher education","13","","","","2"
"Private health insurance","2002","no migration background","in school","107","0.178821749957015","0.144576176573039","0.21306732334099","2"
"Private health insurance","2002","no migration background","inadequately","2","","","","2"
"Private health insurance","2002","no migration background","general elemantary","83","0.0351745457393912","0.0271169613663273","0.0432321301124551","2"
"Private health insurance","2002","no migration background","middle vocational","978","0.0821603254708776","0.0768565377188405","0.0874641132229148","2"
"Private health insurance","2002","no migration background","vocational + Abi","107","0.0877024968601584","0.0691398507181631","0.106265143002154","2"
"Private health insurance","2002","indirect migration background","in school","7","","","","2"
"Private health insurance","2002","indirect migration background","inadequately","","","","","2"
"Private health insurance","2002","indirect migration background","general elemantary","6","","","","2"
"Private health insurance","2002","indirect migration background","middle vocational","22","","","","2"
"Private health insurance","2002","indirect migration background","vocational + Abi","3","","","","2"
"Private health insurance","2002","direct migration background","vocational + Abi","17","","","","2"
"Private health insurance","2002","direct migration background","higher vocational","9","","","","2"
"Private health insurance","2002","direct migration background","in school","1","","","","2"
"Private health insurance","2002","direct migration background","inadequately","1","","","","2"
"Private health insurance","2002","direct migration background","middle vocational","45","0.039763857807546","0.0278130806194469","0.051714634995645","2"
"Private health insurance","2002","direct migration background","general elemantary","13","","","","2"
"Private health insurance","2002","direct migration background","higher education","88","0.13370046983585","0.100222944778425","0.167177994893275","2"
"Public health insurance","2002","no migration background","in school","373","0.820752944515677","0.786475550818257","0.855030338213098","1"
"Public health insurance","2002","no migration background","inadequately","80","0.915102528568868","0.855848090542059","0.974356966595677","1"
"Public health insurance","2002","no migration background","general elemantary","1923","0.963585124150929","0.955391978094191","0.971778270207667","1"
"Public health insurance","2002","no migration background","middle vocational","9264","0.913314687017958","0.907880249137035","0.918749124898881","1"
"Public health insurance","2002","no migration background","vocational + Abi","779","0.904676819691","0.885405491083923","0.923948148298076","1"
"Public health insurance","2002","no migration background","higher vocational","1305","0.871535012679953","0.854866478055751","0.888203547304155","1"
"Public health insurance","2002","no migration background","higher education","2531","0.674832406882449","0.660502508735403","0.689162305029495","1"
"Public health insurance","2002","direct migration background","in school","52","0.991314677066426","0.966333729389066","1.01629562474379","1"
"Public health insurance","2002","direct migration background","inadequately","188","0.999069149904802","0.99472149727877","1.00341680253083","1"
"Public health insurance","2002","direct migration background","general elemantary","697","0.978484031226097","0.967841221226481","0.989126841225714","1"
"Public health insurance","2002","direct migration background","middle vocational","980","0.956830365959691","0.944400411784354","0.969260320135028","1"
"Public health insurance","2002","direct migration background","vocational + Abi","232","0.916872682591693","0.882582103688731","0.951163261494655","1"
"Public health insurance","2002","direct migration background","higher vocational","150","0.928156513122002","0.888144315128502","0.968168711115502","1"
"Public health insurance","2002","direct migration background","higher education","308","0.862131375744482","0.828217901429476","0.896044850059488","1"
"Public health insurance","2002","indirect migration background","in school","73","0.928936509941067","0.872635085857752","0.985237934024382","1"
"Public health insurance","2002","indirect migration background","inadequately","11","","","","1"
"Public health insurance","2002","indirect migration background","general elemantary","196","0.983375877014269","0.965743877990745","1.00100787603779","1"
"Public health insurance","2002","indirect migration background","middle vocational","300","0.945665353113116","0.921021218410639","0.970309487815592","1"
"Public health insurance","2002","indirect migration background","vocational + Abi","35","0.811198669935102","0.688375040336963","0.934022299533242","1"
"Public health insurance","2002","indirect migration background","higher vocational","34","0.868406313661619","0.764931375553974","0.971881251769264","1"
"Public health insurance","2002","indirect migration background","higher education","53","0.814759678930256","0.721033988148155","0.908485369712356","1"
"Neither","2003","indirect migration background","in school","1","","","","3"
"Neither","2003","indirect migration background","inadequately","","","","","3"
"Neither","2003","indirect migration background","general elemantary","1","","","","3"
"Neither","2003","indirect migration background","higher vocational","1","","","","3"
"Neither","2003","indirect migration background","higher education","","","","","3"
"Neither","2003","indirect migration background","middle vocational","2","","","","3"
"Neither","2003","indirect migration background","vocational + Abi","1","","","","3"
"Neither","2003","no migration background","in school","2","","","","3"
"Neither","2003","no migration background","inadequately","5","","","","3"
"Neither","2003","no migration background","general elemantary","7","","","","3"
"Neither","2003","no migration background","middle vocational","61","0.00657835197632965","0.00498279258385236","0.00817391136880694","3"
"Neither","2003","no migration background","vocational + Abi","3","","","","3"
"Neither","2003","no migration background","higher vocational","7","","","","3"
"Neither","2003","no migration background","higher education","23","","","","3"
"Neither","2003","direct migration background","in school","1","","","","3"
"Neither","2003","direct migration background","inadequately","","","","","3"
"Neither","2003","direct migration background","general elemantary","4","","","","3"
"Neither","2003","direct migration background","middle vocational","2","","","","3"
"Neither","2003","direct migration background","vocational + Abi","","","","","3"
"Neither","2003","direct migration background","higher vocational","2","","","","3"
"Neither","2003","direct migration background","higher education","1","","","","3"
"Private health insurance","2003","no migration background","in school","101","0.1877191713342","0.153319609770137","0.222118732898264","2"
"Private health insurance","2003","no migration background","inadequately","2","","","","2"
"Private health insurance","2003","no migration background","general elemantary","63","0.0257806528033621","0.0186751784280128","0.0328861271787114","2"
"Private health insurance","2003","no migration background","middle vocational","945","0.0818960639247957","0.0764839734157984","0.087308154433793","2"
"Private health insurance","2003","no migration background","vocational + Abi","110","0.097876252575249","0.0783102118010848","0.117442293349413","2"
"Private health insurance","2003","no migration background","higher vocational","225","0.131072031828528","0.11403890719701","0.148105156460046","2"
"Private health insurance","2003","no migration background","higher education","1457","0.316785008297559","0.302225211950466","0.331344804644652","2"
"Private health insurance","2003","indirect migration background","in school","10","","","","2"
"Private health insurance","2003","indirect migration background","inadequately","1","","","","2"
"Private health insurance","2003","indirect migration background","general elemantary","4","","","","2"
"Private health insurance","2003","indirect migration background","middle vocational","21","","","","2"
"Private health insurance","2003","indirect migration background","vocational + Abi","3","","","","2"
"Private health insurance","2003","indirect migration background","higher vocational","5","","","","2"
"Private health insurance","2003","indirect migration background","higher education","13","","","","2"
"Private health insurance","2003","direct migration background","vocational + Abi","12","","","","2"
"Private health insurance","2003","direct migration background","in school","2","","","","2"
"Private health insurance","2003","direct migration background","inadequately","1","","","","2"
"Private health insurance","2003","direct migration background","general elemantary","4","","","","2"
"Private health insurance","2003","direct migration background","middle vocational","39","0.0367303208872425","0.0249295741849602","0.0485310675895248","2"
"Private health insurance","2003","direct migration background","higher vocational","11","","","","2"
"Private health insurance","2003","direct migration background","higher education","75","0.128106628729038","0.094144562057855","0.16206869540022","2"
"Public health insurance","2003","no migration background","in school","392","0.810409183629001","0.775878409333774","0.844939957924229","1"
"Public health insurance","2003","no migration background","inadequately","83","0.905475238590595","0.845033364691991","0.965917112489199","1"
"Public health insurance","2003","no migration background","general elemantary","1841","0.971337839547294","0.963856879029451","0.978818800065137","1"
"Public health insurance","2003","no migration background","middle vocational","8855","0.911525584098875","0.905920515979473","0.917130652218277","1"
"Public health insurance","2003","no migration background","vocational + Abi","773","0.900586721825454","0.88088445495757","0.920288988693339","1"
"Public health insurance","2003","no migration background","higher vocational","1276","0.865809519929776","0.8486059153472","0.883013124512352","1"
"Public health insurance","2003","no migration background","higher education","2442","0.678934844270935","0.664323003427421","0.69354668511445","1"
"Public health insurance","2003","direct migration background","in school","48","0.96721419299685","0.918341387232901","1.0160869987608","1"
"Public health insurance","2003","direct migration background","inadequately","168","0.999129545479474","0.994683348675825","1.00357574228312","1"
"Public health insurance","2003","direct migration background","general elemantary","656","0.988832315222638","0.980839367910583","0.996825262534693","1"
"Public health insurance","2003","direct migration background","middle vocational","935","0.959512491348476","0.947147066977707","0.971877915719245","1"
"Public health insurance","2003","direct migration background","vocational + Abi","220","0.935818695637377","0.904282868475548","0.967354522799207","1"
"Public health insurance","2003","direct migration background","higher vocational","131","0.911414707829954","0.865005337907461","0.957824077752447","1"
"Public health insurance","2003","direct migration background","higher education","296","0.867728555717665","0.833301362753352","0.902155748681978","1"
"Public health insurance","2003","indirect migration background","in school","58","0.859618836588172","0.777653367996565","0.941584305179779","1"
"Public health insurance","2003","indirect migration background","inadequately","11","","","","1"
"Public health insurance","2003","indirect migration background","general elemantary","184","0.992311030719849","0.979857997077664","1.00476406436203","1"
"Public health insurance","2003","indirect migration background","middle vocational","307","0.943011246103296","0.917999492738429","0.968022999468164","1"
"Public health insurance","2003","indirect migration background","vocational + Abi","41","0.850189383989384","0.745916600249167","0.954462167729602","1"
"Public health insurance","2003","indirect migration background","higher vocational","35","0.879093878563349","0.779301371044461","0.978886386082237","1"
"Public health insurance","2003","indirect migration background","higher education","51","0.837814561700353","0.747504115997712","0.928125007402994","1"
"Neither","2004","indirect migration background","higher vocational","","","","","3"
"Neither","2004","indirect migration background","higher education","","","","","3"
"Neither","2004","indirect migration background","in school","","","","","3"
"Neither","2004","indirect migration background","inadequately","","","","","3"
"Neither","2004","indirect migration background","general elemantary","","","","","3"
"Neither","2004","indirect migration background","middle vocational","","","","","3"
"Neither","2004","indirect migration background","vocational + Abi","","","","","3"
"Neither","2004","no migration background","in school","","","","","3"
"Neither","2004","no migration background","inadequately","","","","","3"
"Neither","2004","no migration background","general elemantary","","","","","3"
"Neither","2004","no migration background","middle vocational","","","","","3"
"Neither","2004","no migration background","vocational + Abi","","","","","3"
"Neither","2004","no migration background","higher vocational","","","","","3"
"Neither","2004","no migration background","higher education","","","","","3"
"Neither","2004","direct migration background","in school","","","","","3"
"Neither","2004","direct migration background","inadequately","","","","","3"
"Neither","2004","direct migration background","general elemantary","","","","","3"
"Neither","2004","direct migration background","middle vocational","","","","","3"
"Neither","2004","direct migration background","vocational + Abi","","","","","3"
"Neither","2004","direct migration background","higher vocational","","","","","3"
"Neither","2004","direct migration background","higher education","","","","","3"
"Private health insurance","2004","no migration background","in school","115","0.166285945403861","0.133080381569323","0.199491509238398","2"
"Private health insurance","2004","no migration background","inadequately","1","","","","2"
"Private health insurance","2004","no migration background","general elemantary","62","0.02543128262776","0.0181115580035338","0.0327510072519863","2"
"Private health insurance","2004","no migration background","middle vocational","877","0.0806199043395055","0.0751423881148692","0.0860974205641419","2"
"Private health insurance","2004","no migration background","vocational + Abi","116","0.112944764950135","0.092079190627479","0.133810339272792","2"
"Private health insurance","2004","no migration background","higher vocational","210","0.12364809652943","0.106698987126037","0.140597205932823","2"
"Private health insurance","2004","no migration background","higher education","1450","0.319691309341961","0.304981175817912","0.334401442866009","2"
"Private health insurance","2004","indirect migration background","in school","8","","","","2"
"Private health insurance","2004","indirect migration background","inadequately","","","","","2"
"Private health insurance","2004","indirect migration background","general elemantary","4","","","","2"
"Private health insurance","2004","indirect migration background","middle vocational","21","","","","2"
"Private health insurance","2004","indirect migration background","vocational + Abi","","","","","2"
"Private health insurance","2004","indirect migration background","higher vocational","6","","","","2"
"Private health insurance","2004","indirect migration background","higher education","18","","","","2"
"Private health insurance","2004","direct migration background","middle vocational","42","0.040873873101894","0.0282566646066451","0.0534910815971429","2"
"Private health insurance","2004","direct migration background","vocational + Abi","11","","","","2"
"Private health insurance","2004","direct migration background","general elemantary","3","","","","2"
"Private health insurance","2004","direct migration background","higher education","75","0.12549181692752","0.0912236787670264","0.159759955088013","2"
"Private health insurance","2004","direct migration background","higher vocational","7","","","","2"
"Private health insurance","2004","direct migration background","in school","5","","","","2"
"Private health insurance","2004","direct migration background","inadequately","2","","","","2"
"Public health insurance","2004","direct migration background","inadequately","155","0.984837110363147","0.965722235712391","1.0039519850139","1"
"Public health insurance","2004","direct migration background","general elemantary","614","0.992929141860102","0.986317631242754","0.999540652477449","1"
"Public health insurance","2004","direct migration background","middle vocational","904","0.959126126898106","0.946508918402857","0.971743335393355","1"
"Public health insurance","2004","direct migration background","vocational + Abi","215","0.933770749982637","0.901348815574025","0.96619268439125","1"
"Public health insurance","2004","direct migration background","higher vocational","133","0.943906470165116","0.905790678920455","0.982022261409778","1"
"Public health insurance","2004","direct migration background","higher education","284","0.87450818307248","0.840240044911987","0.908776321232974","1"
