"ple0097","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","2003","Not Working","Female","4546","0.927542588692698","0.920366173193611","0.934719004191784"
"Private health insurance","2003","Full Time","Male","1334","0.180369406860609","0.170619375769356","0.190119437951861"
"Private health insurance","2003","Full Time","Female","432","0.101819657648246","0.0908994899213349","0.112739825375157"
"Private health insurance","2003","Part Time","Male","188","0.0870846282161865","0.0730068933179659","0.101162363114407"
"Private health insurance","2003","Part Time","Female","392","0.0778059243248401","0.0690509324640945","0.0865609161855857"
"Private health insurance","2003","Not Working","Male","333","0.0928359409235622","0.0827764092494653","0.102895472597659"
"Private health insurance","2003","Not Working","Female","444","0.0682578403482128","0.0612767479873034","0.0752389327091221"
"Neither","2003","Full Time","Male","63","0.0102295143662164","0.00767792819458502","0.0127811005378478"
"Neither","2003","Full Time","Female","2","","",""
"Neither","2003","Part Time","Male","11","","",""
"Neither","2003","Part Time","Female","5","","",""
"Neither","2003","Not Working","Male","25","","",""
"Neither","2003","Not Working","Female","23","","",""
"Public health insurance","2004","Full Time","Male","4313","0.812940015942901","0.802709164533944","0.823170867351858"
"Public health insurance","2004","Full Time","Female","2398","0.89630212688332","0.885027962588177","0.907576291178463"
"Public health insurance","2004","Part Time","Male","1292","0.901149614473169","0.886000163163257","0.916299065783082"
"Public health insurance","2004","Part Time","Female","3134","0.927682561170743","0.919118723486644","0.936246398854841"
"Public health insurance","2004","Not Working","Male","2888","0.91472471209787","0.905103416794225","0.924346007401515"
"Public health insurance","2004","Not Working","Female","4471","0.931888883531482","0.924847712493011","0.938930054569954"
"Private health insurance","2004","Full Time","Male","1268","0.187059984057099","0.176829132648142","0.197290835466056"
"Private health insurance","2004","Full Time","Female","411","0.10369787311668","0.0924237088215374","0.114972037411823"
"Private health insurance","2004","Part Time","Male","199","0.0988503855268309","0.0837009342169183","0.113999836836743"
"Private health insurance","2004","Part Time","Female","380","0.0723174388292572","0.0637536011451587","0.0808812765133557"
"Private health insurance","2004","Not Working","Male","349","0.0852752879021303","0.0756539925984852","0.0948965832057754"
"Private health insurance","2004","Not Working","Female","447","0.0681111164685175","0.0610699454300457","0.0751522875069894"
"Neither","2004","Full Time","Male","","","",""
"Neither","2004","Full Time","Female","","","",""
"Neither","2004","Part Time","Male","","","",""
"Neither","2004","Part Time","Female","","","",""
"Neither","2004","Not Working","Male","","","",""
"Neither","2004","Not Working","Female","","","",""
"Public health insurance","2005","Full Time","Male","4063","0.811023900869581","0.800437102126641","0.821610699612522"
"Public health insurance","2005","Full Time","Female","2265","0.892068678298133","0.880294568768023","0.903842787828242"
"Public health insurance","2005","Part Time","Male","1190","0.911101828983258","0.896059100588737","0.926144557377779"
"Public health insurance","2005","Part Time","Female","3056","0.926581941600378","0.917829069252013","0.935334813948744"
"Public health insurance","2005","Not Working","Male","2819","0.91416680776935","0.904407891529839","0.923925724008861"
"Public health insurance","2005","Not Working","Female","4254","0.928805874821073","0.921447978819936","0.936163770822211"
"Private health insurance","2005","Full Time","Male","1190","0.188976099130419","0.178389300387478","0.19956289787336"
"Private health insurance","2005","Full Time","Female","403","0.107931321701867","0.0961572121717577","0.119705431231977"
"Private health insurance","2005","Part Time","Male","185","0.0888981710167421","0.0738554426222214","0.103940899411263"
"Private health insurance","2005","Part Time","Female","355","0.0734180583996216","0.0646651860512563","0.082170930747987"
"Private health insurance","2005","Not Working","Male","346","0.0858331922306502","0.0760742759911391","0.0955921084701613"
"Private health insurance","2005","Not Working","Female","438","0.0711941251789266","0.0638362291777891","0.0785520211800641"
"Neither","2005","Full Time","Male","","","",""
"Neither","2005","Full Time","Female","","","",""
"Neither","2005","Part Time","Male","","","",""
"Neither","2005","Part Time","Female","","","",""
"Neither","2005","Not Working","Male","","","",""
"Neither","2005","Not Working","Female","","","",""
"Public health insurance","2006","Full Time","Male","4284","0.808843799108262","0.798507233167695","0.819180365048829"
"Public health insurance","2006","Full Time","Female","2413","0.890664132529385","0.879154696218408","0.902173568840362"
"Public health insurance","2006","Part Time","Male","1211","0.88890082670617","0.872492108257651","0.905309545154688"
"Public health insurance","2006","Part Time","Female","3206","0.923454205642944","0.914754787163958","0.932153624121929"
"Public health insurance","2006","Not Working","Male","3034","0.903473406853158","0.893613526826371","0.913333286879944"
"Public health insurance","2006","Not Working","Female","4600","0.929891266140698","0.922868569815838","0.936913962465557"
"Private health insurance","2006","Full Time","Male","1275","0.191156200891738","0.180819634951171","0.201492766832305"
"Private health insurance","2006","Full Time","Female","411","0.109335867470615","0.0978264311596378","0.120845303781592"
"Private health insurance","2006","Part Time","Male","198","0.11109917329383","0.0946904548453117","0.127507891742349"
"Private health insurance","2006","Part Time","Female","382","0.0765457943570563","0.0678463758780706","0.085245212836042"
"Private health insurance","2006","Not Working","Male","412","0.0965265931468424","0.0866667131200561","0.106386473173629"
"Private health insurance","2006","Not Working","Female","478","0.0701087338593022","0.0630860375344426","0.0771314301841618"
"Neither","2006","Full Time","Male","","","",""
"Neither","2006","Full Time","Female","","","",""
"Neither","2006","Part Time","Male","","","",""
"Neither","2006","Part Time","Female","","","",""
"Neither","2006","Not Working","Male","","","",""
"Neither","2006","Not Working","Female","","","",""
"Public health insurance","2007","Full Time","Male","4002","0.807947452193717","0.797201604389032","0.818693299998402"
"Public health insurance","2007","Full Time","Female","2222","0.882653495718793","0.87032782552347","0.894979165914116"
"Public health insurance","2007","Part Time","Male","1105","0.885497750772865","0.868026520253291","0.902968981292439"
"Public health insurance","2007","Part Time","Female","3058","0.930150575742104","0.921592889826494","0.938708261657715"
"Public health insurance","2007","Not Working","Male","2841","0.903909749933156","0.893761812447739","0.914057687418574"
"Public health insurance","2007","Not Working","Female","4240","0.92809335817278","0.920706293170838","0.935480423174721"
"Private health insurance","2007","Full Time","Male","1160","0.192052547806283","0.181306700001598","0.202798395610968"
"Private health insurance","2007","Full Time","Female","397","0.117346504281207","0.105020834085884","0.12967217447653"
"Private health insurance","2007","Part Time","Male","171","0.114502249227135","0.0970310187075611","0.131973479746709"
"Private health insurance","2007","Part Time","Female","350","0.0698494242578955","0.0612917383422847","0.0784071101735063"
"Private health insurance","2007","Not Working","Male","399","0.0960902500668435","0.0859423125814257","0.106238187552261"
"Private health insurance","2007","Not Working","Female","458","0.0719066418272202","0.0645195768252787","0.0792937068291618"
"Neither","2007","Full Time","Male","","","",""
"Neither","2007","Full Time","Female","","","",""
"Neither","2007","Part Time","Male","","","",""
"Neither","2007","Part Time","Female","","","",""
"Neither","2007","Not Working","Male","","","",""
"Neither","2007","Not Working","Female","","","",""
"Public health insurance","2008","Full Time","Male","3892","0.813010316244712","0.802152888655316","0.823867743834109"
"Public health insurance","2008","Full Time","Female","2164","0.897326667941303","0.885482799317333","0.909170536565273"
"Public health insurance","2008","Part Time","Male","1013","0.874748489637922","0.856082642267386","0.893414337008458"
"Public health insurance","2008","Part Time","Female","2901","0.935159829831163","0.926641380011245","0.94367827965108"
"Public health insurance","2008","Not Working","Male","2672","0.900108084345962","0.889501112762727","0.910715055929196"
"Public health insurance","2008","Not Working","Female","3971","0.926918461482025","0.919246393536091","0.934590529427958"
"Private health insurance","2008","Full Time","Male","1062","0.186989683755288","0.176132256165891","0.197847111344684"
"Private health insurance","2008","Full Time","Female","359","0.102673332058697","0.0908294634347266","0.114517200682666"
"Private health insurance","2008","Part Time","Male","195","0.125251510362078","0.106585662991542","0.143917357732614"
"Private health insurance","2008","Part Time","Female","309","0.0648401701688374","0.0563217203489198","0.0733586199887549"
"Private health insurance","2008","Not Working","Male","398","0.0998919156540383","0.089284944070804","0.110498887237272"
"Private health insurance","2008","Not Working","Female","450","0.0730815385179756","0.0654094705720418","0.0807536064639093"
"Neither","2008","Full Time","Male","","","",""
"Neither","2008","Full Time","Female","","","",""
"Neither","2008","Part Time","Male","","","",""
"Neither","2008","Part Time","Female","","","",""
"Neither","2008","Not Working","Male","","","",""
"Neither","2008","Not Working","Female","","","",""
"Public health insurance","2009","Full Time","Male","3591","0.813614602036642","0.802337870147626","0.824891333925658"
"Public health insurance","2009","Full Time","Female","2087","0.894462164284094","0.882225977415273","0.906698351152916"
"Public health insurance","2009","Part Time","Male","991","0.862160755125281","0.842424495346906","0.881897014903655"
"Public health insurance","2009","Part Time","Female","2748","0.923871194892636","0.914463896736847","0.933278493048426"
"Public health insurance","2009","Not Working","Male","2476","0.89292720058054","0.88162464187044","0.90422975929064"
"Public health insurance","2009","Not Working","Female","3588","0.922217810770253","0.913917871220292","0.930517750320214"
"Private health insurance","2009","Full Time","Male","990","0.186385397963358","0.175108666074342","0.197662129852374"
"Private health insurance","2009","Full Time","Female","335","0.105537835715906","0.093301648847084","0.117774022584727"
"Private health insurance","2009","Part Time","Male","181","0.137839244874719","0.118102985096345","0.157575504653094"
"Private health insurance","2009","Part Time","Female","305","0.0761288051073634","0.0667215069515738","0.0855361032631531"
"Private health insurance","2009","Not Working","Male","399","0.10707279941946","0.0957702407093597","0.11837535812956"
"Private health insurance","2009","Not Working","Female","412","0.0777821892297472","0.069482249679786","0.0860821287797084"
"Neither","2009","Full Time","Male","","","",""
"Neither","2009","Full Time","Female","","","",""
"Neither","2009","Part Time","Male","","","",""
"Neither","2009","Part Time","Female","","","",""
"Neither","2009","Not Working","Male","","","",""
"Neither","2009","Not Working","Female","","","",""
"Public health insurance","2010","Full Time","Male","5004","0.807276814540378","0.797551534051534","0.817002095029222"
"Public health insurance","2010","Full Time","Female","2512","0.879837385040078","0.868045908161918","0.891628861918238"
"Public health insurance","2010","Part Time","Male","1357","0.890615030921882","0.875171007427172","0.906059054416592"
"Public health insurance","2010","Part Time","Female","4358","0.927878766167304","0.920544498293972","0.935213034040635"
"Public health insurance","2010","Not Working","Male","2642","0.886900538981542","0.875656862610357","0.898144215352727"
"Public health insurance","2010","Not Working","Female","4930","0.92344056214334","0.916348128703618","0.930532995583062"
"Private health insurance","2010","Full Time","Male","1315","0.192723185459622","0.182997904970778","0.202448465948466"
"Private health insurance","2010","Full Time","Female","409","0.120162614959922","0.108371138081762","0.131954091838082"
"Private health insurance","2010","Part Time","Male","212","0.109384969078118","0.0939409455834083","0.124828992572828"
"Private health insurance","2010","Part Time","Female","421","0.0721212338326964","0.0647869659593651","0.0794555017060277"
"Private health insurance","2010","Not Working","Male","406","0.113099461018458","0.101855784647273","0.124343137389643"
"Private health insurance","2010","Not Working","Female","469","0.07655943785666","0.0694670044169384","0.0836518712963816"
"Neither","2010","Full Time","Male","","","",""
"Neither","2010","Full Time","Female","","","",""
"Neither","2010","Part Time","Male","","","",""
"Neither","2010","Part Time","Female","","","",""
"Neither","2010","Not Working","Male","","","",""
"Neither","2010","Not Working","Female","","","",""
"Public health insurance","2011","Full Time","Male","5754","0.806890310444791","0.797780708341924","0.815999912547659"
"Public health insurance","2011","Full Time","Female","2928","0.890510839953209","0.880016625322316","0.901005054584101"
"Public health insurance","2011","Part Time","Male","1621","0.874304902209762","0.859371340157994","0.88923846426153"
"Public health insurance","2011","Part Time","Female","5275","0.923628324363012","0.916776602723573","0.93048004600245"
"Public health insurance","2011","Not Working","Male","3239","0.876569805098708","0.866050446507502","0.887089163689914"
"Public health insurance","2011","Not Working","Female","5818","0.917217585764623","0.91045926400755","0.923975907521696"
"Private health insurance","2011","Full Time","Male","1459","0.193109689555209","0.184000087452341","0.202219291658076"
"Private health insurance","2011","Full Time","Female","473","0.109489160046791","0.0989949454158985","0.119983374677684"
"Private health insurance","2011","Part Time","Male","272","0.125695097790238","0.11076153573847","0.140628659842006"
"Private health insurance","2011","Part Time","Female","497","0.0763716756369881","0.0695199539975496","0.0832233972764265"
"Private health insurance","2011","Not Working","Male","517","0.123430194901292","0.112910836310086","0.133949553492498"
"Private health insurance","2011","Not Working","Female","568","0.082782414235377","0.0760240924783037","0.0895407359924502"
"Neither","2011","Full Time","Male","","","",""
"Neither","2011","Full Time","Female","","","",""
"Neither","2011","Part Time","Male","","","",""
"Neither","2011","Part Time","Female","","","",""
"Neither","2011","Not Working","Male","","","",""
"Neither","2011","Not Working","Female","","","",""
"Public health insurance","2012","Full Time","Male","5591","0.817231513160304","0.808154521833592","0.826308504487015"
"Public health insurance","2012","Full Time","Female","2973","0.880407456803151","0.869592382602526","0.891222531003777"
"Public health insurance","2012","Part Time","Male","1528","0.864877872093446","0.848956538527905","0.880799205658988"
"Public health insurance","2012","Part Time","Female","5220","0.922145258355467","0.915183867781101","0.929106648929833"
"Public health insurance","2012","Not Working","Male","3283","0.872681476792698","0.862135925679173","0.883227027906224"
"Public health insurance","2012","Not Working","Female","5432","0.917947465397585","0.910989834637889","0.924905096157281"
"Private health insurance","2012","Full Time","Male","1373","0.182768486839697","0.173691495512986","0.191845478166408"
"Private health insurance","2012","Full Time","Female","485","0.119592543196849","0.108777468996223","0.130407617397474"
"Private health insurance","2012","Part Time","Male","243","0.135122127906554","0.119200794341012","0.151043461472095"
"Private health insurance","2012","Part Time","Female","471","0.077854741644533","0.0708933510701673","0.0848161322188987"
"Private health insurance","2012","Not Working","Male","555","0.127318523207302","0.116772972093776","0.137864074320827"
"Private health insurance","2012","Not Working","Female","545","0.0820525346024153","0.0750949038427192","0.0890101653621114"
"Neither","2012","Full Time","Male","","","",""
"Neither","2012","Full Time","Female","","","",""
"Neither","2012","Part Time","Male","","","",""
"Neither","2012","Part Time","Female","","","",""
"Neither","2012","Not Working","Male","","","",""
"Neither","2012","Not Working","Female","","","",""
"Public health insurance","2013","Full Time","Male","5147","0.807976907144768","0.798322225019662","0.817631589269873"
"Public health insurance","2013","Full Time","Female","2867","0.877594948880592","0.866444529755216","0.888745368005968"
"Public health insurance","2013","Part Time","Male","1488","0.867083964267789","0.851035650019804","0.883132278515774"
"Public health insurance","2013","Part Time","Female","5020","0.920855711173779","0.913692355855562","0.928019066491997"
"Public health insurance","2013","Not Working","Male","5243","0.876382440777836","0.867977387018579","0.884787494537093"
"Public health insurance","2013","Not Working","Female","7361","0.918551969725951","0.91253224994262","0.924571689509283"
"Private health insurance","2013","Full Time","Male","1247","0.192023092855232","0.182368410730127","0.201677774980338"
"Private health insurance","2013","Full Time","Female","452","0.122405051119408","0.111254631994032","0.133555470244784"
"Private health insurance","2013","Part Time","Male","231","0.132916035732211","0.116867721484226","0.148964349980196"
"Private health insurance","2013","Part Time","Female","436","0.0791442888262207","0.0719809335080031","0.0863076441444384"
"Private health insurance","2013","Not Working","Male","648","0.123617559222164","0.115212505462907","0.132022612981421"
"Private health insurance","2013","Not Working","Female","570","0.0814480302740486","0.0754283104907168","0.0874677500573804"
"Neither","2013","Full Time","Male","","","",""
"Neither","2013","Full Time","Female","","","",""
"Neither","2013","Part Time","Male","","","",""
"Neither","2013","Part Time","Female","","","",""
"Neither","2013","Not Working","Male","","","",""
"Neither","2013","Not Working","Female","","","",""
"Public health insurance","2014","Full Time","Male","5551","0.821180169315675","0.812010656511865","0.830349682119485"
"Public health insurance","2014","Full Time","Female","3056","0.873225482768664","0.86221051417928","0.884240451358047"
"Public health insurance","2014","Part Time","Male","1733","0.887701989183066","0.873670365896967","0.901733612469165"
"Public health insurance","2014","Part Time","Female","5204","0.92685317769163","0.920042718196579","0.933663637186681"
"Public health insurance","2014","Not Working","Male","3288","0.870243263407572","0.859567498752597","0.880919028062546"
"Public health insurance","2014","Not Working","Female","5084","0.913222470855948","0.905826291377581","0.920618650334316"
"Private health insurance","2014","Full Time","Male","1158","0.178819830684325","0.169650317880515","0.187989343488135"
"Private health insurance","2014","Full Time","Female","449","0.126774517231336","0.115759548641953","0.13778948582072"
"Private health insurance","2014","Part Time","Male","212","0.112298010816934","0.098266387530835","0.126329634103033"
"Private health insurance","2014","Part Time","Female","411","0.0731468223083704","0.0663363628133193","0.0799572818034215"
"Private health insurance","2014","Not Working","Male","518","0.129756736592428","0.119080971937454","0.140432501247403"
"Private health insurance","2014","Not Working","Female","481","0.0867775291440517","0.0793813496656844","0.0941737086224191"
"Neither","2014","Full Time","Male","","","",""
"Neither","2014","Full Time","Female","","","",""
"Neither","2014","Part Time","Male","","","",""
"Neither","2014","Part Time","Female","","","",""
"Neither","2014","Not Working","Male","","","",""
"Neither","2014","Not Working","Female","","","",""
"Public health insurance","2015","Full Time","Male","5185","0.822123893569757","0.812642541551046","0.831605245588469"
"Public health insurance","2015","Full Time","Female","2831","0.863737413244089","0.851950000330578","0.8755248261576"
"Public health insurance","2015","Part Time","Male","1598","0.88180641601791","0.866917166903758","0.896695665132063"
"Public health insurance","2015","Part Time","Female","4929","0.933509440731747","0.926814732952267","0.940204148511226"
"Public health insurance","2015","Not Working","Male","3752","0.863995611654887","0.853752188420295","0.874239034889479"
"Public health insurance","2015","Not Working","Female","5464","0.908475678156135","0.901155638357112","0.915795717955158"
"Private health insurance","2015","Full Time","Male","1064","0.177876106430242","0.168394754411531","0.187357458448954"
"Private health insurance","2015","Full Time","Female","423","0.136262586755911","0.1244751738424","0.148049999669422"
"Private health insurance","2015","Part Time","Male","208","0.11819358398209","0.103304334867937","0.133082833096242"
"Private health insurance","2015","Part Time","Female","391","0.0664905592682533","0.0597958514887738","0.0731852670477329"
"Private health insurance","2015","Not Working","Male","550","0.136004388345113","0.125760965110522","0.146247811579705"
"Private health insurance","2015","Not Working","Female","497","0.0915243218438649","0.0842042820448416","0.0988443616428882"
"Neither","2015","Full Time","Male","","","",""
"Neither","2015","Full Time","Female","","","",""
"Neither","2015","Part Time","Male","","","",""
"Neither","2015","Part Time","Female","","","",""
"Neither","2015","Not Working","Male","","","",""
"Neither","2015","Not Working","Female","","","",""
"Public health insurance","2016","Full Time","Male","4993","0.833608349152971","0.824144389073007","0.843072309232935"
"Public health insurance","2016","Full Time","Female","2842","0.878611021840968","0.867348522432972","0.889873521248963"
"Public health insurance","2016","Part Time","Male","1627","0.891066082814212","0.876779928584579","0.905352237043845"
"Public health insurance","2016","Part Time","Female","4745","0.926303975271973","0.919159837256242","0.933448113287705"
"Public health insurance","2016","Not Working","Male","2880","0.854625551752894","0.842765457577886","0.866485645927902"
"Public health insurance","2016","Not Working","Female","4418","0.909861078902256","0.901804662098703","0.917917495705809"
"Private health insurance","2016","Full Time","Male","956","0.166391650847029","0.156927690767065","0.175855610926993"
"Private health insurance","2016","Full Time","Female","388","0.121388978159032","0.110126478751037","0.132651477567028"
"Private health insurance","2016","Part Time","Male","200","0.108933917185788","0.0946477629561549","0.123220071415421"
"Private health insurance","2016","Part Time","Female","393","0.0736960247280268","0.0665518867122951","0.0808401627437585"
"Private health insurance","2016","Not Working","Male","513","0.145374448247106","0.133514354072098","0.157234542422114"
"Private health insurance","2016","Not Working","Female","436","0.0901389210977441","0.0820825042941909","0.0981953379012973"
"Neither","2016","Full Time","Male","","","",""
"Neither","2016","Full Time","Female","","","",""
"Neither","2016","Part Time","Male","","","",""
"Neither","2016","Part Time","Female","","","",""
"Neither","2016","Not Working","Male","","","",""
"Neither","2016","Not Working","Female","","","",""
"Public health insurance","2017","Full Time","Male","5609","0.839974512507793","0.8311719679836","0.848777057031985"
"Public health insurance","2017","Full Time","Female","3260","0.874399439986816","0.863752847530491","0.885046032443142"
"Public health insurance","2017","Part Time","Male","1812","0.882618375845007","0.868732291966911","0.896504459723104"
"Public health insurance","2017","Part Time","Female","5197","0.934430243149146","0.927944297945475","0.940916188352817"
"Public health insurance","2017","Not Working","Male","3019","0.846099571066413","0.834274077571827","0.857925064560999"
"Public health insurance","2017","Not Working","Female","4537","0.907146315544762","0.899132964786225","0.915159666303299"
"Private health insurance","2017","Full Time","Male","1055","0.160025487492207","0.151222942968014","0.1688280320164"
"Private health insurance","2017","Full Time","Female","462","0.125600560013184","0.114953967556858","0.136247152469509"
"Private health insurance","2017","Part Time","Male","252","0.117381624154993","0.103495540276896","0.131267708033089"
"Private health insurance","2017","Part Time","Female","398","0.065569756850854","0.0590838116471828","0.0720557020545252"
"Private health insurance","2017","Not Working","Male","558","0.153900428933587","0.142074935439001","0.165725922428173"
"Private health insurance","2017","Not Working","Female","502","0.0928536844552379","0.084840333696701","0.100867035213775"
"Neither","2017","Full Time","Male","","","",""
"Neither","2017","Full Time","Female","","","",""
"Neither","2017","Part Time","Male","","","",""
"Neither","2017","Part Time","Female","","","",""
"Neither","2017","Not Working","Male","","","",""
"Neither","2017","Not Working","Female","","","",""
"Public health insurance","2018","Full Time","Male","5359","0.846387182484904","0.837489016247154","0.855285348722655"
"Public health insurance","2018","Full Time","Female","3177","0.882584358887845","0.872084694027405","0.893084023748285"
"Public health insurance","2018","Part Time","Male","1851","0.89295059238799","0.879618792646124","0.906282392129855"
"Public health insurance","2018","Part Time","Female","5088","0.929159716930479","0.922365765973743","0.935953667887215"
"Public health insurance","2018","Not Working","Male","2926","0.840840122472936","0.828687511630207","0.852992733315665"
"Public health insurance","2018","Not Working","Female","4356","0.903925472105367","0.895598236462019","0.912252707748716"
"Private health insurance","2018","Full Time","Male","949","0.153612817515096","0.144714651277345","0.162510983752846"
"Private health insurance","2018","Full Time","Female","434","0.117415641112155","0.106915976251715","0.127915305972596"
"Private health insurance","2018","Part Time","Male","215","0.10704940761201","0.0937176078701448","0.120381207353876"
"Private health insurance","2018","Part Time","Female","390","0.0708402830695212","0.064046332112785","0.0776342340262574"
"Private health insurance","2018","Not Working","Male","555","0.159159877527064","0.147007266684335","0.171312488369793"
"Private health insurance","2018","Not Working","Female","455","0.0960745278946325","0.0877472922512837","0.104401763537981"
"Neither","2018","Full Time","Male","","","",""
"Neither","2018","Full Time","Female","","","",""
