"ple0097","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Public health insurance","2006","no migration background","Urban Area","9739","0.859222022769401","0.852972463076948","0.865471582461853"
"Public health insurance","2006","no migration background","Rural Area","6035","0.901304962861826","0.894222856658307","0.908387069065344"
"Public health insurance","2006","direct migration background","Urban Area","1826","0.949705264624589","0.940004935454748","0.959405593794431"
"Public health insurance","2006","direct migration background","Rural Area","402","0.940120181488131","0.917642157410523","0.962598205565739"
"Public health insurance","2006","indirect migration background","Urban Area","634","0.939561966735508","0.92187108098411","0.957252852486906"
"Public health insurance","2006","indirect migration background","Rural Area","112","0.981485198845847","0.957265094283349","1.00570530340834"
"Private health insurance","2006","no migration background","Urban Area","2158","0.140777977230599","0.134528417538147","0.147027536923052"
"Private health insurance","2006","no migration background","Rural Area","778","0.0986950371381744","0.0916129309346561","0.105777143341693"
"Private health insurance","2006","direct migration background","Urban Area","124","0.0502947353754107","0.0405944062055693","0.0599950645452521"
"Private health insurance","2006","direct migration background","Rural Area","26","","",""
"Private health insurance","2006","indirect migration background","Urban Area","63","0.0604380332644923","0.0427471475130944","0.0781289190158903"
"Private health insurance","2006","indirect migration background","Rural Area","7","","",""
"Neither","2006","no migration background","Urban Area","","","",""
"Neither","2006","no migration background","Rural Area","","","",""
"Neither","2006","direct migration background","Urban Area","","","",""
"Neither","2006","direct migration background","Rural Area","","","",""
"Neither","2006","indirect migration background","Urban Area","","","",""
"Neither","2006","indirect migration background","Rural Area","","","",""
"Public health insurance","2007","no migration background","Urban Area","9104","0.859903787785419","0.853448622243921","0.866358953326917"
"Public health insurance","2007","no migration background","Rural Area","5656","0.895964477987369","0.888486939611841","0.903442016362896"
"Public health insurance","2007","direct migration background","Urban Area","1627","0.952990894260796","0.943002655583461","0.962979132938131"
"Public health insurance","2007","direct migration background","Rural Area","369","0.945852811920563","0.923449883501288","0.968255740339837"
"Public health insurance","2007","indirect migration background","Urban Area","606","0.936923914741901","0.918461202351189","0.955386627132613"
"Public health insurance","2007","indirect migration background","Rural Area","106","0.983132898699369","0.959068329596918","1.00719746780182"
"Private health insurance","2007","no migration background","Urban Area","2002","0.140096212214581","0.133641046673082","0.146551377756079"
"Private health insurance","2007","no migration background","Rural Area","748","0.104035522012631","0.0965579836371035","0.111513060388159"
"Private health insurance","2007","direct migration background","Urban Area","98","0.0470091057392039","0.0370208670618685","0.0569973444165392"
"Private health insurance","2007","direct migration background","Rural Area","23","","",""
"Private health insurance","2007","indirect migration background","Urban Area","60","0.0630760852580988","0.0446133728673869","0.0815387976488107"
"Private health insurance","2007","indirect migration background","Rural Area","4","","",""
"Neither","2007","no migration background","Urban Area","","","",""
"Neither","2007","no migration background","Rural Area","","","",""
"Neither","2007","direct migration background","Urban Area","","","",""
"Neither","2007","direct migration background","Rural Area","","","",""
"Neither","2007","indirect migration background","Urban Area","","","",""
"Neither","2007","indirect migration background","Rural Area","","","",""
"Public health insurance","2008","no migration background","Urban Area","8697","0.860836499845284","0.85424783096956","0.867425168721009"
"Public health insurance","2008","no migration background","Rural Area","5396","0.900092116520328","0.892566769495921","0.907617463544735"
"Public health insurance","2008","direct migration background","Urban Area","1484","0.957666931915901","0.947691354613636","0.967642509218167"
"Public health insurance","2008","direct migration background","Rural Area","325","0.920833652037312","0.892506933054586","0.949160371020039"
"Public health insurance","2008","indirect migration background","Urban Area","601","0.928862128590684","0.909236144390368","0.948488112790999"
"Public health insurance","2008","indirect migration background","Rural Area","110","0.995803674050351","0.983831843831814","1.00777550426889"
"Private health insurance","2008","no migration background","Urban Area","1904","0.139163500154716","0.132574831278991","0.14575216903044"
"Private health insurance","2008","no migration background","Rural Area","704","0.0999078834796721","0.0923825364552647","0.107433230504079"
"Private health insurance","2008","direct migration background","Urban Area","81","0.0423330680840987","0.0323574907818332","0.0523086453863641"
"Private health insurance","2008","direct migration background","Rural Area","24","","",""
"Private health insurance","2008","indirect migration background","Urban Area","58","0.0711378714093165","0.051511887209001","0.090763855609632"
"Private health insurance","2008","indirect migration background","Rural Area","2","","",""
"Neither","2008","no migration background","Urban Area","","","",""
"Neither","2008","no migration background","Rural Area","","","",""
"Neither","2008","direct migration background","Urban Area","","","",""
"Neither","2008","direct migration background","Rural Area","","","",""
"Neither","2008","indirect migration background","Urban Area","","","",""
"Neither","2008","indirect migration background","Rural Area","","","",""
"Public health insurance","2009","no migration background","Urban Area","8117","0.856394395323398","0.849488126894129","0.863300663752667"
"Public health insurance","2009","no migration background","Rural Area","5125","0.891023630287799","0.883017278075372","0.899029982500226"
"Public health insurance","2009","direct migration background","Urban Area","1277","0.953760878748922","0.942558616251669","0.964963141246175"
"Public health insurance","2009","direct migration background","Rural Area","299","0.917881285408444","0.887610835308713","0.948151735508175"
"Public health insurance","2009","indirect migration background","Urban Area","550","0.949957681576458","0.932438635751517","0.967476727401399"
"Public health insurance","2009","indirect migration background","Rural Area","113","0.967280310549363","0.935181580698241","0.999379040400484"
"Private health insurance","2009","no migration background","Urban Area","1788","0.143605604676602","0.136699336247333","0.150511873105871"
"Private health insurance","2009","no migration background","Rural Area","694","0.108976369712201","0.100970017499774","0.116982721924628"
"Private health insurance","2009","direct migration background","Urban Area","73","0.0462391212510776","0.0350368587538247","0.0574413837483306"
"Private health insurance","2009","direct migration background","Rural Area","17","","",""
"Private health insurance","2009","indirect migration background","Urban Area","45","0.0500423184235422","0.0325232725986009","0.0675613642484834"
"Private health insurance","2009","indirect migration background","Rural Area","5","","",""
"Neither","2009","no migration background","Urban Area","","","",""
"Neither","2009","no migration background","Rural Area","","","",""
"Neither","2009","direct migration background","Urban Area","","","",""
"Neither","2009","direct migration background","Rural Area","","","",""
"Neither","2009","indirect migration background","Urban Area","","","",""
"Neither","2009","indirect migration background","Rural Area","","","",""
"Public health insurance","2010","no migration background","Urban Area","10400","0.855744051937944","0.849598739710934","0.861889364164955"
"Public health insurance","2010","no migration background","Rural Area","6607","0.888231025298407","0.881065220361115","0.895396830235699"
"Public health insurance","2010","direct migration background","Urban Area","2153","0.947413725810974","0.938265833453456","0.956561618168492"
"Public health insurance","2010","direct migration background","Rural Area","587","0.934737344303251","0.915232840647478","0.954241847959023"
"Public health insurance","2010","indirect migration background","Urban Area","867","0.938867841069412","0.923625485682767","0.954110196456056"
"Public health insurance","2010","indirect migration background","Rural Area","189","0.970213782934556","0.946594704529496","0.993832861339616"
"Private health insurance","2010","no migration background","Urban Area","2157","0.144255948062056","0.138110635835045","0.150401260289066"
"Private health insurance","2010","no migration background","Rural Area","820","0.111768974701593","0.104603169764301","0.118934779638885"
"Private health insurance","2010","direct migration background","Urban Area","134","0.0525862741890255","0.0434383818315077","0.0617341665465434"
"Private health insurance","2010","direct migration background","Rural Area","29","","",""
"Private health insurance","2010","indirect migration background","Urban Area","82","0.0611321589305883","0.0458898035439441","0.0763745143172325"
"Private health insurance","2010","indirect migration background","Rural Area","10","","",""
"Neither","2010","no migration background","Urban Area","","","",""
"Neither","2010","no migration background","Rural Area","","","",""
"Neither","2010","direct migration background","Urban Area","","","",""
"Neither","2010","direct migration background","Rural Area","","","",""
"Neither","2010","indirect migration background","Urban Area","","","",""
"Neither","2010","indirect migration background","Rural Area","","","",""
"Public health insurance","2011","no migration background","Urban Area","12349","0.851593604286804","0.845878134057751","0.857309074515857"
"Public health insurance","2011","no migration background","Rural Area","8024","0.889543959889404","0.88307373193284","0.896014187845968"
"Public health insurance","2011","direct migration background","Urban Area","2319","0.937531307359505","0.927973902505505","0.947088712213505"
"Public health insurance","2011","direct migration background","Rural Area","749","0.939882587973173","0.923200986947024","0.956564188999321"
"Public health insurance","2011","indirect migration background","Urban Area","968","0.927067165903647","0.911406246448595","0.942728085358699"
"Public health insurance","2011","indirect migration background","Rural Area","226","0.956876632765396","0.931230382455575","0.982522883075218"
"Private health insurance","2011","no migration background","Urban Area","2513","0.148406395713196","0.142690925484143","0.154121865942249"
"Private health insurance","2011","no migration background","Rural Area","992","0.110456040110596","0.103985812154032","0.11692626806716"
"Private health insurance","2011","direct migration background","Urban Area","144","0.0624686926404948","0.0529112877864949","0.0720260974944948"
"Private health insurance","2011","direct migration background","Rural Area","31","0.0601174120268273","0.0434358110006785","0.076799013052976"
"Private health insurance","2011","indirect migration background","Urban Area","91","0.0729328340963532","0.0572719146413013","0.0885937535514051"
"Private health insurance","2011","indirect migration background","Rural Area","15","","",""
"Neither","2011","no migration background","Urban Area","","","",""
"Neither","2011","no migration background","Rural Area","","","",""
"Neither","2011","direct migration background","Urban Area","","","",""
"Neither","2011","direct migration background","Rural Area","","","",""
"Neither","2011","indirect migration background","Urban Area","","","",""
"Neither","2011","indirect migration background","Rural Area","","","",""
"Public health insurance","2012","no migration background","Urban Area","11999","0.846939325973251","0.84106276263964","0.852815889306861"
"Public health insurance","2012","no migration background","Rural Area","7949","0.891693332067809","0.885254661665602","0.898132002470016"
"Public health insurance","2012","direct migration background","Urban Area","2167","0.947188808787422","0.938010414521913","0.956367203052931"
"Public health insurance","2012","direct migration background","Rural Area","738","0.94890139307645","0.933348263123997","0.964454523028903"
"Public health insurance","2012","indirect migration background","Urban Area","943","0.923468083088765","0.907264164136872","0.939672002040658"
"Public health insurance","2012","indirect migration background","Rural Area","231","0.949163324260185","0.921657536021737","0.976669112498632"
"Private health insurance","2012","no migration background","Urban Area","2421","0.15306067402675","0.147184110693139","0.15893723736036"
"Private health insurance","2012","no migration background","Rural Area","1000","0.108306667932191","0.101867997529984","0.114745338334398"
"Private health insurance","2012","direct migration background","Urban Area","114","0.0528111912125781","0.0436327969470689","0.0619895854780873"
"Private health insurance","2012","direct migration background","Rural Area","32","0.0510986069235504","0.0355454769710973","0.0666517368760034"
"Private health insurance","2012","indirect migration background","Urban Area","91","0.0765319169112346","0.0603279979593415","0.0927358358631276"
"Private health insurance","2012","indirect migration background","Rural Area","14","","",""
"Neither","2012","no migration background","Urban Area","","","",""
"Neither","2012","no migration background","Rural Area","","","",""
"Neither","2012","direct migration background","Urban Area","","","",""
"Neither","2012","direct migration background","Rural Area","","","",""
"Neither","2012","indirect migration background","Urban Area","","","",""
"Neither","2012","indirect migration background","Rural Area","","","",""
"Public health insurance","2013","no migration background","Urban Area","11473","0.843740281199048","0.837676025641273","0.849804536756823"
"Public health insurance","2013","no migration background","Rural Area","7475","0.890728291236115","0.884060583063925","0.897395999408305"
"Public health insurance","2013","direct migration background","Urban Area","4670","0.952994909085805","0.947034053567908","0.958955764603702"
"Public health insurance","2013","direct migration background","Rural Area","1512","0.960455289119989","0.950762580846668","0.97014799739331"
"Public health insurance","2013","indirect migration background","Urban Area","1653","0.929849130617124","0.917960919834076","0.941737341400173"
"Public health insurance","2013","indirect migration background","Rural Area","343","0.966789548364735","0.948254051556302","0.985325045173168"
"Private health insurance","2013","no migration background","Urban Area","2299","0.156259718800952","0.150195463243177","0.162323974358726"
"Private health insurance","2013","no migration background","Rural Area","935","0.109271708763885","0.102604000591695","0.115939416936075"
"Private health insurance","2013","direct migration background","Urban Area","173","0.0470050909141949","0.041044235396298","0.0529659464320919"
"Private health insurance","2013","direct migration background","Rural Area","41","0.0395447108800109","0.0298520026066897","0.049237419153332"
"Private health insurance","2013","indirect migration background","Urban Area","120","0.0701508693828756","0.0582626585998271","0.0820390801659241"
"Private health insurance","2013","indirect migration background","Rural Area","16","","",""
"Neither","2013","no migration background","Urban Area","","","",""
"Neither","2013","no migration background","Rural Area","","","",""
"Neither","2013","direct migration background","Urban Area","","","",""
"Neither","2013","direct migration background","Rural Area","","","",""
"Neither","2013","indirect migration background","Urban Area","","","",""
"Neither","2013","indirect migration background","Rural Area","","","",""
"Public health insurance","2014","no migration background","Urban Area","10457","0.847138462958608","0.840837365486556","0.853439560430661"
"Public health insurance","2014","no migration background","Rural Area","6823","0.887498788957918","0.880439680881979","0.894557897033857"
"Public health insurance","2014","direct migration background","Urban Area","3716","0.951360709503395","0.944568441589903","0.958152977416888"
"Public health insurance","2014","direct migration background","Rural Area","1235","0.959299597682845","0.948445083974651","0.970154111391039"
"Public health insurance","2014","indirect migration background","Urban Area","1373","0.93920328964755","0.926971191735414","0.951435387559686"
"Public health insurance","2014","indirect migration background","Rural Area","312","0.962811896686605","0.942302780140803","0.983321013232408"
"Private health insurance","2014","no migration background","Urban Area","2072","0.152861537041391","0.146560439569339","0.159162634513444"
"Private health insurance","2014","no migration background","Rural Area","874","0.112501211042082","0.105442102966143","0.119560319118021"
"Private health insurance","2014","direct migration background","Urban Area","137","0.0486392904966046","0.041847022583112","0.0554315584100971"
"Private health insurance","2014","direct migration background","Rural Area","38","0.0407004023171548","0.029845888608961","0.0515549160253485"
"Private health insurance","2014","indirect migration background","Urban Area","93","0.0607967103524499","0.0485646124403134","0.0730288082645863"
"Private health insurance","2014","indirect migration background","Rural Area","15","","",""
"Neither","2014","no migration background","Urban Area","","","",""
"Neither","2014","no migration background","Rural Area","","","",""
"Neither","2014","direct migration background","Urban Area","","","",""
"Neither","2014","direct migration background","Rural Area","","","",""
"Neither","2014","indirect migration background","Urban Area","","","",""
"Neither","2014","indirect migration background","Rural Area","","","",""
"Public health insurance","2015","no migration background","Urban Area","9930","0.840812244878296","0.834245631450865","0.847378858305727"
"Public health insurance","2015","no migration background","Rural Area","6508","0.887666413898473","0.880451221689051","0.894881606107894"
"Public health insurance","2015","direct migration background","Urban Area","4282","0.961794838167196","0.956146851064859","0.967442825269534"
"Public health insurance","2015","direct migration background","Rural Area","1460","0.949061189558448","0.937941705640665","0.96018067347623"
"Public health insurance","2015","indirect migration background","Urban Area","1288","0.939167268181144","0.926514967696703","0.951819568665584"
"Public health insurance","2015","indirect migration background","Rural Area","291","0.925431314118247","0.896282483659374","0.954580144577119"
"Private health insurance","2015","no migration background","Urban Area","1994","0.159187755121704","0.152621141694273","0.165754368549135"
"Private health insurance","2015","no migration background","Rural Area","850","0.112333586101527","0.105118393892106","0.119548778310949"
"Private health insurance","2015","direct migration background","Urban Area","143","0.0382051618328036","0.0325571747304664","0.0438531489351408"
"Private health insurance","2015","direct migration background","Rural Area","42","0.0509388104415525","0.0398193265237698","0.0620582943593353"
"Private health insurance","2015","indirect migration background","Urban Area","83","0.0608327318188564","0.0481804313344158","0.073485032303297"
"Private health insurance","2015","indirect migration background","Rural Area","21","","",""
"Neither","2015","no migration background","Urban Area","","","",""
"Neither","2015","no migration background","Rural Area","","","",""
"Neither","2015","direct migration background","Urban Area","","","",""
"Neither","2015","direct migration background","Rural Area","","","",""
"Neither","2015","indirect migration background","Urban Area","","","",""
"Neither","2015","indirect migration background","Rural Area","","","",""
"Public health insurance","2016","no migration background","Urban Area","9262","0.845459086173001","0.838736485844586","0.852181686501416"
"Public health insurance","2016","no migration background","Rural Area","6028","0.888177580140718","0.880700860267799","0.895654300013636"
"Public health insurance","2016","direct migration background","Urban Area","3520","0.960878025166386","0.954574258274715","0.967181792058058"
"Public health insurance","2016","direct migration background","Rural Area","1227","0.969219838681934","0.959679103987896","0.978760573375973"
"Public health insurance","2016","indirect migration background","Urban Area","1179","0.92259999844546","0.907833246487975","0.937366750402945"
"Public health insurance","2016","indirect migration background","Rural Area","289","0.934113878303112","0.906453014669664","0.961774741936561"
"Private health insurance","2016","no migration background","Urban Area","1844","0.154540913826999","0.147818313498584","0.161263514155414"
"Private health insurance","2016","no migration background","Rural Area","797","0.111822419859282","0.104345699986364","0.119299139732201"
"Private health insurance","2016","direct migration background","Urban Area","114","0.0391219748336136","0.0328182079419421","0.0454257417252852"
"Private health insurance","2016","direct migration background","Rural Area","32","0.0307801613180655","0.0212394266240268","0.0403208960121043"
"Private health insurance","2016","indirect migration background","Urban Area","79","0.0774000015545399","0.0626332495970551","0.0921667535120248"
"Private health insurance","2016","indirect migration background","Rural Area","20","","",""
"Neither","2016","no migration background","Urban Area","","","",""
"Neither","2016","no migration background","Rural Area","","","",""
"Neither","2016","direct migration background","Urban Area","","","",""
"Neither","2016","direct migration background","Rural Area","","","",""
"Neither","2016","indirect migration background","Urban Area","","","",""
"Neither","2016","indirect migration background","Rural Area","","","",""
"Public health insurance","2017","no migration background","Urban Area","10313","0.843882290073121","0.837488552733796","0.850276027412447"
"Public health insurance","2017","no migration background","Rural Area","7021","0.889170629422032","0.882253952408504","0.89608730643556"
"Public health insurance","2017","direct migration background","Urban Area","3323","0.96182699520556","0.955423817951776","0.968230172459344"
"Public health insurance","2017","direct migration background","Rural Area","1189","0.975232343792097","0.966497044147066","0.983967643437128"
"Public health insurance","2017","indirect migration background","Urban Area","1307","0.918084788156032","0.903765670102626","0.932403906209437"
"Public health insurance","2017","indirect migration background","Rural Area","281","0.930531315121087","0.901903591755551","0.959159038486623"
"Private health insurance","2017","no migration background","Urban Area","2067","0.156117709926879","0.149723972587553","0.162511447266204"
"Private health insurance","2017","no migration background","Rural Area","892","0.110829370577968","0.10391269356444","0.117746047591496"
"Private health insurance","2017","direct migration background","Urban Area","117","0.0381730047944405","0.0317698275406566","0.0445761820482244"
"Private health insurance","2017","direct migration background","Rural Area","27","","",""
"Private health insurance","2017","indirect migration background","Urban Area","102","0.0819152118439685","0.0675960937905632","0.0962343298973738"
"Private health insurance","2017","indirect migration background","Rural Area","22","","",""
