"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2013","35-65 y.","lower secondary degree","5.95","6","2718","4.66666650772095","5.33333349227905","6.66666650772095","7","5.92","5.98","6","6.33333349227905"
"2013","35-65 y.","no degree/no degree yet","5.63","6","119","4","5","6.66666650772095","7","5.43","5.83","5.66666650772095","6.33333349227905"
"2013","35-65 y.","Other degree","5.94","6","663","4.66666650772095","5.33333349227905","6.66666650772095","7","5.87","6.01","6","6.33333349227905"
"2013","35-65 y.","secondary school degree","5.97","6","3674","4.66666650772095","5.33333349227905","6.66666650772095","7","5.94","6","6","6"
"2013","66 and older","college entrance qualification","5.79","6","957","4.33333349227905","5","6.66666650772095","7","5.73","5.85","6","6"
"2013","66 and older","lower secondary degree","5.93","6","2643","4.66666650772095","5.33333349227905","6.66666650772095","7","5.9","5.96","6","6"
"2013","66 and older","no degree/no degree yet","5.51","5.33","73","4.33333349227905","5","6.33333349227905","7","5.25","5.77","5.33333349227905","6"
"2013","66 and older","Other degree","5.91","6","256","4.33333349227905","5.33333349227905","6.66666650772095","7","5.79","6.03","6","6.33333349227905"
"2013","66 and older","secondary school degree","5.86","6","999","4.66666650772095","5.33333349227905","6.66666650772095","7","5.8","5.92","6","6"
"2014","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2015","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2015","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","16-34 y.","Other degree","","","","","","","","","","",""
"2015","16-34 y.","secondary school degree","","","","","","","","","","",""
"2015","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2015","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2015","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","35-65 y.","Other degree","","","","","","","","","","",""
"2015","35-65 y.","secondary school degree","","","","","","","","","","",""
"2015","66 and older","college entrance qualification","","","","","","","","","","",""
"2015","66 and older","lower secondary degree","","","","","","","","","","",""
"2015","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2015","66 and older","Other degree","","","","","","","","","","",""
"2015","66 and older","secondary school degree","","","","","","","","","","",""
"2016","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2016","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2016","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2016","16-34 y.","Other degree","","","","","","","","","","",""
"2016","16-34 y.","secondary school degree","","","","","","","","","","",""
"2016","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2016","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2016","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2016","35-65 y.","Other degree","","","","","","","","","","",""
"2016","35-65 y.","secondary school degree","","","","","","","","","","",""
"2016","66 and older","college entrance qualification","","","","","","","","","","",""
"2016","66 and older","lower secondary degree","","","","","","","","","","",""
"2016","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","","","",""
"2016","66 and older","secondary school degree","","","","","","","","","","",""
"2017","16-34 y.","college entrance qualification","5.39","5.33","2178","4.33333349227905","4.66666650772095","6","6.66666650772095","5.35","5.43","5.33333349227905","5.33333349227905"
"2017","16-34 y.","lower secondary degree","5.49","5.67","831","4","4.66666650772095","6.33333349227905","7","5.42","5.56","5.66666650772095","5.66666650772095"
"2017","16-34 y.","no degree/no degree yet","5.1","5","1005","3.66666674613953","4.33333349227905","6","6.66666650772095","5.02","5.18","5.66666650772095","6"
"2017","16-34 y.","Other degree","5.85","6","1290","4.66666650772095","5.33333349227905","6.66666650772095","7","5.8","5.9","6.33333349227905","6.66666650772095"
"2017","16-34 y.","secondary school degree","5.54","5.67","1442","4.33333349227905","5","6.33333349227905","6.66666650772095","5.49","5.59","5.66666650772095","5.66666650772095"
"2017","35-65 y.","college entrance qualification","5.66","5.67","4711","4.33333349227905","5","6.33333349227905","6.66666650772095","5.64","5.68","5.66666650772095","6"
"2017","35-65 y.","lower secondary degree","5.89","6","2949","4.66666650772095","5.33333349227905","6.66666650772095","7","5.86","5.92","6","6"
"2017","35-65 y.","no degree/no degree yet","5.8","6","787","4.33333349227905","5","6.66666650772095","7","5.73","5.87","6.33333349227905","6.66666650772095"
"2017","35-65 y.","Other degree","5.94","6","2946","4.66666650772095","5.33333349227905","6.66666650772095","7","5.91","5.97","6.33333349227905","6.33333349227905"
"2017","35-65 y.","secondary school degree","5.89","6","4987","4.66666650772095","5.33333349227905","6.66666650772095","7","5.87","5.91","6","6"
"2017","66 and older","college entrance qualification","5.62","5.67","1064","4.33333349227905","5","6.33333349227905","7","5.56","5.68","5.66666650772095","5.66666650772095"
"2017","66 and older","lower secondary degree","5.77","6","2327","4.33333349227905","5","6.66666650772095","7","5.73","5.81","6","6"
"2017","66 and older","no degree/no degree yet","5.58","5.89","73","4.33333349227905","4.66666650772095","6.33333349227905","7","5.32","5.84","5","6"
"2017","66 and older","Other degree","5.62","5.67","333","4","5","6.33333349227905","7","5.51","5.73","5.66666650772095","6"
"2017","66 and older","secondary school degree","5.73","6","1192","4.33333349227905","5","6.33333349227905","7","5.68","5.78","5.66666650772095","6"
"2018","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2018","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2018","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2018","16-34 y.","Other degree","","","","","","","","","","",""
"2018","16-34 y.","secondary school degree","","","","","","","","","","",""
"2018","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2018","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2018","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2018","35-65 y.","Other degree","","","","","","","","","","",""
"2018","35-65 y.","secondary school degree","","","","","","","","","","",""
"2018","66 and older","college entrance qualification","","","","","","","","","","",""
"2018","66 and older","lower secondary degree","","","","","","","","","","",""
"2018","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2018","66 and older","Other degree","","","","","","","","","","",""
"2018","66 and older","secondary school degree","","","","","","","","","","",""
"2019","16-34 y.","college entrance qualification","5.47","5.33","2091","4.33333349227905","5","6","6.66666650772095","5.43","5.51","5.33333349227905","5.66666650772095"
"2019","16-34 y.","lower secondary degree","5.55","5.67","642","4","5","6.33333349227905","7","5.47","5.63","5.33333349227905","5.66666650772095"
"2019","16-34 y.","no degree/no degree yet","5.18","5","419","3.66666674613953","4.33333349227905","6","6.66666650772095","5.07","5.29","5","5.33333349227905"
"2019","16-34 y.","Other degree","5.83","6","360","4.66666650772095","5.33333349227905","6.33333349227905","7","5.73","5.93","5.66666650772095","6"
"2019","16-34 y.","secondary school degree","5.54","5.67","1170","4.33333349227905","5","6.33333349227905","7","5.48","5.6","5.66666650772095","5.66666650772095"
"2019","35-65 y.","college entrance qualification","5.73","5.67","5232","4.66666650772095","5.33333349227905","6.33333349227905","6.66666650772095","5.71","5.75","6","6"
"2019","35-65 y.","lower secondary degree","5.92","6","2519","4.66666650772095","5.33333349227905","6.66666650772095","7","5.88","5.96","6","6"
"2019","35-65 y.","no degree/no degree yet","5.99","6.33","300","4.66666650772095","5.33333349227905","6.66666650772095","7","5.87","6.11","6","6.33333349227905"
"2019","35-65 y.","Other degree","5.97","6","1851","4.66666650772095","5.33333349227905","6.66666650772095","7","5.93","6.01","6","6.33333349227905"
"2019","35-65 y.","secondary school degree","5.96","6","4910","4.66666650772095","5.33333349227905","6.66666650772095","7","5.94","5.98","6","6"
"2019","66 and older","college entrance qualification","5.65","5.67","1230","4.33333349227905","5","6.66666650772095","7","5.6","5.7","5.66666650772095","6"
"2019","66 and older","lower secondary degree","5.79","6","2151","4.33333349227905","5","6.66666650772095","7","5.75","5.83","6","6"
"2019","66 and older","no degree/no degree yet","5.54","5.67","63","4","4.66666650772095","6.66666650772095","7","5.25","5.83","5.5","6.33333349227905"
"2019","66 and older","Other degree","5.66","5.67","343","4.33333349227905","5","6.33333349227905","7","5.56","5.76","5.66666650772095","6"
"2019","66 and older","secondary school degree","5.71","5.67","1352","4.33333349227905","5","6.66666650772095","7","5.66","5.76","6","6"
