"plh0190","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Tends to agree","1990","Couple + C. LE 16 ","middle vocational","90","0.116885869493709","0.0943532337055314","0.139418505281887"
"Tends to agree","1990","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Tends to agree","1990","Couple + C. LE 16 ","higher vocational","8","","",""
"Tends to agree","1990","Couple + C. LE 16 ","higher education","38","0.090418337011105","0.0626253296256842","0.118211344396526"
"Tends to agree","1990","Couple + C. GT 16 ","in school","","","",""
"Tends to agree","1990","Couple + C. GT 16 ","inadequately","","","",""
"Tends to agree","1990","Couple + C. GT 16 ","general elemantary","12","","",""
"Tends to agree","1990","Couple + C. GT 16 ","middle vocational","34","0.0781032722708891","0.0517740885602887","0.10443245598149"
"Tends to agree","1990","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Tends to agree","1990","Couple + C. GT 16 ","higher vocational","2","","",""
"Tends to agree","1990","Couple + C. GT 16 ","higher education","9","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","in school","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","general elemantary","9","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","middle vocational","18","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","higher vocational","2","","",""
"Tends to agree","1990","Couple + C. LE and GT 16","higher education","8","","",""
"Rather not true","1990","1-pers.-HH","in school","","","",""
"Rather not true","1990","1-pers.-HH","inadequately","","","",""
"Rather not true","1990","1-pers.-HH","general elemantary","4","","",""
"Rather not true","1990","1-pers.-HH","middle vocational","17","","",""
"Rather not true","1990","1-pers.-HH","vocational + Abi","1","","",""
"Rather not true","1990","1-pers.-HH","higher vocational","","","",""
"Rather not true","1990","1-pers.-HH","higher education","8","","",""
"Rather not true","1990","(Married) couple without C. ","in school","","","",""
"Rather not true","1990","(Married) couple without C. ","inadequately","1","","",""
"Rather not true","1990","(Married) couple without C. ","general elemantary","17","","",""
"Rather not true","1990","(Married) couple without C. ","middle vocational","93","0.251883225419244","0.207829971287491","0.295936479550997"
"Rather not true","1990","(Married) couple without C. ","vocational + Abi","","","",""
"Rather not true","1990","(Married) couple without C. ","higher vocational","8","","",""
"Rather not true","1990","(Married) couple without C. ","higher education","39","0.24683419889352","0.180232836301945","0.313435561485095"
"Rather not true","1990","Single parent ","in school","","","",""
"Rather not true","1990","Single parent ","inadequately","","","",""
"Rather not true","1990","Single parent ","general elemantary","3","","",""
"Rather not true","1990","Single parent ","middle vocational","31","0.281165708072725","0.192157384293541","0.370174031851909"
"Rather not true","1990","Single parent ","vocational + Abi","1","","",""
"Rather not true","1990","Single parent ","higher vocational","1","","",""
"Rather not true","1990","Single parent ","higher education","8","","",""
"Rather not true","1990","Couple + C. LE 16 ","in school","","","",""
"Rather not true","1990","Couple + C. LE 16 ","inadequately","1","","",""
"Rather not true","1990","Couple + C. LE 16 ","general elemantary","7","","",""
"Rather not true","1990","Couple + C. LE 16 ","middle vocational","241","0.316529940053498","0.283909507231111","0.349150372875886"
"Rather not true","1990","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Rather not true","1990","Couple + C. LE 16 ","higher vocational","24","","",""
"Rather not true","1990","Couple + C. LE 16 ","higher education","151","0.369558407087128","0.322779463582945","0.416337350591311"
"Rather not true","1990","Couple + C. GT 16 ","in school","","","",""
"Rather not true","1990","Couple + C. GT 16 ","inadequately","2","","",""
"Rather not true","1990","Couple + C. GT 16 ","general elemantary","23","","",""
"Rather not true","1990","Couple + C. GT 16 ","middle vocational","127","0.321515498203327","0.275687322949541","0.367343673457113"
"Rather not true","1990","Couple + C. GT 16 ","vocational + Abi","6","","",""
"Rather not true","1990","Couple + C. GT 16 ","higher vocational","11","","",""
"Rather not true","1990","Couple + C. GT 16 ","higher education","41","0.331327412976272","0.247111742161909","0.415543083790634"
"Rather not true","1990","Couple + C. LE and GT 16","in school","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Rather not true","1990","Couple + C. LE and GT 16","general elemantary","21","","",""
"Rather not true","1990","Couple + C. LE and GT 16","middle vocational","43","0.333071232682851","0.253271032764984","0.412871432600718"
"Rather not true","1990","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Rather not true","1990","Couple + C. LE and GT 16","higher vocational","7","","",""
"Rather not true","1990","Couple + C. LE and GT 16","higher education","16","","",""
"Totally disagree","1990","1-pers.-HH","in school","","","",""
"Totally disagree","1990","1-pers.-HH","inadequately","","","",""
"Totally disagree","1990","1-pers.-HH","general elemantary","3","","",""
"Totally disagree","1990","1-pers.-HH","middle vocational","67","0.669760170179329","0.576647359235064","0.762872981123593"
"Totally disagree","1990","1-pers.-HH","vocational + Abi","","","",""
"Totally disagree","1990","1-pers.-HH","higher vocational","3","","",""
"Totally disagree","1990","1-pers.-HH","higher education","10","","",""
"Totally disagree","1990","(Married) couple without C. ","in school","","","",""
"Totally disagree","1990","(Married) couple without C. ","inadequately","","","",""
"Totally disagree","1990","(Married) couple without C. ","general elemantary","22","","",""
"Totally disagree","1990","(Married) couple without C. ","middle vocational","213","0.575526760223099","0.525367445556514","0.625686074889684"
"Totally disagree","1990","(Married) couple without C. ","vocational + Abi","2","","",""
"Totally disagree","1990","(Married) couple without C. ","higher vocational","40","0.737522703043535","0.620172247340092","0.854873158746977"
"Totally disagree","1990","(Married) couple without C. ","higher education","94","0.574923987193784","0.49856262509311","0.651285349294459"
"Totally disagree","1990","Single parent ","in school","","","",""
"Totally disagree","1990","Single parent ","inadequately","","","",""
"Totally disagree","1990","Single parent ","general elemantary","10","","",""
"Totally disagree","1990","Single parent ","middle vocational","50","0.535018769650225","0.436268731181302","0.633768808119148"
"Totally disagree","1990","Single parent ","vocational + Abi","2","","",""
"Totally disagree","1990","Single parent ","higher vocational","","","",""
"Totally disagree","1990","Single parent ","higher education","24","","",""
"Totally disagree","1990","Couple + C. LE 16 ","in school","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","inadequately","","","",""
"Totally disagree","1990","Couple + C. LE 16 ","general elemantary","16","","",""
"Totally disagree","1990","Couple + C. LE 16 ","middle vocational","410","0.518244326370662","0.483201165591417","0.553287487149907"
"Totally disagree","1990","Couple + C. LE 16 ","vocational + Abi","13","","",""
"Totally disagree","1990","Couple + C. LE 16 ","higher vocational","50","0.589892209424188","0.485939884861925","0.69384453398645"
"Totally disagree","1990","Couple + C. LE 16 ","higher education","205","0.507343649183208","0.45889188509138","0.555795413275036"
"Totally disagree","1990","Couple + C. GT 16 ","in school","1","","",""
"Totally disagree","1990","Couple + C. GT 16 ","inadequately","","","",""
"Totally disagree","1990","Couple + C. GT 16 ","general elemantary","43","0.538673362271142","0.433315759254495","0.644030965287789"
"Totally disagree","1990","Couple + C. GT 16 ","middle vocational","213","0.545003407308282","0.496142072824576","0.593864741791988"
"Totally disagree","1990","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Totally disagree","1990","Couple + C. GT 16 ","higher vocational","31","0.673623372305243","0.538124002874911","0.809122741735576"
"Totally disagree","1990","Couple + C. GT 16 ","higher education","61","0.511567750782913","0.422131988519842","0.601003513045983"
"Totally disagree","1990","Couple + C. LE and GT 16","in school","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","general elemantary","17","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","middle vocational","65","0.461032595654495","0.376632535131367","0.545432656177622"
"Totally disagree","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","higher vocational","11","","",""
"Totally disagree","1990","Couple + C. LE and GT 16","higher education","42","0.629740949107969","0.514971196996564","0.744510701219375"
"True entirely","1991","1-pers.-HH","in school","","","",""
"True entirely","1991","1-pers.-HH","inadequately","","","",""
"True entirely","1991","1-pers.-HH","general elemantary","3","","",""
"True entirely","1991","1-pers.-HH","middle vocational","5","","",""
"True entirely","1991","1-pers.-HH","vocational + Abi","","","",""
"True entirely","1991","1-pers.-HH","higher vocational","","","",""
"True entirely","1991","1-pers.-HH","higher education","3","","",""
"True entirely","1991","(Married) couple without C. ","in school","","","",""
"True entirely","1991","(Married) couple without C. ","inadequately","","","",""
"True entirely","1991","(Married) couple without C. ","general elemantary","7","","",""
"True entirely","1991","(Married) couple without C. ","middle vocational","23","","",""
"True entirely","1991","(Married) couple without C. ","vocational + Abi","","","",""
"True entirely","1991","(Married) couple without C. ","higher vocational","1","","",""
"True entirely","1991","(Married) couple without C. ","higher education","19","","",""
"True entirely","1991","Single parent ","in school","","","",""
"True entirely","1991","Single parent ","inadequately","","","",""
"True entirely","1991","Single parent ","general elemantary","","","",""
"True entirely","1991","Single parent ","middle vocational","9","","",""
"True entirely","1991","Single parent ","vocational + Abi","","","",""
"True entirely","1991","Single parent ","higher vocational","","","",""
"True entirely","1991","Single parent ","higher education","4","","",""
"True entirely","1991","Couple + C. LE 16 ","in school","","","",""
"True entirely","1991","Couple + C. LE 16 ","inadequately","","","",""
"True entirely","1991","Couple + C. LE 16 ","general elemantary","3","","",""
"True entirely","1991","Couple + C. LE 16 ","middle vocational","47","0.0609307918518885","0.0439468764995289","0.0779147072042482"
"True entirely","1991","Couple + C. LE 16 ","vocational + Abi","1","","",""
"True entirely","1991","Couple + C. LE 16 ","higher vocational","2","","",""
"True entirely","1991","Couple + C. LE 16 ","higher education","24","","",""
"True entirely","1991","Couple + C. GT 16 ","in school","","","",""
"True entirely","1991","Couple + C. GT 16 ","inadequately","","","",""
"True entirely","1991","Couple + C. GT 16 ","general elemantary","5","","",""
"True entirely","1991","Couple + C. GT 16 ","middle vocational","30","0.0710471248927961","0.0469604157698708","0.0951338340157213"
"True entirely","1991","Couple + C. GT 16 ","vocational + Abi","1","","",""
"True entirely","1991","Couple + C. GT 16 ","higher vocational","2","","",""
"True entirely","1991","Couple + C. GT 16 ","higher education","7","","",""
"True entirely","1991","Couple + C. LE and GT 16","in school","","","",""
"True entirely","1991","Couple + C. LE and GT 16","inadequately","","","",""
"True entirely","1991","Couple + C. LE and GT 16","general elemantary","3","","",""
"True entirely","1991","Couple + C. LE and GT 16","middle vocational","9","","",""
"True entirely","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"True entirely","1991","Couple + C. LE and GT 16","higher vocational","1","","",""
"True entirely","1991","Couple + C. LE and GT 16","higher education","3","","",""
"Tends to agree","1991","1-pers.-HH","in school","","","",""
"Tends to agree","1991","1-pers.-HH","inadequately","","","",""
"Tends to agree","1991","1-pers.-HH","general elemantary","3","","",""
"Tends to agree","1991","1-pers.-HH","middle vocational","10","","",""
"Tends to agree","1991","1-pers.-HH","vocational + Abi","1","","",""
"Tends to agree","1991","1-pers.-HH","higher vocational","3","","",""
"Tends to agree","1991","1-pers.-HH","higher education","4","","",""
"Tends to agree","1991","(Married) couple without C. ","in school","","","",""
"Tends to agree","1991","(Married) couple without C. ","inadequately","1","","",""
"Tends to agree","1991","(Married) couple without C. ","general elemantary","7","","",""
"Tends to agree","1991","(Married) couple without C. ","middle vocational","47","0.102856492383715","0.0743429181343401","0.13137006663309"
"Tends to agree","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Tends to agree","1991","(Married) couple without C. ","higher vocational","5","","",""
"Tends to agree","1991","(Married) couple without C. ","higher education","21","","",""
"Tends to agree","1991","Single parent ","in school","","","",""
"Tends to agree","1991","Single parent ","inadequately","","","",""
"Tends to agree","1991","Single parent ","general elemantary","3","","",""
"Tends to agree","1991","Single parent ","middle vocational","14","","",""
"Tends to agree","1991","Single parent ","vocational + Abi","1","","",""
"Tends to agree","1991","Single parent ","higher vocational","","","",""
"Tends to agree","1991","Single parent ","higher education","4","","",""
"Tends to agree","1991","Couple + C. LE 16 ","in school","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","inadequately","","","",""
"Tends to agree","1991","Couple + C. LE 16 ","general elemantary","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","middle vocational","89","0.103279490214943","0.0816719067289212","0.124887073700965"
"Tends to agree","1991","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Tends to agree","1991","Couple + C. LE 16 ","higher vocational","6","","",""
"Tends to agree","1991","Couple + C. LE 16 ","higher education","37","0.0862713677306086","0.0591934649981713","0.113349270463046"
"Tends to agree","1991","Couple + C. GT 16 ","in school","2","","",""
"Tends to agree","1991","Couple + C. GT 16 ","inadequately","","","",""
"Tends to agree","1991","Couple + C. GT 16 ","general elemantary","15","","",""
"Tends to agree","1991","Couple + C. GT 16 ","middle vocational","51","0.120065088890336","0.0895902779400709","0.150539899840601"
"Tends to agree","1991","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Tends to agree","1991","Couple + C. GT 16 ","higher vocational","3","","",""
"Tends to agree","1991","Couple + C. GT 16 ","higher education","15","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","in school","","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","inadequately","2","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","general elemantary","12","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","middle vocational","18","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","higher vocational","2","","",""
"Tends to agree","1991","Couple + C. LE and GT 16","higher education","5","","",""
"Rather not true","1991","1-pers.-HH","in school","","","",""
"Rather not true","1991","1-pers.-HH","inadequately","","","",""
"Rather not true","1991","1-pers.-HH","general elemantary","25","","",""
"Rather not true","1991","1-pers.-HH","middle vocational","39","0.30854723608404","0.228840445120756","0.388254027047324"
"Rather not true","1991","1-pers.-HH","vocational + Abi","1","","",""
"Rather not true","1991","1-pers.-HH","higher vocational","1","","",""
"Rather not true","1991","1-pers.-HH","higher education","8","","",""
"Rather not true","1991","(Married) couple without C. ","in school","","","",""
"Rather not true","1991","(Married) couple without C. ","inadequately","","","",""
"Rather not true","1991","(Married) couple without C. ","general elemantary","17","","",""
"Rather not true","1991","(Married) couple without C. ","middle vocational","101","0.20976998421165","0.171553275687944","0.247986692735355"
"Rather not true","1991","(Married) couple without C. ","vocational + Abi","2","","",""
"Rather not true","1991","(Married) couple without C. ","higher vocational","15","","",""
"Rather not true","1991","(Married) couple without C. ","higher education","34","0.21056951115754","0.14873306135562","0.272405960959461"
"Rather not true","1991","Single parent ","in school","","","",""
"Rather not true","1991","Single parent ","inadequately","1","","",""
"Rather not true","1991","Single parent ","general elemantary","5","","",""
"Rather not true","1991","Single parent ","middle vocational","21","","",""
"Rather not true","1991","Single parent ","vocational + Abi","1","","",""
"Rather not true","1991","Single parent ","higher vocational","","","",""
"Rather not true","1991","Single parent ","higher education","10","","",""
"Rather not true","1991","Couple + C. LE 16 ","in school","","","",""
"Rather not true","1991","Couple + C. LE 16 ","inadequately","1","","",""
"Rather not true","1991","Couple + C. LE 16 ","general elemantary","8","","",""
"Rather not true","1991","Couple + C. LE 16 ","middle vocational","225","0.300133577458279","0.26759223414591","0.332674920770649"
"Rather not true","1991","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Rather not true","1991","Couple + C. LE 16 ","higher vocational","22","","",""
"Rather not true","1991","Couple + C. LE 16 ","higher education","151","0.382051489109543","0.335190639469091","0.428912338749996"
"Rather not true","1991","Couple + C. GT 16 ","in school","3","","",""
"Rather not true","1991","Couple + C. GT 16 ","inadequately","6","","",""
"Rather not true","1991","Couple + C. GT 16 ","general elemantary","32","0.341710540429746","0.246337873593311","0.437083207266181"
"Rather not true","1991","Couple + C. GT 16 ","middle vocational","141","0.32621193838784","0.282255858517186","0.370168018258493"
"Rather not true","1991","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Rather not true","1991","Couple + C. GT 16 ","higher vocational","7","","",""
"Rather not true","1991","Couple + C. GT 16 ","higher education","43","0.342049619187268","0.261425794349007","0.422673444025529"
"Rather not true","1991","Couple + C. LE and GT 16","in school","2","","",""
"Rather not true","1991","Couple + C. LE and GT 16","inadequately","4","","",""
"Rather not true","1991","Couple + C. LE and GT 16","general elemantary","32","0.495774923418446","0.374227456891244","0.617322389945648"
"Rather not true","1991","Couple + C. LE and GT 16","middle vocational","36","0.244342384350365","0.171588258430863","0.317096510269867"
"Rather not true","1991","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Rather not true","1991","Couple + C. LE and GT 16","higher vocational","5","","",""
"Rather not true","1991","Couple + C. LE and GT 16","higher education","18","","",""
"Totally disagree","1991","1-pers.-HH","in school","","","",""
"Totally disagree","1991","1-pers.-HH","inadequately","","","",""
"Totally disagree","1991","1-pers.-HH","general elemantary","33","0.511718089559895","0.389253986366251","0.634182192753539"
"Totally disagree","1991","1-pers.-HH","middle vocational","75","0.592129313454227","0.507324058614231","0.676934568294223"
"Totally disagree","1991","1-pers.-HH","vocational + Abi","3","","",""
"Totally disagree","1991","1-pers.-HH","higher vocational","3","","",""
"Totally disagree","1991","1-pers.-HH","higher education","12","","",""
"Totally disagree","1991","(Married) couple without C. ","in school","","","",""
"Totally disagree","1991","(Married) couple without C. ","inadequately","1","","",""
"Totally disagree","1991","(Married) couple without C. ","general elemantary","48","0.636515879678342","0.530448488288444","0.74258327106824"
"Totally disagree","1991","(Married) couple without C. ","middle vocational","265","0.630877753522563","0.58558147075479","0.676174036290336"
"Totally disagree","1991","(Married) couple without C. ","vocational + Abi","2","","",""
"Totally disagree","1991","(Married) couple without C. ","higher vocational","36","0.590936794087105","0.463299852872958","0.718573735301251"
"Totally disagree","1991","(Married) couple without C. ","higher education","93","0.566844158091572","0.491691597738705","0.64199671844444"
"Totally disagree","1991","Single parent ","in school","","","",""
"Totally disagree","1991","Single parent ","inadequately","3","","",""
"Totally disagree","1991","Single parent ","general elemantary","8","","",""
"Totally disagree","1991","Single parent ","middle vocational","47","0.540177910124044","0.437780087843087","0.642575732405"
"Totally disagree","1991","Single parent ","vocational + Abi","1","","",""
"Totally disagree","1991","Single parent ","higher vocational","","","",""
"Totally disagree","1991","Single parent ","higher education","24","","",""
"Totally disagree","1991","Couple + C. LE 16 ","in school","","","",""
"Totally disagree","1991","Couple + C. LE 16 ","inadequately","1","","",""
"Totally disagree","1991","Couple + C. LE 16 ","general elemantary","9","","",""
"Totally disagree","1991","Couple + C. LE 16 ","middle vocational","401","0.535656140474889","0.500245522771986","0.571066758177791"
"Totally disagree","1991","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Totally disagree","1991","Couple + C. LE 16 ","higher vocational","51","0.66575224177369","0.563022510535029","0.76848197301235"
"Totally disagree","1991","Couple + C. LE 16 ","higher education","201","0.476350393946581","0.42818260401964","0.524518183873523"
"Totally disagree","1991","Couple + C. GT 16 ","in school","2","","",""
"Totally disagree","1991","Couple + C. GT 16 ","inadequately","6","","",""
"Totally disagree","1991","Couple + C. GT 16 ","general elemantary","43","0.477884105584753","0.377438477530343","0.578329733639163"
"Totally disagree","1991","Couple + C. GT 16 ","middle vocational","215","0.482675847829029","0.435825099303395","0.529526596354662"
"Totally disagree","1991","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Totally disagree","1991","Couple + C. GT 16 ","higher vocational","35","0.727344270040414","0.600030174977794","0.854658365103034"
"Totally disagree","1991","Couple + C. GT 16 ","higher education","68","0.499445871019129","0.414470707658797","0.584421034379461"
"Totally disagree","1991","Couple + C. LE and GT 16","in school","3","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","inadequately","3","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","general elemantary","18","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","middle vocational","71","0.555742241009684","0.471612431298749","0.639872050720618"
"Totally disagree","1991","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","higher vocational","15","","",""
"Totally disagree","1991","Couple + C. LE and GT 16","higher education","39","0.624165684285484","0.506421471003387","0.741909897567582"
"True entirely","1992","1-pers.-HH","in school","","","",""
"True entirely","1992","1-pers.-HH","inadequately","","","",""
"True entirely","1992","1-pers.-HH","general elemantary","16","","",""
"True entirely","1992","1-pers.-HH","middle vocational","28","","",""
"True entirely","1992","1-pers.-HH","vocational + Abi","2","","",""
"True entirely","1992","1-pers.-HH","higher vocational","3","","",""
"True entirely","1992","1-pers.-HH","higher education","10","","",""
"True entirely","1992","(Married) couple without C. ","in school","","","",""
"True entirely","1992","(Married) couple without C. ","inadequately","2","","",""
"True entirely","1992","(Married) couple without C. ","general elemantary","22","","",""
"True entirely","1992","(Married) couple without C. ","middle vocational","68","0.0498367794202927","0.0390659498429739","0.0606076089976116"
"True entirely","1992","(Married) couple without C. ","vocational + Abi","1","","",""
"True entirely","1992","(Married) couple without C. ","higher vocational","12","","",""
"True entirely","1992","(Married) couple without C. ","higher education","23","","",""
"True entirely","1992","Single parent ","in school","1","","",""
"True entirely","1992","Single parent ","inadequately","","","",""
"True entirely","1992","Single parent ","general elemantary","5","","",""
"True entirely","1992","Single parent ","middle vocational","18","","",""
"True entirely","1992","Single parent ","vocational + Abi","1","","",""
"True entirely","1992","Single parent ","higher vocational","1","","",""
"True entirely","1992","Single parent ","higher education","1","","",""
"True entirely","1992","Couple + C. LE 16 ","in school","","","",""
"True entirely","1992","Couple + C. LE 16 ","inadequately","1","","",""
"True entirely","1992","Couple + C. LE 16 ","general elemantary","14","","",""
"True entirely","1992","Couple + C. LE 16 ","middle vocational","73","0.0439273636726674","0.0337708950606767","0.0540838322846582"
"True entirely","1992","Couple + C. LE 16 ","vocational + Abi","1","","",""
"True entirely","1992","Couple + C. LE 16 ","higher vocational","11","","",""
"True entirely","1992","Couple + C. LE 16 ","higher education","25","","",""
"True entirely","1992","Couple + C. GT 16 ","in school","5","","",""
"True entirely","1992","Couple + C. GT 16 ","inadequately","2","","",""
"True entirely","1992","Couple + C. GT 16 ","general elemantary","18","","",""
"True entirely","1992","Couple + C. GT 16 ","middle vocational","59","0.0449539847702236","0.033106520619971","0.0568014489204762"
"True entirely","1992","Couple + C. GT 16 ","vocational + Abi","2","","",""
"True entirely","1992","Couple + C. GT 16 ","higher vocational","7","","",""
"True entirely","1992","Couple + C. GT 16 ","higher education","11","","",""
"True entirely","1992","Couple + C. LE and GT 16","in school","1","","",""
"True entirely","1992","Couple + C. LE and GT 16","inadequately","","","",""
"True entirely","1992","Couple + C. LE and GT 16","general elemantary","6","","",""
"True entirely","1992","Couple + C. LE and GT 16","middle vocational","9","","",""
"True entirely","1992","Couple + C. LE and GT 16","vocational + Abi","","","",""
"True entirely","1992","Couple + C. LE and GT 16","higher vocational","4","","",""
"True entirely","1992","Couple + C. LE and GT 16","higher education","2","","",""
"Tends to agree","1992","1-pers.-HH","in school","","","",""
"Tends to agree","1992","1-pers.-HH","inadequately","","","",""
"Tends to agree","1992","1-pers.-HH","general elemantary","28","","",""
"Tends to agree","1992","1-pers.-HH","middle vocational","71","0.124918303594474","0.0976801782328133","0.152156428956135"
"Tends to agree","1992","1-pers.-HH","vocational + Abi","7","","",""
"Tends to agree","1992","1-pers.-HH","higher vocational","9","","",""
"Tends to agree","1992","1-pers.-HH","higher education","12","","",""
"Tends to agree","1992","(Married) couple without C. ","in school","","","",""
"Tends to agree","1992","(Married) couple without C. ","inadequately","1","","",""
"Tends to agree","1992","(Married) couple without C. ","general elemantary","64","0.114718782475829","0.086841263372674","0.142596301578984"
