"plh0190","year","n","percent","lower_confidence","upper_confidence","value"
"True entirely","2010","","","","","1"
"Rather not true","2011","","","","","3"
"Tends to agree","2011","","","","","2"
"Totally disagree","2011","","","","","4"
"True entirely","2011","","","","","1"
"Rather not true","2012","","","","","3"
"Tends to agree","2012","","","","","2"
"Totally disagree","2012","","","","","4"
"True entirely","2012","","","","","1"
"Rather not true","2013","6214","0.372392293666709","0.365125931847494","0.379658655485924","3"
"Tends to agree","2013","1657","0.101129112873752","0.0965974322066205","0.105660793540884","2"
"Totally disagree","2013","8296","0.471806847611676","0.464303569464795","0.479310125758557","4"
"True entirely","2013","837","0.0546717458478628","0.0512547430584043","0.0580887486373214","1"
"Rather not true","2014","","","","","3"
"Tends to agree","2014","","","","","2"
"Totally disagree","2014","","","","","4"
"True entirely","2014","","","","","1"
"Rather not true","2015","","","","","3"
"Tends to agree","2015","","","","","2"
"Totally disagree","2015","","","","","4"
"True entirely","2015","","","","","1"
"Rather not true","2016","","","","","3"
"Tends to agree","2016","","","","","2"
"Totally disagree","2016","","","","","4"
"True entirely","2016","","","","","1"
"Rather not true","2017","","","","","3"
"Tends to agree","2017","","","","","2"
"Totally disagree","2017","","","","","4"
"True entirely","2017","","","","","1"
"Rather not true","2018","8551","0.376727721721183","0.370430648804088","0.383024794638278","3"
"Tends to agree","2018","2572","0.123002701276601","0.118734523702317","0.127270878850886","2"
"Totally disagree","2018","10430","0.445273968805206","0.438815360398089","0.451732577212324","4"
"True entirely","2018","1194","0.0549956081970095","0.0520330496260609","0.0579581667679581","1"
