"hlf0094","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1985","16-34 y.","Full Time","109","0.197143486797239","0.164540284340197","0.229746689254281","1"
"Very Inexpensive","1985","16-34 y.","Part Time","53","0.189307431902492","0.143905220941029","0.234709642863955","1"
"Very Inexpensive","1985","16-34 y.","Not Working","92","0.208803750483402","0.170911690698185","0.24669581026862","1"
"Very Inexpensive","1985","35-65 y.","Full Time","251","0.217619136666881","0.194408000528917","0.240830272804845","1"
"Very Inexpensive","1985","35-65 y.","Part Time","82","0.216031293410707","0.175600314959127","0.256462271862288","1"
"Very Inexpensive","1985","35-65 y.","Not Working","216","0.271357755520722","0.241015391850322","0.301700119191122","1"
"Very Inexpensive","1985","66 and older","Full Time","3","","","","1"
"Very Inexpensive","1985","66 and older","Part Time","3","","","","1"
"Very Inexpensive","1985","66 and older","Not Working","146","0.324385925637111","0.280987430041011","0.36778442123321","1"
"Inexpensive","1986","16-34 y.","Full Time","162","0.282271434441453","0.24604427143789","0.318498597445016","2"
"Inexpensive","1986","16-34 y.","Part Time","80","0.280251421482244","0.228825912263217","0.33167693070127","2"
"Inexpensive","1986","16-34 y.","Not Working","124","0.268376525777778","0.22840109332138","0.308351958234176","2"
"Inexpensive","1986","35-65 y.","Part Time","129","0.326643064765456","0.280740675210122","0.372545454320789","2"
"Inexpensive","1986","35-65 y.","Not Working","262","0.32809381545001","0.295996735534379","0.360190895365642","2"
"Inexpensive","1986","66 and older","Full Time","3","","","","2"
"Inexpensive","1986","66 and older","Not Working","173","0.371612338812593","0.32824649625792","0.414978181367266","2"
"Inexpensive","1986","35-65 y.","Full Time","370","0.301044188016981","0.275461003920733","0.326627372113229","2"
"Inexpensive","1986","66 and older","Part Time","8","","","","2"
"Reasonable","1986","16-34 y.","Part Time","121","0.429975153236407","0.373288234125863","0.48666207234695","3"
"Reasonable","1986","66 and older","Full Time","6","","","","3"
"Reasonable","1986","16-34 y.","Full Time","240","0.409325065974668","0.369749313114343","0.448900818834992","3"
"Reasonable","1986","66 and older","Not Working","157","0.311631606017522","0.270067340421933","0.353195871613111","3"
"Reasonable","1986","35-65 y.","Not Working","311","0.374278967476812","0.341196319004999","0.407361615948626","3"
"Reasonable","1986","16-34 y.","Not Working","195","0.404408735831254","0.360133435533994","0.448684036128514","3"
"Reasonable","1986","35-65 y.","Full Time","505","0.409699633964666","0.382272279046756","0.437126988882576","3"
"Reasonable","1986","35-65 y.","Part Time","152","0.377450609188323","0.330005344232816","0.424895874143829","3"
"Reasonable","1986","66 and older","Part Time","4","","","","3"
"Slightly Expensive","1986","16-34 y.","Not Working","46","0.0955570307319982","0.0690354742305633","0.122078587233433","4"
"Slightly Expensive","1986","16-34 y.","Full Time","86","0.132150007838341","0.104893094529509","0.159406921147173","4"
"Slightly Expensive","1986","35-65 y.","Not Working","52","0.0559655113944625","0.0402522494308141","0.0716787733581109","4"
"Slightly Expensive","1986","66 and older","Not Working","29","","","","4"
"Slightly Expensive","1986","16-34 y.","Part Time","31","0.0989286657677329","0.0647421418808666","0.133115189654599","4"
"Slightly Expensive","1986","66 and older","Part Time","1","","","","4"
"Slightly Expensive","1986","35-65 y.","Full Time","136","0.106636078300124","0.0894221139400842","0.123850042660164","4"
"Slightly Expensive","1986","35-65 y.","Part Time","41","0.0955156387699371","0.0667473732781782","0.124283904261696","4"
"Slightly Expensive","1986","66 and older","Full Time","","","","","4"
"Too Expensive","1986","35-65 y.","Part Time","8","","","","5"
"Too Expensive","1986","16-34 y.","Full Time","19","","","","5"
"Too Expensive","1986","35-65 y.","Full Time","37","0.0267864684509178","0.0177816199325933","0.0357913169692423","5"
"Too Expensive","1986","16-34 y.","Part Time","16","","","","5"
"Too Expensive","1986","16-34 y.","Not Working","13","","","","5"
"Too Expensive","1986","35-65 y.","Not Working","20","","","","5"
"Too Expensive","1986","66 and older","Full Time","","","","","5"
"Too Expensive","1986","66 and older","Part Time","","","","","5"
"Too Expensive","1986","66 and older","Not Working","5","","","","5"
"Very Inexpensive","1986","16-34 y.","Full Time","86","0.145326630113962","0.116960934906334","0.17369232532159","1"
"Very Inexpensive","1986","16-34 y.","Part Time","45","0.144911091652562","0.10460499597778","0.185217187327345","1"
"Very Inexpensive","1986","16-34 y.","Not Working","94","0.207616097225486","0.171025000606098","0.244207193844875","1"
"Very Inexpensive","1986","35-65 y.","Full Time","187","0.155833631267312","0.135605338498907","0.176061924035716","1"
"Very Inexpensive","1986","35-65 y.","Part Time","71","0.18068429428012","0.143025904467035","0.218342684093205","1"
"Very Inexpensive","1986","35-65 y.","Not Working","177","0.219028017367318","0.190754506191765","0.247301528542871","1"
"Very Inexpensive","1986","66 and older","Full Time","","","","","1"
"Very Inexpensive","1986","66 and older","Part Time","1","","","","1"
"Very Inexpensive","1986","66 and older","Not Working","113","0.245673824680604","0.207041758705381","0.284305890655827","1"
"Inexpensive","1987","66 and older","Full Time","6","","","","2"
"Inexpensive","1987","16-34 y.","Part Time","106","0.335537108096613","0.282718792421374","0.388355423771852","2"
"Inexpensive","1987","16-34 y.","Not Working","124","0.320030931160843","0.274654991615445","0.365406870706241","2"
"Inexpensive","1987","35-65 y.","Not Working","294","0.388585761590922","0.354246668076961","0.422924855104883","2"
"Inexpensive","1987","16-34 y.","Full Time","215","0.328744775079948","0.29243564250969","0.365053907650206","2"
"Inexpensive","1987","66 and older","Not Working","192","0.410479694405843","0.366609480787838","0.454349908023849","2"
"Inexpensive","1987","35-65 y.","Part Time","123","0.306919651696915","0.261664733520337","0.352174569873493","2"
"Inexpensive","1987","35-65 y.","Full Time","385","0.317165861155636","0.291263576079119","0.343068146232154","2"
"Inexpensive","1987","66 and older","Part Time","8","","","","2"
"Reasonable","1987","66 and older","Not Working","162","0.339253459792876","0.297029970767013","0.381476948818739","3"
"Reasonable","1987","35-65 y.","Not Working","258","0.327534337913319","0.294471427091041","0.360597248735597","3"
"Reasonable","1987","16-34 y.","Full Time","251","0.397286644834278","0.35946416543343","0.435109124235125","3"
"Reasonable","1987","16-34 y.","Part Time","113","0.372220371266431","0.318147107738454","0.426293634794409","3"
"Reasonable","1987","16-34 y.","Not Working","141","0.346080974272983","0.299807093502615","0.39235485504335","3"
"Reasonable","1987","35-65 y.","Full Time","501","0.40236322394935","0.375069358566012","0.429657089332688","3"
"Reasonable","1987","35-65 y.","Part Time","150","0.379672453910806","0.332053843133184","0.427291064688427","3"
"Reasonable","1987","66 and older","Full Time","7","","","","3"
"Reasonable","1987","66 and older","Part Time","6","","","","3"
"Slightly Expensive","1987","16-34 y.","Part Time","32","0.0998173059505724","0.0662862558105856","0.133348356090559","4"
"Slightly Expensive","1987","35-65 y.","Not Working","45","0.0531300911216228","0.0373287827526096","0.0689313994906361","4"
"Slightly Expensive","1987","16-34 y.","Full Time","61","0.0929411805900186","0.0704990325872083","0.115383328592829","4"
"Slightly Expensive","1987","16-34 y.","Not Working","51","0.114503583267692","0.0835302448913143","0.145476921644069","4"
"Slightly Expensive","1987","35-65 y.","Full Time","129","0.0925658714028502","0.0764345386461085","0.108697204159592","4"
"Slightly Expensive","1987","66 and older","Not Working","18","","","","4"
"Slightly Expensive","1987","35-65 y.","Part Time","39","0.0920862813866615","0.0637148400066746","0.120457722766648","4"
"Slightly Expensive","1987","66 and older","Part Time","1","","","","4"
"Slightly Expensive","1987","66 and older","Full Time","1","","","","4"
"Too Expensive","1987","16-34 y.","Full Time","16","","","","5"
"Too Expensive","1987","35-65 y.","Full Time","35","0.028281014473681","0.0190541299679242","0.0375078989794378","5"
"Too Expensive","1987","35-65 y.","Part Time","11","","","","5"
"Too Expensive","1987","16-34 y.","Part Time","3","","","","5"
"Too Expensive","1987","16-34 y.","Not Working","20","","","","5"
"Too Expensive","1987","35-65 y.","Not Working","20","","","","5"
"Too Expensive","1987","66 and older","Full Time","","","","","5"
"Too Expensive","1987","66 and older","Part Time","","","","","5"
"Too Expensive","1987","66 and older","Not Working","10","","","","5"
"Very Inexpensive","1987","16-34 y.","Full Time","100","0.156458928169629","0.128379006206593","0.184538850132666","1"
"Very Inexpensive","1987","16-34 y.","Part Time","53","0.181796011882415","0.138653852874753","0.224938170890078","1"
"Very Inexpensive","1987","16-34 y.","Not Working","70","0.172016684013068","0.135306957177551","0.208726410848585","1"
"Very Inexpensive","1987","35-65 y.","Full Time","190","0.159624029018482","0.139238443224847","0.180009614812118","1"
"Very Inexpensive","1987","35-65 y.","Part Time","76","0.196568144102526","0.157574597687498","0.235561690517554","1"
"Very Inexpensive","1987","35-65 y.","Not Working","157","0.202562806435951","0.174248514386192","0.230877098485711","1"
"Very Inexpensive","1987","66 and older","Full Time","","","","","1"
"Very Inexpensive","1987","66 and older","Part Time","3","","","","1"
"Very Inexpensive","1987","66 and older","Not Working","101","0.198384811656303","0.162820721377654","0.233948901934953","1"
"Inexpensive","1988","16-34 y.","Full Time","208","0.305334917028702","0.269053959774115","0.341615874283288","2"
"Inexpensive","1988","16-34 y.","Part Time","95","0.354605622185289","0.2977531916274","0.411458052743178","2"
"Inexpensive","1988","35-65 y.","Not Working","256","0.386429938189933","0.35007143940916","0.422788436970705","2"
"Inexpensive","1988","66 and older","Full Time","6","","","","2"
"Inexpensive","1988","16-34 y.","Not Working","113","0.305412108255338","0.259103362096727","0.35172085441395","2"
"Inexpensive","1988","35-65 y.","Full Time","364","0.324387607130428","0.297283399664664","0.351491814596192","2"
"Inexpensive","1988","35-65 y.","Part Time","156","0.358145146257993","0.31324383897258","0.403046453543406","2"
"Inexpensive","1988","66 and older","Not Working","183","0.404653699799486","0.359603963103653","0.449703436495319","2"
"Inexpensive","1988","66 and older","Part Time","6","","","","2"
"Reasonable","1988","16-34 y.","Part Time","116","0.426834572853782","0.368054052443389","0.485615093264175","3"
"Reasonable","1988","16-34 y.","Not Working","160","0.419357270813524","0.369743426741242","0.468971114885806","3"
"Reasonable","1988","16-34 y.","Full Time","231","0.397010984404737","0.358466811719911","0.435555157089563","3"
"Reasonable","1988","35-65 y.","Full Time","479","0.409120325160546","0.380654037364493","0.4375866129566","3"
"Reasonable","1988","35-65 y.","Not Working","228","0.319413814501049","0.284599576619854","0.354228052382244","3"
"Reasonable","1988","66 and older","Not Working","142","0.317147505793506","0.274434535875443","0.35986047571157","3"
"Reasonable","1988","35-65 y.","Part Time","175","0.398376751789603","0.352528758283415","0.444224745295791","3"
"Reasonable","1988","66 and older","Full Time","5","","","","3"
"Reasonable","1988","66 and older","Part Time","5","","","","3"
"Slightly Expensive","1988","16-34 y.","Part Time","26","","","","4"
"Slightly Expensive","1988","16-34 y.","Full Time","71","0.115807470703533","0.0905991174962089","0.141015823910857","4"
"Slightly Expensive","1988","16-34 y.","Not Working","33","0.0812931545365636","0.053815999947151","0.108770309125976","4"
"Slightly Expensive","1988","35-65 y.","Not Working","46","0.0617018491471033","0.0437355759177934","0.0796681223764133","4"
"Slightly Expensive","1988","35-65 y.","Part Time","29","","","","4"
"Slightly Expensive","1988","35-65 y.","Full Time","90","0.0752855291089041","0.0600093281575399","0.0905617300602683","4"
"Slightly Expensive","1988","66 and older","Part Time","1","","","","4"
"Slightly Expensive","1988","66 and older","Not Working","24","","","","4"
"Slightly Expensive","1988","66 and older","Full Time","1","","","","4"
"Too Expensive","1988","16-34 y.","Full Time","7","","","","5"
"Too Expensive","1988","16-34 y.","Part Time","4","","","","5"
"Too Expensive","1988","16-34 y.","Not Working","3","","","","5"
"Too Expensive","1988","35-65 y.","Full Time","23","","","","5"
"Too Expensive","1988","35-65 y.","Part Time","7","","","","5"
"Too Expensive","1988","35-65 y.","Not Working","9","","","","5"
"Too Expensive","1988","66 and older","Full Time","","","","","5"
"Too Expensive","1988","66 and older","Part Time","","","","","5"
"Too Expensive","1988","66 and older","Not Working","4","","","","5"
"Very Inexpensive","1988","16-34 y.","Full Time","102","0.173067109750547","0.143265126253409","0.202869093247685","1"
"Very Inexpensive","1988","16-34 y.","Part Time","31","0.11274981656889","0.0751622154110494","0.15033741772673","1"
"Very Inexpensive","1988","16-34 y.","Not Working","71","0.187937552960847","0.148658791028097","0.227216314893597","1"
"Very Inexpensive","1988","35-65 y.","Full Time","190","0.170743223638453","0.148957497744375","0.19252894953253","1"
"Very Inexpensive","1988","35-65 y.","Part Time","71","0.162486129734636","0.12793874416214","0.197033515307132","1"
"Very Inexpensive","1988","35-65 y.","Not Working","150","0.218866350470839","0.187992510301973","0.249740190639706","1"
"Very Inexpensive","1988","66 and older","Full Time","1","","","","1"
"Very Inexpensive","1988","66 and older","Part Time","5","","","","1"
"Very Inexpensive","1988","66 and older","Not Working","103","0.222045912217151","0.183898591163238","0.260193233271064","1"
"Inexpensive","1989","16-34 y.","Part Time","101","0.364034571109061","0.307676367219483","0.420392774998639","2"
"Inexpensive","1989","16-34 y.","Full Time","223","0.372229953738775","0.333994182070644","0.410465725406906","2"
"Inexpensive","1989","35-65 y.","Full Time","387","0.343699575881884","0.315847193749392","0.371551958014376","2"
"Inexpensive","1989","35-65 y.","Part Time","141","0.340593354515505","0.295377930241985","0.385808778789025","2"
"Inexpensive","1989","35-65 y.","Not Working","282","0.423142827287824","0.385648737560801","0.460636917014848","2"
"Inexpensive","1989","66 and older","Full Time","6","","","","2"
"Inexpensive","1989","66 and older","Not Working","191","0.418393599765486","0.373796535925079","0.462990663605893","2"
"Inexpensive","1989","16-34 y.","Not Working","119","0.291399003363821","0.245160257448471","0.337637749279171","2"
"Inexpensive","1989","66 and older","Part Time","6","","","","2"
"Reasonable","1989","16-34 y.","Full Time","237","0.382171082904846","0.343736078730119","0.420606087079574","3"
"Reasonable","1989","16-34 y.","Part Time","109","0.375277982084009","0.318564145952915","0.431991818215104","3"
"Reasonable","1989","16-34 y.","Not Working","140","0.376173973251764","0.326880745906958","0.42546720059657","3"
"Reasonable","1989","35-65 y.","Not Working","190","0.274999067775689","0.241113086434584","0.308885049116794","3"
"Reasonable","1989","66 and older","Not Working","137","0.287648372372509","0.246724442385147","0.32857230235987","3"
"Reasonable","1989","35-65 y.","Full Time","420","0.378620863780113","0.350176114576784","0.407065612983443","3"
"Reasonable","1989","35-65 y.","Part Time","134","0.315113566802129","0.270790000367623","0.359437133236635","3"
"Reasonable","1989","66 and older","Full Time","6","","","","3"
"Reasonable","1989","66 and older","Part Time","6","","","","3"
"Slightly Expensive","1989","16-34 y.","Part Time","20","","","","4"
"Slightly Expensive","1989","16-34 y.","Full Time","46","0.0707767147246921","0.0504919886431864","0.0910614408061978","4"
"Slightly Expensive","1989","35-65 y.","Not Working","37","0.0519090994703984","0.035073371083186","0.0687448278576108","4"
"Slightly Expensive","1989","16-34 y.","Not Working","30","0.0911381333317756","0.0618521276814607","0.12042413898209","4"
"Slightly Expensive","1989","35-65 y.","Part Time","42","0.0986240676676882","0.0701770789992242","0.127071056336152","4"
"Slightly Expensive","1989","35-65 y.","Full Time","95","0.0794961800768501","0.0636323725390686","0.0953599876146315","4"
"Slightly Expensive","1989","66 and older","Part Time","","","","","4"
"Slightly Expensive","1989","66 and older","Not Working","10","","","","4"
"Slightly Expensive","1989","66 and older","Full Time","1","","","","4"
"Too Expensive","1989","16-34 y.","Full Time","5","","","","5"
"Too Expensive","1989","16-34 y.","Part Time","9","","","","5"
"Too Expensive","1989","16-34 y.","Not Working","4","","","","5"
"Too Expensive","1989","35-65 y.","Full Time","17","","","","5"
"Too Expensive","1989","35-65 y.","Part Time","5","","","","5"
"Too Expensive","1989","35-65 y.","Not Working","7","","","","5"
"Too Expensive","1989","66 and older","Full Time","","","","","5"
"Too Expensive","1989","66 and older","Part Time","","","","","5"
"Too Expensive","1989","66 and older","Not Working","3","","","","5"
"Very Inexpensive","1989","16-34 y.","Full Time","103","0.167643302799107","0.138096414605307","0.197190190992906","1"
"Very Inexpensive","1989","16-34 y.","Part Time","41","0.153699983749509","0.11145567960357","0.195944287895447","1"
"Very Inexpensive","1989","16-34 y.","Not Working","78","0.230735107114755","0.187864865408345","0.273605348821165","1"
"Very Inexpensive","1989","35-65 y.","Full Time","198","0.184365091265893","0.161624133409588","0.207106049122198","1"
"Very Inexpensive","1989","35-65 y.","Part Time","100","0.232800491493945","0.192478871723657","0.273122111264233","1"
"Very Inexpensive","1989","35-65 y.","Not Working","151","0.239832531129771","0.207428886576622","0.27223617568292","1"
"Very Inexpensive","1989","66 and older","Full Time","2","","","","1"
"Very Inexpensive","1989","66 and older","Part Time","7","","","","1"
"Very Inexpensive","1989","66 and older","Not Working","129","0.267892702073469","0.22785520024906","0.307930203897879","1"
"Inexpensive","1990","35-65 y.","Not Working","257","0.389410259941978","0.351952996721714","0.426867523162241","2"
"Inexpensive","1990","16-34 y.","Not Working","121","0.352422685094076","0.301189353405775","0.403656016782376","2"
"Inexpensive","1990","35-65 y.","Part Time","142","0.354026407055088","0.30796118897282","0.400091625137357","2"
"Inexpensive","1990","16-34 y.","Full Time","219","0.383756149102424","0.344516414777434","0.422995883427414","2"
"Inexpensive","1990","66 and older","Part Time","10","","","","2"
"Inexpensive","1990","66 and older","Not Working","204","0.422037389871009","0.378082969456562","0.465991810285456","2"
"Inexpensive","1990","16-34 y.","Part Time","99","0.36236369819526","0.306459067897765","0.418268328492756","2"
"Inexpensive","1990","35-65 y.","Full Time","387","0.343180146284763","0.315375121081502","0.370985171488024","2"
"Inexpensive","1990","66 and older","Full Time","3","","","","2"
"Reasonable","1990","16-34 y.","Part Time","111","0.362554859329385","0.3066438678729","0.41846585078587","3"
"Reasonable","1990","16-34 y.","Full Time","226","0.375904633203241","0.336821767192788","0.414987499213695","3"
"Reasonable","1990","16-34 y.","Not Working","122","0.369238637948044","0.317482606402035","0.420994669494053","3"
"Reasonable","1990","35-65 y.","Full Time","420","0.372699856058461","0.344382259778228","0.401017452338695","3"
"Reasonable","1990","35-65 y.","Part Time","139","0.333550392756279","0.28813403452486","0.378966750987698","3"
"Reasonable","1990","35-65 y.","Not Working","200","0.299187643737194","0.26401295211214","0.334362335362248","3"
"Reasonable","1990","66 and older","Not Working","155","0.325080344831712","0.283393539372185","0.366767150291238","3"
"Reasonable","1990","66 and older","Full Time","5","","","","3"
"Reasonable","1990","66 and older","Part Time","8","","","","3"
"Slightly Expensive","1990","16-34 y.","Part Time","26","","","","4"
"Slightly Expensive","1990","16-34 y.","Full Time","37","0.0585914473087099","0.0396406159038336","0.0775422787135861","4"
"Slightly Expensive","1990","16-34 y.","Not Working","24","","","","4"
"Slightly Expensive","1990","35-65 y.","Part Time","36","0.0903255985000073","0.0627136959951842","0.11793750100483","4"
"Slightly Expensive","1990","35-65 y.","Not Working","30","0.0447178310298478","0.0288410009163518","0.0605946611433439","4"
"Slightly Expensive","1990","66 and older","Full Time","","","","","4"
"Slightly Expensive","1990","66 and older","Not Working","16","","","","4"
"Slightly Expensive","1990","35-65 y.","Full Time","87","0.0753815463191095","0.0599200016622435","0.0908430909759755","4"
"Slightly Expensive","1990","66 and older","Part Time","1","","","","4"
"Too Expensive","1990","16-34 y.","Full Time","10","","","","5"
"Too Expensive","1990","16-34 y.","Part Time","3","","","","5"
"Too Expensive","1990","35-65 y.","Full Time","15","","","","5"
"Too Expensive","1990","35-65 y.","Part Time","5","","","","5"
"Too Expensive","1990","66 and older","Full Time","","","","","5"
"Too Expensive","1990","66 and older","Part Time","","","","","5"
"Too Expensive","1990","66 and older","Not Working","1","","","","5"
"Too Expensive","1990","16-34 y.","Not Working","6","","","","5"
"Too Expensive","1990","35-65 y.","Not Working","2","","","","5"
"Very Inexpensive","1990","16-34 y.","Full Time","98","0.170095657951772","0.139778902723597","0.200412413179948","1"
"Very Inexpensive","1990","16-34 y.","Part Time","45","0.167137918493169","0.123745589499339","0.210530247486999","1"
"Very Inexpensive","1990","16-34 y.","Not Working","61","0.202952086477002","0.159818672609198","0.246085500344806","1"
"Very Inexpensive","1990","35-65 y.","Full Time","211","0.19645490598481","0.173186017086362","0.219723794883257","1"
"Very Inexpensive","1990","35-65 y.","Part Time","92","0.210193462266694","0.170945430301871","0.249441494231517","1"
"Very Inexpensive","1990","35-65 y.","Not Working","162","0.263038335412095","0.229217092073728","0.296859578750462","1"
"Very Inexpensive","1990","66 and older","Full Time","2","","","","1"
"Very Inexpensive","1990","66 and older","Part Time","5","","","","1"
"Very Inexpensive","1990","66 and older","Not Working","109","0.219389964842193","0.182559884517962","0.256220045166423","1"
"Inexpensive","1991","16-34 y.","Full Time","175","0.33731536496438","0.297101821505309","0.37752890842345","2"
"Inexpensive","1991","35-65 y.","Part Time","147","0.317750807199696","0.274246065018239","0.361255549381152","2"
"Inexpensive","1991","35-65 y.","Not Working","245","0.39188249158285","0.353823153060072","0.429941830105628","2"
