"hlf0094","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1984","Brandenburg","indirect migration background","","","","","3"
"Reasonable","1984","Hamburg","direct migration background","2","","","","3"
"Reasonable","1984","Hamburg","indirect migration background","","","","","3"
"Reasonable","1984","Schleswig-Holstein","no migration background","59","0.294801698428115","0.23064118279868","0.35896221405755","3"
"Reasonable","1984","Schleswig-Holstein","direct migration background","2","","","","3"
"Reasonable","1984","Schleswig-Holstein","indirect migration background","3","","","","3"
"Reasonable","1984","Saxony","no migration background","","","","","3"
"Reasonable","1984","Saxony","direct migration background","","","","","3"
"Reasonable","1984","Lower Saxony","no migration background","199","0.344889854052634","0.305695705066014","0.384084003039255","3"
"Reasonable","1984","Lower Saxony","direct migration background","7","","","","3"
"Reasonable","1984","Lower Saxony","indirect migration background","1","","","","3"
"Reasonable","1984","Bremen","no migration background","11","","","","3"
"Reasonable","1984","Bremen","direct migration background","","","","","3"
"Reasonable","1984","Bremen","indirect migration background","","","","","3"
"Reasonable","1984","North Rhine-Westphalia","no migration background","284","0.312042677698593","0.281430480545484","0.342654874851701","3"
"Reasonable","1984","North Rhine-Westphalia","direct migration background","34","0.370930155298716","0.257769728888854","0.484090581708578","3"
"Reasonable","1984","North Rhine-Westphalia","indirect migration background","7","","","","3"
"Reasonable","1984","Hesse","no migration background","93","0.274823857693554","0.226288819005301","0.323358896381806","3"
"Reasonable","1984","Hesse","direct migration background","6","","","","3"
"Reasonable","1984","Hesse","indirect migration background","","","","","3"
"Reasonable","1984","Rhineland-Palatinate,Saarland","no migration background","163","0.368630619486529","0.323706074302231","0.413555164670828","3"
"Reasonable","1984","Rhineland-Palatinate,Saarland","direct migration background","8","","","","3"
"Reasonable","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Reasonable","1984","Baden-Württemberg","no migration background","245","0.326926166930931","0.293597959363655","0.360254374498206","3"
"Reasonable","1984","Baden-Württemberg","direct migration background","29","","","","3"
"Reasonable","1984","Baden-Württemberg","indirect migration background","2","","","","3"
"Reasonable","1984","Bavaria","no migration background","272","0.319832493474819","0.288082761893324","0.351582225056314","3"
"Reasonable","1984","Bavaria","direct migration background","30","0.482861573971592","0.344352630563808","0.621370517379376","3"
"Reasonable","1984","Bavaria","indirect migration background","4","","","","3"
"Reasonable","1984","Berlin","no migration background","3","","","","3"
"Reasonable","1984","Berlin","direct migration background","","","","","3"
"Reasonable","1984","Berlin","indirect migration background","","","","","3"
"Reasonable","1984","Brandenburg","no migration background","","","","","3"
"Reasonable","1984","Brandenburg","direct migration background","","","","","3"
"Reasonable","1984","Saxony","indirect migration background","","","","","3"
"Reasonable","1984","Saxony-Anhalt","no migration background","","","","","3"
"Reasonable","1984","Saxony-Anhalt","direct migration background","","","","","3"
"Reasonable","1984","Saxony-Anhalt","indirect migration background","","","","","3"
"Reasonable","1984","Thuringia","no migration background","","","","","3"
"Reasonable","1984","Thuringia","direct migration background","","","","","3"
"Reasonable","1984","Thuringia","indirect migration background","","","","","3"
"Slightly Expensive","1984","Schleswig-Holstein","no migration background","19","","","","4"
"Slightly Expensive","1984","Schleswig-Holstein","direct migration background","4","","","","4"
"Slightly Expensive","1984","Schleswig-Holstein","indirect migration background","","","","","4"
"Slightly Expensive","1984","Hamburg","no migration background","","","","","4"
"Slightly Expensive","1984","Hamburg","direct migration background","","","","","4"
"Slightly Expensive","1984","Hamburg","indirect migration background","","","","","4"
"Slightly Expensive","1984","Lower Saxony","no migration background","46","0.0838093512873801","0.0609605703428637","0.106658132231896","4"
"Slightly Expensive","1984","Lower Saxony","direct migration background","1","","","","4"
"Slightly Expensive","1984","Lower Saxony","indirect migration background","","","","","4"
"Slightly Expensive","1984","Bremen","no migration background","","","","","4"
"Slightly Expensive","1984","Bremen","direct migration background","2","","","","4"
"Slightly Expensive","1984","Bremen","indirect migration background","","","","","4"
"Slightly Expensive","1984","North Rhine-Westphalia","no migration background","44","0.0468995945425638","0.0329307454325515","0.0608684436525762","4"
"Slightly Expensive","1984","North Rhine-Westphalia","direct migration background","3","","","","4"
"Slightly Expensive","1984","North Rhine-Westphalia","indirect migration background","","","","","4"
"Slightly Expensive","1984","Hesse","no migration background","18","","","","4"
"Slightly Expensive","1984","Hesse","direct migration background","13","","","","4"
"Slightly Expensive","1984","Hesse","indirect migration background","","","","","4"
"Slightly Expensive","1984","Rhineland-Palatinate,Saarland","no migration background","40","0.0893760081982663","0.0628100032636078","0.115942013132925","4"
"Slightly Expensive","1984","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Slightly Expensive","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Slightly Expensive","1984","Baden-Württemberg","no migration background","76","0.0929180367680999","0.0722913705484254","0.113544702987774","4"
"Slightly Expensive","1984","Baden-Württemberg","direct migration background","12","","","","4"
"Slightly Expensive","1984","Baden-Württemberg","indirect migration background","","","","","4"
"Slightly Expensive","1984","Bavaria","no migration background","56","0.0636758466554175","0.04705430496942","0.0802973883414151","4"
"Slightly Expensive","1984","Brandenburg","indirect migration background","","","","","4"
"Slightly Expensive","1984","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Slightly Expensive","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Slightly Expensive","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Slightly Expensive","1984","Saxony","no migration background","","","","","4"
"Slightly Expensive","1984","Saxony","direct migration background","","","","","4"
"Slightly Expensive","1984","Saxony","indirect migration background","","","","","4"
"Slightly Expensive","1984","Saxony-Anhalt","no migration background","","","","","4"
"Slightly Expensive","1984","Saxony-Anhalt","direct migration background","","","","","4"
"Slightly Expensive","1984","Saxony-Anhalt","indirect migration background","","","","","4"
"Slightly Expensive","1984","Thuringia","no migration background","","","","","4"
"Slightly Expensive","1984","Thuringia","direct migration background","","","","","4"
"Slightly Expensive","1984","Thuringia","indirect migration background","","","","","4"
"Slightly Expensive","1984","Bavaria","direct migration background","2","","","","4"
"Slightly Expensive","1984","Bavaria","indirect migration background","","","","","4"
"Slightly Expensive","1984","Berlin","no migration background","6","","","","4"
"Slightly Expensive","1984","Berlin","direct migration background","","","","","4"
"Slightly Expensive","1984","Berlin","indirect migration background","","","","","4"
"Slightly Expensive","1984","Brandenburg","no migration background","","","","","4"
"Slightly Expensive","1984","Brandenburg","direct migration background","","","","","4"
"Too Expensive","1984","Schleswig-Holstein","no migration background","9","","","","5"
"Too Expensive","1984","Schleswig-Holstein","direct migration background","","","","","5"
"Too Expensive","1984","Schleswig-Holstein","indirect migration background","","","","","5"
"Too Expensive","1984","Hamburg","no migration background","","","","","5"
"Too Expensive","1984","Hamburg","indirect migration background","","","","","5"
"Too Expensive","1984","Lower Saxony","no migration background","16","","","","5"
"Too Expensive","1984","Lower Saxony","direct migration background","1","","","","5"
"Too Expensive","1984","Bremen","indirect migration background","","","","","5"
"Too Expensive","1984","Saxony-Anhalt","no migration background","","","","","5"
"Too Expensive","1984","Saxony-Anhalt","direct migration background","","","","","5"
"Too Expensive","1984","Hamburg","direct migration background","","","","","5"
"Too Expensive","1984","Lower Saxony","indirect migration background","","","","","5"
"Too Expensive","1984","Bremen","no migration background","4","","","","5"
"Too Expensive","1984","Bremen","direct migration background","1","","","","5"
"Too Expensive","1984","Brandenburg","indirect migration background","","","","","5"
"Too Expensive","1984","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"Too Expensive","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"Too Expensive","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Too Expensive","1984","Saxony","no migration background","","","","","5"
"Too Expensive","1984","Saxony","direct migration background","","","","","5"
"Too Expensive","1984","Saxony","indirect migration background","","","","","5"
"Too Expensive","1984","Saxony-Anhalt","indirect migration background","","","","","5"
"Too Expensive","1984","Thuringia","no migration background","","","","","5"
"Too Expensive","1984","Thuringia","direct migration background","","","","","5"
"Too Expensive","1984","Thuringia","indirect migration background","","","","","5"
"Too Expensive","1984","North Rhine-Westphalia","no migration background","30","0.0328090112256291","0.0210394723755059","0.0445785500757523","5"
"Too Expensive","1984","North Rhine-Westphalia","direct migration background","","","","","5"
"Too Expensive","1984","North Rhine-Westphalia","indirect migration background","","","","","5"
"Too Expensive","1984","Hesse","no migration background","5","","","","5"
"Too Expensive","1984","Hesse","direct migration background","1","","","","5"
"Too Expensive","1984","Hesse","indirect migration background","","","","","5"
"Too Expensive","1984","Rhineland-Palatinate,Saarland","no migration background","8","","","","5"
"Too Expensive","1984","Rhineland-Palatinate,Saarland","direct migration background","","","","","5"
"Too Expensive","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"Too Expensive","1984","Baden-Württemberg","no migration background","26","","","","5"
"Too Expensive","1984","Baden-Württemberg","direct migration background","3","","","","5"
"Too Expensive","1984","Baden-Württemberg","indirect migration background","","","","","5"
"Too Expensive","1984","Bavaria","no migration background","19","","","","5"
"Too Expensive","1984","Bavaria","direct migration background","1","","","","5"
"Too Expensive","1984","Bavaria","indirect migration background","","","","","5"
"Too Expensive","1984","Berlin","no migration background","2","","","","5"
"Too Expensive","1984","Berlin","direct migration background","1","","","","5"
"Too Expensive","1984","Berlin","indirect migration background","","","","","5"
"Too Expensive","1984","Brandenburg","no migration background","","","","","5"
"Too Expensive","1984","Brandenburg","direct migration background","","","","","5"
"Very Inexpensive","1984","Schleswig-Holstein","no migration background","52","0.276490967448134","0.213553439782546","0.339428495113723","1"
"Very Inexpensive","1984","Schleswig-Holstein","direct migration background","2","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","indirect migration background","1","","","","1"
"Very Inexpensive","1984","Hamburg","no migration background","7","","","","1"
"Very Inexpensive","1984","Hamburg","direct migration background","1","","","","1"
"Very Inexpensive","1984","Hamburg","indirect migration background","","","","","1"
"Very Inexpensive","1984","Lower Saxony","no migration background","151","0.275449035761451","0.238612484406514","0.312285587116388","1"
"Very Inexpensive","1984","Lower Saxony","direct migration background","1","","","","1"
"Very Inexpensive","1984","Lower Saxony","indirect migration background","","","","","1"
"Very Inexpensive","1984","Bremen","no migration background","10","","","","1"
"Very Inexpensive","1984","Bremen","direct migration background","","","","","1"
"Very Inexpensive","1984","Bremen","indirect migration background","","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","no migration background","240","0.282993750568433","0.25323212503994","0.312755376096927","1"
"Very Inexpensive","1984","North Rhine-Westphalia","direct migration background","16","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","indirect migration background","3","","","","1"
"Very Inexpensive","1984","Hesse","no migration background","100","0.316107232683467","0.265557643279828","0.366656822087106","1"
"Very Inexpensive","1984","Hesse","direct migration background","6","","","","1"
"Very Inexpensive","1984","Hesse","indirect migration background","","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","no migration background","93","0.207694623498912","0.169919564043792","0.245469682954032","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","direct migration background","2","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","no migration background","186","0.240335603445074","0.209977425304835","0.270693781585313","1"
"Very Inexpensive","1984","Baden-Württemberg","direct migration background","10","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","indirect migration background","","","","","1"
"Very Inexpensive","1984","Bavaria","no migration background","218","0.268186997039309","0.23802988528657","0.298344108792047","1"
"Very Inexpensive","1984","Bavaria","direct migration background","9","","","","1"
"Very Inexpensive","1984","Bavaria","indirect migration background","2","","","","1"
"Very Inexpensive","1984","Berlin","no migration background","7","","","","1"
"Very Inexpensive","1984","Berlin","direct migration background","","","","","1"
"Very Inexpensive","1984","Berlin","indirect migration background","","","","","1"
"Very Inexpensive","1984","Brandenburg","no migration background","","","","","1"
"Very Inexpensive","1984","Brandenburg","direct migration background","","","","","1"
"Very Inexpensive","1984","Brandenburg","indirect migration background","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Very Inexpensive","1984","Saxony","no migration background","","","","","1"
"Very Inexpensive","1984","Saxony","direct migration background","","","","","1"
"Very Inexpensive","1984","Saxony","indirect migration background","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","no migration background","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","direct migration background","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","indirect migration background","","","","","1"
"Very Inexpensive","1984","Thuringia","no migration background","","","","","1"
"Very Inexpensive","1984","Thuringia","direct migration background","","","","","1"
"Very Inexpensive","1984","Thuringia","indirect migration background","","","","","1"
"Inexpensive","1985","Bremen","indirect migration background","","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","indirect migration background","2","","","","2"
"Inexpensive","1985","Hesse","no migration background","116","0.362956066744182","0.31091779181841","0.414994341669955","2"
"Inexpensive","1985","Thuringia","direct migration background","","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","no migration background","273","0.323746455198257","0.292564932061023","0.354927978335491","2"
"Inexpensive","1985","North Rhine-Westphalia","direct migration background","23","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","no migration background","130","0.320519750432765","0.275511836745838","0.365527664119692","2"
"Inexpensive","1985","Hesse","direct migration background","9","","","","2"
"Inexpensive","1985","Hesse","indirect migration background","","","","","2"
"Inexpensive","1985","Thuringia","indirect migration background","","","","","2"
"Inexpensive","1985","Schleswig-Holstein","no migration background","50","0.313193284907212","0.241774234570235","0.38461233524419","2"
"Inexpensive","1985","Schleswig-Holstein","direct migration background","4","","","","2"
"Inexpensive","1985","Schleswig-Holstein","indirect migration background","","","","","2"
"Inexpensive","1985","Hamburg","no migration background","23","","","","2"
"Inexpensive","1985","Hamburg","direct migration background","2","","","","2"
"Inexpensive","1985","Hamburg","indirect migration background","","","","","2"
"Inexpensive","1985","Lower Saxony","no migration background","161","0.30338542480293","0.264753862135004","0.342016987470857","2"
"Inexpensive","1985","Lower Saxony","direct migration background","7","","","","2"
"Inexpensive","1985","Lower Saxony","indirect migration background","","","","","2"
"Inexpensive","1985","Bremen","no migration background","11","","","","2"
"Inexpensive","1985","Bremen","direct migration background","","","","","2"
"Inexpensive","1985","Brandenburg","indirect migration background","","","","","2"
"Inexpensive","1985","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Inexpensive","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Inexpensive","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Inexpensive","1985","Saxony","no migration background","","","","","2"
"Inexpensive","1985","Saxony","direct migration background","","","","","2"
"Inexpensive","1985","Saxony","indirect migration background","","","","","2"
"Inexpensive","1985","Saxony-Anhalt","no migration background","","","","","2"
"Inexpensive","1985","Saxony-Anhalt","direct migration background","","","","","2"
"Inexpensive","1985","Saxony-Anhalt","indirect migration background","","","","","2"
"Inexpensive","1985","Thuringia","no migration background","","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","direct migration background","8","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Inexpensive","1985","Baden-Württemberg","no migration background","195","0.286086925524742","0.251993716771062","0.320180134278422","2"
"Inexpensive","1985","Baden-Württemberg","direct migration background","25","","","","2"
"Inexpensive","1985","Baden-Württemberg","indirect migration background","1","","","","2"
"Inexpensive","1985","Bavaria","no migration background","233","0.307717542803128","0.27528536713562","0.340149718470635","2"
"Inexpensive","1985","Bavaria","direct migration background","13","","","","2"
"Inexpensive","1985","Bavaria","indirect migration background","1","","","","2"
"Inexpensive","1985","Berlin","no migration background","6","","","","2"
"Inexpensive","1985","Berlin","direct migration background","","","","","2"
"Inexpensive","1985","Berlin","indirect migration background","","","","","2"
"Inexpensive","1985","Brandenburg","no migration background","","","","","2"
"Inexpensive","1985","Brandenburg","direct migration background","","","","","2"
"Reasonable","1985","Schleswig-Holstein","no migration background","51","0.31123095201245","0.239934357606893","0.382527546418007","3"
"Reasonable","1985","Schleswig-Holstein","direct migration background","7","","","","3"
"Reasonable","1985","Schleswig-Holstein","indirect migration background","","","","","3"
"Reasonable","1985","Hamburg","no migration background","6","","","","3"
"Reasonable","1985","Brandenburg","indirect migration background","","","","","3"
"Reasonable","1985","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Reasonable","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Reasonable","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Reasonable","1985","Saxony","no migration background","","","","","3"
"Reasonable","1985","Hamburg","direct migration background","1","","","","3"
"Reasonable","1985","Hamburg","indirect migration background","1","","","","3"
"Reasonable","1985","Saxony","direct migration background","","","","","3"
"Reasonable","1985","Lower Saxony","no migration background","176","0.323682939367318","0.284365636559521","0.363000242175115","3"
"Reasonable","1985","Lower Saxony","direct migration background","6","","","","3"
"Reasonable","1985","Lower Saxony","indirect migration background","","","","","3"
"Reasonable","1985","Bremen","no migration background","4","","","","3"
"Reasonable","1985","Bremen","direct migration background","2","","","","3"
"Reasonable","1985","Bremen","indirect migration background","","","","","3"
"Reasonable","1985","North Rhine-Westphalia","no migration background","308","0.339843974112005","0.30827916843088","0.37140877979313","3"
"Reasonable","1985","North Rhine-Westphalia","direct migration background","23","","","","3"
"Reasonable","1985","North Rhine-Westphalia","indirect migration background","4","","","","3"
"Reasonable","1985","Hesse","no migration background","107","0.307982147547328","0.258020978739668","0.357943316354988","3"
"Reasonable","1985","Hesse","direct migration background","5","","","","3"
"Reasonable","1985","Hesse","indirect migration background","","","","","3"
"Reasonable","1985","Rhineland-Palatinate,Saarland","no migration background","136","0.322722279704192","0.277633245366992","0.367811314041392","3"
"Reasonable","1985","Rhineland-Palatinate,Saarland","direct migration background","4","","","","3"
"Reasonable","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Reasonable","1985","Baden-Württemberg","no migration background","266","0.392756196320235","0.355914529277609","0.429597863362861","3"
"Reasonable","1985","Baden-Württemberg","direct migration background","48","0.421831755260718","0.327371265291234","0.516292245230203","3"
"Reasonable","1985","Baden-Württemberg","indirect migration background","3","","","","3"
"Reasonable","1985","Bavaria","no migration background","309","0.393604525174759","0.359275117525211","0.427933932824306","3"
"Reasonable","1985","Bavaria","direct migration background","28","","","","3"
"Reasonable","1985","Bavaria","indirect migration background","3","","","","3"
"Reasonable","1985","Berlin","no migration background","13","","","","3"
"Reasonable","1985","Berlin","direct migration background","","","","","3"
"Reasonable","1985","Berlin","indirect migration background","","","","","3"
"Reasonable","1985","Brandenburg","no migration background","","","","","3"
"Reasonable","1985","Brandenburg","direct migration background","","","","","3"
"Reasonable","1985","Saxony","indirect migration background","","","","","3"
"Reasonable","1985","Saxony-Anhalt","no migration background","","","","","3"
"Reasonable","1985","Saxony-Anhalt","direct migration background","","","","","3"
"Reasonable","1985","Saxony-Anhalt","indirect migration background","","","","","3"
"Reasonable","1985","Thuringia","no migration background","","","","","3"
"Reasonable","1985","Thuringia","direct migration background","","","","","3"
"Reasonable","1985","Thuringia","indirect migration background","","","","","3"
"Slightly Expensive","1985","Schleswig-Holstein","no migration background","17","","","","4"
"Slightly Expensive","1985","Schleswig-Holstein","direct migration background","1","","","","4"
"Slightly Expensive","1985","Schleswig-Holstein","indirect migration background","","","","","4"
"Slightly Expensive","1985","Hamburg","no migration background","1","","","","4"
"Slightly Expensive","1985","Hamburg","direct migration background","","","","","4"
"Slightly Expensive","1985","Hamburg","indirect migration background","","","","","4"
"Slightly Expensive","1985","Lower Saxony","no migration background","51","0.08799547342493","0.0641899736129623","0.111800973236898","4"
"Slightly Expensive","1985","Lower Saxony","direct migration background","3","","","","4"
"Slightly Expensive","1985","Lower Saxony","indirect migration background","1","","","","4"
"Slightly Expensive","1985","Bremen","no migration background","3","","","","4"
"Slightly Expensive","1985","Bremen","direct migration background","","","","","4"
"Slightly Expensive","1985","Bremen","indirect migration background","","","","","4"
"Slightly Expensive","1985","North Rhine-Westphalia","no migration background","66","0.0729099877472276","0.0555841397040431","0.0902358357904122","4"
"Slightly Expensive","1985","North Rhine-Westphalia","direct migration background","9","","","","4"
"Slightly Expensive","1985","North Rhine-Westphalia","indirect migration background","2","","","","4"
"Slightly Expensive","1985","Hesse","no migration background","17","","","","4"
"Slightly Expensive","1985","Hesse","direct migration background","11","","","","4"
"Slightly Expensive","1985","Hesse","indirect migration background","","","","","4"
"Slightly Expensive","1985","Rhineland-Palatinate,Saarland","no migration background","11","","","","4"
"Slightly Expensive","1985","Rhineland-Palatinate,Saarland","direct migration background","1","","","","4"
"Slightly Expensive","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Slightly Expensive","1985","Baden-Württemberg","no migration background","78","0.111732825705995","0.0879666993241666","0.135498952087824","4"
"Slightly Expensive","1985","Baden-Württemberg","direct migration background","19","","","","4"
"Slightly Expensive","1985","Baden-Württemberg","indirect migration background","","","","","4"
"Slightly Expensive","1985","Bavaria","no migration background","53","0.0605899085727111","0.0438255843426471","0.0773542328027751","4"
"Slightly Expensive","1985","Brandenburg","indirect migration background","","","","","4"
"Slightly Expensive","1985","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Slightly Expensive","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Slightly Expensive","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Slightly Expensive","1985","Saxony","no migration background","","","","","4"
"Slightly Expensive","1985","Saxony","direct migration background","","","","","4"
"Slightly Expensive","1985","Saxony","indirect migration background","","","","","4"
"Slightly Expensive","1985","Saxony-Anhalt","no migration background","","","","","4"
"Slightly Expensive","1985","Saxony-Anhalt","direct migration background","","","","","4"
"Slightly Expensive","1985","Saxony-Anhalt","indirect migration background","","","","","4"
"Slightly Expensive","1985","Thuringia","no migration background","","","","","4"
"Slightly Expensive","1985","Thuringia","direct migration background","","","","","4"
"Slightly Expensive","1985","Thuringia","indirect migration background","","","","","4"
"Slightly Expensive","1985","Berlin","indirect migration background","","","","","4"
"Slightly Expensive","1985","Brandenburg","no migration background","","","","","4"
"Slightly Expensive","1985","Bavaria","direct migration background","2","","","","4"
"Slightly Expensive","1985","Berlin","direct migration background","1","","","","4"
"Slightly Expensive","1985","Brandenburg","direct migration background","","","","","4"
"Slightly Expensive","1985","Bavaria","indirect migration background","","","","","4"
"Slightly Expensive","1985","Berlin","no migration background","3","","","","4"
"Too Expensive","1985","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"Too Expensive","1985","Brandenburg","indirect migration background","","","","","5"
"Too Expensive","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Too Expensive","1985","Saxony","direct migration background","","","","","5"
"Too Expensive","1985","Saxony","indirect migration background","","","","","5"
"Too Expensive","1985","Thuringia","direct migration background","","","","","5"
"Too Expensive","1985","Thuringia","indirect migration background","","","","","5"
"Too Expensive","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"Too Expensive","1985","Saxony","no migration background","","","","","5"
"Too Expensive","1985","Saxony-Anhalt","direct migration background","","","","","5"
"Too Expensive","1985","Saxony-Anhalt","indirect migration background","","","","","5"
"Too Expensive","1985","Thuringia","no migration background","","","","","5"
"Too Expensive","1985","Saxony-Anhalt","no migration background","","","","","5"
"Too Expensive","1985","Schleswig-Holstein","no migration background","10","","","","5"
"Too Expensive","1985","Schleswig-Holstein","direct migration background","","","","","5"
"Too Expensive","1985","Schleswig-Holstein","indirect migration background","","","","","5"
"Too Expensive","1985","Hamburg","no migration background","","","","","5"
"Too Expensive","1985","Hamburg","direct migration background","","","","","5"
"Too Expensive","1985","Hamburg","indirect migration background","","","","","5"
"Too Expensive","1985","Lower Saxony","no migration background","20","","","","5"
"Too Expensive","1985","Lower Saxony","direct migration background","1","","","","5"
"Too Expensive","1985","Lower Saxony","indirect migration background","","","","","5"
"Too Expensive","1985","Bremen","no migration background","2","","","","5"
