"hlf0071_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Just right","1986","direct migration background","inadequately","60","0.78305085073485","0.693291533549947","0.872810167919753"
"Just right","1986","direct migration background","general elemantary","87","0.710826060781356","0.630043679258729","0.791608442303983"
"Just right","1986","direct migration background","middle vocational","100","0.785375784898134","0.715861540704805","0.854890029091463"
"Just right","1986","direct migration background","vocational + Abi","10","","",""
"Just right","1986","direct migration background","higher vocational","6","","",""
"Just right","1986","direct migration background","higher education","16","","",""
"Just right","1986","indirect migration background","in school","1","","",""
"Just right","1986","indirect migration background","inadequately","2","","",""
"Just right","1986","indirect migration background","general elemantary","5","","",""
"Just right","1986","indirect migration background","middle vocational","12","","",""
"Just right","1986","indirect migration background","vocational + Abi","","","",""
"Just right","1986","indirect migration background","higher vocational","","","",""
"Just right","1986","indirect migration background","higher education","1","","",""
"A little too big","1986","no migration background","in school","1","","",""
"A little too big","1986","no migration background","inadequately","1","","",""
"A little too big","1986","no migration background","general elemantary","8","","",""
"A little too big","1986","no migration background","middle vocational","33","0.0777563694576118","0.0529316042859783","0.102581134629245"
"A little too big","1986","no migration background","vocational + Abi","2","","",""
"A little too big","1986","no migration background","higher vocational","4","","",""
"A little too big","1986","no migration background","higher education","10","","",""
"A little too big","1986","direct migration background","in school","","","",""
"A little too big","1986","direct migration background","inadequately","2","","",""
"A little too big","1986","direct migration background","general elemantary","2","","",""
"A little too big","1986","direct migration background","middle vocational","8","","",""
"A little too big","1986","direct migration background","vocational + Abi","1","","",""
"A little too big","1986","direct migration background","higher vocational","1","","",""
"A little too big","1986","direct migration background","higher education","1","","",""
"A little too big","1986","indirect migration background","in school","","","",""
"A little too big","1986","indirect migration background","inadequately","","","",""
"A little too big","1986","indirect migration background","general elemantary","","","",""
"A little too big","1986","indirect migration background","middle vocational","","","",""
"A little too big","1986","indirect migration background","vocational + Abi","","","",""
"A little too big","1986","indirect migration background","higher vocational","","","",""
"A little too big","1986","indirect migration background","higher education","","","",""
"Much too big","1986","no migration background","in school","","","",""
"Much too big","1986","no migration background","inadequately","","","",""
"Much too big","1986","no migration background","general elemantary","1","","",""
"Much too big","1986","no migration background","middle vocational","2","","",""
"Much too big","1986","no migration background","vocational + Abi","","","",""
"Much too big","1986","no migration background","higher vocational","","","",""
"Much too big","1986","no migration background","higher education","","","",""
"Much too big","1986","direct migration background","in school","","","",""
"Much too big","1986","direct migration background","inadequately","","","",""
"Much too big","1986","direct migration background","general elemantary","","","",""
"Much too big","1986","direct migration background","middle vocational","","","",""
"Much too big","1986","direct migration background","vocational + Abi","","","",""
"Much too big","1986","direct migration background","higher vocational","","","",""
"Much too big","1986","direct migration background","higher education","","","",""
"Much too big","1986","indirect migration background","in school","","","",""
"Much too big","1986","indirect migration background","inadequately","","","",""
"Much too big","1986","indirect migration background","general elemantary","","","",""
"Much too big","1986","indirect migration background","middle vocational","","","",""
"Much too big","1986","indirect migration background","vocational + Abi","","","",""
"Much too big","1986","indirect migration background","higher vocational","","","",""
"Much too big","1986","indirect migration background","higher education","","","",""
"Much too small","1987","no migration background","in school","","","",""
"Much too small","1987","no migration background","inadequately","1","","",""
"Much too small","1987","no migration background","general elemantary","10","","",""
"Much too small","1987","no migration background","middle vocational","4","","",""
"Much too small","1987","no migration background","vocational + Abi","3","","",""
"Much too small","1987","no migration background","higher vocational","1","","",""
"Much too small","1987","no migration background","higher education","4","","",""
"Much too small","1987","direct migration background","in school","","","",""
"Much too small","1987","direct migration background","inadequately","11","","",""
"Much too small","1987","direct migration background","general elemantary","3","","",""
"Much too small","1987","direct migration background","middle vocational","3","","",""
"Much too small","1987","direct migration background","vocational + Abi","","","",""
"Much too small","1987","direct migration background","higher vocational","","","",""
"Much too small","1987","direct migration background","higher education","","","",""
"Much too small","1987","indirect migration background","in school","","","",""
"Much too small","1987","indirect migration background","inadequately","","","",""
"Much too small","1987","indirect migration background","general elemantary","","","",""
"Much too small","1987","indirect migration background","middle vocational","1","","",""
"Much too small","1987","indirect migration background","vocational + Abi","","","",""
"Much too small","1987","indirect migration background","higher vocational","","","",""
"Much too small","1987","indirect migration background","higher education","","","",""
"A little too small","1987","no migration background","in school","","","",""
"A little too small","1987","no migration background","inadequately","2","","",""
"A little too small","1987","no migration background","general elemantary","16","","",""
"A little too small","1987","no migration background","middle vocational","44","0.115708673741791","0.0837150731124679","0.147702274371114"
"A little too small","1987","no migration background","vocational + Abi","7","","",""
"A little too small","1987","no migration background","higher vocational","4","","",""
"A little too small","1987","no migration background","higher education","16","","",""
"A little too small","1987","direct migration background","in school","1","","",""
"A little too small","1987","direct migration background","inadequately","13","","",""
"A little too small","1987","direct migration background","general elemantary","28","","",""
"A little too small","1987","direct migration background","middle vocational","22","","",""
"A little too small","1987","direct migration background","vocational + Abi","2","","",""
"A little too small","1987","direct migration background","higher vocational","","","",""
"A little too small","1987","direct migration background","higher education","2","","",""
"A little too small","1987","indirect migration background","in school","","","",""
"A little too small","1987","indirect migration background","inadequately","","","",""
"A little too small","1987","indirect migration background","general elemantary","1","","",""
"A little too small","1987","indirect migration background","middle vocational","3","","",""
"A little too small","1987","indirect migration background","vocational + Abi","","","",""
"A little too small","1987","indirect migration background","higher vocational","","","",""
"A little too small","1987","indirect migration background","higher education","","","",""
"Just right","1987","no migration background","in school","8","","",""
"Just right","1987","no migration background","inadequately","9","","",""
"Just right","1987","no migration background","general elemantary","82","0.75329079222507","0.674840763813152","0.831740820636988"
"Just right","1987","no migration background","middle vocational","308","0.793512927203496","0.753026829782146","0.833999024624847"
"Just right","1987","no migration background","vocational + Abi","15","","",""
"Just right","1987","no migration background","higher vocational","38","0.821061938897591","0.712627609947052","0.929496267848131"
"Just right","1987","no migration background","higher education","53","0.71652304736902","0.617763962404331","0.815282132333708"
"Just right","1987","direct migration background","in school","2","","",""
"Just right","1987","direct migration background","inadequately","67","0.704948839576806","0.612752935426918","0.797144743726694"
"Just right","1987","direct migration background","general elemantary","80","0.722618500683199","0.640792287194778","0.804444714171619"
"Just right","1987","direct migration background","middle vocational","70","0.832689196577838","0.75802439214621","0.907354001009466"
"Just right","1987","direct migration background","vocational + Abi","12","","",""
"Just right","1987","direct migration background","higher vocational","5","","",""
"Just right","1987","direct migration background","higher education","13","","",""
"Just right","1987","indirect migration background","in school","1","","",""
"Just right","1987","indirect migration background","inadequately","1","","",""
"Just right","1987","indirect migration background","general elemantary","6","","",""
"Just right","1987","indirect migration background","middle vocational","7","","",""
"Just right","1987","indirect migration background","vocational + Abi","1","","",""
"Just right","1987","indirect migration background","higher vocational","1","","",""
"Just right","1987","indirect migration background","higher education","2","","",""
"A little too big","1987","no migration background","in school","","","",""
"A little too big","1987","no migration background","inadequately","1","","",""
"A little too big","1987","no migration background","general elemantary","8","","",""
"A little too big","1987","no migration background","middle vocational","26","","",""
"A little too big","1987","no migration background","vocational + Abi","1","","",""
"A little too big","1987","no migration background","higher vocational","5","","",""
"A little too big","1987","no migration background","higher education","6","","",""
"A little too big","1987","direct migration background","in school","","","",""
"A little too big","1987","direct migration background","inadequately","3","","",""
"A little too big","1987","direct migration background","general elemantary","2","","",""
"A little too big","1987","direct migration background","middle vocational","1","","",""
"A little too big","1987","direct migration background","vocational + Abi","","","",""
"A little too big","1987","direct migration background","higher vocational","1","","",""
"A little too big","1987","direct migration background","higher education","2","","",""
"A little too big","1987","indirect migration background","in school","","","",""
"A little too big","1987","indirect migration background","inadequately","","","",""
"A little too big","1987","indirect migration background","general elemantary","","","",""
"A little too big","1987","indirect migration background","middle vocational","","","",""
"A little too big","1987","indirect migration background","vocational + Abi","","","",""
"A little too big","1987","indirect migration background","higher vocational","","","",""
"A little too big","1987","indirect migration background","higher education","","","",""
"Much too big","1987","no migration background","in school","1","","",""
"Much too big","1987","no migration background","inadequately","","","",""
"Much too big","1987","no migration background","general elemantary","","","",""
"Much too big","1987","no migration background","middle vocational","2","","",""
"Much too big","1987","no migration background","vocational + Abi","","","",""
"Much too big","1987","no migration background","higher vocational","","","",""
"Much too big","1987","no migration background","higher education","1","","",""
"Much too big","1987","direct migration background","in school","","","",""
"Much too big","1987","direct migration background","inadequately","","","",""
"Much too big","1987","direct migration background","general elemantary","2","","",""
"Much too big","1987","direct migration background","middle vocational","","","",""
"Much too big","1987","direct migration background","vocational + Abi","1","","",""
"Much too big","1987","direct migration background","higher vocational","","","",""
"Much too big","1987","direct migration background","higher education","","","",""
"Much too big","1987","indirect migration background","in school","","","",""
"Much too big","1987","indirect migration background","inadequately","","","",""
"Much too big","1987","indirect migration background","general elemantary","","","",""
"Much too big","1987","indirect migration background","middle vocational","","","",""
"Much too big","1987","indirect migration background","vocational + Abi","","","",""
"Much too big","1987","indirect migration background","higher vocational","","","",""
"Much too big","1987","indirect migration background","higher education","","","",""
"Much too small","1988","no migration background","in school","","","",""
"Much too small","1988","no migration background","inadequately","1","","",""
"Much too small","1988","no migration background","general elemantary","7","","",""
"Much too small","1988","no migration background","middle vocational","10","","",""
"Much too small","1988","no migration background","vocational + Abi","","","",""
"Much too small","1988","no migration background","higher vocational","1","","",""
"Much too small","1988","no migration background","higher education","1","","",""
"Much too small","1988","direct migration background","in school","","","",""
"Much too small","1988","direct migration background","inadequately","5","","",""
"Much too small","1988","direct migration background","general elemantary","7","","",""
"Much too small","1988","direct migration background","middle vocational","2","","",""
"Much too small","1988","direct migration background","vocational + Abi","2","","",""
"Much too small","1988","direct migration background","higher vocational","","","",""
"Much too small","1988","direct migration background","higher education","","","",""
"Much too small","1988","indirect migration background","in school","","","",""
"Much too small","1988","indirect migration background","inadequately","","","",""
"Much too small","1988","indirect migration background","general elemantary","","","",""
"Much too small","1988","indirect migration background","middle vocational","","","",""
"Much too small","1988","indirect migration background","vocational + Abi","","","",""
"Much too small","1988","indirect migration background","higher vocational","","","",""
"Much too small","1988","indirect migration background","higher education","","","",""
"A little too small","1988","no migration background","in school","2","","",""
"A little too small","1988","no migration background","inadequately","3","","",""
"A little too small","1988","no migration background","general elemantary","18","","",""
"A little too small","1988","no migration background","middle vocational","46","0.140385320271805","0.104400499997877","0.176370140545733"
"A little too small","1988","no migration background","vocational + Abi","4","","",""
"A little too small","1988","no migration background","higher vocational","10","","",""
"A little too small","1988","no migration background","higher education","14","","",""
"A little too small","1988","direct migration background","in school","1","","",""
"A little too small","1988","direct migration background","inadequately","16","","",""
"A little too small","1988","direct migration background","general elemantary","23","","",""
"A little too small","1988","direct migration background","middle vocational","20","","",""
"A little too small","1988","direct migration background","vocational + Abi","4","","",""
"A little too small","1988","direct migration background","higher vocational","1","","",""
"A little too small","1988","direct migration background","higher education","2","","",""
"A little too small","1988","indirect migration background","in school","","","",""
"A little too small","1988","indirect migration background","inadequately","1","","",""
"A little too small","1988","indirect migration background","general elemantary","1","","",""
"A little too small","1988","indirect migration background","middle vocational","1","","",""
"A little too small","1988","indirect migration background","vocational + Abi","","","",""
"A little too small","1988","indirect migration background","higher vocational","","","",""
"A little too small","1988","indirect migration background","higher education","","","",""
"Just right","1988","no migration background","in school","5","","",""
"Just right","1988","no migration background","inadequately","4","","",""
"Just right","1988","no migration background","general elemantary","108","0.766637329387021","0.696573358494376","0.836701300279667"
"Just right","1988","no migration background","middle vocational","277","0.762404764209081","0.718316983032696","0.806492545385467"
