"hlf0071_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"4","1984","college entrance qualification","no migration background","67","0.0636201845441409","0.0495986648961818","0.0776417041921"
"4","1984","college entrance qualification","direct migration background","10","","",""
"4","1984","college entrance qualification","indirect migration background","","","",""
"4","1984","Other degree","no migration background","2","","",""
"4","1984","Other degree","direct migration background","28","","",""
"4","1984","Other degree","indirect migration background","","","",""
"4","1984","no degree/no degree yet","no migration background","19","","",""
"4","1984","no degree/no degree yet","direct migration background","22","","",""
"4","1984","no degree/no degree yet","indirect migration background","","","",""
"5","1984","lower secondary degree","no migration background","42","0.00841868436206304","0.00599187629537699","0.0108454924287491"
"5","1984","lower secondary degree","direct migration background","","","",""
"5","1984","lower secondary degree","indirect migration background","","","",""
"5","1984","secondary school degree","no migration background","22","","",""
"5","1984","secondary school degree","direct migration background","","","",""
"5","1984","secondary school degree","indirect migration background","","","",""
"5","1984","college entrance qualification","no migration background","19","","",""
"5","1984","college entrance qualification","direct migration background","3","","",""
"5","1984","college entrance qualification","indirect migration background","","","",""
"5","1984","Other degree","no migration background","","","",""
"5","1984","Other degree","direct migration background","3","","",""
"5","1984","Other degree","indirect migration background","","","",""
"5","1984","no degree/no degree yet","no migration background","1","","",""
"5","1984","no degree/no degree yet","direct migration background","2","","",""
"5","1984","no degree/no degree yet","indirect migration background","","","",""
"1","1985","lower secondary degree","no migration background","113","0.0202570446369897","0.0162819859081767","0.0242321033658028"
"1","1985","lower secondary degree","direct migration background","37","0.0430389933453599","0.0262900770384253","0.0597879096522945"
"1","1985","lower secondary degree","indirect migration background","5","","",""
"1","1985","secondary school degree","no migration background","36","0.0176793946971619","0.0114204503512638","0.0239383390430601"
"1","1985","secondary school degree","direct migration background","6","","",""
"1","1985","secondary school degree","indirect migration background","1","","",""
"1","1985","college entrance qualification","no migration background","28","","",""
"1","1985","college entrance qualification","direct migration background","5","","",""
"1","1985","college entrance qualification","indirect migration background","1","","",""
"1","1985","Other degree","no migration background","2","","",""
"1","1985","Other degree","direct migration background","97","0.0866528079426943","0.0705121240497814","0.102793491835607"
"1","1985","Other degree","indirect migration background","","","",""
"1","1985","no degree/no degree yet","no migration background","8","","",""
"1","1985","no degree/no degree yet","direct migration background","59","0.0758654966352216","0.0580546734960481","0.0936763197743951"
"1","1985","no degree/no degree yet","indirect migration background","","","",""
"2","1985","lower secondary degree","no migration background","521","0.0978334953087256","0.0894507443017294","0.106216246315722"
"2","1985","lower secondary degree","direct migration background","117","0.1738870261514","0.142607378634972","0.205166673667827"
"2","1985","lower secondary degree","indirect migration background","9","","",""
"2","1985","secondary school degree","no migration background","233","0.12542747213116","0.109697244135027","0.141157700127292"
"2","1985","secondary school degree","direct migration background","32","0.236005695705349","0.166164732321553","0.305846659089144"
"2","1985","secondary school degree","indirect migration background","5","","",""
"2","1985","college entrance qualification","no migration background","180","0.152068213781376","0.130895982364166","0.173240445198586"
"2","1985","college entrance qualification","direct migration background","24","","",""
"2","1985","college entrance qualification","indirect migration background","2","","",""
"2","1985","Other degree","no migration background","7","","",""
"2","1985","Other degree","direct migration background","271","0.233096067707833","0.208838311957483","0.257353823458183"
"2","1985","Other degree","indirect migration background","1","","",""
"2","1985","no degree/no degree yet","no migration background","22","","",""
"2","1985","no degree/no degree yet","direct migration background","191","0.243225277120345","0.214366235255382","0.272084318985308"
"2","1985","no degree/no degree yet","indirect migration background","4","","",""
"3","1985","lower secondary degree","no migration background","3834","0.80263535652019","0.791405007521972","0.813865705518407"
"3","1985","lower secondary degree","direct migration background","393","0.739145191663361","0.702906472424483","0.77538391090224"
"3","1985","lower secondary degree","indirect migration background","62","0.91705411085266","0.855451709359635","0.978656512345685"
"3","1985","secondary school degree","no migration background","1271","0.756594944768987","0.736213391349637","0.776976498188337"
"3","1985","secondary school degree","direct migration background","97","0.665175360500063","0.587554098284634","0.742796622715493"
"3","1985","secondary school degree","indirect migration background","24","","",""
"3","1985","college entrance qualification","no migration background","798","0.725092066504936","0.698767746272379","0.751416386737494"
"3","1985","college entrance qualification","direct migration background","77","0.73563857580313","0.653967106538417","0.817310045067844"
"3","1985","college entrance qualification","indirect migration background","4","","",""
"3","1985","Other degree","no migration background","27","","",""
"3","1985","Other degree","direct migration background","774","0.651404401192185","0.624064373062025","0.678744429322346"
"3","1985","Other degree","indirect migration background","6","","",""
"3","1985","no degree/no degree yet","no migration background","185","0.824147049611893","0.774403815769484","0.873890283454302"
"3","1985","no degree/no degree yet","direct migration background","582","0.658616163622891","0.626720479944009","0.690511847301773"
"3","1985","no degree/no degree yet","indirect migration background","13","","",""
"4","1985","lower secondary degree","no migration background","322","0.0705637107665939","0.0633376776036591","0.0777897439295287"
"4","1985","lower secondary degree","direct migration background","14","","",""
"4","1985","lower secondary degree","indirect migration background","1","","",""
"4","1985","secondary school degree","no migration background","145","0.087314607156043","0.0739072008972711","0.100722013414815"
"4","1985","secondary school degree","direct migration background","6","","",""
"4","1985","secondary school degree","indirect migration background","1","","",""
"4","1985","college entrance qualification","no migration background","89","0.0857053347668531","0.0692003939004749","0.102210275633231"
"4","1985","college entrance qualification","direct migration background","5","","",""
"4","1985","college entrance qualification","indirect migration background","","","",""
"4","1985","Other degree","no migration background","6","","",""
"4","1985","Other degree","direct migration background","19","","",""
"4","1985","Other degree","indirect migration background","","","",""
"4","1985","no degree/no degree yet","no migration background","7","","",""
"4","1985","no degree/no degree yet","direct migration background","14","","",""
"4","1985","no degree/no degree yet","indirect migration background","","","",""
"5","1985","lower secondary degree","no migration background","35","0.00871039276750111","0.00608847794974121","0.011332307585261"
"5","1985","lower secondary degree","direct migration background","3","","",""
"5","1985","lower secondary degree","indirect migration background","","","",""
"5","1985","secondary school degree","no migration background","18","","",""
"5","1985","secondary school degree","direct migration background","1","","",""
"5","1985","secondary school degree","indirect migration background","","","",""
"5","1985","college entrance qualification","no migration background","10","","",""
"5","1985","college entrance qualification","direct migration background","1","","",""
"5","1985","college entrance qualification","indirect migration background","","","",""
"5","1985","Other degree","no migration background","","","",""
"5","1985","Other degree","direct migration background","6","","",""
"5","1985","Other degree","indirect migration background","","","",""
"5","1985","no degree/no degree yet","no migration background","3","","",""
"5","1985","no degree/no degree yet","direct migration background","3","","",""
"5","1985","no degree/no degree yet","indirect migration background","","","",""
"1","1986","lower secondary degree","no migration background","16","","",""
"1","1986","lower secondary degree","direct migration background","5","","",""
"1","1986","lower secondary degree","indirect migration background","2","","",""
"1","1986","secondary school degree","no migration background","2","","",""
"1","1986","secondary school degree","direct migration background","1","","",""
"1","1986","secondary school degree","indirect migration background","","","",""
"1","1986","college entrance qualification","no migration background","7","","",""
"1","1986","college entrance qualification","direct migration background","","","",""
"1","1986","college entrance qualification","indirect migration background","","","",""
"1","1986","Other degree","no migration background","1","","",""
"1","1986","Other degree","direct migration background","8","","",""
"1","1986","Other degree","indirect migration background","","","",""
"1","1986","no degree/no degree yet","no migration background","","","",""
"1","1986","no degree/no degree yet","direct migration background","6","","",""
"1","1986","no degree/no degree yet","indirect migration background","","","",""
"2","1986","lower secondary degree","no migration background","48","0.107099659362257","0.0782704657086468","0.135928853015868"
"2","1986","lower secondary degree","direct migration background","14","","",""
"2","1986","lower secondary degree","indirect migration background","","","",""
"2","1986","secondary school degree","no migration background","29","","",""
"2","1986","secondary school degree","direct migration background","2","","",""
"2","1986","secondary school degree","indirect migration background","","","",""
"2","1986","college entrance qualification","no migration background","33","0.235171201672871","0.168831662545292","0.30151074080045"
"2","1986","college entrance qualification","direct migration background","5","","",""
"2","1986","college entrance qualification","indirect migration background","","","",""
"2","1986","Other degree","no migration background","1","","",""
"2","1986","Other degree","direct migration background","28","","",""
"2","1986","Other degree","indirect migration background","","","",""
"2","1986","no degree/no degree yet","no migration background","1","","",""
"2","1986","no degree/no degree yet","direct migration background","17","","",""
"2","1986","no degree/no degree yet","indirect migration background","","","",""
"3","1986","lower secondary degree","no migration background","346","0.781801314085936","0.743296837888786","0.820305790283087"
"3","1986","lower secondary degree","direct migration background","53","0.685080653943111","0.579960017504784","0.790201290381438"
"3","1986","lower secondary degree","indirect migration background","10","","",""
"3","1986","secondary school degree","no migration background","155","0.751596776606675","0.69215782508225","0.8110357281311"
"3","1986","secondary school degree","direct migration background","20","","",""
"3","1986","secondary school degree","indirect migration background","5","","",""
"3","1986","college entrance qualification","no migration background","106","0.642183660965901","0.567201496184589","0.717165825747213"
"3","1986","college entrance qualification","direct migration background","17","","",""
"3","1986","college entrance qualification","indirect migration background","2","","",""
"3","1986","Other degree","no migration background","5","","",""
"3","1986","Other degree","direct migration background","119","0.728123155490872","0.659609188299097","0.796637122682646"
"3","1986","Other degree","indirect migration background","1","","",""
"3","1986","no degree/no degree yet","no migration background","18","","",""
"3","1986","no degree/no degree yet","direct migration background","70","0.736932794836669","0.649311529356295","0.824554060317042"
"3","1986","no degree/no degree yet","indirect migration background","3","","",""
"4","1986","lower secondary degree","no migration background","30","0.0706427367925282","0.0467557118478883","0.0945297617371681"
"4","1986","lower secondary degree","direct migration background","3","","",""
"4","1986","lower secondary degree","indirect migration background","","","",""
"4","1986","secondary school degree","no migration background","16","","",""
"4","1986","secondary school degree","direct migration background","1","","",""
"4","1986","secondary school degree","indirect migration background","","","",""
"4","1986","college entrance qualification","no migration background","11","","",""
"4","1986","college entrance qualification","direct migration background","","","",""
"4","1986","college entrance qualification","indirect migration background","","","",""
"4","1986","Other degree","no migration background","1","","",""
"4","1986","Other degree","direct migration background","7","","",""
"4","1986","Other degree","indirect migration background","","","",""
"4","1986","no degree/no degree yet","no migration background","1","","",""
"4","1986","no degree/no degree yet","direct migration background","4","","",""
"4","1986","no degree/no degree yet","indirect migration background","","","",""
"5","1986","lower secondary degree","no migration background","2","","",""
"5","1986","lower secondary degree","direct migration background","","","",""
"5","1986","lower secondary degree","indirect migration background","","","",""
"5","1986","secondary school degree","no migration background","1","","",""
"5","1986","secondary school degree","direct migration background","","","",""
"5","1986","secondary school degree","indirect migration background","","","",""
"5","1986","college entrance qualification","no migration background","","","",""
"5","1986","college entrance qualification","direct migration background","","","",""
"5","1986","college entrance qualification","indirect migration background","","","",""
"5","1986","Other degree","no migration background","","","",""
"5","1986","Other degree","direct migration background","","","",""
"5","1986","Other degree","indirect migration background","","","",""
"5","1986","no degree/no degree yet","no migration background","","","",""
"5","1986","no degree/no degree yet","direct migration background","","","",""
"5","1986","no degree/no degree yet","indirect migration background","","","",""
"1","1987","lower secondary degree","no migration background","11","","",""
"1","1987","lower secondary degree","direct migration background","2","","",""
"1","1987","lower secondary degree","indirect migration background","1","","",""
"1","1987","secondary school degree","no migration background","4","","",""
"1","1987","secondary school degree","direct migration background","1","","",""
"1","1987","secondary school degree","indirect migration background","","","",""
"1","1987","college entrance qualification","no migration background","7","","",""
"1","1987","college entrance qualification","direct migration background","","","",""
"1","1987","college entrance qualification","indirect migration background","","","",""
"1","1987","Other degree","no migration background","1","","",""
"1","1987","Other degree","direct migration background","3","","",""
"1","1987","Other degree","indirect migration background","","","",""
"1","1987","no degree/no degree yet","no migration background","","","",""
"1","1987","no degree/no degree yet","direct migration background","11","","",""
"1","1987","no degree/no degree yet","indirect migration background","","","",""
"2","1987","lower secondary degree","no migration background","36","0.102094908397189","0.0698168799571997","0.134372936837178"
"2","1987","lower secondary degree","direct migration background","15","","",""
"2","1987","lower secondary degree","indirect migration background","4","","",""
"2","1987","secondary school degree","no migration background","18","","",""
"2","1987","secondary school degree","direct migration background","1","","",""
"2","1987","secondary school degree","indirect migration background","","","",""
"2","1987","college entrance qualification","no migration background","31","0.174027053857693","0.112103176716493","0.235950930998892"
"2","1987","college entrance qualification","direct migration background","3","","",""
"2","1987","college entrance qualification","indirect migration background","","","",""
"2","1987","Other degree","no migration background","2","","",""
"2","1987","Other degree","direct migration background","32","0.278362597693898","0.201904043214062","0.354821152173734"
"2","1987","Other degree","indirect migration background","","","",""
"2","1987","no degree/no degree yet","no migration background","1","","",""
"2","1987","no degree/no degree yet","direct migration background","17","","",""
"2","1987","no degree/no degree yet","indirect migration background","","","",""
"3","1987","lower secondary degree","no migration background","264","0.777286452242113","0.732930326284757","0.821642578199469"
"3","1987","lower secondary degree","direct migration background","54","0.895582055727867","0.824451012587543","0.966713098868191"
"3","1987","lower secondary degree","indirect migration background","9","","",""
"3","1987","secondary school degree","no migration background","130","0.815173907078422","0.755767546981428","0.874580267175416"
"3","1987","secondary school degree","direct migration background","15","","",""
"3","1987","secondary school degree","indirect migration background","4","","",""
"3","1987","college entrance qualification","no migration background","96","0.693593482342225","0.618298099429962","0.768888865254488"
"3","1987","college entrance qualification","direct migration background","14","","",""
"3","1987","college entrance qualification","indirect migration background","4","","",""
"3","1987","Other degree","no migration background","4","","",""
"3","1987","Other degree","direct migration background","92","0.678789957107695","0.599133059639431","0.758446854575959"
"3","1987","Other degree","indirect migration background","","","",""
"3","1987","no degree/no degree yet","no migration background","16","","",""
"3","1987","no degree/no degree yet","direct migration background","73","0.652289442386418","0.560760059392582","0.743818825380255"
"3","1987","no degree/no degree yet","indirect migration background","2","","",""
"4","1987","lower secondary degree","no migration background","26","","",""
"4","1987","lower secondary degree","direct migration background","","","",""
"4","1987","lower secondary degree","indirect migration background","","","",""
"4","1987","secondary school degree","no migration background","12","","",""
"4","1987","secondary school degree","direct migration background","1","","",""
"4","1987","secondary school degree","indirect migration background","","","",""
"4","1987","college entrance qualification","no migration background","8","","",""
"4","1987","college entrance qualification","direct migration background","2","","",""
"4","1987","college entrance qualification","indirect migration background","","","",""
"4","1987","Other degree","no migration background","","","",""
"4","1987","Other degree","direct migration background","2","","",""
"4","1987","Other degree","indirect migration background","","","",""
"4","1987","no degree/no degree yet","no migration background","1","","",""
"4","1987","no degree/no degree yet","direct migration background","3","","",""
"4","1987","no degree/no degree yet","indirect migration background","","","",""
"5","1987","lower secondary degree","no migration background","1","","",""
"5","1987","lower secondary degree","direct migration background","","","",""
"5","1987","lower secondary degree","indirect migration background","","","",""
"5","1987","secondary school degree","no migration background","","","",""
"5","1987","secondary school degree","direct migration background","","","",""
"5","1987","secondary school degree","indirect migration background","","","",""
"5","1987","college entrance qualification","no migration background","2","","",""
"5","1987","college entrance qualification","direct migration background","","","",""
"5","1987","college entrance qualification","indirect migration background","","","",""
"5","1987","Other degree","no migration background","","","",""
"5","1987","Other degree","direct migration background","3","","",""
"5","1987","Other degree","indirect migration background","","","",""
"5","1987","no degree/no degree yet","no migration background","1","","",""
"5","1987","no degree/no degree yet","direct migration background","","","",""
"5","1987","no degree/no degree yet","indirect migration background","","","",""
"1","1988","lower secondary degree","no migration background","10","","",""
"1","1988","lower secondary degree","direct migration background","7","","",""
"1","1988","lower secondary degree","indirect migration background","","","",""
"1","1988","secondary school degree","no migration background","5","","",""
"1","1988","secondary school degree","direct migration background","","","",""
"1","1988","secondary school degree","indirect migration background","","","",""
"1","1988","college entrance qualification","no migration background","2","","",""
"1","1988","college entrance qualification","direct migration background","","","",""
"1","1988","college entrance qualification","indirect migration background","","","",""
"1","1988","Other degree","no migration background","2","","",""
"1","1988","Other degree","direct migration background","4","","",""
"1","1988","Other degree","indirect migration background","","","",""
"1","1988","no degree/no degree yet","no migration background","1","","",""
"1","1988","no degree/no degree yet","direct migration background","5","","",""
"1","1988","no degree/no degree yet","indirect migration background","","","",""
"2","1988","lower secondary degree","no migration background","36","0.126998782072053","0.091289422581182","0.162708141562924"
"2","1988","lower secondary degree","direct migration background","18","","",""
"2","1988","lower secondary degree","indirect migration background","2","","",""
"2","1988","secondary school degree","no migration background","25","","",""
"2","1988","secondary school degree","direct migration background","6","","",""
"2","1988","secondary school degree","indirect migration background","","","",""
"2","1988","college entrance qualification","no migration background","31","0.293031751474767","0.213241399742558","0.372822103206976"
"2","1988","college entrance qualification","direct migration background","3","","",""
"2","1988","college entrance qualification","indirect migration background","","","",""
"2","1988","Other degree","no migration background","1","","",""
"2","1988","Other degree","direct migration background","21","","",""
"2","1988","Other degree","indirect migration background","1","","",""
"2","1988","no degree/no degree yet","no migration background","4","","",""
"2","1988","no degree/no degree yet","direct migration background","18","","",""
"2","1988","no degree/no degree yet","indirect migration background","","","",""
"3","1988","lower secondary degree","no migration background","266","0.788896099454185","0.74513049903666","0.83266169987171"
"3","1988","lower secondary degree","direct migration background","71","0.77208786660793","0.691076386745113","0.853099346470747"
"3","1988","lower secondary degree","indirect migration background","9","","",""
"3","1988","secondary school degree","no migration background","129","0.743584625338918","0.678328527672025","0.808840723005812"
"3","1988","secondary school degree","direct migration background","9","","",""
"3","1988","secondary school degree","indirect migration background","2","","",""
"3","1988","college entrance qualification","no migration background","82","0.615945205410473","0.53068218375642","0.701208227064526"
"3","1988","college entrance qualification","direct migration background","11","","",""
"3","1988","college entrance qualification","indirect migration background","","","",""
"3","1988","Other degree","no migration background","3","","",""
"3","1988","Other degree","direct migration background","82","0.707020581485467","0.621578970837346","0.792462192133588"
"3","1988","Other degree","indirect migration background","1","","",""
"3","1988","no degree/no degree yet","no migration background","9","","",""
"3","1988","no degree/no degree yet","direct migration background","55","0.671576168528087","0.569300918122763","0.773851418933411"
"3","1988","no degree/no degree yet","indirect migration background","2","","",""
"4","1988","lower secondary degree","no migration background","20","","",""
"4","1988","lower secondary degree","direct migration background","7","","",""
"4","1988","lower secondary degree","indirect migration background","","","",""
"4","1988","secondary school degree","no migration background","12","","",""
"4","1988","secondary school degree","direct migration background","1","","",""
"4","1988","secondary school degree","indirect migration background","","","",""
"4","1988","college entrance qualification","no migration background","10","","",""
"4","1988","college entrance qualification","direct migration background","","","",""
"4","1988","college entrance qualification","indirect migration background","","","",""
"4","1988","Other degree","no migration background","","","",""
"4","1988","Other degree","direct migration background","2","","",""
"4","1988","Other degree","indirect migration background","","","",""
"4","1988","no degree/no degree yet","no migration background","","","",""
"4","1988","no degree/no degree yet","direct migration background","3","","",""
"4","1988","no degree/no degree yet","indirect migration background","","","",""
"5","1988","lower secondary degree","no migration background","2","","",""
"5","1988","lower secondary degree","direct migration background","","","",""
"5","1988","lower secondary degree","indirect migration background","","","",""
"5","1988","secondary school degree","no migration background","1","","",""
"5","1988","secondary school degree","direct migration background","","","",""
"5","1988","secondary school degree","indirect migration background","","","",""
"5","1988","college entrance qualification","no migration background","","","",""
"5","1988","college entrance qualification","direct migration background","","","",""
"5","1988","college entrance qualification","indirect migration background","","","",""
"5","1988","Other degree","no migration background","","","",""
"5","1988","Other degree","direct migration background","","","",""
"5","1988","Other degree","indirect migration background","","","",""
"5","1988","no degree/no degree yet","no migration background","","","",""
"5","1988","no degree/no degree yet","direct migration background","","","",""
"5","1988","no degree/no degree yet","indirect migration background","","","",""
"1","1989","lower secondary degree","no migration background","14","","",""
"1","1989","lower secondary degree","direct migration background","1","","",""
"1","1989","lower secondary degree","indirect migration background","","","",""
"1","1989","secondary school degree","no migration background","11","","",""
"1","1989","secondary school degree","direct migration background","1","","",""
"1","1989","secondary school degree","indirect migration background","","","",""
"1","1989","college entrance qualification","no migration background","3","","",""
"1","1989","college entrance qualification","direct migration background","","","",""
"1","1989","college entrance qualification","indirect migration background","","","",""
"1","1989","Other degree","no migration background","","","",""
"1","1989","Other degree","direct migration background","1","","",""
"1","1989","Other degree","indirect migration background","","","",""
"1","1989","no degree/no degree yet","no migration background","2","","",""
"1","1989","no degree/no degree yet","direct migration background","5","","",""
"1","1989","no degree/no degree yet","indirect migration background","","","",""
"2","1989","lower secondary degree","no migration background","34","0.103033125159174","0.0674252782439864","0.138640972074361"
"2","1989","lower secondary degree","direct migration background","12","","",""
"2","1989","lower secondary degree","indirect migration background","1","","",""
"2","1989","secondary school degree","no migration background","26","","",""
"2","1989","secondary school degree","direct migration background","1","","",""
"2","1989","secondary school degree","indirect migration background","2","","",""
"2","1989","college entrance qualification","no migration background","27","","",""
"2","1989","college entrance qualification","direct migration background","4","","",""
"2","1989","college entrance qualification","indirect migration background","1","","",""
"2","1989","Other degree","no migration background","2","","",""
"2","1989","Other degree","direct migration background","25","","",""
"2","1989","Other degree","indirect migration background","","","",""
"2","1989","no degree/no degree yet","no migration background","2","","",""
"2","1989","no degree/no degree yet","direct migration background","22","","",""
"2","1989","no degree/no degree yet","indirect migration background","1","","",""
"3","1989","lower secondary degree","no migration background","213","0.78334062300873","0.735086642452738","0.831594603564722"
"3","1989","lower secondary degree","direct migration background","47","0.877743415600429","0.794855277336956","0.960631553863901"
"3","1989","lower secondary degree","indirect migration background","12","","",""
"3","1989","secondary school degree","no migration background","163","0.775357023948363","0.719570905346375","0.831143142550352"
"3","1989","secondary school degree","direct migration background","14","","",""
"3","1989","secondary school degree","indirect migration background","4","","",""
"3","1989","college entrance qualification","no migration background","86","0.650834251963815","0.569817787250207","0.731850716677423"
"3","1989","college entrance qualification","direct migration background","7","","",""
"3","1989","college entrance qualification","indirect migration background","1","","",""
"3","1989","Other degree","no migration background","2","","",""
"3","1989","Other degree","direct migration background","78","0.662242738404155","0.573860967690552","0.750624509117759"
"3","1989","Other degree","indirect migration background","1","","",""
"3","1989","no degree/no degree yet","no migration background","14","","",""
"3","1989","no degree/no degree yet","direct migration background","33","0.584630575801093","0.462945913552826","0.70631523804936"
"3","1989","no degree/no degree yet","indirect migration background","","","",""
"4","1989","lower secondary degree","no migration background","15","","",""
"4","1989","lower secondary degree","direct migration background","","","",""
"4","1989","lower secondary degree","indirect migration background","","","",""
"4","1989","secondary school degree","no migration background","15","","",""
"4","1989","secondary school degree","direct migration background","2","","",""
"4","1989","secondary school degree","indirect migration background","","","",""
"4","1989","college entrance qualification","no migration background","16","","",""
"4","1989","college entrance qualification","direct migration background","","","",""
"4","1989","college entrance qualification","indirect migration background","","","",""
"4","1989","Other degree","no migration background","1","","",""
"4","1989","Other degree","direct migration background","6","","",""
"4","1989","Other degree","indirect migration background","","","",""
"4","1989","no degree/no degree yet","no migration background","","","",""
"4","1989","no degree/no degree yet","direct migration background","3","","",""
"4","1989","no degree/no degree yet","indirect migration background","","","",""
"5","1989","lower secondary degree","no migration background","4","","",""
"5","1989","lower secondary degree","direct migration background","","","",""
"5","1989","lower secondary degree","indirect migration background","","","",""
"5","1989","secondary school degree","no migration background","","","",""
"5","1989","secondary school degree","direct migration background","","","",""
"5","1989","secondary school degree","indirect migration background","","","",""
"5","1989","college entrance qualification","no migration background","1","","",""
"5","1989","college entrance qualification","direct migration background","","","",""
"5","1989","college entrance qualification","indirect migration background","","","",""
"5","1989","Other degree","no migration background","","","",""
"5","1989","Other degree","direct migration background","","","",""
"5","1989","Other degree","indirect migration background","","","",""
"5","1989","no degree/no degree yet","no migration background","","","",""
"5","1989","no degree/no degree yet","direct migration background","","","",""
"5","1989","no degree/no degree yet","indirect migration background","","","",""
"1","1990","lower secondary degree","no migration background","104","0.0493514902086116","0.0396855946411261","0.0590173857760971"
"1","1990","lower secondary degree","direct migration background","10","","",""
"1","1990","lower secondary degree","indirect migration background","1","","",""
"1","1990","secondary school degree","no migration background","203","0.0894951477845679","0.0774513557461315","0.101538939823004"
"1","1990","secondary school degree","direct migration background","3","","",""
"1","1990","secondary school degree","indirect migration background","","","",""
"1","1990","college entrance qualification","no migration background","52","0.0821487650039284","0.0614185020741335","0.102879027933723"
"1","1990","college entrance qualification","direct migration background","3","","",""
"1","1990","college entrance qualification","indirect migration background","","","",""
"1","1990","Other degree","no migration background","3","","",""
"1","1990","Other degree","direct migration background","9","","",""
"1","1990","Other degree","indirect migration background","","","",""
"1","1990","no degree/no degree yet","no migration background","3","","",""
"1","1990","no degree/no degree yet","direct migration background","6","","",""
"1","1990","no degree/no degree yet","indirect migration background","1","","",""
"2","1990","lower secondary degree","no migration background","312","0.146854259709101","0.131058632889925","0.162649886528278"
"2","1990","lower secondary degree","direct migration background","17","","",""
"2","1990","lower secondary degree","indirect migration background","4","","",""
"2","1990","secondary school degree","no migration background","611","0.262720602073578","0.244151731660701","0.281289472486455"
"2","1990","secondary school degree","direct migration background","12","","",""
"2","1990","secondary school degree","indirect migration background","1","","",""
