"hlf0071_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1985","direct migration background","(1b) general elementary school","74","0.0673473472515929","0.0506553095523955","0.0840393849507904"
"1","1985","direct migration background","(1c) basic vocational qualification","36","0.0423801596772295","0.0267847445948006","0.0579755747596583"
"1","1985","direct migration background","(2b) intermediate general qualification","3","","",""
"1","1985","direct migration background","(2a) intermediate vocational","","","",""
"1","1985","direct migration background","(2c_gen) general maturity certificate","10","","",""
"1","1985","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"1","1985","direct migration background","(3a) lower tertiary education","1","","",""
"1","1985","direct migration background","(3b) higher tertiary education","9","","",""
"1","1985","indirect migration background","(0) in school","","","",""
"1","1985","indirect migration background","(1a) inadequately completed","","","",""
"1","1985","indirect migration background","(1b) general elementary school","3","","",""
"1","1985","indirect migration background","(1c) basic vocational qualification","2","","",""
"1","1985","indirect migration background","(2b) intermediate general qualification","1","","",""
"1","1985","indirect migration background","(2a) intermediate vocational","","","",""
"1","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1","1985","indirect migration background","(3a) lower tertiary education","","","",""
"1","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"2","1985","no migration background","(0) in school","16","","",""
"2","1985","no migration background","(1a) inadequately completed","6","","",""
"2","1985","no migration background","(1b) general elementary school","159","0.0822830065484781","0.0692394699168271","0.095326543180129"
"2","1985","no migration background","(1c) basic vocational qualification","368","0.107645972025339","0.0968037094878151","0.118488234562862"
"2","1985","no migration background","(2b) intermediate general qualification","57","0.131637731203923","0.0985048836744498","0.164770578733395"
"2","1985","no migration background","(2a) intermediate vocational","169","0.124180427848334","0.10584688382514","0.142513971871528"
"2","1985","no migration background","(2c_gen) general maturity certificate","50","0.190857914185808","0.143090811603148","0.238625016768467"
"2","1985","no migration background","(2c_voc) vocational maturity certificate","44","0.138558922935286","0.0987959241525415","0.17832192171803"
"2","1985","no migration background","(3a) lower tertiary education","30","0.131118217769584","0.0870151604818129","0.175221275057355"
"2","1985","no migration background","(3b) higher tertiary education","64","0.138882847622266","0.105570645209064","0.172195050035469"
"2","1985","direct migration background","(0) in school","6","","",""
"2","1985","direct migration background","(1a) inadequately completed","186","0.241362227037754","0.212233419283125","0.270491034792384"
"2","1985","direct migration background","(1b) general elementary school","184","0.171713213782913","0.146595426983628","0.196831000582198"
"2","1985","direct migration background","(1c) basic vocational qualification","143","0.211546315530089","0.179930098612098","0.243162532448081"
"2","1985","direct migration background","(2b) intermediate general qualification","12","","",""
"2","1985","direct migration background","(2a) intermediate vocational","20","","",""
"2","1985","direct migration background","(2c_gen) general maturity certificate","28","","",""
"2","1985","direct migration background","(2c_voc) vocational maturity certificate","33","0.224368097160718","0.1497290902589","0.299007104062535"
"2","1985","direct migration background","(3a) lower tertiary education","5","","",""
"2","1985","direct migration background","(3b) higher tertiary education","19","","",""
"2","1985","indirect migration background","(0) in school","2","","",""
"2","1985","indirect migration background","(1a) inadequately completed","2","","",""
"2","1985","indirect migration background","(1b) general elementary school","6","","",""
"2","1985","indirect migration background","(1c) basic vocational qualification","4","","",""
"2","1985","indirect migration background","(2b) intermediate general qualification","3","","",""
"2","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"2","1985","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"2","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2","1985","indirect migration background","(3a) lower tertiary education","","","",""
"2","1985","indirect migration background","(3b) higher tertiary education","","","",""
"3","1985","no migration background","(0) in school","129","0.841399927076621","0.783704597710698","0.899095256442544"
"3","1985","no migration background","(1a) inadequately completed","56","0.789298784732171","0.694440961586244","0.884156607878099"
"3","1985","no migration background","(1b) general elementary school","1366","0.809147100858959","0.79049408663977","0.827800115078147"
"3","1985","no migration background","(1c) basic vocational qualification","2476","0.797266618064954","0.783202359051761","0.811330877078146"
"3","1985","no migration background","(2b) intermediate general qualification","306","0.769358168106506","0.728077053087382","0.810639283125629"
"3","1985","no migration background","(2a) intermediate vocational","921","0.753283111691029","0.729317358549332","0.777248864832727"
"3","1985","no migration background","(2c_gen) general maturity certificate","185","0.715400776749106","0.66055376434216","0.770247789156053"
"3","1985","no migration background","(2c_voc) vocational maturity certificate","210","0.725806553562702","0.67446274624841","0.777150360876993"
"3","1985","no migration background","(3a) lower tertiary education","172","0.761209399195115","0.705501405575542","0.816917392814687"
"3","1985","no migration background","(3b) higher tertiary education","295","0.716797520752711","0.673397024715896","0.760198016789526"
"3","1985","direct migration background","(0) in school","12","","",""
"3","1985","direct migration background","(1a) inadequately completed","570","0.665355695922473","0.633234664372184","0.697476727472762"
"3","1985","direct migration background","(1b) general elementary school","589","0.728305773525344","0.698678872526304","0.757932674524384"
"3","1985","direct migration background","(1c) basic vocational qualification","441","0.697435990425845","0.661874505517064","0.732997475334626"
"3","1985","direct migration background","(2b) intermediate general qualification","37","0.66805835300332","0.541279088557138","0.794837617449501"
"3","1985","direct migration background","(2a) intermediate vocational","59","0.678335719486075","0.579032714696616","0.777638724275533"
"3","1985","direct migration background","(2c_gen) general maturity certificate","69","0.618162378251622","0.528185748265146","0.708139008238098"
"3","1985","direct migration background","(2c_voc) vocational maturity certificate","73","0.635566335669483","0.549457611460851","0.721675059878114"
"3","1985","direct migration background","(3a) lower tertiary education","14","","",""
"3","1985","direct migration background","(3b) higher tertiary education","60","0.775603612069191","0.68844012479375","0.862767099344631"
"3","1985","indirect migration background","(0) in school","8","","",""
"3","1985","indirect migration background","(1a) inadequately completed","5","","",""
"3","1985","indirect migration background","(1b) general elementary school","32","0.801517541776038","0.679429326953191","0.923605756598885"
"3","1985","indirect migration background","(1c) basic vocational qualification","35","0.936076780561446","0.862097772808252","1.01005578831464"
"3","1985","indirect migration background","(2b) intermediate general qualification","14","","",""
"3","1985","indirect migration background","(2a) intermediate vocational","10","","",""
"3","1985","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"3","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"3","1985","indirect migration background","(3b) higher tertiary education","2","","",""
"4","1985","no migration background","(0) in school","4","","",""
"4","1985","no migration background","(1a) inadequately completed","3","","",""
"4","1985","no migration background","(1b) general elementary school","118","0.0742237496143456","0.061781171896506","0.0866663273321853"
"4","1985","no migration background","(1c) basic vocational qualification","207","0.0688394515516748","0.0599825173624184","0.0776963857409313"
"4","1985","no migration background","(2b) intermediate general qualification","23","","",""
"4","1985","no migration background","(2a) intermediate vocational","115","0.0944487899614783","0.0781907856846354","0.110706794238321"
"4","1985","no migration background","(2c_gen) general maturity certificate","20","","",""
"4","1985","no migration background","(2c_voc) vocational maturity certificate","24","","",""
"4","1985","no migration background","(3a) lower tertiary education","17","","",""
"4","1985","no migration background","(3b) higher tertiary education","38","0.101066721749449","0.0720321289872229","0.130101314511676"
"4","1985","direct migration background","(0) in school","2","","",""
"4","1985","direct migration background","(1a) inadequately completed","13","","",""
"4","1985","direct migration background","(1b) general elementary school","13","","",""
"4","1985","direct migration background","(1c) basic vocational qualification","18","","",""
"4","1985","direct migration background","(2b) intermediate general qualification","1","","",""
"4","1985","direct migration background","(2a) intermediate vocational","5","","",""
"4","1985","direct migration background","(2c_gen) general maturity certificate","4","","",""
"4","1985","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"4","1985","direct migration background","(3a) lower tertiary education","2","","",""
"4","1985","direct migration background","(3b) higher tertiary education","","","",""
"4","1985","indirect migration background","(0) in school","","","",""
"4","1985","indirect migration background","(1a) inadequately completed","","","",""
"4","1985","indirect migration background","(1b) general elementary school","","","",""
"4","1985","indirect migration background","(1c) basic vocational qualification","1","","",""
"4","1985","indirect migration background","(2b) intermediate general qualification","1","","",""
"4","1985","indirect migration background","(2a) intermediate vocational","","","",""
"4","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"4","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4","1985","indirect migration background","(3a) lower tertiary education","","","",""
"4","1985","indirect migration background","(3b) higher tertiary education","","","",""
"5","1985","no migration background","(0) in school","2","","",""
"5","1985","no migration background","(1a) inadequately completed","1","","",""
"5","1985","no migration background","(1b) general elementary school","20","","",""
"5","1985","no migration background","(1c) basic vocational qualification","15","","",""
"5","1985","no migration background","(2b) intermediate general qualification","6","","",""
"5","1985","no migration background","(2a) intermediate vocational","12","","",""
"5","1985","no migration background","(2c_gen) general maturity certificate","2","","",""
"5","1985","no migration background","(2c_voc) vocational maturity certificate","1","","",""
"5","1985","no migration background","(3a) lower tertiary education","1","","",""
"5","1985","no migration background","(3b) higher tertiary education","6","","",""
"5","1985","direct migration background","(0) in school","","","",""
"5","1985","direct migration background","(1a) inadequately completed","4","","",""
"5","1985","direct migration background","(1b) general elementary school","6","","",""
"5","1985","direct migration background","(1c) basic vocational qualification","3","","",""
"5","1985","direct migration background","(2b) intermediate general qualification","","","",""
"5","1985","direct migration background","(2a) intermediate vocational","1","","",""
"5","1985","direct migration background","(2c_gen) general maturity certificate","1","","",""
"5","1985","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1985","direct migration background","(3a) lower tertiary education","","","",""
"5","1985","direct migration background","(3b) higher tertiary education","","","",""
"5","1985","indirect migration background","(0) in school","","","",""
"5","1985","indirect migration background","(1a) inadequately completed","","","",""
"5","1985","indirect migration background","(1b) general elementary school","","","",""
"5","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"5","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"5","1985","indirect migration background","(2a) intermediate vocational","","","",""
"5","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1985","indirect migration background","(3a) lower tertiary education","","","",""
"5","1985","indirect migration background","(3b) higher tertiary education","","","",""
"1","1986","no migration background","(0) in school","","","",""
"1","1986","no migration background","(1a) inadequately completed","","","",""
"1","1986","no migration background","(1b) general elementary school","11","","",""
"1","1986","no migration background","(1c) basic vocational qualification","6","","",""
"1","1986","no migration background","(2b) intermediate general qualification","","","",""
"1","1986","no migration background","(2a) intermediate vocational","2","","",""
"1","1986","no migration background","(2c_gen) general maturity certificate","1","","",""
"1","1986","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"1","1986","no migration background","(3a) lower tertiary education","1","","",""
"1","1986","no migration background","(3b) higher tertiary education","3","","",""
"1","1986","direct migration background","(0) in school","","","",""
"1","1986","direct migration background","(1a) inadequately completed","6","","",""
"1","1986","direct migration background","(1b) general elementary school","8","","",""
"1","1986","direct migration background","(1c) basic vocational qualification","1","","",""
"1","1986","direct migration background","(2b) intermediate general qualification","1","","",""
"1","1986","direct migration background","(2a) intermediate vocational","","","",""
"1","1986","direct migration background","(2c_gen) general maturity certificate","2","","",""
"1","1986","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"1","1986","direct migration background","(3a) lower tertiary education","","","",""
"1","1986","direct migration background","(3b) higher tertiary education","","","",""
"1","1986","indirect migration background","(0) in school","","","",""
"1","1986","indirect migration background","(1a) inadequately completed","","","",""
"1","1986","indirect migration background","(1b) general elementary school","1","","",""
"1","1986","indirect migration background","(1c) basic vocational qualification","1","","",""
"1","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"1","1986","indirect migration background","(2a) intermediate vocational","","","",""
"1","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1","1986","indirect migration background","(3a) lower tertiary education","","","",""
"1","1986","indirect migration background","(3b) higher tertiary education","","","",""
"2","1986","no migration background","(0) in school","","","",""
"2","1986","no migration background","(1a) inadequately completed","1","","",""
"2","1986","no migration background","(1b) general elementary school","15","","",""
"2","1986","no migration background","(1c) basic vocational qualification","34","0.104871384884376","0.0698490055430333","0.139893764225718"
"2","1986","no migration background","(2b) intermediate general qualification","7","","",""
"2","1986","no migration background","(2a) intermediate vocational","20","","",""
"2","1986","no migration background","(2c_gen) general maturity certificate","11","","",""
"2","1986","no migration background","(2c_voc) vocational maturity certificate","1","","",""
"2","1986","no migration background","(3a) lower tertiary education","4","","",""
"2","1986","no migration background","(3b) higher tertiary education","19","","",""
"2","1986","direct migration background","(0) in school","1","","",""
"2","1986","direct migration background","(1a) inadequately completed","16","","",""
"2","1986","direct migration background","(1b) general elementary school","21","","",""
"2","1986","direct migration background","(1c) basic vocational qualification","16","","",""
"2","1986","direct migration background","(2b) intermediate general qualification","2","","",""
"2","1986","direct migration background","(2a) intermediate vocational","","","",""
"2","1986","direct migration background","(2c_gen) general maturity certificate","3","","",""
"2","1986","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"2","1986","direct migration background","(3a) lower tertiary education","","","",""
"2","1986","direct migration background","(3b) higher tertiary education","4","","",""
"2","1986","indirect migration background","(0) in school","","","",""
"2","1986","indirect migration background","(1a) inadequately completed","","","",""
"2","1986","indirect migration background","(1b) general elementary school","","","",""
"2","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"2","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"2","1986","indirect migration background","(2a) intermediate vocational","","","",""
"2","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2","1986","indirect migration background","(3a) lower tertiary education","","","",""
"2","1986","indirect migration background","(3b) higher tertiary education","1","","",""
"3","1986","no migration background","(0) in school","6","","",""
"3","1986","no migration background","(1a) inadequately completed","12","","",""
"3","1986","no migration background","(1b) general elementary school","120","0.768321369903949","0.701901704024115","0.834741035783783"
"3","1986","no migration background","(1c) basic vocational qualification","230","0.78605415764633","0.739177937414404","0.832930377878257"
"3","1986","no migration background","(2b) intermediate general qualification","34","0.793771343312636","0.671409598751313","0.91613308787396"
"3","1986","no migration background","(2a) intermediate vocational","117","0.761123585227459","0.693559391015279","0.82868777943964"
"3","1986","no migration background","(2c_gen) general maturity certificate","23","","",""
"3","1986","no migration background","(2c_voc) vocational maturity certificate","34","0.85090046957247","0.739112953290666","0.962687985854275"
"3","1986","no migration background","(3a) lower tertiary education","23","","",""
"3","1986","no migration background","(3b) higher tertiary education","31","0.498651698102934","0.371069373619421","0.626234022586448"
"3","1986","direct migration background","(0) in school","1","","",""
"3","1986","direct migration background","(1a) inadequately completed","70","0.762236738082785","0.677077888062962","0.847395588102609"
"3","1986","direct migration background","(1b) general elementary school","83","0.709586208280728","0.62625515584267","0.792917260718787"
"3","1986","direct migration background","(1c) basic vocational qualification","65","0.709678426395383","0.615375853070524","0.803980999720242"
"3","1986","direct migration background","(2b) intermediate general qualification","5","","",""
"3","1986","direct migration background","(2a) intermediate vocational","13","","",""
"3","1986","direct migration background","(2c_gen) general maturity certificate","14","","",""
"3","1986","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"3","1986","direct migration background","(3a) lower tertiary education","2","","",""
"3","1986","direct migration background","(3b) higher tertiary education","14","","",""
"3","1986","indirect migration background","(0) in school","1","","",""
"3","1986","indirect migration background","(1a) inadequately completed","2","","",""
"3","1986","indirect migration background","(1b) general elementary school","4","","",""
"3","1986","indirect migration background","(1c) basic vocational qualification","7","","",""
"3","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"3","1986","indirect migration background","(2a) intermediate vocational","4","","",""
"3","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"3","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3","1986","indirect migration background","(3a) lower tertiary education","","","",""
"3","1986","indirect migration background","(3b) higher tertiary education","1","","",""
"4","1986","no migration background","(0) in school","1","","",""
"4","1986","no migration background","(1a) inadequately completed","","","",""
"4","1986","no migration background","(1b) general elementary school","8","","",""
"4","1986","no migration background","(1c) basic vocational qualification","23","","",""
"4","1986","no migration background","(2b) intermediate general qualification","1","","",""
"4","1986","no migration background","(2a) intermediate vocational","13","","",""
"4","1986","no migration background","(2c_gen) general maturity certificate","1","","",""
"4","1986","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"4","1986","no migration background","(3a) lower tertiary education","4","","",""
"4","1986","no migration background","(3b) higher tertiary education","6","","",""
