"plh0179","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1990","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","East Germany","5","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher education","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","higher education","East Germany","20","","","","3"
"4 on Scale 1 to 10","1990","higher education","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","East Germany","2","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","East Germany","4","","","","4"
"4 on Scale 1 to 10","1990","inadequately","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","in school","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","East Germany","15","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","East Germany","2","","","","4"
"4 on Scale 1 to 10","1990","higher education","East Germany","13","","","","4"
"5 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","East Germany","6","","","","5"
"5 on Scale 1 to 10","1990","middle vocational","East Germany","103","0.111226699479104","0.0903940700156129","0.132059328942595","5"
"5 on Scale 1 to 10","1990","inadequately","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","East Germany","4","","","","5"
"5 on Scale 1 to 10","1990","higher education","East Germany","34","0.0783232241422613","0.0530745798995572","0.103571868384965","5"
"5 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","in school","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","East Germany","9","","","","5"
"5 on Scale 1 to 10","1990","higher education","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","in school","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","5"
"6 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","East Germany","1","","","","6"
"6 on Scale 1 to 10","1990","inadequately","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","East Germany","34","0.0395723343491053","0.0266550199474688","0.0524896487507419","6"
"6 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","in school","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","in school","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher education","East Germany","22","","","","6"
"6 on Scale 1 to 10","1990","inadequately","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","East Germany","2","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","East Germany","2","","","","6"
"6 on Scale 1 to 10","1990","higher education","West Germany","","","","","6"
"7 on Scale 1 to 10","1990","in school","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","in school","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","East Germany","4","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","East Germany","2","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher education","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher education","East Germany","44","0.106762739605992","0.0777427847327086","0.135782694479275","7"
"7 on Scale 1 to 10","1990","middle vocational","East Germany","68","0.0775155368079741","0.0597974031229127","0.0952336704930354","7"
"7 on Scale 1 to 10","1990","inadequately","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","East Germany","4","","","","7"
"8 on Scale 1 to 10","1990","inadequately","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","East Germany","7","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","East Germany","13","","","","8"
"8 on Scale 1 to 10","1990","in school","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","in school","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","inadequately","East Germany","1","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","East Germany","8","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","East Germany","162","0.189426681465414","0.163463327631345","0.215390035299483","8"
"8 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher education","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","higher education","East Germany","107","0.240001136900162","0.199866754589215","0.280135519211108","8"
"9 on Scale 1 to 10","1990","general elemantary","East Germany","1","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","East Germany","10","","","","9"
"9 on Scale 1 to 10","1990","higher education","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","inadequately","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","inadequately","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","in school","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","East Germany","4","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","East Germany","105","0.113189244138045","0.092196842818396","0.134181645457694","9"
"9 on Scale 1 to 10","1990","vocational + Abi","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","higher education","East Germany","58","0.134666475339901","0.102587168622931","0.166745782056871","9"
"0 Completely dissatisfied","1991","vocational + Abi","West Germany","","","","","0"
"0 Completely dissatisfied","1991","in school","West Germany","","","","","0"
"0 Completely dissatisfied","1991","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1991","inadequately","West Germany","","","","","0"
"0 Completely dissatisfied","1991","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","West Germany","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","East Germany","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1991","higher education","West Germany","","","","","0"
"0 Completely dissatisfied","1991","higher education","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","higher education","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","in school","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","higher education","East Germany","","","","","1"
"10 Completely satisfied","1991","in school","East Germany","","","","","10"
"10 Completely satisfied","1991","in school","West Germany","","","","","10"
"10 Completely satisfied","1991","general elemantary","East Germany","","","","","10"
"10 Completely satisfied","1991","middle vocational","West Germany","","","","","10"
"10 Completely satisfied","1991","higher education","East Germany","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","West Germany","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","East Germany","","","","","10"
"10 Completely satisfied","1991","inadequately","West Germany","","","","","10"
"10 Completely satisfied","1991","general elemantary","West Germany","","","","","10"
"10 Completely satisfied","1991","middle vocational","East Germany","","","","","10"
"10 Completely satisfied","1991","higher education","West Germany","","","","","10"
"10 Completely satisfied","1991","inadequately","East Germany","","","","","10"
"10 Completely satisfied","1991","higher vocational","West Germany","","","","","10"
"10 Completely satisfied","1991","higher vocational","East Germany","","","","","10"
"2 on Scale 1 to 10","1991","higher education","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","in school","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","higher education","West Germany","","","","","2"
"3 on Scale 1 to 10","1991","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher education","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","higher education","East Germany","","","","","3"
"4 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","higher education","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","in school","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","higher education","East Germany","","","","","4"
"5 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","in school","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","higher education","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","higher education","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","in school","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","5"
"6 on Scale 1 to 10","1991","in school","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","in school","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","higher education","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","higher education","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","6"
"7 on Scale 1 to 10","1991","in school","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","in school","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","higher education","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","higher education","West Germany","","","","","7"
"8 on Scale 1 to 10","1991","inadequately","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","inadequately","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","in school","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","in school","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","higher education","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","higher education","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","8"
"9 on Scale 1 to 10","1991","general elemantary","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","general elemantary","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","higher education","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","in school","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","in school","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","higher education","East Germany","","","","","9"
"0 Completely dissatisfied","1992","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","West Germany","","","","","0"
"0 Completely dissatisfied","1992","in school","West Germany","","","","","0"
"0 Completely dissatisfied","1992","inadequately","West Germany","","","","","0"
"0 Completely dissatisfied","1992","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","West Germany","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","East Germany","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","West Germany","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","East Germany","","","","","0"
"0 Completely dissatisfied","1992","higher education","West Germany","","","","","0"
"0 Completely dissatisfied","1992","higher education","East Germany","","","","","0"
"1 on Scale 1 to 10","1992","higher education","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","in school","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","higher education","East Germany","","","","","1"
"10 Completely satisfied","1992","general elemantary","East Germany","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","West Germany","","","","","10"
"10 Completely satisfied","1992","higher education","West Germany","","","","","10"
"10 Completely satisfied","1992","in school","West Germany","","","","","10"
"10 Completely satisfied","1992","in school","East Germany","","","","","10"
"10 Completely satisfied","1992","general elemantary","West Germany","","","","","10"
"10 Completely satisfied","1992","middle vocational","West Germany","","","","","10"
"10 Completely satisfied","1992","middle vocational","East Germany","","","","","10"
"10 Completely satisfied","1992","higher education","East Germany","","","","","10"
"10 Completely satisfied","1992","inadequately","West Germany","","","","","10"
"10 Completely satisfied","1992","higher vocational","West Germany","","","","","10"
"10 Completely satisfied","1992","inadequately","East Germany","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","East Germany","","","","","10"
"10 Completely satisfied","1992","higher vocational","East Germany","","","","","10"
"2 on Scale 1 to 10","1992","higher education","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","in school","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","higher education","West Germany","","","","","2"
"3 on Scale 1 to 10","1992","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","vocational + Abi","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","higher education","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","higher education","East Germany","","","","","3"
"4 on Scale 1 to 10","1992","higher vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","higher vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","middle vocational","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","middle vocational","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","vocational + Abi","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","higher education","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","in school","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","higher education","East Germany","","","","","4"
"5 on Scale 1 to 10","1992","in school","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","inadequately","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","inadequately","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","general elemantary","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","general elemantary","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","middle vocational","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","middle vocational","East Germany","","","","","5"
