"plh0179","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1990","higher education","Rural Area","58","0.232665465870415","0.179539934181561","0.285790997559269","8"
"9 on Scale 1 to 10","1990","general elemantary","Rural Area","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","Urban Area","27","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","Rural Area","5","","","","9"
"9 on Scale 1 to 10","1990","higher education","Urban Area","21","","","","9"
"9 on Scale 1 to 10","1990","in school","Urban Area","","","","","9"
"9 on Scale 1 to 10","1990","inadequately","Rural Area","","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","Urban Area","1","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","Urban Area","5","","","","9"
"9 on Scale 1 to 10","1990","inadequately","Urban Area","","","","","9"
"9 on Scale 1 to 10","1990","in school","Rural Area","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Rural Area","1","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","Rural Area","75","0.123607106218764","0.0968902743775084","0.150323938060019","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Urban Area","3","","","","9"
"9 on Scale 1 to 10","1990","higher education","Rural Area","35","0.145010690819009","0.100739081723242","0.189282299914776","9"
"0 Completely dissatisfied","1991","vocational + Abi","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","inadequately","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","inadequately","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","higher education","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","higher education","Rural Area","","","","","0"
"1 on Scale 1 to 10","1991","higher education","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","higher education","Rural Area","","","","","1"
"10 Completely satisfied","1991","in school","Rural Area","","","","","10"
"10 Completely satisfied","1991","in school","Urban Area","","","","","10"
"10 Completely satisfied","1991","general elemantary","Rural Area","","","","","10"
"10 Completely satisfied","1991","middle vocational","Urban Area","","","","","10"
"10 Completely satisfied","1991","higher education","Rural Area","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","Urban Area","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","Rural Area","","","","","10"
"10 Completely satisfied","1991","inadequately","Urban Area","","","","","10"
"10 Completely satisfied","1991","general elemantary","Urban Area","","","","","10"
"10 Completely satisfied","1991","middle vocational","Rural Area","","","","","10"
"10 Completely satisfied","1991","higher education","Urban Area","","","","","10"
"10 Completely satisfied","1991","inadequately","Rural Area","","","","","10"
"10 Completely satisfied","1991","higher vocational","Urban Area","","","","","10"
"10 Completely satisfied","1991","higher vocational","Rural Area","","","","","10"
"2 on Scale 1 to 10","1991","higher education","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","in school","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","in school","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","higher education","Urban Area","","","","","2"
"3 on Scale 1 to 10","1991","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","in school","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","higher education","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","higher education","Rural Area","","","","","3"
"4 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","in school","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","higher education","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","in school","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","higher education","Rural Area","","","","","4"
"5 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","in school","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","higher education","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","higher education","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","in school","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","5"
"6 on Scale 1 to 10","1991","in school","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","in school","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","higher education","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","higher education","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","6"
"7 on Scale 1 to 10","1991","in school","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","in school","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","higher education","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","higher education","Urban Area","","","","","7"
"8 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","in school","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","in school","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","higher education","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","higher education","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","8"
"9 on Scale 1 to 10","1991","general elemantary","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","general elemantary","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","higher education","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","in school","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","in school","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","higher education","Rural Area","","","","","9"
"0 Completely dissatisfied","1992","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","inadequately","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","inadequately","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","higher education","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","higher education","Rural Area","","","","","0"
"1 on Scale 1 to 10","1992","higher education","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","higher education","Rural Area","","","","","1"
"10 Completely satisfied","1992","general elemantary","Rural Area","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","Urban Area","","","","","10"
"10 Completely satisfied","1992","higher education","Urban Area","","","","","10"
"10 Completely satisfied","1992","in school","Urban Area","","","","","10"
"10 Completely satisfied","1992","in school","Rural Area","","","","","10"
"10 Completely satisfied","1992","general elemantary","Urban Area","","","","","10"
"10 Completely satisfied","1992","middle vocational","Urban Area","","","","","10"
"10 Completely satisfied","1992","middle vocational","Rural Area","","","","","10"
"10 Completely satisfied","1992","higher education","Rural Area","","","","","10"
"10 Completely satisfied","1992","inadequately","Urban Area","","","","","10"
"10 Completely satisfied","1992","higher vocational","Urban Area","","","","","10"
"10 Completely satisfied","1992","inadequately","Rural Area","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","Rural Area","","","","","10"
"10 Completely satisfied","1992","higher vocational","Rural Area","","","","","10"
"2 on Scale 1 to 10","1992","higher education","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","in school","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","in school","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","higher education","Urban Area","","","","","2"
"3 on Scale 1 to 10","1992","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","in school","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","vocational + Abi","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","vocational + Abi","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","higher education","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","higher education","Rural Area","","","","","3"
"4 on Scale 1 to 10","1992","higher vocational","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","higher vocational","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","vocational + Abi","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","in school","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","middle vocational","Urban Area","","","","","4"
