"plj0047","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No worries","2001","Not Employed","Urban Area","1026","0.20448146746716","0.19356116732853","0.21540176760579","3"
"Some worries","2001","Employed","Rural Area","2384","0.512512727344882","0.498193725710619","0.526831728979145","2"
"Some worries","2001","Employed","Urban Area","4377","0.478917196342147","0.468661216343927","0.489173176340367","2"
"Some worries","2001","Not Employed","Rural Area","1336","0.484750706135612","0.466172934465422","0.503328477805803","2"
"Some worries","2001","Not Employed","Urban Area","2467","0.473365621348943","0.459846906499287","0.486884336198599","2"
"Big worries","2002","Employed","Rural Area","1354","0.273874929663995","0.26129070981938","0.28645914950861","1"
"Big worries","2002","Employed","Urban Area","2864","0.289118206971504","0.280207220426944","0.298029193516065","1"
"Big worries","2002","Not Employed","Rural Area","791","0.281177153260789","0.264510126382975","0.297844180138604","1"
"Big worries","2002","Not Employed","Urban Area","1434","0.272683202935175","0.260820600726363","0.284545805143987","1"
"No worries","2002","Employed","Rural Area","712","0.153296190227327","0.143129586891702","0.163462793562953","3"
"No worries","2002","Employed","Urban Area","1635","0.171165121749617","0.163761725115564","0.178568518383669","3"
"No worries","2002","Not Employed","Rural Area","484","0.178240231827254","0.164051862273555","0.192428601380954","3"
"No worries","2002","Not Employed","Urban Area","1134","0.20988657699573","0.199039167940989","0.22073398605047","3"
"Some worries","2002","Employed","Rural Area","2758","0.572828880108677","0.558869766692184","0.586787993525171","2"
"Some worries","2002","Employed","Urban Area","5444","0.539716671278879","0.52991985620091","0.549513486356848","2"
"Some worries","2002","Not Employed","Rural Area","1520","0.540582614911957","0.522107296368442","0.559057933455471","2"
"Some worries","2002","Not Employed","Urban Area","2846","0.517430220069095","0.504119703176975","0.530740736961215","2"
"Big worries","2003","Employed","Rural Area","1045","0.232180513446871","0.219910852235563","0.24445017465818","1"
"Big worries","2003","Employed","Urban Area","2079","0.227062294103162","0.218600105774723","0.235524482431601","1"
"Big worries","2003","Not Employed","Rural Area","635","0.222950778168292","0.207368809224172","0.238532747112413","1"
"Big worries","2003","Not Employed","Urban Area","1233","0.244391307319821","0.232907426706732","0.25587518793291","1"
"No worries","2003","Employed","Rural Area","814","0.177848548938415","0.166736575375074","0.188960522501756","3"
"No worries","2003","Employed","Urban Area","2024","0.212368563981872","0.204107336810991","0.220629791152753","3"
"No worries","2003","Not Employed","Rural Area","573","0.219917744725025","0.204411954316572","0.235423535133478","3"
"No worries","2003","Not Employed","Urban Area","1338","0.249561392830586","0.237996446980304","0.261126338680868","3"
"Some worries","2003","Employed","Rural Area","2690","0.589970937614714","0.575678287840999","0.604263587388429","2"
"Some worries","2003","Employed","Urban Area","5312","0.560569141914966","0.550543832208201","0.570594451621732","2"
"Some worries","2003","Not Employed","Rural Area","1533","0.557131477106683","0.538535892845277","0.575727061368088","2"
"Some worries","2003","Not Employed","Urban Area","2808","0.506047299849592","0.492686404672948","0.519408195026236","2"
"Big worries","2004","Employed","Rural Area","1068","0.237606862669916","0.225043756766308","0.250169968573524","1"
"Big worries","2004","Employed","Urban Area","2157","0.248815300165529","0.239888463190916","0.257742137140142","1"
"Big worries","2004","Not Employed","Rural Area","586","0.214242059087253","0.19883706294399","0.229647055230517","1"
"Big worries","2004","Not Employed","Urban Area","1206","0.231691670977269","0.220412379020091","0.242970962934447","1"
"No worries","2004","Employed","Rural Area","863","0.201653995579459","0.189810578181148","0.21349741297777","3"
"No worries","2004","Employed","Urban Area","1880","0.210625688896432","0.202206255624248","0.219045122168615","3"
"No worries","2004","Not Employed","Rural Area","623","0.242430436078255","0.226339931319065","0.258520940837445","3"
"No worries","2004","Not Employed","Urban Area","1353","0.253704901310338","0.24207225348604","0.265337549134636","3"
"Some worries","2004","Employed","Rural Area","2478","0.560739141750625","0.54608974535081","0.575388538150439","2"
"Some worries","2004","Employed","Urban Area","4973","0.540559010938039","0.530268851111303","0.550849170764776","2"
"Some worries","2004","Not Employed","Rural Area","1516","0.543327504834491","0.524625071695462","0.56202993797352","2"
"Some worries","2004","Not Employed","Urban Area","2816","0.514603427712393","0.501242286727292","0.527964568697494","2"
"Big worries","2005","Employed","Rural Area","1299","0.319729137206947","0.30558762294222","0.333870651471674","1"
"Big worries","2005","Employed","Urban Area","2622","0.320546942379817","0.310699039884122","0.330394844875511","1"
"Big worries","2005","Not Employed","Rural Area","798","0.293010774917845","0.275681781090174","0.310339768745515","1"
"Big worries","2005","Not Employed","Urban Area","1485","0.290404634303662","0.278058071034405","0.302751197572919","1"
"No worries","2005","Employed","Rural Area","646","0.17429051607896","0.16278742952677","0.18579360263115","3"
"No worries","2005","Employed","Urban Area","1497","0.168586560872943","0.160686359021165","0.176486762724721","3"
"No worries","2005","Not Employed","Rural Area","471","0.187237900518069","0.172385257012904","0.202090544023233","3"
"No worries","2005","Not Employed","Urban Area","1115","0.216831944316705","0.205623946330934","0.228039942302476","3"
"Some worries","2005","Employed","Rural Area","2233","0.505980346714093","0.490820220722173","0.521140472706012","2"
"Some worries","2005","Employed","Urban Area","4508","0.51086649674724","0.50031812058895","0.52141487290553","2"
"Some worries","2005","Not Employed","Rural Area","1381","0.519751324564087","0.500729330391012","0.538773318737162","2"
"Some worries","2005","Not Employed","Urban Area","2593","0.492763421379633","0.47916578438532","0.506361058373947","2"
"Big worries","2006","Employed","Rural Area","1261","0.290980163042943","0.277624334999579","0.304335991086307","1"
"Big worries","2006","Employed","Urban Area","2531","0.300843770366081","0.291336381672736","0.310351159059426","1"
"Big worries","2006","Not Employed","Rural Area","749","0.270285951103414","0.254122385056015","0.286449517150812","1"
"Big worries","2006","Not Employed","Urban Area","1530","0.27721438846906","0.265473849902944","0.288954927035175","1"
"No worries","2006","Employed","Rural Area","740","0.181268081371503","0.16994038852902","0.192595774213986","3"
"No worries","2006","Employed","Urban Area","1611","0.185037215521221","0.176987101103592","0.19308732993885","3"
"No worries","2006","Not Employed","Rural Area","559","0.18840290358074","0.174170995496879","0.202634811664602","3"
"No worries","2006","Not Employed","Urban Area","1152","0.213399946792024","0.202653880253681","0.224146013330368","3"
"Some worries","2006","Employed","Rural Area","2442","0.527751755585554","0.513072299847309","0.5424312113238","2"
"Some worries","2006","Employed","Urban Area","4797","0.514119014112698","0.503758044322348","0.524479983903048","2"
"Some worries","2006","Not Employed","Rural Area","1592","0.541311145315846","0.523175556087218","0.559446734544474","2"
"Some worries","2006","Not Employed","Urban Area","2902","0.509385664738916","0.49627366709716","0.522497662380672","2"
"Big worries","2007","Employed","Rural Area","1171","0.279399966923704","0.265821760009211","0.292978173838197","1"
"Big worries","2007","Employed","Urban Area","2289","0.2890906495622","0.279353002638913","0.298828296485487","1"
"Big worries","2007","Not Employed","Rural Area","711","0.272596696528951","0.25589597749342","0.289297415564481","1"
"Big worries","2007","Not Employed","Urban Area","1378","0.25787419144639","0.245949544584135","0.269798838308645","1"
"No worries","2007","Employed","Rural Area","730","0.187351796238068","0.175544177299336","0.199159415176799","3"
"No worries","2007","Employed","Urban Area","1506","0.181288641355484","0.173013401458178","0.189563881252789","3"
"No worries","2007","Not Employed","Rural Area","571","0.205624984704148","0.190467121945908","0.220782847462387","3"
"No worries","2007","Not Employed","Urban Area","1141","0.22818259636979","0.216743246004733","0.239621946734848","3"
"Some worries","2007","Employed","Rural Area","2294","0.533248236838228","0.518151266349435","0.548345207327022","2"
"Some worries","2007","Employed","Urban Area","4531","0.529620709082316","0.518899680261599","0.540341737903034","2"
"Some worries","2007","Not Employed","Rural Area","1449","0.521778318766901","0.503043698859125","0.540512938674677","2"
"Some worries","2007","Not Employed","Urban Area","2651","0.51394321218382","0.50031923545968","0.52756718890796","2"
"Big worries","2008","Employed","Rural Area","896","0.243463038747383","0.230109577396296","0.25681650009847","1"
"Big worries","2008","Employed","Urban Area","1851","0.239774081867491","0.230363539032762","0.24918462470222","1"
"Big worries","2008","Not Employed","Rural Area","580","0.232764719407314","0.216372206160153","0.249157232654475","1"
"Big worries","2008","Not Employed","Urban Area","1176","0.244045563933538","0.231982243075564","0.256108884791512","1"
"No worries","2008","Employed","Rural Area","776","0.201541031591606","0.189059430471692","0.214022632711521","3"
"No worries","2008","Employed","Urban Area","1649","0.211388441515695","0.20238902382708","0.220387859204311","3"
"No worries","2008","Not Employed","Rural Area","585","0.217880760235667","0.201867911197964","0.233893609273371","3"
"No worries","2008","Not Employed","Urban Area","1099","0.223630169502474","0.211927548720583","0.235332790284364","3"
"Some worries","2008","Employed","Rural Area","2296","0.554995929661011","0.539533093652868","0.570458765669154","2"
"Some worries","2008","Employed","Urban Area","4407","0.548837476616814","0.537869396614178","0.55980555661945","2"
"Some worries","2008","Not Employed","Rural Area","1388","0.549354520357019","0.53005410993346","0.568654930780577","2"
"Some worries","2008","Not Employed","Urban Area","2595","0.532324266563989","0.51831084585243","0.546337687275547","2"
"Big worries","2009","Employed","Rural Area","711","0.197523397630272","0.184934292110261","0.210112503150284","1"
"Big worries","2009","Employed","Urban Area","1454","0.202998930691576","0.193806442521348","0.212191418861804","1"
"Big worries","2009","Not Employed","Rural Area","463","0.205626905027359","0.189376016717256","0.221877793337461","1"
"Big worries","2009","Not Employed","Urban Area","881","0.215196008682122","0.203072463532214","0.22731955383203","1"
"No worries","2009","Employed","Rural Area","794","0.214064756116826","0.201094893431203","0.227034618802449","3"
"No worries","2009","Employed","Urban Area","1714","0.220275465397298","0.21080414744458","0.229746783350015","3"
"No worries","2009","Not Employed","Rural Area","558","0.233056984105243","0.216057431866275","0.250056536344211","3"
"No worries","2009","Not Employed","Urban Area","1103","0.244001897659465","0.23133153979789","0.25667225552104","3"
"Some worries","2009","Employed","Rural Area","2337","0.588411846252902","0.572850701314319","0.603972991191484","2"
"Some worries","2009","Employed","Urban Area","4187","0.576725603911127","0.565434084951202","0.588017122871052","2"
"Some worries","2009","Not Employed","Rural Area","1355","0.561316110867398","0.5413632823931","0.581268939341696","2"
"Some worries","2009","Not Employed","Urban Area","2430","0.540802093658413","0.526100952136623","0.555503235180203","2"
"Big worries","2010","Employed","Rural Area","1113","0.203225202500454","0.192424311148789","0.214026093852119","1"
"Big worries","2010","Employed","Urban Area","2135","0.203506500813326","0.195687945440074","0.211325056186579","1"
"Big worries","2010","Not Employed","Rural Area","661","0.233974907960404","0.218442912783029","0.249506903137779","1"
"Big worries","2010","Not Employed","Urban Area","1238","0.203698408121326","0.193068064096405","0.214328752146247","1"
"No worries","2010","Employed","Rural Area","1135","0.230309991223437","0.219008979262411","0.241611003184463","3"
"No worries","2010","Employed","Urban Area","2272","0.236597843999605","0.228344530583493","0.244851157415717","3"
"No worries","2010","Not Employed","Rural Area","628","0.207560070621166","0.192680986921486","0.222439154320847","3"
"No worries","2010","Not Employed","Urban Area","1262","0.240857711927264","0.229571282233789","0.252144141620739","3"
"Some worries","2010","Employed","Rural Area","3084","0.566464806276109","0.553163274190101","0.579766338362117","2"
"Some worries","2010","Employed","Urban Area","5779","0.559895655187069","0.550255641915515","0.569535668458622","2"
"Some worries","2010","Not Employed","Rural Area","1565","0.55846502141843","0.540246981378643","0.576683061458217","2"
"Some worries","2010","Not Employed","Urban Area","3014","0.55544387995141","0.542327979860667","0.568559780042152","2"
"Big worries","2011","Employed","Rural Area","823","0.202443727464348","0.190561432763084","0.214326022165611","1"
"Big worries","2011","Employed","Urban Area","1564","0.193657933520734","0.185120536489808","0.20219533055166","1"
"Big worries","2011","Not Employed","Rural Area","497","0.195127119540367","0.180231246873037","0.210022992207697","1"
"Big worries","2011","Not Employed","Urban Area","977","0.181331190400321","0.170864048720454","0.191798332080188","1"
"No worries","2011","Employed","Rural Area","1012","0.238332318327148","0.225733154521658","0.250931482132638","3"
"No worries","2011","Employed","Urban Area","2126","0.264399486071119","0.254871535647538","0.2739274364947","3"
"No worries","2011","Not Employed","Rural Area","784","0.283633122706031","0.266690146185107","0.300576099226955","3"
"No worries","2011","Not Employed","Urban Area","1412","0.278362436971855","0.266186494018321","0.290538379925389","3"
"Some worries","2011","Employed","Rural Area","2558","0.559223954208504","0.544542490204197","0.573905418212812","2"
"Some worries","2011","Employed","Urban Area","4540","0.541942580408147","0.531178305715744","0.55270685510055","2"
"Some worries","2011","Not Employed","Rural Area","1438","0.521239757753602","0.502462970163996","0.540016545343207","2"
"Some worries","2011","Not Employed","Urban Area","2816","0.540306372627824","0.526767203584705","0.553845541670943","2"
"Big worries","2012","Employed","Rural Area","779","0.190779500759793","0.179113989694452","0.202445011825134","1"
"Big worries","2012","Employed","Urban Area","1684","0.212591075827614","0.203672802878691","0.221509348776536","1"
"Big worries","2012","Not Employed","Rural Area","579","0.211961432870685","0.19706606935759","0.226856796383779","1"
"Big worries","2012","Not Employed","Urban Area","1154","0.224654138273746","0.213209947527577","0.236098329019915","1"
"No worries","2012","Employed","Rural Area","1039","0.256842194171975","0.243871053010781","0.26981333533317","3"
"No worries","2012","Employed","Urban Area","1809","0.233293826647317","0.22407503112207","0.242512622172564","3"
"No worries","2012","Not Employed","Rural Area","744","0.249570435681128","0.233797937608855","0.265342933753402","3"
"No worries","2012","Not Employed","Urban Area","1129","0.217715893426646","0.206399515050953","0.229032271802339","3"
"Some worries","2012","Employed","Rural Area","2540","0.552378305068232","0.537615178322856","0.567141431813608","2"
"Some worries","2012","Employed","Urban Area","4592","0.554115097525069","0.543280333570342","0.564949861479796","2"
"Some worries","2012","Not Employed","Rural Area","1569","0.538468131448187","0.520299182842584","0.55663708005379","2"
"Some worries","2012","Not Employed","Urban Area","2826","0.557629968299608","0.544010942532661","0.571248994066555","2"
"Big worries","2013","Employed","Rural Area","705","0.170593328551592","0.158975577663999","0.182211079439186","1"
"Big worries","2013","Employed","Urban Area","1475","0.191717772485446","0.182819419443889","0.200616125527003","1"
"Big worries","2013","Not Employed","Rural Area","591","0.177212061671224","0.164916607307496","0.189507516034952","1"
"Big worries","2013","Not Employed","Urban Area","1467","0.189540535254574","0.181226494464809","0.197854576044338","1"
"No worries","2013","Employed","Rural Area","1016","0.272799811116869","0.259043363448957","0.286556258784782","3"
"No worries","2013","Employed","Urban Area","1790","0.237091491814368","0.227477779008518","0.246705204620218","3"
"No worries","2013","Not Employed","Rural Area","1343","0.308164457895339","0.293296658469186","0.323032257321491","3"
"No worries","2013","Not Employed","Urban Area","3068","0.302593629407104","0.292848933397611","0.312338325416598","3"
"Some worries","2013","Employed","Rural Area","2306","0.556606860331538","0.541263303782518","0.571950416880559","2"
"Some worries","2013","Employed","Urban Area","4253","0.571190735700187","0.560003582446154","0.582377888954219","2"
"Some worries","2013","Not Employed","Rural Area","1771","0.514623480433438","0.49853043767147","0.530716523195405","2"
"Some worries","2013","Not Employed","Urban Area","4002","0.507865835338322","0.497260810080434","0.518470860596211","2"
"Big worries","2014","Employed","Rural Area","1177","0.195989964004889","0.185939789476307","0.20604013853347","1"
"Big worries","2014","Employed","Urban Area","2560","0.214212905125406","0.206788599608539","0.221637210642273","1"
"Big worries","2014","Not Employed","Rural Area","695","0.20603807145556","0.192111341229274","0.219964801681846","1"
"Big worries","2014","Not Employed","Urban Area","1475","0.222709815393085","0.212236084871212","0.233183545914958","1"
"No worries","2014","Employed","Rural Area","1383","0.240827309589221","0.230001781091832","0.25165283808661","3"
"No worries","2014","Employed","Urban Area","2627","0.221991099223411","0.214470704479118","0.229511493967703","3"
"No worries","2014","Not Employed","Rural Area","859","0.273081667574129","0.257740279009126","0.288423056139133","3"
"No worries","2014","Not Employed","Urban Area","1381","0.243306315030344","0.232504994092475","0.254107635968214","3"
"Some worries","2014","Employed","Rural Area","3433","0.563182726405891","0.550625303601078","0.575740149210704","2"
"Some worries","2014","Employed","Urban Area","6544","0.563795995651184","0.554821988915781","0.572770002386587","2"
"Some worries","2014","Not Employed","Rural Area","1686","0.52088026097031","0.503678751152819","0.538081770787802","2"
"Some worries","2014","Not Employed","Urban Area","3206","0.53398386957657","0.52142632672614","0.546541412427","2"
"Big worries","2015","Employed","Rural Area","1819","0.316356785678177","0.304273214943635","0.32844035641272","1"
"Big worries","2015","Employed","Urban Area","3713","0.343582325430262","0.33465217544568","0.352512475414844","1"
"Big worries","2015","Not Employed","Rural Area","1022","0.332333993316112","0.316514492148602","0.348153494483622","1"
"Big worries","2015","Not Employed","Urban Area","2133","0.341337905895794","0.330039798739304","0.352636013052284","1"
"No worries","2015","Employed","Rural Area","897","0.162182305466568","0.152604446079494","0.171760164853642","3"
"No worries","2015","Employed","Urban Area","1554","0.137462843098723","0.130987917535772","0.143937768661674","3"
"No worries","2015","Not Employed","Rural Area","766","0.185323871547778","0.172274669764093","0.198373073331463","3"
"No worries","2015","Not Employed","Urban Area","1472","0.184929321578363","0.175678450736282","0.194180192420444","3"
"Some worries","2015","Employed","Rural Area","2974","0.521460908855255","0.508481301745309","0.5344405159652","2"
"Some worries","2015","Employed","Urban Area","5597","0.518954831471015","0.509559525655177","0.528350137286853","2"
