"plj0047","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","inadequately","37","0.202415981776842","0.141292980883451","0.263538982670232"
"Big worries","2009","general elemantary","352","0.230312946732328","0.210770061296117","0.249855832168539"
"Big worries","2009","middle vocational","1741","0.195294336573428","0.187126422686047","0.20346225046081"
"Big worries","2009","vocational + Abi","205","0.228851914968108","0.202827725034164","0.254876104902053"
"Big worries","2009","higher vocational","271","0.225502060349946","0.203016794842922","0.247987325856971"
"Big worries","2009","higher education","763","0.187857618454867","0.175796711951031","0.199918524958703"
"Some worries","2009","in school","157","0.509302074966634","0.453198181027234","0.565405968906035"
"Some worries","2009","inadequately","72","0.422787044030486","0.347638093940823","0.49793599412015"
"Some worries","2009","general elemantary","907","0.487195294053212","0.463994654186316","0.510395933920107"
"Some worries","2009","middle vocational","5177","0.575081489501623","0.564896389050885","0.585266589952361"
"Some worries","2009","vocational + Abi","602","0.596871877211923","0.566484504073784","0.627259250350062"
"Some worries","2009","higher vocational","769","0.581357853457353","0.554814494779948","0.607901212134759"
"Some worries","2009","higher education","2457","0.609914467225537","0.594853119104693","0.624975815346382"
"No worries","2009","in school","78","0.230010035759184","0.18278045435043","0.277239617167938"
"No worries","2009","inadequately","57","0.374796974192672","0.30115886634534","0.448435082040004"
"No worries","2009","general elemantary","524","0.28249175921446","0.261594527527711","0.30338899090121"
"No worries","2009","middle vocational","2131","0.229624173924949","0.220958388651433","0.238289959198464"
"No worries","2009","vocational + Abi","194","0.174276207819969","0.150776227307134","0.197776188332803"
"No worries","2009","higher vocational","287","0.1931400861927","0.171900409104402","0.214379763280998"
"No worries","2009","higher education","809","0.202227914319596","0.189825408863036","0.214630419776156"
"Big worries","2010","in school","102","0.205143609456254","0.166246148650096","0.244041070262412"
"Big worries","2010","inadequately","111","0.290661695652933","0.24211059722103","0.339212794084837"
"Big worries","2010","general elemantary","552","0.234154468314622","0.217358808198551","0.250950128430692"
"Big worries","2010","middle vocational","2618","0.207663321168603","0.200315788728176","0.21501085360903"
"Big worries","2010","vocational + Abi","387","0.200138795008397","0.181147313008304","0.21913027700849"
"Big worries","2010","higher vocational","343","0.222659858781656","0.202363280042252","0.242956437521059"
"Big worries","2010","higher education","963","0.175869707590369","0.165670099183008","0.18606931599773"
"Some worries","2010","in school","213","0.54071305734357","0.49270950263839","0.588716612048749"
"Some worries","2010","inadequately","138","0.437658806425055","0.384613588578728","0.490704024271382"
"Some worries","2010","general elemantary","1220","0.480125001137799","0.460309644735734","0.499940357539863"
"Some worries","2010","middle vocational","6469","0.561179336105507","0.552190548789718","0.570168123421296"
"Some worries","2010","vocational + Abi","976","0.58100122593335","0.55758155438983","0.60442089747687"
"Some worries","2010","higher vocational","956","0.596293681726436","0.572357261380382","0.620230102072491"
"Some worries","2010","higher education","3316","0.601963371307277","0.58884932867634","0.615077413938214"
"No worries","2010","in school","99","0.254143333200176","0.212204632716361","0.296082033683992"
"No worries","2010","inadequately","87","0.271679497922012","0.224116616921908","0.319242378922115"
"No worries","2010","general elemantary","670","0.28572053054758","0.267802920982128","0.303638140113032"
"No worries","2010","middle vocational","2621","0.231157342725891","0.22352110717541","0.238793578276371"
"No worries","2010","vocational + Abi","342","0.218859979058253","0.199233901058065","0.238486057058442"
"No worries","2010","higher vocational","315","0.181046459491908","0.16226103659408","0.199831882389736"
"No worries","2010","higher education","1073","0.222166921102354","0.21102980002659","0.233304042178119"
"Big worries","2011","in school","68","0.227215491777091","0.180644437511796","0.273786546042387"
"Big worries","2011","inadequately","47","0.199872138792609","0.14678666831325","0.252957609271968"
"Big worries","2011","general elemantary","397","0.205051858802235","0.187865597328381","0.222238120276089"
"Big worries","2011","middle vocational","2058","0.198437056633656","0.190769485188322","0.206104628078991"
"Big worries","2011","vocational + Abi","225","0.186859639022034","0.164786698457776","0.208932579586292"
"Big worries","2011","higher vocational","262","0.200057075501641","0.179380666869349","0.220733484133932"
"Big worries","2011","higher education","747","0.16233043941546","0.151631044790065","0.173029834040855"
"Some worries","2011","in school","156","0.493791308012954","0.438225911728786","0.549356704297121"
"Some worries","2011","inadequately","92","0.416975130237503","0.351523802499629","0.482426457975377"
"Some worries","2011","general elemantary","1041","0.479425128269527","0.458159307097161","0.500690949441894"
"Some worries","2011","middle vocational","5677","0.543410347659711","0.533833896196944","0.552986799122478"
"Some worries","2011","vocational + Abi","688","0.569282015894152","0.541241892728371","0.597322139059933"
"Some worries","2011","higher vocational","832","0.563788790713136","0.538157216669119","0.589420364757153"
"Some worries","2011","higher education","2727","0.579234358855864","0.564910166355512","0.593558551356216"
"No worries","2011","in school","87","0.278993200209955","0.229146732742558","0.328839667677352"
"No worries","2011","inadequately","79","0.383152730969888","0.318617832657358","0.447687629282418"
"No worries","2011","general elemantary","682","0.315523012928238","0.295740789331615","0.33530523652486"
"No worries","2011","middle vocational","2658","0.258152595706633","0.249739164147843","0.266566027265422"
"No worries","2011","vocational + Abi","285","0.243858345083814","0.219542460416075","0.268174229751553"
"No worries","2011","higher vocational","344","0.236154133785223","0.214202376590202","0.258105890980245"
"No worries","2011","higher education","1089","0.258435201728676","0.245733168512443","0.271137234944909"
"Big worries","2012","in school","57","0.165920606984508","0.122190599393012","0.209650614576003"
"Big worries","2012","inadequately","66","0.217858631354972","0.164159757697865","0.271557505012078"
"Big worries","2012","general elemantary","437","0.223782963468951","0.205940387790624","0.241625539147279"
"Big worries","2012","middle vocational","2170","0.219386453756554","0.211383235288954","0.227389672224155"
"Big worries","2012","vocational + Abi","248","0.213570880712052","0.1904696162032","0.236672145220903"
"Big worries","2012","higher vocational","289","0.205887449606573","0.185031956571854","0.226742942641292"
"Big worries","2012","higher education","872","0.186146653822308","0.174942551382302","0.197350756262313"
"Some worries","2012","in school","144","0.55327132199162","0.494830449711499","0.611712194271741"
"Some worries","2012","inadequately","91","0.456079295769124","0.39128703462833","0.520871556909918"
"Some worries","2012","general elemantary","1043","0.50041696491839","0.479011616308923","0.521822313527856"
"Some worries","2012","middle vocational","5705","0.546124207455516","0.536495766971021","0.555752647940011"
"Some worries","2012","vocational + Abi","712","0.576545444580307","0.548693525948454","0.604397363212159"
"Some worries","2012","higher vocational","847","0.579392319476145","0.553930498471155","0.604854140481135"
"Some worries","2012","higher education","2836","0.593106890823765","0.578965796152327","0.607247985495202"
"No worries","2012","in school","77","0.280808071023872","0.227981443181784","0.333634698865961"
"No worries","2012","inadequately","70","0.326062072875904","0.265080972898722","0.387043172853086"
"No worries","2012","general elemantary","616","0.275800071612659","0.256667256361057","0.29493288686426"
"No worries","2012","middle vocational","2396","0.23448933878793","0.226295660667953","0.242683016907906"
"No worries","2012","vocational + Abi","249","0.209883674707642","0.18692907161033","0.232838277804954"
"No worries","2012","higher vocational","308","0.214720230917283","0.19354085388477","0.235899607949795"
"No worries","2012","higher education","928","0.220746455353928","0.208807601390948","0.232685309316907"
"Big worries","2013","in school","74","0.194244988726109","0.156720863830274","0.231769113621944"
"Big worries","2013","inadequately","84","0.168324821306624","0.135196380050534","0.201453262562713"
"Big worries","2013","general elemantary","485","0.190192722624166","0.175977608845013","0.20440783640332"
"Big worries","2013","middle vocational","2080","0.190943302907723","0.183618887663241","0.198267718152204"
"Big worries","2013","vocational + Abi","265","0.183942126356097","0.165426595153991","0.202457657558203"
"Big worries","2013","higher vocational","279","0.19183730474981","0.171025359545739","0.212649249953882"
"Big worries","2013","higher education","900","0.167504797040204","0.157602476393735","0.177407117686673"
"Some worries","2013","in school","189","0.423771191888374","0.376900933059718","0.470641450717031"
"Some worries","2013","inadequately","185","0.429184281849963","0.385359484466708","0.473009079233218"
"Some worries","2013","general elemantary","1304","0.478973982314216","0.460879414197697","0.497068550430735"
"Some worries","2013","middle vocational","5793","0.545162250866604","0.535882797303591","0.554441704429617"
"Some worries","2013","vocational + Abi","877","0.576945303450477","0.553335048494127","0.600555558406827"
"Some worries","2013","higher vocational","774","0.566020069030721","0.539823315136761","0.592216822924682"
"Some worries","2013","higher education","3069","0.572439987486627","0.559321130034676","0.585558844938578"
"No worries","2013","in school","164","0.381983819385516","0.335899141127352","0.428068497643681"
"No worries","2013","inadequately","221","0.402490896843414","0.359069844441975","0.445911949244852"
"No worries","2013","general elemantary","1139","0.330833295061618","0.31379075505734","0.347875835065895"
"No worries","2013","middle vocational","3189","0.263894446225673","0.25568116986261","0.272107722588737"
"No worries","2013","vocational + Abi","540","0.239112570193426","0.218728237266137","0.259496903120714"
"No worries","2013","higher vocational","322","0.242142626219468","0.219500036024763","0.264785216414174"
"No worries","2013","higher education","1494","0.260055215473169","0.248422933223434","0.271687497722904"
"Big worries","2014","in school","100","0.21945938233588","0.180961979094192","0.257956785577569"
"Big worries","2014","inadequately","140","0.268642550245002","0.229673291741165","0.307611808748839"
"Big worries","2014","general elemantary","679","0.203784820321921","0.189563729311756","0.218005911332086"
"Big worries","2014","middle vocational","2838","0.218366785345695","0.21113325980258","0.22560031088881"
"Big worries","2014","vocational + Abi","433","0.222561764520374","0.204564038397471","0.240559490643278"
"Big worries","2014","higher vocational","357","0.207083708729189","0.187197390497284","0.226970026961094"
"Big worries","2014","higher education","1219","0.194666992844005","0.18482005410358","0.204513931584431"
"Some worries","2014","in school","218","0.412710464797675","0.366916791899976","0.458504137695374"
"Some worries","2014","inadequately","193","0.390164771938954","0.347280289011156","0.433049254866752"
"Some worries","2014","general elemantary","1494","0.509370518851851","0.491721299655622","0.52701973804808"
"Some worries","2014","middle vocational","6844","0.542665001619572","0.533942554371519","0.551387448867625"
"Some worries","2014","vocational + Abi","1141","0.553497964121989","0.531988521904296","0.575007406339683"
"Some worries","2014","higher vocational","937","0.609963341917111","0.586026198146211","0.633900485688011"
"Some worries","2014","higher education","3756","0.596701331932279","0.58450134897799","0.608901314886569"
"No worries","2014","in school","126","0.367830152866444","0.322976568081467","0.412683737651422"
"No worries","2014","inadequately","164","0.341192677816044","0.299510638725289","0.382874716906799"
"No worries","2014","general elemantary","909","0.286844660826229","0.270876782006108","0.302812539646349"
"No worries","2014","middle vocational","2849","0.238968213034733","0.231501547591325","0.246434878478141"
"No worries","2014","vocational + Abi","478","0.223940271357636","0.205902906648459","0.241977636066813"
"No worries","2014","higher vocational","301","0.1829529493537","0.16397885795879","0.201927040748609"
"No worries","2014","higher education","1236","0.208631675223715","0.198526431776094","0.218736918671337"
"Big worries","2015","in school","137","0.337942212609366","0.290131706692625","0.385752718526107"
"Big worries","2015","inadequately","136","0.282194996294755","0.243622731302323","0.320767261287186"
"Big worries","2015","general elemantary","848","0.302148298716248","0.285541429511856","0.31875516792064"
"Big worries","2015","middle vocational","4071","0.342721954292508","0.334280588157982","0.351163320427034"
"Big worries","2015","vocational + Abi","683","0.336705952426605","0.316767069752535","0.356644835100676"
"Big worries","2015","higher vocational","550","0.331051831305884","0.307471678912894","0.354631983698874"
"Big worries","2015","higher education","2053","0.34621095688797","0.334575904230527","0.357846009545413"
"Some worries","2015","in school","172","0.486311272447394","0.435791503624228","0.53683104127056"
"Some worries","2015","inadequately","214","0.42436252266533","0.382004050366408","0.466720994964251"
"Some worries","2015","general elemantary","1363","0.488106284837919","0.470028583117208","0.50618398655863"
"Some worries","2015","middle vocational","6037","0.501253222128621","0.492360476865983","0.510145967391259"
"Some worries","2015","vocational + Abi","1077","0.50337856279475","0.48228342044771","0.52447370514179"
"Some worries","2015","higher vocational","784","0.530857983089577","0.505852012430001","0.555863953749154"
"Some worries","2015","higher education","3418","0.518080443228998","0.505860617714685","0.530300268743311"
"No worries","2015","in school","67","0.17574651494324","0.137276006564107","0.214217023322372"
"No worries","2015","inadequately","173","0.293442481039916","0.254418416543315","0.332466545536517"
"No worries","2015","general elemantary","726","0.209745416445833","0.195021414404338","0.224469418487328"
"No worries","2015","middle vocational","2036","0.156024823578871","0.149570824510767","0.162478822646975"
"No worries","2015","vocational + Abi","398","0.159915484778644","0.14445122558649","0.175379743970799"
"No worries","2015","higher vocational","196","0.138090185604539","0.120803382108992","0.155376989100086"
"No worries","2015","higher education","952","0.135708599883032","0.127333058075633","0.144084141690431"
"Big worries","2016","in school","138","0.388684454670563","0.338539633815146","0.43882927552598"
"Big worries","2016","inadequately","261","0.311048593370249","0.290585807921831","0.331511378818666"
"Big worries","2016","general elemantary","1105","0.396163593887774","0.379723452025729","0.41260373574982"
"Big worries","2016","middle vocational","5211","0.463910617555303","0.454904665320697","0.47291656978991"
"Big worries","2016","vocational + Abi","943","0.452673317092115","0.43152985902851","0.47381677515572"
"Big worries","2016","higher vocational","686","0.477340855785313","0.45125108017909","0.503430631391536"
"Big worries","2016","higher education","3090","0.523840124551123","0.511848197917393","0.535832051184853"
"Some worries","2016","in school","164","0.474190947734226","0.422823801652051","0.525558093816401"
"Some worries","2016","inadequately","458","0.426028462718102","0.404169939356293","0.447886986079912"
"Some worries","2016","general elemantary","1265","0.44194910825377","0.425256213059214","0.458642003448327"
"Some worries","2016","middle vocational","4742","0.412374825404591","0.403485063096495","0.421264587712687"
"Some worries","2016","vocational + Abi","903","0.436884964448723","0.415816039732548","0.457953889164899"
"Some worries","2016","higher vocational","589","0.4355589646887","0.409660171244817","0.461457758132582"
"Some worries","2016","higher education","2628","0.394349290259531","0.382614783718189","0.406083796800873"
"No worries","2016","in school","61","0.137124597595211","0.101739002312914","0.172510192877508"
"No worries","2016","inadequately","1247","0.262922943911649","0.243463652415813","0.282382235407485"
"No worries","2016","general elemantary","1030","0.161887297858455","0.14950599830917","0.17426859740774"
"No worries","2016","middle vocational","1826","0.123714557040106","0.117768527246932","0.129660586833279"
"No worries","2016","vocational + Abi","283","0.110441718459161","0.0971275501815831","0.12375588673674"
"No worries","2016","higher vocational","133","0.0871001795259874","0.0723713630933591","0.101828995958616"
"No worries","2016","higher education","945","0.0818105851893459","0.0752297036257151","0.0883914667529768"
"Big worries","2017","in school","178","0.397892091095103","0.351682803270082","0.444101378920125"
"Big worries","2017","inadequately","323","0.345940844616574","0.327521763367468","0.36435992586568"
"Big worries","2017","general elemantary","1096","0.388014156197733","0.372506322213259","0.403521990182208"
"Big worries","2017","middle vocational","5088","0.416923259853983","0.408425795074927","0.425420724633039"
"Big worries","2017","vocational + Abi","886","0.413973785741622","0.394059758262578","0.433887813220667"
"Big worries","2017","higher vocational","644","0.409041145146276","0.384493553411563","0.433588736880989"
"Big worries","2017","higher education","2781","0.43131443333306","0.42007584467467","0.44255302199145"
"Some worries","2017","in school","196","0.518485288521539","0.471313487788836","0.565657089254243"
"Some worries","2017","inadequately","458","0.308715571345419","0.290827390236051","0.326603752454788"
"Some worries","2017","general elemantary","1456","0.448758493309253","0.432930204505455","0.46458678211305"
"Some worries","2017","middle vocational","5757","0.456398853661658","0.447814434670861","0.464983272652455"
"Some worries","2017","vocational + Abi","1121","0.468225066952771","0.448050444277409","0.488399689628134"
"Some worries","2017","higher vocational","743","0.492250642467564","0.467289491395947","0.51721179353918"
"Some worries","2017","higher education","3498","0.48030998213217","0.46897262907932","0.49164733518502"
"No worries","2017","in school","57","0.0836226203833572","0.0574884617888096","0.109756778977905"
"No worries","2017","inadequately","1781","0.345343584038006","0.326932009159235","0.363755158916778"
"No worries","2017","general elemantary","1241","0.163227350493014","0.151466008632835","0.174988692353193"
"No worries","2017","middle vocational","2088","0.126677886484359","0.120945491791464","0.132410281177253"
"No worries","2017","vocational + Abi","343","0.117801147305606","0.104767313941034","0.130834980670179"
"No worries","2017","higher vocational","154","0.0987082123861607","0.0838161062753899","0.113600318496932"
"No worries","2017","higher education","1181","0.0883755845347703","0.0819345919229037","0.0948165771466368"
"Big worries","2018","in school","113","0.347090036180041","0.297846573007834","0.396333499352249"
"Big worries","2018","inadequately","316","0.335565183469867","0.315253353409507","0.355877013530227"
"Big worries","2018","general elemantary","944","0.323506093975452","0.308007680387256","0.339004507563647"
"Big worries","2018","middle vocational","4073","0.344303219202784","0.335861617263411","0.352744821142157"
"Big worries","2018","vocational + Abi","699","0.333167530219094","0.313516213365776","0.352818847072413"
"Big worries","2018","higher vocational","498","0.337393867086101","0.313023601496696","0.361764132675506"
"Big worries","2018","higher education","2125","0.326389613115247","0.315427235271002","0.337351990959491"
"Some worries","2018","in school","187","0.511127766083152","0.459419105359983","0.56283642680632"
"Some worries","2018","inadequately","546","0.34411636219771","0.323680146569751","0.364552577825668"
"Some worries","2018","general elemantary","1416","0.490205137352757","0.473643597067491","0.506766677638022"
"Some worries","2018","middle vocational","5999","0.506777950626954","0.497895498017766","0.515660403236142"
"Some worries","2018","vocational + Abi","1188","0.543177307878758","0.522409215938793","0.563945399818722"
"Some worries","2018","higher vocational","771","0.524034727498171","0.498293360162827","0.549776094833514"
"Some worries","2018","higher education","3801","0.564129405165592","0.552536284154826","0.575722526176357"
"No worries","2018","in school","59","0.141782197736807","0.105698546360537","0.177865849113077"
"No worries","2018","inadequately","1214","0.320318454332423","0.300247032625762","0.340389876039084"
"No worries","2018","general elemantary","1140","0.186288768671792","0.173390169113932","0.199187368229651"
"No worries","2018","middle vocational","2098","0.148918830170262","0.142593792726951","0.155243867613573"
"No worries","2018","vocational + Abi","323","0.123655161902148","0.109930691472301","0.137379632331995"
"No worries","2018","higher vocational","177","0.138571405415728","0.120763600173829","0.156379210657628"
"No worries","2018","higher education","1102","0.109480981719162","0.102180976752743","0.116780986685581"
"Big worries","2019","in school","129","0.371571906033427","0.319514403940817","0.423629408126036"
"Big worries","2019","inadequately","244","0.354372255712093","0.332681204284496","0.376063307139691"
"Big worries","2019","general elemantary","892","0.347991470298638","0.331338686693216","0.364644253904061"
"Big worries","2019","middle vocational","4273","0.367769195876808","0.359023975401109","0.376514416352507"
"Big worries","2019","vocational + Abi","867","0.383092871394632","0.363001235785212","0.403184507004052"
"Big worries","2019","higher vocational","654","0.359787744934332","0.33672788819771","0.382847601670954"
"Big worries","2019","higher education","2874","0.387041779991331","0.376107052111741","0.397976507870922"
"Some worries","2019","in school","154","0.471679194515928","0.417900988429995","0.52545740060186"
"Some worries","2019","inadequately","427","0.329750654401398","0.308431465023676","0.351069843779119"
"Some worries","2019","general elemantary","1273","0.474586918623112","0.457129331309607","0.492044505936617"
"Some worries","2019","middle vocational","5601","0.494369067111239","0.485301563782425","0.503436570440053"
"Some worries","2019","vocational + Abi","1096","0.51003455787171","0.48937429277494","0.53069482296848"
"Some worries","2019","higher vocational","818","0.493054256636634","0.469032789620632","0.517075723652635"
"Some worries","2019","higher education","3748","0.523497862073224","0.512285335075281","0.534710389071166"
"No worries","2019","in school","48","0.156748899450646","0.117582395952412","0.19591540294888"
"No worries","2019","inadequately","1197","0.315877089886509","0.294796353063977","0.336957826709041"
"No worries","2019","general elemantary","978","0.17742161107825","0.16406587564372","0.190777346512779"
"No worries","2019","middle vocational","1805","0.137861737011953","0.131609209736103","0.144114264287803"
"No worries","2019","vocational + Abi","286","0.106872570733658","0.0941039729987224","0.119641168468594"
"No worries","2019","higher vocational","192","0.147157998429034","0.130136505195553","0.164179491662516"
"No worries","2019","higher education","1000","0.0894603579354448","0.0830530091769266","0.0958677066939631"
