"plj0047","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No worries","1997","16-34 y.","Full Time","403","0.182759768328999","0.166850965492425","0.198668571165573","3"
"Some worries","1997","35-65 y.","Part Time","800","0.54032677695962","0.514850129831912","0.565803424087327","2"
"Some worries","1997","35-65 y.","Not Working","920","0.502003563848361","0.479238079273536","0.524769048423185","2"
"Some worries","1997","35-65 y.","Full Time","1736","0.519876903377697","0.502787015611461","0.536966791143933","2"
"Some worries","1997","16-34 y.","Full Time","1143","0.496159644807408","0.475578026269275","0.516741263345542","2"
"Some worries","1997","16-34 y.","Not Working","669","0.518040152195954","0.49091973064667","0.545160573745238","2"
"Some worries","1997","16-34 y.","Part Time","537","0.52512368807445","0.494597498873229","0.555649877275671","2"
"Some worries","1997","66 and older","Full Time","8","","","","2"
"Some worries","1997","66 and older","Part Time","21","","","","2"
"Some worries","1997","66 and older","Not Working","750","0.472480863285648","0.447432344739843","0.497529381831452","2"
"Big worries","1998","16-34 y.","Full Time","680","0.286729540419729","0.268259643983507","0.30519943685595","1"
"Big worries","1998","16-34 y.","Part Time","360","0.331825335290638","0.304395408357947","0.359255262223328","1"
"Big worries","1998","16-34 y.","Not Working","404","0.304245448578066","0.279953432758593","0.328537464397538","1"
"Big worries","1998","35-65 y.","Full Time","1018","0.290528824653028","0.275708509199057","0.305349140106999","1"
"Big worries","1998","35-65 y.","Part Time","511","0.319877924032147","0.297500736938576","0.342255111125717","1"
"Big worries","1998","35-65 y.","Not Working","706","0.321209157985617","0.301512900344834","0.3409054156264","1"
"Big worries","1998","66 and older","Full Time","2","","","","1"
"Big worries","1998","66 and older","Part Time","10","","","","1"
"Big worries","1998","66 and older","Not Working","580","0.329124115699137","0.307282580757667","0.350965650640607","1"
"No worries","1998","66 and older","Not Working","331","0.186431013580837","0.168328516528111","0.204533510633563","3"
"No worries","1998","66 and older","Part Time","9","","","","3"
"No worries","1998","66 and older","Full Time","2","","","","3"
"No worries","1998","35-65 y.","Not Working","388","0.16965243204289","0.153820578131595","0.185484285954185","3"
"No worries","1998","35-65 y.","Part Time","287","0.178313206333609","0.159949310069137","0.19667710259808","3"
"No worries","1998","35-65 y.","Full Time","737","0.197835990361454","0.184831908535078","0.21084007218783","3"
"No worries","1998","16-34 y.","Not Working","258","0.187476403314749","0.166869402895771","0.208083403733728","3"
"No worries","1998","16-34 y.","Part Time","203","0.172761525198341","0.150739170412564","0.194783879984117","3"
"No worries","1998","16-34 y.","Full Time","433","0.193784382875986","0.177641313527334","0.209927452224637","3"
"Some worries","1998","35-65 y.","Part Time","871","0.501808869634244","0.477821253797491","0.525796485470998","2"
"Some worries","1998","35-65 y.","Not Working","1065","0.509138409971493","0.488051194984932","0.530225624958054","2"
"Some worries","1998","35-65 y.","Full Time","1850","0.511635184985518","0.495317902145843","0.527952467825192","2"
"Some worries","1998","16-34 y.","Not Working","716","0.508278148107185","0.481882401172518","0.534673895041851","2"
"Some worries","1998","16-34 y.","Full Time","1190","0.519486076704286","0.499080866820895","0.539891286587676","2"
"Some worries","1998","16-34 y.","Part Time","569","0.495413139511022","0.466287423765701","0.524538855256343","2"
"Some worries","1998","66 and older","Full Time","10","","","","2"
"Some worries","1998","66 and older","Part Time","23","","","","2"
"Some worries","1998","66 and older","Not Working","867","0.484444870720026","0.461215259052357","0.507674482387694","2"
"Big worries","1999","16-34 y.","Full Time","639","0.303990585126373","0.284847807959486","0.32313336229326","1"
"Big worries","1999","16-34 y.","Part Time","358","0.299492948213301","0.273414096065477","0.325571800361125","1"
"Big worries","1999","16-34 y.","Not Working","413","0.352125416019655","0.325090024860753","0.379160807178556","1"
"Big worries","1999","35-65 y.","Full Time","1132","0.332884940836751","0.317497605922953","0.348272275750549","1"
"Big worries","1999","35-65 y.","Part Time","536","0.332595223359524","0.310106129084518","0.355084317634531","1"
"Big worries","1999","35-65 y.","Not Working","544","0.271170889180807","0.251658075303699","0.290683703057915","1"
"Big worries","1999","66 and older","Full Time","1","","","","1"
"Big worries","1999","66 and older","Part Time","15","","","","1"
"Big worries","1999","66 and older","Not Working","446","0.244872501052017","0.224690928561655","0.26505407354238","1"
"No worries","1999","66 and older","Not Working","374","0.220847646659609","0.201379149326626","0.240316143992592","3"
"No worries","1999","66 and older","Part Time","9","","","","3"
"No worries","1999","66 and older","Full Time","5","","","","3"
"No worries","1999","35-65 y.","Not Working","316","0.147754055011735","0.132178709478039","0.163329400545431","3"
"No worries","1999","35-65 y.","Part Time","211","0.117395022587043","0.102030207644209","0.132759837529876","3"
"No worries","1999","35-65 y.","Full Time","468","0.138006618238068","0.1267445570493","0.149268679426836","3"
"No worries","1999","16-34 y.","Not Working","164","0.149348981419549","0.129173897719062","0.169524065120036","3"
"No worries","1999","16-34 y.","Part Time","186","0.152382695909848","0.131920292173368","0.172845099646328","3"
"No worries","1999","16-34 y.","Full Time","327","0.150587099776055","0.135703066548555","0.165471133003555","3"
"Some worries","1999","35-65 y.","Part Time","939","0.550009754053433","0.526262901720633","0.573756606386233","2"
"Some worries","1999","35-65 y.","Full Time","2003","0.529108440925181","0.512809898858709","0.545406982991653","2"
"Some worries","1999","35-65 y.","Not Working","1134","0.581075055807458","0.559419479763413","0.602730631851503","2"
"Some worries","1999","16-34 y.","Full Time","1252","0.545422315097572","0.524700021260885","0.566144608934259","2"
"Some worries","1999","16-34 y.","Not Working","622","0.498525602560796","0.470224287531586","0.526826917590005","2"
"Some worries","1999","16-34 y.","Part Time","641","0.548124355876851","0.519788395740308","0.576460316013393","2"
"Some worries","1999","66 and older","Full Time","4","","","","2"
"Some worries","1999","66 and older","Part Time","39","0.536424249369386","0.413286170845528","0.659562327893244","2"
"Some worries","1999","66 and older","Not Working","924","0.534279852288373","0.510868755385011","0.557690949191736","2"
"Big worries","2000","66 and older","Not Working","804","0.223700991462693","0.209765150209256","0.237636832716129","1"
"Big worries","2000","16-34 y.","Full Time","1027","0.325142576193947","0.309275449025404","0.34100970336249","1"
"Big worries","2000","16-34 y.","Part Time","640","0.345149444400796","0.323845241214607","0.366453647586986","1"
"Big worries","2000","16-34 y.","Not Working","633","0.363194923045516","0.34103940308983","0.385350443001202","1"
"Big worries","2000","35-65 y.","Full Time","2201","0.34797458615598","0.336496846543636","0.359452325768324","1"
"Big worries","2000","35-65 y.","Part Time","1024","0.344743742566461","0.327840131964897","0.361647353168026","1"
"Big worries","2000","35-65 y.","Not Working","1184","0.326521578563181","0.311403385186462","0.341639771939899","1"
"Big worries","2000","66 and older","Full Time","9","","","","1"
"Big worries","2000","66 and older","Part Time","25","","","","1"
"No worries","2000","66 and older","Not Working","889","0.266376946913166","0.251593710445784","0.281160183380547","3"
"No worries","2000","66 and older","Part Time","28","","","","3"
"No worries","2000","66 and older","Full Time","11","","","","3"
"No worries","2000","35-65 y.","Not Working","611","0.160007913955334","0.148188649812476","0.171827178098192","3"
"No worries","2000","35-65 y.","Part Time","470","0.15782405578262","0.14485782608162","0.170790285483619","3"
"No worries","2000","35-65 y.","Full Time","990","0.151330499212084","0.14269509099471","0.159965907429459","3"
"No worries","2000","16-34 y.","Not Working","316","0.176022482161044","0.158477595982631","0.193567368339457","3"
"No worries","2000","16-34 y.","Part Time","297","0.148671206552243","0.13272884331209","0.164613569792397","3"
"No worries","2000","16-34 y.","Full Time","572","0.171185656711207","0.158426626019767","0.183944687402647","3"
"Some worries","2000","35-65 y.","Part Time","1543","0.497432201650919","0.479649818147926","0.515214585153912","2"
"Some worries","2000","35-65 y.","Full Time","3425","0.500694914631935","0.488646776789519","0.512743052474352","2"
"Some worries","2000","16-34 y.","Part Time","976","0.50617934904696","0.48377525220207","0.52858344589185","2"
"Some worries","2000","16-34 y.","Not Working","861","0.46078259479344","0.437819057484412","0.483746132102468","2"
"Some worries","2000","16-34 y.","Full Time","1749","0.503671767094846","0.486735657312804","0.520607876876887","2"
"Some worries","2000","35-65 y.","Not Working","1901","0.513470507481485","0.497356838143578","0.529584176819393","2"
"Some worries","2000","66 and older","Not Working","1742","0.509922061624142","0.493204643780497","0.526639479467786","2"
"Some worries","2000","66 and older","Part Time","51","0.44504183210639","0.349528947246987","0.540554716965793","2"
"Some worries","2000","66 and older","Full Time","18","","","","2"
"Big worries","2001","66 and older","Not Working","932","0.275937300385199","0.260553348610089","0.291321252160309","1"
"Big worries","2001","66 and older","Part Time","33","0.254783018763997","0.177143646265057","0.332422391262938","1"
"Big worries","2001","16-34 y.","Full Time","1052","0.356254745745567","0.338843187682884","0.37366630380825","1"
"Big worries","2001","16-34 y.","Part Time","713","0.402886127823666","0.379932410237802","0.42583984540953","1"
"Big worries","2001","16-34 y.","Not Working","633","0.408955237486137","0.384759181906892","0.433151293065382","1"
"Big worries","2001","35-65 y.","Full Time","2230","0.365313760200045","0.353207332026606","0.377420188373484","1"
"Big worries","2001","35-65 y.","Part Time","1122","0.381597905818192","0.363945061240266","0.399250750396117","1"
"Big worries","2001","35-65 y.","Not Working","1127","0.354320045449677","0.33772451256265","0.370915578336705","1"
"Big worries","2001","66 and older","Full Time","9","","","","1"
"No worries","2001","66 and older","Part Time","33","0.272391460627523","0.193068111236415","0.351714810018631","3"
"No worries","2001","66 and older","Not Working","737","0.235948265929006","0.221335097346314","0.250561434511698","3"
"No worries","2001","66 and older","Full Time","8","","","","3"
"No worries","2001","35-65 y.","Not Working","540","0.163051204932848","0.150233917034495","0.175868492831201","3"
"No worries","2001","35-65 y.","Part Time","367","0.13211288285491","0.11980791634535","0.144417849364469","3"
"No worries","2001","35-65 y.","Full Time","810","0.137247429445955","0.128595783997449","0.145899074894461","3"
"No worries","2001","16-34 y.","Not Working","248","0.162766843697146","0.144599029486721","0.180934657907572","3"
"No worries","2001","16-34 y.","Part Time","227","0.139336953102837","0.123130684612971","0.155543221592703","3"
"No worries","2001","16-34 y.","Full Time","430","0.149398518244701","0.136437578292202","0.162359458197199","3"
"Some worries","2001","35-65 y.","Part Time","1420","0.486289211326898","0.468126407552193","0.504452015101603","2"
"Some worries","2001","35-65 y.","Full Time","3037","0.497438810353999","0.484867869604706","0.510009751103293","2"
"Some worries","2001","16-34 y.","Part Time","814","0.457776919073497","0.434461176984802","0.481092661162192","2"
"Some worries","2001","16-34 y.","Not Working","705","0.428277918816717","0.403924954954583","0.452630882678851","2"
"Some worries","2001","16-34 y.","Full Time","1424","0.494346736009732","0.476168885439076","0.512524586580387","2"
"Some worries","2001","35-65 y.","Not Working","1524","0.482628749617474","0.46529101187935","0.499966487355599","2"
"Some worries","2001","66 and older","Not Working","1574","0.488114433685795","0.470910732775465","0.505318134596125","2"
"Some worries","2001","66 and older","Part Time","55","0.47282552060848","0.383867922251613","0.561783118965347","2"
"Some worries","2001","66 and older","Full Time","11","","","","2"
"Big worries","2002","66 and older","Not Working","835","0.250163750587254","0.235586366334401","0.264741134840107","1"
"Big worries","2002","66 and older","Part Time","44","0.279494876565922","0.210177739801612","0.348812013330232","1"
"Big worries","2002","66 and older","Full Time","11","","","","1"
"Big worries","2002","16-34 y.","Full Time","719","0.262555592808479","0.246034448763618","0.27907673685334","1"
"Big worries","2002","16-34 y.","Part Time","524","0.290908239135161","0.269797110933902","0.31201936733642","1"
"Big worries","2002","16-34 y.","Not Working","505","0.326498218465342","0.303802917342468","0.349193519588216","1"
"Big worries","2002","35-65 y.","Full Time","1885","0.279361925403543","0.26866998817816","0.290053862628926","1"
"Big worries","2002","35-65 y.","Part Time","1035","0.310853983917936","0.295050449546767","0.326657518289104","1"
"Big worries","2002","35-65 y.","Not Working","885","0.288768480321989","0.273012278474582","0.304524682169396","1"
"No worries","2002","66 and older","Not Working","785","0.230171656951608","0.216003705288446","0.244339608614769","3"
"No worries","2002","66 and older","Full Time","7","","","","3"
"No worries","2002","66 and older","Part Time","38","0.2601534194029","0.192386029676822","0.327920809128977","3"
"No worries","2002","35-65 y.","Not Working","538","0.167788845295233","0.154797041487831","0.180780649102635","3"
"No worries","2002","35-65 y.","Part Time","439","0.136605708594448","0.124879452027652","0.148331965161245","3"
"No worries","2002","35-65 y.","Full Time","1030","0.158322343284015","0.14962356634708","0.167021120220951","3"
"No worries","2002","16-34 y.","Not Working","295","0.174041452501395","0.155691639513531","0.192391265489259","3"
"No worries","2002","16-34 y.","Part Time","313","0.17983077759513","0.16197963752268","0.197681917667579","3"
"No worries","2002","16-34 y.","Full Time","520","0.199434235459835","0.184431750467015","0.214436720452655","3"
"Some worries","2002","35-65 y.","Full Time","3850","0.562315731312442","0.550493899511139","0.574137563113744","2"
"Some worries","2002","35-65 y.","Part Time","1821","0.552540307487616","0.535562589161935","0.569518025813297","2"
"Some worries","2002","16-34 y.","Not Working","840","0.499460329033263","0.475261412680172","0.523659245386354","2"
"Some worries","2002","16-34 y.","Full Time","1486","0.538010171731686","0.519291445704767","0.556728897758605","2"
"Some worries","2002","16-34 y.","Part Time","941","0.529260983269709","0.506059954090086","0.552462012449332","2"
"Some worries","2002","35-65 y.","Not Working","1755","0.543442674382778","0.526124756667829","0.560760592097727","2"
"Some worries","2002","66 and older","Not Working","1771","0.519664592461138","0.502848772056454","0.536480412865823","2"
"Some worries","2002","66 and older","Part Time","79","0.460351704031178","0.383361506203344","0.537341901859012","2"
"Some worries","2002","66 and older","Full Time","25","","","","2"
"Big worries","2003","66 and older","Not Working","697","0.200942114621892","0.187555607821013","0.214328621422771","1"
"Big worries","2003","66 and older","Part Time","36","0.19887156934492","0.137023588990298","0.260719549699542","1"
"Big worries","2003","66 and older","Full Time","9","","","","1"
"Big worries","2003","35-65 y.","Not Working","746","0.271122788597821","0.255312642161436","0.286932935034206","1"
"Big worries","2003","16-34 y.","Full Time","503","0.214534680813916","0.198391669294664","0.230677692333168","1"
"Big worries","2003","16-34 y.","Part Time","386","0.220245891980174","0.200598278594904","0.239893505365443","1"
"Big worries","2003","16-34 y.","Not Working","425","0.279546154786362","0.257832964232956","0.301259345339768","1"
"Big worries","2003","35-65 y.","Full Time","1438","0.233434519556457","0.223016131840039","0.243852907272875","1"
"Big worries","2003","35-65 y.","Part Time","752","0.239183241303181","0.224474177877264","0.253892304729099","1"
"No worries","2003","35-65 y.","Not Working","610","0.201391318020128","0.187128245814703","0.215654390225554","3"
"No worries","2003","66 and older","Full Time","19","","","","3"
"No worries","2003","66 and older","Part Time","43","0.272855139567068","0.203836779094807","0.341873500039329","3"
"No worries","2003","66 and older","Not Working","924","0.270572342427074","0.255730921862987","0.285413762991162","3"
"No worries","2003","35-65 y.","Part Time","569","0.167452612451781","0.154578121780112","0.18032710312345","3"
"No worries","2003","35-65 y.","Full Time","1235","0.192714709248513","0.183000346899208","0.202429071597818","3"
"No worries","2003","16-34 y.","Not Working","377","0.230058471988584","0.209695470721818","0.25042147325535","3"
"No worries","2003","16-34 y.","Part Time","373","0.22955726479288","0.209618751941749","0.249495777644012","3"
"No worries","2003","16-34 y.","Full Time","599","0.23830045337022","0.221546142162173","0.255054764578268","3"
"Some worries","2003","35-65 y.","Full Time","3660","0.57385077119503","0.561671433136248","0.586030109253812","2"
"Some worries","2003","16-34 y.","Not Working","839","0.490395373225054","0.466208280825322","0.514582465624785","2"
"Some worries","2003","35-65 y.","Part Time","1910","0.593364146245038","0.576426888496554","0.610301403993521","2"
