"plj0589","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very often","2013","no migration background","inadequately","11","","","","1"
"Very often","2013","no migration background","general elemantary","51","0.0201111185110937","0.0137502308615979","0.0264720061605895","1"
"Very often","2013","no migration background","middle vocational","128","0.0110896720282089","0.00913160942442619","0.0130477346319916","1"
"Very often","2013","no migration background","vocational + Abi","9","","","","1"
"Very often","2013","no migration background","higher vocational","11","","","","1"
"Very often","2013","no migration background","higher education","24","","","","1"
"Very often","2013","direct migration background","in school","","","","","1"
"Very often","2013","direct migration background","inadequately","3","","","","1"
"Very often","2013","direct migration background","general elemantary","10","","","","1"
"Very often","2013","direct migration background","middle vocational","11","","","","1"
"Very often","2013","direct migration background","vocational + Abi","5","","","","1"
"Very often","2013","direct migration background","higher vocational","1","","","","1"
"Very often","2013","direct migration background","higher education","6","","","","1"
"Very often","2013","indirect migration background","in school","","","","","1"
"Very often","2013","indirect migration background","inadequately","1","","","","1"
"Very often","2013","indirect migration background","general elemantary","6","","","","1"
"Very often","2013","indirect migration background","middle vocational","3","","","","1"
"Very often","2013","indirect migration background","vocational + Abi","1","","","","1"
"Very often","2013","indirect migration background","higher vocational","1","","","","1"
"Very often","2013","indirect migration background","higher education","","","","","1"
"Never","2014","no migration background","middle vocational","","","","","5"
"Never","2014","no migration background","vocational + Abi","","","","","5"
"Never","2014","no migration background","general elemantary","","","","","5"
"Never","2014","no migration background","in school","","","","","5"
"Never","2014","no migration background","inadequately","","","","","5"
"Never","2014","no migration background","higher vocational","","","","","5"
"Never","2014","no migration background","higher education","","","","","5"
"Never","2014","direct migration background","in school","","","","","5"
"Never","2014","direct migration background","inadequately","","","","","5"
"Never","2014","direct migration background","general elemantary","","","","","5"
"Never","2014","direct migration background","middle vocational","","","","","5"
"Never","2014","direct migration background","vocational + Abi","","","","","5"
"Never","2014","direct migration background","higher vocational","","","","","5"
"Never","2014","direct migration background","higher education","","","","","5"
"Never","2014","indirect migration background","in school","","","","","5"
"Never","2014","indirect migration background","inadequately","","","","","5"
"Never","2014","indirect migration background","general elemantary","","","","","5"
"Never","2014","indirect migration background","middle vocational","","","","","5"
"Never","2014","indirect migration background","vocational + Abi","","","","","5"
"Never","2014","indirect migration background","higher vocational","","","","","5"
"Never","2014","indirect migration background","higher education","","","","","5"
"Often","2014","no migration background","inadequately","","","","","2"
"Often","2014","no migration background","general elemantary","","","","","2"
"Often","2014","no migration background","middle vocational","","","","","2"
"Often","2014","direct migration background","general elemantary","","","","","2"
"Often","2014","indirect migration background","middle vocational","","","","","2"
"Often","2014","indirect migration background","vocational + Abi","","","","","2"
"Often","2014","indirect migration background","higher vocational","","","","","2"
"Often","2014","direct migration background","middle vocational","","","","","2"
"Often","2014","direct migration background","vocational + Abi","","","","","2"
"Often","2014","no migration background","in school","","","","","2"
"Often","2014","no migration background","vocational + Abi","","","","","2"
"Often","2014","no migration background","higher vocational","","","","","2"
"Often","2014","no migration background","higher education","","","","","2"
"Often","2014","direct migration background","in school","","","","","2"
"Often","2014","direct migration background","inadequately","","","","","2"
"Often","2014","direct migration background","higher vocational","","","","","2"
"Often","2014","direct migration background","higher education","","","","","2"
"Often","2014","indirect migration background","in school","","","","","2"
"Often","2014","indirect migration background","inadequately","","","","","2"
"Often","2014","indirect migration background","general elemantary","","","","","2"
"Often","2014","indirect migration background","higher education","","","","","2"
"Rarely ","2014","no migration background","inadequately","","","","","4"
"Rarely ","2014","no migration background","in school","","","","","4"
"Rarely ","2014","no migration background","general elemantary","","","","","4"
"Rarely ","2014","no migration background","middle vocational","","","","","4"
"Rarely ","2014","no migration background","vocational + Abi","","","","","4"
"Rarely ","2014","no migration background","higher vocational","","","","","4"
"Rarely ","2014","no migration background","higher education","","","","","4"
"Rarely ","2014","direct migration background","in school","","","","","4"
"Rarely ","2014","direct migration background","inadequately","","","","","4"
"Rarely ","2014","direct migration background","general elemantary","","","","","4"
"Rarely ","2014","direct migration background","higher education","","","","","4"
"Rarely ","2014","indirect migration background","in school","","","","","4"
"Rarely ","2014","indirect migration background","inadequately","","","","","4"
"Rarely ","2014","indirect migration background","general elemantary","","","","","4"
"Rarely ","2014","indirect migration background","middle vocational","","","","","4"
"Rarely ","2014","direct migration background","middle vocational","","","","","4"
"Rarely ","2014","direct migration background","vocational + Abi","","","","","4"
"Rarely ","2014","direct migration background","higher vocational","","","","","4"
"Rarely ","2014","indirect migration background","vocational + Abi","","","","","4"
"Rarely ","2014","indirect migration background","higher vocational","","","","","4"
"Rarely ","2014","indirect migration background","higher education","","","","","4"
"Sometimes","2014","no migration background","inadequately","","","","","3"
"Sometimes","2014","no migration background","middle vocational","","","","","3"
"Sometimes","2014","no migration background","vocational + Abi","","","","","3"
"Sometimes","2014","no migration background","higher vocational","","","","","3"
"Sometimes","2014","no migration background","higher education","","","","","3"
"Sometimes","2014","direct migration background","general elemantary","","","","","3"
"Sometimes","2014","direct migration background","middle vocational","","","","","3"
"Sometimes","2014","direct migration background","vocational + Abi","","","","","3"
"Sometimes","2014","direct migration background","higher vocational","","","","","3"
"Sometimes","2014","indirect migration background","in school","","","","","3"
"Sometimes","2014","no migration background","general elemantary","","","","","3"
"Sometimes","2014","direct migration background","higher education","","","","","3"
"Sometimes","2014","no migration background","in school","","","","","3"
"Sometimes","2014","direct migration background","in school","","","","","3"
"Sometimes","2014","direct migration background","inadequately","","","","","3"
"Sometimes","2014","indirect migration background","inadequately","","","","","3"
"Sometimes","2014","indirect migration background","general elemantary","","","","","3"
"Sometimes","2014","indirect migration background","middle vocational","","","","","3"
"Sometimes","2014","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2014","indirect migration background","higher vocational","","","","","3"
"Sometimes","2014","indirect migration background","higher education","","","","","3"
"Very often","2014","direct migration background","vocational + Abi","","","","","1"
"Very often","2014","direct migration background","higher vocational","","","","","1"
"Very often","2014","no migration background","in school","","","","","1"
"Very often","2014","no migration background","inadequately","","","","","1"
"Very often","2014","no migration background","general elemantary","","","","","1"
"Very often","2014","no migration background","middle vocational","","","","","1"
"Very often","2014","no migration background","vocational + Abi","","","","","1"
"Very often","2014","no migration background","higher vocational","","","","","1"
"Very often","2014","no migration background","higher education","","","","","1"
"Very often","2014","direct migration background","in school","","","","","1"
"Very often","2014","direct migration background","inadequately","","","","","1"
"Very often","2014","direct migration background","general elemantary","","","","","1"
"Very often","2014","direct migration background","middle vocational","","","","","1"
"Very often","2014","direct migration background","higher education","","","","","1"
"Very often","2014","indirect migration background","in school","","","","","1"
"Very often","2014","indirect migration background","inadequately","","","","","1"
"Very often","2014","indirect migration background","general elemantary","","","","","1"
"Very often","2014","indirect migration background","middle vocational","","","","","1"
"Very often","2014","indirect migration background","vocational + Abi","","","","","1"
"Very often","2014","indirect migration background","higher vocational","","","","","1"
"Very often","2014","indirect migration background","higher education","","","","","1"
"Never","2015","no migration background","inadequately","","","","","5"
"Never","2015","no migration background","in school","","","","","5"
"Never","2015","no migration background","general elemantary","","","","","5"
"Never","2015","no migration background","vocational + Abi","","","","","5"
"Never","2015","no migration background","middle vocational","","","","","5"
"Never","2015","no migration background","higher vocational","","","","","5"
"Never","2015","no migration background","higher education","","","","","5"
"Never","2015","direct migration background","in school","","","","","5"
"Never","2015","direct migration background","inadequately","","","","","5"
"Never","2015","direct migration background","general elemantary","","","","","5"
"Never","2015","direct migration background","middle vocational","","","","","5"
"Never","2015","direct migration background","vocational + Abi","","","","","5"
"Never","2015","direct migration background","higher vocational","","","","","5"
"Never","2015","indirect migration background","middle vocational","","","","","5"
"Never","2015","indirect migration background","vocational + Abi","","","","","5"
"Never","2015","indirect migration background","higher vocational","","","","","5"
"Never","2015","indirect migration background","higher education","","","","","5"
"Never","2015","direct migration background","higher education","","","","","5"
"Never","2015","indirect migration background","in school","","","","","5"
"Never","2015","indirect migration background","inadequately","","","","","5"
"Never","2015","indirect migration background","general elemantary","","","","","5"
"Often","2015","no migration background","in school","","","","","2"
"Often","2015","no migration background","inadequately","","","","","2"
"Often","2015","no migration background","general elemantary","","","","","2"
"Often","2015","no migration background","middle vocational","","","","","2"
"Often","2015","no migration background","vocational + Abi","","","","","2"
"Often","2015","no migration background","higher vocational","","","","","2"
"Often","2015","no migration background","higher education","","","","","2"
"Often","2015","direct migration background","in school","","","","","2"
"Often","2015","direct migration background","inadequately","","","","","2"
"Often","2015","direct migration background","general elemantary","","","","","2"
"Often","2015","direct migration background","middle vocational","","","","","2"
"Often","2015","direct migration background","vocational + Abi","","","","","2"
"Often","2015","direct migration background","higher vocational","","","","","2"
"Often","2015","direct migration background","higher education","","","","","2"
"Often","2015","indirect migration background","in school","","","","","2"
"Often","2015","indirect migration background","inadequately","","","","","2"
"Often","2015","indirect migration background","general elemantary","","","","","2"
"Often","2015","indirect migration background","middle vocational","","","","","2"
"Often","2015","indirect migration background","vocational + Abi","","","","","2"
"Often","2015","indirect migration background","higher vocational","","","","","2"
"Often","2015","indirect migration background","higher education","","","","","2"
"Rarely ","2015","direct migration background","general elemantary","","","","","4"
"Rarely ","2015","no migration background","in school","","","","","4"
"Rarely ","2015","no migration background","inadequately","","","","","4"
"Rarely ","2015","no migration background","general elemantary","","","","","4"
"Rarely ","2015","no migration background","middle vocational","","","","","4"
"Rarely ","2015","no migration background","vocational + Abi","","","","","4"
"Rarely ","2015","no migration background","higher vocational","","","","","4"
"Rarely ","2015","no migration background","higher education","","","","","4"
"Rarely ","2015","direct migration background","in school","","","","","4"
"Rarely ","2015","direct migration background","inadequately","","","","","4"
"Rarely ","2015","direct migration background","middle vocational","","","","","4"
"Rarely ","2015","direct migration background","vocational + Abi","","","","","4"
"Rarely ","2015","direct migration background","higher vocational","","","","","4"
"Rarely ","2015","direct migration background","higher education","","","","","4"
"Rarely ","2015","indirect migration background","in school","","","","","4"
"Rarely ","2015","indirect migration background","inadequately","","","","","4"
"Rarely ","2015","indirect migration background","general elemantary","","","","","4"
"Rarely ","2015","indirect migration background","middle vocational","","","","","4"
"Rarely ","2015","indirect migration background","vocational + Abi","","","","","4"
"Rarely ","2015","indirect migration background","higher vocational","","","","","4"
"Rarely ","2015","indirect migration background","higher education","","","","","4"
"Sometimes","2015","no migration background","in school","","","","","3"
"Sometimes","2015","no migration background","inadequately","","","","","3"
"Sometimes","2015","no migration background","higher education","","","","","3"
"Sometimes","2015","no migration background","vocational + Abi","","","","","3"
"Sometimes","2015","direct migration background","general elemantary","","","","","3"
"Sometimes","2015","direct migration background","higher education","","","","","3"
"Sometimes","2015","indirect migration background","in school","","","","","3"
"Sometimes","2015","no migration background","general elemantary","","","","","3"
"Sometimes","2015","direct migration background","higher vocational","","","","","3"
"Sometimes","2015","no migration background","higher vocational","","","","","3"
"Sometimes","2015","direct migration background","middle vocational","","","","","3"
"Sometimes","2015","direct migration background","vocational + Abi","","","","","3"
"Sometimes","2015","no migration background","middle vocational","","","","","3"
"Sometimes","2015","direct migration background","in school","","","","","3"
"Sometimes","2015","direct migration background","inadequately","","","","","3"
"Sometimes","2015","indirect migration background","inadequately","","","","","3"
"Sometimes","2015","indirect migration background","general elemantary","","","","","3"
"Sometimes","2015","indirect migration background","middle vocational","","","","","3"
"Sometimes","2015","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2015","indirect migration background","higher vocational","","","","","3"
"Sometimes","2015","indirect migration background","higher education","","","","","3"
"Very often","2015","direct migration background","higher vocational","","","","","1"
"Very often","2015","direct migration background","higher education","","","","","1"
"Very often","2015","indirect migration background","in school","","","","","1"
"Very often","2015","indirect migration background","inadequately","","","","","1"
"Very often","2015","no migration background","in school","","","","","1"
"Very often","2015","no migration background","inadequately","","","","","1"
"Very often","2015","no migration background","general elemantary","","","","","1"
"Very often","2015","no migration background","middle vocational","","","","","1"
"Very often","2015","no migration background","vocational + Abi","","","","","1"
"Very often","2015","no migration background","higher vocational","","","","","1"
"Very often","2015","no migration background","higher education","","","","","1"
"Very often","2015","direct migration background","in school","","","","","1"
"Very often","2015","direct migration background","inadequately","","","","","1"
"Very often","2015","direct migration background","general elemantary","","","","","1"
"Very often","2015","direct migration background","middle vocational","","","","","1"
"Very often","2015","direct migration background","vocational + Abi","","","","","1"
"Very often","2015","indirect migration background","higher education","","","","","1"
"Very often","2015","indirect migration background","vocational + Abi","","","","","1"
"Very often","2015","indirect migration background","higher vocational","","","","","1"
"Very often","2015","indirect migration background","general elemantary","","","","","1"
"Very often","2015","indirect migration background","middle vocational","","","","","1"
"Never","2016","no migration background","in school","","","","","5"
"Never","2016","no migration background","general elemantary","","","","","5"
"Never","2016","no migration background","middle vocational","","","","","5"
"Never","2016","no migration background","inadequately","","","","","5"
"Never","2016","no migration background","vocational + Abi","","","","","5"
"Never","2016","no migration background","higher vocational","","","","","5"
"Never","2016","no migration background","higher education","","","","","5"
"Never","2016","direct migration background","in school","8","","","","5"
"Never","2016","direct migration background","inadequately","549","0.272972141954067","0.250606040143185","0.29533824376495","5"
"Never","2016","direct migration background","general elemantary","354","0.365788689822418","0.332619282660081","0.398958096984755","5"
"Never","2016","direct migration background","middle vocational","290","0.356637810460515","0.32256023702254","0.390715383898489","5"
"Never","2016","direct migration background","vocational + Abi","44","0.294076622920017","0.207745928269965","0.380407317570068","5"
"Never","2016","direct migration background","higher vocational","","","","","5"
"Never","2016","direct migration background","higher education","305","0.390180674358088","0.355200557234003","0.425160791482173","5"
"Never","2016","indirect migration background","in school","","","","","5"
"Never","2016","indirect migration background","inadequately","","","","","5"
"Never","2016","indirect migration background","general elemantary","","","","","5"
"Never","2016","indirect migration background","middle vocational","","","","","5"
"Never","2016","indirect migration background","vocational + Abi","","","","","5"
"Never","2016","indirect migration background","higher vocational","","","","","5"
"Never","2016","indirect migration background","higher education","","","","","5"
"Often","2016","no migration background","in school","","","","","2"
"Often","2016","no migration background","inadequately","","","","","2"
"Often","2016","no migration background","general elemantary","","","","","2"
"Often","2016","no migration background","middle vocational","","","","","2"
"Often","2016","no migration background","vocational + Abi","","","","","2"
"Often","2016","no migration background","higher vocational","","","","","2"
"Often","2016","no migration background","higher education","","","","","2"
"Often","2016","direct migration background","in school","2","","","","2"
"Often","2016","direct migration background","inadequately","232","0.202260310391593","0.182093299068413","0.222427321714774","2"
"Often","2016","direct migration background","general elemantary","102","0.154858118494291","0.129944467130674","0.179771769857907","2"
"Often","2016","direct migration background","middle vocational","93","0.135882879727901","0.111505002866473","0.160260756589329","2"
"Often","2016","direct migration background","higher education","85","0.125854805912254","0.102069185745168","0.149640426079341","2"
"Often","2016","indirect migration background","in school","","","","","2"
"Often","2016","indirect migration background","inadequately","","","","","2"
"Often","2016","indirect migration background","general elemantary","","","","","2"
"Often","2016","indirect migration background","middle vocational","","","","","2"
"Often","2016","indirect migration background","vocational + Abi","","","","","2"
"Often","2016","indirect migration background","higher vocational","","","","","2"
"Often","2016","direct migration background","vocational + Abi","15","","","","2"
"Often","2016","indirect migration background","higher education","","","","","2"
"Often","2016","direct migration background","higher vocational","","","","","2"
"Rarely ","2016","direct migration background","inadequately","253","0.159833684091676","0.141435608651738","0.178231759531613","4"
"Rarely ","2016","no migration background","in school","","","","","4"
"Rarely ","2016","direct migration background","general elemantary","125","0.15897466262041","0.133793598580364","0.184155726660457","4"
"Rarely ","2016","no migration background","inadequately","","","","","4"
"Rarely ","2016","no migration background","general elemantary","","","","","4"
"Rarely ","2016","no migration background","middle vocational","","","","","4"
"Rarely ","2016","no migration background","vocational + Abi","","","","","4"
"Rarely ","2016","no migration background","higher vocational","","","","","4"
"Rarely ","2016","no migration background","higher education","","","","","4"
"Rarely ","2016","direct migration background","in school","5","","","","4"
"Rarely ","2016","direct migration background","middle vocational","132","0.184392751100469","0.156803515775532","0.211981986425405","4"
"Rarely ","2016","direct migration background","vocational + Abi","19","","","","4"
"Rarely ","2016","direct migration background","higher vocational","","","","","4"
"Rarely ","2016","direct migration background","higher education","163","0.23153862046948","0.20128965446261","0.261787586476349","4"
"Rarely ","2016","indirect migration background","in school","","","","","4"
"Rarely ","2016","indirect migration background","inadequately","","","","","4"
"Rarely ","2016","indirect migration background","general elemantary","","","","","4"
"Rarely ","2016","indirect migration background","middle vocational","","","","","4"
"Rarely ","2016","indirect migration background","vocational + Abi","","","","","4"
"Rarely ","2016","indirect migration background","higher vocational","","","","","4"
"Rarely ","2016","indirect migration background","higher education","","","","","4"
"Sometimes","2016","no migration background","in school","","","","","3"
"Sometimes","2016","no migration background","inadequately","","","","","3"
"Sometimes","2016","no migration background","general elemantary","","","","","3"
"Sometimes","2016","no migration background","middle vocational","","","","","3"
"Sometimes","2016","no migration background","vocational + Abi","","","","","3"
"Sometimes","2016","no migration background","higher vocational","","","","","3"
"Sometimes","2016","no migration background","higher education","","","","","3"
"Sometimes","2016","direct migration background","in school","7","","","","3"
"Sometimes","2016","direct migration background","inadequately","364","0.249444033804089","0.227720338199966","0.271167729408212","3"
"Sometimes","2016","direct migration background","general elemantary","180","0.252597407025167","0.222674944913393","0.282519869136941","3"
"Sometimes","2016","direct migration background","middle vocational","181","0.222322013550657","0.192740639743155","0.25190338735816","3"
"Sometimes","2016","direct migration background","vocational + Abi","26","","","","3"
"Sometimes","2016","direct migration background","higher vocational","","","","","3"
"Sometimes","2016","direct migration background","higher education","146","0.188287043329643","0.160252128106529","0.216321958552757","3"
"Sometimes","2016","indirect migration background","in school","","","","","3"
"Sometimes","2016","indirect migration background","inadequately","","","","","3"
"Sometimes","2016","indirect migration background","general elemantary","","","","","3"
"Sometimes","2016","indirect migration background","middle vocational","","","","","3"
"Sometimes","2016","indirect migration background","vocational + Abi","","","","","3"
"Sometimes","2016","indirect migration background","higher vocational","","","","","3"
"Sometimes","2016","indirect migration background","higher education","","","","","3"
"Very often","2016","no migration background","in school","","","","","1"
"Very often","2016","no migration background","inadequately","","","","","1"
"Very often","2016","no migration background","general elemantary","","","","","1"
"Very often","2016","no migration background","middle vocational","","","","","1"
"Very often","2016","no migration background","vocational + Abi","","","","","1"
"Very often","2016","no migration background","higher vocational","","","","","1"
"Very often","2016","no migration background","higher education","","","","","1"
"Very often","2016","direct migration background","in school","2","","","","1"
"Very often","2016","direct migration background","inadequately","126","0.115489829758574","0.0994433824809771","0.131536277036171","1"
"Very often","2016","direct migration background","general elemantary","49","0.0677811220377139","0.0504702516300723","0.0850919924453555","1"
"Very often","2016","direct migration background","middle vocational","63","0.100764545160458","0.0793495594756416","0.122179530845274","1"
"Very often","2016","direct migration background","vocational + Abi","3","","","","1"
"Very often","2016","direct migration background","higher vocational","","","","","1"
"Very often","2016","direct migration background","higher education","48","0.0641388559305353","0.0465695703270964","0.0817081415339742","1"
"Very often","2016","indirect migration background","in school","","","","","1"
"Very often","2016","indirect migration background","inadequately","","","","","1"
"Very often","2016","indirect migration background","general elemantary","","","","","1"
"Very often","2016","indirect migration background","higher vocational","","","","","1"
"Very often","2016","indirect migration background","middle vocational","","","","","1"
"Very often","2016","indirect migration background","vocational + Abi","","","","","1"
"Very often","2016","indirect migration background","higher education","","","","","1"
"Never","2017","no migration background","middle vocational","5773","0.58633251609525","0.576602217735938","0.596062814454562","5"
"Never","2017","no migration background","vocational + Abi","905","0.614195624753682","0.589062121108785","0.63932912839858","5"
"Never","2017","no migration background","inadequately","61","0.391868037291983","0.318050035315174","0.465686039268793","5"
"Never","2017","no migration background","general elemantary","857","0.50201916530437","0.478293137192059","0.52574519341668","5"
"Never","2017","no migration background","in school","177","0.60485510951988","0.5485882139699","0.66112200506986","5"
"Never","2017","direct migration background","general elemantary","535","0.430397092828904","0.403554092270491","0.457240093387317","5"
"Never","2017","direct migration background","middle vocational","941","0.479548709726142","0.457554788049973","0.501542631402312","5"
"Never","2017","direct migration background","vocational + Abi","359","0.48604037814507","0.449507463572953","0.522573292717187","5"
"Never","2017","direct migration background","higher vocational","46","0.561871136927789","0.459930653514446","0.663811620341132","5"
"Never","2017","direct migration background","higher education","799","0.560242476644341","0.536212504360685","0.584272448927998","5"
"Never","2017","indirect migration background","in school","58","0.70327598578549","0.607285606736067","0.799266364834913","5"
"Never","2017","indirect migration background","inadequately","9","","","","5"
"Never","2017","indirect migration background","general elemantary","132","0.439156848618957","0.381026943272875","0.497286753965039","5"
"Never","2017","indirect migration background","middle vocational","404","0.543978814766575","0.507623830469694","0.580333799063457","5"
"Never","2017","indirect migration background","vocational + Abi","84","0.689054403657294","0.609485133145414","0.768623674169174","5"
"Never","2017","indirect migration background","higher vocational","39","0.691767235528573","0.573941141712695","0.80959332934445","5"
"Never","2017","indirect migration background","higher education","186","0.673014103053597","0.618455214518478","0.727572991588716","5"
"Never","2017","no migration background","higher vocational","838","0.582106448069741","0.556196740375054","0.608016155764427","5"
