"plj0589","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2013","college entrance qualification","(0) in school","","","",""
"Sometimes","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2013","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2013","college entrance qualification","(2c_gen) general maturity certificate","68","0.0815782330561415","0.0634521373295476","0.0997043287827354"
"Sometimes","2013","college entrance qualification","(2c_voc) vocational maturity certificate","173","0.093649543075979","0.0808168913952696","0.106482194756688"
"Sometimes","2013","college entrance qualification","(3a) lower tertiary education","105","0.0813638335866448","0.0669447146913248","0.0957829524819648"
"Sometimes","2013","college entrance qualification","(3b) higher tertiary education","186","0.0673623063742637","0.0586189988035122","0.0761056139450151"
"Sometimes","2013","Other degree","(0) in school","","","",""
"Sometimes","2013","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2013","Other degree","(1b) general elementary school","77","0.232414476280516","0.190278853816079","0.274550098744953"
"Sometimes","2013","Other degree","(1c) basic vocational qualification","66","0.139651161744643","0.107189511024995","0.172112812464291"
"Sometimes","2013","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2013","Other degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Other degree","(2c_voc) vocational maturity certificate","38","0.140094732632271","0.0960914223811026","0.18409804288344"
"Sometimes","2013","Other degree","(3a) lower tertiary education","","","",""
"Sometimes","2013","Other degree","(3b) higher tertiary education","49","0.123788013338015","0.089720160835663","0.157855865840367"
"Sometimes","2013","no degree/no degree yet","(0) in school","30","0.065603435714942","0.0426255761764569","0.0885812952534271"
"Sometimes","2013","no degree/no degree yet","(1a) inadequately completed","71","0.188197463127002","0.147708312882086","0.228686613371918"
"Sometimes","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Sometimes","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely ","2013","lower secondary degree","(0) in school","","","",""
"Rarely ","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely ","2013","lower secondary degree","(1b) general elementary school","426","0.278150710712859","0.255778436938269","0.300522984487448"
"Rarely ","2013","lower secondary degree","(1c) basic vocational qualification","1486","0.280054825252207","0.268071872069823","0.29203777843459"
"Rarely ","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely ","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely ","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","lower secondary degree","(3a) lower tertiary education","33","0.279345344159624","0.199728952137978","0.35896173618127"
"Rarely ","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely ","2013","secondary school degree","(0) in school","","","",""
"Rarely ","2013","secondary school degree","(1a) inadequately completed","","","",""
"Rarely ","2013","secondary school degree","(1b) general elementary school","","","",""
"Rarely ","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely ","2013","secondary school degree","(2b) intermediate general qualification","184","0.275885979484812","0.243261112324661","0.308510846644964"
"Rarely ","2013","secondary school degree","(2a) intermediate vocational","1808","0.297089140197744","0.285956740201207","0.30822154019428"
"Rarely ","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","secondary school degree","(3a) lower tertiary education","154","0.303175628355862","0.263970765510687","0.342380491201036"
"Rarely ","2013","secondary school degree","(3b) higher tertiary education","45","0.348649209270315","0.269991671167475","0.427306747373156"
"Rarely ","2013","college entrance qualification","(0) in school","","","",""
"Rarely ","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely ","2013","college entrance qualification","(1b) general elementary school","","","",""
"Rarely ","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely ","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely ","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely ","2013","college entrance qualification","(2c_gen) general maturity certificate","230","0.251702372229271","0.222963026526894","0.280441717931649"
"Rarely ","2013","college entrance qualification","(2c_voc) vocational maturity certificate","548","0.286845861464679","0.266923927624614","0.306767795304743"
"Rarely ","2013","college entrance qualification","(3a) lower tertiary education","366","0.284646529907148","0.26084721022276","0.308445849591536"
"Rarely ","2013","college entrance qualification","(3b) higher tertiary education","771","0.243434406033316","0.228464293208641","0.25840451885799"
"Rarely ","2013","Other degree","(0) in school","","","",""
"Rarely ","2013","Other degree","(1a) inadequately completed","","","",""
"Rarely ","2013","Other degree","(1b) general elementary school","107","0.244310989203364","0.201446515758436","0.287175462648291"
"Rarely ","2013","Other degree","(1c) basic vocational qualification","134","0.274878886900426","0.233068228860108","0.316689544940744"
"Rarely ","2013","Other degree","(2b) intermediate general qualification","","","",""
"Rarely ","2013","Other degree","(2a) intermediate vocational","","","",""
"Rarely ","2013","Other degree","(2c_gen) general maturity certificate","32","0.159387836298214","0.100810734013401","0.217964938583026"
"Rarely ","2013","Other degree","(2c_voc) vocational maturity certificate","69","0.270967184074814","0.214618856790454","0.327315511359173"
"Rarely ","2013","Other degree","(3a) lower tertiary education","","","",""
"Rarely ","2013","Other degree","(3b) higher tertiary education","103","0.32872125281161","0.280129092516305","0.377313413106915"
"Rarely ","2013","no degree/no degree yet","(0) in school","130","0.265106551762497","0.224142483621971","0.306070619903023"
"Rarely ","2013","no degree/no degree yet","(1a) inadequately completed","100","0.304320616117353","0.256658114647094","0.351983117587613"
"Rarely ","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely ","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely ","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely ","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely ","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely ","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","2013","lower secondary degree","(0) in school","","","",""
"Never","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2013","lower secondary degree","(1b) general elementary school","763","0.499315642134891","0.474351515945621","0.524279768324161"
"Never","2013","lower secondary degree","(1c) basic vocational qualification","3060","0.567837015289001","0.554617112771086","0.581056917806916"
"Never","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","lower secondary degree","(3a) lower tertiary education","67","0.550352296995637","0.462079933094256","0.638624660897018"
"Never","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","2013","secondary school degree","(0) in school","","","",""
"Never","2013","secondary school degree","(1a) inadequately completed","","","",""
"Never","2013","secondary school degree","(1b) general elementary school","","","",""
"Never","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2013","secondary school degree","(2b) intermediate general qualification","394","0.521805108430063","0.485343393768795","0.558266823091331"
"Never","2013","secondary school degree","(2a) intermediate vocational","3712","0.551936021038626","0.539821404492662","0.56405063758459"
"Never","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","secondary school degree","(3a) lower tertiary education","320","0.550283711514578","0.50785168560789","0.592715737421266"
"Never","2013","secondary school degree","(3b) higher tertiary education","81","0.525693794394128","0.443273461693409","0.608114127094847"
"Never","2013","college entrance qualification","(0) in school","","","",""
"Never","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2013","college entrance qualification","(1b) general elementary school","","","",""
"Never","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2013","college entrance qualification","(2c_gen) general maturity certificate","559","0.64285417755343","0.611123813097924","0.674584542008936"
"Never","2013","college entrance qualification","(2c_voc) vocational maturity certificate","1186","0.581298296668655","0.559567913466454","0.603028679870856"
"Never","2013","college entrance qualification","(3a) lower tertiary education","886","0.608196501208771","0.582450643457133","0.633942358960408"
"Never","2013","college entrance qualification","(3b) higher tertiary education","2138","0.663245794286652","0.646760201555008","0.679731387018295"
"Never","2013","Other degree","(0) in school","","","",""
"Never","2013","Other degree","(1a) inadequately completed","","","",""
"Never","2013","Other degree","(1b) general elementary school","175","0.470717633814123","0.420923476710135","0.520511790918111"
"Never","2013","Other degree","(1c) basic vocational qualification","208","0.510850573811159","0.464036250221484","0.557664897400833"
"Never","2013","Other degree","(2b) intermediate general qualification","","","",""
"Never","2013","Other degree","(2a) intermediate vocational","","","",""
"Never","2013","Other degree","(2c_gen) general maturity certificate","77","0.514381064955356","0.434398973886785","0.594363156023926"
"Never","2013","Other degree","(2c_voc) vocational maturity certificate","116","0.520905794839269","0.457571462900059","0.584240126778479"
"Never","2013","Other degree","(3a) lower tertiary education","","","",""
"Never","2013","Other degree","(3b) higher tertiary education","178","0.477524479354085","0.425855288521543","0.529193670186627"
"Never","2013","no degree/no degree yet","(0) in school","269","0.615094213993164","0.569936837547584","0.660251590438744"
"Never","2013","no degree/no degree yet","(1a) inadequately completed","127","0.383531965358331","0.333163045020715","0.433900885695948"
"Never","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very often","2014","lower secondary degree","(0) in school","","","",""
"Very often","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Very often","2014","lower secondary degree","(1b) general elementary school","","","",""
"Very often","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Very often","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very often","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Very often","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Very often","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Very often","2014","secondary school degree","(0) in school","","","",""
"Very often","2014","secondary school degree","(1a) inadequately completed","","","",""
"Very often","2014","secondary school degree","(1b) general elementary school","","","",""
"Very often","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Very often","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Very often","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Very often","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Very often","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Very often","2014","college entrance qualification","(0) in school","","","",""
"Very often","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Very often","2014","college entrance qualification","(1b) general elementary school","","","",""
"Very often","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very often","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very often","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Very often","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Very often","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Very often","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Very often","2014","Other degree","(0) in school","","","",""
"Very often","2014","Other degree","(1a) inadequately completed","","","",""
"Very often","2014","Other degree","(1b) general elementary school","","","",""
"Very often","2014","Other degree","(1c) basic vocational qualification","","","",""
"Very often","2014","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2014","Other degree","(2a) intermediate vocational","","","",""
"Very often","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Very often","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","Other degree","(3a) lower tertiary education","","","",""
"Very often","2014","Other degree","(3b) higher tertiary education","","","",""
"Very often","2014","no degree/no degree yet","(0) in school","","","",""
"Very often","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Very often","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Often","2014","lower secondary degree","(0) in school","","","",""
"Often","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2014","lower secondary degree","(1b) general elementary school","","","",""
"Often","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Often","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Often","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Often","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Often","2014","secondary school degree","(0) in school","","","",""
"Often","2014","secondary school degree","(1a) inadequately completed","","","",""
"Often","2014","secondary school degree","(1b) general elementary school","","","",""
"Often","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Often","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Often","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Often","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Often","2014","college entrance qualification","(0) in school","","","",""
"Often","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2014","college entrance qualification","(1b) general elementary school","","","",""
"Often","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Often","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Often","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Often","2014","Other degree","(0) in school","","","",""
"Often","2014","Other degree","(1a) inadequately completed","","","",""
"Often","2014","Other degree","(1b) general elementary school","","","",""
"Often","2014","Other degree","(1c) basic vocational qualification","","","",""
"Often","2014","Other degree","(2b) intermediate general qualification","","","",""
"Often","2014","Other degree","(2a) intermediate vocational","","","",""
"Often","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Often","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","Other degree","(3a) lower tertiary education","","","",""
"Often","2014","Other degree","(3b) higher tertiary education","","","",""
"Often","2014","no degree/no degree yet","(0) in school","","","",""
"Often","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Often","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2014","lower secondary degree","(0) in school","","","",""
"Sometimes","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2014","lower secondary degree","(1b) general elementary school","","","",""
"Sometimes","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Sometimes","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Sometimes","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Sometimes","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Sometimes","2014","secondary school degree","(0) in school","","","",""
"Sometimes","2014","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2014","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Sometimes","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Sometimes","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Sometimes","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2014","college entrance qualification","(0) in school","","","",""
"Sometimes","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2014","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","college entrance qualification","(3a) lower tertiary education","","","",""
