"plj0589","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2013","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Often","2013","Single parent ","(2c_voc) vocational maturity certificate","14","","",""
"Often","2013","Single parent ","(3a) lower tertiary education","6","","",""
"Often","2013","Single parent ","(3b) higher tertiary education","11","","",""
"Often","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2013","Couple + C. LE 16 ","(1a) inadequately completed","18","","",""
"Often","2013","Couple + C. LE 16 ","(1b) general elementary school","17","","",""
"Often","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","32","0.0318993897303112","0.0213103472293464","0.0424884322312759"
"Often","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"Often","2013","Couple + C. LE 16 ","(2a) intermediate vocational","56","0.0274623273953962","0.0202254242576734","0.034699230533119"
"Often","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Often","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","20","","",""
"Often","2013","Couple + C. LE 16 ","(3a) lower tertiary education","5","","",""
"Often","2013","Couple + C. LE 16 ","(3b) higher tertiary education","24","","",""
"Often","2013","Couple + C. GT 16 ","(0) in school","7","","",""
"Often","2013","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Often","2013","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"Often","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","20","","",""
"Often","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"Often","2013","Couple + C. GT 16 ","(2a) intermediate vocational","20","","",""
"Often","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Often","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Often","2013","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Often","2013","Couple + C. GT 16 ","(3b) higher tertiary education","6","","",""
"Often","2013","Couple + C. LE and GT 16","(0) in school","4","","",""
"Often","2013","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Often","2013","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Often","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","12","","",""
"Often","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Often","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","13","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"Often","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Often","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Sometimes","2013","1-pers.-HH","(0) in school","2","","",""
"Sometimes","2013","1-pers.-HH","(1a) inadequately completed","10","","",""
"Sometimes","2013","1-pers.-HH","(1b) general elementary school","72","0.191092809715942","0.151871150706274","0.23031446872561"
"Sometimes","2013","1-pers.-HH","(1c) basic vocational qualification","128","0.134962442328463","0.113246345028983","0.156678539627944"
"Sometimes","2013","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"Sometimes","2013","1-pers.-HH","(2a) intermediate vocational","100","0.136012541546271","0.111783952802458","0.160241130290084"
"Sometimes","2013","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Sometimes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","36","0.14542750437772","0.102982861363551","0.187872147391889"
"Sometimes","2013","1-pers.-HH","(3a) lower tertiary education","34","0.104102931636653","0.0702160713843283","0.137989791888977"
"Sometimes","2013","1-pers.-HH","(3b) higher tertiary education","46","0.0897634099324774","0.0646835772945421","0.114843242570413"
"Sometimes","2013","(Married) couple without C. ","(0) in school","1","","",""
"Sometimes","2013","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Sometimes","2013","(Married) couple without C. ","(1b) general elementary school","60","0.113282938139675","0.0861462257168203","0.14041965056253"
"Sometimes","2013","(Married) couple without C. ","(1c) basic vocational qualification","199","0.0776976033674878","0.0669315441547798","0.0884636625801958"
"Sometimes","2013","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Sometimes","2013","(Married) couple without C. ","(2a) intermediate vocational","162","0.0938222972568553","0.0803484311759971","0.107296163337714"
"Sometimes","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Sometimes","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","52","0.100972550456448","0.0745371461271238","0.127407954785772"
"Sometimes","2013","(Married) couple without C. ","(3a) lower tertiary education","60","0.0758434038353041","0.0570458084580861","0.0946409992125222"
"Sometimes","2013","(Married) couple without C. ","(3b) higher tertiary education","75","0.0742329627514574","0.0598266184752518","0.0886393070276629"
"Sometimes","2013","Single parent ","(0) in school","10","","",""
"Sometimes","2013","Single parent ","(1a) inadequately completed","12","","",""
"Sometimes","2013","Single parent ","(1b) general elementary school","40","0.13546671816821","0.0929601952379723","0.177973241098447"
"Sometimes","2013","Single parent ","(1c) basic vocational qualification","66","0.187052937427338","0.149168199631373","0.224937675223303"
"Sometimes","2013","Single parent ","(2b) intermediate general qualification","22","","",""
"Sometimes","2013","Single parent ","(2a) intermediate vocational","100","0.096929845775349","0.0759368060488956","0.117922885501802"
"Sometimes","2013","Single parent ","(2c_gen) general maturity certificate","15","","",""
"Sometimes","2013","Single parent ","(2c_voc) vocational maturity certificate","26","","",""
"Sometimes","2013","Single parent ","(3a) lower tertiary education","26","","",""
"Sometimes","2013","Single parent ","(3b) higher tertiary education","15","","",""
"Sometimes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2013","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"Sometimes","2013","Couple + C. LE 16 ","(1b) general elementary school","59","0.131497572536157","0.096588265591839","0.166406879480474"
"Sometimes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","137","0.124390322948708","0.104504030074311","0.144276615823104"
"Sometimes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","18","","",""
"Sometimes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","164","0.0804777978972239","0.0684315991248311","0.0925239966696168"
"Sometimes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","26","","",""
"Sometimes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","71","0.0588485078213333","0.0430087819925361","0.0746882336501304"
"Sometimes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","26","","",""
"Sometimes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","76","0.049393023168562","0.0371227852146254","0.0616632611224986"
"Sometimes","2013","Couple + C. GT 16 ","(0) in school","8","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1b) general elementary school","21","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","59","0.0828120868580051","0.0607600610660666","0.104864112649944"
"Sometimes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"Sometimes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","72","0.0971214919616388","0.0748971846369412","0.119345799286336"
"Sometimes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","18","","",""
"Sometimes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Sometimes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","9","","",""
"Sometimes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","19","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(0) in school","8","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(1b) general elementary school","32","0.249757008045541","0.185066035118098","0.314447980972985"
"Sometimes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","27","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","38","0.0738131217117047","0.0487476403940817","0.0988786030293276"
"Sometimes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","14","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"Rarely ","2013","1-pers.-HH","(0) in school","1","","",""
"Rarely ","2013","1-pers.-HH","(1a) inadequately completed","18","","",""
"Rarely ","2013","1-pers.-HH","(1b) general elementary school","94","0.249957527442837","0.206762825945278","0.293152228940396"
"Rarely ","2013","1-pers.-HH","(1c) basic vocational qualification","246","0.26231753343187","0.2343595255402","0.29027554132354"
"Rarely ","2013","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"Rarely ","2013","1-pers.-HH","(2a) intermediate vocational","221","0.297049836485388","0.264752861429418","0.329346811541357"
"Rarely ","2013","1-pers.-HH","(2c_gen) general maturity certificate","53","0.278469598712387","0.211867229457989","0.345071967966785"
"Rarely ","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","84","0.339640536451681","0.282620811748685","0.396660261154677"
"Rarely ","2013","1-pers.-HH","(3a) lower tertiary education","77","0.246464967895884","0.198646008959079","0.29428392683269"
"Rarely ","2013","1-pers.-HH","(3b) higher tertiary education","145","0.270791571430932","0.231802649271586","0.309780493590278"
"Rarely ","2013","(Married) couple without C. ","(0) in school","1","","",""
"Rarely ","2013","(Married) couple without C. ","(1a) inadequately completed","21","","",""
"Rarely ","2013","(Married) couple without C. ","(1b) general elementary school","123","0.257805414906881","0.220352350643933","0.295258479169828"
"Rarely ","2013","(Married) couple without C. ","(1c) basic vocational qualification","627","0.278424247121645","0.260397773532283","0.296450720711007"
"Rarely ","2013","(Married) couple without C. ","(2b) intermediate general qualification","35","0.476690253945106","0.38292706059485","0.570453447295362"
"Rarely ","2013","(Married) couple without C. ","(2a) intermediate vocational","513","0.289046247982042","0.268098523518479","0.309993972445605"
"Rarely ","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","32","0.152850781247326","0.0950719509459472","0.210629611548705"
"Rarely ","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","136","0.296880077813784","0.25679312475724","0.336967030870327"
"Rarely ","2013","(Married) couple without C. ","(3a) lower tertiary education","244","0.318844142924048","0.285755186163837","0.351933099684258"
"Rarely ","2013","(Married) couple without C. ","(3b) higher tertiary education","327","0.256484578931268","0.232486296794264","0.280482861068272"
"Rarely ","2013","Single parent ","(0) in school","29","","",""
"Rarely ","2013","Single parent ","(1a) inadequately completed","9","","",""
"Rarely ","2013","Single parent ","(1b) general elementary school","82","0.308747002868983","0.251365977268764","0.366128028469201"
"Rarely ","2013","Single parent ","(1c) basic vocational qualification","108","0.310119751509232","0.265182919118971","0.355056583899494"
"Rarely ","2013","Single parent ","(2b) intermediate general qualification","49","0.239298628422364","0.173598262545057","0.304998994299671"
"Rarely ","2013","Single parent ","(2a) intermediate vocational","183","0.256971821215572","0.225966858355166","0.287976784075978"
"Rarely ","2013","Single parent ","(2c_gen) general maturity certificate","32","0.231691390125513","0.159164473823488","0.304218306427538"
"Rarely ","2013","Single parent ","(2c_voc) vocational maturity certificate","72","0.298384926679329","0.240009511136745","0.356760342221912"
"Rarely ","2013","Single parent ","(3a) lower tertiary education","33","0.18666537640422","0.121890408514025","0.251440344294415"
"Rarely ","2013","Single parent ","(3b) higher tertiary education","48","0.184993846031018","0.135349105562361","0.234638586499674"
"Rarely ","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely ","2013","Couple + C. LE 16 ","(1a) inadequately completed","33","0.396255748725422","0.30762805416057","0.484883443290274"
"Rarely ","2013","Couple + C. LE 16 ","(1b) general elementary school","113","0.307234825587733","0.259578002774278","0.354891648401188"
"Rarely ","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","338","0.307938582978282","0.280121625317774","0.33575554063879"
"Rarely ","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","21","","",""
"Rarely ","2013","Couple + C. LE 16 ","(2a) intermediate vocational","553","0.297070265729168","0.276834650045544","0.317305881412791"
"Rarely ","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.265063124147463","0.201633623182484","0.328492625112443"
"Rarely ","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","231","0.223623398139326","0.195579072238419","0.251667724040233"
"Rarely ","2013","Couple + C. LE 16 ","(3a) lower tertiary education","126","0.243981395270255","0.207923992862183","0.280038797678328"
"Rarely ","2013","Couple + C. LE 16 ","(3b) higher tertiary education","292","0.232931774248128","0.208995803467172","0.256867745029085"
"Rarely ","2013","Couple + C. GT 16 ","(0) in school","41","0.256374075942733","0.180135086106599","0.332613065778867"
"Rarely ","2013","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Rarely ","2013","Couple + C. GT 16 ","(1b) general elementary school","49","0.296488541095376","0.225499865591145","0.367477216599607"
"Rarely ","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","171","0.301869420140048","0.265136931167463","0.338601909112633"
"Rarely ","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","28","","",""
"Rarely ","2013","Couple + C. GT 16 ","(2a) intermediate vocational","202","0.337752661307932","0.302257806469048","0.373247516146815"
"Rarely ","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","49","0.261916578848355","0.204209395215373","0.319623762481338"
"Rarely ","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","57","0.312810615448614","0.247058403133489","0.378562827763738"
"Rarely ","2013","Couple + C. GT 16 ","(3a) lower tertiary education","61","0.372344173391627","0.305512378385972","0.439175968397283"
"Rarely ","2013","Couple + C. GT 16 ","(3b) higher tertiary education","79","0.307702460362989","0.256571046624247","0.358833874101731"
"Rarely ","2013","Couple + C. LE and GT 16","(0) in school","56","0.297222875234291","0.230823755634365","0.363621994834216"
"Rarely ","2013","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Rarely ","2013","Couple + C. LE and GT 16","(1b) general elementary school","49","0.274576728961259","0.207878934555107","0.341274523367411"
"Rarely ","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","106","0.270773146011659","0.222902618170434","0.318643673852884"
"Rarely ","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","33","0.1905410365079","0.120274402824733","0.260807670191068"
"Rarely ","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","119","0.325914615613499","0.280981211257303","0.370848019969695"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","43","0.263842840880714","0.192598995754911","0.335086686006516"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","45","0.209617400010324","0.150319248696643","0.268915551324005"
"Rarely ","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","26","","",""
"Rarely ","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","45","0.290852906109183","0.227109443246015","0.35459636897235"
"Never","2013","1-pers.-HH","(0) in school","","","",""
"Never","2013","1-pers.-HH","(1a) inadequately completed","23","","",""
"Never","2013","1-pers.-HH","(1b) general elementary school","174","0.438190238922588","0.388693062130236","0.48768741571494"
"Never","2013","1-pers.-HH","(1c) basic vocational qualification","489","0.517048670705738","0.485289055759252","0.548808285652224"
"Never","2013","1-pers.-HH","(2b) intermediate general qualification","36","0.520593205920564","0.40356234193179","0.637624069909339"
"Never","2013","1-pers.-HH","(2a) intermediate vocational","383","0.478697085593258","0.443390120411847","0.514004050774668"
"Never","2013","1-pers.-HH","(2c_gen) general maturity certificate","103","0.57617042969123","0.502745324630557","0.649595534751903"
"Never","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","126","0.447477667171475","0.387610907113237","0.507344427229713"
"Never","2013","1-pers.-HH","(3a) lower tertiary education","184","0.583506972601186","0.528805667694922","0.638208277507451"
"Never","2013","1-pers.-HH","(3b) higher tertiary education","286","0.59944243006135","0.556448808427191","0.642436051695509"
"Never","2013","(Married) couple without C. ","(0) in school","2","","",""
"Never","2013","(Married) couple without C. ","(1a) inadequately completed","36","0.503095993914042","0.385967987984892","0.620223999843193"
"Never","2013","(Married) couple without C. ","(1b) general elementary school","318","0.585532198510732","0.543352522722634","0.62771187429883"
"Never","2013","(Married) couple without C. ","(1c) basic vocational qualification","1455","0.600074266552917","0.58037235067068","0.619776182435154"
"Never","2013","(Married) couple without C. ","(2b) intermediate general qualification","64","0.441149220454957","0.347936425435036","0.534362015474877"
"Never","2013","(Married) couple without C. ","(2a) intermediate vocational","1072","0.586609154707974","0.563853603760792","0.609364705655156"
"Never","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","99","0.719793581560408","0.647683168845535","0.791903994275281"
"Never","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","299","0.578089610998757","0.534757932696631","0.621421289300883"
"Never","2013","(Married) couple without C. ","(3a) lower tertiary education","445","0.582879054882921","0.547869158199824","0.617888951566018"
"Never","2013","(Married) couple without C. ","(3b) higher tertiary education","852","0.647984900005062","0.621738628031578","0.674231171978546"
"Never","2013","Single parent ","(0) in school","79","0.627276795272977","0.541476061395498","0.713077529150455"
"Never","2013","Single parent ","(1a) inadequately completed","13","","",""
"Never","2013","Single parent ","(1b) general elementary school","88","0.403542607727592","0.342605360964216","0.464479854490969"
"Never","2013","Single parent ","(1c) basic vocational qualification","191","0.423923764645034","0.375913428361776","0.471934100928292"
"Never","2013","Single parent ","(2b) intermediate general qualification","79","0.462274130778912","0.385498950621889","0.539049310935935"
"Never","2013","Single parent ","(2a) intermediate vocational","403","0.551108531826824","0.51581662980742","0.586400433846228"
"Never","2013","Single parent ","(2c_gen) general maturity certificate","80","0.653821623857152","0.572039944757185","0.735603302957118"
"Never","2013","Single parent ","(2c_voc) vocational maturity certificate","116","0.562564842074883","0.499274823098351","0.625854861051415"
"Never","2013","Single parent ","(3a) lower tertiary education","72","0.5318537023866","0.44890156498269","0.614805839790509"
"Never","2013","Single parent ","(3b) higher tertiary education","157","0.682305655556917","0.622779424296729","0.741831886817105"
"Never","2013","Couple + C. LE 16 ","(0) in school","1","","",""
"Never","2013","Couple + C. LE 16 ","(1a) inadequately completed","39","0.347503290971094","0.261220579632603","0.433786002309584"
"Never","2013","Couple + C. LE 16 ","(1b) general elementary school","162","0.455816981905377","0.404369445433342","0.507264518377412"
"Never","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","540","0.52666991418036","0.496584460339095","0.556755368021624"
"Never","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","70","0.594005027658712","0.506863822107949","0.681146233209475"
"Never","2013","Couple + C. LE 16 ","(2a) intermediate vocational","1177","0.591607782351996","0.56984138560766","0.613374179096332"
"Never","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","101","0.638296418347899","0.569243946850672","0.707348889845127"
"Never","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","525","0.699515589237585","0.668658153271514","0.730373025203656"
"Never","2013","Couple + C. LE 16 ","(3a) lower tertiary education","387","0.676223372115289","0.636939193570416","0.715507550660161"
"Never","2013","Couple + C. LE 16 ","(3b) higher tertiary education","803","0.699070660401383","0.673098236304993","0.725043084497773"
"Never","2013","Couple + C. GT 16 ","(0) in school","70","0.613233706225535","0.528198232254664","0.698269180196407"
"Never","2013","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Never","2013","Couple + C. GT 16 ","(1b) general elementary school","79","0.517946155195032","0.440278604208952","0.595613706181111"
"Never","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","346","0.583790704917809","0.544348885419556","0.623232524416062"
"Never","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","58","0.540059415273033","0.448969392997244","0.631149437548822"
"Never","2013","Couple + C. GT 16 ","(2a) intermediate vocational","386","0.529610483197798","0.492150894255104","0.567070072140491"
"Never","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","153","0.615134995892302","0.551274088020239","0.678995903764365"
"Never","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","115","0.563135194897816","0.492793752116754","0.633476637678878"
"Never","2013","Couple + C. GT 16 ","(3a) lower tertiary education","126","0.522095884684444","0.453040812677185","0.591150956691704"
"Never","2013","Couple + C. GT 16 ","(3b) higher tertiary education","206","0.590056938647709","0.535570972892259","0.644542904403159"
"Never","2013","Couple + C. LE and GT 16","(0) in school","113","0.62365313519501","0.5532684612286","0.69403780916142"
"Never","2013","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Never","2013","Couple + C. LE and GT 16","(1b) general elementary school","82","0.450120544763173","0.375770363382285","0.52447072614406"
"Never","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","184","0.651592073327322","0.6002626950521","0.702921451602544"
"Never","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","75","0.717440409166861","0.63688301458909","0.797997803744631"
"Never","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","244","0.564125447257914","0.516588799443007","0.611662095072821"
"Never","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","86","0.59264434503866","0.513216391913766","0.672072298163554"
