"plj0589","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Rarely ","2019","secondary school degree","Female","","","",""
"Rarely ","2019","college entrance qualification","Male","","","",""
"Rarely ","2019","college entrance qualification","Female","","","",""
"Rarely ","2019","Other degree","Male","6","","",""
"Rarely ","2019","Other degree","Female","12","","",""
"Rarely ","2019","no degree/no degree yet","Male","15","","",""
"Rarely ","2019","no degree/no degree yet","Female","12","","",""
"Never","2019","lower secondary degree","Male","4","","",""
"Never","2019","lower secondary degree","Female","1","","",""
"Never","2019","secondary school degree","Male","1","","",""
"Never","2019","secondary school degree","Female","1","","",""
"Never","2019","college entrance qualification","Male","","","",""
"Never","2019","college entrance qualification","Female","","","",""
"Never","2019","Other degree","Male","24","","",""
"Never","2019","Other degree","Female","20","","",""
"Never","2019","no degree/no degree yet","Male","25","","",""
"Never","2019","no degree/no degree yet","Female","36","0.578341571370086","0.465828020902395","0.690855121837778"
