"plj0589","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2015","indirect migration background","East Germany","","","",""
"Sometimes","2015","no migration background","West Germany","","","",""
"Sometimes","2015","no migration background","East Germany","","","",""
"Sometimes","2015","direct migration background","West Germany","","","",""
"Sometimes","2015","direct migration background","East Germany","","","",""
"Sometimes","2015","indirect migration background","West Germany","","","",""
"Sometimes","2015","indirect migration background","East Germany","","","",""
"Rarely ","2015","no migration background","West Germany","","","",""
"Rarely ","2015","no migration background","East Germany","","","",""
"Rarely ","2015","direct migration background","West Germany","","","",""
"Rarely ","2015","direct migration background","East Germany","","","",""
"Rarely ","2015","indirect migration background","West Germany","","","",""
"Rarely ","2015","indirect migration background","East Germany","","","",""
"Never","2015","no migration background","West Germany","","","",""
"Never","2015","no migration background","East Germany","","","",""
"Never","2015","direct migration background","West Germany","","","",""
"Never","2015","direct migration background","East Germany","","","",""
"Never","2015","indirect migration background","West Germany","","","",""
"Never","2015","indirect migration background","East Germany","","","",""
"Very often","2016","no migration background","West Germany","","","",""
"Very often","2016","no migration background","East Germany","","","",""
"Very often","2016","direct migration background","West Germany","258","0.0893964988853574","0.0799723965896489","0.0988206011810659"
"Very often","2016","direct migration background","East Germany","57","0.0936517483328808","0.0726463284500215","0.11465716821574"
"Very often","2016","indirect migration background","West Germany","","","",""
"Very often","2016","indirect migration background","East Germany","","","",""
"Often","2016","no migration background","West Germany","","","",""
"Often","2016","no migration background","East Germany","","","",""
"Often","2016","direct migration background","West Germany","441","0.164618459404107","0.15236956805931","0.176867350748904"
"Often","2016","direct migration background","East Germany","131","0.208838816578244","0.179532315604024","0.238145317552464"
"Often","2016","indirect migration background","West Germany","","","",""
"Often","2016","indirect migration background","East Germany","","","",""
"Sometimes","2016","no migration background","West Germany","","","",""
"Sometimes","2016","no migration background","East Germany","","","",""
"Sometimes","2016","direct migration background","West Germany","762","0.220937774438518","0.207234128174113","0.234641420702924"
"Sometimes","2016","direct migration background","East Germany","205","0.290452311726682","0.257721702787738","0.323182920665627"
"Sometimes","2016","indirect migration background","West Germany","","","",""
"Sometimes","2016","indirect migration background","East Germany","","","",""
"Rarely ","2016","no migration background","West Germany","","","",""
"Rarely ","2016","no migration background","East Germany","","","",""
"Rarely ","2016","direct migration background","West Germany","641","0.187457634519155","0.174566544183708","0.200348724854602"
"Rarely ","2016","direct migration background","East Germany","107","0.121596674207935","0.0980335047860481","0.145159843629823"
"Rarely ","2016","indirect migration background","West Germany","","","",""
"Rarely ","2016","indirect migration background","East Germany","","","",""
"Never","2016","no migration background","West Germany","","","",""
"Never","2016","no migration background","East Germany","","","",""
"Never","2016","direct migration background","West Germany","1419","0.337589632752862","0.321969914728294","0.353209350777431"
"Never","2016","direct migration background","East Germany","239","0.285460449154257","0.252898381031759","0.318022517276756"
"Never","2016","indirect migration background","West Germany","","","",""
"Never","2016","indirect migration background","East Germany","","","",""
"Very often","2017","no migration background","West Germany","116","0.00871272733709989","0.00723199435048508","0.0101934603237147"
"Very often","2017","no migration background","East Germany","57","0.014279284075111","0.0110393775926789","0.0175191905575431"
"Very often","2017","direct migration background","West Germany","275","0.0228054131506545","0.0192684191797025","0.0263424071216064"
"Very often","2017","direct migration background","East Germany","","","",""
"Very often","2017","indirect migration background","West Germany","","","",""
"Very often","2017","indirect migration background","East Germany","","","",""
"Often","2017","no migration background","West Germany","469","0.0303134240937424","0.0275817233925771","0.0330451247949076"
"Often","2017","no migration background","East Germany","196","0.0418454828229846","0.0363772829131986","0.0473136827327706"
"Often","2017","direct migration background","West Germany","556","0.0634178092688271","0.0576434555159136","0.0691921630217407"
"Often","2017","direct migration background","East Germany","69","0.0824760411818277","0.0610292579604375","0.103922824403218"
"Often","2017","indirect migration background","West Germany","75","0.0432004260273771","0.0332509454048649","0.0531499066498894"
"Often","2017","indirect migration background","East Germany","","","",""
"Sometimes","2017","no migration background","West Germany","1287","0.0896952971751989","0.0851425015587108","0.094248092791687"
"Sometimes","2017","no migration background","East Germany","569","0.115686149427301","0.106951485241853","0.12442081361275"
"Sometimes","2017","direct migration background","West Germany","1256","0.157033628732869","0.148413251345286","0.165654006120452"
"Sometimes","2017","direct migration background","East Germany","130","0.154185828318531","0.126031234919827","0.182340421717236"
"Sometimes","2017","indirect migration background","West Germany","179","0.10719672866737","0.092057123066889","0.122336334267852"
"Sometimes","2017","indirect migration background","East Germany","","","",""
"Rarely ","2017","no migration background","West Germany","3911","0.259844682451119","0.252857239528124","0.266832125374115"
"Rarely ","2017","no migration background","East Germany","1447","0.287125619549671","0.274770561441509","0.299480677657833"
"Rarely ","2017","direct migration background","West Germany","1652","0.27789610137599","0.267282423738753","0.288509779013228"
"Rarely ","2017","direct migration background","East Germany","138","0.238102480493121","0.204896233677531","0.271308727308711"
"Rarely ","2017","indirect migration background","West Germany","414","0.273237136697897","0.251429322641681","0.295044950754114"
"Rarely ","2017","indirect migration background","East Germany","31","0.244231915030236","0.16282680198426","0.325637028076211"
"Never","2017","no migration background","West Germany","9349","0.611433868942839","0.603667694486307","0.619200043399372"
"Never","2017","no migration background","East Germany","2882","0.541063464124932","0.527455199778503","0.554671728471361"
"Never","2017","direct migration background","West Germany","3104","0.478847047471659","0.467011023685393","0.490683071257924"
"Never","2017","direct migration background","East Germany","266","0.506854956293731","0.467877029373406","0.545832883214055"
"Never","2017","indirect migration background","West Germany","913","0.563019569492577","0.538745720362593","0.58729341862256"
"Never","2017","indirect migration background","East Germany","51","0.481138208555129","0.386467207151931","0.575809209958326"
"Very often","2018","no migration background","West Germany","","","",""
"Very often","2018","no migration background","East Germany","","","",""
"Very often","2018","direct migration background","West Germany","","","",""
"Very often","2018","direct migration background","East Germany","","","",""
"Very often","2018","indirect migration background","West Germany","","","",""
"Very often","2018","indirect migration background","East Germany","","","",""
"Often","2018","no migration background","West Germany","","","",""
"Often","2018","no migration background","East Germany","","","",""
"Often","2018","direct migration background","West Germany","36","0.0944450910542002","0.0647666718747463","0.124123510233654"
"Often","2018","direct migration background","East Germany","","","",""
"Often","2018","indirect migration background","West Germany","","","",""
"Often","2018","indirect migration background","East Germany","","","",""
"Sometimes","2018","no migration background","West Germany","","","",""
"Sometimes","2018","no migration background","East Germany","","","",""
"Sometimes","2018","direct migration background","West Germany","83","0.231154004431124","0.188371710793316","0.273936298068932"
"Sometimes","2018","direct migration background","East Germany","","","",""
"Sometimes","2018","indirect migration background","West Germany","","","",""
"Sometimes","2018","indirect migration background","East Germany","","","",""
"Rarely ","2018","no migration background","West Germany","","","",""
"Rarely ","2018","no migration background","East Germany","","","",""
"Rarely ","2018","direct migration background","West Germany","66","0.184919213038978","0.145520229146213","0.224318196931743"
"Rarely ","2018","direct migration background","East Germany","","","",""
"Rarely ","2018","indirect migration background","West Germany","","","",""
"Rarely ","2018","indirect migration background","East Germany","","","",""
"Never","2018","no migration background","West Germany","","","",""
"Never","2018","no migration background","East Germany","","","",""
"Never","2018","direct migration background","West Germany","161","0.437347394324337","0.387005782792875","0.487689005855798"
"Never","2018","direct migration background","East Germany","30","0.623173512080573","0.487490569060522","0.758856455100624"
"Never","2018","indirect migration background","West Germany","","","",""
"Never","2018","indirect migration background","East Germany","","","",""
"Very often","2019","no migration background","West Germany","","","",""
"Very often","2019","no migration background","East Germany","","","",""
"Very often","2019","direct migration background","West Germany","","","",""
"Very often","2019","direct migration background","East Germany","","","",""
"Very often","2019","indirect migration background","West Germany","","","",""
"Very often","2019","indirect migration background","East Germany","","","",""
"Often","2019","no migration background","West Germany","","","",""
"Often","2019","no migration background","East Germany","","","",""
"Often","2019","direct migration background","West Germany","","","",""
"Often","2019","direct migration background","East Germany","","","",""
"Often","2019","indirect migration background","West Germany","","","",""
"Often","2019","indirect migration background","East Germany","","","",""
"Sometimes","2019","no migration background","West Germany","","","",""
"Sometimes","2019","no migration background","East Germany","","","",""
"Sometimes","2019","direct migration background","West Germany","56","0.209708527315982","0.15954483174418","0.259872222887785"
"Sometimes","2019","direct migration background","East Germany","","","",""
"Sometimes","2019","indirect migration background","West Germany","","","",""
"Sometimes","2019","indirect migration background","East Germany","","","",""
"Rarely ","2019","no migration background","West Germany","","","",""
"Rarely ","2019","no migration background","East Germany","","","",""
"Rarely ","2019","direct migration background","West Germany","48","0.187071345579608","0.139018658136918","0.235124033022298"
"Rarely ","2019","direct migration background","East Germany","","","",""
"Rarely ","2019","indirect migration background","West Germany","","","",""
"Rarely ","2019","indirect migration background","East Germany","","","",""
"Never","2019","no migration background","West Germany","","","",""
"Never","2019","no migration background","East Germany","","","",""
"Never","2019","direct migration background","West Germany","124","0.502966971478941","0.441357116217826","0.564576826740056"
"Never","2019","direct migration background","East Germany","","","",""
"Never","2019","indirect migration background","West Germany","","","",""
"Never","2019","indirect migration background","East Germany","","","",""
